                       	basic_memmem	twoway_memmem	memmem
String 0123456789, offset 70:	77.2773	13.3945	84.4219
String 0123456789, offset 77:	81.793	12.8242	91.8438
String 0123456789, offset 84:	85.9648	13.957	93.0586
String 0123456789, offset 91:	90.418	12.7695	92.0508
String 0123456789, offset 98:	94.7734	13.4375	95.2812
String 0123456789, offset 105:	98.8945	13.9727	94.5039
String 0123456789, offset 112:	102.957	13.5117	96.5898
String 0123456789, offset 119:	107.25	13.7109	96.4922
String 0000111100001111, offset 0:	23.3906	12.0391	103.414
String 0000111100001111, offset 7:	30.8359	11.793	104.09
String 0000111100001111, offset 14:	32.8086	12.6211	126.34
String 0000111100001111, offset 21:	37.2266	12.2461	112.82
String 0000111100001111, offset 28:	42.1641	11.375	122.754
String 0000111100001111, offset 35:	63.4141	13.4023	106.734
String 0000111100001111, offset 42:	67.4219	13.4883	117.363
String 0000111100001111, offset 49:	71.9219	12.8242	106.664
String 0000111100001111, offset 56:	76.2695	12.7227	122.633
String 0000111100001111, offset 63:	80.3438	13.2773	106.117
String 0000111100001111, offset 70:	84.6367	12.7227	128.828
String 0000111100001111, offset 77:	109.578	14.25	140.996
String 0000111100001111, offset 84:	104.668	14.8359	146.301
String 0000111100001111, offset 91:	97.625	13.8672	120.32
String 0000111100001111, offset 98:	101.848	13.4258	126.246
String 0000111100001111, offset 105:	105.938	13.957	109.914
String 0000111100001111, offset 112:	110.148	13.9336	122.379
String 0000111100001111, offset 119:	114.527	13.3945	135.75
String 00000111110000022222, offset 0:	28.0742	12.2344	130.121
String 00000111110000022222, offset 7:	36	12.1367	131.934
String 00000111110000022222, offset 14:	38.082	13.168	128.344
String 00000111110000022222, offset 21:	42.5352	11.7148	131.102
String 00000111110000022222, offset 28:	46.9141	12.1914	147.535
String 00000111110000022222, offset 35:	56.7695	14.2969	149.984
String 00000111110000022222, offset 42:	61.793	14.2734	145.383
String 00000111110000022222, offset 49:	66.7656	14.2188	147.34
String 00000111110000022222, offset 56:	71.5977	14.2344	172.637
String 00000111110000022222, offset 63:	76.1914	13.8594	151.789
String 00000111110000022222, offset 70:	83.9219	14.2734	183.879
String 00000111110000022222, offset 77:	78.4922	13.8789	132.492
String 00000111110000022222, offset 84:	82.0781	13.8086	154.578
String 00000111110000022222, offset 91:	88.7109	12.6445	138.727
String 00000111110000022222, offset 98:	89.9922	13.4609	171.73
String 00000111110000022222, offset 105:	187.656	20.8398	184.914
String 00000111110000022222, offset 112:	177.129	25.6719	209.09
String 00000111110000022222, offset 119:	158.625	18.3281	167.91
String 012345678901234567890, offset 0:	42.5352	18.5039	160.488
String 012345678901234567890, offset 7:	54.6055	12.0156	133.949
String 012345678901234567890, offset 14:	39.793	11.6914	135.945
String 012345678901234567890, offset 21:	43.9531	11.6133	135.355
String 012345678901234567890, offset 28:	47.3672	11.4766	134.109
String 012345678901234567890, offset 35:	51.9688	12.8867	136.797
String 012345678901234567890, offset 42:	56.3047	13.5469	136.305
String 012345678901234567890, offset 49:	61.0312	13.7148	136.082
String 012345678901234567890, offset 56:	64.7539	12.7695	138
String 012345678901234567890, offset 63:	69.793	12.3594	137.082
String 012345678901234567890, offset 70:	73.5547	13.3672	168.156
String 012345678901234567890, offset 77:	89.4141	15.6602	158.074
String 012345678901234567890, offset 84:	96.0508	14.9648	156.348
String 012345678901234567890, offset 91:	98.7305	14.3398	167.316
String 012345678901234567890, offset 98:	101.938	15.3203	166.277
String 012345678901234567890, offset 105:	110.957	15.1055	156.984
String 012345678901234567890, offset 112:	112.488	15.0273	174.453
String 012345678901234567890, offset 119:	119.293	15.0859	174.07
String abc0, offset 0:	9.34766	13.7031	42.0508
String abc0, offset 7:	19.6211	12.8164	51.6992
String abc0, offset 14:	20.668	13.0117	54.25
String abc0, offset 21:	26.6406	13.0391	60.8594
String abc0, offset 28:	30.7109	13.5391	61.4102
String abc0, offset 35:	35.2891	15.082	64.0742
String abc0, offset 42:	59.6523	14.5586	67.1211
String abc0, offset 49:	64.2305	14.3125	71.9531
String abc0, offset 56:	69.1602	14.9609	75.1953
String abc0, offset 63:	73.9492	14.2109	105.965
String abc0, offset 70:	79.0156	14.3555	78.4102
String abc0, offset 77:	84.1211	14.4414	80.7773
String abc0, offset 84:	88.8203	15.6992	83.5977
String abc0, offset 91:	92.9453	15.0117	97.6836
String abc0, offset 98:	100.891	15.0703	134.988
String abc0, offset 105:	103.488	15.0117	131.566
String abc0, offset 112:	107.66	15.082	141.125
String abc0, offset 119:	112.418	15.0352	140.82
String aaaa0, offset 0:	11.1953	13.6484	41.4727
String aaaa0, offset 7:	19.9609	12.8711	54.6641
String aaaa0, offset 14:	21.8633	13.7188	56.4062
String aaaa0, offset 21:	26.9805	13.0625	56.6445
String aaaa0, offset 28:	32.293	13.4102	71.0039
String aaaa0, offset 35:	44.7305	12.9336	60.7148
String aaaa0, offset 42:	54.4648	12.8242	62.3477
String aaaa0, offset 49:	63.0039	12.7617	63.4961
String aaaa0, offset 56:	62.8516	12.7148	65.5078
String aaaa0, offset 63:	67.2734	13.4648	71.168
String aaaa0, offset 70:	71.1953	13.9102	72.207
String aaaa0, offset 77:	75.9648	12.9844	76.0312
String aaaa0, offset 84:	79.707	13.4492	74.6211
String aaaa0, offset 91:	84.1211	13.332	110.488
String aaaa0, offset 98:	109.762	20.3398	105.652
String aaaa0, offset 105:	92.7148	13.543	81.9961
String aaaa0, offset 112:	96.7695	13.3555	105.672
String aaaa0, offset 119:	101.207	13.9805	119.789
String abcabc0, offset 0:	12.0859	11.582	46.1875
String abcabc0, offset 7:	20.0859	12.9336	47.3516
String abcabc0, offset 14:	22.1016	11.5312	49.0859
String abcabc0, offset 21:	26.3672	11.5078	50.2344
String abcabc0, offset 28:	40.0273	11.9688	58.6875
String abcabc0, offset 35:	52.7305	12.8242	65.4336
String abcabc0, offset 42:	56.7578	12.8242	54.3008
String abcabc0, offset 49:	61.5195	12.8867	70.9727
String abcabc0, offset 56:	65.4297	12.7148	73.6914
String abcabc0, offset 63:	69.7031	13.2734	73.9258
String abcabc0, offset 70:	73.6562	12.8398	76.6836
String abcabc0, offset 77:	78.0469	12.7539	76.9688
String abcabc0, offset 84:	82.3555	12.8711	79.3711
String abcabc0, offset 91:	86.5352	12.8008	85.9766
String abcabc0, offset 98:	90.9961	13.418	88.2617
String abcabc0, offset 105:	95.25	13.4727	88.6211
String abcabc0, offset 112:	99.2734	14.5352	92.8203
String abcabc0, offset 119:	103.789	13.8945	92.8359
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	2292.23	169.156	429.113
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	102354	45334.7	7236.29
String 6, offset 163838:	100656	3717.22	3573.39
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	909.453	165.02	264.793
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	843.043	465.09	251.066
String 9, offset 163838:	101449	3691.79	3558.73
String 7, offset 807:	519.172	23.8438	21.0859
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	21445.7	679.035	1353.03
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2298.06	1254.3	391.465
String 4, offset 163838:	100841	3674.66	3583.23
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	155.234	14.5312	207.57
String WVU[0AH07J, offset 1381:	1046.43	98.0938	359.445
String 0UYV, offset 49301:	30358.9	1180.86	24629
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	716.613	368.031	265.605
String 6, offset 163838:	100724	3694.65	3558.82
String 8, offset 163838:	100541	3732.79	3570.94
String 7BE4[2UF5MDRT1T, offset 7449:	4591.46	156.086	1021.79
String DXW@APO2AZ, offset 147:	122	117.262	100.535
String QM3J@OE3PY413DBMG, offset 3775:	3468.46	184.734	511.949
String FBD9RJ, offset 4458:	4712.89	2104.89	1429.92
String QXVG<8VKH, offset 91649:	119247	2292.5	19072.9
String 1, offset 2166:	1349.4	65.457	40.918
String 51TN, offset 9384:	5763.11	188.926	4597.43
String SLU8@<77JUVP6, offset 11601:	13356.5	411.953	1717.13
String 0, offset 163838:	100581	3758.68	3559.46
String 4, offset 163838:	100124	3769.34	3559.79
String BT98HTDMY[, offset 1755:	1489.43	626.605	382.918
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	643.129	336.473	250.77
String JRN3MYMI2TIZN[N9?, offset 2735:	2285.58	1196.01	444.402
String Y6, offset 18239:	21289.1	528.742	25733
String E=<X7S5<FAOI4, offset 2503:	2216.93	112.867	423.227
String 52BS3CUPU3KU@W2, offset 11268:	6925.27	220.055	1605.89
String Z6, offset 22605:	27627.4	718.734	31847.4
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	727.367	579.605	234.168
String 2, offset 611:	399.93	20.125	18.5742
String 6[GPB, offset 41469:	25368.6	808.281	16086.3
String DCZCEDI2, offset 3838:	2962.44	153.578	870.176
String F2LVAHH5, offset 59813:	75546.4	31796.6	14481.1
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1521.63	51.0977	371.477
String AYESVW[9AU9O, offset 43093:	54583.6	1057.51	6647.02
String N1PJ@V0, offset 1961:	1625.39	82.7148	612.223
String JAPZ@SHK7, offset 5306:	5260.11	169.938	1101.59
String Y>WH@OQ7<<KG, offset 5489:	5387.72	159.117	873.781
String 8YK9Y4AX, offset 3077:	1916.17	85.5391	700.574
String >Y9, offset 841:	719.156	52.4844	610.266
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7479.06	3251.17	717.523
String 5, offset 163838:	100133	3762.48	3567.59
String 0, offset 163838:	100145	3884.37	3560.46
String BO>@>1HVD9K=P4B, offset 1113:	959.922	650.297	257.609
String X2R, offset 5662:	5512.16	162.523	4109.02
String AS7947JGV@, offset 84947:	110366	46943	17321.2
String N3USCOC@WE, offset 1455:	1223.03	946.906	381.508
String 5, offset 163838:	100125	3845.86	3571.62
String F0MWMCH, offset 119294:	155912	80947.4	32730.4
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	10427.1	4838.56	947.227
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	59187.8	1110.2	3955.54
String 1, offset 163838:	100123	3721.88	3567.88
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	779.531	33.8672	253.289
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	43734.1	1788.52	7630.79
String 39UVL, offset 1426:	900.145	37.4258	574.125
String 8=Y, offset 4750:	2927.5	113.809	3338.67
String VGHAHB4GFVQ>1LQ, offset 220:	202.105	94.4102	131.117
String <PFR0P=8FD5K, offset 1049:	783.129	96.1133	239.93
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3556.74	1946.96	497.09
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66267.2	1312.88	5753.41
String 5, offset 45105:	27583.8	999.457	780.402
String KDJ>=PADGH6RTYG?YF, offset 90440:	117007	51347.8	10577.9
String KNN==39, offset 1989:	1813.67	88.3359	685.754
String 0, offset 163838:	100123	3768.92	3569.68
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	32918.9	13785.5	2165.87
String 2, offset 163838:	100122	3849.46	3571.26
String V5, offset 134:	108.137	37.3398	215.191
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	200133	101249	14170.9
String >DNAI<7R2=7KS, offset 80494:	102082	37364.9	12511.4
String FZ52=G=Y4?WC[9E, offset 612:	487.078	230.477	204.961
String 1, offset 163838:	100137	3568.51	3569.89
String GW0J=5640F1GEP, offset 14142:	15473.9	522.961	1829.63
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106760	2287.34	8167.21
String @OKI?1[IIPRCZ9XH, offset 284:	240.863	112.09	145.312
String 1Z0, offset 5676:	3493.65	128.605	4178.61
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	17520.1	645.863	1215.61
String R<58, offset 303:	282.703	56.6172	182.461
String 1>QG79OA55IUOD<9?1?K, offset 138567:	84740.6	3283.25	15941.5
String 804S@ERR@FE@L, offset 58219:	35613.5	1530.62	8689.6
String Z8, offset 20884:	25682.5	608.777	29467.2
String 1, offset 163838:	100133	3760.46	3569.46
String G=9, offset 192:	173.449	49.332	174.922
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	188987	94924.9	14266
String 4, offset 163838:	100133	3739.08	3571.11
String K37<GE0P=EAC[U5, offset 97404:	125596	59379	14120.9
String DC9Y7?ZDXW@AP6V8Z, offset 140:	148.035	97.043	140.891
String 9, offset 163838:	100132	3763.21	3557.49
String OY2BY64YX@1BIE=5C39G5, offset 160474:	208133	3714.07	17667.1
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	21790.1	625.633	1589.6
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	28658.4	791.754	2281.66
String G8K>X?PEKV[6CRO99[21, offset 454:	368.398	116.82	187.418
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1333.48	141.602	343.176
String 14C7=EOB, offset 940:	610.988	30.2969	259.816
String 2[E, offset 574:	381.539	24.3008	417.543
String 6INY>8, offset 7757:	4772.68	162.215	2285.97
