                       	basic_memmem	twoway_memmem	memmem
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7643.1	3305.44	608.715
String 5, offset 163838:	101279	3660.89	3658.77
String 0, offset 163838:	102115	3886.11	3595
String BO>@>1HVD9K=P4B, offset 1113:	946.543	680.059	201.559
String X2R, offset 5662:	5710.42	160.266	4183.48
String AS7947JGV@, offset 84947:	111060	47609.2	16752.6
String N3USCOC@WE, offset 1455:	1235.64	978.805	351.004
String 5, offset 163838:	103036	3817.1	3653.36
String F0MWMCH, offset 119294:	155555	78492.5	33339
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	11115	5044.25	869.039
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60822.2	1100.22	3917.82
String 1, offset 163838:	101596	3845.46	3649.37
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	796.508	34.6289	141.961
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44699	1745.74	7667.18
String 39UVL, offset 1426:	919.992	38.2578	564.855
String 8=Y, offset 4750:	2992.64	111.148	3413.36
String VGHAHB4GFVQ>1LQ, offset 220:	200.387	97.1953	74.8047
String <PFR0P=8FD5K, offset 1049:	803.191	96.5703	200.98
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3695.33	1995.64	392.559
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66937.4	1499.61	5667.99
String 5, offset 45105:	28185.7	979.086	807.352
String KDJ>=PADGH6RTYG?YF, offset 90440:	116510	49316.4	10836.9
String KNN==39, offset 1989:	1808.97	90.7422	673.586
String 0, offset 163838:	102215	3843.15	3636.34
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33595.6	13705.6	2014.71
String 2, offset 163838:	101246	3800.08	3574
String V5, offset 134:	106.711	34.9258	214.871
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	200064	95649.3	14431.3
String >DNAI<7R2=7KS, offset 80494:	103469	34933.7	12515.2
String FZ52=G=Y4?WC[9E, offset 612:	520.57	229.48	143.348
String 1, offset 163838:	102502	3598.24	3573.03
String GW0J=5640F1GEP, offset 14142:	16350.2	482.332	1830.86
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106992	2160.66	8052.06
String @OKI?1[IIPRCZ9XH, offset 284:	239.977	113.863	81.0938
String 1Z0, offset 5676:	3571.75	131.125	4294.38
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	17988.4	498.125	1087.98
String R<58, offset 303:	287.266	59.1992	179
String 1>QG79OA55IUOD<9?1?K, offset 138567:	85850.2	3249.66	16069.1
String 804S@ERR@FE@L, offset 58219:	36703.2	1502.21	8858.02
String Z8, offset 20884:	27320.2	602.547	30331.8
String 1, offset 163838:	101501	3769.74	3558.61
String G=9, offset 192:	171.285	47.9297	166.68
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	188577	81654.5	14382.4
String 4, offset 163838:	102349	3843.88	3649.36
String K37<GE0P=EAC[U5, offset 97404:	126239	53732.4	13922.7
String DC9Y7?ZDXW@AP6V8Z, offset 140:	125.031	100.75	70.2734
String 9, offset 163838:	102135	3830.38	3634.39
String OY2BY64YX@1BIE=5C39G5, offset 160474:	207231	3652.46	18045.8
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22363.8	805.668	1499.95
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	28969.6	845.949	2191.48
String G8K>X?PEKV[6CRO99[21, offset 454:	393.008	119.285	95.0039
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1348.45	141.121	236.125
String 14C7=EOB, offset 940:	638.656	30.1016	243.066
String 2[E, offset 574:	385.371	24.4844	427.441
String 6INY>8, offset 7757:	4874.22	162.793	2417.5
