                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   64/  1, alignment  1/ 3, found:	77.0625	32.7812	383.5	30.7812
Length   64/  1, alignment  0/ 9, fail :	76.0625	15.9062	20.7188	14.375
Length   64/  2, alignment  1/ 3, found:	100.438	313.844	18.75	62.0938
Length   64/  2, alignment  0/ 9, fail :	83.0312	48.0312	26.75	55.75
Length   64/  3, alignment  1/ 3, found:	86.375	109.312	19.7188	129.594
Length   64/  3, alignment  0/ 9, fail :	60	79.6562	24.8438	120.906
Length   64/  4, alignment  1/ 3, found:	70.5938	126.875	26.8125	106.656
Length   64/  4, alignment  0/ 9, fail :	77.75	120.969	23.8125	92.6875
Length   64/  5, alignment  1/ 3, found:	90.875	130.938	18.9375	99.9062
Length   64/  5, alignment  0/ 9, fail :	61.8438	111.719	24.2812	97.2812
Length   64/  6, alignment  1/ 3, found:	74.4062	242.812	25.1562	93.5312
Length   64/  6, alignment  0/ 9, fail :	59.1875	229.531	29.2188	88.1562
Length   64/  7, alignment  1/ 3, found:	69.7812	223.375	25.0938	84.0312
Length   64/  7, alignment  0/ 9, fail :	65.2188	215.188	33.0625	80.0312
Length   64/  8, alignment  1/ 3, found:	66.7812	181.625	23.7188	79.0312
Length   64/  8, alignment  0/ 9, fail :	68.0625	189.094	29.6562	74.8438
Length   64/  9, alignment  1/ 3, found:	79.8438	108.938	24.4375	80.875
Length   64/  9, alignment  0/ 9, fail :	76.0938	92.5938	22.875	80.9062
Length   64/ 10, alignment  1/ 3, found:	71.5312	26.625	22.5	26.4375
Length   64/ 10, alignment  0/ 9, fail :	72.0312	14.2188	22.75	15.0312
Length   64/ 11, alignment  1/ 3, found:	62.2812	121.281	23.6875	83.3438
Length   64/ 11, alignment  0/ 9, fail :	71.1562	100.188	22.9375	85.8438
Length   64/ 12, alignment  1/ 3, found:	81.0938	139.844	23.2188	92.9688
Length   64/ 12, alignment  0/ 9, fail :	55.3125	110.75	22.875	85.125
Length   64/ 13, alignment  1/ 3, found:	69.6875	183	22.5	111
Length   64/ 13, alignment  0/ 9, fail :	59.0625	178.688	23.25	104.188
Length   64/ 14, alignment  1/ 3, found:	90.375	190.031	23.5938	102.406
Length   64/ 14, alignment  0/ 9, fail :	75.5938	191.219	22.75	94.125
Length   64/ 15, alignment  1/ 3, found:	59.75	229.812	24.9688	90.5
Length   64/ 15, alignment  0/ 9, fail :	55.6875	230.594	23.0312	86.375
Length   64/ 16, alignment  1/ 3, found:	56.4062	231.344	25.0938	86.8125
Length   64/ 16, alignment  0/ 9, fail :	60.5625	217.344	26.625	81
Length   96/  1, alignment  1/ 3, found:	91.625	20.0938	18.8125	15.125
Length   96/  1, alignment  0/ 9, fail :	91.75	17.8125	19.7188	17
Length   96/  2, alignment  1/ 3, found:	91.6875	199.812	27.6875	152.656
Length   96/  2, alignment  0/ 9, fail :	82.125	173.125	25.875	138.156
Length   96/  3, alignment  1/ 3, found:	88.4062	93.8438	31.5	157.219
Length   96/  3, alignment  0/ 9, fail :	85.5938	80.5938	29.0938	150.562
Length   96/  4, alignment  1/ 3, found:	88.6562	92.0312	28.9062	135.406
Length   96/  4, alignment  0/ 9, fail :	80.3438	77.375	23.7188	108.562
Length   96/  5, alignment  1/ 3, found:	96.0625	191.812	33.0938	101.594
Length   96/  5, alignment  0/ 9, fail :	82.625	183.969	27.4375	95.0312
Length   96/  6, alignment  1/ 3, found:	112.344	304.594	29.1562	102.719
Length   96/  6, alignment  0/ 9, fail :	106.906	309.562	22.9375	90.75
Length   96/  7, alignment  1/ 3, found:	80.0938	290.875	31.0312	95.2812
Length   96/  7, alignment  0/ 9, fail :	94.3438	255.25	22.8125	86.5625
Length   96/  8, alignment  1/ 3, found:	94.0312	25.3438	28.5938	29.6562
Length   96/  8, alignment  0/ 9, fail :	91.1875	14.1875	23.4062	16.2188
Length   96/  9, alignment  1/ 3, found:	123.938	115.656	34.2812	89.0938
Length   96/  9, alignment  0/ 9, fail :	125.25	97.9062	27.3125	86.125
Length   96/ 10, alignment  1/ 3, found:	86.0625	239.375	31.5	104.562
Length   96/ 10, alignment  0/ 9, fail :	85.8438	253.531	22.9375	99.4062
Length   96/ 11, alignment  1/ 3, found:	107.531	281.656	36	93.6562
Length   96/ 11, alignment  0/ 9, fail :	91.5312	287.938	26.4375	88
