                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   64/ 13, alignment  0/ 9, fail :	56.6562	179.906	23.9688	106.531
Length   64/ 14, alignment  1/ 3, found:	76.2812	198.062	24.0938	105.625
Length   64/ 14, alignment  0/ 9, fail :	76.4375	197	23.5	95.75
Length   64/ 15, alignment  1/ 3, found:	58.5312	237.188	24.0625	91.3125
Length   64/ 15, alignment  0/ 9, fail :	59.5	236.812	23.7188	90.75
Length   64/ 16, alignment  1/ 3, found:	60.375	236.812	27.0625	87.625
Length   64/ 16, alignment  0/ 9, fail :	64.75	222.375	28.2812	86.1562
Length   96/  1, alignment  1/ 3, found:	93.4062	20.2812	21.5	17.5
Length   96/  1, alignment  0/ 9, fail :	92.3125	16.7812	17.4688	19
Length   96/  2, alignment  1/ 3, found:	87.9375	199.281	27.7812	157.625
Length   96/  2, alignment  0/ 9, fail :	116.062	178.781	25.3438	142.5
Length   96/  3, alignment  1/ 3, found:	93.5938	94.625	33.9062	158.688
Length   96/  3, alignment  0/ 9, fail :	88.0938	84.5312	28.5	153.156
Length   96/  4, alignment  1/ 3, found:	83.0312	96.75	28.625	140.125
Length   96/  4, alignment  0/ 9, fail :	106.406	79.2188	24.0938	115.344
Length   96/  5, alignment  1/ 3, found:	87.25	199.156	31.9375	107.906
Length   96/  5, alignment  0/ 9, fail :	79.7812	190.688	27.25	98.4062
Length   96/  6, alignment  1/ 3, found:	92.1562	314.25	29.7812	101.656
Length   96/  6, alignment  0/ 9, fail :	83	319.625	23.8438	92.5625
Length   96/  7, alignment  1/ 3, found:	87.625	410.938	28.2188	91.8125
Length   96/  7, alignment  0/ 9, fail :	94.6875	249.344	23	87
Length   96/  8, alignment  1/ 3, found:	95.1562	27.375	29.7188	26.4375
Length   96/  8, alignment  0/ 9, fail :	90.4062	14.375	22.9375	16.3438
Length   96/  9, alignment  1/ 3, found:	125.594	116.531	34.3438	91.0625
Length   96/  9, alignment  0/ 9, fail :	123.688	93.2188	27.5	87
Length   96/ 10, alignment  1/ 3, found:	85.4375	242.531	31.4375	106.906
Length   96/ 10, alignment  0/ 9, fail :	82.5938	252.656	23.4375	98.3438
Length   96/ 11, alignment  1/ 3, found:	98.1562	285.219	36.625	96.3125
Length   96/ 11, alignment  0/ 9, fail :	84.4688	285.844	27.5	86.8125
Length   96/ 12, alignment  1/ 3, found:	80.7812	286.188	35.7188	89.875
Length   96/ 12, alignment  0/ 9, fail :	91.5	286.375	23.25	86.4375
Length   96/ 13, alignment  1/ 3, found:	92.125	23.1875	34.4062	25.4688
Length   96/ 13, alignment  0/ 9, fail :	90.5	17.5312	23.0625	15.7188
Length   96/ 14, alignment  1/ 3, found:	79.1562	277.094	39.2188	89.4062
Length   96/ 14, alignment  0/ 9, fail :	110.594	274.688	28.2188	88.2188
Length   96/ 15, alignment  1/ 3, found:	89.8438	147.844	37.5625	96.0625
Length   96/ 15, alignment  0/ 9, fail :	84.0312	121.531	23.125	95.4375
Length   96/ 16, alignment  1/ 3, found:	92.5312	22.1875	37.375	23.5938
Length   96/ 16, alignment  0/ 9, fail :	89.9062	14.7812	23.25	14.875
Length  128/  1, alignment  1/ 3, found:	108.375	20.8125	23.1875	16.1562
Length  128/  1, alignment  0/ 9, fail :	110.062	17.0312	23.1875	15.9688
Length  128/  2, alignment  1/ 3, found:	131.875	100.875	31.25	208.062
Length  128/  2, alignment  0/ 9, fail :	127.438	92.5625	29.3438	194.781
Length  128/  3, alignment  1/ 3, found:	113.375	191.125	27.75	196.938
Length  128/  3, alignment  0/ 9, fail :	160.625	168.156	29.6562	190.719
Length  128/  4, alignment  1/ 3, found:	113.469	119.969	35.2188	143.094
Length  128/  4, alignment  0/ 9, fail :	102.281	90.9375	42.5312	125.844
Length  128/  5, alignment  1/ 3, found:	112.094	380.094	32.875	107.031
Length  128/  5, alignment  0/ 9, fail :	117.25	382.625	40.9375	108.906
Length  128/  6, alignment  1/ 3, found:	117.375	132	35.4688	97.7188
Length  128/  6, alignment  0/ 9, fail :	103.562	120.031	39.9375	99.0938
Length  128/  7, alignment  1/ 3, found:	119.969	84.2812	38.0312	81.2188
Length  128/  7, alignment  0/ 9, fail :	118.5	68.375	36.3125	77.0625
Length  128/  8, alignment  1/ 3, found:	163.781	180.625	32.0625	96.25
Length  128/  8, alignment  0/ 9, fail :	157.656	161.906	28.4375	91.5
Length  128/  9, alignment  1/ 3, found:	112.938	25.1562	32.1875	26.25
Length  128/  9, alignment  0/ 9, fail :	111.844	22.4375	28.75	23
Length  128/ 10, alignment  1/ 3, found:	113.844	268.938	37.4375	99.0938
Length  128/ 10, alignment  0/ 9, fail :	101.031	280.656	33.125	92.5312
Length  128/ 11, alignment  1/ 3, found:	110.844	364	32.375	96.4375
Length  128/ 11, alignment  0/ 9, fail :	108.188	360.562	27.75	93.9688
Length  128/ 12, alignment  1/ 3, found:	118	25.6562	35.1875	27.5
Length  128/ 12, alignment  0/ 9, fail :	111.781	22.625	28.125	23.9375
Length  128/ 13, alignment  1/ 3, found:	102.969	350.562	35.1562	92.5938
Length  128/ 13, alignment  0/ 9, fail :	104.438	349.031	29.1562	88.3438
Length  128/ 14, alignment  1/ 3, found:	124.656	303.906	38.0625	90.1562
Length  128/ 14, alignment  0/ 9, fail :	174.625	304.312	31.75	87.5625
Length  128/ 15, alignment  1/ 3, found:	119.781	358.344	34.7812	96.25
Length  128/ 15, alignment  0/ 9, fail :	114.562	353.844	27.2188	90.9375
Length  128/ 16, alignment  1/ 3, found:	101.688	125.062	34.5312	98.5
Length  128/ 16, alignment  0/ 9, fail :	98.2188	103.656	27.875	92.6562
Length  160/  1, alignment  1/ 3, found:	131.062	24.5625	21.2188	22.3125
Length  160/  1, alignment  0/ 9, fail :	130.156	21.625	21.875	19.6562
Length  160/  2, alignment  1/ 3, found:	163.5	194.438	29.5625	161.031
Length  160/  2, alignment  0/ 9, fail :	160.312	178.844	29.0312	150.625
Length  160/  3, alignment  1/ 3, found:	142.688	118.375	45.3125	237.062
Length  160/  3, alignment  0/ 9, fail :	145.875	104.375	42.3438	227
Length  160/  4, alignment  1/ 3, found:	174.125	238.906	52.4688	170.844
Length  160/  4, alignment  0/ 9, fail :	132.25	215.062	48.8125	166.156
Length  160/  5, alignment  1/ 3, found:	137.656	146	42.5	143.156
Length  160/  5, alignment  0/ 9, fail :	140.094	128.781	37.8125	132.875
Length  160/  6, alignment  1/ 3, found:	167.219	213.156	43.7812	126.812
Length  160/  6, alignment  0/ 9, fail :	164.25	188.031	39.3438	123.625
Length  160/  7, alignment  1/ 3, found:	175.156	299.031	43.0312	118.125
Length  160/  7, alignment  0/ 9, fail :	147.5	281.656	38.0938	121.219
Length  160/  8, alignment  1/ 3, found:	143.594	411.188	47.0625	123.625
Length  160/  8, alignment  0/ 9, fail :	148.031	383.812	39.7188	117.625
Length  160/  9, alignment  1/ 3, found:	166.219	394.531	42.6875	116.844
Length  160/  9, alignment  0/ 9, fail :	150.281	364.938	33.75	114.5
Length  160/ 10, alignment  1/ 3, found:	154.594	484.062	49.4688	118.875
Length  160/ 10, alignment  0/ 9, fail :	147.312	436.219	41.9688	108.125
Length  160/ 11, alignment  1/ 3, found:	149.875	430.844	41.5625	102.344
Length  160/ 11, alignment  0/ 9, fail :	135.219	385.344	28.0625	96.1562
Length  160/ 12, alignment  1/ 3, found:	159.094	346.875	40.125	100.062
Length  160/ 12, alignment  0/ 9, fail :	164.062	301.375	29.0938	90.75
Length  160/ 13, alignment  1/ 3, found:	190.594	473.719	64.5625	101.656
Length  160/ 13, alignment  0/ 9, fail :	181.344	445.969	46.5	95.125
Length  160/ 14, alignment  1/ 3, found:	181.812	433.688	59.7812	102.531
Length  160/ 14, alignment  0/ 9, fail :	145.625	416.75	45.8125	94.5
Length  160/ 15, alignment  1/ 3, found:	149.125	461.969	57.1562	104.125
Length  160/ 15, alignment  0/ 9, fail :	145.875	450.031	43.5938	103.938
Length  160/ 16, alignment  1/ 3, found:	172.031	432.5	64.1875	107.031
Length  160/ 16, alignment  0/ 9, fail :	153.312	413.5	48.4062	100.438
Length  192/  1, alignment  1/ 3, found:	153.156	25.5312	25.5625	23.5
Length  192/  1, alignment  0/ 9, fail :	150.25	23.3125	26.375	21.3438
Length  192/  2, alignment  1/ 3, found:	151.344	33.1562	37.8438	28.1875
Length  192/  2, alignment  0/ 9, fail :	149.219	21.9688	35.7188	23.4375
Length  192/  3, alignment  1/ 3, found:	152.219	30.3125	35.3438	30.4062
Length  192/  3, alignment  0/ 9, fail :	149.031	18.8438	34.4062	20.9062
Length  192/  4, alignment  1/ 3, found:	212.156	225.125	33.5625	176.5
Length  192/  4, alignment  0/ 9, fail :	164.812	200.156	32.375	168.75
Length  192/  5, alignment  1/ 3, found:	248.844	404.969	35.0625	131.188
Length  192/  5, alignment  0/ 9, fail :	188.781	389.906	32.8125	125.844
Length  192/  6, alignment  1/ 3, found:	179.344	468.812	38.625	140.406
Length  192/  6, alignment  0/ 9, fail :	164.625	452	39.2812	114.625
Length  192/  7, alignment  1/ 3, found:	162.719	484.562	54.375	129.469
Length  192/  7, alignment  0/ 9, fail :	149.625	459.688	50.875	121.094
Length  192/  8, alignment  1/ 3, found:	219.438	534	45.4375	129.281
Length  192/  8, alignment  0/ 9, fail :	219.562	511.312	48.1562	123
Length  192/  9, alignment  1/ 3, found:	160	101.812	43.7812	84.2812
Length  192/  9, alignment  0/ 9, fail :	153.438	86.3125	44.0938	78.7812
Length  192/ 10, alignment  1/ 3, found:	181.781	113.25	40.9375	89.0938
Length  192/ 10, alignment  0/ 9, fail :	188	98.8438	43.2188	83.7812
Length  192/ 11, alignment  1/ 3, found:	150.969	30	38.6562	33.7188
Length  192/ 11, alignment  0/ 9, fail :	151.062	93.4062	41.7188	78.5938
Length  192/ 12, alignment  1/ 3, found:	200.875	289.781	48.6562	109.312
Length  192/ 12, alignment  0/ 9, fail :	217.219	277.531	41.5312	106.938
Length  192/ 13, alignment  1/ 3, found:	171.344	151.125	41.9688	100.625
Length  192/ 13, alignment  0/ 9, fail :	179.031	141.688	33.8438	93.4688
Length  192/ 14, alignment  1/ 3, found:	150.438	31.5625	42.6562	32.7812
Length  192/ 14, alignment  0/ 9, fail :	149.625	19.5312	33.5312	21.0312
Length  192/ 15, alignment  1/ 3, found:	153.344	28.0312	39.2812	32.9062
Length  192/ 15, alignment  0/ 9, fail :	149.375	18.4375	32.625	19.7188
Length  192/ 16, alignment  1/ 3, found:	150.281	27.8438	40.3125	30.625
Length  192/ 16, alignment  0/ 9, fail :	149.438	18.625	32.9375	20.3438
Length  224/  1, alignment  1/ 3, found:	170.719	21.8125	25.3438	21.0938
Length  224/  1, alignment  0/ 9, fail :	169.875	20.5312	26.5625	19.2188
Length  224/  2, alignment  1/ 3, found:	186.5	233.75	34.9688	326.844
Length  224/  2, alignment  0/ 9, fail :	186.25	214.25	32.0625	312.094
Length  224/  3, alignment  1/ 3, found:	276.219	419.188	55.9375	306
Length  224/  3, alignment  0/ 9, fail :	192.375	422.094	50.1875	297.906
Length  224/  4, alignment  1/ 3, found:	236	322.969	39.9375	183.062
Length  224/  4, alignment  0/ 9, fail :	193.531	303.719	32.4688	177.938
Length  224/  5, alignment  1/ 3, found:	230.531	191.562	39.6875	113.875
Length  224/  5, alignment  0/ 9, fail :	229.375	175.312	34.3438	110.062
Length  224/  6, alignment  1/ 3, found:	226.094	339.156	64.8125	159.938
Length  224/  6, alignment  0/ 9, fail :	189.969	332.906	56.6875	145.312
Length  224/  7, alignment  1/ 3, found:	216.156	90.4688	48.3438	127.438
Length  224/  7, alignment  0/ 9, fail :	188.469	86.9375	38.9688	118.625
Length  224/  8, alignment  1/ 3, found:	192.562	91.9375	46.1562	119.906
Length  224/  8, alignment  0/ 9, fail :	177.875	81.1562	40.4062	117.406
Length  224/  9, alignment  1/ 3, found:	250.625	494.594	58.8125	122.562
Length  224/  9, alignment  0/ 9, fail :	180.688	495.719	46.625	114.469
Length  224/ 10, alignment  1/ 3, found:	177.875	597.688	43.2188	112.625
Length  224/ 10, alignment  0/ 9, fail :	193.531	599.656	33.8438	111.688
Length  224/ 11, alignment  1/ 3, found:	206.312	600.344	54.5	115.656
Length  224/ 11, alignment  0/ 9, fail :	206.25	591.469	44.9375	114.625
Length  224/ 12, alignment  1/ 3, found:	212.094	580.125	46.4375	112.5
Length  224/ 12, alignment  0/ 9, fail :	194.094	579.125	34.2188	108.812
Length  224/ 13, alignment  1/ 3, found:	172.594	34.2188	43.4062	34.4688
Length  224/ 13, alignment  0/ 9, fail :	178.125	26.2188	33.9688	29.5938
Length  224/ 14, alignment  1/ 3, found:	174.656	31.1875	42.3438	33.375
Length  224/ 14, alignment  0/ 9, fail :	170.656	20.9688	33.6562	20.0312
Length  224/ 15, alignment  1/ 3, found:	172.125	30.4688	44.0312	32.75
Length  224/ 15, alignment  0/ 9, fail :	170.531	20.7188	33.2188	22.4375
Length  224/ 16, alignment  1/ 3, found:	238.656	623.031	63.8125	117.938
Length  224/ 16, alignment  0/ 9, fail :	270.844	598.938	49.0938	117.594
Length  256/  1, alignment  1/ 3, found:	189.656	23.5625	28.4062	22.3125
Length  256/  1, alignment  0/ 9, fail :	189.656	21.2812	28.0625	21.1562
Length  256/  2, alignment  1/ 3, found:	200.125	100.906	40.875	391.312
Length  256/  2, alignment  0/ 9, fail :	196.938	88.5	41	374.031
Length  256/  3, alignment  1/ 3, found:	255.281	151.875	50.5	171.844
Length  256/  3, alignment  0/ 9, fail :	238.188	145.938	58.8438	171.5
Length  256/  4, alignment  1/ 3, found:	279.719	171.688	43.7812	209.375
Length  256/  4, alignment  0/ 9, fail :	287.281	157.844	41.7188	194.719
Length  256/  5, alignment  1/ 3, found:	228.5	663.719	49.5938	196.938
Length  256/  5, alignment  0/ 9, fail :	244.594	627.844	47.0938	182.875
Length  256/  6, alignment  1/ 3, found:	198.906	151.062	45.875	166.156
Length  256/  6, alignment  0/ 9, fail :	187.438	125.062	45.9375	157.844
Length  256/  7, alignment  1/ 3, found:	305.625	146.312	65.1875	146.656
Length  256/  7, alignment  0/ 9, fail :	285.281	131.25	58.2188	135.594
Length  256/  8, alignment  1/ 3, found:	254.781	108.75	62.3438	136.688
Length  256/  8, alignment  0/ 9, fail :	227.656	89.2812	57.0312	130.594
Length  256/  9, alignment  1/ 3, found:	256.156	106.406	50.4375	123.406
Length  256/  9, alignment  0/ 9, fail :	188.75	91.25	52.9062	121.031
Length  256/ 10, alignment  1/ 3, found:	211.688	110.906	50.9688	129.562
Length  256/ 10, alignment  0/ 9, fail :	192.625	97.5312	46.5	127.062
Length  256/ 11, alignment  1/ 3, found:	259.125	111.844	47.1562	128.375
Length  256/ 11, alignment  0/ 9, fail :	226.094	91.5	44.2812	124.781
Length  256/ 12, alignment  1/ 3, found:	251.125	104.875	56.0625	122.406
Length  256/ 12, alignment  0/ 9, fail :	204.125	90.1562	50.4062	112.062
Length  256/ 13, alignment  1/ 3, found:	256.812	248.344	44.0312	119.375
Length  256/ 13, alignment  0/ 9, fail :	232.875	216.969	42.0312	111.094
Length  256/ 14, alignment  1/ 3, found:	251.062	160.781	43.5312	114.25
Length  256/ 14, alignment  0/ 9, fail :	259.562	132.438	37.4062	102.406
Length  256/ 15, alignment  1/ 3, found:	217.75	154.688	43.2188	107.781
Length  256/ 15, alignment  0/ 9, fail :	218.656	132.875	37.2188	107.5
Length  256/ 16, alignment  1/ 3, found:	191.438	31.4062	45.25	34.9375
Length  256/ 16, alignment  0/ 9, fail :	190.219	20.8438	37.4062	22.125
Length  256/ 16, alignment  1/11, found:	186.281	30.1562	45.625	33
Length  256/ 16, alignment 14/ 5, fail :	190.281	21.125	37.0312	21.7188
Length  256/ 32, alignment  1/11, found:	237.844	489.281	82.875	155
Length  256/ 32, alignment 14/ 5, fail :	212.469	405.156	37.5	139.781
Length  256/ 64, alignment  1/11, found:	286.469	671.25	131.625	198.469
Length  256/ 64, alignment 14/ 5, fail :	279.375	563.781	56.9688	186.562
Length  256/128, alignment  1/11, found:	284.594	1051.41	147.25	293.219
Length  256/128, alignment 14/ 5, fail :	217.656	875.344	38.7188	274.375
Length  256/256, alignment  1/11, found:	197.844	50.3438	232.188	49.1875
Length  256/256, alignment 14/ 5, fail :	270.688	35.6562	50.4375	39.6562
Length  512/ 16, alignment  1/11, found:	409.094	992.469	66.9688	201
Length  512/ 16, alignment 14/ 5, fail :	423.031	946.031	61.5312	182.312
Length  512/ 32, alignment  1/11, found:	500.562	692.094	103.562	165.844
Length  512/ 32, alignment 14/ 5, fail :	419	609.25	74.7812	165.781
Length  512/ 64, alignment  1/11, found:	517.125	733.5	169.188	206.188
Length  512/ 64, alignment 14/ 5, fail :	431.625	598.969	91.1875	200.188
Length  512/128, alignment  1/11, found:	552.938	1011.81	175.344	308.625
Length  512/128, alignment 14/ 5, fail :	574.75	861.375	70.3438	290.031
Length  512/256, alignment  1/11, found:	488.438	1889.75	275.719	503.406
Length  512/256, alignment 14/ 5, fail :	453.375	1473	104.625	488.875
Length 1024/ 16, alignment  1/11, found:	1069.66	2666.59	186.312	269.656
Length 1024/ 16, alignment 14/ 5, fail :	817.938	2604.66	170.594	248.344
Length 1024/ 32, alignment  1/11, found:	1346.5	923.25	176.875	282.688
Length 1024/ 32, alignment 14/ 5, fail :	1081.78	836.781	138.844	262.719
Length 1024/ 64, alignment  1/11, found:	1073.91	1043.44	277.688	250.875
Length 1024/ 64, alignment 14/ 5, fail :	812.75	969.719	223.688	249.281
Length 1024/128, alignment  1/11, found:	1109.66	1516.16	257.781	373.938
Length 1024/128, alignment 14/ 5, fail :	1037.97	1162.56	121.156	316.531
Length 1024/256, alignment  1/11, found:	1144.38	1785.91	334.469	519.594
Length 1024/256, alignment 14/ 5, fail :	1017.31	1470.38	144.938	497.75
Length 2048/ 16, alignment  1/11, found:	2407.78	6045.62	291.438	604.281
Length 2048/ 16, alignment 14/ 5, fail :	2251.84	6215.38	387.281	501.312
Length 2048/ 32, alignment  1/11, found:	2507.88	1379.09	294.656	425.906
Length 2048/ 32, alignment 14/ 5, fail :	2294.75	1269.19	279.844	397.062
Length 2048/ 64, alignment  1/11, found:	2246.47	1401.44	326.906	593.062
Length 2048/ 64, alignment 14/ 5, fail :	2176.44	1318.06	288.312	431.875
Length 2048/128, alignment  1/11, found:	2923.03	1920.22	592.75	528.531
Length 2048/128, alignment 14/ 5, fail :	2100.09	1765.94	459.406	499.125
Length 2048/256, alignment  1/11, found:	2882.12	2676.41	569.562	640.844
Length 2048/256, alignment 14/ 5, fail :	2336.44	2123.97	390.531	610.062
Length 4096/ 16, alignment  1/11, found:	4114.31	12267.4	813.688	915.781
Length 4096/ 16, alignment 14/ 5, fail :	3711.47	12639.6	761.5	863.531
Length 4096/ 32, alignment  1/11, found:	4939.41	2841.62	732.156	870.938
Length 4096/ 32, alignment 14/ 5, fail :	5059.69	2679.16	662.5	812.5
Length 4096/ 64, alignment  1/11, found:	4709.97	2448.34	760.094	659.781
Length 4096/ 64, alignment 14/ 5, fail :	4869.03	2678.81	1002.22	805.594
Length 4096/128, alignment  1/11, found:	6984.06	2236.31	808.938	576.656
Length 4096/128, alignment 14/ 5, fail :	3737.72	1939.75	675.469	568.562
Length 4096/256, alignment  1/11, found:	4384.06	2799.91	1069.66	880.562
Length 4096/256, alignment 14/ 5, fail :	3524.66	2527.75	923.594	866.688
Length 8192/ 16, alignment  1/11, found:	7274.59	23146.1	1131.31	1375.91
Length 8192/ 16, alignment 14/ 5, fail :	6374.19	23053.1	1115.22	1336.81
Length 8192/ 32, alignment  1/11, found:	6966.25	4884.41	932.406	1128.59
Length 8192/ 32, alignment 14/ 5, fail :	6363.66	4362	912.844	1062.78
Length 8192/ 64, alignment  1/11, found:	7482.81	3192.22	1395	874.656
Length 8192/ 64, alignment 14/ 5, fail :	6604.28	3086.41	1376.66	897.531
Length 8192/128, alignment  1/11, found:	10344.2	4134.31	1508.09	1102.44
Length 8192/128, alignment 14/ 5, fail :	9957.72	3806.22	1385.22	1037.41
Length 8192/256, alignment  1/11, found:	8359.97	4465.53	2182.88	1502.19
Length 8192/256, alignment 14/ 5, fail :	8797.91	3958.47	1997.69	1438.41
Length 16384/ 16, alignment  1/11, found:	18078.7	1648.41	2082.59	2804.16
Length 16384/ 16, alignment 14/ 5, fail :	17555.7	1616.53	2301	2749.53
Length 16384/ 32, alignment  1/11, found:	11876.8	8077.72	1731.47	2216.47
Length 16384/ 32, alignment 14/ 5, fail :	11324.4	7766.5	1757.84	2183.53
Length 16384/ 64, alignment  1/11, found:	13978.9	6192.69	2710.38	2202.72
Length 16384/ 64, alignment 14/ 5, fail :	13122.2	5854.12	2569.25	2115.41
Length 16384/128, alignment  1/11, found:	16221.2	5262.03	2572.5	2213.81
Length 16384/128, alignment 14/ 5, fail :	14195	5136.19	2535.75	2193.56
Length 16384/256, alignment  1/11, found:	15634.2	5699.5	3628.25	2299.91
Length 16384/256, alignment 14/ 5, fail :	13594.5	5241.44	3324.5	2220.91
Length 32768/ 16, alignment  1/11, found:	27952.9	94464.2	6943.75	6657.53
Length 32768/ 16, alignment 14/ 5, fail :	27480.6	91667	6639.19	6507.53
Length 32768/ 32, alignment  1/11, found:	24645.1	18142.8	4093.19	5179.81
Length 32768/ 32, alignment 14/ 5, fail :	24501.8	17924.2	4106.47	5129.12
Length 32768/ 64, alignment  1/11, found:	26078.3	15331	6332.22	4681.97
Length 32768/ 64, alignment 14/ 5, fail :	26009	14306.3	6323.75	3345.31
Length 32768/128, alignment  1/11, found:	28638.7	15768.3	5405.47	4270.56
Length 32768/128, alignment 14/ 5, fail :	28362.1	15213.9	5227.16	4195.34
Length 32768/256, alignment  1/11, found:	28189.5	12913.3	7444.53	3784.91
Length 32768/256, alignment 14/ 5, fail :	27531.7	11964.7	7495.03	3647.62
Length 65536/ 16, alignment  1/11, found:	57925.8	200929	6207.97	13938.5
Length 65536/ 16, alignment 14/ 5, fail :	53149.1	187082	6672.59	13943.1
Length 65536/ 32, alignment  1/11, found:	52141.8	35121.1	6887.09	7504.88
Length 65536/ 32, alignment 14/ 5, fail :	50773.6	34165.8	6700.09	7255.75
Length 65536/ 64, alignment  1/11, found:	53902.1	29741.7	11115	7137.91
Length 65536/ 64, alignment 14/ 5, fail :	51852.3	30151.2	11137.2	7261.28
Length 65536/128, alignment  1/11, found:	55470.9	18488	12469	7148.94
Length 65536/128, alignment 14/ 5, fail :	52893	17320.3	13488.1	7156.88
Length 65536/256, alignment  1/11, found:	76361	16221	18282.3	5312.75
Length 65536/256, alignment 14/ 5, fail :	76078	16215.7	17871.6	5208.84
Length 65536/ 64, complex needle 1:	1.76097e+06	29440.2	535932	528660
Length 65536/ 64, complex needle 2:	2.15169e+06	166348	627119	613097
Length 65536/ 64, complex needle 3:	610301	974418	258131	11382.2
Length 65536/256, complex needle 1:	4.70766e+06	19740.7	628384	620236
Length 65536/256, complex needle 2:	6.63953e+06	151421	648416	633175
Length 65536/256, complex needle 3:	610391	968875	257483	4880.44
Length 65536/1024, complex needle 1:	2.02612e+07	11640.6	111010	12088.2
Length 65536/1024, complex needle 2:	2.24935e+07	149955	202823	157157
Length 65536/1024, complex needle 3:	608988	954751	256321	951930
