                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length  128/ 14, alignment  1/ 3, found:	120.406	318.219	43.2812	96.7812
Length  128/ 14, alignment  0/ 9, fail :	181.656	315.156	33.375	90.875
Length  128/ 15, alignment  1/ 3, found:	122.438	385.219	38.0938	98.3438
Length  128/ 15, alignment  0/ 9, fail :	120.906	366.312	29.7188	91.0625
Length  128/ 16, alignment  1/ 3, found:	109.062	128.5	38.125	99.8438
Length  128/ 16, alignment  0/ 9, fail :	101.531	106.312	29.0938	98.625
Length  160/  1, alignment  1/ 3, found:	135.562	25.7188	23.75	26.5938
Length  160/  1, alignment  0/ 9, fail :	134.844	24.8438	22.8125	21.0312
Length  160/  2, alignment  1/ 3, found:	171.281	205.75	32.25	169.969
Length  160/  2, alignment  0/ 9, fail :	169.062	187.5	29.7188	270.219
Length  160/  3, alignment  1/ 3, found:	155.5	121.781	44.625	239.594
Length  160/  3, alignment  0/ 9, fail :	139.094	100.312	40.8125	230.594
Length  160/  4, alignment  1/ 3, found:	160.906	235.281	49.625	172.5
Length  160/  4, alignment  0/ 9, fail :	185.156	217.875	47.0625	167.75
Length  160/  5, alignment  1/ 3, found:	189.344	151.719	41.4062	146.562
Length  160/  5, alignment  0/ 9, fail :	137.781	124.156	36.5	137
Length  160/  6, alignment  1/ 3, found:	156.062	219.625	44.6875	127.438
Length  160/  6, alignment  0/ 9, fail :	133.594	191.688	41.5625	121.438
Length  160/  7, alignment  1/ 3, found:	162.656	302.5	45.1875	120.969
Length  160/  7, alignment  0/ 9, fail :	144.031	281.219	38.2188	118.562
Length  160/  8, alignment  1/ 3, found:	166.156	412.094	44.6875	120.656
Length  160/  8, alignment  0/ 9, fail :	136.25	382.562	39.2188	115.344
Length  160/  9, alignment  1/ 3, found:	150.062	399.281	40.8125	117.344
Length  160/  9, alignment  0/ 9, fail :	147.281	367.594	32.9688	111.531
Length  160/ 10, alignment  1/ 3, found:	154.75	480.156	55.25	118.688
Length  160/ 10, alignment  0/ 9, fail :	129.094	438.5	40.4062	109.188
Length  160/ 11, alignment  1/ 3, found:	148.469	435.344	40.5625	100.312
Length  160/ 11, alignment  0/ 9, fail :	135.281	388	30.5625	98.9688
Length  160/ 12, alignment  1/ 3, found:	156.562	350.406	39.5312	102.094
Length  160/ 12, alignment  0/ 9, fail :	165.719	300.188	29.9688	92.3125
Length  160/ 13, alignment  1/ 3, found:	183.375	475.312	61.2812	105.844
Length  160/ 13, alignment  0/ 9, fail :	183.375	446.656	46.0938	97.9688
Length  160/ 14, alignment  1/ 3, found:	174.719	428.938	58.625	102.094
Length  160/ 14, alignment  0/ 9, fail :	137.188	416.25	42.7188	95.1875
Length  160/ 15, alignment  1/ 3, found:	179.188	460.562	57.4688	102.969
Length  160/ 15, alignment  0/ 9, fail :	144.312	450.938	45.375	104.531
Length  160/ 16, alignment  1/ 3, found:	159.375	436.281	63.875	108.875
Length  160/ 16, alignment  0/ 9, fail :	145.688	413.469	48.0938	98.875
Length  192/  1, alignment  1/ 3, found:	150.562	25.7812	25.75	21.8125
Length  192/  1, alignment  0/ 9, fail :	152.719	22	24.4688	20.125
Length  192/  2, alignment  1/ 3, found:	151.188	32.875	36.375	25.3438
Length  192/  2, alignment  0/ 9, fail :	149.312	21.0312	35.3125	22.1875
Length  192/  3, alignment  1/ 3, found:	148.094	29.2812	34.4688	31.5625
Length  192/  3, alignment  0/ 9, fail :	150.125	18.25	32.9688	19.7812
Length  192/  4, alignment  1/ 3, found:	215.062	217.219	33.6562	176.406
Length  192/  4, alignment  0/ 9, fail :	152.719	200.062	33.7188	164.312
Length  192/  5, alignment  1/ 3, found:	251.625	409.188	35.2188	134.594
Length  192/  5, alignment  0/ 9, fail :	158.781	389.531	34.1562	127.375
Length  192/  6, alignment  1/ 3, found:	180.656	472.031	41.5938	117.156
Length  192/  6, alignment  0/ 9, fail :	175.375	453.531	40.2812	125.594
Length  192/  7, alignment  1/ 3, found:	186.562	486.531	52.8438	128.062
Length  192/  7, alignment  0/ 9, fail :	165	456.312	50.3125	119.188
Length  192/  8, alignment  1/ 3, found:	228.625	529.75	44.1562	129.719
Length  192/  8, alignment  0/ 9, fail :	226.094	507.281	46.625	127.062
Length  192/  9, alignment  1/ 3, found:	163.438	101.719	43.5312	86.375
Length  192/  9, alignment  0/ 9, fail :	157.906	92.0625	44.125	79.4688
Length  192/ 10, alignment  1/ 3, found:	181.125	108.75	40.0625	87.8438
Length  192/ 10, alignment  0/ 9, fail :	182.562	95.4375	42.0938	86.4375
Length  192/ 11, alignment  1/ 3, found:	152.531	29.9062	40.1562	32.625
Length  192/ 11, alignment  0/ 9, fail :	150.312	90.0312	44.4688	78.8438
Length  192/ 12, alignment  1/ 3, found:	199.969	297.469	50.7188	108.594
Length  192/ 12, alignment  0/ 9, fail :	204.062	276.938	41.375	106.094
Length  192/ 13, alignment  1/ 3, found:	184.531	145.688	41.3125	103.688
Length  192/ 13, alignment  0/ 9, fail :	177.125	140.75	32.9062	93.9062
Length  192/ 14, alignment  1/ 3, found:	156.25	29.125	41.4375	31.9375
Length  192/ 14, alignment  0/ 9, fail :	149.219	18.9688	33.1875	20.7188
Length  192/ 15, alignment  1/ 3, found:	150.312	28.1562	40.1562	30.2188
Length  192/ 15, alignment  0/ 9, fail :	149.406	18.4375	33.5	19.8438
Length  192/ 16, alignment  1/ 3, found:	149.094	27.875	41.25	29.9062
Length  192/ 16, alignment  0/ 9, fail :	149.844	18.5938	32.7188	19.5938
Length  224/  1, alignment  1/ 3, found:	170.5	22.6875	24.8438	21.2188
Length  224/  1, alignment  0/ 9, fail :	169.844	20.1562	25.0312	19.3125
Length  224/  2, alignment  1/ 3, found:	193.906	231.938	36.6875	326.938
Length  224/  2, alignment  0/ 9, fail :	185.188	212.219	33.9062	311
Length  224/  3, alignment  1/ 3, found:	229.781	423.531	56.4062	306.656
Length  224/  3, alignment  0/ 9, fail :	198.812	422.781	54.5625	295.156
Length  224/  4, alignment  1/ 3, found:	193.844	325.906	39.4375	183.5
Length  224/  4, alignment  0/ 9, fail :	184.344	305.875	33.2812	178.25
Length  224/  5, alignment  1/ 3, found:	242.125	190	39.0312	115.844
Length  224/  5, alignment  0/ 9, fail :	219.875	170.594	33.5312	108.219
Length  224/  6, alignment  1/ 3, found:	203.031	340.844	62.4062	159.188
Length  224/  6, alignment  0/ 9, fail :	195.344	330.656	55.8438	145.75
Length  224/  7, alignment  1/ 3, found:	198.406	90.25	49.3438	124.438
Length  224/  7, alignment  0/ 9, fail :	184.469	85.625	39.0938	117.469
Length  224/  8, alignment  1/ 3, found:	205.375	92.9062	46.5312	123.812
Length  224/  8, alignment  0/ 9, fail :	175.656	79.9688	38.2812	113.594
Length  224/  9, alignment  1/ 3, found:	192	498.875	57.7812	123.125
Length  224/  9, alignment  0/ 9, fail :	188.156	494.781	46.3438	120.969
Length  224/ 10, alignment  1/ 3, found:	186.25	593.531	46.1875	117.156
Length  224/ 10, alignment  0/ 9, fail :	172.406	602.75	32.5312	115.344
Length  224/ 11, alignment  1/ 3, found:	209.125	602.625	59.25	116.281
Length  224/ 11, alignment  0/ 9, fail :	192.406	592.75	45.125	109.562
Length  224/ 12, alignment  1/ 3, found:	259.688	589.938	45.125	109.875
Length  224/ 12, alignment  0/ 9, fail :	213.75	576.375	33.3125	109.438
Length  224/ 13, alignment  1/ 3, found:	173.812	37.2188	43.6562	33.9688
Length  224/ 13, alignment  0/ 9, fail :	174.688	27.75	33.8125	28.375
Length  224/ 14, alignment  1/ 3, found:	171.594	30.9375	42.9062	33.0312
Length  224/ 14, alignment  0/ 9, fail :	169.906	21.8125	32.875	20.0625
Length  224/ 15, alignment  1/ 3, found:	169.5	28.875	43.9062	31.3125
Length  224/ 15, alignment  0/ 9, fail :	169.812	19.75	33.1562	19.4688
Length  224/ 16, alignment  1/ 3, found:	243.781	622.094	66.7188	114.75
Length  224/ 16, alignment  0/ 9, fail :	276.531	600.938	50.3125	115.656
Length  256/  1, alignment  1/ 3, found:	190.594	24.7188	28.8125	22.1875
Length  256/  1, alignment  0/ 9, fail :	188.5	23.9375	27.6875	22.5625
Length  256/  2, alignment  1/ 3, found:	234.469	96.8125	39.6562	391.75
Length  256/  2, alignment  0/ 9, fail :	187.875	85.875	40.0625	374.969
Length  256/  3, alignment  1/ 3, found:	264.031	152.719	47.8438	173.375
Length  256/  3, alignment  0/ 9, fail :	244.281	140.562	54.625	171.531
Length  256/  4, alignment  1/ 3, found:	281.094	170.781	45.0625	203.969
Length  256/  4, alignment  0/ 9, fail :	275.375	154.875	43.7812	193.062
Length  256/  5, alignment  1/ 3, found:	239.969	662.75	46.4062	201.031
Length  256/  5, alignment  0/ 9, fail :	236	633.656	45.3125	181.812
Length  256/  6, alignment  1/ 3, found:	198.75	149.219	45.6875	167.406
Length  256/  6, alignment  0/ 9, fail :	188.5	132.812	44.7812	156.906
Length  256/  7, alignment  1/ 3, found:	300	152.25	63.9375	143.906
Length  256/  7, alignment  0/ 9, fail :	280.156	133.312	56.5312	139.562
Length  256/  8, alignment  1/ 3, found:	239.531	109.312	64.4688	136.406
Length  256/  8, alignment  0/ 9, fail :	224.25	93.4062	54.8125	127.938
Length  256/  9, alignment  1/ 3, found:	204.062	104.75	51.1875	124.281
Length  256/  9, alignment  0/ 9, fail :	189.906	89.4688	48.4062	140.469
Length  256/ 10, alignment  1/ 3, found:	218.875	110.719	49.2188	126.75
Length  256/ 10, alignment  0/ 9, fail :	191.562	92.7188	43.4062	125.156
Length  256/ 11, alignment  1/ 3, found:	253.969	108.719	47.1875	128.469
Length  256/ 11, alignment  0/ 9, fail :	200.75	92	40.8125	125.188
Length  256/ 12, alignment  1/ 3, found:	247.188	110	51.4062	121.719
Length  256/ 12, alignment  0/ 9, fail :	233.688	93.5938	49.0625	117.531
Length  256/ 13, alignment  1/ 3, found:	247.5	242.438	45.3438	119.562
Length  256/ 13, alignment  0/ 9, fail :	204.719	219.781	41.375	109.688
Length  256/ 14, alignment  1/ 3, found:	267.562	159.688	44.875	113.688
Length  256/ 14, alignment  0/ 9, fail :	235.5	133.844	37.1875	104.5
Length  256/ 15, alignment  1/ 3, found:	216.969	156.219	43.5938	106.781
Length  256/ 15, alignment  0/ 9, fail :	216.844	131.469	37.5312	105.875
Length  256/ 16, alignment  1/ 3, found:	191.125	29.2188	44.6875	34.7188
Length  256/ 16, alignment  0/ 9, fail :	189.719	20.4688	37.0625	22
Length  256/ 16, alignment  1/11, found:	188.188	30.0625	45.4062	33.3125
Length  256/ 16, alignment 14/ 5, fail :	189.594	19.5312	37.5	21.0938
Length  256/ 32, alignment  1/11, found:	218.875	488.125	82.9688	154.312
Length  256/ 32, alignment 14/ 5, fail :	214.875	406.25	37.75	137.438
Length  256/ 64, alignment  1/11, found:	290.281	648.312	128.062	202.375
Length  256/ 64, alignment 14/ 5, fail :	282.438	569	55.3438	181.812
Length  256/128, alignment  1/11, found:	267.844	1046.91	149.312	295.875
Length  256/128, alignment 14/ 5, fail :	237.438	885.062	37.4062	275.531
Length  256/256, alignment  1/11, found:	198.156	49.2812	231.219	49.9375
Length  256/256, alignment 14/ 5, fail :	233.25	35.875	54.1875	40.0625
Length  512/ 16, alignment  1/11, found:	423.469	980.375	67.3125	200.812
Length  512/ 16, alignment 14/ 5, fail :	427.031	947.344	57.7812	184.656
Length  512/ 32, alignment  1/11, found:	469.688	691.156	126.219	169.375
Length  512/ 32, alignment 14/ 5, fail :	426.656	607.844	74.8438	155.312
Length  512/ 64, alignment  1/11, found:	544.969	721.219	158.469	207.906
Length  512/ 64, alignment 14/ 5, fail :	489.312	598.438	84.7812	200.938
Length  512/128, alignment  1/11, found:	577.344	1024.78	172.125	312.844
Length  512/128, alignment 14/ 5, fail :	528.688	862.562	72.6562	292.75
Length  512/256, alignment  1/11, found:	472.219	1805.41	272.344	500.781
Length  512/256, alignment 14/ 5, fail :	445.656	1391.12	109.562	495.219
Length 1024/ 16, alignment  1/11, found:	1142.09	2714.12	187.844	279.812
Length 1024/ 16, alignment 14/ 5, fail :	835.312	2634.78	172.375	248.156
Length 1024/ 32, alignment  1/11, found:	1358.47	905.406	168.812	279.375
Length 1024/ 32, alignment 14/ 5, fail :	1079.22	819.656	135.375	264.875
Length 1024/ 64, alignment  1/11, found:	1082.06	1014.53	277.344	261.719
Length 1024/ 64, alignment 14/ 5, fail :	1233.78	1098.41	243.281	273.75
Length 1024/128, alignment  1/11, found:	1227	1458.47	251.875	368.938
Length 1024/128, alignment 14/ 5, fail :	1022.44	1215.97	130.812	350.469
Length 1024/256, alignment  1/11, found:	1335.19	1779.69	342.812	523.656
Length 1024/256, alignment 14/ 5, fail :	1108.56	1545.75	185.219	591.594
Length 2048/ 16, alignment  1/11, found:	2985.31	5938.03	394.094	689.125
Length 2048/ 16, alignment 14/ 5, fail :	3290.16	6062.81	411.562	662.656
Length 2048/ 32, alignment  1/11, found:	3123.09	1757.59	463.812	551.406
Length 2048/ 32, alignment 14/ 5, fail :	3096.53	1564.09	403.531	452.25
Length 2048/ 64, alignment  1/11, found:	2985.41	1698.31	447.875	551.906
Length 2048/ 64, alignment 14/ 5, fail :	3180.81	1837.88	444.656	507.562
Length 2048/128, alignment  1/11, found:	3566.22	2666.03	690.094	574.188
Length 2048/128, alignment 14/ 5, fail :	3018.28	2089.91	568.469	479.594
Length 2048/256, alignment  1/11, found:	2933.81	2642.62	583.812	980.562
Length 2048/256, alignment 14/ 5, fail :	3170.12	2953.69	546.281	787.906
Length 4096/ 16, alignment  1/11, found:	3821.34	11546.4	719.438	973.312
Length 4096/ 16, alignment 14/ 5, fail :	3815.22	12145.1	1018.38	1188.41
Length 4096/ 32, alignment  1/11, found:	7012.44	4428.22	1186.25	1091.97
Length 4096/ 32, alignment 14/ 5, fail :	6632.03	3244.81	1137.53	938.875
Length 4096/ 64, alignment  1/11, found:	8219.47	2677	1082.22	774.5
Length 4096/ 64, alignment 14/ 5, fail :	6537.81	2492.78	1016.81	745.094
Length 4096/128, alignment  1/11, found:	6390.66	2767.34	1070.66	752.188
Length 4096/128, alignment 14/ 5, fail :	5943.28	2454.69	946.906	707.062
Length 4096/256, alignment  1/11, found:	6323.31	4031.66	1683.44	1229.03
Length 4096/256, alignment 14/ 5, fail :	6247.31	3704.31	1370.34	1191.88
Length 8192/ 16, alignment  1/11, found:	11808.4	24847.5	1805.69	1970.53
Length 8192/ 16, alignment 14/ 5, fail :	11408.1	24195.5	1586.22	1621.66
Length 8192/ 32, alignment  1/11, found:	11900.1	5986.78	1485.16	1474.19
Length 8192/ 32, alignment 14/ 5, fail :	9162.97	4527.44	942.469	1102.34
Length 8192/ 64, alignment  1/11, found:	7947.88	3378.28	1443.97	894.625
Length 8192/ 64, alignment 14/ 5, fail :	6930.88	2864.81	1279.91	838.188
Length 8192/128, alignment  1/11, found:	9516.56	3821.47	1371.78	1016.47
Length 8192/128, alignment 14/ 5, fail :	9299.69	3545.62	1310.12	965.344
Length 8192/256, alignment  1/11, found:	8138.94	4111	2048.88	1399.34
Length 8192/256, alignment 14/ 5, fail :	7278.62	3597	2014.78	1340.03
Length 16384/ 16, alignment  1/11, found:	18795	1718.94	2208.44	2940.91
Length 16384/ 16, alignment 14/ 5, fail :	18334.4	1691.31	2250.19	2877.12
Length 16384/ 32, alignment  1/11, found:	11910.5	8485	1886.09	2320.81
Length 16384/ 32, alignment 14/ 5, fail :	11845.1	7918.22	1839.66	2237.03
Length 16384/ 64, alignment  1/11, found:	14252.5	6344.91	2755.41	2242.47
Length 16384/ 64, alignment 14/ 5, fail :	13514.1	5906.03	2614.19	2161.94
Length 16384/128, alignment  1/11, found:	16626.2	5410.38	2663.59	2289.94
Length 16384/128, alignment 14/ 5, fail :	14380.4	5274.25	2634.91	2235.44
Length 16384/256, alignment  1/11, found:	16998.8	5809.09	3700.12	2361.09
Length 16384/256, alignment 14/ 5, fail :	15308.5	5568.06	3471.75	2285.81
Length 32768/ 16, alignment  1/11, found:	28612	92010.5	7082.97	6795.47
Length 32768/ 16, alignment 14/ 5, fail :	27933.7	92139.5	6668.78	6501.12
Length 32768/ 32, alignment  1/11, found:	24650.1	18089.3	4170.56	7009.91
Length 32768/ 32, alignment 14/ 5, fail :	24718.8	18044.1	4120.75	5108.06
Length 32768/ 64, alignment  1/11, found:	26247	15217.6	6352.5	3427.34
Length 32768/ 64, alignment 14/ 5, fail :	25496.1	14856	7192.59	3727.19
Length 32768/128, alignment  1/11, found:	29350.8	16247.1	5587.16	4372.91
Length 32768/128, alignment 14/ 5, fail :	29685.9	15610.8	5335.72	4245.47
Length 32768/256, alignment  1/11, found:	33601.2	13931.3	8102.03	4188.12
Length 32768/256, alignment 14/ 5, fail :	30134.2	11765.1	7338.44	3648.53
Length 65536/ 16, alignment  1/11, found:	53926	190222	6384.34	14409.1
Length 65536/ 16, alignment 14/ 5, fail :	54959.7	188783	6573.44	14033.8
Length 65536/ 32, alignment  1/11, found:	51210.2	34817	6878.69	7351
Length 65536/ 32, alignment 14/ 5, fail :	51741.8	34696.7	6848.5	7320.84
Length 65536/ 64, alignment  1/11, found:	52315.5	30410.3	11328.2	7257.28
Length 65536/ 64, alignment 14/ 5, fail :	51850.3	30338	11214.8	7316.28
Length 65536/128, alignment  1/11, found:	55706.4	20104.8	12282.7	7141.72
Length 65536/128, alignment 14/ 5, fail :	52806.1	17428.6	12284.6	7000.34
Length 65536/256, alignment  1/11, found:	76435.6	16295.2	18531.9	5975.25
Length 65536/256, alignment 14/ 5, fail :	76668	15610.8	19226.6	5136.34
Length 65536/ 64, complex needle 1:	1.78694e+06	29884.1	541529	539209
Length 65536/ 64, complex needle 2:	2.19888e+06	168440	629216	628006
Length 65536/ 64, complex needle 3:	619834	996982	268422	11547.2
Length 65536/256, complex needle 1:	4.74782e+06	19693.1	628297	620059
Length 65536/256, complex needle 2:	6.62476e+06	151453	652709	632987
Length 65536/256, complex needle 3:	608604	972812	262420	4789.5
Length 65536/1024, complex needle 1:	2.02808e+07	11384.7	111369	12160.8
Length 65536/1024, complex needle 2:	2.25083e+07	149966	200878	156277
Length 65536/1024, complex needle 3:	611203	963112	255534	951456
