                       	basic_memmem	twoway_memmem	memmem
String 00000, offset 0:	10.125	57.4258	112.582
String 00000, offset 7:	17.5742	11.5	60.1758
String 00000, offset 14:	19.3711	11.7227	55.7109
String 00000, offset 21:	23.5508	11.2617	51.0195
String 00000, offset 28:	28.5977	11.1289	45.8086
String 00000, offset 35:	34.4062	13.8164	69.5781
String 00000, offset 42:	53.1094	12.332	65.5586
String 00000, offset 49:	57.293	12.9961	63.668
String 00000, offset 56:	61.2539	12.6836	55.1055
String 00000, offset 63:	65.6758	12.3906	79.8164
String 00000, offset 70:	69.6055	13.0898	71.5352
String 00000, offset 77:	74.0586	13.0273	67.2734
String 00000, offset 84:	78.0469	12.3945	84.6836
String 00000, offset 91:	82.2305	12.3711	113.676
String 00000, offset 98:	86.6953	14.2891	105.27
String 00000, offset 105:	90.7266	13.0781	101.668
String 00000, offset 112:	94.6875	12.9922	125.324
String 00000, offset 119:	98.9961	13.0391	124.066
String 00112233, offset 0:	15.6289	14.5586	40.2148
String 00112233, offset 7:	21.2891	11.2383	40.7773
String 00112233, offset 14:	22.7031	11.8359	42.8281
String 00112233, offset 21:	29.4102	11.2148	44.2695
String 00112233, offset 28:	42.0352	11.2148	45.375
String 00112233, offset 35:	56.293	13.0117	47.375
String 00112233, offset 42:	60.2148	12.6094	47.0039
String 00112233, offset 49:	64.3477	12.6172	47.7383
String 00112233, offset 56:	68.6836	12.6133	50.8359
String 00112233, offset 63:	72.793	12.4023	52.625
String 00112233, offset 70:	76.8711	13.1953	54.668
String 00112233, offset 77:	81.3008	12.5859	54.5195
String 00112233, offset 84:	85.4609	13.5898	55.9922
String 00112233, offset 91:	89.5078	13.5508	56.7305
String 00112233, offset 98:	93.4453	13.0625	58.25
String 00112233, offset 105:	97.7617	13.6328	64.3047
String 00112233, offset 112:	102.133	14.1797	63.6953
String 00112233, offset 119:	106.031	13.5703	66.3164
String 0123456789, offset 0:	16.8242	11.3125	42.9844
String 0123456789, offset 7:	23.3828	11.9258	43.4258
String 0123456789, offset 14:	25.1094	11.5078	44.6172
String 0123456789, offset 21:	29.5469	12.0625	46.0781
String 0123456789, offset 28:	50.5195	11.8516	47.6836
String 0123456789, offset 35:	55.3594	12.9766	46.6211
String 0123456789, offset 42:	59.168	12.5781	49.2812
String 0123456789, offset 49:	63.6289	12.5469	50.5352
String 0123456789, offset 56:	67.4258	12.1914	53.7266
String 0123456789, offset 63:	71.6758	12.3945	50.2461
String 0123456789, offset 70:	75.7227	12.8867	54.3203
String 0123456789, offset 77:	80.2773	12.5391	62.0547
String 0123456789, offset 84:	83.9062	12.4414	56.8086
String 0123456789, offset 91:	88.5391	12.6211	58.4844
String 0123456789, offset 98:	92.4297	13.2227	57.625
String 0123456789, offset 105:	96.5938	13.2852	59.8555
String 0123456789, offset 112:	101.09	13.0781	60.707
String 0123456789, offset 119:	104.914	13.0234	61.0078
String 0000111100001111, offset 0:	22.8281	11.1758	50.5195
String 0000111100001111, offset 7:	30.4727	12.0469	51.1836
String 0000111100001111, offset 14:	32.4766	12.1133	66.043
String 0000111100001111, offset 21:	36.5391	12.1328	58.3867
String 0000111100001111, offset 28:	122.602	11.3125	82.957
String 0000111100001111, offset 35:	55.8281	14.8281	65.5625
String 0000111100001111, offset 42:	76.1914	15.207	72.5938
String 0000111100001111, offset 49:	80.9062	14.2812	68.5
String 0000111100001111, offset 56:	85.6406	14.2344	69.6641
String 0000111100001111, offset 63:	90.4414	14.875	68.3945
String 0000111100001111, offset 70:	94.9883	15.4141	82.3633
String 0000111100001111, offset 77:	109.336	13.1172	69.3711
String 0000111100001111, offset 84:	91.3516	12.3945	64.2227
String 0000111100001111, offset 91:	95.2812	12.3633	61.9648
String 0000111100001111, offset 98:	99.6133	13.043	62.8164
String 0000111100001111, offset 105:	103.887	13.1484	59.7656
String 0000111100001111, offset 112:	107.805	13.625	61.3164
String 0000111100001111, offset 119:	112.637	13.0859	81.3633
String 00000111110000022222, offset 0:	27.4453	11.1914	55.0781
String 00000111110000022222, offset 7:	35.4805	14.0938	65.1211
String 00000111110000022222, offset 14:	37.2578	11.4141	58.5469
String 00000111110000022222, offset 21:	42.1719	11.1758	82.7656
String 00000111110000022222, offset 28:	53.5703	13.6406	66.3516
String 00000111110000022222, offset 35:	57.3516	14.9141	85.8164
String 00000111110000022222, offset 42:	53.8867	13.332	60.1602
String 00000111110000022222, offset 49:	58.2383	12.4297	66.625
String 00000111110000022222, offset 56:	62.5703	12.4688	76.8789
String 00000111110000022222, offset 63:	66.6953	12.3555	67.25
String 00000111110000022222, offset 70:	72.8984	12.8906	72.1914
String 00000111110000022222, offset 77:	75.9961	13.7578	67.0586
String 00000111110000022222, offset 84:	80.332	12.4297	76.5586
String 00000111110000022222, offset 91:	84.5	12.4062	69.1016
String 00000111110000022222, offset 98:	89.7773	13.6094	77.3555
String 00000111110000022222, offset 105:	92.5664	13.0664	66.582
String 00000111110000022222, offset 112:	98.6484	31.4609	92.1602
String 00000111110000022222, offset 119:	114.988	14.875	77.4922
String 012345678901234567890, offset 0:	33.4414	15.8125	62.4336
String 012345678901234567890, offset 7:	55.7383	13.6172	63.9648
String 012345678901234567890, offset 14:	44.625	12.8164	68.6445
String 012345678901234567890, offset 21:	50.1016	13.2578	68.1719
String 012345678901234567890, offset 28:	53.8945	12.9102	66.8789
String 012345678901234567890, offset 35:	63.2891	14.9648	71.2148
String 012345678901234567890, offset 42:	63.1523	14.457	69.7617
String 012345678901234567890, offset 49:	68.5391	14.2969	70.0156
String 012345678901234567890, offset 56:	73.2305	14.2422	74.2812
String 012345678901234567890, offset 63:	78.8008	14.2031	72.7148
String 012345678901234567890, offset 70:	83.3867	14.7539	73.6094
String 012345678901234567890, offset 77:	88.6289	15.0508	77.8008
String 012345678901234567890, offset 84:	95.1641	14.2812	77.793
String 012345678901234567890, offset 91:	99.5117	14.1953	82.4883
String 012345678901234567890, offset 98:	104.074	15.6133	79.0859
String 012345678901234567890, offset 105:	107.289	15.082	77.6719
String 012345678901234567890, offset 112:	111.984	14.9609	84.0117
String 012345678901234567890, offset 119:	118.801	15.582	82.0703
String abc0, offset 0:	9.82031	15.3203	41.5078
String abc0, offset 7:	18.4414	14.1172	47.1875
String abc0, offset 14:	20.8867	13.6641	47.9453
String abc0, offset 21:	43.1758	19.7617	61.1758
String abc0, offset 28:	31.1133	12.8711	57.4453
String abc0, offset 35:	53.8203	15.1758	60.1914
String abc0, offset 42:	60.3906	14.2891	61.3242
String abc0, offset 49:	64.6953	14.3945	63.7617
String abc0, offset 56:	69.8164	14.4648	67.5586
String abc0, offset 63:	74.4023	14.5508	94.1328
String abc0, offset 70:	79.2812	14.4492	74.6719
String abc0, offset 77:	84.1445	15.0898	95.5977
String abc0, offset 84:	88.6719	14.9727	81.957
String abc0, offset 91:	93.5781	15.4609	124.707
String abc0, offset 98:	99.2969	15.6445	98.3359
String abc0, offset 105:	103.293	15.4062	124.273
String abc0, offset 112:	107.867	15.6367	134.754
String abc0, offset 119:	112.668	15.0195	133.402
String aaaa0, offset 0:	11.082	12.9531	42.4102
String aaaa0, offset 7:	19.9883	13.3008	49.9102
String aaaa0, offset 14:	22.4297	13.2383	50.1484
String aaaa0, offset 21:	27.4062	13.0273	54.2344
String aaaa0, offset 28:	32.3555	12.9336	51.7852
String aaaa0, offset 35:	47.0273	14.7578	60.4453
String aaaa0, offset 42:	55.5586	14.4297	61
String aaaa0, offset 49:	67.0781	14.2656	59.9219
String aaaa0, offset 56:	70.5742	14.2812	74.4727
String aaaa0, offset 63:	75.1133	14.3047	70.5508
String aaaa0, offset 70:	82.6094	14.9961	72.2227
String aaaa0, offset 77:	85.1211	14.9375	72.5273
String aaaa0, offset 84:	89.4375	28.3633	62.5664
String aaaa0, offset 91:	82.3516	12.3789	100.098
String aaaa0, offset 98:	104.297	15.043	110.523
String aaaa0, offset 105:	103.949	15.207	109.559
String aaaa0, offset 112:	108.754	15.1562	108.113
String aaaa0, offset 119:	116.047	14.9453	123.727
String abcabc0, offset 0:	16.3945	12.8242	44.3633
String abcabc0, offset 7:	25.2305	13.293	47.2578
String abcabc0, offset 14:	29.3867	13.7734	49.1406
String abcabc0, offset 21:	32.5781	13.6641	50.0898
String abcabc0, offset 28:	68.4766	30.5273	54.1719
String abcabc0, offset 35:	59.375	14.9453	55.1211
String abcabc0, offset 42:	63.6367	14.4648	55.0039
String abcabc0, offset 49:	68.4141	14.9766	58.9414
String abcabc0, offset 56:	73.3477	14.2578	63.75
String abcabc0, offset 63:	77.8477	14.1562	63.4141
String abcabc0, offset 70:	82.7539	15.6289	63.9062
String abcabc0, offset 77:	87.5703	15.0508	65.3906
String abcabc0, offset 84:	92.2656	14.2656	63.7891
String abcabc0, offset 91:	97.2227	14.8633	75.2109
String abcabc0, offset 98:	101.832	14.9922	76.6289
String abcabc0, offset 105:	106.512	14.957	78.1484
String abcabc0, offset 112:	111.449	15.8125	83.8516
String abcabc0, offset 119:	116.406	15.0664	84.8789
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	4095.7	193.59	360.562
