                       	basic_memmem	twoway_memmem	memmem
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	114429	42886.1	6955.79
String 6, offset 163838:	101008	3922.92	4080.58
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	1546	219.473	158.723
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	1438.48	543.926	195.863
String 9, offset 163838:	102878	3646.54	3558.48
String 7, offset 807:	519.047	23.3164	21.0117
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	21965.4	660.578	1335.55
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2473.73	1266.59	274.059
String 4, offset 163838:	102044	3674.86	3570.36
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	156.125	15.2852	75.2578
String WVU[0AH07J, offset 1381:	1062.4	98.9258	314.258
String 0UYV, offset 49301:	30882.6	1050.38	25201.2
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	744.629	384.199	179.848
String 6, offset 163838:	103129	3663.75	3558.61
String 8, offset 163838:	101930	3770.43	3624.9
String 7BE4[2UF5MDRT1T, offset 7449:	4779.56	157.059	967.129
String DXW@APO2AZ, offset 147:	124.441	119.496	67.7422
String QM3J@OE3PY413DBMG, offset 3775:	3372.44	190.305	450.75
String FBD9RJ, offset 4458:	4620.44	2166.09	1448.73
String QXVG<8VKH, offset 91649:	118197	2326.14	19180
String 1, offset 2166:	1410.55	45.0234	45.1172
String 51TN, offset 9384:	6026.98	201.883	4789.85
String SLU8@<77JUVP6, offset 11601:	13637.4	419.148	1732.46
String 0, offset 163838:	102047	3708.7	3585.75
String 4, offset 163838:	101629	3715.73	3570.93
String BT98HTDMY[, offset 1755:	1525.21	626.965	364.691
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	681.23	351.52	140.121
String JRN3MYMI2TIZN[N9?, offset 2735:	2487.93	1257.83	390.957
String Y6, offset 18239:	21633.2	552.762	26291.4
String E=<X7S5<FAOI4, offset 2503:	2137.23	112.844	371.828
String 52BS3CUPU3KU@W2, offset 11268:	6942.79	248.191	1423.23
String Z6, offset 22605:	28381.1	642.434	31865.8
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	648.766	578.934	101.41
String 2, offset 611:	399.73	19.582	18.2031
String 6[GPB, offset 41469:	25887.5	999.348	16469.1
String DCZCEDI2, offset 3838:	3103.63	154.102	873.512
String F2LVAHH5, offset 59813:	76388.4	31794.6	14686.7
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1556.95	52.4062	257.273
String AYESVW[9AU9O, offset 43093:	55146.3	983.48	6932.13
String N1PJ@V0, offset 1961:	1631.32	84.3516	611.082
String JAPZ@SHK7, offset 5306:	5485.63	178.586	1085.06
String Y>WH@OQ7<<KG, offset 5489:	5564.39	162.336	846.211
String 8YK9Y4AX, offset 3077:	1965.8	83.5664	688.215
String >Y9, offset 841:	706.691	52.1328	622.48
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7605.54	3401.98	621.41
String 5, offset 163838:	102406	3796.04	3570.23
String 0, offset 163838:	102153	3840.04	3637.32
String BO>@>1HVD9K=P4B, offset 1113:	926.844	663.996	200.637
String X2R, offset 5662:	5388.46	159.301	4201.56
String AS7947JGV@, offset 84947:	111112	48126.2	17373.3
String N3USCOC@WE, offset 1455:	1226.45	964.707	353.402
String 5, offset 163838:	102356	3808.81	3648.81
String F0MWMCH, offset 119294:	155080	69318.9	33820.4
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	11013.9	5013.19	871.961
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60041.6	1059.7	3844.31
String 1, offset 163838:	101653	3883.02	3649.54
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	796.82	32.9453	140.281
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44693.8	1841.17	7678.66
String 39UVL, offset 1426:	919.781	37.0234	594.75
String 8=Y, offset 4750:	2992.77	112.469	3412.1
String VGHAHB4GFVQ>1LQ, offset 220:	203.363	98.7266	75.75
String <PFR0P=8FD5K, offset 1049:	862.852	95.8477	199.586
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3845.09	2003.79	394.539
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	67133.6	1469.19	5627.44
String 5, offset 45105:	27882.2	847.07	783.922
String KDJ>=PADGH6RTYG?YF, offset 90440:	116738	48964.6	10803.5
String KNN==39, offset 1989:	1860.21	92.707	674.25
String 0, offset 163838:	102347	3819.3	3661.09
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33366.3	14197.3	2107.79
String 2, offset 163838:	101744	3823.54	3650.94
String V5, offset 134:	110.602	35.6836	220.051
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	199719	88213.2	14512
String >DNAI<7R2=7KS, offset 80494:	103006	37393.9	13136.7
String FZ52=G=Y4?WC[9E, offset 612:	495.539	236.172	121.516
String 1, offset 163838:	102815	3816.38	3636.19
String GW0J=5640F1GEP, offset 14142:	15916.4	473.398	1818.08
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106466	2130.49	8015.86
String @OKI?1[IIPRCZ9XH, offset 284:	233.082	112.137	78.8281
String 1Z0, offset 5676:	3573.3	130.445	4265.67
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	18681	486.023	1087.14
String R<58, offset 303:	288.195	54.7656	181.168
String 1>QG79OA55IUOD<9?1?K, offset 138567:	85556.3	3250.19	16262.1
String 804S@ERR@FE@L, offset 58219:	36614.7	1508.17	8973.54
String Z8, offset 20884:	26829.9	600.555	29745.8
String 1, offset 163838:	101777	3739.46	3559.32
String G=9, offset 192:	157.469	47.3203	167.062
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	188758	81834.5	14458.2
String 4, offset 163838:	102349	3832.28	3649.67
String K37<GE0P=EAC[U5, offset 97404:	126193	53538.5	14222.3
String DC9Y7?ZDXW@AP6V8Z, offset 140:	152.109	101.082	70.293
String 9, offset 163838:	102348	3840.68	3637.58
String OY2BY64YX@1BIE=5C39G5, offset 160474:	207656	3618.46	18031.2
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22231	591.922	1510.35
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	28768.7	817.227	2193.18
String G8K>X?PEKV[6CRO99[21, offset 454:	395.633	120.074	95.5273
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1355.19	140.949	236.27
String 14C7=EOB, offset 940:	610.789	29.7266	234.715
String 2[E, offset 574:	395.844	23.5039	425.453
String 6INY>8, offset 7757:	4874.34	164.836	2323.86
