                       	basic_memmem	twoway_memmem	memmem
String abc0, offset 49:	79.8594	16.2539	63.8516
String abc0, offset 56:	83.875	16.2461	71.6719
String abc0, offset 63:	88.7148	19.0898	90.8359
String abc0, offset 70:	95.7656	16.3047	88.6523
String abc0, offset 77:	73.1836	13.5352	67.9922
String abc0, offset 84:	77.6328	12.3906	91.8281
String abc0, offset 91:	101.703	14.1406	120.465
String abc0, offset 98:	97.8242	15.4922	133.98
String abc0, offset 105:	89.4922	13.5039	116.035
String abc0, offset 112:	93.8594	13.6406	114.734
String abc0, offset 119:	128.141	14.9375	132.973
String aaaa0, offset 0:	10.9805	13.1094	53.5781
String aaaa0, offset 7:	17.4648	11.4805	43.1836
String aaaa0, offset 14:	33.8867	12.9023	49.5625
String aaaa0, offset 21:	27.293	14.0234	49.1602
String aaaa0, offset 28:	33.332	12.7617	51.7109
String aaaa0, offset 35:	47.5273	15.4375	58.9648
String aaaa0, offset 42:	60.9922	14.3438	61.1797
String aaaa0, offset 49:	65.5703	15.1055	61.5742
String aaaa0, offset 56:	70.4453	14.4805	74.0586
String aaaa0, offset 63:	75.2031	14.2188	73.9375
String aaaa0, offset 70:	79.8359	14.957	71.9453
String aaaa0, offset 77:	87.5	14.668	71.5352
String aaaa0, offset 84:	89.5312	14.375	76.7148
String aaaa0, offset 91:	94.2617	14.9766	112.223
String aaaa0, offset 98:	99.2891	15.3906	82.0703
String aaaa0, offset 105:	104.172	14.9414	107.457
String aaaa0, offset 112:	108.781	14.9297	109.516
String aaaa0, offset 119:	114.949	14.9062	122.496
String abcabc0, offset 0:	13.7109	13.8398	44.0547
String abcabc0, offset 7:	22.7109	12.8008	46.9961
String abcabc0, offset 14:	25.125	13.6953	48.5938
String abcabc0, offset 21:	29.7695	13.6719	49.9922
String abcabc0, offset 28:	43.9922	13.0156	54.7188
String abcabc0, offset 35:	63.7891	14.9297	57.5156
String abcabc0, offset 42:	63.7422	15.2461	54.2109
String abcabc0, offset 49:	69.2852	15.2227	59.1758
String abcabc0, offset 56:	73.4453	15.0664	65.4609
String abcabc0, offset 63:	77.8164	14.8906	62.5117
String abcabc0, offset 70:	95.1797	14.6719	64.5586
String abcabc0, offset 77:	87.7969	15.0703	65.6875
String abcabc0, offset 84:	92.1211	14.3359	64.543
String abcabc0, offset 91:	97.1211	14.3125	87.9297
String abcabc0, offset 98:	134.316	23.1836	96.1367
String abcabc0, offset 105:	144.027	22.4258	106.73
String abcabc0, offset 112:	158.055	26.1406	113.07
String abcabc0, offset 119:	143.773	20.6641	113.723
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	2796.81	188.473	351.121
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	102824	43829.2	7121.51
String 6, offset 163838:	101532	3871.82	3615.82
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	1026.38	185.527	171.758
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	805.211	478.078	136.027
String 9, offset 163838:	101938	3828.73	3558.58
String 7, offset 807:	518.992	22.8281	20.9609
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	22079.8	626.703	1240.16
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2412.69	1297.65	279.238
String 4, offset 163838:	101774	3660.28	3624.72
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	162.477	16.332	80.5352
String WVU[0AH07J, offset 1381:	1085.74	103.055	331.785
String 0UYV, offset 49301:	31180.7	1156.27	25275.3
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	747.941	385.332	182.074
String 6, offset 163838:	102960	3761	3570.27
String 8, offset 163838:	101423	3577	3557.87
String 7BE4[2UF5MDRT1T, offset 7449:	4646.69	160.484	972.164
String DXW@APO2AZ, offset 147:	130.402	120.105	68.6914
String QM3J@OE3PY413DBMG, offset 3775:	3374.68	188.195	450.34
String FBD9RJ, offset 4458:	4636.15	2168.56	1439.4
String QXVG<8VKH, offset 91649:	117446	2175.08	18917
String 1, offset 2166:	1349.22	43.5312	64.6602
String 51TN, offset 9384:	6167.59	206.43	4869.16
String SLU8@<77JUVP6, offset 11601:	13621.9	436.371	1765.82
String 0, offset 163838:	102297	3771.34	3570.25
String 4, offset 163838:	101751	3877.33	3557.47
String BT98HTDMY[, offset 1755:	1504.27	626.402	339.188
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	627.488	336.969	134.809
String JRN3MYMI2TIZN[N9?, offset 2735:	2611.4	1237.23	382.453
String Y6, offset 18239:	22120.8	609.324	26166.6
String E=<X7S5<FAOI4, offset 2503:	2187.55	116.574	380.652
String 52BS3CUPU3KU@W2, offset 11268:	6961.89	215.949	1343.36
String Z6, offset 22605:	28023.4	648.883	32404.4
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	669.371	578.82	102.23
String 2, offset 611:	399.449	20.332	18.2656
String 6[GPB, offset 41469:	25644.7	972.684	16180.4
String DCZCEDI2, offset 3838:	3197.93	153.891	868.047
String F2LVAHH5, offset 59813:	76444.5	33075.6	14694.6
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1554.82	52.8477	263.602
String AYESVW[9AU9O, offset 43093:	55146.2	1051.35	6521.31
String N1PJ@V0, offset 1961:	1667.32	87.8125	594.734
String JAPZ@SHK7, offset 5306:	5215.56	180.391	1078.85
String Y>WH@OQ7<<KG, offset 5489:	5600.19	160.109	846.051
String 8YK9Y4AX, offset 3077:	1959.01	85.1523	686.348
String >Y9, offset 841:	690.047	51.7969	624.621
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7467.43	3322.57	610.188
String 5, offset 163838:	101849	3772.24	3559.38
String 0, offset 163838:	102226	3804.7	3645.87
String BO>@>1HVD9K=P4B, offset 1113:	931.93	664.453	201.164
String X2R, offset 5662:	5613.65	158.512	4197.55
String AS7947JGV@, offset 84947:	111120	45028.9	17238.4
String N3USCOC@WE, offset 1455:	1275.61	969.078	354.125
String 5, offset 163838:	102761	3739.66	3663.82
String F0MWMCH, offset 119294:	156010	71476.3	34466.7
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	11018.1	5113.05	871.016
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60281.3	1093.89	3887.03
String 1, offset 163838:	101483	3933.94	3634.93
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	798.969	34.4648	165.652
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44727.4	1813.29	7700.11
String 39UVL, offset 1426:	920	37.7852	560.523
String 8=Y, offset 4750:	2992.39	111.172	3422.12
String VGHAHB4GFVQ>1LQ, offset 220:	211.031	95.8516	75.1133
String <PFR0P=8FD5K, offset 1049:	821.117	95.9062	199.699
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3666.52	1998.9	390.531
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66185.3	1390.45	5675.7
String 5, offset 45105:	28065.1	1009.89	788.527
String KDJ>=PADGH6RTYG?YF, offset 90440:	116452	48370.2	10587.2
String KNN==39, offset 1989:	1787.3	90.6641	673.887
String 0, offset 163838:	102363	3817.78	3572.02
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33361.6	13795	2068.35
String 2, offset 163838:	101917	3729.99	3661.35
String V5, offset 134:	109.168	36.7656	219.93
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	200153	104455	14683.5
String >DNAI<7R2=7KS, offset 80494:	103703	37440.2	13093.8
String FZ52=G=Y4?WC[9E, offset 612:	532.332	233.781	148.875
String 1, offset 163838:	102347	3818.04	3649.88
String GW0J=5640F1GEP, offset 14142:	15764.3	479.129	1799.04
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106849	2138.67	8031.23
String @OKI?1[IIPRCZ9XH, offset 284:	232.703	110.836	79.3047
String 1Z0, offset 5676:	3498.51	130.734	4177.33
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	18279.9	493.391	1084.62
String R<58, offset 303:	287.613	56.3594	179.406
String 1>QG79OA55IUOD<9?1?K, offset 138567:	86179	3337.71	16210.6
String 804S@ERR@FE@L, offset 58219:	36699.9	1520.87	9062.01
String Z8, offset 20884:	26153	626.457	30232.5
String 1, offset 163838:	101470	3870.43	3648.8
String G=9, offset 192:	167.184	43.4453	170.5
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	188187	87659.2	14403.2
String 4, offset 163838:	102135	3851.05	3635.6
String K37<GE0P=EAC[U5, offset 97404:	125583	56348.1	14014.9
String DC9Y7?ZDXW@AP6V8Z, offset 140:	152.094	101.445	70.4805
String 9, offset 163838:	102644	3752.92	3598.53
String OY2BY64YX@1BIE=5C39G5, offset 160474:	207594	3604.55	17994.1
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22220.6	590.449	1558.99
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	29001.2	887.922	2189.87
String G8K>X?PEKV[6CRO99[21, offset 454:	371.902	115.957	95.9023
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1337.08	141.57	237.18
String 14C7=EOB, offset 940:	610.664	30.4727	236.719
String 2[E, offset 574:	377.07	24.8516	426.324
String 6INY>8, offset 7757:	4883.45	166.945	2302.48
