                       	basic_memmem	twoway_memmem	memmem
String 0000111100001111, offset 77:	141.359	25.1992	107.656
String 0000111100001111, offset 84:	149.73	25.7266	114.016
String 0000111100001111, offset 91:	158.316	25.0234	103.996
String 0000111100001111, offset 98:	169.27	26.1484	112.082
String 0000111100001111, offset 105:	178.109	27.8516	102.402
String 0000111100001111, offset 112:	187.457	25.6562	103.512
String 0000111100001111, offset 119:	196.488	27.4336	125.035
String 00000111110000022222, offset 0:	48.8477	23.4609	93.3516
String 00000111110000022222, offset 7:	58.9336	21.7695	107.219
String 00000111110000022222, offset 14:	68.168	23.793	96.9922
String 00000111110000022222, offset 21:	77.2461	24.8594	106.211
String 00000111110000022222, offset 28:	86.4414	21.5625	98.3789
String 00000111110000022222, offset 35:	95.2344	25.1406	114
String 00000111110000022222, offset 42:	105.762	25.6172	104.176
String 00000111110000022222, offset 49:	117.387	26.6602	109.625
String 00000111110000022222, offset 56:	130.738	24.1406	121.293
String 00000111110000022222, offset 63:	135.711	24.4258	109.18
String 00000111110000022222, offset 70:	141.562	27.2031	119.793
String 00000111110000022222, offset 77:	159.973	24.0117	107.969
String 00000111110000022222, offset 84:	162.57	25.3555	127.676
String 00000111110000022222, offset 91:	182.184	25.4336	111.758
String 00000111110000022222, offset 98:	177.016	27.8906	121.633
String 00000111110000022222, offset 105:	194.008	44.4297	122.594
String 00000111110000022222, offset 112:	214.531	28.5664	135.707
String 00000111110000022222, offset 119:	229.379	26.8281	107.086
String 012345678901234567890, offset 0:	52.9297	18.3906	73.9023
String 012345678901234567890, offset 7:	60.8398	18.5195	86.4102
String 012345678901234567890, offset 14:	66.2422	18.6289	74.7461
String 012345678901234567890, offset 21:	79.375	19.9297	87.9766
String 012345678901234567890, offset 28:	88.2734	27.7539	101.016
String 012345678901234567890, offset 35:	109.863	34.1328	117.754
String 012345678901234567890, offset 42:	112.152	23.9297	86.9023
String 012345678901234567890, offset 49:	127.098	26.8789	121.898
String 012345678901234567890, offset 56:	145.816	21.0859	93.707
String 012345678901234567890, offset 63:	135.613	20.2617	79.9961
String 012345678901234567890, offset 70:	143.109	19.6172	81.2695
String 012345678901234567890, offset 77:	161.297	18.9922	90.6641
String 012345678901234567890, offset 84:	157.625	18.5352	92.2852
String 012345678901234567890, offset 91:	163.574	25.6211	105.422
String 012345678901234567890, offset 98:	187.324	28.8711	99.5664
String 012345678901234567890, offset 105:	199.078	28.1602	113.375
String 012345678901234567890, offset 112:	211.941	29.4297	127.734
String 012345678901234567890, offset 119:	224.465	20.4453	91.2578
String abc0, offset 0:	12.1914	17.3555	43.1562
String abc0, offset 7:	22.1836	17.7539	52.4297
String abc0, offset 14:	32.3633	15.2539	45.5547
String abc0, offset 21:	24.8633	12.2695	48.7695
String abc0, offset 28:	28.8867	12.4922	54.4648
String abc0, offset 35:	50.8086	14.1953	57.1406
String abc0, offset 42:	56.6992	13.9336	58.7031
String abc0, offset 49:	61.3008	13.6367	61.4102
String abc0, offset 56:	65.7227	14.25	64.6406
String abc0, offset 63:	70.9961	14.168	93.7852
String abc0, offset 70:	75.0195	14.043	70.9492
String abc0, offset 77:	79.5586	13.7305	99.4961
String abc0, offset 84:	84.25	13.5781	99.8359
String abc0, offset 91:	89.4414	14.1953	119.195
String abc0, offset 98:	93.6523	15.4766	119.453
String abc0, offset 105:	97.6211	14.4062	119.242
String abc0, offset 112:	145.309	14.9922	172.684
String abc0, offset 119:	140.613	15.375	135.973
String aaaa0, offset 0:	11.043	13.4297	42.6133
String aaaa0, offset 7:	19.7539	12.9258	49.9883
String aaaa0, offset 14:	31.6445	20.832	66.2578
String aaaa0, offset 21:	46.9102	12.9453	50.8828
String aaaa0, offset 28:	31.9805	12.8008	51.707
String aaaa0, offset 35:	37.2383	14.8438	62.6523
String aaaa0, offset 42:	73.9219	14.4414	58.6445
String aaaa0, offset 49:	62.418	13.5898	69.6289
String aaaa0, offset 56:	64.293	12.9961	55.1484
String aaaa0, offset 63:	68.375	12.9609	64.793
String aaaa0, offset 70:	72.9531	13.3945	66.3945
String aaaa0, offset 77:	77.3164	14.2656	65.5117
String aaaa0, offset 84:	81.4727	14.0898	69.082
String aaaa0, offset 91:	86.0664	12.9922	103.711
String aaaa0, offset 98:	90.2227	13.7461	94.918
String aaaa0, offset 105:	103.781	15.082	107.969
String aaaa0, offset 112:	108.691	14.9922	109.113
String aaaa0, offset 119:	120.25	14.1953	111.125
String abcabc0, offset 0:	14.0039	11.6758	40.332
String abcabc0, offset 7:	29.1406	15.3906	47.8359
String abcabc0, offset 14:	22.9297	11.9766	44.8828
String abcabc0, offset 21:	27.375	12.0938	46.6055
String abcabc0, offset 28:	41.5078	12.2852	49.6992
String abcabc0, offset 35:	53.6641	13.6953	52.3047
String abcabc0, offset 42:	57.918	13.2891	53.6406
String abcabc0, offset 49:	62.2812	13.7031	74.0703
String abcabc0, offset 56:	73.0391	14.3984	60.7461
String abcabc0, offset 63:	77.9766	14.8672	74.0781
String abcabc0, offset 70:	75.3047	13.3711	61.5234
String abcabc0, offset 77:	79.875	13.1484	61.4609
String abcabc0, offset 84:	84.0625	13.8438	59.6367
String abcabc0, offset 91:	88.4688	13.418	67.8984
String abcabc0, offset 98:	118.473	15.3008	76.4375
String abcabc0, offset 105:	117.883	14.0039	71.5352
String abcabc0, offset 112:	127.703	15.0352	82.1562
String abcabc0, offset 119:	122.27	14.2188	75.7109
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	2992.13	273.871	427.762
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	102757	44676.4	7049.77
String 6, offset 163838:	100795	3710.79	3554.81
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	1077.7	168.18	131.965
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	845.68	476.465	136.25
String 9, offset 163838:	101852	3700.75	3571.26
String 7, offset 807:	518.801	22.875	21.0234
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	21330.6	652.047	1225.38
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2238.95	1288.84	312.77
String 4, offset 163838:	100737	3668.01	3568.7
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	154.973	14.7812	76.3047
String WVU[0AH07J, offset 1381:	1039.29	99.0273	315.242
String 0UYV, offset 49301:	30738	1044.33	25491
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	750.098	376.801	176.441
String 6, offset 163838:	101921	3682.1	3571.07
String 8, offset 163838:	101018	3709.64	3578.59
String 7BE4[2UF5MDRT1T, offset 7449:	4694.79	155.445	970.625
String DXW@APO2AZ, offset 147:	123.863	118.879	70.5234
String QM3J@OE3PY413DBMG, offset 3775:	3576.46	188.906	448.609
String FBD9RJ, offset 4458:	4667.39	2179.12	1435.34
String QXVG<8VKH, offset 91649:	116814	2281.32	19507.4
String 1, offset 2166:	1379.24	44.2695	43.4297
String 51TN, offset 9384:	5888.93	196.652	4731.13
String SLU8@<77JUVP6, offset 11601:	13839	412.746	1712.2
String 0, offset 163838:	102042	3748.74	3640.02
String 4, offset 163838:	101541	3842.06	3579.15
String BT98HTDMY[, offset 1755:	1462.37	625.918	363.922
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	634.457	343.391	119.234
String JRN3MYMI2TIZN[N9?, offset 2735:	2274.45	1221.73	384.191
String Y6, offset 18239:	21718.1	572.77	26057.4
String E=<X7S5<FAOI4, offset 2503:	2285.47	113.375	368.945
String 52BS3CUPU3KU@W2, offset 11268:	7087	219.047	1343.96
String Z6, offset 22605:	28678.3	641.223	31863.8
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	726.516	649.699	159.664
String 2, offset 611:	424.082	19.707	18.1328
String 6[GPB, offset 41469:	25138.7	834.5	16229.8
String DCZCEDI2, offset 3838:	3084.9	153.16	870.527
String F2LVAHH5, offset 59813:	75833.3	31542	14426.9
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1534.84	50.5508	250.004
String AYESVW[9AU9O, offset 43093:	54835.6	922.383	6809.37
String N1PJ@V0, offset 1961:	1816.48	85.5156	595.156
String JAPZ@SHK7, offset 5306:	5331.9	175.867	1059.48
String Y>WH@OQ7<<KG, offset 5489:	5521.31	161.258	841.07
String 8YK9Y4AX, offset 3077:	1956.78	84.832	688.066
String >Y9, offset 841:	704.969	52.2773	623.281
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7593.38	3407.16	619.715
String 5, offset 163838:	101395	3771.44	3570.57
String 0, offset 163838:	101208	3811.41	3660.3
String BO>@>1HVD9K=P4B, offset 1113:	889.898	664.145	201.074
String X2R, offset 5662:	5720.05	161.977	4192.56
String AS7947JGV@, offset 84947:	109591	47260.2	17621.3
String N3USCOC@WE, offset 1455:	1275.21	1003.01	360.586
String 5, offset 163838:	102038	3746.05	3601.73
String F0MWMCH, offset 119294:	154887	70972	33679.7
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	11096.7	5044.81	870.121
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	59721	1050.96	3834.07
String 1, offset 163838:	101133	3767.04	3592.49
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	796.648	33.5859	140.281
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44142.9	1781.01	7655.54
String 39UVL, offset 1426:	920.172	37.8594	571.969
String 8=Y, offset 4750:	2996.59	111.363	3411.25
String VGHAHB4GFVQ>1LQ, offset 220:	201.32	95.0781	76.7812
String <PFR0P=8FD5K, offset 1049:	903.945	101.598	201.25
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3640.25	2000.53	390.309
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66565.5	1477.39	5657.56
String 5, offset 45105:	27866.3	1022.53	789.898
String KDJ>=PADGH6RTYG?YF, offset 90440:	115726	50758.4	10579.9
String KNN==39, offset 1989:	1866.18	91.2031	674.363
String 0, offset 163838:	101557	3770.3	3570.79
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33206.2	14069.3	2070.84
String 2, offset 163838:	100978	3784.18	3568.92
String V5, offset 134:	107.828	35.1641	214.734
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	198826	88038.4	14367.7
String >DNAI<7R2=7KS, offset 80494:	101725	35062	13188
String FZ52=G=Y4?WC[9E, offset 612:	508.238	234.73	146.586
String 1, offset 163838:	101787	3789.35	3570.1
String GW0J=5640F1GEP, offset 14142:	16151.1	479.23	1806.42
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106687	2135.01	7919.8
String @OKI?1[IIPRCZ9XH, offset 284:	236.34	110.062	77.625
String 1Z0, offset 5676:	3419.07	127.156	4261.2
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	18244.7	494.883	1088.37
String R<58, offset 303:	288.027	61.3086	181.469
String 1>QG79OA55IUOD<9?1?K, offset 138567:	85591	3240.52	16226.5
String 804S@ERR@FE@L, offset 58219:	36404.9	1493.39	8896.85
String Z8, offset 20884:	26626.6	596.445	29850.5
String 1, offset 163838:	101233	3842.92	3636.63
String G=9, offset 192:	176.027	45.0312	170.641
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	187169	82533.1	14152.3
String 4, offset 163838:	101572	3766.48	3588.31
String K37<GE0P=EAC[U5, offset 97404:	125333	53073.1	14318.5
String DC9Y7?ZDXW@AP6V8Z, offset 140:	151.273	100.621	71.1836
String 9, offset 163838:	101658	3757.78	3577.51
String OY2BY64YX@1BIE=5C39G5, offset 160474:	206210	3542.61	17665.4
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22249.2	594.473	1482.39
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	29075.4	815.555	2174.96
String G8K>X?PEKV[6CRO99[21, offset 454:	371.129	118.648	97.1914
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1369.04	139.957	238.961
String 14C7=EOB, offset 940:	611.207	29.8711	238.359
String 2[E, offset 574:	377.648	23.2969	438.523
String 6INY>8, offset 7757:	4874.4	165.699	2285.36
