                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   64/  1, alignment  1/ 3, found:	78.4688	32.25	401.25	33.5
Length   64/  1, alignment  0/ 9, fail :	77.5	15.5	20.4688	15.9688
Length   64/  2, alignment  1/ 3, found:	84.7812	384.062	18.125	60.5312
Length   64/  2, alignment  0/ 9, fail :	80.1562	48.7188	28.1875	62.75
Length   64/  3, alignment  1/ 3, found:	64.125	105.062	18.25	130.906
Length   64/  3, alignment  0/ 9, fail :	60.5	81.5312	26.5	120.344
Length   64/  4, alignment  1/ 3, found:	71.5312	123.25	18.1875	108.375
Length   64/  4, alignment  0/ 9, fail :	60.875	117.062	26.1562	95.3125
Length   64/  5, alignment  1/ 3, found:	82.5	130.719	22.3125	99.4062
Length   64/  5, alignment  0/ 9, fail :	64.8438	113.719	25.2812	96.3438
Length   64/  6, alignment  1/ 3, found:	70.5938	249.219	32.6875	100.438
Length   64/  6, alignment  0/ 9, fail :	69	250.188	33.3125	106.156
Length   64/  7, alignment  1/ 3, found:	75.9062	244.844	28.4688	89.7188
Length   64/  7, alignment  0/ 9, fail :	71.5	243.656	35.125	89.8438
Length   64/  8, alignment  1/ 3, found:	76.1562	302.188	22.125	82.4375
Length   64/  8, alignment  0/ 9, fail :	68.9375	187	30.2812	76.5312
Length   64/  9, alignment  1/ 3, found:	83.125	108.219	27.0625	86.5
Length   64/  9, alignment  0/ 9, fail :	77.7812	90.625	23.0938	78.75
Length   64/ 10, alignment  1/ 3, found:	72.75	26.1875	24.9688	27.9062
Length   64/ 10, alignment  0/ 9, fail :	69.5	15.0938	22.8125	13.5
Length   64/ 11, alignment  1/ 3, found:	61.6562	124.844	19.875	86.125
Length   64/ 11, alignment  0/ 9, fail :	61.2812	102.938	22.875	79.7188
Length   64/ 12, alignment  1/ 3, found:	77.375	135.219	20.3438	97.3438
Length   64/ 12, alignment  0/ 9, fail :	59.0625	109.188	22.6875	85.6875
Length   64/ 13, alignment  1/ 3, found:	62.9375	183.562	21.9375	112.156
Length   64/ 13, alignment  0/ 9, fail :	56.7812	179.906	23.375	103.094
Length   64/ 14, alignment  1/ 3, found:	76.75	188.969	24.9062	101.531
Length   64/ 14, alignment  0/ 9, fail :	76.4688	193.406	23.3438	94.1875
Length   64/ 15, alignment  1/ 3, found:	420.062	232.219	24.5312	93.7188
Length   64/ 15, alignment  0/ 9, fail :	56.1562	389.406	25.1562	92.5312
Length   64/ 16, alignment  1/ 3, found:	67.5312	254.281	27.5	95.6875
Length   64/ 16, alignment  0/ 9, fail :	68.625	238.062	28.4375	88.7188
Length   96/  1, alignment  1/ 3, found:	100.625	23.7188	21.5938	18.7812
Length   96/  1, alignment  0/ 9, fail :	100.938	16.8438	18.9375	15.4062
Length   96/  2, alignment  1/ 3, found:	94.125	207.719	30.2188	165.375
Length   96/  2, alignment  0/ 9, fail :	95.5625	190.844	26.125	151.969
Length   96/  3, alignment  1/ 3, found:	100.375	103.5	35.1562	173.438
Length   96/  3, alignment  0/ 9, fail :	94.9375	85.7812	31.5	168.125
Length   96/  4, alignment  1/ 3, found:	109.188	104.812	30.5625	155.125
Length   96/  4, alignment  0/ 9, fail :	83.8438	77.1562	23	115.156
Length   96/  5, alignment  1/ 3, found:	80.7188	193.656	32.9375	102.031
Length   96/  5, alignment  0/ 9, fail :	82.25	184.719	27.375	94.625
Length   96/  6, alignment  1/ 3, found:	108.031	307.25	31.625	95.25
Length   96/  6, alignment  0/ 9, fail :	80.6875	310.438	23.4375	94.7188
Length   96/  7, alignment  1/ 3, found:	86.5	290.969	30.125	88.9688
Length   96/  7, alignment  0/ 9, fail :	77.4375	250.5	22.5625	85.9688
Length   96/  8, alignment  1/ 3, found:	92.5	26.1875	28.9688	28.9062
Length   96/  8, alignment  0/ 9, fail :	91.0312	15.4688	23.3125	14.4375
Length   96/  9, alignment  1/ 3, found:	122.812	115.219	34.75	93.5312
Length   96/  9, alignment  0/ 9, fail :	131.062	91.25	28.7188	83.7188
Length   96/ 10, alignment  1/ 3, found:	82.4375	241.5	31.0938	105.594
Length   96/ 10, alignment  0/ 9, fail :	88.5312	250.281	23.125	97.5
Length   96/ 11, alignment  1/ 3, found:	97.7188	287.5	39.875	94.25
Length   96/ 11, alignment  0/ 9, fail :	88.1562	284	26.2812	87.8125
Length   96/ 12, alignment  1/ 3, found:	83.4688	286.125	33.2188	87.8125
Length   96/ 12, alignment  0/ 9, fail :	90.625	287.062	24.4688	84.6562
Length   96/ 13, alignment  1/ 3, found:	96.2188	24.7812	35.0312	25.0938
Length   96/ 13, alignment  0/ 9, fail :	91.3125	15.1875	23	15.4688
Length   96/ 14, alignment  1/ 3, found:	84.4688	272.062	38.5938	88.9688
Length   96/ 14, alignment  0/ 9, fail :	77.25	277.312	27	87.125
Length   96/ 15, alignment  1/ 3, found:	89.7188	147.469	36.7812	93.8438
Length   96/ 15, alignment  0/ 9, fail :	86.2812	120.969	23.375	93.8438
Length   96/ 16, alignment  1/ 3, found:	97.75	25.5938	37	23.8125
Length   96/ 16, alignment  0/ 9, fail :	89.2812	14.25	23.25	14.4688
Length  128/  1, alignment  1/ 3, found:	109.312	18	23.1875	16.875
Length  128/  1, alignment  0/ 9, fail :	109.812	16.2188	22.9375	16.625
Length  128/  2, alignment  1/ 3, found:	124	93.2812	30.5938	213.562
Length  128/  2, alignment  0/ 9, fail :	146.312	81.0312	30.6562	195.719
Length  128/  3, alignment  1/ 3, found:	108	184.281	27.5	197.594
Length  128/  3, alignment  0/ 9, fail :	124.094	163.594	28.9062	191.438
Length  128/  4, alignment  1/ 3, found:	114.812	110.062	36.5625	136.875
Length  128/  4, alignment  0/ 9, fail :	101.781	98.2812	41.5	126.156
Length  128/  5, alignment  1/ 3, found:	107.406	377.844	35.875	112.875
Length  128/  5, alignment  0/ 9, fail :	108.281	376.406	39.2812	121.375
Length  128/  6, alignment  1/ 3, found:	118.25	127.062	34.7188	100.875
Length  128/  6, alignment  0/ 9, fail :	126.75	116.406	41.125	99.2812
Length  128/  7, alignment  1/ 3, found:	125.094	82.3125	33.125	78.5938
Length  128/  7, alignment  0/ 9, fail :	119.938	66.0625	38.4062	76.5
Length  128/  8, alignment  1/ 3, found:	159.938	179.656	34.6562	98.875
Length  128/  8, alignment  0/ 9, fail :	156.906	156.281	28.4375	95.3125
Length  128/  9, alignment  1/ 3, found:	114.062	25.7188	34.6562	26.5625
Length  128/  9, alignment  0/ 9, fail :	111.906	22	28.3438	25.0312
Length  128/ 10, alignment  1/ 3, found:	110.781	266.406	37.0938	98.875
Length  128/ 10, alignment  0/ 9, fail :	165.469	279.469	33.25	89.4688
Length  128/ 11, alignment  1/ 3, found:	107.469	366.438	33.7188	93.2188
Length  128/ 11, alignment  0/ 9, fail :	100.969	365.188	28.8125	99.2812
Length  128/ 12, alignment  1/ 3, found:	113.562	27.0625	36.0312	28.0625
Length  128/ 12, alignment  0/ 9, fail :	112.406	23.125	28.8438	23
Length  128/ 13, alignment  1/ 3, found:	101.781	344.781	34.0938	94.7812
Length  128/ 13, alignment  0/ 9, fail :	104.438	347.312	28.75	89.5625
Length  128/ 14, alignment  1/ 3, found:	118.688	302.719	40.125	97.4062
Length  128/ 14, alignment  0/ 9, fail :	152.375	304.906	32.375	89.5938
Length  128/ 15, alignment  1/ 3, found:	115.844	354.312	34.5938	97.25
Length  128/ 15, alignment  0/ 9, fail :	113.625	353.031	28.7188	92.0312
Length  128/ 16, alignment  1/ 3, found:	102.969	124.844	35.0625	100.562
Length  128/ 16, alignment  0/ 9, fail :	101.5	103.031	29.1562	94.375
Length  160/  1, alignment  1/ 3, found:	131.031	27.625	22	24.2812
Length  160/  1, alignment  0/ 9, fail :	129.844	21.5938	22.3125	21.9375
Length  160/  2, alignment  1/ 3, found:	167.469	190.812	30.5938	164.188
Length  160/  2, alignment  0/ 9, fail :	159.875	175.781	29.0938	150.062
Length  160/  3, alignment  1/ 3, found:	146.5	120.031	45.375	236.062
Length  160/  3, alignment  0/ 9, fail :	143.719	99.2188	42	227.75
Length  160/  4, alignment  1/ 3, found:	153.938	234.594	51.6562	170.344
Length  160/  4, alignment  0/ 9, fail :	164.188	212.531	45.0938	161.25
Length  160/  5, alignment  1/ 3, found:	153.531	148.781	41.1875	142.125
Length  160/  5, alignment  0/ 9, fail :	133.656	125.406	36	131.219
Length  160/  6, alignment  1/ 3, found:	186.438	215.25	44.625	126.188
Length  160/  6, alignment  0/ 9, fail :	133.844	185.469	42.8125	125.938
Length  160/  7, alignment  1/ 3, found:	173.875	297.906	43.4688	118.312
Length  160/  7, alignment  0/ 9, fail :	144.781	276.469	40.0625	117.5
Length  160/  8, alignment  1/ 3, found:	146.25	413.844	47.75	121.906
Length  160/  8, alignment  0/ 9, fail :	143.844	382.688	41.0625	114.906
Length  160/  9, alignment  1/ 3, found:	164.875	394.344	43.8438	116.469
Length  160/  9, alignment  0/ 9, fail :	140.812	366.312	33.375	110.719
Length  160/ 10, alignment  1/ 3, found:	159.344	475.875	50.1875	116.219
Length  160/ 10, alignment  0/ 9, fail :	135.406	436.75	40.2188	108.781
Length  160/ 11, alignment  1/ 3, found:	148.656	427.781	41.1875	102.469
Length  160/ 11, alignment  0/ 9, fail :	150.062	388.125	29.9688	99.9375
Length  160/ 12, alignment  1/ 3, found:	161.812	345.844	39.5312	96.5
Length  160/ 12, alignment  0/ 9, fail :	162.406	298.656	29.5938	90.9062
Length  160/ 13, alignment  1/ 3, found:	188.781	474.75	65.5938	101.469
Length  160/ 13, alignment  0/ 9, fail :	180.719	445.062	47.0625	99.5312
Length  160/ 14, alignment  1/ 3, found:	180.625	426.531	58.0312	104.219
Length  160/ 14, alignment  0/ 9, fail :	136.625	414.375	44.9375	96.4688
Length  160/ 15, alignment  1/ 3, found:	178.125	459.875	57.5312	105.625
