                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   64/  1, alignment  1/ 3, found:	120.125	40.375	493.562	211.594
Length   64/  1, alignment  0/ 9, fail :	109.844	27.375	37.1562	30.7812
Length   64/  2, alignment  1/ 3, found:	128.688	129.906	28.1562	83.0625
Length   64/  2, alignment  0/ 9, fail :	136.938	94.6875	52.8125	81.0625
Length   64/  3, alignment  1/ 3, found:	106.656	171.031	32.7812	171.531
Length   64/  3, alignment  0/ 9, fail :	110.312	148.031	49.2812	168.312
Length   64/  4, alignment  1/ 3, found:	113.469	193.656	30.1562	168.625
Length   64/  4, alignment  0/ 9, fail :	114.938	193.219	44.0938	152.406
Length   64/  5, alignment  1/ 3, found:	121.531	196.875	31.4375	165.531
Length   64/  5, alignment  0/ 9, fail :	119.688	187.125	41.5625	175.406
Length   64/  6, alignment  1/ 3, found:	120.219	308.531	49.2812	168.5
Length   64/  6, alignment  0/ 9, fail :	111.781	313.75	55.25	158.344
Length   64/  7, alignment  1/ 3, found:	119.312	306.312	46	155.375
Length   64/  7, alignment  0/ 9, fail :	123.906	292.625	63	156.156
Length   64/  8, alignment  1/ 3, found:	124.75	242.688	52.0625	152.031
Length   64/  8, alignment  0/ 9, fail :	125.031	255.906	54.0625	142.906
Length   64/  9, alignment  1/ 3, found:	125.031	191.312	43.5938	152.906
Length   64/  9, alignment  0/ 9, fail :	122.75	179.844	43.9688	151.906
Length   64/ 10, alignment  1/ 3, found:	127.75	53.8125	42.8125	55.4688
Length   64/ 10, alignment  0/ 9, fail :	116.844	25.8125	44.0312	30.4688
Length   64/ 11, alignment  1/ 3, found:	116.625	229.312	41.4688	167
Length   64/ 11, alignment  0/ 9, fail :	114.781	205.5	43.3438	154.25
Length   64/ 12, alignment  1/ 3, found:	115.781	256.312	39.6875	170.656
Length   64/ 12, alignment  0/ 9, fail :	118.812	241.688	43.0625	165.406
Length   64/ 13, alignment  1/ 3, found:	114.562	302.969	45.875	219.75
Length   64/ 13, alignment  0/ 9, fail :	108.406	301.312	44.0312	196.562
Length   64/ 14, alignment  1/ 3, found:	123.562	311.281	41.7188	190.625
Length   64/ 14, alignment  0/ 9, fail :	132.5	288.625	43.6562	175.156
Length   64/ 15, alignment  1/ 3, found:	117.094	347.125	46.9688	168.156
Length   64/ 15, alignment  0/ 9, fail :	107.656	323.844	41.8125	151.125
Length   64/ 16, alignment  1/ 3, found:	110.312	343.781	48.1875	172.25
Length   64/ 16, alignment  0/ 9, fail :	114.625	335.031	53.3438	157.469
Length   96/  1, alignment  1/ 3, found:	159.625	31.75	35.875	29.5312
Length   96/  1, alignment  0/ 9, fail :	160.125	27.8125	33.1875	30.0312
