                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length  128/  3, alignment  1/ 3, found:	210.156	251.5	48.5625	289.344
Length  128/  3, alignment  0/ 9, fail :	204.938	235.219	53.0312	284.5
Length  128/  4, alignment  1/ 3, found:	208.875	172.25	65.875	246.062
Length  128/  4, alignment  0/ 9, fail :	206.906	160.656	77.0625	236.688
Length  128/  5, alignment  1/ 3, found:	228.188	464.094	62.4688	227.406
Length  128/  5, alignment  0/ 9, fail :	218.938	456.5	70.3125	223.25
Length  128/  6, alignment  1/ 3, found:	214.625	197.781	66.4062	184.906
Length  128/  6, alignment  0/ 9, fail :	216.406	181.469	78.625	183.469
Length  128/  7, alignment  1/ 3, found:	212.719	156.844	59.1875	139.875
Length  128/  7, alignment  0/ 9, fail :	213.812	143.094	64.625	134.531
Length  128/  8, alignment  1/ 3, found:	222.531	267.656	58.375	180.031
Length  128/  8, alignment  0/ 9, fail :	217.469	268.562	54.3125	178.25
Length  128/  9, alignment  1/ 3, found:	205.375	49.25	53.9688	52.1562
Length  128/  9, alignment  0/ 9, fail :	207.031	46.7188	55.2188	44.2188
Length  128/ 10, alignment  1/ 3, found:	223.438	369.219	61.5312	166.031
Length  128/ 10, alignment  0/ 9, fail :	202.906	376.594	57.5625	161.219
Length  128/ 11, alignment  1/ 3, found:	223.688	458.656	58.1562	172.281
Length  128/ 11, alignment  0/ 9, fail :	206.125	472.094	54.1875	172.75
Length  128/ 12, alignment  1/ 3, found:	205.875	52.8438	63.625	57.2188
Length  128/ 12, alignment  0/ 9, fail :	207.094	46.1875	53.875	51.5625
Length  128/ 13, alignment  1/ 3, found:	203.906	464.312	60.1875	166.781
Length  128/ 13, alignment  0/ 9, fail :	203.375	429.719	52.4062	159.625
Length  128/ 14, alignment  1/ 3, found:	235.344	413.719	71.6875	173.25
Length  128/ 14, alignment  0/ 9, fail :	243.406	400.094	59.5	165.844
Length  128/ 15, alignment  1/ 3, found:	206	477.938	66.0312	165.969
Length  128/ 15, alignment  0/ 9, fail :	209.312	447.125	50.6875	162.344
Length  128/ 16, alignment  1/ 3, found:	199.625	197.75	59.6875	139.719
Length  128/ 16, alignment  0/ 9, fail :	189.969	195.125	51.8438	169.812
Length  160/  1, alignment  1/ 3, found:	239.469	42.0312	41.3438	37.3125
Length  160/  1, alignment  0/ 9, fail :	197.312	41.8125	44.8125	32.7812
Length  160/  2, alignment  1/ 3, found:	245	237.781	55.6875	178.938
Length  160/  2, alignment  0/ 9, fail :	248.469	241	47.0938	214
Length  160/  3, alignment  1/ 3, found:	266.531	176.219	80.4375	343.688
Length  160/  3, alignment  0/ 9, fail :	263.938	164.062	71.3438	346.344
Length  160/  4, alignment  1/ 3, found:	271.156	299.875	87.1875	283.062
Length  160/  4, alignment  0/ 9, fail :	259.938	273.531	91.5	271.188
Length  160/  5, alignment  1/ 3, found:	259.344	237.562	73.4062	244.719
Length  160/  5, alignment  0/ 9, fail :	284.594	231.5	65.8438	238.781
Length  160/  6, alignment  1/ 3, found:	306.438	287.062	76.875	229.656
Length  160/  6, alignment  0/ 9, fail :	296.25	282.125	75.4688	215.5
Length  160/  7, alignment  1/ 3, found:	259.438	402.312	77.9375	214.25
Length  160/  7, alignment  0/ 9, fail :	254.875	348.656	65.3438	207.219
Length  160/  8, alignment  1/ 3, found:	252.156	509.094	81.5	217.094
Length  160/  8, alignment  0/ 9, fail :	266.125	473	73.3438	209.75
Length  160/  9, alignment  1/ 3, found:	258.094	492.625	72.5	205
Length  160/  9, alignment  0/ 9, fail :	256.75	457.781	63.9375	198.031
Length  160/ 10, alignment  1/ 3, found:	259.438	576.844	94.25	207.531
Length  160/ 10, alignment  0/ 9, fail :	269.562	529.062	67.5	186.625
Length  160/ 11, alignment  1/ 3, found:	275.031	526	70.1562	177.562
Length  160/ 11, alignment  0/ 9, fail :	264.312	475.312	52.3438	172.906
Length  160/ 12, alignment  1/ 3, found:	284.656	447.531	79.6562	184.844
Length  160/ 12, alignment  0/ 9, fail :	279.188	390.156	55	166.281
Length  160/ 13, alignment  1/ 3, found:	289.406	577.281	113.062	186.594
Length  160/ 13, alignment  0/ 9, fail :	291.156	548.594	83.0938	172.156
Length  160/ 14, alignment  1/ 3, found:	266.312	523.156	100.562	197.719
Length  160/ 14, alignment  0/ 9, fail :	266.906	507.906	79.6562	169.281
Length  160/ 15, alignment  1/ 3, found:	289.344	585.188	107.094	196.5
Length  160/ 15, alignment  0/ 9, fail :	265.188	555.75	83.625	186.25
Length  160/ 16, alignment  1/ 3, found:	272.562	567.844	111.969	189.594
Length  160/ 16, alignment  0/ 9, fail :	264.688	510.938	89.1562	191.938
Length  192/  1, alignment  1/ 3, found:	271.469	40.75	45.1875	37.8438
Length  192/  1, alignment  0/ 9, fail :	272.5	41.375	47.3438	39.5312
Length  192/  2, alignment  1/ 3, found:	271.094	65.9062	62.375	50.3125
Length  192/  2, alignment  0/ 9, fail :	270.125	36.125	59.1875	39.4062
Length  192/  3, alignment  1/ 3, found:	269.438	58.2188	58.2812	50.4375
Length  192/  3, alignment  0/ 9, fail :	265.531	34.7188	63.0938	34.4688
Length  192/  4, alignment  1/ 3, found:	354.844	273.094	60.3438	316.406
Length  192/  4, alignment  0/ 9, fail :	340.531	265.812	61.4688	298.531
Length  192/  5, alignment  1/ 3, found:	353.219	496.031	62.7188	247
Length  192/  5, alignment  0/ 9, fail :	291.062	485.75	63.0625	232.688
Length  192/  6, alignment  1/ 3, found:	324.125	547.938	64.375	238.969
Length  192/  6, alignment  0/ 9, fail :	306.875	529.688	65.5938	235.094
Length  192/  7, alignment  1/ 3, found:	311	567.344	94.8125	232.312
Length  192/  7, alignment  0/ 9, fail :	301.125	554.844	90.5625	236.094
Length  192/  8, alignment  1/ 3, found:	323.562	625.719	86.75	238.188
Length  192/  8, alignment  0/ 9, fail :	319.688	605	77.9688	219.875
Length  192/  9, alignment  1/ 3, found:	282.75	184.656	75.4062	152.844
Length  192/  9, alignment  0/ 9, fail :	283.75	164.25	79.7188	137.938
Length  192/ 10, alignment  1/ 3, found:	313.219	199.344	75.2188	162.812
Length  192/ 10, alignment  0/ 9, fail :	307.312	183.688	79.2188	146.844
Length  192/ 11, alignment  1/ 3, found:	282.875	56.1875	73.5625	68.875
Length  192/ 11, alignment  0/ 9, fail :	277.5	167.781	72.5625	156.938
Length  192/ 12, alignment  1/ 3, found:	313.531	413.062	80.5	204.5
Length  192/ 12, alignment  0/ 9, fail :	320.656	388.938	74.3125	189.094
Length  192/ 13, alignment  1/ 3, found:	317.156	257.594	71.4688	171.094
Length  192/ 13, alignment  0/ 9, fail :	302.25	237.188	63.9375	173.625
Length  192/ 14, alignment  1/ 3, found:	284.906	56.3438	72.75	60.5
Length  192/ 14, alignment  0/ 9, fail :	275.094	36.125	63.5625	36.8125
Length  192/ 15, alignment  1/ 3, found:	276.406	54.0938	69.9062	59.9375
Length  192/ 15, alignment  0/ 9, fail :	266.906	34.2812	62.1875	38.4688
Length  192/ 16, alignment  1/ 3, found:	270.906	53.8125	76.3125	54.375
Length  192/ 16, alignment  0/ 9, fail :	267.469	36.0312	62.625	39.6562
Length  224/  1, alignment  1/ 3, found:	300.531	36.8125	46.5938	37.75
Length  224/  1, alignment  0/ 9, fail :	302.719	33.6875	47.7188	35.125
Length  224/  2, alignment  1/ 3, found:	370.125	298.344	65.1562	439.344
Length  224/  2, alignment  0/ 9, fail :	355.938	269.375	62.2812	434.969
Length  224/  3, alignment  1/ 3, found:	398.25	482.938	97.4688	443.281
Length  224/  3, alignment  0/ 9, fail :	352.469	488.5	92.25	441.281
Length  224/  4, alignment  1/ 3, found:	374.375	404.938	70.9062	348.781
Length  224/  4, alignment  0/ 9, fail :	361.812	384.469	62.5938	336.219
Length  224/  5, alignment  1/ 3, found:	391.406	247.875	69.75	208.781
Length  224/  5, alignment  0/ 9, fail :	374.062	235.094	61.5938	200.094
Length  224/  6, alignment  1/ 3, found:	355.812	419.812	119.062	278.312
Length  224/  6, alignment  0/ 9, fail :	355.688	407.344	97.125	267.594
Length  224/  7, alignment  1/ 3, found:	362.156	171.469	86.0938	251.875
Length  224/  7, alignment  0/ 9, fail :	353.781	164.625	70.9688	244.781
Length  224/  8, alignment  1/ 3, found:	360.625	177.25	79.7188	244.344
Length  224/  8, alignment  0/ 9, fail :	343.656	171.844	65.2812	215.406
Length  224/  9, alignment  1/ 3, found:	366.125	588.438	93.5938	218.844
Length  224/  9, alignment  0/ 9, fail :	349.719	607.281	73	210.875
Length  224/ 10, alignment  1/ 3, found:	351.5	704.438	75.2188	213.625
Length  224/ 10, alignment  0/ 9, fail :	395.531	697.125	62.3438	207.031
Length  224/ 11, alignment  1/ 3, found:	364.25	695.094	98.0938	210.25
Length  224/ 11, alignment  0/ 9, fail :	383.312	687.031	76.4688	198.219
Length  224/ 12, alignment  1/ 3, found:	394.219	685.562	85.7188	203.219
Length  224/ 12, alignment  0/ 9, fail :	383.812	670.25	61.0938	197.844
Length  224/ 13, alignment  1/ 3, found:	315.844	62.3438	78.6875	70.2188
Length  224/ 13, alignment  0/ 9, fail :	312.344	54.75	58.7188	58.1875
Length  224/ 14, alignment  1/ 3, found:	311.719	56.5938	80.1562	72.125
Length  224/ 14, alignment  0/ 9, fail :	306.125	36.375	58.75	38.7812
Length  224/ 15, alignment  1/ 3, found:	310.531	59.9375	76.125	61.9062
Length  224/ 15, alignment  0/ 9, fail :	303.281	39.7188	66.0938	40.0625
Length  224/ 16, alignment  1/ 3, found:	364.938	753.781	111.844	207.656
Length  224/ 16, alignment  0/ 9, fail :	374.25	707.5	85.2812	206.625
Length  256/  1, alignment  1/ 3, found:	344.469	40.3125	52.8438	43.6875
Length  256/  1, alignment  0/ 9, fail :	345.094	38.0625	56.4062	39.2812
Length  256/  2, alignment  1/ 3, found:	429.312	166.094	75.2812	532.688
Length  256/  2, alignment  0/ 9, fail :	402.094	156.156	70.1562	517.844
Length  256/  3, alignment  1/ 3, found:	429.906	215.906	88.5938	254.938
Length  256/  3, alignment  0/ 9, fail :	410.312	204.875	93.8438	251.688
Length  256/  4, alignment  1/ 3, found:	410.156	234.281	66.7812	369.5
Length  256/  4, alignment  0/ 9, fail :	428.875	230.406	77.9688	353.094
Length  256/  5, alignment  1/ 3, found:	434.594	773.719	85.4062	368.5
Length  256/  5, alignment  0/ 9, fail :	393.312	726	90.3438	312.062
Length  256/  6, alignment  1/ 3, found:	397.188	244.094	66.5938	280.156
Length  256/  6, alignment  0/ 9, fail :	383.75	222.25	80.0312	287.875
Length  256/  7, alignment  1/ 3, found:	416.344	227.5	112.094	256.375
Length  256/  7, alignment  0/ 9, fail :	422.406	221.406	95.8125	244.781
Length  256/  8, alignment  1/ 3, found:	408.156	206.719	100.062	230.281
Length  256/  8, alignment  0/ 9, fail :	401.781	175.219	98.2188	238.906
Length  256/  9, alignment  1/ 3, found:	382.375	181.469	84.9688	260.656
Length  256/  9, alignment  0/ 9, fail :	386.938	188.062	88.0312	219.625
Length  256/ 10, alignment  1/ 3, found:	389.656	201.562	91.375	244.094
Length  256/ 10, alignment  0/ 9, fail :	382.5	176.719	79.3438	213.688
Length  256/ 11, alignment  1/ 3, found:	450.406	206.531	80.8125	239.406
Length  256/ 11, alignment  0/ 9, fail :	409.094	166.969	76.0312	228.25
Length  256/ 12, alignment  1/ 3, found:	531.344	226.531	94.5312	225.219
Length  256/ 12, alignment  0/ 9, fail :	389.906	173.25	85.125	214.375
Length  256/ 13, alignment  1/ 3, found:	413.062	339.531	79.6562	212.031
Length  256/ 13, alignment  0/ 9, fail :	403.625	321.469	70.7188	209.188
Length  256/ 14, alignment  1/ 3, found:	446.312	261.344	80.6875	191.375
Length  256/ 14, alignment  0/ 9, fail :	428.812	247.125	71.9375	185.625
Length  256/ 15, alignment  1/ 3, found:	382.75	268.688	84.1562	188.969
Length  256/ 15, alignment  0/ 9, fail :	369.688	238.969	71.6875	194.031
Length  256/ 16, alignment  1/ 3, found:	355.312	56.9688	80.7188	66.4375
Length  256/ 16, alignment  0/ 9, fail :	341.938	42.625	70.0625	39.1562
Length  256/ 16, alignment  1/11, found:	346.625	61.75	81.3438	63.875
Length  256/ 16, alignment 14/ 5, fail :	342.062	36.9375	71.9688	37
Length  256/ 32, alignment  1/11, found:	412.781	861.219	119.5	267.812
Length  256/ 32, alignment 14/ 5, fail :	377.938	650.281	72.4375	243.656
Length  256/ 64, alignment  1/11, found:	425.344	1124.78	200.844	340.906
Length  256/ 64, alignment 14/ 5, fail :	412.719	1135.62	99.375	314.688
Length  256/128, alignment  1/11, found:	404.438	1685.22	240.844	504.969
Length  256/128, alignment 14/ 5, fail :	429.562	1432.06	69.5625	471.281
Length  256/256, alignment  1/11, found:	351.75	81.5625	355.625	89.375
Length  256/256, alignment 14/ 5, fail :	406.875	73.5625	83.4375	67.0312
Length  512/ 16, alignment  1/11, found:	744.188	1167.75	123.375	302
Length  512/ 16, alignment 14/ 5, fail :	745.219	1088.16	102.531	266.156
Length  512/ 32, alignment  1/11, found:	802.688	1039.22	196.375	297.312
Length  512/ 32, alignment 14/ 5, fail :	801.844	977.312	135.938	276.281
Length  512/ 64, alignment  1/11, found:	917.969	1255.38	244.781	348.25
Length  512/ 64, alignment 14/ 5, fail :	826.188	1099.81	139.094	338.25
Length  512/128, alignment  1/11, found:	865.625	1715.62	273.5	515.812
Length  512/128, alignment 14/ 5, fail :	789.125	1506.03	124.781	479.188
Length  512/256, alignment  1/11, found:	816.75	2954.53	445.594	876.375
Length  512/256, alignment 14/ 5, fail :	801.688	2437.97	179.938	828.281
Length 1024/ 16, alignment  1/11, found:	1641.38	3003.59	308.656	445.969
Length 1024/ 16, alignment 14/ 5, fail :	1526.53	2911.72	283.438	412.844
Length 1024/ 32, alignment  1/11, found:	1681.53	1295.88	265	412.094
Length 1024/ 32, alignment 14/ 5, fail :	1587.69	1216.16	234.344	381.219
Length 1024/ 64, alignment  1/11, found:	1605.69	1555.31	430.969	424.062
Length 1024/ 64, alignment 14/ 5, fail :	1553.47	1411.97	367.906	401.438
Length 1024/128, alignment  1/11, found:	1699.59	2113.72	389.188	564.656
Length 1024/128, alignment 14/ 5, fail :	1513.16	1830.69	211.062	536.688
Length 1024/256, alignment  1/11, found:	1782.22	2994.97	542.562	922.375
Length 1024/256, alignment 14/ 5, fail :	1709.78	2502.41	239	894.375
Length 2048/ 16, alignment  1/11, found:	3242.56	6055.84	442.312	761.812
Length 2048/ 16, alignment 14/ 5, fail :	3213.22	5827.66	348.188	623.094
Length 2048/ 32, alignment  1/11, found:	3373.41	1754.41	484.125	588.375
Length 2048/ 32, alignment 14/ 5, fail :	3200.16	1440.81	315.125	488.531
Length 2048/ 64, alignment  1/11, found:	3160.28	1681.28	436.406	594.75
Length 2048/ 64, alignment 14/ 5, fail :	3105.41	1632.56	369.875	537.188
Length 2048/128, alignment  1/11, found:	3336.78	2520.66	859.469	702.875
Length 2048/128, alignment 14/ 5, fail :	3160.97	2306.34	683.031	667.656
Length 2048/256, alignment  1/11, found:	3391.16	2457.72	563.156	642.844
Length 2048/256, alignment 14/ 5, fail :	2160.94	2120.88	390.094	608
Length 4096/ 16, alignment  1/11, found:	4251.88	12279.5	739.844	990.875
Length 4096/ 16, alignment 14/ 5, fail :	4310.62	12107.2	670.875	931.312
Length 4096/ 32, alignment  1/11, found:	4737.47	2983.38	743.062	864.344
Length 4096/ 32, alignment 14/ 5, fail :	5034.97	2700.34	663.969	882.281
Length 4096/ 64, alignment  1/11, found:	4924.44	2258.19	701.812	612.312
Length 4096/ 64, alignment 14/ 5, fail :	3862.78	2128.41	643.125	572.594
Length 4096/128, alignment  1/11, found:	4071.41	2061.81	744.312	524.906
Length 4096/128, alignment 14/ 5, fail :	7173.94	2385.41	830.625	702.25
Length 4096/256, alignment  1/11, found:	6533.62	3803.09	1393.53	1261.66
Length 4096/256, alignment 14/ 5, fail :	6452.81	2820.62	972	940.25
Length 8192/ 16, alignment  1/11, found:	7889.25	25501.3	1245.38	1511.66
Length 8192/ 16, alignment 14/ 5, fail :	7435.09	24475.8	1141	1359.81
Length 8192/ 32, alignment  1/11, found:	7537.5	5121.97	952.562	1145.06
Length 8192/ 32, alignment 14/ 5, fail :	6590.59	4525.12	925.844	1097.16
Length 8192/ 64, alignment  1/11, found:	7828.31	3321.94	1429.62	875.25
Length 8192/ 64, alignment 14/ 5, fail :	6602.31	2917.78	1270.47	833.094
Length 8192/128, alignment  1/11, found:	9414.03	3860.91	1371.78	1019.78
Length 8192/128, alignment 14/ 5, fail :	9307.34	3528.03	1506.12	1042.59
Length 8192/256, alignment  1/11, found:	8607.81	4369.28	2316.81	1501.56
Length 8192/256, alignment 14/ 5, fail :	7430.97	3685.72	1868.09	1333.59
Length 16384/ 16, alignment  1/11, found:	18487.7	1725.44	2174.03	2916.19
Length 16384/ 16, alignment 14/ 5, fail :	18348.5	1684.44	2238.53	2874.25
Length 16384/ 32, alignment  1/11, found:	11933	8403	1815.69	2324.28
Length 16384/ 32, alignment 14/ 5, fail :	12297.7	7922.97	1839.69	2239.69
Length 16384/ 64, alignment  1/11, found:	14647	6334.34	2791.38	2248.69
Length 16384/ 64, alignment 14/ 5, fail :	13927.3	5947.34	2633.31	2154.72
Length 16384/128, alignment  1/11, found:	16504.4	5480.59	2694.66	2260.97
Length 16384/128, alignment 14/ 5, fail :	16642.2	5750.97	2925	2387.75
Length 16384/256, alignment  1/11, found:	15203.5	5810.22	3682.44	2364.25
Length 16384/256, alignment 14/ 5, fail :	13888.9	5344.19	3416.38	7583
Length 32768/ 16, alignment  1/11, found:	28432.5	98225.3	7621.84	7124.91
Length 32768/ 16, alignment 14/ 5, fail :	27911.2	94786.1	7162.5	7229.03
Length 32768/ 32, alignment  1/11, found:	25541.1	18815.2	4206.94	5311.31
Length 32768/ 32, alignment 14/ 5, fail :	25207	18419.3	4229.12	5259.38
Length 32768/ 64, alignment  1/11, found:	27514.6	15652.3	6487.56	3510.97
Length 32768/ 64, alignment 14/ 5, fail :	25705.4	14772.4	6498.38	3399.66
Length 32768/128, alignment  1/11, found:	29295.1	16146.8	5640.56	4351.56
Length 32768/128, alignment 14/ 5, fail :	29030.3	15603.7	5551.5	4259.09
Length 32768/256, alignment  1/11, found:	31554.3	12805.5	7666.12	3875.22
Length 32768/256, alignment 14/ 5, fail :	27717.9	11862.1	7477.19	3723.38
Length 65536/ 16, alignment  1/11, found:	54085.4	193923	6990.28	15139.7
Length 65536/ 16, alignment 14/ 5, fail :	54083.2	193232	6891.41	14227.9
Length 65536/ 32, alignment  1/11, found:	52418.8	37146.2	7030.94	7636.75
Length 65536/ 32, alignment 14/ 5, fail :	51440.9	35476.2	7022.88	7630.84
Length 65536/ 64, alignment  1/11, found:	55117	31080.8	12047.1	7456.84
Length 65536/ 64, alignment 14/ 5, fail :	53234.3	31150.9	12740.8	7660.28
Length 65536/128, alignment  1/11, found:	55648.5	18931	12753.3	7305.38
Length 65536/128, alignment 14/ 5, fail :	52872	17485.3	12570.6	7139.53
Length 65536/256, alignment  1/11, found:	78063.8	16331.3	18764.3	5375.12
Length 65536/256, alignment 14/ 5, fail :	79997.5	15863	18273.5	5275.88
Length 65536/ 64, complex needle 1:	1.79437e+06	29922.4	553465	550923
Length 65536/ 64, complex needle 2:	2.2547e+06	172460	643434	640849
Length 65536/ 64, complex needle 3:	644020	1.0161e+06	275071	11757.4
Length 65536/256, complex needle 1:	4.93225e+06	20134.1	657250	648267
Length 65536/256, complex needle 2:	6.92911e+06	158248	673420	661495
Length 65536/256, complex needle 3:	637403	1.01229e+06	278785	4494.19
Length 65536/1024, complex needle 1:	2.09028e+07	11444.4	113504	12357
Length 65536/1024, complex needle 2:	2.29994e+07	152717	199427	153586
Length 65536/1024, complex needle 3:	619931	984273	260918	974595
