                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   64/  1, alignment  1/ 3, found:	79	27.5	348.969	128.781
Length   64/  1, alignment  0/ 9, fail :	78.0938	15.125	20.1875	14.0625
Length   64/  2, alignment  1/ 3, found:	82.9375	273.219	19.4688	65.5938
Length   64/  2, alignment  0/ 9, fail :	81.875	49.3125	28.0312	55.9062
Length   64/  3, alignment  1/ 3, found:	64.125	101.188	18.6875	129.031
Length   64/  3, alignment  0/ 9, fail :	58.0312	79.1562	27.0312	120.031
Length   64/  4, alignment  1/ 3, found:	63.5312	122.75	18.125	106.156
Length   64/  4, alignment  0/ 9, fail :	60.0625	118.531	25.1562	90.5625
Length   64/  5, alignment  1/ 3, found:	64.5938	132.688	18.6875	97.0312
Length   64/  5, alignment  0/ 9, fail :	59.75	110.781	25.0312	97.8438
Length   64/  6, alignment  1/ 3, found:	72.0625	243.156	28	100.25
Length   64/  6, alignment  0/ 9, fail :	60.5312	225.75	30.6562	88.5938
Length   64/  7, alignment  1/ 3, found:	70.9062	226.375	25.5312	81.0938
Length   64/  7, alignment  0/ 9, fail :	66.9375	215.5	32.625	78.625
Length   64/  8, alignment  1/ 3, found:	65.2812	179	23.5	79.4688
Length   64/  8, alignment  0/ 9, fail :	67.0625	189.469	28.9375	75.6562
Length   64/  9, alignment  1/ 3, found:	84.2188	110	26.4375	84.75
Length   64/  9, alignment  0/ 9, fail :	77.125	91.875	22.875	85.3438
Length   64/ 10, alignment  1/ 3, found:	71.5625	23.625	21.6562	25.1562
Length   64/ 10, alignment  0/ 9, fail :	70.8438	13.5625	23	14.125
Length   64/ 11, alignment  1/ 3, found:	65	128	22.875	86.25
Length   64/ 11, alignment  0/ 9, fail :	61.8438	104.031	23.2188	84.5312
Length   64/ 12, alignment  1/ 3, found:	77.875	139.156	23.4062	93.0625
Length   64/ 12, alignment  0/ 9, fail :	66.9688	109.438	23.375	87.9062
Length   64/ 13, alignment  1/ 3, found:	63.9375	184.594	23.3125	111.969
Length   64/ 13, alignment  0/ 9, fail :	58	178.562	23.3125	102.031
Length   64/ 14, alignment  1/ 3, found:	76.9688	190.594	24.4062	102.719
Length   64/ 14, alignment  0/ 9, fail :	71.4688	195.75	23	93.5312
Length   64/ 15, alignment  1/ 3, found:	59.375	226.938	24.2188	93.2812
Length   64/ 15, alignment  0/ 9, fail :	57.4062	230.969	22.8125	84.9062
Length   64/ 16, alignment  1/ 3, found:	59.9062	232.375	24.7812	86.3125
Length   64/ 16, alignment  0/ 9, fail :	62.6562	219.375	26.75	83.5938
Length   96/  1, alignment  1/ 3, found:	91.4375	20.0312	21.0312	17.6562
Length   96/  1, alignment  0/ 9, fail :	90.5625	16.9062	17.2188	15.0938
Length   96/  2, alignment  1/ 3, found:	90.6875	196.562	28.1562	153.281
Length   96/  2, alignment  0/ 9, fail :	81.625	176.156	22.3125	139.156
Length   96/  3, alignment  1/ 3, found:	88.0938	96.5	33	157.531
Length   96/  3, alignment  0/ 9, fail :	85.3438	79.1562	28.1875	148.406
Length   96/  4, alignment  1/ 3, found:	209.562	96.4375	26.3438	141.188
Length   96/  4, alignment  0/ 9, fail :	78.5	78.4688	24.375	123.562
Length   96/  5, alignment  1/ 3, found:	84.2188	202.594	34.1562	104.25
Length   96/  5, alignment  0/ 9, fail :	77.6875	189.219	28.6562	97.9062
Length   96/  6, alignment  1/ 3, found:	111.469	312.656	28.5938	100.531
Length   96/  6, alignment  0/ 9, fail :	106.469	315.969	23.9062	93.0312
Length   96/  7, alignment  1/ 3, found:	80.4688	298.719	29.3438	94.6562
Length   96/  7, alignment  0/ 9, fail :	78.4688	257.969	23.375	86.6875
Length   96/  8, alignment  1/ 3, found:	97.2812	27.0625	30.4062	28.4688
Length   96/  8, alignment  0/ 9, fail :	92.9688	15.5938	24	17.5
Length   96/  9, alignment  1/ 3, found:	120.656	119.562	36.5625	91.5625
Length   96/  9, alignment  0/ 9, fail :	131.781	98.8125	29.1562	89.9375
Length   96/ 10, alignment  1/ 3, found:	82.5312	245.438	33.0625	109.188
Length   96/ 10, alignment  0/ 9, fail :	87.75	259.062	23.9688	102.219
Length   96/ 11, alignment  1/ 3, found:	99.375	292.969	38.2812	97.0938
Length   96/ 11, alignment  0/ 9, fail :	92.2812	291.438	27.1875	87.7188
Length   96/ 12, alignment  1/ 3, found:	81.6875	288.406	35.3438	88.5938
Length   96/ 12, alignment  0/ 9, fail :	97.125	294.469	25.2188	85.9062
Length   96/ 13, alignment  1/ 3, found:	93.9375	24.7188	35.875	25.4062
Length   96/ 13, alignment  0/ 9, fail :	92.125	16.4375	23.625	16.5938
Length   96/ 14, alignment  1/ 3, found:	86.3125	282.625	40.875	91.5
Length   96/ 14, alignment  0/ 9, fail :	78.8438	283.906	26.9375	86.25
Length   96/ 15, alignment  1/ 3, found:	92.875	156.156	38.2812	98.7188
Length   96/ 15, alignment  0/ 9, fail :	88.4688	124	23.8438	100.625
Length   96/ 16, alignment  1/ 3, found:	92.2812	23.375	37.875	24.4688
Length   96/ 16, alignment  0/ 9, fail :	91	15.1562	23.7188	14.6562
Length  128/  1, alignment  1/ 3, found:	111.281	18.25	23.375	19.2812
Length  128/  1, alignment  0/ 9, fail :	112.531	16.4688	23.5312	17.875
Length  128/  2, alignment  1/ 3, found:	126.438	101.25	31.9375	215.656
Length  128/  2, alignment  0/ 9, fail :	123.406	83.7812	31.3438	198.031
Length  128/  3, alignment  1/ 3, found:	110.625	189.531	28.1875	203.688
Length  128/  3, alignment  0/ 9, fail :	122.812	173.062	30.4062	194.75
Length  128/  4, alignment  1/ 3, found:	124.031	116.281	35.375	142.906
Length  128/  4, alignment  0/ 9, fail :	103.625	95.25	43.4062	128.062
Length  128/  5, alignment  1/ 3, found:	120.469	389.719	34.4062	137.062
Length  128/  5, alignment  0/ 9, fail :	123	396.031	39.5938	124.594
Length  128/  6, alignment  1/ 3, found:	116.656	130.531	34.9688	103.875
Length  128/  6, alignment  0/ 9, fail :	106.906	123.938	41.5	103.094
Length  128/  7, alignment  1/ 3, found:	123.062	86.5312	34.5312	82.625
Length  128/  7, alignment  0/ 9, fail :	118.875	68	39.8125	77.4375
Length  128/  8, alignment  1/ 3, found:	167	186.312	35.8438	99.625
Length  128/  8, alignment  0/ 9, fail :	161.125	163.312	28.9062	94.0312
Length  128/  9, alignment  1/ 3, found:	117.906	26.0312	32.0625	26.1875
Length  128/  9, alignment  0/ 9, fail :	111.312	22.5312	29.2188	23.125
Length  128/ 10, alignment  1/ 3, found:	122.25	278.062	38.2188	99.0312
Length  128/ 10, alignment  0/ 9, fail :	100.938	287.688	33.1875	92.7188
Length  128/ 11, alignment  1/ 3, found:	109.188	372.594	34.4062	97.2188
Length  128/ 11, alignment  0/ 9, fail :	104.312	368.938	28.3438	97.5312
Length  128/ 12, alignment  1/ 3, found:	116.875	27.125	37.4688	29.4062
Length  128/ 12, alignment  0/ 9, fail :	116.531	23.3125	29.7188	25.1562
Length  128/ 13, alignment  1/ 3, found:	113.438	360.938	35.7188	95.5625
Length  128/ 13, alignment  0/ 9, fail :	127.188	358.906	29.0312	89.3438
Length  128/ 14, alignment  1/ 3, found:	118.25	310.812	40.2812	96.8125
Length  128/ 14, alignment  0/ 9, fail :	178.625	311.688	32.125	89.9062
Length  128/ 15, alignment  1/ 3, found:	128.094	370.25	35.0938	99.9062
Length  128/ 15, alignment  0/ 9, fail :	120.062	363.312	29.3438	91.125
Length  128/ 16, alignment  1/ 3, found:	111.469	127.375	35.9688	101.062
Length  128/ 16, alignment  0/ 9, fail :	100.75	106.281	28.4062	97.7188
Length  160/  1, alignment  1/ 3, found:	134.656	26.4688	21.5	25.2812
Length  160/  1, alignment  0/ 9, fail :	131.75	22.4375	21.625	23.8438
Length  160/  2, alignment  1/ 3, found:	169.5	202.781	30.0312	164.812
Length  160/  2, alignment  0/ 9, fail :	163.938	181.625	29.9062	154.062
Length  160/  3, alignment  1/ 3, found:	150.375	124.25	45.8125	244.031
Length  160/  3, alignment  0/ 9, fail :	139.656	104.094	41.625	236.375
Length  160/  4, alignment  1/ 3, found:	154.812	244.219	54.3125	180.938
Length  160/  4, alignment  0/ 9, fail :	132.125	222.875	47.5938	168.625
Length  160/  5, alignment  1/ 3, found:	198.594	151.906	41.5625	144.344
Length  160/  5, alignment  0/ 9, fail :	135.156	131.312	37.2812	134.531
Length  160/  6, alignment  1/ 3, found:	163.531	219.812	45.0938	132.438
Length  160/  6, alignment  0/ 9, fail :	135.344	192.062	42.3438	128.062
Length  160/  7, alignment  1/ 3, found:	133.156	306.812	45.25	120.969
Length  160/  7, alignment  0/ 9, fail :	155.375	282.625	39.875	122.188
Length  160/  8, alignment  1/ 3, found:	149.094	416.531	47.5312	126.531
Length  160/  8, alignment  0/ 9, fail :	138.031	390.844	42.5938	119.625
Length  160/  9, alignment  1/ 3, found:	188.062	406.312	45.0312	118.875
Length  160/  9, alignment  0/ 9, fail :	136.438	374.938	34.8125	115.5
Length  160/ 10, alignment  1/ 3, found:	147.969	490.406	55.5938	121.281
Length  160/ 10, alignment  0/ 9, fail :	142.844	446.406	43.6562	112.656
Length  160/ 11, alignment  1/ 3, found:	148.469	441.094	42.2188	108.219
Length  160/ 11, alignment  0/ 9, fail :	171.781	398.188	29.8438	97.8438
Length  160/ 12, alignment  1/ 3, found:	165.938	357.719	40.625	102.188
Length  160/ 12, alignment  0/ 9, fail :	166.312	305.562	29.9062	96.2188
Length  160/ 13, alignment  1/ 3, found:	190.219	482.469	67.875	104.031
Length  160/ 13, alignment  0/ 9, fail :	187.75	455.406	48.7812	102.531
Length  160/ 14, alignment  1/ 3, found:	182.812	437.125	60.1875	104.5
Length  160/ 14, alignment  0/ 9, fail :	138.594	422.906	47.9688	97.3438
Length  160/ 15, alignment  1/ 3, found:	185.031	477.156	61.125	106.781
Length  160/ 15, alignment  0/ 9, fail :	180.594	457.625	45.5	106.938
Length  160/ 16, alignment  1/ 3, found:	161.594	451	65.5312	107.406
Length  160/ 16, alignment  0/ 9, fail :	150.688	421.844	47.4688	102.531
Length  192/  1, alignment  1/ 3, found:	156.062	23.5	26.5938	24.125
Length  192/  1, alignment  0/ 9, fail :	155.125	23.75	25.1562	23.0625
Length  192/  2, alignment  1/ 3, found:	154.812	35.5625	38.4688	27.5625
Length  192/  2, alignment  0/ 9, fail :	153.219	21.2188	38.5312	20.5312
Length  192/  3, alignment  1/ 3, found:	154.938	30.2812	38.5312	32.1875
Length  192/  3, alignment  0/ 9, fail :	153.031	19.7812	35.25	21.5625
Length  192/  4, alignment  1/ 3, found:	210.781	230.688	33.4062	178.062
Length  192/  4, alignment  0/ 9, fail :	181.938	204.25	33.9062	172.875
Length  192/  5, alignment  1/ 3, found:	275.188	412.844	35.9375	144.406
Length  192/  5, alignment  0/ 9, fail :	180.094	401	33.8438	130.094
Length  192/  6, alignment  1/ 3, found:	195	481.031	39.75	147.469
Length  192/  6, alignment  0/ 9, fail :	174.156	464.812	44.7188	135.75
Length  192/  7, alignment  1/ 3, found:	175.094	493.938	54.625	131.906
Length  192/  7, alignment  0/ 9, fail :	153.875	470.062	50.0625	121.719
