                       	basic_memmem	twoway_memmem	memmem
String 00000, offset 0:	9.75	58.0273	104.621
String 00000, offset 7:	17.5273	11.4453	60.4297
String 00000, offset 14:	19.1992	11.5742	55.2227
String 00000, offset 21:	23.3359	11.1211	50.9727
String 00000, offset 28:	27.6914	11.1523	45.2539
String 00000, offset 35:	48.4141	13.0195	68.25
String 00000, offset 42:	53.332	12.5547	65.8789
String 00000, offset 49:	57.1562	13.3008	60.0352
String 00000, offset 56:	61.4375	12.3906	56.0977
String 00000, offset 63:	65.4219	12.625	78.9102
String 00000, offset 70:	69.8398	14.2344	73.6797
String 00000, offset 77:	73.8555	12.5859	67.0586
String 00000, offset 84:	78.0625	12.9531	84.2578
String 00000, offset 91:	82.3633	12.5156	95.6445
String 00000, offset 98:	86.3477	13.7969	82.0078
String 00000, offset 105:	90.6875	13.1445	101.59
String 00000, offset 112:	95.0195	13.125	126.586
String 00000, offset 119:	99.043	13.0312	119.164
String 00112233, offset 0:	15.6016	11.8477	40.6992
String 00112233, offset 7:	21.0156	11.918	42.0273
String 00112233, offset 14:	28.9219	11.9609	43.6992
String 00112233, offset 21:	29.0781	11.1367	44.3711
String 00112233, offset 28:	41.168	11.8477	44.3164
String 00112233, offset 35:	56.1211	13.6016	46.5742
String 00112233, offset 42:	58.9805	13.1836	47.3125
String 00112233, offset 49:	63.1562	12.4844	49.4531
String 00112233, offset 56:	68.0469	13.0508	50.418
String 00112233, offset 63:	71.5508	12.375	51.7109
String 00112233, offset 70:	76.3672	14.1328	53.8242
String 00112233, offset 77:	81.2773	12.5234	53.6562
String 00112233, offset 84:	83.957	12.9922	57.1484
String 00112233, offset 91:	88.1289	12.9336	57.7734
String 00112233, offset 98:	92.6055	14.2305	59.3594
String 00112233, offset 105:	97.2227	13.0703	64.6797
String 00112233, offset 112:	100.73	13.6172	64.3438
String 00112233, offset 119:	105.012	13.6094	66.5352
String 0123456789, offset 0:	15.8398	11.7539	42.5938
String 0123456789, offset 7:	24.8867	11.9766	44.5469
String 0123456789, offset 14:	25.3398	11.7617	46.4336
String 0123456789, offset 21:	30.9141	11.8984	46.3828
String 0123456789, offset 28:	43.9453	11.2852	48.2148
String 0123456789, offset 35:	55.5977	12.9258	47.4453
String 0123456789, offset 42:	63.0273	12.5859	50.7109
String 0123456789, offset 49:	63.4453	12.4297	51.8867
String 0123456789, offset 56:	67.5078	12.4883	51.9531
String 0123456789, offset 63:	71.9648	12.9414	52.1445
String 0123456789, offset 70:	75.9961	12.6836	55.6211
String 0123456789, offset 77:	80.0117	12.4258	55.5195
String 0123456789, offset 84:	84.3281	12.4414	63.6523
String 0123456789, offset 91:	88.1289	12.3945	64.8398
String 0123456789, offset 98:	92.7227	13.0469	59.1016
String 0123456789, offset 105:	96.7305	13.0938	60.0586
String 0123456789, offset 112:	100.684	13.625	61.6562
String 0123456789, offset 119:	105.145	13.6055	62.3633
String 0000111100001111, offset 0:	22.7578	11.2344	50.9805
String 0000111100001111, offset 7:	31.832	12	51.7656
String 0000111100001111, offset 14:	32.2344	11.2109	71.2969
String 0000111100001111, offset 21:	37.9727	11.3203	62.4805
String 0000111100001111, offset 28:	54.7344	11.1289	66.7344
String 0000111100001111, offset 35:	65.8008	13.6719	59.6836
String 0000111100001111, offset 42:	74.7031	12.4531	63.3125
String 0000111100001111, offset 49:	73.5469	12.4688	58.8984
String 0000111100001111, offset 56:	81.8789	13.0156	63.9492
String 0000111100001111, offset 63:	79.0508	12.4023	60.9219
String 0000111100001111, offset 70:	82.9805	12.5078	71.1953
String 0000111100001111, offset 77:	87.3047	12.5469	63.8281
String 0000111100001111, offset 84:	91.4727	12.4375	65.4414
String 0000111100001111, offset 91:	98.918	12.9258	61.1172
String 0000111100001111, offset 98:	99.8828	13.0859	63.7617
String 0000111100001111, offset 105:	103.727	13.2344	59.2969
String 0000111100001111, offset 112:	107.973	13.0039	77.0391
String 0000111100001111, offset 119:	177.605	18.2812	111.547
String 00000111110000022222, offset 0:	40.6875	16.9414	67.0586
String 00000111110000022222, offset 7:	54.1328	23.5469	88.2734
String 00000111110000022222, offset 14:	63.7148	22.4297	84.3281
String 00000111110000022222, offset 21:	68.2891	11.5195	64.5547
String 00000111110000022222, offset 28:	45.8945	11.2695	59.2891
String 00000111110000022222, offset 35:	50.3438	13.2188	66.9141
String 00000111110000022222, offset 42:	54.2344	12.6328	60.8555
String 00000111110000022222, offset 49:	58.9375	12.4531	64.8438
String 00000111110000022222, offset 56:	65.2148	12.4922	81.6406
String 00000111110000022222, offset 63:	67.332	12.4609	67.0742
String 00000111110000022222, offset 70:	72.8711	12.9844	75.1133
String 00000111110000022222, offset 77:	76.9531	12.4844	94.5469
String 00000111110000022222, offset 84:	92.2969	14.3203	87.6797
String 00000111110000022222, offset 91:	97.5938	14.2656	78.9961
String 00000111110000022222, offset 98:	101.719	15.6523	86.0625
String 00000111110000022222, offset 105:	106.094	15.6289	76.1289
String 00000111110000022222, offset 112:	115.836	15.0039	92.6016
String 00000111110000022222, offset 119:	115.656	15.7148	84.6836
String 012345678901234567890, offset 0:	28.7109	11.5469	55.0117
String 012345678901234567890, offset 7:	36.8477	12.1328	59.0977
String 012345678901234567890, offset 14:	38.7891	11.3125	62.7344
String 012345678901234567890, offset 21:	43.9609	12.1094	60.7148
String 012345678901234567890, offset 28:	47.2578	11.9141	60.1523
String 012345678901234567890, offset 35:	51.0195	13.0234	64.8711
String 012345678901234567890, offset 42:	56.7227	12.625	62.9648
String 012345678901234567890, offset 49:	70.043	14.6367	71.0352
String 012345678901234567890, offset 56:	73.8086	14.2578	76.4609
String 012345678901234567890, offset 63:	78.5469	13.8633	73.9805
String 012345678901234567890, offset 70:	93.0859	12.8672	64.0898
String 012345678901234567890, offset 77:	77.5703	13.0938	69.1094
String 012345678901234567890, offset 84:	84.457	12.4375	65.4648
String 012345678901234567890, offset 91:	88.5977	12.3984	72.0664
String 012345678901234567890, offset 98:	90.6445	13.0625	69.4531
String 012345678901234567890, offset 105:	97.0078	18.3984	81.9141
String 012345678901234567890, offset 112:	99.5273	13.3789	74.2344
String 012345678901234567890, offset 119:	101.531	13.2773	74.4258
String abc0, offset 0:	9.07031	13.0938	36.3398
String abc0, offset 7:	16.2695	11.2852	42.0547
String abc0, offset 14:	18.9805	12.957	41.8789
String abc0, offset 21:	28.1758	12.9336	50.5508
String abc0, offset 28:	32.7695	13.4609	56.6992
String abc0, offset 35:	35.9922	30.2617	52.4844
String abc0, offset 42:	44.5312	12.6094	52.6992
String abc0, offset 49:	56.0078	13.5938	56.5703
String abc0, offset 56:	60.3047	13.0703	59.3203
String abc0, offset 63:	64.3672	12.9141	84.8008
String abc0, offset 70:	68.6523	15.8164	75.0586
String abc0, offset 77:	83.3164	14.9844	77.6211
String abc0, offset 84:	93.5469	12.3672	69.0234
String abc0, offset 91:	93.1758	14.3281	95.4961
String abc0, offset 98:	109.824	13.0938	109.848
