                       	basic_memmem	twoway_memmem	memmem
String abc0, offset 105:	89.3398	13.1406	140.102
String abc0, offset 112:	107.426	16.2695	147.695
String abc0, offset 119:	120.027	14.9141	135
String aaaa0, offset 0:	10.8672	12.8398	45.5156
String aaaa0, offset 7:	33.625	11.8711	44.2383
String aaaa0, offset 14:	19.1055	12.9375	68.5625
String aaaa0, offset 21:	28.0234	12.8242	50.2617
String aaaa0, offset 28:	31.8242	12.8789	52.2148
String aaaa0, offset 35:	48.5703	12.9258	55.8672
String aaaa0, offset 42:	53.1016	27.8359	62.7188
String aaaa0, offset 49:	66.0117	14.9727	62.4023
String aaaa0, offset 56:	70.6641	28.9219	54.3359
String aaaa0, offset 63:	65.6328	12.3867	61.9492
String aaaa0, offset 70:	69.7969	12.8789	62.0273
String aaaa0, offset 77:	74.1016	12.4844	62.2422
String aaaa0, offset 84:	78.1953	13.0273	85.2539
String aaaa0, offset 91:	94.1797	14.1797	89.7852
String aaaa0, offset 98:	99.2656	14.9297	82.3945
String aaaa0, offset 105:	104.23	15.0273	83.1289
String aaaa0, offset 112:	108.645	15.6992	82.6055
String aaaa0, offset 119:	113.305	15.6289	121.746
String abcabc0, offset 0:	16.1875	12.7852	46.2344
String abcabc0, offset 7:	25.7656	13.7422	50.457
String abcabc0, offset 14:	28.9375	13.0703	50.2891
String abcabc0, offset 21:	37.7617	13.9023	50.9375
String abcabc0, offset 28:	46.5117	13.4414	55.25
String abcabc0, offset 35:	58.7734	14.875	57.3164
String abcabc0, offset 42:	64.8008	14.4727	54.7656
String abcabc0, offset 49:	71.043	14.3828	59.9531
String abcabc0, offset 56:	73.3398	14.9141	65.7227
String abcabc0, offset 63:	80.8438	14.2266	66.7344
String abcabc0, offset 70:	85.1211	14.8672	71.8125
String abcabc0, offset 77:	90.2188	14.3516	66.6055
String abcabc0, offset 84:	95.0586	14.2227	64.9453
String abcabc0, offset 91:	99.5195	14.8516	75.375
String abcabc0, offset 98:	104.457	15.6094	77.1094
String abcabc0, offset 105:	110.973	15.668	77.957
String abcabc0, offset 112:	145.516	24.207	103.492
String abcabc0, offset 119:	119.672	16.3984	84.8438
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	2596.48	195.75	353.602
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	106732	44064.8	6927.71
String 6, offset 163838:	100171	3774.91	3558.78
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	1058.85	187.242	146.641
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	948.566	532.516	152.105
String 9, offset 163838:	102470	3831.71	3599.17
String 7, offset 807:	530.574	24.918	23.2188
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	21892.8	665.156	1541.36
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2534.68	1262.2	274.754
String 4, offset 163838:	102159	3757.6	3640.43
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	159.355	15.4531	77.5859
String WVU[0AH07J, offset 1381:	1088.73	100.398	322.621
String 0UYV, offset 49301:	30890.6	1286.05	25115.1
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	837.805	429.355	145.617
String 6, offset 163838:	102663	3718.65	3558.9
String 8, offset 163838:	102259	3724.86	3716.06
String 7BE4[2UF5MDRT1T, offset 7449:	4592.86	153.883	957.832
String DXW@APO2AZ, offset 147:	124.266	116.469	69.1445
String QM3J@OE3PY413DBMG, offset 3775:	3615.88	187.941	451.223
String FBD9RJ, offset 4458:	4800.17	2151.79	1440.08
String QXVG<8VKH, offset 91649:	117536	2182.5	19063.7
String 1, offset 2166:	1349.28	44.1211	43.8906
String 51TN, offset 9384:	6002.61	200.332	4811.43
String SLU8@<77JUVP6, offset 11601:	13824.1	423.328	1704.04
String 0, offset 163838:	102507	3713.76	3642.86
String 4, offset 163838:	101793	3683.36	3650.77
String BT98HTDMY[, offset 1755:	1836.35	662.34	358.262
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	665.352	360.898	137.93
String JRN3MYMI2TIZN[N9?, offset 2735:	2355.23	1253.06	380.777
String Y6, offset 18239:	21671.4	545.105	26189.6
String E=<X7S5<FAOI4, offset 2503:	2139.36	115.457	369.738
String 52BS3CUPU3KU@W2, offset 11268:	7018.39	221.043	1374.97
String Z6, offset 22605:	28323	730.469	32663.2
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	630.602	600.965	102.926
String 2, offset 611:	408.105	22.4336	20.6211
String 6[GPB, offset 41469:	25751.4	944.645	16167.9
String DCZCEDI2, offset 3838:	3076.75	159.215	891.137
String F2LVAHH5, offset 59813:	76386	32356.1	14506.2
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1555.57	54.6758	257.488
String AYESVW[9AU9O, offset 43093:	55128.2	1062.09	6511.97
String N1PJ@V0, offset 1961:	1744.08	83.2969	614.734
String JAPZ@SHK7, offset 5306:	5784.27	184.402	1104.21
String Y>WH@OQ7<<KG, offset 5489:	5951.35	162.098	840.34
String 8YK9Y4AX, offset 3077:	1958.54	85.8789	691.836
String >Y9, offset 841:	778.824	54.0312	625.07
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7764.8	3315.72	611.168
String 5, offset 163838:	102081	3835.6	3649.75
String 0, offset 163838:	101645	3846.91	3571.54
String BO>@>1HVD9K=P4B, offset 1113:	898.465	659.414	198.02
String X2R, offset 5662:	5639.03	163.016	4189.49
String AS7947JGV@, offset 84947:	110713	45206.9	17581.3
String N3USCOC@WE, offset 1455:	1200.39	973.992	351.934
String 5, offset 163838:	102626	3817.51	3652.3
String F0MWMCH, offset 119294:	155189	71261.7	33610.1
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	10958.1	5048.58	868.773
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	61026.9	1067.64	3897.55
String 1, offset 163838:	101582	3778.34	3570.69
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	779.75	35.0312	136.969
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44861.5	1792.5	7729.73
String 39UVL, offset 1426:	919.93	39.3203	677.43
String 8=Y, offset 4750:	2992.94	113.449	3461.81
String VGHAHB4GFVQ>1LQ, offset 220:	211.934	103.371	75.1562
String <PFR0P=8FD5K, offset 1049:	828.109	100.383	202.707
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3753.71	2044.29	400.484
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66558.5	1465.83	5749.78
String 5, offset 45105:	28104.5	1028.52	801.387
String KDJ>=PADGH6RTYG?YF, offset 90440:	116722	51185.8	10753
String KNN==39, offset 1989:	1819.17	92.082	678.82
String 0, offset 163838:	102129	3831.58	3652.13
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33559.5	14078.3	2070.6
String 2, offset 163838:	102629	3843.51	3652.72
String V5, offset 134:	108.676	41.418	220.164
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	199827	97880.3	14601
String >DNAI<7R2=7KS, offset 80494:	103060	35258.7	12898.8
String FZ52=G=Y4?WC[9E, offset 612:	509.328	242.383	145.992
String 1, offset 163838:	102839	3803.19	3637.75
String GW0J=5640F1GEP, offset 14142:	16319	523.461	1835.77
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106259	2117.2	8156.34
String @OKI?1[IIPRCZ9XH, offset 284:	239.055	114.41	81.832
String 1Z0, offset 5676:	3575.89	132.59	4246.12
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	18021.5	500.758	1085.01
String R<58, offset 303:	288.102	53.1445	183.34
String 1>QG79OA55IUOD<9?1?K, offset 138567:	85929	3276.21	16601.9
String 804S@ERR@FE@L, offset 58219:	36607.7	1494.44	8715.09
String Z8, offset 20884:	26698.7	600.656	29877.9
String 1, offset 163838:	101899	3816.14	3654.94
String G=9, offset 192:	177.082	44.5898	170.371
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	188405	91343.8	14447.7
String 4, offset 163838:	102661	3836.05	3678.2
String K37<GE0P=EAC[U5, offset 97404:	126286	54175.7	14253.2
String DC9Y7?ZDXW@AP6V8Z, offset 140:	151.094	99.8633	69.168
String 9, offset 163838:	102130	3829.33	3652.54
String OY2BY64YX@1BIE=5C39G5, offset 160474:	207644	3780.18	18044.7
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22286.4	633.504	1511.61
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	29702.5	754.309	2268.21
String G8K>X?PEKV[6CRO99[21, offset 454:	361.418	124.789	99.7969
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1370.39	143.805	204.562
String 14C7=EOB, offset 940:	624.316	32.1133	239.625
String 2[E, offset 574:	385.176	26.0859	430.191
String 6INY>8, offset 7757:	4876.08	160.582	2335.98
