                       	basic_memmem	twoway_memmem	memmem
String 0000111100001111, offset 49:	70.4023	13.207	55.0352
String 0000111100001111, offset 56:	74.7422	12.4414	60.4531
String 0000111100001111, offset 63:	78.6953	12.3945	57.8242
String 0000111100001111, offset 70:	83.0352	13.0273	70.625
String 0000111100001111, offset 77:	87.2891	14.0391	62.7188
String 0000111100001111, offset 84:	91.1055	12.5312	64.7305
String 0000111100001111, offset 91:	95.6289	13.1484	60.4688
String 0000111100001111, offset 98:	99.6055	13.6602	62.7656
String 0000111100001111, offset 105:	103.836	12.9922	59.1367
String 0000111100001111, offset 112:	108.172	13.1289	61.2695
String 0000111100001111, offset 119:	112.035	14.9258	93.8945
String 00000111110000022222, offset 0:	31.6289	13.6875	64.043
String 00000111110000022222, offset 7:	40.2773	13.0703	85.7031
String 00000111110000022222, offset 14:	37.3984	11.9609	55.1172
String 00000111110000022222, offset 21:	42.8984	11.5195	61.1875
String 00000111110000022222, offset 28:	45.8555	11.1055	56.8789
String 00000111110000022222, offset 35:	51.6055	13.0938	62.7734
String 00000111110000022222, offset 42:	55.9297	12.5234	59.4062
String 00000111110000022222, offset 49:	59.8047	12.4688	63.2109
String 00000111110000022222, offset 56:	64.1875	12.5156	76.2891
String 00000111110000022222, offset 63:	68.3242	12.3945	70.457
String 00000111110000022222, offset 70:	73.4609	12.4766	72.2148
String 00000111110000022222, offset 77:	78.8242	12.5234	67.1953
String 00000111110000022222, offset 84:	81.6719	12.5234	77.1992
String 00000111110000022222, offset 91:	87.1406	12.4688	68.3438
String 00000111110000022222, offset 98:	90.3477	13.1641	74.5273
String 00000111110000022222, offset 105:	94.8867	13.6172	93.4336
String 00000111110000022222, offset 112:	113.012	14.9922	86.9336
String 00000111110000022222, offset 119:	122.465	15.543	77.9062
String 012345678901234567890, offset 0:	34.3828	13.0508	64.3125
String 012345678901234567890, offset 7:	57.2422	12.8008	66.2852
String 012345678901234567890, offset 14:	45.9258	12.8164	70.793
String 012345678901234567890, offset 21:	51.3047	12.7109	67.7578
String 012345678901234567890, offset 28:	55.6211	12.9375	66.4492
String 012345678901234567890, offset 35:	60.3281	29.6953	62.5508
String 012345678901234567890, offset 42:	56.5781	12.5312	61.1992
String 012345678901234567890, offset 49:	61.2539	12.3984	63.1523
String 012345678901234567890, offset 56:	65.4883	12.4492	64.3359
String 012345678901234567890, offset 63:	69.4531	12.0625	63.2109
String 012345678901234567890, offset 70:	75.2891	12.9023	64.082
String 012345678901234567890, offset 77:	79.2969	12.4258	68.3008
String 012345678901234567890, offset 84:	83.8359	12.4453	65.9258
String 012345678901234567890, offset 91:	121.348	24.5078	99.5742
String 012345678901234567890, offset 98:	143.801	18.1875	73.332
String 012345678901234567890, offset 105:	148.543	18.043	70.9258
String 012345678901234567890, offset 112:	151.988	18.4492	81.5234
String 012345678901234567890, offset 119:	179	19.0273	88.9766
String abc0, offset 0:	8.35938	11.3516	35.3281
String abc0, offset 7:	15.9297	11.4609	39.25
String abc0, offset 14:	18.957	11.4531	42.25
String abc0, offset 21:	35.5742	11.4922	44.3672
String abc0, offset 28:	27.0195	11.3516	49.1016
String abc0, offset 35:	46.8125	12.9062	52.6055
String abc0, offset 42:	52.5312	12.8125	53.4805
String abc0, offset 49:	56.4609	12.4766	56.0352
String abc0, offset 56:	60.3594	12.5312	58.9961
String abc0, offset 63:	64.8516	12.3828	81.668
String abc0, offset 70:	68.7617	13.7188	64.9922
String abc0, offset 77:	73.1094	13.1484	69.0391
String abc0, offset 84:	77.5547	13.2305	69.5547
String abc0, offset 91:	101.57	14.3438	96.9023
String abc0, offset 98:	98.2656	15	99.0898
String abc0, offset 105:	103.234	14.9492	124.352
String abc0, offset 112:	107.559	14.9062	134.695
String abc0, offset 119:	112.359	14.9141	132.797
String aaaa0, offset 0:	10.9062	13.3477	42.4492
String aaaa0, offset 7:	19.8711	13.5898	49.5781
String aaaa0, offset 14:	22.1328	12.9141	50.1328
String aaaa0, offset 21:	23.7773	11.3125	51.1289
String aaaa0, offset 28:	31.4805	12.7852	52.5
String aaaa0, offset 35:	55.7266	14.5742	61.4062
String aaaa0, offset 42:	60.832	15.2344	60.8828
String aaaa0, offset 49:	65.7773	14.4492	60.9492
String aaaa0, offset 56:	70.2617	15.0352	64.6836
String aaaa0, offset 63:	75.3125	14.3125	71.5508
String aaaa0, offset 70:	80	15.0117	73.2461
String aaaa0, offset 77:	84.707	15.0586	70.7188
String aaaa0, offset 84:	89.75	14.3711	71.9062
String aaaa0, offset 91:	94.4492	14.2734	112.258
String aaaa0, offset 98:	99.1055	15.7227	85.8008
String aaaa0, offset 105:	104.051	14.957	82.6016
String aaaa0, offset 112:	112.184	15.1133	107.828
String aaaa0, offset 119:	149.516	21.3008	144.898
String abcabc0, offset 0:	22.0039	18.5742	56.5703
String abcabc0, offset 7:	33.8789	17.8398	66.1016
String abcabc0, offset 14:	43.5	22.0273	72.0625
String abcabc0, offset 21:	52.2461	20.8008	66.8359
String abcabc0, offset 28:	63.457	21.1094	63.8984
String abcabc0, offset 35:	59.5195	15.8828	56.7852
String abcabc0, offset 42:	63.7305	14.5664	60.2773
String abcabc0, offset 49:	68.4922	14.4453	60.4297
String abcabc0, offset 56:	73.0078	14.4453	60.7305
String abcabc0, offset 63:	78.1914	14.1953	62.1953
String abcabc0, offset 70:	83.0742	14.8828	64.375
String abcabc0, offset 77:	87.582	15.3906	65.8477
String abcabc0, offset 84:	92.5938	14.1875	66.4766
String abcabc0, offset 91:	97.2852	14.8516	74.6133
String abcabc0, offset 98:	102.039	15.0117	99.2422
String abcabc0, offset 105:	138.512	14.8906	85.2461
String abcabc0, offset 112:	97.5859	13.6055	72.9688
String abcabc0, offset 119:	102.141	14.2109	73
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	2358.04	166.316	308.457
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	100403	43832.2	7012.68
String 6, offset 163838:	100933	3714.63	3608.97
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	1003.43	168.398	170.324
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	857.434	477.699	134.91
String 9, offset 163838:	102270	3757.73	3650.89
String 7, offset 807:	530.598	23.4922	21.4648
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	21705.9	676.074	1245.55
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2566.58	1280.53	278.742
String 4, offset 163838:	101926	3777.33	3593.61
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	158.492	15.2734	77.5156
String WVU[0AH07J, offset 1381:	1102.35	99.6367	324.945
String 0UYV, offset 49301:	31029.8	1105.01	25261.8
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	746.699	386.688	185.621
String 6, offset 163838:	102609	3667.37	3570.52
String 8, offset 163838:	101343	3786.24	3557.74
String 7BE4[2UF5MDRT1T, offset 7449:	4624.6	163.566	993.965
String DXW@APO2AZ, offset 147:	129.312	122.293	72.1602
String QM3J@OE3PY413DBMG, offset 3775:	3552.21	191.887	460.25
String FBD9RJ, offset 4458:	4621.28	2178.92	1441.64
String QXVG<8VKH, offset 91649:	117698	2176.42	19287.3
String 1, offset 2166:	1379.2	44	41.418
String 51TN, offset 9384:	6040.36	197.43	4776.89
String SLU8@<77JUVP6, offset 11601:	13400	429.637	1795.91
String 0, offset 163838:	102138	3754.66	3560.65
String 4, offset 163838:	101597	3786.91	3574.68
String BT98HTDMY[, offset 1755:	1569.14	625.41	343.141
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	631.129	336.328	135.02
String JRN3MYMI2TIZN[N9?, offset 2735:	2509.91	1249.16	388.676
String Y6, offset 18239:	22054.5	533	26290.6
String E=<X7S5<FAOI4, offset 2503:	2342.67	114.539	374.371
String 52BS3CUPU3KU@W2, offset 11268:	6927.79	217.047	1342.89
String Z6, offset 22605:	28504.1	661.777	32068.1
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	624.938	578.129	104.52
String 2, offset 611:	399.535	20.8047	18.3984
String 6[GPB, offset 41469:	25368.4	837.457	16411.8
String DCZCEDI2, offset 3838:	3082.04	154.934	872.078
String F2LVAHH5, offset 59813:	76243.3	31847.8	14399.4
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1549.76	52.3516	256.305
String AYESVW[9AU9O, offset 43093:	55236.5	1138.23	6544.4
String N1PJ@V0, offset 1961:	1863.11	82.3398	605.48
String JAPZ@SHK7, offset 5306:	5376.88	179.402	1091.06
String Y>WH@OQ7<<KG, offset 5489:	5570.46	159.926	844.102
String 8YK9Y4AX, offset 3077:	1958.68	86.0078	683.289
String >Y9, offset 841:	730.207	52.0312	624.191
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7624.95	3337.5	608.668
String 5, offset 163838:	102117	3805.88	3632.61
String 0, offset 163838:	101673	3790.54	3578.33
String BO>@>1HVD9K=P4B, offset 1113:	872.648	650.859	196.441
String X2R, offset 5662:	5706.75	168.227	4184.19
String AS7947JGV@, offset 84947:	110553	48128.7	17520
String N3USCOC@WE, offset 1455:	1243.01	965.246	355.137
String 5, offset 163838:	102509	3773.96	3615.31
String F0MWMCH, offset 119294:	156042	69269.4	33932
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	10970.2	5031.12	865.133
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60289.4	1083.3	3863.46
String 1, offset 163838:	101803	3815.4	3636.36
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	798.184	33.8477	140.148
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44848.9	1729.35	7714.02
String 39UVL, offset 1426:	920.246	38.0469	566.73
String 8=Y, offset 4750:	2992.77	111.41	3450.69
String VGHAHB4GFVQ>1LQ, offset 220:	207.016	100.027	74.8867
String <PFR0P=8FD5K, offset 1049:	923.711	99.8672	206.344
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3830.38	2037.23	398.5
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66964.3	1469.05	5677.2
String 5, offset 45105:	27708.6	984.645	809.676
String KDJ>=PADGH6RTYG?YF, offset 90440:	116920	52047	10766.8
String KNN==39, offset 1989:	1828.92	94.0391	673.309
String 0, offset 163838:	102398	3874.23	3638.6
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33629.4	13901.6	2116.98
String 2, offset 163838:	101128	3711.44	3649.12
String V5, offset 134:	111.945	37.0156	219.758
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	199882	87932.6	14440.5
String >DNAI<7R2=7KS, offset 80494:	103213	38209.2	13082.8
String FZ52=G=Y4?WC[9E, offset 612:	509.402	234.566	146.277
String 1, offset 163838:	102694	3948.5	3640.1
String GW0J=5640F1GEP, offset 14142:	15878.5	651.43	1797.13
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106502	2118.36	7854.63
String @OKI?1[IIPRCZ9XH, offset 284:	228.047	110.047	77.3398
String 1Z0, offset 5676:	3640.5	133.898	4365.16
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	18494.7	473.051	1069.67
String R<58, offset 303:	280.988	52.4141	175.332
String 1>QG79OA55IUOD<9?1?K, offset 138567:	86038.9	3245.63	16052.1
String 804S@ERR@FE@L, offset 58219:	36405	1520.06	9123.28
String Z8, offset 20884:	26557.8	535.941	30121.4
String 1, offset 163838:	101705	3826.85	3649.83
String G=9, offset 192:	163.824	44.6953	168.402
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	187931	94923.3	14655.5
String 4, offset 163838:	103359	3831.96	3651.67
String K37<GE0P=EAC[U5, offset 97404:	125528	54259.5	14183.3
String DC9Y7?ZDXW@AP6V8Z, offset 140:	148.426	101.16	68.8359
String 9, offset 163838:	102596	3803.92	3635.97
String OY2BY64YX@1BIE=5C39G5, offset 160474:	207158	3694.18	18175.1
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22172.1	618.59	1509.23
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	29531.2	770.836	2215.21
String G8K>X?PEKV[6CRO99[21, offset 454:	350.488	117.73	95.7656
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1353.44	141.078	201.812
String 14C7=EOB, offset 940:	611.051	30.5977	237.695
String 2[E, offset 574:	377.133	24.0234	418.477
String 6INY>8, offset 7757:	4768.43	161.922	2302.23
