                       	basic_memmem	twoway_memmem	memmem
String 00000, offset 0:	10.1172	82.1875	93.2148
String 00000, offset 7:	17.6094	11.7227	60.4727
String 00000, offset 14:	19.3516	11.6602	55.1836
String 00000, offset 21:	23.7734	11.375	51.3906
String 00000, offset 28:	27.9141	11.1797	45.2852
String 00000, offset 35:	43.8789	13.4102	68.9219
String 00000, offset 42:	53.4297	12.4492	64.7383
String 00000, offset 49:	57.1602	12.3906	60.3906
String 00000, offset 56:	61.5469	12.4414	54.25
String 00000, offset 63:	65.5078	12.4609	78.4648
String 00000, offset 70:	69.8633	12.9453	72.9609
String 00000, offset 77:	73.7891	13.1797	69.8945
String 00000, offset 84:	78.2695	13.1328	85.0703
String 00000, offset 91:	82.293	12.4688	114.504
String 00000, offset 98:	86.4023	14.4258	108.137
String 00000, offset 105:	90.7773	13.1484	101.645
String 00000, offset 112:	181.684	13.1094	159.141
String 00000, offset 119:	113.555	15.6094	137.793
String 00112233, offset 0:	17.6719	13.5938	46.043
String 00112233, offset 7:	27.8438	13.5703	46.668
String 00112233, offset 14:	26.3438	13.0312	49.2305
String 00112233, offset 21:	31.2656	13.5156	50.1562
String 00112233, offset 28:	47.4648	12.8633	45.8594
String 00112233, offset 35:	56.1914	13.0859	46.7148
String 00112233, offset 42:	60.0352	12.5	46.9648
String 00112233, offset 49:	64.3906	12.5078	49.4922
String 00112233, offset 56:	68.3711	12.5156	51.3203
String 00112233, offset 63:	72.8086	12.3789	52.4766
String 00112233, offset 70:	76.668	13.6719	55.5156
String 00112233, offset 77:	81.168	13.0625	54.2109
String 00112233, offset 84:	85.2305	12.5078	55.75
String 00112233, offset 91:	89.3477	12.4023	57.1172
String 00112233, offset 98:	93.5938	13.8711	59.6289
String 00112233, offset 105:	97.5625	13.0938	78.0703
String 00112233, offset 112:	101.996	13.6484	64.5
String 00112233, offset 119:	106.172	13.6719	66.0781
String 0123456789, offset 0:	16.3789	11.3984	42.8242
String 0123456789, offset 7:	23.2148	11.7617	43.7539
String 0123456789, offset 14:	25.2266	11.375	45.3555
String 0123456789, offset 21:	34.5898	11.3828	46.457
String 0123456789, offset 28:	42.4062	11.3984	47.6523
String 0123456789, offset 35:	55.5156	12.7148	47.2109
String 0123456789, offset 42:	58.9727	12.5156	48.8086
String 0123456789, offset 49:	63.2734	12.4336	50.6641
String 0123456789, offset 56:	67.2578	12.4609	52.1133
String 0123456789, offset 63:	71.5742	12.4297	50.3711
String 0123456789, offset 70:	75.6289	13.4844	54.6484
String 0123456789, offset 77:	80.0156	12.4727	59.8711
String 0123456789, offset 84:	84.043	13.2266	61.8398
String 0123456789, offset 91:	88.2148	13.1797	57.293
String 0123456789, offset 98:	92.6602	13.0625	57.8477
String 0123456789, offset 105:	96.4844	13.0703	58.6953
String 0123456789, offset 112:	100.945	13.5781	59.4297
String 0123456789, offset 119:	105.199	13.293	61.5938
String 0000111100001111, offset 0:	25.1406	13.5742	50.5273
String 0000111100001111, offset 7:	30.3281	11.3984	50.8047
String 0000111100001111, offset 14:	32.3398	11.4219	66.9648
String 0000111100001111, offset 21:	36.4297	11.3359	59.2031
String 0000111100001111, offset 28:	41.0781	11.3359	62.4258
String 0000111100001111, offset 35:	46.7188	13.6719	57.8477
String 0000111100001111, offset 42:	63.1562	13.1875	59.4805
