                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length  128/  1, alignment  0/ 9, fail :	112.781	18.3125	24.5312	14.7188
Length  128/  2, alignment  1/ 3, found:	128.125	105.844	31.5	212.969
Length  128/  2, alignment  0/ 9, fail :	138.969	89.6562	31.4062	201.188
Length  128/  3, alignment  1/ 3, found:	110.406	194.562	28.4062	201.438
Length  128/  3, alignment  0/ 9, fail :	184.031	177.875	29.5312	194.031
Length  128/  4, alignment  1/ 3, found:	125.469	118.5	34.9062	141.125
Length  128/  4, alignment  0/ 9, fail :	102.906	106.906	41.8125	136.562
Length  128/  5, alignment  1/ 3, found:	114.406	390.75	32.9375	132.812
Length  128/  5, alignment  0/ 9, fail :	114.844	388.125	40.0625	124.656
Length  128/  6, alignment  1/ 3, found:	115.531	135.281	36.4062	101.375
Length  128/  6, alignment  0/ 9, fail :	126.344	121.469	41.375	102.094
Length  128/  7, alignment  1/ 3, found:	121.031	86.1875	35.2812	79.4062
Length  128/  7, alignment  0/ 9, fail :	118.438	72.4375	37.3125	80.4375
Length  128/  8, alignment  1/ 3, found:	164.562	189.531	33.25	99
Length  128/  8, alignment  0/ 9, fail :	164.5	163.875	29.4062	97.375
Length  128/  9, alignment  1/ 3, found:	114.75	25.4688	31.75	28.0938
Length  128/  9, alignment  0/ 9, fail :	112.344	21.875	29.7188	25.2188
Length  128/ 10, alignment  1/ 3, found:	108.312	277.938	37.9062	100.625
Length  128/ 10, alignment  0/ 9, fail :	171.406	283.25	35.3438	93.6562
Length  128/ 11, alignment  1/ 3, found:	114.5	375.844	34.5312	97.7812
Length  128/ 11, alignment  0/ 9, fail :	106	371.344	29.5625	98.6562
Length  128/ 12, alignment  1/ 3, found:	118.188	27.5	36.125	28.5312
Length  128/ 12, alignment  0/ 9, fail :	115.406	21.2812	29.9062	25.5
Length  128/ 13, alignment  1/ 3, found:	103.594	354.688	35.2812	96.125
Length  128/ 13, alignment  0/ 9, fail :	115.188	356.188	29	90.4688
Length  128/ 14, alignment  1/ 3, found:	131.625	309.656	40.125	95.5
Length  128/ 14, alignment  0/ 9, fail :	175.906	307.781	32.9688	89.9375
Length  128/ 15, alignment  1/ 3, found:	113.625	367.906	35	99.5
Length  128/ 15, alignment  0/ 9, fail :	112.156	368.75	28.5312	95
Length  128/ 16, alignment  1/ 3, found:	112.594	124.75	36	99.7812
Length  128/ 16, alignment  0/ 9, fail :	160.875	103.656	28.5625	95.5
Length  160/  1, alignment  1/ 3, found:	133.531	25.8438	23.6562	23.9688
Length  160/  1, alignment  0/ 9, fail :	133.156	21.2188	21.7812	23.125
Length  160/  2, alignment  1/ 3, found:	168.312	200.938	30.9062	167.031
Length  160/  2, alignment  0/ 9, fail :	164.75	182.688	28.4062	156
Length  160/  3, alignment  1/ 3, found:	152.5	120.344	47.3438	241.812
Length  160/  3, alignment  0/ 9, fail :	152.844	113.25	43.1562	238.094
Length  160/  4, alignment  1/ 3, found:	150.625	242.25	52.8438	180.406
Length  160/  4, alignment  0/ 9, fail :	173.625	223	46.1875	171.406
Length  160/  5, alignment  1/ 3, found:	163.438	150.188	45.0938	148.406
Length  160/  5, alignment  0/ 9, fail :	141.031	129.594	38.7188	135.594
Length  160/  6, alignment  1/ 3, found:	175.844	222.625	45.8125	131.938
Length  160/  6, alignment  0/ 9, fail :	134.594	194.094	42.5938	129.531
Length  160/  7, alignment  1/ 3, found:	176.406	308.594	42.375	127.938
Length  160/  7, alignment  0/ 9, fail :	141.375	287.438	39.0312	121.344
Length  160/  8, alignment  1/ 3, found:	163.5	424.062	46.6562	128.75
Length  160/  8, alignment  0/ 9, fail :	144.969	389.125	41.125	122.344
Length  160/  9, alignment  1/ 3, found:	173.938	405.031	45.75	119.781
Length  160/  9, alignment  0/ 9, fail :	164.188	374.312	34.6562	114.969
Length  160/ 10, alignment  1/ 3, found:	156.875	488.25	51.25	123.75
Length  160/ 10, alignment  0/ 9, fail :	135.469	443.688	41.625	111.344
Length  160/ 11, alignment  1/ 3, found:	151.438	445.156	42.7188	106.594
Length  160/ 11, alignment  0/ 9, fail :	145.656	395.719	30.375	100.312
Length  160/ 12, alignment  1/ 3, found:	164.688	359.75	40.3125	106.188
Length  160/ 12, alignment  0/ 9, fail :	167.156	310.781	30.4062	97.9688
Length  160/ 13, alignment  1/ 3, found:	196.906	484.531	63.625	105.625
Length  160/ 13, alignment  0/ 9, fail :	188.188	455.375	48.1562	100.375
Length  160/ 14, alignment  1/ 3, found:	180.625	436.094	60.1875	105.625
Length  160/ 14, alignment  0/ 9, fail :	146.531	425.625	47.3438	98.5312
Length  160/ 15, alignment  1/ 3, found:	145.594	469.625	60.1875	111.062
Length  160/ 15, alignment  0/ 9, fail :	150.625	462.344	44.8438	105.5
Length  160/ 16, alignment  1/ 3, found:	167.031	445.469	66.8438	108.344
Length  160/ 16, alignment  0/ 9, fail :	191.188	424.188	50.0625	106.906
Length  192/  1, alignment  1/ 3, found:	156.656	25.3125	27.5625	24.9062
Length  192/  1, alignment  0/ 9, fail :	155.906	22.875	26.9062	22.3125
Length  192/  2, alignment  1/ 3, found:	157.344	33.25	37.3438	28.7188
Length  192/  2, alignment  0/ 9, fail :	152.781	21.2188	35.7812	22.1875
Length  192/  3, alignment  1/ 3, found:	152.531	30.6875	35.1875	34.875
Length  192/  3, alignment  0/ 9, fail :	152.281	20.0312	34.6562	20.8438
Length  192/  4, alignment  1/ 3, found:	209.062	234.719	36.125	184.656
Length  192/  4, alignment  0/ 9, fail :	163.344	207.469	32.8125	169
Length  192/  5, alignment  1/ 3, found:	257.469	413.906	38.5312	170.719
Length  192/  5, alignment  0/ 9, fail :	210.125	398.219	33.25	130.219
Length  192/  6, alignment  1/ 3, found:	183.031	472.469	40.625	148.281
Length  192/  6, alignment  0/ 9, fail :	173.5	467.656	40.625	136.25
Length  192/  7, alignment  1/ 3, found:	168.625	496.688	56.0938	139.281
Length  192/  7, alignment  0/ 9, fail :	166.062	470.312	51.5	123.062
Length  192/  8, alignment  1/ 3, found:	227.75	543.562	47.1562	142.844
Length  192/  8, alignment  0/ 9, fail :	240.938	523.25	48.7188	131.594
Length  192/  9, alignment  1/ 3, found:	163.562	105.562	45.1875	88.4688
Length  192/  9, alignment  0/ 9, fail :	157.344	91.1875	44.1562	82
Length  192/ 10, alignment  1/ 3, found:	186.938	115.562	41.9062	92.5312
Length  192/ 10, alignment  0/ 9, fail :	163.938	99.0938	45.5625	81.6562
Length  192/ 11, alignment  1/ 3, found:	153.469	32.5	42.5938	38.9688
Length  192/ 11, alignment  0/ 9, fail :	154.562	92.375	44.2812	82.125
Length  192/ 12, alignment  1/ 3, found:	209.344	297.875	53.1562	113.906
Length  192/ 12, alignment  0/ 9, fail :	216.438	282.125	42.5938	111.156
Length  192/ 13, alignment  1/ 3, found:	182.375	156.469	43.3438	105.062
Length  192/ 13, alignment  0/ 9, fail :	181.688	151.688	33.8438	100.812
Length  192/ 14, alignment  1/ 3, found:	154.188	30.7188	43.5938	32.7812
Length  192/ 14, alignment  0/ 9, fail :	153.5	20.2188	33.8125	22.125
Length  192/ 15, alignment  1/ 3, found:	153.438	28.8438	41.6875	31.8125
Length  192/ 15, alignment  0/ 9, fail :	152.969	20.1562	33.375	20.6875
Length  192/ 16, alignment  1/ 3, found:	152.031	29.1562	41	33.625
Length  192/ 16, alignment  0/ 9, fail :	152.438	19.9062	33.6562	21.0938
Length  224/  1, alignment  1/ 3, found:	174.719	22.9375	25.7812	22.125
Length  224/  1, alignment  0/ 9, fail :	173.375	20.2812	26.4375	22
Length  224/  2, alignment  1/ 3, found:	201.719	237.625	37.8125	334.844
Length  224/  2, alignment  0/ 9, fail :	194.219	218.75	34.1562	317.344
Length  224/  3, alignment  1/ 3, found:	294.844	432	57.8125	313.719
Length  224/  3, alignment  0/ 9, fail :	220.656	425.062	53.7812	304.969
Length  224/  4, alignment  1/ 3, found:	220.906	329.344	43.5938	185.875
Length  224/  4, alignment  0/ 9, fail :	204.344	309.031	34.3438	216.406
Length  224/  5, alignment  1/ 3, found:	240.875	192.812	40.25	114.25
Length  224/  5, alignment  0/ 9, fail :	235.344	174.062	34.0312	105.562
Length  224/  6, alignment  1/ 3, found:	200.5	340.219	65.0938	162.094
Length  224/  6, alignment  0/ 9, fail :	190.031	336.312	57.8438	150.125
Length  224/  7, alignment  1/ 3, found:	199.156	97.6562	47.9688	149.031
Length  224/  7, alignment  0/ 9, fail :	195.344	86.125	40.4375	134.781
Length  224/  8, alignment  1/ 3, found:	234.094	96.125	49.375	146.062
Length  224/  8, alignment  0/ 9, fail :	179.906	81	41.5938	133.656
Length  224/  9, alignment  1/ 3, found:	269.188	507.062	59.25	126.719
Length  224/  9, alignment  0/ 9, fail :	202.031	502.562	47.9688	117.344
Length  224/ 10, alignment  1/ 3, found:	208.656	613.031	45.9375	121.844
Length  224/ 10, alignment  0/ 9, fail :	176.188	610.562	34.7188	115.906
Length  224/ 11, alignment  1/ 3, found:	224.125	613.594	62.1875	120.594
Length  224/ 11, alignment  0/ 9, fail :	201.375	603.406	47.5	120.156
Length  224/ 12, alignment  1/ 3, found:	274.531	600.281	45.0625	117.625
Length  224/ 12, alignment  0/ 9, fail :	211.406	585.344	34.7188	116.031
Length  224/ 13, alignment  1/ 3, found:	179.969	35.4375	45.125	37.8125
Length  224/ 13, alignment  0/ 9, fail :	184.781	29.6562	34.875	33.3438
Length  224/ 14, alignment  1/ 3, found:	180.781	32.625	45.5	34.7188
Length  224/ 14, alignment  0/ 9, fail :	174.625	23.25	34.6562	22.5625
Length  224/ 15, alignment  1/ 3, found:	176.344	29.9062	46.875	31.8125
Length  224/ 15, alignment  0/ 9, fail :	173.438	19.5	34.1562	21.7188
Length  224/ 16, alignment  1/ 3, found:	250.688	646.094	65.0625	120.625
Length  224/ 16, alignment  0/ 9, fail :	283.625	610.406	50.875	115.469
Length  256/  1, alignment  1/ 3, found:	196.188	29.7812	29.125	26.7812
Length  256/  1, alignment  0/ 9, fail :	195.688	22	29.0312	24.7812
Length  256/  2, alignment  1/ 3, found:	251.5	109.5	40.5625	396.156
Length  256/  2, alignment  0/ 9, fail :	189.406	91.9062	40.0625	381.906
Length  256/  3, alignment  1/ 3, found:	259.125	163.375	55.7812	181.781
Length  256/  3, alignment  0/ 9, fail :	246.875	149.312	57.5938	172.938
Length  256/  4, alignment  1/ 3, found:	311.062	181.312	44.9062	210.656
Length  256/  4, alignment  0/ 9, fail :	284.781	159.688	43.75	199.875
Length  256/  5, alignment  1/ 3, found:	254.312	698.312	52.6562	207.25
Length  256/  5, alignment  0/ 9, fail :	214.562	659.594	47.2812	185.438
Length  256/  6, alignment  1/ 3, found:	249.031	153.969	46.9062	167.188
Length  256/  6, alignment  0/ 9, fail :	194.281	130.719	46.1875	162.969
Length  256/  7, alignment  1/ 3, found:	285.281	149.312	65.4062	152.531
Length  256/  7, alignment  0/ 9, fail :	290.844	134.594	61.9062	139.969
Length  256/  8, alignment  1/ 3, found:	248.344	119.188	59.8125	139.406
Length  256/  8, alignment  0/ 9, fail :	230.719	90.5938	58.5938	135.031
Length  256/  9, alignment  1/ 3, found:	241.906	114.562	54.25	128.125
Length  256/  9, alignment  0/ 9, fail :	193.906	92.875	50.6562	141.906
Length  256/ 10, alignment  1/ 3, found:	222.5	113.031	47.7812	136.438
Length  256/ 10, alignment  0/ 9, fail :	208.25	94.4688	44.5938	131.031
Length  256/ 11, alignment  1/ 3, found:	256.562	106.438	50	132.625
Length  256/ 11, alignment  0/ 9, fail :	201.969	92.9062	44.125	129.938
Length  256/ 12, alignment  1/ 3, found:	268.5	105.25	58.0312	126.406
Length  256/ 12, alignment  0/ 9, fail :	204.188	96.8438	54.3125	121.781
Length  256/ 13, alignment  1/ 3, found:	227.5	256.062	46.6875	120.156
Length  256/ 13, alignment  0/ 9, fail :	206.156	224.375	39.8125	116.969
Length  256/ 14, alignment  1/ 3, found:	262.281	166.844	46.0625	111.219
Length  256/ 14, alignment  0/ 9, fail :	226.625	142.688	38.1562	104.812
Length  256/ 15, alignment  1/ 3, found:	223.062	164.812	47.5625	113.562
Length  256/ 15, alignment  0/ 9, fail :	221.531	137.562	38.5312	110.281
Length  256/ 16, alignment  1/ 3, found:	193.594	32.0625	46	35.5
Length  256/ 16, alignment  0/ 9, fail :	192.938	26.375	38.9062	23.7812
Length  256/ 16, alignment  1/11, found:	191.375	32.625	46.0625	34.7188
Length  256/ 16, alignment 14/ 5, fail :	193.906	21.6562	37.625	24.25
Length  256/ 32, alignment  1/11, found:	223.812	501.375	68.6875	166.969
Length  256/ 32, alignment 14/ 5, fail :	219.844	422.188	38.0312	143.031
Length  256/ 64, alignment  1/11, found:	276.594	671.188	130.844	208.406
Length  256/ 64, alignment 14/ 5, fail :	290.344	575	54.75	191.938
Length  256/128, alignment  1/11, found:	242.562	1080.56	158.219	310.5
Length  256/128, alignment 14/ 5, fail :	255.562	895.656	38.7188	282
Length  256/256, alignment  1/11, found:	203.75	52.3438	209.5	50.0625
Length  256/256, alignment 14/ 5, fail :	250.344	41.125	52.875	41.375
Length  512/ 16, alignment  1/11, found:	435.344	1058.44	69.4062	206
Length  512/ 16, alignment 14/ 5, fail :	439.125	1003.56	59.6562	190.125
Length  512/ 32, alignment  1/11, found:	540.656	711.688	106.656	170.969
Length  512/ 32, alignment 14/ 5, fail :	419.062	620.312	77.8125	164.5
Length  512/ 64, alignment  1/11, found:	511	749.781	164.594	212.094
Length  512/ 64, alignment 14/ 5, fail :	476.5	616.5	90.8125	202.906
Length  512/128, alignment  1/11, found:	609.688	1051.16	179.094	327.031
Length  512/128, alignment 14/ 5, fail :	553.406	880.562	73.875	297.406
Length  512/256, alignment  1/11, found:	504.219	1927.09	275.344	523.406
Length  512/256, alignment 14/ 5, fail :	456.469	1509.03	109.875	509.219
Length 1024/ 16, alignment  1/11, found:	1132.84	2766.16	191.812	278.062
Length 1024/ 16, alignment 14/ 5, fail :	914.469	2687.78	174.719	251.906
Length 1024/ 32, alignment  1/11, found:	1402.84	935.875	172.219	286.219
Length 1024/ 32, alignment 14/ 5, fail :	1094.62	837.406	138.844	272.125
Length 1024/ 64, alignment  1/11, found:	1054	1058.81	280.469	277.812
Length 1024/ 64, alignment 14/ 5, fail :	840.5	1039.81	240.469	276.5
Length 1024/128, alignment  1/11, found:	1207.16	1416.25	240.531	346.5
Length 1024/128, alignment 14/ 5, fail :	857.062	1185.44	123	327.875
Length 1024/256, alignment  1/11, found:	1103.94	1847.69	346.75	546.812
Length 1024/256, alignment 14/ 5, fail :	931.625	1526.16	144.188	516.438
Length 2048/ 16, alignment  1/11, found:	2451.19	6314.25	269.688	563.344
Length 2048/ 16, alignment 14/ 5, fail :	2288.38	5605.09	267.75	514
Length 2048/ 32, alignment  1/11, found:	2405.41	1373.25	286.125	424.188
Length 2048/ 32, alignment 14/ 5, fail :	2330.44	1272.06	278.25	396.375
Length 2048/ 64, alignment  1/11, found:	2604.25	1521.03	340.906	473.938
Length 2048/ 64, alignment 14/ 5, fail :	2417.94	1314.12	285.531	439.406
Length 2048/128, alignment  1/11, found:	2677.56	2153.44	585.844	540.062
Length 2048/128, alignment 14/ 5, fail :	3371.06	2015.47	528.094	634.125
Length 2048/256, alignment  1/11, found:	2865.62	2623.81	564.75	664.406
Length 2048/256, alignment 14/ 5, fail :	1788.34	2122.12	419.5	668.344
Length 4096/ 16, alignment  1/11, found:	4113.41	12491.7	726.844	985.5
Length 4096/ 16, alignment 14/ 5, fail :	3466.56	11957.1	671.688	936.312
Length 4096/ 32, alignment  1/11, found:	5231.78	2855.47	733.406	876
Length 4096/ 32, alignment 14/ 5, fail :	5029.62	2693.19	658.906	813.719
Length 4096/ 64, alignment  1/11, found:	4538.19	2727.22	1000.66	840.594
Length 4096/ 64, alignment 14/ 5, fail :	5818.09	2504.69	709.469	631.594
Length 4096/128, alignment  1/11, found:	4657.16	2095.5	744	535.188
Length 4096/128, alignment 14/ 5, fail :	3395.97	1786.41	649.094	533.312
Length 4096/256, alignment  1/11, found:	4135.78	2885.41	1100.12	916.156
Length 4096/256, alignment 14/ 5, fail :	3611.22	2513.12	960.156	882.719
Length 8192/ 16, alignment  1/11, found:	7053.56	24938.8	1155.47	1421.59
Length 8192/ 16, alignment 14/ 5, fail :	6431.97	23572	1137.31	1377.25
Length 8192/ 32, alignment  1/11, found:	7459.81	5045.53	953.25	1168.62
Length 8192/ 32, alignment 14/ 5, fail :	6607.78	4696.66	942.656	1111.16
Length 8192/ 64, alignment  1/11, found:	7955.94	3555.66	1442.94	903.938
Length 8192/ 64, alignment 14/ 5, fail :	6641.91	2956.03	1281.5	848.219
Length 8192/128, alignment  1/11, found:	9504.34	3870.12	1370.47	1030.88
Length 8192/128, alignment 14/ 5, fail :	9356.16	3536.5	1286.44	988.875
Length 8192/256, alignment  1/11, found:	7988.75	4183.69	2052.34	1422.94
Length 8192/256, alignment 14/ 5, fail :	7299.88	3670.28	1867.09	1350.69
Length 16384/ 16, alignment  1/11, found:	18579.9	1733.12	2181.41	3029.5
Length 16384/ 16, alignment 14/ 5, fail :	18667.8	1690.41	2252.34	2892.94
Length 16384/ 32, alignment  1/11, found:	11921.7	8456.22	1875.94	2327.78
Length 16384/ 32, alignment 14/ 5, fail :	11833.6	7911.47	1836.84	2233.91
Length 16384/ 64, alignment  1/11, found:	14316.4	6325.47	2780.91	2265.56
Length 16384/ 64, alignment 14/ 5, fail :	13519.4	5895.25	2636.81	2168.34
Length 16384/128, alignment  1/11, found:	15811.3	5595.97	3275.31	2438.97
Length 16384/128, alignment 14/ 5, fail :	15661.5	5266.5	2488.72	2261.72
Length 16384/256, alignment  1/11, found:	16027.6	5805.47	3667.38	2392.28
Length 16384/256, alignment 14/ 5, fail :	14854.8	5390.59	3431.19	2281.31
Length 32768/ 16, alignment  1/11, found:	28439.2	94009.3	7055.19	6843.62
Length 32768/ 16, alignment 14/ 5, fail :	28043.3	94629.5	7302.53	6933.28
Length 32768/ 32, alignment  1/11, found:	25267.7	18484.4	4204.22	5321.78
Length 32768/ 32, alignment 14/ 5, fail :	25125.8	18297.5	4217.41	5238.31
Length 32768/ 64, alignment  1/11, found:	26502.9	15539.8	6529	3569.66
Length 32768/ 64, alignment 14/ 5, fail :	25507.9	14777.8	6456.56	3448.5
Length 32768/128, alignment  1/11, found:	29284.8	16196.6	5537.66	4580.69
Length 32768/128, alignment 14/ 5, fail :	29017.1	15586.5	5590.34	4322
Length 32768/256, alignment  1/11, found:	34044.6	13048.4	7692.97	3941.38
Length 32768/256, alignment 14/ 5, fail :	28015.9	12050.4	7530.47	3758.44
Length 65536/ 16, alignment  1/11, found:	55611	197325	6363.28	14346
Length 65536/ 16, alignment 14/ 5, fail :	53077	189035	6758.91	13961.8
Length 65536/ 32, alignment  1/11, found:	52409.5	36152.1	7111.34	7380.03
Length 65536/ 32, alignment 14/ 5, fail :	51506.9	35479.4	7202.28	7451.06
Length 65536/ 64, alignment  1/11, found:	53513.9	30747.2	11555.9	7281.62
Length 65536/ 64, alignment 14/ 5, fail :	51829.4	30443.9	12563.6	7263.69
Length 65536/128, alignment  1/11, found:	59250.1	19169.2	12817.3	7287.44
Length 65536/128, alignment 14/ 5, fail :	54298.7	17905.5	12572.5	7156.81
Length 65536/256, alignment  1/11, found:	78067.7	16517.1	18167.9	5244.47
Length 65536/256, alignment 14/ 5, fail :	80199.1	15777.9	18278.2	5274.12
Length 65536/ 64, complex needle 1:	1.75296e+06	29965.3	539144	532713
Length 65536/ 64, complex needle 2:	2.17863e+06	170481	636793	614370
Length 65536/ 64, complex needle 3:	595270	973121	266448	11410.1
Length 65536/256, complex needle 1:	4.77964e+06	19861.9	639217	628517
Length 65536/256, complex needle 2:	6.71623e+06	155438	655763	622518
Length 65536/256, complex needle 3:	597308	967957	263178	4483.16
Length 65536/1024, complex needle 1:	2.05435e+07	11332.9	114262	12718.2
Length 65536/1024, complex needle 2:	2.2795e+07	152678	204656	157405
Length 65536/1024, complex needle 3:	621849	966216	256973	959936
