                       	basic_memmem	twoway_memmem	memmem
String 0000111100001111, offset 35:	46.5039	12.7656	57.5078
String 0000111100001111, offset 42:	59.5508	12.5625	59.375
String 0000111100001111, offset 49:	60.4453	12.3945	77.6797
String 0000111100001111, offset 56:	89.9297	13.8906	69.5039
String 0000111100001111, offset 63:	94.6133	14.2266	64.6914
String 0000111100001111, offset 70:	86.5469	12.832	70.0625
String 0000111100001111, offset 77:	91.2266	12.4375	62.918
String 0000111100001111, offset 84:	94.918	12.3906	64.8945
String 0000111100001111, offset 91:	99.1797	12.375	60.9297
String 0000111100001111, offset 98:	99.875	13.0781	61.8945
String 0000111100001111, offset 105:	107.375	13.0117	60.0234
String 0000111100001111, offset 112:	111.809	12.9961	65.7812
String 0000111100001111, offset 119:	116.066	13.6016	80.6602
String 00000111110000022222, offset 0:	28.7305	11.3516	54.7109
String 00000111110000022222, offset 7:	36.7695	11.5078	63.8398
String 00000111110000022222, offset 14:	38.9766	12.0859	55.3828
String 00000111110000022222, offset 21:	43.9375	11.6055	61.1016
String 00000111110000022222, offset 28:	46.6797	12.125	59.6836
String 00000111110000022222, offset 35:	86.4648	19.1562	84.3438
String 00000111110000022222, offset 42:	65.9922	13.4414	139.004
String 00000111110000022222, offset 49:	65.2422	12.4922	63.1172
String 00000111110000022222, offset 56:	86.3867	14.2578	87.5977
String 00000111110000022222, offset 63:	76.5391	14.8945	77.6719
String 00000111110000022222, offset 70:	82.6172	14.875	83.7656
String 00000111110000022222, offset 77:	87.582	14.3516	74.7344
String 00000111110000022222, offset 84:	92.6133	14.25	84.4219
String 00000111110000022222, offset 91:	99.1445	14.8359	75.4961
String 00000111110000022222, offset 98:	101.594	15.7812	83.6758
String 00000111110000022222, offset 105:	105.723	14.9844	76.0352
String 00000111110000022222, offset 112:	111.156	15.668	126
String 00000111110000022222, offset 119:	186.273	17.9883	70.8711
String 012345678901234567890, offset 0:	41.3789	14.0039	58.2422
String 012345678901234567890, offset 7:	50.918	13.6641	60
String 012345678901234567890, offset 14:	59.6289	13.7617	70.6797
String 012345678901234567890, offset 21:	73.6758	20.918	68.0742
String 012345678901234567890, offset 28:	77.8242	19.2461	63.4375
String 012345678901234567890, offset 35:	51.543	13.0352	62.1406
String 012345678901234567890, offset 42:	55.0156	12.6094	64.2148
String 012345678901234567890, offset 49:	60.6523	32.5977	69.1836
String 012345678901234567890, offset 56:	73.0156	14.2734	73.7852
String 012345678901234567890, offset 63:	79.25	18.1406	64.875
String 012345678901234567890, offset 70:	74.4023	13.0938	64.0742
String 012345678901234567890, offset 77:	100.652	15.1914	78.1875
String 012345678901234567890, offset 84:	94.1016	13.4336	64.793
String 012345678901234567890, offset 91:	109.09	14.8008	82.5273
String 012345678901234567890, offset 98:	102.828	16.3359	85.1211
String 012345678901234567890, offset 105:	93.0508	13.7109	91.2773
String 012345678901234567890, offset 112:	112.336	14.8594	82.457
String 012345678901234567890, offset 119:	119.719	13.5547	95.5273
String abc0, offset 0:	9.54688	13.3164	40.2227
String abc0, offset 7:	18.582	13.5	44.9414
String abc0, offset 14:	34.8516	11.2188	41.5234
String abc0, offset 21:	23.1055	11.3438	44.0117
String abc0, offset 28:	26.7109	11.7852	49.1289
String abc0, offset 35:	39.0977	12.918	51.8125
String abc0, offset 42:	51.9766	12.6758	53.2031
String abc0, offset 49:	56.1289	12.4141	56.4375
String abc0, offset 56:	60.2305	12.6445	67.3516
String abc0, offset 63:	74.2344	14.8203	94.8789
String abc0, offset 70:	79.2188	14.8516	76.5156
String abc0, offset 77:	83.9141	14.3789	109.297
String abc0, offset 84:	87.9375	14.3125	101.879
String abc0, offset 91:	106.031	12.3555	110.148
String abc0, offset 98:	98.5078	14.9805	110.527
String abc0, offset 105:	105.27	15.0156	124.859
String abc0, offset 112:	107.891	15.6836	132.922
String abc0, offset 119:	112.488	15.582	136.805
String aaaa0, offset 0:	11.2461	13.5977	41.9102
String aaaa0, offset 7:	19.8438	13.1094	49.8242
String aaaa0, offset 14:	22.3359	13.2109	50.1484
String aaaa0, offset 21:	26.9414	13.8438	51.2891
String aaaa0, offset 28:	31.7305	13.4336	51.6367
String aaaa0, offset 35:	36.5469	14.668	60.375
String aaaa0, offset 42:	52.4531	14.4961	60.9023
String aaaa0, offset 49:	65.7891	13.9141	61.0781
String aaaa0, offset 56:	70.5781	14.2656	105.125
String aaaa0, offset 63:	75.0898	14.2031	71.9961
String aaaa0, offset 70:	80.043	14.6133	73.2148
String aaaa0, offset 77:	84.9141	14.25	99.8047
String aaaa0, offset 84:	90.0312	15.5352	71.7617
String aaaa0, offset 91:	94.3242	14.1406	110.848
String aaaa0, offset 98:	102.789	23.1602	118.109
String aaaa0, offset 105:	144.844	25.1719	113.762
String aaaa0, offset 112:	159.988	28.0977	145.316
String aaaa0, offset 119:	156.09	23.5	169.32
String abcabc0, offset 0:	19.8633	20.4336	54.6367
String abcabc0, offset 7:	22.6758	13.6172	47.3203
String abcabc0, offset 14:	25.0352	13.0859	48.9102
String abcabc0, offset 21:	37.957	15.9844	50.7891
String abcabc0, offset 28:	53.0703	13.418	54.75
String abcabc0, offset 35:	61.0391	14.8984	56.4375
String abcabc0, offset 42:	71.0898	14.457	56.7148
String abcabc0, offset 49:	72.4844	14.5195	59.3594
String abcabc0, offset 56:	74.7344	14.9062	67.4961
String abcabc0, offset 63:	85.2773	14.8555	67.3828
String abcabc0, offset 70:	84.9609	15.5508	64.3594
String abcabc0, offset 77:	94.8867	15.043	67.0508
String abcabc0, offset 84:	99.7812	14.4648	66.8516
String abcabc0, offset 91:	104.43	15.0664	83.7422
String abcabc0, offset 98:	95.2344	13.4727	72.6836
String abcabc0, offset 105:	93.625	13.6641	68.0703
String abcabc0, offset 112:	97.6523	13.0469	73.5195
String abcabc0, offset 119:	101.5	13.1094	74.3711
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	2340.86	167.84	307.438
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	101480	43094.7	7521.22
String 6, offset 163838:	99338.8	3603.52	3544.28
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	1056.7	166.207	169.305
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	853.273	475.117	135.82
String 9, offset 163838:	101457	3727.55	3627.7
String 7, offset 807:	530.375	23.5742	21.6016
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	21884.5	740.145	1210.05
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2207.96	1272.81	273.695
String 4, offset 163838:	100406	3673.51	3694.36
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	152.066	14.1016	94.4336
String WVU[0AH07J, offset 1381:	1038.15	95.4141	308.863
String 0UYV, offset 49301:	30290	1127.64	25211.3
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	725.281	376.422	134.605
String 6, offset 163838:	101653	3705.91	3628.21
String 8, offset 163838:	100757	3656.84	3557.94
String 7BE4[2UF5MDRT1T, offset 7449:	4594.76	159.043	954.633
String DXW@APO2AZ, offset 147:	121.586	116.273	69.5781
String QM3J@OE3PY413DBMG, offset 3775:	3407.18	185.082	442.945
String FBD9RJ, offset 4458:	4542.7	2162.93	1446.44
String QXVG<8VKH, offset 91649:	116291	2222.67	18907.2
String 1, offset 2166:	1379.29	67.3047	43.1836
String 51TN, offset 9384:	5903.44	192.27	4769.62
String SLU8@<77JUVP6, offset 11601:	13784	437.398	1712.31
String 0, offset 163838:	101318	3788.62	3578.45
String 4, offset 163838:	100664	3759.79	3570.93
String BT98HTDMY[, offset 1755:	1731.39	642.465	342.617
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	651.836	335.852	132.797
String JRN3MYMI2TIZN[N9?, offset 2735:	2334.49	1237.62	381.055
String Y6, offset 18239:	21623.9	464.48	25706.1
String E=<X7S5<FAOI4, offset 2503:	2348.05	112.551	373.66
String 52BS3CUPU3KU@W2, offset 11268:	6967.28	213.516	1351.85
String Z6, offset 22605:	27685.8	611.367	31921.6
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	613.832	566.27	99.8672
String 2, offset 611:	390.805	19.3086	17.6953
String 6[GPB, offset 41469:	25531.4	919.176	16098.3
String DCZCEDI2, offset 3838:	2894.84	150.934	855
String F2LVAHH5, offset 59813:	75263	32613.9	14552.4
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1521.48	51.2891	250.961
String AYESVW[9AU9O, offset 43093:	54853.2	968.59	6468.74
String N1PJ@V0, offset 1961:	1595.25	86.7266	583.098
String JAPZ@SHK7, offset 5306:	5389.55	184.66	1116.42
String Y>WH@OQ7<<KG, offset 5489:	5741.24	162.648	842.754
String 8YK9Y4AX, offset 3077:	1958.68	87.1055	688.691
String >Y9, offset 841:	730.133	51.9688	624.316
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7695.95	3363.31	613.734
String 5, offset 163838:	100862	3733.12	3579.84
String 0, offset 163838:	100943	3661.09	3637.79
String BO>@>1HVD9K=P4B, offset 1113:	906.242	664.992	200.262
String X2R, offset 5662:	5543.03	163.051	4197.17
String AS7947JGV@, offset 84947:	110368	44636.6	17197.2
String N3USCOC@WE, offset 1455:	1239.56	944.5	348.676
String 5, offset 163838:	101607	3872.64	3572.64
String F0MWMCH, offset 119294:	154859	68697.8	33743.9
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	11237.2	5071.48	848.008
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60111.7	1176.39	3844.64
String 1, offset 163838:	100430	3795.11	3627.77
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	796.141	34.082	140.285
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44388.7	1809.14	7547.66
String 39UVL, offset 1426:	920.043	37.9688	566.75
String 8=Y, offset 4750:	2992.65	111.152	3408.38
String VGHAHB4GFVQ>1LQ, offset 220:	201.535	95.2344	74.3398
String <PFR0P=8FD5K, offset 1049:	820.047	94.1836	201.543
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3719.99	2007.07	390.531
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66443.5	1404.21	5593.46
String 5, offset 45105:	27741.2	932.008	789.48
String KDJ>=PADGH6RTYG?YF, offset 90440:	116493	48154.1	10486.1
String KNN==39, offset 1989:	1876.54	89.6562	660.59
String 0, offset 163838:	101277	3810.81	3637.64
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33598	13781.4	2023.62
String 2, offset 163838:	101401	3661.54	3556.1
String V5, offset 134:	107.613	35.3242	215.098
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	198361	87488.3	14450.1
String >DNAI<7R2=7KS, offset 80494:	102587	38115.4	13258.8
String FZ52=G=Y4?WC[9E, offset 612:	502.926	234.84	146.578
String 1, offset 163838:	101816	3790.76	3630.43
String GW0J=5640F1GEP, offset 14142:	15843.7	510.391	1784.65
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	105695	2180.76	7886.69
String @OKI?1[IIPRCZ9XH, offset 284:	233.934	109.027	77.3086
String 1Z0, offset 5676:	3419.51	123.953	4275.36
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	17885.1	504.039	1084.04
String R<58, offset 303:	287.332	54.6016	182.066
String 1>QG79OA55IUOD<9?1?K, offset 138567:	85168.5	3255.11	16002.5
String 804S@ERR@FE@L, offset 58219:	36404.8	1500.82	8964.89
String Z8, offset 20884:	26284.3	615.84	29904.7
String 1, offset 163838:	100547	3812.59	3638.32
String G=9, offset 192:	162.539	47.4688	169.445
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	187059	81195.9	14383.4
String 4, offset 163838:	101660	3736.39	3559.27
String K37<GE0P=EAC[U5, offset 97404:	124679	59328.3	14226.8
String DC9Y7?ZDXW@AP6V8Z, offset 140:	150.879	101.855	69.6562
String 9, offset 163838:	102478	3944.47	3652.14
String OY2BY64YX@1BIE=5C39G5, offset 160474:	205640	3573.52	17552.6
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	21794.5	584.238	1467.07
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	29091	766.516	2197.3
String G8K>X?PEKV[6CRO99[21, offset 454:	358.199	117.664	94.7031
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1341.36	140.691	234.855
String 14C7=EOB, offset 940:	610.203	29.793	235.312
String 2[E, offset 574:	381.559	23.7344	420.188
String 6INY>8, offset 7757:	4779	161.422	2302.2
