                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   64/  1, alignment  1/ 3, found:	72.0312	34.7188	487.5	39.2812
Length   64/  1, alignment  0/ 9, fail :	98.0312	16.6875	18.7812	12.6875
Length   64/  2, alignment  1/ 3, found:	75.4688	84.7812	16.3125	58.75
Length   64/  2, alignment  0/ 9, fail :	73.9062	44.2812	25.0938	51.375
Length   64/  3, alignment  1/ 3, found:	57.4688	89.6562	16.6875	119.969
Length   64/  3, alignment  0/ 9, fail :	52.6562	75.3438	23.5625	108.75
Length   64/  4, alignment  1/ 3, found:	61.9062	112.812	16.4688	98.0938
Length   64/  4, alignment  0/ 9, fail :	62.5625	104.625	22.9375	84.0312
Length   64/  5, alignment  1/ 3, found:	75.4062	121.594	17.6875	89.4062
Length   64/  5, alignment  0/ 9, fail :	53.9688	102.656	23.0625	91.125
Length   64/  6, alignment  1/ 3, found:	65.5625	226.656	25.8438	94.5625
Length   64/  6, alignment  0/ 9, fail :	61.1562	226.625	29.1562	87.0625
Length   64/  7, alignment  1/ 3, found:	74.125	226.156	26.3125	85.5312
Length   64/  7, alignment  0/ 9, fail :	68.375	216.531	31.2812	80.9688
Length   64/  8, alignment  1/ 3, found:	66.4062	177.812	24.4062	82.625
Length   64/  8, alignment  0/ 9, fail :	68.3125	187.25	30.4688	78.0625
Length   64/  9, alignment  1/ 3, found:	82.7812	103.281	25.6875	81.875
Length   64/  9, alignment  0/ 9, fail :	79.5938	89.4062	22.9375	80.3438
Length   64/ 10, alignment  1/ 3, found:	69.8125	25.5938	23.5625	27.9375
Length   64/ 10, alignment  0/ 9, fail :	69.8438	13.625	23.0625	15.25
Length   64/ 11, alignment  1/ 3, found:	60.4688	126.938	19.8438	85.4688
Length   64/ 11, alignment  0/ 9, fail :	61.4062	102.469	23.5625	77.875
Length   64/ 12, alignment  1/ 3, found:	58.125	137.781	22.5625	93.1875
Length   64/ 12, alignment  0/ 9, fail :	55.0625	108.125	22.75	85.9375
Length   64/ 13, alignment  1/ 3, found:	61.4688	181.875	22.125	112.906
Length   64/ 13, alignment  0/ 9, fail :	58.3125	179.344	23.3125	100.719
Length   64/ 14, alignment  1/ 3, found:	60.6875	188.156	24.5938	105.656
Length   64/ 14, alignment  0/ 9, fail :	77.5625	193.125	23	105.812
Length   64/ 15, alignment  1/ 3, found:	59.5625	232.938	24.2812	94.7812
Length   64/ 15, alignment  0/ 9, fail :	56.2812	230.469	22.75	88.0938
Length   64/ 16, alignment  1/ 3, found:	58.5938	231.812	25.4688	90.2812
Length   64/ 16, alignment  0/ 9, fail :	71.875	222.438	26.9062	81.9375
Length   96/  1, alignment  1/ 3, found:	92.9062	18.6875	18.875	16.2812
Length   96/  1, alignment  0/ 9, fail :	92.2188	18	17.0312	18.0625
Length   96/  2, alignment  1/ 3, found:	88.5938	197.812	27.5625	149.188
Length   96/  2, alignment  0/ 9, fail :	84.4062	170.469	23.875	138.844
Length   96/  3, alignment  1/ 3, found:	95.625	106.344	34.6562	157.062
Length   96/  3, alignment  0/ 9, fail :	85.625	79.5312	29.0938	149.031
Length   96/  4, alignment  1/ 3, found:	98.9062	98.0938	26.9062	132.125
Length   96/  4, alignment  0/ 9, fail :	96.125	78.7188	23.375	114.781
Length   96/  5, alignment  1/ 3, found:	93.5312	198.531	32.9062	105.312
Length   96/  5, alignment  0/ 9, fail :	76.2188	185.031	27.875	96.3125
Length   96/  6, alignment  1/ 3, found:	111.969	302.188	28.0938	97.5938
Length   96/  6, alignment  0/ 9, fail :	104.125	311.594	22.875	96.8125
Length   96/  7, alignment  1/ 3, found:	91.25	286.5	29.8438	90.5625
Length   96/  7, alignment  0/ 9, fail :	95.375	246.75	23.25	86.5
Length   96/  8, alignment  1/ 3, found:	97.7188	27.3125	29.2812	26.125
Length   96/  8, alignment  0/ 9, fail :	89.9688	15.2188	23.25	15.9062
Length   96/  9, alignment  1/ 3, found:	120.844	118.125	36.875	88.9688
Length   96/  9, alignment  0/ 9, fail :	131.594	91.1875	27.625	87.4375
Length   96/ 10, alignment  1/ 3, found:	80.2188	241.719	31.875	105.25
Length   96/ 10, alignment  0/ 9, fail :	84.1562	250.938	23.3125	102.531
Length   96/ 11, alignment  1/ 3, found:	97.1562	282.875	37.3125	93.5938
