                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   64/  1, alignment  1/ 3, found:	74.4062	31.125	385.031	139.219
Length   64/  1, alignment  0/ 9, fail :	74.4375	15.5625	19.6875	12.8125
Length   64/  2, alignment  1/ 3, found:	74.5938	325.281	16.0312	66.875
Length   64/  2, alignment  0/ 9, fail :	76.875	48.4688	26.5312	52
Length   64/  3, alignment  1/ 3, found:	60.9062	101.375	18	120.625
Length   64/  3, alignment  0/ 9, fail :	56.0938	78.7188	25.2812	112.031
Length   64/  4, alignment  1/ 3, found:	59.875	119.188	17.125	99.0938
Length   64/  4, alignment  0/ 9, fail :	62.6562	114.812	23.5625	84.7812
Length   64/  5, alignment  1/ 3, found:	78.5625	122.906	18.25	92.1875
Length   64/  5, alignment  0/ 9, fail :	58.2812	105.688	23.375	90.9375
Length   64/  6, alignment  1/ 3, found:	68.5625	231.156	26.5312	96.5
Length   64/  6, alignment  0/ 9, fail :	61.5312	231.188	30.9375	90
Length   64/  7, alignment  1/ 3, found:	88.0938	228.562	26.6562	86.5
Length   64/  7, alignment  0/ 9, fail :	68.1875	219.562	35.5312	86
Length   64/  8, alignment  1/ 3, found:	74.6562	182.625	24.9062	82.5
Length   64/  8, alignment  0/ 9, fail :	68.5	191.875	31.0625	77
Length   64/  9, alignment  1/ 3, found:	80.9062	107.625	27.9375	85.6562
Length   64/  9, alignment  0/ 9, fail :	80.4062	92.2812	23	88.0312
Length   64/ 10, alignment  1/ 3, found:	78.8125	28	22.9688	31.5
Length   64/ 10, alignment  0/ 9, fail :	73.7188	18.125	23.8125	15.9062
Length   64/ 11, alignment  1/ 3, found:	62.8438	134.531	20.9688	87.9375
Length   64/ 11, alignment  0/ 9, fail :	67.3125	103.406	24.2188	78.9062
Length   64/ 12, alignment  1/ 3, found:	81.5	145.25	23	94
Length   64/ 12, alignment  0/ 9, fail :	61.2812	116.781	23.5312	95.3438
Length   64/ 13, alignment  1/ 3, found:	66.8438	197.125	24.125	117.094
Length   64/ 13, alignment  0/ 9, fail :	60.7188	183.25	23.5	106.094
Length   64/ 14, alignment  1/ 3, found:	66.6875	198.844	24.5625	105.688
Length   64/ 14, alignment  0/ 9, fail :	74.0312	195.5	23.4688	100.625
Length   64/ 15, alignment  1/ 3, found:	61.0938	243.656	27.0625	97.6562
Length   64/ 15, alignment  0/ 9, fail :	59.4375	233.656	23.75	93.0312
Length   64/ 16, alignment  1/ 3, found:	61.2188	235.094	26.9375	90.2812
Length   64/ 16, alignment  0/ 9, fail :	66.2812	222.188	26.8438	83.7812
Length   96/  1, alignment  1/ 3, found:	93.1562	20.3438	20.5312	18.3125
Length   96/  1, alignment  0/ 9, fail :	91.3125	16.5312	18.9375	15.6562
Length   96/  2, alignment  1/ 3, found:	91.125	201.844	28.5938	154.188
Length   96/  2, alignment  0/ 9, fail :	90.0312	176.75	25.2188	142.594
Length   96/  3, alignment  1/ 3, found:	93.2812	102.719	32	158.5
Length   96/  3, alignment  0/ 9, fail :	89.6562	81.4688	28.7188	152.219
Length   96/  4, alignment  1/ 3, found:	86.125	92.6875	27.8125	144.469
Length   96/  4, alignment  0/ 9, fail :	144.656	79.7188	24.0625	123.875
Length   96/  5, alignment  1/ 3, found:	77.75	200.875	34.0938	101.625
Length   96/  5, alignment  0/ 9, fail :	80.0312	190.125	28.8438	97.0312
Length   96/  6, alignment  1/ 3, found:	106.469	313.844	29.5312	100.438
Length   96/  6, alignment  0/ 9, fail :	105.781	314.938	23.75	95.4375
Length   96/  7, alignment  1/ 3, found:	83.6562	293.656	29.9062	94.75
Length   96/  7, alignment  0/ 9, fail :	97.4062	253.656	23.6875	86
Length   96/  8, alignment  1/ 3, found:	99.5312	27.4375	28.6875	28
Length   96/  8, alignment  0/ 9, fail :	91.0625	15.9062	23.8438	17.0938
Length   96/  9, alignment  1/ 3, found:	124.25	119.719	35.0625	92.9062
Length   96/  9, alignment  0/ 9, fail :	125.906	94.375	27.9375	90.6875
Length   96/ 10, alignment  1/ 3, found:	81.75	245.156	31.625	106.969
Length   96/ 10, alignment  0/ 9, fail :	83.5	258.938	23.9688	100.688
Length   96/ 11, alignment  1/ 3, found:	102.094	294.156	37.5	95
Length   96/ 11, alignment  0/ 9, fail :	91	291.875	26.125	89.875
Length   96/ 12, alignment  1/ 3, found:	82.25	289.344	34.0312	88.2812
Length   96/ 12, alignment  0/ 9, fail :	94.375	292.656	24.2812	86.3125
Length   96/ 13, alignment  1/ 3, found:	95.1562	28.1875	34.4688	25.4688
Length   96/ 13, alignment  0/ 9, fail :	92.8438	13.625	23.8438	15
Length   96/ 14, alignment  1/ 3, found:	88.1875	291.031	40.1875	91
