                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   96/ 12, alignment  0/ 9, fail :	95.0312	293	23.9062	87
Length   96/ 13, alignment  1/ 3, found:	93.6562	27.0625	34.5312	26.5
Length   96/ 13, alignment  0/ 9, fail :	93.7188	14.9688	23.5625	14.6875
Length   96/ 14, alignment  1/ 3, found:	84.9062	286.688	40.2188	95
Length   96/ 14, alignment  0/ 9, fail :	96.875	284.031	27.4375	87.25
Length   96/ 15, alignment  1/ 3, found:	90.3438	153.031	36.5625	99.7812
Length   96/ 15, alignment  0/ 9, fail :	85.9375	130.656	24.25	97.7188
Length   96/ 16, alignment  1/ 3, found:	93.1562	26.7812	37.7812	28.4688
Length   96/ 16, alignment  0/ 9, fail :	92.5938	14.7188	23.9062	15.0625
Length  128/  1, alignment  1/ 3, found:	111.656	18.9062	23.7812	16.3438
Length  128/  1, alignment  0/ 9, fail :	111.906	17.1875	23.375	16.5312
Length  128/  2, alignment  1/ 3, found:	131.688	98.0938	30.8438	218.688
Length  128/  2, alignment  0/ 9, fail :	126.938	83.0312	31.875	201.312
Length  128/  3, alignment  1/ 3, found:	125.219	190.031	27.75	202.719
Length  128/  3, alignment  0/ 9, fail :	107.844	168.25	30.0938	194.344
Length  128/  4, alignment  1/ 3, found:	113.938	111.281	35.2188	143.094
Length  128/  4, alignment  0/ 9, fail :	104.625	97.375	42.5	135.188
Length  128/  5, alignment  1/ 3, found:	118.188	391.438	34.3125	132.312
Length  128/  5, alignment  0/ 9, fail :	115.094	395.594	40.8125	110.656
Length  128/  6, alignment  1/ 3, found:	116.094	129.312	35.875	103.281
Length  128/  6, alignment  0/ 9, fail :	111.031	120	42.1875	121.344
Length  128/  7, alignment  1/ 3, found:	120.469	86.125	36.5625	77.4375
Length  128/  7, alignment  0/ 9, fail :	119.688	69.5312	40.0625	77.75
Length  128/  8, alignment  1/ 3, found:	163.844	187.562	33.5312	99.5625
Length  128/  8, alignment  0/ 9, fail :	160.688	165.062	29.5312	93.9062
Length  128/  9, alignment  1/ 3, found:	117.344	26.1875	32.9062	28.4375
Length  128/  9, alignment  0/ 9, fail :	111.281	22.75	28.9375	25.1562
Length  128/ 10, alignment  1/ 3, found:	108.875	274.625	37.9688	100
Length  128/ 10, alignment  0/ 9, fail :	148.469	288.188	33.5938	95.5625
Length  128/ 11, alignment  1/ 3, found:	106.969	369.438	34.2812	97.4062
Length  128/ 11, alignment  0/ 9, fail :	105.438	371.656	29.2812	101.594
Length  128/ 12, alignment  1/ 3, found:	115.719	26.0312	35.5625	28.7812
Length  128/ 12, alignment  0/ 9, fail :	117.5	21.9375	29.25	24.1875
Length  128/ 13, alignment  1/ 3, found:	107.844	363.156	35.4688	98.7812
Length  128/ 13, alignment  0/ 9, fail :	113.438	354.625	28.8438	89.9375
Length  128/ 14, alignment  1/ 3, found:	124.25	311.094	40.4062	94.4062
Length  128/ 14, alignment  0/ 9, fail :	183.688	313.125	32.9062	93.9688
Length  128/ 15, alignment  1/ 3, found:	122.562	366.594	36	100.188
Length  128/ 15, alignment  0/ 9, fail :	118.812	369.375	29.0938	92.25
Length  128/ 16, alignment  1/ 3, found:	114.25	131.219	38.1562	97.2188
Length  128/ 16, alignment  0/ 9, fail :	106.281	106.375	28.9688	97.4062
Length  160/  1, alignment  1/ 3, found:	132.375	26.125	22.9375	22.5
Length  160/  1, alignment  0/ 9, fail :	134.031	20.7188	23.1875	22
Length  160/  2, alignment  1/ 3, found:	172.531	204.562	30.0625	166.594
Length  160/  2, alignment  0/ 9, fail :	160.375	178.438	29.5312	154.594
Length  160/  3, alignment  1/ 3, found:	147.656	126.656	45.5625	245.125
Length  160/  3, alignment  0/ 9, fail :	140.5	111.844	42.4375	235.844
Length  160/  4, alignment  1/ 3, found:	159.938	241.438	51.25	175.719
Length  160/  4, alignment  0/ 9, fail :	172.031	222.531	47.7188	172.406
Length  160/  5, alignment  1/ 3, found:	171.156	148.125	43.1562	144.969
Length  160/  5, alignment  0/ 9, fail :	143.344	129.188	37.375	134.25
Length  160/  6, alignment  1/ 3, found:	179.438	222.094	45.125	133.344
Length  160/  6, alignment  0/ 9, fail :	150.938	193	42.1562	126.969
Length  160/  7, alignment  1/ 3, found:	152.125	311.062	45.5	123.438
Length  160/  7, alignment  0/ 9, fail :	137.375	289.094	37.7812	122.094
Length  160/  8, alignment  1/ 3, found:	162.219	415	48.6875	123.875
Length  160/  8, alignment  0/ 9, fail :	141.688	395.781	39.9375	117.031
Length  160/  9, alignment  1/ 3, found:	144.969	401.938	44.4375	118.25
Length  160/  9, alignment  0/ 9, fail :	151.625	377.625	33.6562	115
Length  160/ 10, alignment  1/ 3, found:	159.062	496.438	53.4688	120.969
Length  160/ 10, alignment  0/ 9, fail :	137.438	449	43.4688	111.406
Length  160/ 11, alignment  1/ 3, found:	153.312	443.438	43.6562	102
Length  160/ 11, alignment  0/ 9, fail :	143.656	394.844	29.8438	98.1562
Length  160/ 12, alignment  1/ 3, found:	162.969	355.562	42.0625	98.0312
Length  160/ 12, alignment  0/ 9, fail :	167.25	305.938	30.5	93.6562
Length  160/ 13, alignment  1/ 3, found:	191.875	486.281	66.6562	106.406
Length  160/ 13, alignment  0/ 9, fail :	188.406	454.312	49.3438	98.4375
Length  160/ 14, alignment  1/ 3, found:	182.562	427.062	60.625	101.656
Length  160/ 14, alignment  0/ 9, fail :	138.375	415.125	44.9375	95.8125
Length  160/ 15, alignment  1/ 3, found:	145.938	461.375	57.0938	104.938
Length  160/ 15, alignment  0/ 9, fail :	137.25	450.875	43.5312	101.531
Length  160/ 16, alignment  1/ 3, found:	154.188	433.875	66.2812	105.875
Length  160/ 16, alignment  0/ 9, fail :	143.781	413.406	47.0312	104.312
Length  192/  1, alignment  1/ 3, found:	151.125	24.5312	24.7188	22.625
Length  192/  1, alignment  0/ 9, fail :	150	20.9062	25.0938	20.9688
Length  192/  2, alignment  1/ 3, found:	148.531	31.8125	36.5625	27.1875
Length  192/  2, alignment  0/ 9, fail :	149.406	20.5938	34.4688	20.7812
Length  192/  3, alignment  1/ 3, found:	146.688	31.1562	33.2812	31.75
Length  192/  3, alignment  0/ 9, fail :	148.531	18.9375	34.2812	18.5
Length  192/  4, alignment  1/ 3, found:	209.438	221.156	33.875	174.906
Length  192/  4, alignment  0/ 9, fail :	159.688	202.406	32.625	166
Length  192/  5, alignment  1/ 3, found:	278.312	407.156	36.6875	135.438
Length  192/  5, alignment  0/ 9, fail :	163.938	390.781	34.1562	130.594
Length  192/  6, alignment  1/ 3, found:	165.906	472.406	37.6875	117
Length  192/  6, alignment  0/ 9, fail :	164	454.312	37.5312	125.531
Length  192/  7, alignment  1/ 3, found:	174.062	484.312	53.625	128.688
Length  192/  7, alignment  0/ 9, fail :	155.062	461.562	47.5938	118.062
Length  192/  8, alignment  1/ 3, found:	228.906	529.719	44.0938	133.344
Length  192/  8, alignment  0/ 9, fail :	231.125	510.906	45.9375	122.688
Length  192/  9, alignment  1/ 3, found:	159.875	102.844	41.3438	84.7812
Length  192/  9, alignment  0/ 9, fail :	152	90.25	45.1562	80.9062
Length  192/ 10, alignment  1/ 3, found:	176.812	113.188	41.9062	90.75
Length  192/ 10, alignment  0/ 9, fail :	180.969	97.5312	44.3125	82.5
Length  192/ 11, alignment  1/ 3, found:	154	30.9688	43.7812	35.5
Length  192/ 11, alignment  0/ 9, fail :	149.75	90.75	44.4688	79.2812
Length  192/ 12, alignment  1/ 3, found:	200.688	291.031	50.875	110.656
Length  192/ 12, alignment  0/ 9, fail :	210.469	276.531	41.0625	106.719
Length  192/ 13, alignment  1/ 3, found:	181.656	155	43.0312	98.9062
Length  192/ 13, alignment  0/ 9, fail :	177.438	140.219	33.9062	94.2812
Length  192/ 14, alignment  1/ 3, found:	153.844	30.1562	41.5	31.9375
Length  192/ 14, alignment  0/ 9, fail :	149.812	19.5	33.4062	19.4688
Length  192/ 15, alignment  1/ 3, found:	152	28.4375	40.6875	31.4375
Length  192/ 15, alignment  0/ 9, fail :	149.406	18.9375	32.9375	19.7188
Length  192/ 16, alignment  1/ 3, found:	151.812	28.3438	40.625	30.875
Length  192/ 16, alignment  0/ 9, fail :	148.969	19.0625	32.6875	19.7812
Length  224/  1, alignment  1/ 3, found:	170.594	22.0938	26.0312	21.0938
Length  224/  1, alignment  0/ 9, fail :	169.875	19.4062	25.5312	19.9375
Length  224/  2, alignment  1/ 3, found:	188.125	232.125	36.5625	325.719
Length  224/  2, alignment  0/ 9, fail :	183.312	216.969	33.4688	311.469
Length  224/  3, alignment  1/ 3, found:	221.406	420.906	55.8125	305.688
Length  224/  3, alignment  0/ 9, fail :	174	419.125	52.9062	299.406
Length  224/  4, alignment  1/ 3, found:	191.812	323.281	41.375	223.188
Length  224/  4, alignment  0/ 9, fail :	229.75	302.25	32.6875	210.75
Length  224/  5, alignment  1/ 3, found:	240.562	188.438	42	111.781
Length  224/  5, alignment  0/ 9, fail :	227.438	170.469	33.0312	109
Length  224/  6, alignment  1/ 3, found:	260.75	331.562	64.0625	157.531
Length  224/  6, alignment  0/ 9, fail :	196.812	327.5	56.9688	144.75
Length  224/  7, alignment  1/ 3, found:	198.281	88.2188	50.3125	125.094
Length  224/  7, alignment  0/ 9, fail :	185.812	86.125	39.4688	114.594
Length  224/  8, alignment  1/ 3, found:	197.719	91.9375	46.5938	114.875
Length  224/  8, alignment  0/ 9, fail :	216.406	84.9688	39.5938	115.656
Length  224/  9, alignment  1/ 3, found:	250.25	498.094	56.0938	119.219
Length  224/  9, alignment  0/ 9, fail :	179.906	493.844	41.875	114.812
Length  224/ 10, alignment  1/ 3, found:	192.875	600.531	42.7812	115.406
Length  224/ 10, alignment  0/ 9, fail :	193.156	600.594	33.9062	115.062
Length  224/ 11, alignment  1/ 3, found:	194.625	597.688	55.875	119.094
Length  224/ 11, alignment  0/ 9, fail :	188.438	589.938	44.4375	111.469
Length  224/ 12, alignment  1/ 3, found:	296	584	42.5938	112.719
Length  224/ 12, alignment  0/ 9, fail :	182.812	579.125	33.5938	107.406
Length  224/ 13, alignment  1/ 3, found:	172.344	34.2188	43.1562	35.9688
Length  224/ 13, alignment  0/ 9, fail :	174.156	26.9688	32.9375	29.6562
Length  224/ 14, alignment  1/ 3, found:	173.688	31.3438	44.4375	33.9062
Length  224/ 14, alignment  0/ 9, fail :	170.719	20.0625	34.0312	20.4688
Length  224/ 15, alignment  1/ 3, found:	171.281	29.6562	43.7188	31.75
Length  224/ 15, alignment  0/ 9, fail :	169.625	19.2812	33.4062	20.4688
Length  224/ 16, alignment  1/ 3, found:	244.031	632.094	65.3438	117.75
Length  224/ 16, alignment  0/ 9, fail :	265.906	599.469	46.6875	110.562
Length  256/  1, alignment  1/ 3, found:	189.688	22.6875	28.5938	23.5625
Length  256/  1, alignment  0/ 9, fail :	189.406	21.7812	28.4688	22.125
Length  256/  2, alignment  1/ 3, found:	255.188	100.688	40.375	390.938
Length  256/  2, alignment  0/ 9, fail :	189.469	89.1562	40.875	375.156
Length  256/  3, alignment  1/ 3, found:	264.312	150.438	52.9688	172.562
Length  256/  3, alignment  0/ 9, fail :	241.562	140.562	56.5312	165.562
Length  256/  4, alignment  1/ 3, found:	295.594	178.688	41.4375	205.375
Length  256/  4, alignment  0/ 9, fail :	270.156	155.75	42	193.406
Length  256/  5, alignment  1/ 3, found:	241.812	665.938	49.75	199.219
Length  256/  5, alignment  0/ 9, fail :	213.938	628.094	46.9062	181.906
Length  256/  6, alignment  1/ 3, found:	249.312	157.094	47.0938	166.719
Length  256/  6, alignment  0/ 9, fail :	193.969	125.812	46.7812	157.531
Length  256/  7, alignment  1/ 3, found:	281.5	146.594	65.7188	142.906
Length  256/  7, alignment  0/ 9, fail :	268.625	127.5	57.4062	135.531
Length  256/  8, alignment  1/ 3, found:	239.719	108.625	59.6875	138.531
Length  256/  8, alignment  0/ 9, fail :	219.938	88.9688	55.5312	130.781
Length  256/  9, alignment  1/ 3, found:	201.75	106.344	50.1875	122.688
Length  256/  9, alignment  0/ 9, fail :	194.531	89.0938	45.8125	119.906
Length  256/ 10, alignment  1/ 3, found:	202.25	111.375	46.2812	125.156
Length  256/ 10, alignment  0/ 9, fail :	197.719	91.0625	44.4062	125.281
Length  256/ 11, alignment  1/ 3, found:	255.562	109.875	47.6562	127.094
Length  256/ 11, alignment  0/ 9, fail :	195.062	92.6562	45.9375	130.281
Length  256/ 12, alignment  1/ 3, found:	273.375	105.875	56.5312	119.25
Length  256/ 12, alignment  0/ 9, fail :	191.312	91.5625	51.5938	116.719
Length  256/ 13, alignment  1/ 3, found:	211.688	246.75	47	118.438
Length  256/ 13, alignment  0/ 9, fail :	206	221.094	42.3438	111.406
Length  256/ 14, alignment  1/ 3, found:	251.625	156.469	44.375	108.562
Length  256/ 14, alignment  0/ 9, fail :	205.031	131.875	38.2188	103.156
Length  256/ 15, alignment  1/ 3, found:	219.625	157.281	43.4062	110.188
Length  256/ 15, alignment  0/ 9, fail :	217.406	130.594	37.3125	104.938
Length  256/ 16, alignment  1/ 3, found:	195.594	32.1875	44.5312	34.3438
Length  256/ 16, alignment  0/ 9, fail :	190.594	21.0938	37.5625	20.4062
Length  256/ 16, alignment  1/11, found:	189.344	30.2188	46.0625	32.5
Length  256/ 16, alignment 14/ 5, fail :	189.219	20.5938	38	21.3438
Length  256/ 32, alignment  1/11, found:	211.375	488.562	80.4062	154.156
Length  256/ 32, alignment 14/ 5, fail :	213.75	405.094	36.875	138.125
Length  256/ 64, alignment  1/11, found:	263.812	652.562	126.969	202.906
Length  256/ 64, alignment 14/ 5, fail :	275.125	557	52.8438	187.844
Length  256/128, alignment  1/11, found:	237.656	1038.66	147.719	293.312
Length  256/128, alignment 14/ 5, fail :	247.781	862.25	36.625	273.562
Length  256/256, alignment  1/11, found:	198.406	48.0938	204	48.6562
Length  256/256, alignment 14/ 5, fail :	224.938	35.6875	50.375	38.1562
Length  512/ 16, alignment  1/11, found:	406.625	979.344	69.7812	201
Length  512/ 16, alignment 14/ 5, fail :	430.594	1825.97	60.0625	184.594
Length  512/ 32, alignment  1/11, found:	496.75	692.156	122.125	165.156
Length  512/ 32, alignment 14/ 5, fail :	453.906	604.219	76.7812	158.938
Length  512/ 64, alignment  1/11, found:	556.5	725.25	160.25	210.781
Length  512/ 64, alignment 14/ 5, fail :	449.781	599.844	92.6875	199.156
Length  512/128, alignment  1/11, found:	582.344	1039.06	170.094	315.781
Length  512/128, alignment 14/ 5, fail :	558.781	855.656	69.75	294.156
Length  512/256, alignment  1/11, found:	475.438	1798.97	269.438	505.875
Length  512/256, alignment 14/ 5, fail :	450.344	1385.22	106.75	490.75
Length 1024/ 16, alignment  1/11, found:	1114.59	2674.34	183.344	267.031
Length 1024/ 16, alignment 14/ 5, fail :	845.312	2606.81	172.156	245.344
Length 1024/ 32, alignment  1/11, found:	1339.53	913.219	177.812	279.906
Length 1024/ 32, alignment 14/ 5, fail :	1073.56	819.719	137.719	261.844
Length 1024/ 64, alignment  1/11, found:	1023.72	1028.53	273.688	251.438
Length 1024/ 64, alignment 14/ 5, fail :	833.969	930.5	219.812	247.469
Length 1024/128, alignment  1/11, found:	1129.34	1337.19	234.219	339.906
Length 1024/128, alignment 14/ 5, fail :	810.344	1106.34	119.906	315.062
Length 1024/256, alignment  1/11, found:	1372.28	1976.31	367.469	569.594
Length 1024/256, alignment 14/ 5, fail :	1234.41	1603.41	163.406	552.25
Length 2048/ 16, alignment  1/11, found:	2708.56	5615.75	265.125	545.219
Length 2048/ 16, alignment 14/ 5, fail :	2227.69	5487.66	257.031	655.094
Length 2048/ 32, alignment  1/11, found:	2610.91	1462.34	314.812	456.25
Length 2048/ 32, alignment 14/ 5, fail :	2480.34	1366.88	271.031	427.594
Length 2048/ 64, alignment  1/11, found:	2695.28	1479.53	341.844	481.531
Length 2048/ 64, alignment 14/ 5, fail :	2461.53	1193.34	268.688	409.375
Length 2048/128, alignment  1/11, found:	2526.38	1789	662.312	513.094
Length 2048/128, alignment 14/ 5, fail :	1856.09	1652.06	430	459.438
Length 2048/256, alignment  1/11, found:	2682.44	2558.44	565.25	654
Length 2048/256, alignment 14/ 5, fail :	1990.47	2039.56	388.062	605.812
Length 4096/ 16, alignment  1/11, found:	4251.41	12228.4	658.656	1097.84
Length 4096/ 16, alignment 14/ 5, fail :	3618.38	12294.3	1167.34	975.031
Length 4096/ 32, alignment  1/11, found:	5758.75	3380.16	1189.84	875.5
Length 4096/ 32, alignment 14/ 5, fail :	5030.78	2745.94	970.531	935.688
Length 4096/ 64, alignment  1/11, found:	6165.97	2550.56	881.25	727.906
Length 4096/ 64, alignment 14/ 5, fail :	5563.34	2502.66	953.438	682.094
Length 4096/128, alignment  1/11, found:	4273.28	2085.72	752.375	532.812
Length 4096/128, alignment 14/ 5, fail :	3340.72	1804.69	644.719	493.344
Length 4096/256, alignment  1/11, found:	4136.53	2790.59	1069.09	883.281
Length 4096/256, alignment 14/ 5, fail :	3446.41	2458.38	925.5	849.656
Length 8192/ 16, alignment  1/11, found:	7097.28	23121.8	1126.16	1364.5
Length 8192/ 16, alignment 14/ 5, fail :	6567.16	23091.4	1108.31	1330.91
Length 8192/ 32, alignment  1/11, found:	6972.16	4932.28	929.156	1129.09
Length 8192/ 32, alignment 14/ 5, fail :	9887.25	5318.53	1047.09	1259.41
Length 8192/ 64, alignment  1/11, found:	8140.12	4128.75	1590.94	867.5
Length 8192/ 64, alignment 14/ 5, fail :	6581.47	2792.88	1232.84	819.031
Length 8192/128, alignment  1/11, found:	9283.38	3755.47	1349.09	987.781
Length 8192/128, alignment 14/ 5, fail :	9118.88	3457.69	1303.53	941.719
Length 8192/256, alignment  1/11, found:	8042	4074.31	2016.12	1357.41
Length 8192/256, alignment 14/ 5, fail :	7226.75	3547.97	1825.31	1309.88
Length 16384/ 16, alignment  1/11, found:	18511.5	1703.41	2134.75	2882.47
Length 16384/ 16, alignment 14/ 5, fail :	17898.1	1649.16	2193.62	2835.97
Length 16384/ 32, alignment  1/11, found:	11646	8270.62	1776.84	2273.06
Length 16384/ 32, alignment 14/ 5, fail :	11582.9	7756.31	1749.53	2182.03
Length 16384/ 64, alignment  1/11, found:	13774.2	6136.75	2720.03	2190.31
Length 16384/ 64, alignment 14/ 5, fail :	13018.8	5782.66	2532.5	2106.66
Length 16384/128, alignment  1/11, found:	15339.7	5271.97	2567.53	2210.72
Length 16384/128, alignment 14/ 5, fail :	13901.4	5052.22	2513.09	2177.12
Length 16384/256, alignment  1/11, found:	15208.4	5718.91	3613.97	2312
Length 16384/256, alignment 14/ 5, fail :	13652.3	5227.03	3335.81	2234.72
Length 32768/ 16, alignment  1/11, found:	30731.5	91995.9	7105.06	6805.41
Length 32768/ 16, alignment 14/ 5, fail :	27848.5	91898.3	6624.38	6481.03
Length 32768/ 32, alignment  1/11, found:	24706.4	18116.8	4103.75	5173.31
Length 32768/ 32, alignment 14/ 5, fail :	25017.5	19676	4474.72	5236.69
Length 32768/ 64, alignment  1/11, found:	26805.4	15648.9	6477.34	3504.25
Length 32768/ 64, alignment 14/ 5, fail :	25447.6	14489.2	6331.19	3313.41
Length 32768/128, alignment  1/11, found:	28731.6	15792	5527.91	4265.06
Length 32768/128, alignment 14/ 5, fail :	28382.7	15221.6	5400.69	4150.59
Length 32768/256, alignment  1/11, found:	38105.4	13964.8	8543.03	4719.12
Length 32768/256, alignment 14/ 5, fail :	97346.6	13309.9	8829.97	4212.56
Length 65536/ 16, alignment  1/11, found:	60893.3	190202	6464.44	15363.2
Length 65536/ 16, alignment 14/ 5, fail :	53192.9	191254	6762.69	13908.1
Length 65536/ 32, alignment  1/11, found:	50866.2	36724.6	6880.88	7398.72
Length 65536/ 32, alignment 14/ 5, fail :	50477.6	34935.5	6844.28	7290.19
Length 65536/ 64, alignment  1/11, found:	52465	30405.1	11406.2	7267.94
Length 65536/ 64, alignment 14/ 5, fail :	51908.9	30326.4	11220.7	7458.22
Length 65536/128, alignment  1/11, found:	59636.6	19305.9	12770.2	7339.47
Length 65536/128, alignment 14/ 5, fail :	52698.4	17322.8	12293.1	7040
Length 65536/256, alignment  1/11, found:	76266.3	16101.4	18053.6	5302.56
Length 65536/256, alignment 14/ 5, fail :	91506.6	16485.2	17917.2	5194.28
Length 65536/ 64, complex needle 1:	1.78038e+06	29820.6	537326	530132
Length 65536/ 64, complex needle 2:	2.16092e+06	171800	629578	603950
Length 65536/ 64, complex needle 3:	598126	962548	261361	11055.4
Length 65536/256, complex needle 1:	4.73592e+06	19601.5	635104	622812
Length 65536/256, complex needle 2:	6.65389e+06	154586	653063	621173
Length 65536/256, complex needle 3:	596177	959253	261399	4971.16
Length 65536/1024, complex needle 1:	2.03978e+07	11373.2	112221	12386.7
Length 65536/1024, complex needle 2:	2.26239e+07	154190	202892	157202
Length 65536/1024, complex needle 3:	617938	962578	251240	949540
