                       	basic_memmem	twoway_memmem	memmem
String abc0, offset 21:	23.8828	11.8711	46.2422
String abc0, offset 28:	28.0352	12.3125	51.7266
String abc0, offset 35:	43.0742	13.6016	55.1992
String abc0, offset 42:	54.8711	13.0859	55.7891
String abc0, offset 49:	59.2734	13.75	58.418
String abc0, offset 56:	63.0195	13.6797	61.7539
String abc0, offset 63:	67.3281	12.9414	86.5703
String abc0, offset 70:	71.418	13.4492	90.9492
String abc0, offset 77:	76.8008	13.6406	94.8008
String abc0, offset 84:	81	13.6328	95.7812
String abc0, offset 91:	85.2617	13.0078	87.1172
String abc0, offset 98:	89.6445	13.625	89.6016
String abc0, offset 105:	93.9648	14.25	113.332
String abc0, offset 112:	98.2852	14.2109	122.508
String abc0, offset 119:	102.711	13.5469	123.824
String aaaa0, offset 0:	10.9688	11.6836	38.8359
String aaaa0, offset 7:	18.0508	12.0547	45.625
String aaaa0, offset 14:	19.75	12.3203	46.543
String aaaa0, offset 21:	25.6875	12.293	46.1719
String aaaa0, offset 28:	29.3477	12.2383	47.0039
String aaaa0, offset 35:	35.5195	31.1953	62.3047
String aaaa0, offset 42:	60.832	15.0117	60.5078
String aaaa0, offset 49:	65.8633	14.2656	61.4375
String aaaa0, offset 56:	70.4961	15.0664	63.7383
String aaaa0, offset 63:	75.1562	14.1758	71.5508
String aaaa0, offset 70:	79.9727	14.7891	73.207
String aaaa0, offset 77:	84.6289	14.3008	84.3008
String aaaa0, offset 84:	81.7109	13.0156	65.6641
String aaaa0, offset 91:	85.9062	30.5195	111.672
String aaaa0, offset 98:	98.9648	14.9805	82.8125
String aaaa0, offset 105:	104.035	14.9922	80.7656
String aaaa0, offset 112:	109.094	15.0195	108.199
String aaaa0, offset 119:	113.723	14.9727	122.262
String abcabc0, offset 0:	13.582	12.793	44.1445
String abcabc0, offset 7:	22.4414	13.1172	47.3203
String abcabc0, offset 14:	24.75	13.0469	49.0859
String abcabc0, offset 21:	29.5117	13.7109	50.1641
String abcabc0, offset 28:	43.4375	12.9258	54.5898
String abcabc0, offset 35:	59.0938	15.543	55.7969
String abcabc0, offset 42:	63.6875	14.9922	54.082
String abcabc0, offset 49:	68.3594	14.5781	58.9961
String abcabc0, offset 56:	84.9922	15.168	61.75
String abcabc0, offset 63:	77.9219	13.8438	67.3672
String abcabc0, offset 70:	82.9023	14.8008	59.0039
String abcabc0, offset 77:	79.8594	13.0312	60.043
String abcabc0, offset 84:	84.4609	13.0391	59.6211
String abcabc0, offset 91:	88.4297	13.0312	68.543
String abcabc0, offset 98:	123.633	22.1953	84.7539
String abcabc0, offset 105:	97.4766	14.4023	73.2188
String abcabc0, offset 112:	115.703	28.1172	90.9961
String abcabc0, offset 119:	162.039	20.668	103.48
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	2787.89	173.121	321.41
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	107479	45027.7	14100.1
String 6, offset 163838:	104452	3747.52	3637.06
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	948.059	169.852	130.738
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	859.207	476.805	135.797
String 9, offset 163838:	104316	3750.3	3652.93
String 7, offset 807:	530.613	23.793	21.3398
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	22246	823.84	1255.21
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2250.64	1316.16	278.074
String 4, offset 163838:	102764	3973.32	3668.54
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	160.043	15.4375	76.6367
String WVU[0AH07J, offset 1381:	1049.71	110.055	326.234
String 0UYV, offset 49301:	30915	1097.45	25420.8
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	724.934	376.359	182.395
String 6, offset 163838:	104007	3824.04	3863.67
String 8, offset 163838:	102695	3772.09	3638.12
String 7BE4[2UF5MDRT1T, offset 7449:	4694.72	161.051	972.535
String DXW@APO2AZ, offset 147:	125.168	119.195	67.4805
String QM3J@OE3PY413DBMG, offset 3775:	3546.32	187.688	451.426
String FBD9RJ, offset 4458:	4579.39	2154.04	1440.8
String QXVG<8VKH, offset 91649:	120278	2317.28	19431.2
String 1, offset 2166:	1378.55	65.8008	41.7734
String 51TN, offset 9384:	5891.3	196.766	4727.88
String SLU8@<77JUVP6, offset 11601:	13736.9	452.914	1699.49
String 0, offset 163838:	102407	3820.85	3650.03
String 4, offset 163838:	102348	3847.02	3646.27
String BT98HTDMY[, offset 1755:	1527.52	639.758	349.562
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	682.348	343.773	136.68
String JRN3MYMI2TIZN[N9?, offset 2735:	2816.89	1250.34	380.285
String Y6, offset 18239:	22230.9	560.648	26291.7
String E=<X7S5<FAOI4, offset 2503:	2293.75	120.457	387.66
String 52BS3CUPU3KU@W2, offset 11268:	7080.38	227.996	1400.46
String Z6, offset 22605:	28355.9	646.402	32633.5
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	692.035	592.684	145.176
String 2, offset 611:	408.691	20.9883	18.4727
String 6[GPB, offset 41469:	25932.1	913.113	16393.9
String DCZCEDI2, offset 3838:	3347.68	162.625	866.449
String F2LVAHH5, offset 59813:	78224.1	33093.5	14903.9
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1568.96	51.6523	264.871
String AYESVW[9AU9O, offset 43093:	55315	1038.63	6913.46
String N1PJ@V0, offset 1961:	1817.09	86.5703	609.148
String JAPZ@SHK7, offset 5306:	5713.4	179.559	1093.78
String Y>WH@OQ7<<KG, offset 5489:	5300.28	161.191	849.676
String 8YK9Y4AX, offset 3077:	1958.63	86.8867	690.52
String >Y9, offset 841:	700.461	52.7148	624.961
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7537.15	3375.21	615.969
String 5, offset 163838:	102352	3887.84	3651.02
String 0, offset 163838:	102347	3882.49	3677.91
String BO>@>1HVD9K=P4B, offset 1113:	923.922	664.477	200.246
String X2R, offset 5662:	5684.42	169.645	4197.14
String AS7947JGV@, offset 84947:	113062	45974.6	17265.5
String N3USCOC@WE, offset 1455:	1270.44	968.012	355.156
String 5, offset 163838:	102347	3823.26	3689
String F0MWMCH, offset 119294:	159310	70356.6	33910
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	10723	4935.82	850.875
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60385.3	1062.37	3932.37
String 1, offset 163838:	102499	3820.21	3648.86
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	791.996	34.6484	167.23
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44701.5	1801.11	7671.03
String 39UVL, offset 1426:	921.355	38.2188	553.211
String 8=Y, offset 4750:	2993.97	115.559	3412.35
String VGHAHB4GFVQ>1LQ, offset 220:	211.469	99.1562	75.2578
String <PFR0P=8FD5K, offset 1049:	813.035	96.3203	198.285
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3658.41	2018.35	392.699
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	67883.3	1491.8	5799.78
String 5, offset 45105:	28205.3	970.68	815.359
String KDJ>=PADGH6RTYG?YF, offset 90440:	119178	49639.3	10713.1
String KNN==39, offset 1989:	1887.48	93.2148	670.543
String 0, offset 163838:	102350	3868.14	3649.75
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33804.2	13989.2	2061.63
String 2, offset 163838:	102347	3847.23	3651.04
String V5, offset 134:	109.641	39.2812	219.871
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	204516	89629.1	14312
String >DNAI<7R2=7KS, offset 80494:	104239	37656.5	13203.2
String FZ52=G=Y4?WC[9E, offset 612:	516.871	234.32	146.332
String 1, offset 163838:	102348	3830.77	3653.8
String GW0J=5640F1GEP, offset 14142:	15830.4	570.945	1775.23
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	108874	2245.82	8219.26
String @OKI?1[IIPRCZ9XH, offset 284:	240.133	113.715	79.9219
String 1Z0, offset 5676:	3576.25	130.039	4290.12
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	17978.4	599.105	1088.44
String R<58, offset 303:	289.195	57.9844	181.059
String 1>QG79OA55IUOD<9?1?K, offset 138567:	86631.6	3312.06	16381.8
String 804S@ERR@FE@L, offset 58219:	36395.9	1531	9130.07
String Z8, offset 20884:	26328.6	611.676	30095.7
String 1, offset 163838:	102396	3828.77	3663.41
String G=9, offset 192:	177.883	45.2891	170.016
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	192727	85734.5	14276.6
String 4, offset 163838:	102357	3816.93	3649.12
String K37<GE0P=EAC[U5, offset 97404:	128914	54306.5	14655.8
String DC9Y7?ZDXW@AP6V8Z, offset 140:	124.957	99.7422	70.1094
String 9, offset 163838:	102361	3831.61	3650.57
String OY2BY64YX@1BIE=5C39G5, offset 160474:	212514	3657.64	18204.3
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22325.4	602.117	1502.4
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	29168.3	760.914	2240.83
String G8K>X?PEKV[6CRO99[21, offset 454:	404.324	123.812	100.098
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1430.38	145.039	241.426
String 14C7=EOB, offset 940:	624.219	30.1953	242.984
String 2[E, offset 574:	385.711	23.7969	425.875
String 6INY>8, offset 7757:	5032.65	164.051	2319.42
