                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length  160/ 15, alignment  1/ 3, found:	272.906	486.688	58.3438	108.188
Length  160/ 15, alignment  0/ 9, fail :	221.031	450.969	44.875	105.062
Length  160/ 16, alignment  1/ 3, found:	210.062	447.25	76.3438	104.75
Length  160/ 16, alignment  0/ 9, fail :	200.938	450.906	47.8438	98.8438
Length  192/  1, alignment  1/ 3, found:	150.156	22.75	25.8438	21.4688
Length  192/  1, alignment  0/ 9, fail :	165.531	20.7812	25.0312	22.8125
Length  192/  2, alignment  1/ 3, found:	152.719	33.375	38.6562	26.0938
Length  192/  2, alignment  0/ 9, fail :	151.719	19.5938	33.5312	19
Length  192/  3, alignment  1/ 3, found:	147.562	29.2188	34.5312	32.625
Length  192/  3, alignment  0/ 9, fail :	153.406	18.1562	31.625	19.7812
Length  192/  4, alignment  1/ 3, found:	318.094	241.312	34.5312	179.406
Length  192/  4, alignment  0/ 9, fail :	262.344	201.312	33.8438	164.125
Length  192/  5, alignment  1/ 3, found:	317.031	456.312	35.8125	162.219
Length  192/  5, alignment  0/ 9, fail :	286.938	425.375	32.1875	158.656
Length  192/  6, alignment  1/ 3, found:	295.75	508.219	36.875	145.875
Length  192/  6, alignment  0/ 9, fail :	246.688	451.688	40.5625	130.844
Length  192/  7, alignment  1/ 3, found:	397.938	499.281	55.0625	130.781
Length  192/  7, alignment  0/ 9, fail :	279.5	499.906	52.1562	120.594
Length  192/  8, alignment  1/ 3, found:	269.781	558.562	45.6875	133.062
Length  192/  8, alignment  0/ 9, fail :	233	566.781	45.6875	127.938
Length  192/  9, alignment  1/ 3, found:	161.594	108.25	41.3125	83.7188
Length  192/  9, alignment  0/ 9, fail :	157.906	86.0312	45.5	83.125
Length  192/ 10, alignment  1/ 3, found:	200.812	114.625	41.7812	91.5
Length  192/ 10, alignment  0/ 9, fail :	192.656	100.625	44.0312	81.3438
Length  192/ 11, alignment  1/ 3, found:	154.938	30.4688	41.375	35
Length  192/ 11, alignment  0/ 9, fail :	158.219	91.3125	45.0625	82.6875
Length  192/ 12, alignment  1/ 3, found:	211.906	302.062	48.25	111.406
Length  192/ 12, alignment  0/ 9, fail :	226.719	298.188	42.7188	106.062
Length  192/ 13, alignment  1/ 3, found:	179.312	159.875	42.8438	102.969
Length  192/ 13, alignment  0/ 9, fail :	182.688	150.938	32.3125	95.8125
Length  192/ 14, alignment  1/ 3, found:	157.031	29.4062	39.75	34.5938
Length  192/ 14, alignment  0/ 9, fail :	149.562	19.5625	33.2188	22.375
Length  192/ 15, alignment  1/ 3, found:	153.531	30.5312	41.1875	30.375
Length  192/ 15, alignment  0/ 9, fail :	149.75	19.5	32.125	20.9688
Length  192/ 16, alignment  1/ 3, found:	152.594	28.1875	41.9062	29.1562
Length  192/ 16, alignment  0/ 9, fail :	149.094	18.8125	31.625	20.4062
Length  224/  1, alignment  1/ 3, found:	173.688	25.4688	24.7812	21.9375
Length  224/  1, alignment  0/ 9, fail :	169.438	21.5625	24.5938	21.5938
Length  224/  2, alignment  1/ 3, found:	340.219	236.312	36.9375	324.438
Length  224/  2, alignment  0/ 9, fail :	288.938	250.5	35.6875	310.875
Length  224/  3, alignment  1/ 3, found:	414.188	443.5	58.3125	303.469
Length  224/  3, alignment  0/ 9, fail :	347.062	433.25	55.0625	299.781
Length  224/  4, alignment  1/ 3, found:	461.281	335.719	41.6875	245.344
Length  224/  4, alignment  0/ 9, fail :	318.656	355.156	35.625	205.062
Length  224/  5, alignment  1/ 3, found:	274.969	222.188	39.9062	114
Length  224/  5, alignment  0/ 9, fail :	249.531	203.906	32.0312	107.531
Length  224/  6, alignment  1/ 3, found:	367.719	354.781	67.0312	163.125
Length  224/  6, alignment  0/ 9, fail :	237.125	358.219	57.9062	144.75
Length  224/  7, alignment  1/ 3, found:	327.281	92.7188	50.0625	145.719
Length  224/  7, alignment  0/ 9, fail :	262.031	87.3125	41.25	127.062
Length  224/  8, alignment  1/ 3, found:	386.219	94.5625	51.125	138.406
Length  224/  8, alignment  0/ 9, fail :	239.531	81	43.6562	121.875
Length  224/  9, alignment  1/ 3, found:	421.062	494.781	58.375	149.219
Length  224/  9, alignment  0/ 9, fail :	363.938	499.656	44.7188	116.781
Length  224/ 10, alignment  1/ 3, found:	390.531	664	44.1875	127.375
Length  224/ 10, alignment  0/ 9, fail :	364.25	617.188	33	118.688
Length  224/ 11, alignment  1/ 3, found:	457.375	656.688	55.9062	120.281
Length  224/ 11, alignment  0/ 9, fail :	413.719	603.156	40.3125	107.219
Length  224/ 12, alignment  1/ 3, found:	358.344	619.938	48.7188	109.312
Length  224/ 12, alignment  0/ 9, fail :	305.5	613.156	33.1562	108.656
Length  224/ 13, alignment  1/ 3, found:	174.25	33.7188	42.4688	37.0312
Length  224/ 13, alignment  0/ 9, fail :	175.094	26.4375	32.8438	28.9688
Length  224/ 14, alignment  1/ 3, found:	177	30.7188	48.7188	33.9688
Length  224/ 14, alignment  0/ 9, fail :	170.469	20.3438	32.7812	21.5938
Length  224/ 15, alignment  1/ 3, found:	168.562	28.5938	43.6562	32
Length  224/ 15, alignment  0/ 9, fail :	169.562	19.5938	32.5	21.6562
Length  224/ 16, alignment  1/ 3, found:	386.938	616.625	61.7812	115.438
Length  224/ 16, alignment  0/ 9, fail :	272.875	629.312	46.3125	114.844
Length  256/  1, alignment  1/ 3, found:	191.812	20.4062	27.8438	23.875
Length  256/  1, alignment  0/ 9, fail :	189.562	22.3125	27.9375	21
Length  256/  2, alignment  1/ 3, found:	373.625	109.875	39.1562	389.906
Length  256/  2, alignment  0/ 9, fail :	307.844	88.6562	40.0938	370.625
Length  256/  3, alignment  1/ 3, found:	271.094	159.219	50.625	175.969
Length  256/  3, alignment  0/ 9, fail :	244.875	144.75	55.7188	173.031
Length  256/  4, alignment  1/ 3, found:	375	200.562	46.7812	205.375
Length  256/  4, alignment  0/ 9, fail :	354.812	161.469	41.5	195.375
Length  256/  5, alignment  1/ 3, found:	446.406	789	48.6562	215.656
Length  256/  5, alignment  0/ 9, fail :	332.75	667.344	45.9375	190.25
Length  256/  6, alignment  1/ 3, found:	373.812	161.094	43.4062	185.406
Length  256/  6, alignment  0/ 9, fail :	338.719	135.031	44.2812	163.625
Length  256/  7, alignment  1/ 3, found:	356.656	157.031	66.9375	170.188
Length  256/  7, alignment  0/ 9, fail :	304.156	131.094	56.5	145.281
Length  256/  8, alignment  1/ 3, found:	435.844	116.031	60.375	135.625
Length  256/  8, alignment  0/ 9, fail :	284.531	86.9375	56.9688	129.719
Length  256/  9, alignment  1/ 3, found:	372.812	111.219	54.9375	155.062
Length  256/  9, alignment  0/ 9, fail :	298.656	86.1875	52	136.688
Length  256/ 10, alignment  1/ 3, found:	324.438	114.75	51.4688	138.906
Length  256/ 10, alignment  0/ 9, fail :	281.969	99.3438	44.4062	127.031
Length  256/ 11, alignment  1/ 3, found:	298.531	116.219	43.9688	129.281
Length  256/ 11, alignment  0/ 9, fail :	254.75	88.4062	42.0625	132.375
Length  256/ 12, alignment  1/ 3, found:	423.688	114.188	53.9375	125.781
Length  256/ 12, alignment  0/ 9, fail :	341.344	91.5	52.4688	113.938
Length  256/ 13, alignment  1/ 3, found:	431.469	267.406	45.1875	119.719
Length  256/ 13, alignment  0/ 9, fail :	472.031	220.031	39.875	114.688
Length  256/ 14, alignment  1/ 3, found:	305.188	163.562	45.8125	110.062
Length  256/ 14, alignment  0/ 9, fail :	322.062	141.375	37.375	101.531
Length  256/ 15, alignment  1/ 3, found:	239.75	173.812	48.6875	107.656
Length  256/ 15, alignment  0/ 9, fail :	223.375	128.312	37.625	103.5
Length  256/ 16, alignment  1/ 3, found:	191.625	33.9375	50.0625	33.1875
Length  256/ 16, alignment  0/ 9, fail :	190.219	23.9688	36.6875	19.9062
Length  256/ 16, alignment  1/11, found:	187.906	28.7812	43.6875	32.3125
Length  256/ 16, alignment 14/ 5, fail :	188.719	20.3438	36.9375	21.1875
Length  256/ 32, alignment  1/11, found:	255.938	499.531	83.2188	155.656
Length  256/ 32, alignment 14/ 5, fail :	213.656	411.125	36.8125	144.031
Length  256/ 64, alignment  1/11, found:	355.062	775.781	133.469	204.906
Length  256/ 64, alignment 14/ 5, fail :	311.781	574.875	53.625	188.531
Length  256/128, alignment  1/11, found:	352.906	1136.69	154.906	296.75
Length  256/128, alignment 14/ 5, fail :	393.656	868.156	37.5625	273.375
Length  256/256, alignment  1/11, found:	198.594	49.1875	203.281	48.4062
Length  256/256, alignment 14/ 5, fail :	417.781	36.1875	51.375	38.7188
Length  512/ 16, alignment  1/11, found:	444.594	1025.28	78.9062	202.906
Length  512/ 16, alignment 14/ 5, fail :	438.656	1042.91	59.1875	187.656
Length  512/ 32, alignment  1/11, found:	990.875	727.906	115.062	178.25
Length  512/ 32, alignment 14/ 5, fail :	878.656	639.688	75.3438	159.938
Length  512/ 64, alignment  1/11, found:	812.25	769.656	156.781	204.781
Length  512/ 64, alignment 14/ 5, fail :	734	612.312	88.4062	196.75
Length  512/128, alignment  1/11, found:	697.938	1134.84	171.906	314.562
Length  512/128, alignment 14/ 5, fail :	761.312	864.031	71.1562	293.5
Length  512/256, alignment  1/11, found:	642.312	2060.91	270.844	501.188
Length  512/256, alignment 14/ 5, fail :	851.406	1555.53	110.656	489.469
Length 1024/ 16, alignment  1/11, found:	2223.19	2670.44	205.438	279.812
Length 1024/ 16, alignment 14/ 5, fail :	1756.38	2857.03	170.062	265.188
Length 1024/ 32, alignment  1/11, found:	2790.03	1024.78	172.625	423.812
Length 1024/ 32, alignment 14/ 5, fail :	2146.91	1039.56	136.312	267.438
Length 1024/ 64, alignment  1/11, found:	2248.16	1168.97	278.562	256.5
Length 1024/ 64, alignment 14/ 5, fail :	1823.91	1014.34	220.25	255.938
Length 1024/128, alignment  1/11, found:	1804.34	1492.91	235.906	338.125
Length 1024/128, alignment 14/ 5, fail :	1620	1408.78	134.094	347.906
Length 1024/256, alignment  1/11, found:	1710.88	2069.75	365.438	569.312
Length 1024/256, alignment 14/ 5, fail :	1755.22	1669.62	162.469	544.281
Length 2048/ 16, alignment  1/11, found:	5791.59	6204.22	272.375	576.969
Length 2048/ 16, alignment 14/ 5, fail :	4421.06	6067.88	309.562	561.938
Length 2048/ 32, alignment  1/11, found:	4462.56	1633.31	371.781	464.25
Length 2048/ 32, alignment 14/ 5, fail :	3698.94	1255.72	252.031	381.375
Length 2048/ 64, alignment  1/11, found:	2391.19	1370.19	311.219	429.562
Length 2048/ 64, alignment 14/ 5, fail :	2311.84	1241.06	264.219	392.688
Length 2048/128, alignment  1/11, found:	2920.75	1903.31	584.188	523.875
Length 2048/128, alignment 14/ 5, fail :	2029.03	1608.34	413.188	445.531
Length 2048/256, alignment  1/11, found:	2264.91	2307.53	548.188	630.406
Length 2048/256, alignment 14/ 5, fail :	2121.38	2194.34	422.344	646.812
Length 4096/ 16, alignment  1/11, found:	4079.47	12221	732.688	1063.88
Length 4096/ 16, alignment 14/ 5, fail :	6342.44	12313.7	673.594	933.469
Length 4096/ 32, alignment  1/11, found:	5194.19	2881.53	737.344	864.875
Length 4096/ 32, alignment 14/ 5, fail :	5001.56	2686.28	658.906	811.344
Length 4096/ 64, alignment  1/11, found:	5074.16	2427.31	766.25	661.875
Length 4096/ 64, alignment 14/ 5, fail :	4062.56	2237.03	687.094	612.125
Length 4096/128, alignment  1/11, found:	4736.5	2247.09	803.344	561.938
Length 4096/128, alignment 14/ 5, fail :	3587.41	1921.31	692.688	534.344
Length 4096/256, alignment  1/11, found:	4690.88	3065.38	1180.03	967.25
Length 4096/256, alignment 14/ 5, fail :	4089.5	2760.59	947.156	933.781
Length 8192/ 16, alignment  1/11, found:	7658.47	25413.2	1244.72	1505.06
Length 8192/ 16, alignment 14/ 5, fail :	6863	25334	1216.94	1464.94
Length 8192/ 32, alignment  1/11, found:	7847.5	5515.19	1029.53	1226.31
Length 8192/ 32, alignment 14/ 5, fail :	7296.97	4791.88	992.719	1186.06
Length 8192/ 64, alignment  1/11, found:	7609.78	3230.69	1398.03	851.531
Length 8192/ 64, alignment 14/ 5, fail :	6534.19	2727.06	1243.41	791.531
Length 8192/128, alignment  1/11, found:	9070.56	3694.22	1333.91	975.094
Length 8192/128, alignment 14/ 5, fail :	8926	3367.69	1336.5	922.562
Length 8192/256, alignment  1/11, found:	7691.56	3959.03	1976.19	1331
Length 8192/256, alignment 14/ 5, fail :	7023.25	3520.81	1787.81	1288.22
Length 16384/ 16, alignment  1/11, found:	18899	1851.78	2458.94	2792.88
Length 16384/ 16, alignment 14/ 5, fail :	17685.6	1644	2181.97	2820.81
Length 16384/ 32, alignment  1/11, found:	11672.5	8198.12	1783.94	2263.44
Length 16384/ 32, alignment 14/ 5, fail :	11583.3	7738.25	1749.62	2180.81
Length 16384/ 64, alignment  1/11, found:	13836.6	6129.78	2707.16	2203
Length 16384/ 64, alignment 14/ 5, fail :	13021.1	5796.84	2570.03	2109.03
Length 16384/128, alignment  1/11, found:	15908.9	5293.41	2568.03	2203.38
Length 16384/128, alignment 14/ 5, fail :	14136.8	5197.12	2512.69	2176.69
Length 16384/256, alignment  1/11, found:	14999.9	5663.56	3587.53	2297.62
Length 16384/256, alignment 14/ 5, fail :	13551.6	5194	3352.16	2228.59
Length 32768/ 16, alignment  1/11, found:	27933.2	93639.8	7045.81	6653
Length 32768/ 16, alignment 14/ 5, fail :	27415.9	91646.2	6647.31	6508
Length 32768/ 32, alignment  1/11, found:	24677.4	18211.4	4094.06	5188.06
Length 32768/ 32, alignment 14/ 5, fail :	24552.1	18073.1	4114.12	5150.09
Length 32768/ 64, alignment  1/11, found:	27205.9	16679.2	6984.31	3788.38
Length 32768/ 64, alignment 14/ 5, fail :	27909.2	15977.3	6312.81	3332.12
Length 32768/128, alignment  1/11, found:	29128.8	15771.9	5424.19	4479.5
Length 32768/128, alignment 14/ 5, fail :	34583	15301.5	5467.03	4237.78
Length 32768/256, alignment  1/11, found:	27621.1	12703.1	7427.88	3786
Length 32768/256, alignment 14/ 5, fail :	27167.7	13001.4	7489.78	3637.81
Length 65536/ 16, alignment  1/11, found:	52233.9	193679	6297.25	14317.8
Length 65536/ 16, alignment 14/ 5, fail :	52890.5	190292	6745.66	13976.3
Length 65536/ 32, alignment  1/11, found:	51287.4	34772	6884.19	7389.53
Length 65536/ 32, alignment 14/ 5, fail :	50625.9	34876.9	6844.91	7288.03
Length 65536/ 64, alignment  1/11, found:	53158.8	31841.7	11953	7426.88
Length 65536/ 64, alignment 14/ 5, fail :	53157.9	30226.5	11474.6	7234.09
Length 65536/128, alignment  1/11, found:	56399.9	18740	12484.8	7148.62
Length 65536/128, alignment 14/ 5, fail :	54506.4	17831.8	12565.8	7537.12
Length 65536/256, alignment  1/11, found:	78556.8	15472.2	18298.6	5296.19
Length 65536/256, alignment 14/ 5, fail :	76806.8	16076.6	18231.8	5237.44
Length 65536/ 64, complex needle 1:	1.77251e+06	29660.3	541353	528617
Length 65536/ 64, complex needle 2:	2.16711e+06	168923	630528	606774
Length 65536/ 64, complex needle 3:	599781	971114	263884	11537.1
Length 65536/256, complex needle 1:	4.76354e+06	19685.2	642076	621706
Length 65536/256, complex needle 2:	6.69999e+06	154855	653284	621671
Length 65536/256, complex needle 3:	594125	967002	263728	4124.88
Length 65536/1024, complex needle 1:	2.04748e+07	11320.7	113846	12363.2
Length 65536/1024, complex needle 2:	2.27398e+07	153251	232515	157106
Length 65536/1024, complex needle 3:	617108	967081	252806	954823
