                       	basic_memmem	twoway_memmem	memmem
String JRN3MYMI2TIZN[N9?, offset 2735:	2640.51	1221.07	379.77
String Y6, offset 18239:	21826	544.801	26039.5
String E=<X7S5<FAOI4, offset 2503:	2344.65	147.262	369.672
String 52BS3CUPU3KU@W2, offset 11268:	6984.52	223.688	1380.3
String Z6, offset 22605:	28979.5	617.453	31943.6
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	628.547	580.141	101.145
String 2, offset 611:	399.559	19.9297	18.2188
String 6[GPB, offset 41469:	25359	899.504	16291.1
String DCZCEDI2, offset 3838:	2978.56	158.23	866.496
String F2LVAHH5, offset 59813:	76847.6	31519.6	14767.2
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1566.95	52.6992	254.484
String AYESVW[9AU9O, offset 43093:	55516	1080.99	6710.31
String N1PJ@V0, offset 1961:	1654.63	81.668	596.152
String JAPZ@SHK7, offset 5306:	5493.56	184.48	1118.43
String Y>WH@OQ7<<KG, offset 5489:	5644.83	164.387	858.738
String 8YK9Y4AX, offset 3077:	2003.45	87.9648	706.168
String >Y9, offset 841:	732.488	52.4297	625.715
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7728.01	3343.04	610.918
String 5, offset 163838:	101951	3769.3	3626.96
String 0, offset 163838:	102436	3807.85	3650.56
String BO>@>1HVD9K=P4B, offset 1113:	927.906	663.645	201.715
String X2R, offset 5662:	5666.18	164.559	4191.75
String AS7947JGV@, offset 84947:	110809	46665.7	17662.7
String N3USCOC@WE, offset 1455:	1242.43	969.348	357.191
String 5, offset 163838:	102892	3811.81	3637.02
String F0MWMCH, offset 119294:	155882	75440.9	34495
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	11195.3	5022.7	865.281
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60778.7	1061.67	3831.75
String 1, offset 163838:	102066	3795.8	3571.18
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	779.086	33.1016	135.98
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	45185.5	1820.88	7491.83
String 39UVL, offset 1426:	899.93	37.3281	561.395
String 8=Y, offset 4750:	2970.16	113.977	3412.46
String VGHAHB4GFVQ>1LQ, offset 220:	207.031	106.23	73.4141
String <PFR0P=8FD5K, offset 1049:	880.578	95.5977	198.801
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	4025.57	2034.26	399.562
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	67126.3	1472.06	5567.3
String 5, offset 45105:	28241.3	979.594	808.34
String KDJ>=PADGH6RTYG?YF, offset 90440:	116918	50908	10736
String KNN==39, offset 1989:	1809.72	91.4492	673.461
String 0, offset 163838:	102357	3766.55	3639.66
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33717.7	14133	2116.18
String 2, offset 163838:	101988	3827.2	3650.07
String V5, offset 134:	110.496	35.1445	220.016
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	199926	88118.1	14437.1
String >DNAI<7R2=7KS, offset 80494:	103403	37118.5	12975.4
String FZ52=G=Y4?WC[9E, offset 612:	510.422	234.984	146.293
String 1, offset 163838:	103188	3804.68	3657.75
String GW0J=5640F1GEP, offset 14142:	16101.2	500.496	1785.18
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106720	2232.15	8081.59
String @OKI?1[IIPRCZ9XH, offset 284:	241.488	114.449	80.1914
String 1Z0, offset 5676:	3571.2	130.266	4287.02
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	17806.5	564.992	1067.65
String R<58, offset 303:	281.512	52.4609	176.914
String 1>QG79OA55IUOD<9?1?K, offset 138567:	85954.8	3250.38	16274.5
String 804S@ERR@FE@L, offset 58219:	36691	1585.43	8798.66
String Z8, offset 20884:	26436.5	661.078	30412.1
String 1, offset 163838:	102130	3859.82	3651.44
String G=9, offset 192:	162.285	44.3984	171.25
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	188872	81664.8	14340
String 4, offset 163838:	102637	3816.16	3637.52
String K37<GE0P=EAC[U5, offset 97404:	126096	56618.9	14419.8
String DC9Y7?ZDXW@AP6V8Z, offset 140:	151.324	99.6992	69.6562
String 9, offset 163838:	102443	3806.55	3638.64
String OY2BY64YX@1BIE=5C39G5, offset 160474:	207965	3776.2	17587
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22252.2	666.797	1501.76
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	29083.7	760.945	2195.84
String G8K>X?PEKV[6CRO99[21, offset 454:	376.625	123.148	96.2305
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1357.36	141.383	236.5
String 14C7=EOB, offset 940:	610.613	30.2031	236.812
String 2[E, offset 574:	377.215	24.3516	419.145
String 6INY>8, offset 7757:	4786.47	163.023	2333.26
