                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   64/ 14, alignment  1/ 3, found:	84.75	193.094	23.5	105.25
Length   64/ 14, alignment  0/ 9, fail :	76.25	194.281	23.375	96.7812
Length   64/ 15, alignment  1/ 3, found:	59.5625	232.406	24.7188	91.1875
Length   64/ 15, alignment  0/ 9, fail :	55.4375	233.25	23.2812	85.9062
Length   64/ 16, alignment  1/ 3, found:	57.8125	233.469	25.8438	86.6875
Length   64/ 16, alignment  0/ 9, fail :	61.5312	217.531	25.9375	81.8438
Length   96/  1, alignment  1/ 3, found:	91	17.625	20.1562	16.8438
Length   96/  1, alignment  0/ 9, fail :	92.0625	16.6875	17.9688	16.5938
Length   96/  2, alignment  1/ 3, found:	97.6562	194.594	27.25	151.812
Length   96/  2, alignment  0/ 9, fail :	91.0625	172.094	23.2188	139.219
Length   96/  3, alignment  1/ 3, found:	91.0625	97.6562	32.6875	158.562
Length   96/  3, alignment  0/ 9, fail :	86.0625	80.625	29.2188	151.938
Length   96/  4, alignment  1/ 3, found:	104.188	95.1875	28.4375	139.812
Length   96/  4, alignment  0/ 9, fail :	107.156	77.9688	24.1875	122.438
Length   96/  5, alignment  1/ 3, found:	84.7812	479.125	32.6562	104
Length   96/  5, alignment  0/ 9, fail :	82.25	188.312	28	237.062
Length   96/  6, alignment  1/ 3, found:	113.438	330.656	34.5938	108.094
Length   96/  6, alignment  0/ 9, fail :	89.5312	340.719	25.8438	97.5938
Length   96/  7, alignment  1/ 3, found:	91.5	321.344	32.3125	100.844
Length   96/  7, alignment  0/ 9, fail :	102.062	275.844	25.5	92.7188
Length   96/  8, alignment  1/ 3, found:	102.094	29.9688	31.6875	30.0625
Length   96/  8, alignment  0/ 9, fail :	98.1562	17.4688	25.2812	21.0938
Length   96/  9, alignment  1/ 3, found:	134.969	128.375	34.9688	100.031
Length   96/  9, alignment  0/ 9, fail :	141.781	108.25	29.1562	97.6875
Length   96/ 10, alignment  1/ 3, found:	90.8125	263.688	34.6875	114.812
Length   96/ 10, alignment  0/ 9, fail :	93.3438	388.875	23.9375	100
Length   96/ 11, alignment  1/ 3, found:	107.875	290.875	39.7188	98.5
Length   96/ 11, alignment  0/ 9, fail :	89.1562	291.469	26.125	89.0938
Length   96/ 12, alignment  1/ 3, found:	78.125	290.875	34.2812	87.25
Length   96/ 12, alignment  0/ 9, fail :	75.4688	292.438	23.25	87.1875
Length   96/ 13, alignment  1/ 3, found:	93.7812	24.4062	34.2188	26.6562
Length   96/ 13, alignment  0/ 9, fail :	92.375	15.1562	23.25	15.0625
Length   96/ 14, alignment  1/ 3, found:	83.7812	280.531	41.3125	89.0312
Length   96/ 14, alignment  0/ 9, fail :	79.3438	279.156	26.8438	86.875
Length   96/ 15, alignment  1/ 3, found:	95.5	151.875	36.5	95.75
Length   96/ 15, alignment  0/ 9, fail :	87.5312	122.75	25.0312	101.438
Length   96/ 16, alignment  1/ 3, found:	93.3438	23.3125	38.3438	24.0625
Length   96/ 16, alignment  0/ 9, fail :	91.625	15.1562	23.5312	14.4688
Length  128/  1, alignment  1/ 3, found:	110.375	17.75	23.125	18.1875
Length  128/  1, alignment  0/ 9, fail :	112.188	17.125	22.4375	18.1875
Length  128/  2, alignment  1/ 3, found:	143.406	103.969	31.375	218.25
Length  128/  2, alignment  0/ 9, fail :	141.812	82.1875	31.5625	202.406
Length  128/  3, alignment  1/ 3, found:	103.094	191.438	30.4062	202.156
Length  128/  3, alignment  0/ 9, fail :	144.344	170.406	29.2188	194.875
Length  128/  4, alignment  1/ 3, found:	117.656	116.125	38.1562	139.531
Length  128/  4, alignment  0/ 9, fail :	105.375	93.4688	44.2812	129.406
Length  128/  5, alignment  1/ 3, found:	109.625	386.406	33.1562	134.156
Length  128/  5, alignment  0/ 9, fail :	113.562	386.688	39.6562	122.812
Length  128/  6, alignment  1/ 3, found:	116.594	131.25	35.5312	124.719
Length  128/  6, alignment  0/ 9, fail :	117.281	119.062	42	120.094
Length  128/  7, alignment  1/ 3, found:	128.312	88.7188	34.6562	83.9688
Length  128/  7, alignment  0/ 9, fail :	122.938	69.7812	41.25	80.4688
Length  128/  8, alignment  1/ 3, found:	171.031	194.219	33.5625	100.625
Length  128/  8, alignment  0/ 9, fail :	167.812	166.531	30.0938	97.5312
Length  128/  9, alignment  1/ 3, found:	120.219	28.1875	33.25	30.0312
Length  128/  9, alignment  0/ 9, fail :	114.781	23.125	30.2188	24.9062
Length  128/ 10, alignment  1/ 3, found:	123.375	280.062	40.8125	99.375
Length  128/ 10, alignment  0/ 9, fail :	174.844	292.688	33.8438	96.1875
Length  128/ 11, alignment  1/ 3, found:	112.5	383.875	33.9062	98.2812
Length  128/ 11, alignment  0/ 9, fail :	111.094	377.719	29.9062	97.9062
Length  128/ 12, alignment  1/ 3, found:	119.062	28.1562	36.6875	29.1562
Length  128/ 12, alignment  0/ 9, fail :	115.844	23.875	30.1875	23.9375
Length  128/ 13, alignment  1/ 3, found:	110.938	366.406	35.6562	96.875
Length  128/ 13, alignment  0/ 9, fail :	129.312	362.656	29.2188	92.75
Length  128/ 14, alignment  1/ 3, found:	123.312	314.875	40.875	97.0938
Length  128/ 14, alignment  0/ 9, fail :	180.906	316.594	33.2812	90.3438
Length  128/ 15, alignment  1/ 3, found:	123.719	372.531	35.0312	98.4062
Length  128/ 15, alignment  0/ 9, fail :	119.719	373.594	30.5938	93.1562
Length  128/ 16, alignment  1/ 3, found:	116.844	129.781	35.5	99.9375
Length  128/ 16, alignment  0/ 9, fail :	164.906	110.5	29.4062	99.4688
Length  160/  1, alignment  1/ 3, found:	135.969	28.125	22.9375	24.5938
Length  160/  1, alignment  0/ 9, fail :	134.906	24.7812	23.4375	21.0938
Length  160/  2, alignment  1/ 3, found:	169.844	208.938	34.5938	168.125
Length  160/  2, alignment  0/ 9, fail :	166.219	182.75	32.125	158.344
Length  160/  3, alignment  1/ 3, found:	151.25	120.781	47.0625	251.188
Length  160/  3, alignment  0/ 9, fail :	150.375	109.562	42.9062	241.625
Length  160/  4, alignment  1/ 3, found:	146.062	245.156	51.875	181.312
Length  160/  4, alignment  0/ 9, fail :	161.969	223.625	46.375	170.906
Length  160/  5, alignment  1/ 3, found:	143.031	152.969	45.125	153.188
Length  160/  5, alignment  0/ 9, fail :	151.219	128.719	37.9688	143.344
Length  160/  6, alignment  1/ 3, found:	178.25	220.25	44.875	133.875
Length  160/  6, alignment  0/ 9, fail :	179.094	195.031	42.9062	131.312
Length  160/  7, alignment  1/ 3, found:	134.594	318.781	45.5	126.875
Length  160/  7, alignment  0/ 9, fail :	139.719	292.531	40.375	125.031
Length  160/  8, alignment  1/ 3, found:	166.281	435.844	48.625	126.031
Length  160/  8, alignment  0/ 9, fail :	142.188	399.656	43.4688	121.75
Length  160/  9, alignment  1/ 3, found:	159.062	412.062	46.9688	121.031
Length  160/  9, alignment  0/ 9, fail :	137.438	383.812	36.125	116.406
Length  160/ 10, alignment  1/ 3, found:	161.781	498.062	55.4375	123.719
Length  160/ 10, alignment  0/ 9, fail :	135.906	455.281	44.2812	114.531
Length  160/ 11, alignment  1/ 3, found:	151	448.656	45.3125	105.062
Length  160/ 11, alignment  0/ 9, fail :	176.562	403.125	32.9062	104.188
Length  160/ 12, alignment  1/ 3, found:	166.906	365.625	41.9688	103.906
Length  160/ 12, alignment  0/ 9, fail :	169.531	310.938	31.3125	95.6875
Length  160/ 13, alignment  1/ 3, found:	202	491.812	65.4688	111.312
Length  160/ 13, alignment  0/ 9, fail :	190.75	464.719	48.5	103.219
Length  160/ 14, alignment  1/ 3, found:	191.5	446.625	60.3438	107.781
Length  160/ 14, alignment  0/ 9, fail :	141.375	432.969	45.2188	103.344
Length  160/ 15, alignment  1/ 3, found:	190.625	478.812	61.2812	110
Length  160/ 15, alignment  0/ 9, fail :	182.031	449.594	43.4688	101.25
Length  160/ 16, alignment  1/ 3, found:	160.625	433.812	66.8438	104.75
Length  160/ 16, alignment  0/ 9, fail :	147.562	417.469	47.0625	101.438
Length  192/  1, alignment  1/ 3, found:	151.188	24.9688	25.6875	21.75
Length  192/  1, alignment  0/ 9, fail :	152.219	21.2812	26.75	20.0312
Length  192/  2, alignment  1/ 3, found:	153.438	33.7812	36.5625	26.0312
Length  192/  2, alignment  0/ 9, fail :	149.219	21.5938	36.9375	20.9062
Length  192/  3, alignment  1/ 3, found:	148.156	30.4062	32.6562	33.2812
Length  192/  3, alignment  0/ 9, fail :	149.094	19	34.6875	20.2812
Length  192/  4, alignment  1/ 3, found:	204.938	221.719	31.8125	174.031
Length  192/  4, alignment  0/ 9, fail :	176.281	199.406	32.875	169.25
Length  192/  5, alignment  1/ 3, found:	264.438	407.844	33.5312	133.125
Length  192/  5, alignment  0/ 9, fail :	180.156	388.969	34.0938	126.938
Length  192/  6, alignment  1/ 3, found:	166.281	470.438	37.1562	119.969
Length  192/  6, alignment  0/ 9, fail :	165.75	455.562	38.3438	132.5
Length  192/  7, alignment  1/ 3, found:	171.406	483.031	52.9062	127.562
Length  192/  7, alignment  0/ 9, fail :	191.25	461.531	48.8125	121.656
Length  192/  8, alignment  1/ 3, found:	221.406	528.688	44.9062	131.125
Length  192/  8, alignment  0/ 9, fail :	225.906	511.438	44.875	123.938
Length  192/  9, alignment  1/ 3, found:	164.25	106.312	42.6562	88.0625
Length  192/  9, alignment  0/ 9, fail :	156.5	89.9375	42.5938	75.8438
Length  192/ 10, alignment  1/ 3, found:	179.594	112.781	41.3125	89.7812
Length  192/ 10, alignment  0/ 9, fail :	181.562	95.125	42.625	80.2812
Length  192/ 11, alignment  1/ 3, found:	150.125	30.5312	41	32.125
Length  192/ 11, alignment  0/ 9, fail :	150.062	96.375	42	80.6875
Length  192/ 12, alignment  1/ 3, found:	197.969	290.281	45.75	112.906
Length  192/ 12, alignment  0/ 9, fail :	206.656	272.688	43.3438	106.344
Length  192/ 13, alignment  1/ 3, found:	177.938	148.469	42.9062	98.7188
Length  192/ 13, alignment  0/ 9, fail :	176.781	139.656	34.2188	92.6562
Length  192/ 14, alignment  1/ 3, found:	150.562	29.5938	41.9688	31.9375
Length  192/ 14, alignment  0/ 9, fail :	149.469	20.9688	33.3438	20.0938
Length  192/ 15, alignment  1/ 3, found:	152.781	29.5312	40.4375	31.6875
Length  192/ 15, alignment  0/ 9, fail :	150.125	19.6875	33	20.6562
Length  192/ 16, alignment  1/ 3, found:	154.781	28.8438	40	28.8438
Length  192/ 16, alignment  0/ 9, fail :	148.875	19.25	32.0625	20.3438
Length  224/  1, alignment  1/ 3, found:	170.906	22.9375	25.5312	21.0312
Length  224/  1, alignment  0/ 9, fail :	169.656	20.4062	25.7188	19.9688
Length  224/  2, alignment  1/ 3, found:	188.156	231.094	38.0938	321.844
Length  224/  2, alignment  0/ 9, fail :	188.531	211.188	35.2812	313.156
Length  224/  3, alignment  1/ 3, found:	224.906	422.781	55.4688	305.375
Length  224/  3, alignment  0/ 9, fail :	176.688	419.562	49.875	297.375
Length  224/  4, alignment  1/ 3, found:	207.062	323.312	36.1875	194.969
Length  224/  4, alignment  0/ 9, fail :	184.094	301.406	33.8438	174.719
Length  224/  5, alignment  1/ 3, found:	243.719	192.875	39.2188	111.781
Length  224/  5, alignment  0/ 9, fail :	223.312	171.844	33.4688	106.062
Length  224/  6, alignment  1/ 3, found:	216.344	338.062	67.5625	159.438
Length  224/  6, alignment  0/ 9, fail :	188.625	328.625	54.9375	145.625
Length  224/  7, alignment  1/ 3, found:	189.406	86.375	49.875	121.281
Length  224/  7, alignment  0/ 9, fail :	188.562	82.5938	39.1562	118.812
Length  224/  8, alignment  1/ 3, found:	230.469	92.25	45.25	124.719
Length  224/  8, alignment  0/ 9, fail :	186.219	82.125	38.4688	115.469
Length  224/  9, alignment  1/ 3, found:	258.406	495.5	56.125	121.406
Length  224/  9, alignment  0/ 9, fail :	170.469	495.094	47.2812	113.219
Length  224/ 10, alignment  1/ 3, found:	190.188	593.125	44.5312	115.312
Length  224/ 10, alignment  0/ 9, fail :	211	603.5	34.2812	117.812
Length  224/ 11, alignment  1/ 3, found:	209.688	601.938	56.8438	115.344
Length  224/ 11, alignment  0/ 9, fail :	185.656	591.906	44.1562	110.031
Length  224/ 12, alignment  1/ 3, found:	217.938	587.156	43.7188	115.75
Length  224/ 12, alignment  0/ 9, fail :	206.906	574.875	33.5312	110.875
Length  224/ 13, alignment  1/ 3, found:	175.469	36.6875	42.5	36.0312
Length  224/ 13, alignment  0/ 9, fail :	176.969	27.6875	33.3125	33.125
Length  224/ 14, alignment  1/ 3, found:	176.594	31.75	43.4375	32.9688
Length  224/ 14, alignment  0/ 9, fail :	171.781	22.2812	33.875	20.3438
Length  224/ 15, alignment  1/ 3, found:	170.062	30.0312	43.6562	30.9375
Length  224/ 15, alignment  0/ 9, fail :	169.562	21.625	33.5938	19.4688
Length  224/ 16, alignment  1/ 3, found:	235.375	620.188	64.4375	116.625
Length  224/ 16, alignment  0/ 9, fail :	273.188	599.406	49.75	116.062
Length  256/  1, alignment  1/ 3, found:	190.969	22.0625	28.8125	24.5
Length  256/  1, alignment  0/ 9, fail :	189.844	21.75	29.4688	22.0625
Length  256/  2, alignment  1/ 3, found:	255.812	102.844	41.9375	389.125
Length  256/  2, alignment  0/ 9, fail :	187.625	85.6562	38.6875	374.688
Length  256/  3, alignment  1/ 3, found:	269	156.469	50.6875	174.438
Length  256/  3, alignment  0/ 9, fail :	243.688	143.125	54.3125	171.531
Length  256/  4, alignment  1/ 3, found:	306	170.969	43.2188	207.156
Length  256/  4, alignment  0/ 9, fail :	286.312	154.625	43.1562	192.438
Length  256/  5, alignment  1/ 3, found:	271.531	671	48.5312	199.688
Length  256/  5, alignment  0/ 9, fail :	212.281	628.594	49.875	179.781
Length  256/  6, alignment  1/ 3, found:	271.594	151.031	44.7188	161.906
Length  256/  6, alignment  0/ 9, fail :	189.344	130.156	44.0312	155.438
Length  256/  7, alignment  1/ 3, found:	283	147.406	65.0625	141.75
Length  256/  7, alignment  0/ 9, fail :	302.25	132.5	56.9688	133.469
Length  256/  8, alignment  1/ 3, found:	272.219	102.656	59.3125	132.125
Length  256/  8, alignment  0/ 9, fail :	227.812	86.875	53.9375	128.5
Length  256/  9, alignment  1/ 3, found:	225.156	103.594	50.3125	149.031
Length  256/  9, alignment  0/ 9, fail :	206.531	92.8125	48.9062	139.344
Length  256/ 10, alignment  1/ 3, found:	225.781	106.531	52.3438	125.531
Length  256/ 10, alignment  0/ 9, fail :	200.594	92.6875	41.875	127.094
Length  256/ 11, alignment  1/ 3, found:	255.438	108.281	45.375	127.438
Length  256/ 11, alignment  0/ 9, fail :	206.844	90.625	40.75	123.25
Length  256/ 12, alignment  1/ 3, found:	258.406	104.562	55.625	122.562
Length  256/ 12, alignment  0/ 9, fail :	199.75	95.0625	49.0938	118.5
Length  256/ 13, alignment  1/ 3, found:	207.969	243.719	45.3125	113.406
Length  256/ 13, alignment  0/ 9, fail :	210.062	215.438	41.125	115.781
Length  256/ 14, alignment  1/ 3, found:	276.594	163.438	46.6875	106.406
Length  256/ 14, alignment  0/ 9, fail :	242.594	135.531	36.375	103.969
Length  256/ 15, alignment  1/ 3, found:	217.281	157.594	44.25	108.625
Length  256/ 15, alignment  0/ 9, fail :	219.125	131.875	36.0938	106.906
Length  256/ 16, alignment  1/ 3, found:	192.969	35.2812	45.4375	36.5625
Length  256/ 16, alignment  0/ 9, fail :	189.781	21.2812	36.8125	22.25
Length  256/ 16, alignment  1/11, found:	188.062	29.7812	46	32.4375
Length  256/ 16, alignment 14/ 5, fail :	189.906	20.5938	36.9375	21.7812
Length  256/ 32, alignment  1/11, found:	209.438	480.656	69.375	154.5
Length  256/ 32, alignment 14/ 5, fail :	215	408.281	37.0312	141.25
Length  256/ 64, alignment  1/11, found:	288.906	661.062	129.656	200.125
Length  256/ 64, alignment 14/ 5, fail :	285.531	562.312	54.625	188.719
Length  256/128, alignment  1/11, found:	285.719	1052.41	153.094	292.281
Length  256/128, alignment 14/ 5, fail :	274.625	879.781	38.7188	276.094
Length  256/256, alignment  1/11, found:	199.938	51.7188	203.719	51.6562
Length  256/256, alignment 14/ 5, fail :	242.5	35.3438	52.1562	39.9688
Length  512/ 16, alignment  1/11, found:	419.281	990.656	68	199.906
Length  512/ 16, alignment 14/ 5, fail :	430.906	941.781	57.2188	188
Length  512/ 32, alignment  1/11, found:	489.25	661.312	111.156	170.062
Length  512/ 32, alignment 14/ 5, fail :	431.531	605.438	74.7188	160.156
Length  512/ 64, alignment  1/11, found:	558.625	716.312	162.219	209.375
Length  512/ 64, alignment 14/ 5, fail :	467.531	597.75	87.0625	197.906
Length  512/128, alignment  1/11, found:	555.281	1021.06	173.312	315.531
Length  512/128, alignment 14/ 5, fail :	487.562	855.469	69.9688	291.875
Length  512/256, alignment  1/11, found:	484	1867.16	272.312	504.156
Length  512/256, alignment 14/ 5, fail :	450.719	1468.5	107.781	484.719
Length 1024/ 16, alignment  1/11, found:	1119.97	2675.53	191.188	274.438
Length 1024/ 16, alignment 14/ 5, fail :	817.906	2602.97	173.062	244.594
Length 1024/ 32, alignment  1/11, found:	1362.09	906.938	190.281	277.75
Length 1024/ 32, alignment 14/ 5, fail :	1075.34	819.5	136.562	267.531
Length 1024/ 64, alignment  1/11, found:	1070.66	1036.97	280.281	257.531
Length 1024/ 64, alignment 14/ 5, fail :	845.906	956.719	217.625	248.906
Length 1024/128, alignment  1/11, found:	1217.47	1604.09	230.094	338.25
Length 1024/128, alignment 14/ 5, fail :	823.656	1153.25	119.906	317.219
Length 1024/256, alignment  1/11, found:	1079.03	1779.75	334.531	523.469
Length 1024/256, alignment 14/ 5, fail :	880.688	1491.31	146.938	504.094
Length 2048/ 16, alignment  1/11, found:	3115.31	6268.44	271.344	556.906
Length 2048/ 16, alignment 14/ 5, fail :	2278.22	5616.31	279.906	519.156
Length 2048/ 32, alignment  1/11, found:	2433.91	1385.22	287.25	428.75
Length 2048/ 32, alignment 14/ 5, fail :	2317.88	1263.06	274.219	509.469
Length 2048/ 64, alignment  1/11, found:	2724.72	1495.03	338.75	480.344
Length 2048/ 64, alignment 14/ 5, fail :	2150.78	1403.78	267.781	403.656
Length 2048/128, alignment  1/11, found:	2273.66	1807.03	681.906	520.25
Length 2048/128, alignment 14/ 5, fail :	1973.97	1866.91	423.875	455.094
Length 2048/256, alignment  1/11, found:	2373.06	2634.09	564.719	640.75
Length 2048/256, alignment 14/ 5, fail :	2144.72	2123.34	399.781	606.031
Length 4096/ 16, alignment  1/11, found:	3948.34	12305.2	709.406	987.406
Length 4096/ 16, alignment 14/ 5, fail :	3604.81	12446.5	666.5	930.188
Length 4096/ 32, alignment  1/11, found:	5385.44	2870.94	733.844	869.469
Length 4096/ 32, alignment 14/ 5, fail :	5014.38	3915.06	939.25	933.219
Length 4096/ 64, alignment  1/11, found:	5971.62	2536.25	893	721.375
Length 4096/ 64, alignment 14/ 5, fail :	4991.44	2087.16	638.5	679.562
Length 4096/128, alignment  1/11, found:	4910.56	2057	749.125	529.594
Length 4096/128, alignment 14/ 5, fail :	3411.81	1796.28	632.875	488.438
Length 4096/256, alignment  1/11, found:	4036.5	2844.5	1141.84	902.625
Length 4096/256, alignment 14/ 5, fail :	3499	2568.38	954.375	872.25
Length 8192/ 16, alignment  1/11, found:	7117.25	23638.9	1159.12	1408.09
Length 8192/ 16, alignment 14/ 5, fail :	6437.91	23616.2	1142.53	1364.72
Length 8192/ 32, alignment  1/11, found:	7665.44	5126.91	959.781	1145.12
Length 8192/ 32, alignment 14/ 5, fail :	7313.5	5145.88	1214.06	1221.16
Length 8192/ 64, alignment  1/11, found:	8543.09	3257.19	1447.91	865.594
Length 8192/ 64, alignment 14/ 5, fail :	6767.53	2921.34	1289.66	816.5
Length 8192/128, alignment  1/11, found:	9280.34	3765.81	1353.84	1000
Length 8192/128, alignment 14/ 5, fail :	9096.19	3455.78	1292.72	956.219
Length 8192/256, alignment  1/11, found:	7876.34	4017	2013.59	1367.09
Length 8192/256, alignment 14/ 5, fail :	7148.69	3574.34	1824.75	1312.03
Length 16384/ 16, alignment  1/11, found:	18274.7	1678.44	2233.66	3075.19
Length 16384/ 16, alignment 14/ 5, fail :	17876.8	1653.97	2194.5	2805.66
Length 16384/ 32, alignment  1/11, found:	11654.5	8298.5	1838.75	2788.62
Length 16384/ 32, alignment 14/ 5, fail :	12670.8	7795.53	1752	2187.41
Length 16384/ 64, alignment  1/11, found:	14276.1	6085.94	2689.75	2178.72
Length 16384/ 64, alignment 14/ 5, fail :	13169.9	5797.34	2566.66	2101.41
Length 16384/128, alignment  1/11, found:	15405.5	5358.97	2563.25	2229.41
Length 16384/128, alignment 14/ 5, fail :	13885.5	5102.59	2518.06	2183.94
Length 16384/256, alignment  1/11, found:	15739.1	5699.38	3602.53	2309.28
Length 16384/256, alignment 14/ 5, fail :	14385.6	5189.66	3343.31	2235.03
Length 32768/ 16, alignment  1/11, found:	27803.1	93697.4	7071.06	6784.5
Length 32768/ 16, alignment 14/ 5, fail :	29481.5	93376.2	6703.34	6508.53
Length 32768/ 32, alignment  1/11, found:	24837.8	18318.8	4118.03	5185.34
Length 32768/ 32, alignment 14/ 5, fail :	24538.6	17897.3	4128.22	5115.12
Length 32768/ 64, alignment  1/11, found:	25771.2	15262.1	6329.59	3424.78
Length 32768/ 64, alignment 14/ 5, fail :	24975.7	14413.5	6313.44	3320.31
Length 32768/128, alignment  1/11, found:	28943.9	16964.4	5400.59	4278.09
Length 32768/128, alignment 14/ 5, fail :	28364.7	15262.2	5449.97	4182.09
Length 32768/256, alignment  1/11, found:	27847.8	12478.2	7453.88	3779.91
Length 32768/256, alignment 14/ 5, fail :	27397.6	11502.3	7383.53	3638.34
Length 65536/ 16, alignment  1/11, found:	53039.2	192568	6313.81	14391.4
Length 65536/ 16, alignment 14/ 5, fail :	52905.3	191539	56336.2	15033.1
Length 65536/ 32, alignment  1/11, found:	79898.3	35352.9	7012.06	7568.06
Length 65536/ 32, alignment 14/ 5, fail :	50794	35232.3	7029.81	7287
Length 65536/ 64, alignment  1/11, found:	53812.6	30368.4	11413.3	7275.28
Length 65536/ 64, alignment 14/ 5, fail :	51674.3	30218.1	11114.3	7244.75
Length 65536/128, alignment  1/11, found:	58228.7	19299.4	12497.4	7234.66
Length 65536/128, alignment 14/ 5, fail :	52738.9	17502.3	13691.2	7794.66
Length 65536/256, alignment  1/11, found:	76511.9	15926.3	18115	5268.94
Length 65536/256, alignment 14/ 5, fail :	76140.6	15719.6	17882.3	5166.91
Length 65536/ 64, complex needle 1:	1.7686e+06	29288.5	538829	529044
Length 65536/ 64, complex needle 2:	2.15164e+06	169133	630557	601165
Length 65536/ 64, complex needle 3:	599514	962863	262984	11322.2
Length 65536/256, complex needle 1:	4.72781e+06	19841.5	638335	620145
Length 65536/256, complex needle 2:	6.65713e+06	153481	653275	621218
Length 65536/256, complex needle 3:	595538	959162	261233	4708.25
Length 65536/1024, complex needle 1:	2.03146e+07	11030.7	112730	12383.1
Length 65536/1024, complex needle 2:	2.26538e+07	153247	203857	157225
Length 65536/1024, complex needle 3:	623903	957812	254984	949396
