                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length  160/  5, alignment  1/ 3, found:	240.344	192.625	70.5938	235.844
Length  160/  5, alignment  0/ 9, fail :	237.938	220.062	62.8125	239.031
Length  160/  6, alignment  1/ 3, found:	279.625	306.375	82.125	238.062
Length  160/  6, alignment  0/ 9, fail :	270.219	308.375	73.5625	224.844
Length  160/  7, alignment  1/ 3, found:	253.781	383.75	78.6562	211.469
Length  160/  7, alignment  0/ 9, fail :	259.625	355.031	68.6875	211.125
Length  160/  8, alignment  1/ 3, found:	258.844	518.438	85.0938	230.844
Length  160/  8, alignment  0/ 9, fail :	257.969	472.156	70.4062	211.344
Length  160/  9, alignment  1/ 3, found:	270.531	489.281	73.0625	207.531
Length  160/  9, alignment  0/ 9, fail :	267.656	460.5	58.25	204.312
Length  160/ 10, alignment  1/ 3, found:	257.469	588.625	92.8125	214.25
Length  160/ 10, alignment  0/ 9, fail :	255.062	527.906	78.4062	188.906
Length  160/ 11, alignment  1/ 3, found:	264.969	538.5	75.6562	183.094
Length  160/ 11, alignment  0/ 9, fail :	263.031	485.594	48.9688	182.938
Length  160/ 12, alignment  1/ 3, found:	279.344	452.875	68.6875	172.688
Length  160/ 12, alignment  0/ 9, fail :	271.031	392.125	54.5625	169.906
Length  160/ 13, alignment  1/ 3, found:	280.719	576.375	116.281	175.125
Length  160/ 13, alignment  0/ 9, fail :	276.312	542.219	84.3438	177
Length  160/ 14, alignment  1/ 3, found:	301.812	525.625	106.094	180.594
Length  160/ 14, alignment  0/ 9, fail :	264.062	502.25	81.4688	180.75
Length  160/ 15, alignment  1/ 3, found:	267.656	583.406	102.219	187.312
Length  160/ 15, alignment  0/ 9, fail :	266.219	559.906	79.9688	191.25
Length  160/ 16, alignment  1/ 3, found:	265.375	542.25	110.188	198.469
Length  160/ 16, alignment  0/ 9, fail :	264.625	523.875	89.3438	173.938
Length  192/  1, alignment  1/ 3, found:	270.344	40.75	47.9062	40.5625
Length  192/  1, alignment  0/ 9, fail :	274.188	37.3438	49.5312	40.9375
Length  192/  2, alignment  1/ 3, found:	279.188	63.875	66.7188	51.6875
Length  192/  2, alignment  0/ 9, fail :	270.469	37	58.875	39.25
Length  192/  3, alignment  1/ 3, found:	273.438	54.1875	59.5625	50.375
Length  192/  3, alignment  0/ 9, fail :	270.75	38	65.5938	38.3438
Length  192/  4, alignment  1/ 3, found:	355.812	291.938	56.9688	312.031
Length  192/  4, alignment  0/ 9, fail :	337.75	270.875	62.4375	295.438
Length  192/  5, alignment  1/ 3, found:	355	490.656	57.0312	240.281
Length  192/  5, alignment  0/ 9, fail :	304.062	473.281	59.4375	238.531
Length  192/  6, alignment  1/ 3, found:	300.75	556.375	70.0938	248.406
Length  192/  6, alignment  0/ 9, fail :	325.469	536.844	69.375	235.469
Length  192/  7, alignment  1/ 3, found:	321.656	580.344	90.625	227.219
Length  192/  7, alignment  0/ 9, fail :	300.938	544.281	93.4062	230.719
Length  192/  8, alignment  1/ 3, found:	317.969	623.875	74.7812	235.344
Length  192/  8, alignment  0/ 9, fail :	313.281	601.75	82.5	230.781
Length  192/  9, alignment  1/ 3, found:	286.938	178.844	75.5625	157.219
Length  192/  9, alignment  0/ 9, fail :	282.375	159.5	75.2812	143.719
Length  192/ 10, alignment  1/ 3, found:	311.938	196.906	82.75	160.969
Length  192/ 10, alignment  0/ 9, fail :	319.062	197.25	80.3438	153.719
Length  192/ 11, alignment  1/ 3, found:	285.531	58.3438	74.7188	69.2812
Length  192/ 11, alignment  0/ 9, fail :	284.719	166.844	77.7188	147.969
Length  192/ 12, alignment  1/ 3, found:	305.812	402.562	94.4062	205.438
Length  192/ 12, alignment  0/ 9, fail :	305.812	384.688	77.6875	193.344
Length  192/ 13, alignment  1/ 3, found:	311.094	249.906	72.8125	178.188
Length  192/ 13, alignment  0/ 9, fail :	301.562	272.219	61.3125	175.656
Length  192/ 14, alignment  1/ 3, found:	285.469	63.6875	75.5312	61.1562
Length  192/ 14, alignment  0/ 9, fail :	269.312	39.4062	60.6562	43.0312
Length  192/ 15, alignment  1/ 3, found:	279.031	52.3438	73.4375	58.5625
Length  192/ 15, alignment  0/ 9, fail :	270.812	34.5312	59.375	35.9375
Length  192/ 16, alignment  1/ 3, found:	276.156	55.9062	72.4375	61.9062
Length  192/ 16, alignment  0/ 9, fail :	272.156	33.4062	60.125	40.7188
Length  224/  1, alignment  1/ 3, found:	311.062	34.4688	51.7812	45.5625
Length  224/  1, alignment  0/ 9, fail :	303.625	36.625	46.375	36.9062
Length  224/  2, alignment  1/ 3, found:	350.938	294.219	59.5	436.469
Length  224/  2, alignment  0/ 9, fail :	350.281	270.656	63.25	436.219
Length  224/  3, alignment  1/ 3, found:	508.594	495.406	100.062	455
Length  224/  3, alignment  0/ 9, fail :	362.844	500.656	96.875	447.812
Length  224/  4, alignment  1/ 3, found:	362.094	408.406	71.0312	364.406
Length  224/  4, alignment  0/ 9, fail :	364.438	387.062	62.2812	334.75
Length  224/  5, alignment  1/ 3, found:	411.5	261.438	71.5938	228.875
Length  224/  5, alignment  0/ 9, fail :	393.219	243.062	63.875	208.938
Length  224/  6, alignment  1/ 3, found:	394.156	421.188	111.156	279.781
Length  224/  6, alignment  0/ 9, fail :	365.562	434	101.469	258.812
Length  224/  7, alignment  1/ 3, found:	377.094	174.125	84.0312	262.156
Length  224/  7, alignment  0/ 9, fail :	376.781	169.062	70.2812	249.594
Length  224/  8, alignment  1/ 3, found:	377.594	177.656	80.7188	231.281
Length  224/  8, alignment  0/ 9, fail :	356.875	182.125	68.0625	221.406
Length  224/  9, alignment  1/ 3, found:	360.875	623.156	91.5938	214.438
Length  224/  9, alignment  0/ 9, fail :	352.125	618.594	79.4062	219
Length  224/ 10, alignment  1/ 3, found:	333.938	736.969	81.9375	218.344
Length  224/ 10, alignment  0/ 9, fail :	352.688	712.969	377.406	213.906
Length  224/ 11, alignment  1/ 3, found:	370.438	752.312	109.438	228.438
Length  224/ 11, alignment  0/ 9, fail :	374.438	742.875	85.4062	215.812
Length  224/ 12, alignment  1/ 3, found:	498.219	753.906	83.1562	228.375
Length  224/ 12, alignment  0/ 9, fail :	395.5	726.25	65.8438	209.812
Length  224/ 13, alignment  1/ 3, found:	340.312	67.1875	83.5625	68.875
Length  224/ 13, alignment  0/ 9, fail :	332.812	58.625	63.875	62.375
Length  224/ 14, alignment  1/ 3, found:	317.469	65.25	80.5625	60.5938
Length  224/ 14, alignment  0/ 9, fail :	311	37.9688	58.5938	44.375
Length  224/ 15, alignment  1/ 3, found:	317.219	58.2188	83.5312	69.25
Length  224/ 15, alignment  0/ 9, fail :	311.844	37.1562	62.75	40.875
Length  224/ 16, alignment  1/ 3, found:	371.344	765.594	114.719	224.25
Length  224/ 16, alignment  0/ 9, fail :	380	735.188	89.9062	219.312
Length  256/  1, alignment  1/ 3, found:	353.156	44.8438	54.2812	47.5312
Length  256/  1, alignment  0/ 9, fail :	352.625	42.4062	61.4062	42
Length  256/  2, alignment  1/ 3, found:	409.281	165.531	71.2188	557.25
Length  256/  2, alignment  0/ 9, fail :	398.344	158.938	74.8438	533.312
Length  256/  3, alignment  1/ 3, found:	439.5	231.406	83.5938	264.875
Length  256/  3, alignment  0/ 9, fail :	427.938	218.938	99.9062	249.688
Length  256/  4, alignment  1/ 3, found:	424.625	243.656	77.3125	370.281
Length  256/  4, alignment  0/ 9, fail :	426.344	223.812	73.5625	363.406
Length  256/  5, alignment  1/ 3, found:	423.406	780.25	87.9688	373.875
Length  256/  5, alignment  0/ 9, fail :	421.406	734.062	88.9062	321.594
Length  256/  6, alignment  1/ 3, found:	404.219	250.688	80.0312	292.344
Length  256/  6, alignment  0/ 9, fail :	397.312	225.156	78.4375	285.031
Length  256/  7, alignment  1/ 3, found:	454.969	236.188	104	260.125
Length  256/  7, alignment  0/ 9, fail :	431.781	213.094	103.594	259.5
Length  256/  8, alignment  1/ 3, found:	421.406	197	116.031	256.125
Length  256/  8, alignment  0/ 9, fail :	415.844	179.031	72.875	235.594
Length  256/  9, alignment  1/ 3, found:	402.281	206.625	88.7188	235.906
Length  256/  9, alignment  0/ 9, fail :	391.688	190.531	79.7188	227.25
Length  256/ 10, alignment  1/ 3, found:	394.094	199.906	89.4062	231.688
Length  256/ 10, alignment  0/ 9, fail :	392.812	178.188	76.5312	231.281
Length  256/ 11, alignment  1/ 3, found:	433.094	200.812	79.0312	247.125
Length  256/ 11, alignment  0/ 9, fail :	414.375	182.062	72.0938	229.812
Length  256/ 12, alignment  1/ 3, found:	439.25	208.781	95.125	226.906
Length  256/ 12, alignment  0/ 9, fail :	401.938	190.688	84.4688	214.812
Length  256/ 13, alignment  1/ 3, found:	415.875	361.062	82.6562	213.188
Length  256/ 13, alignment  0/ 9, fail :	405.562	331.719	71.3438	210.062
Length  256/ 14, alignment  1/ 3, found:	457.594	270.156	85.4062	197.312
Length  256/ 14, alignment  0/ 9, fail :	458.969	253.969	79.2188	182.375
Length  256/ 15, alignment  1/ 3, found:	392.125	263.938	82.4062	200.938
Length  256/ 15, alignment  0/ 9, fail :	379.688	244.906	71.875	198
Length  256/ 16, alignment  1/ 3, found:	367.344	62.4062	80.5312	66.2188
Length  256/ 16, alignment  0/ 9, fail :	350.469	39.1875	73.5	40.0938
Length  256/ 16, alignment  1/11, found:	353.469	55.5	83.75	60.5312
Length  256/ 16, alignment 14/ 5, fail :	346.312	38.5312	66.9688	38.4062
Length  256/ 32, alignment  1/11, found:	417.281	892.031	110.5	273.969
Length  256/ 32, alignment 14/ 5, fail :	387.938	682.844	72.25	249.688
Length  256/ 64, alignment  1/11, found:	438.438	1156.47	198.281	346.688
Length  256/ 64, alignment 14/ 5, fail :	424.875	956.25	101.594	323.562
Length  256/128, alignment  1/11, found:	436.656	1706.12	439.188	512.906
Length  256/128, alignment 14/ 5, fail :	460.25	1441.97	71.4062	480.594
Length  256/256, alignment  1/11, found:	360.812	98.4062	366.031	98.4688
Length  256/256, alignment 14/ 5, fail :	412.156	71.625	92.7812	70.9062
Length  512/ 16, alignment  1/11, found:	780.25	1166.88	122.875	317.156
Length  512/ 16, alignment 14/ 5, fail :	767.969	1123.5	103.844	286.281
Length  512/ 32, alignment  1/11, found:	816.25	1080.88	183.562	314.125
Length  512/ 32, alignment 14/ 5, fail :	792.688	996.469	135.5	279.188
Length  512/ 64, alignment  1/11, found:	936.281	1288.78	261	350.938
Length  512/ 64, alignment 14/ 5, fail :	777.656	1153.28	145.812	342.188
Length  512/128, alignment  1/11, found:	848.938	1765.38	277.719	515.781
Length  512/128, alignment 14/ 5, fail :	817.25	1551	134.469	487.062
Length  512/256, alignment  1/11, found:	841.906	3025.66	465.812	876.125
Length  512/256, alignment 14/ 5, fail :	822.344	2497.66	196.594	842.969
Length 1024/ 16, alignment  1/11, found:	1651.56	3060.19	322.469	444.781
Length 1024/ 16, alignment 14/ 5, fail :	1566.53	2968.91	298.531	423.156
Length 1024/ 32, alignment  1/11, found:	1685.84	1376.28	291.625	452.469
Length 1024/ 32, alignment 14/ 5, fail :	1633.06	1257.22	240.562	414.156
Length 1024/ 64, alignment  1/11, found:	1669.31	1614.12	452.625	471.281
Length 1024/ 64, alignment 14/ 5, fail :	1588.44	1435.09	385.125	425.25
Length 1024/128, alignment  1/11, found:	1814.69	2130.81	387.312	590.031
Length 1024/128, alignment 14/ 5, fail :	1560.44	1862.78	219.562	566.031
Length 1024/256, alignment  1/11, found:	1903.69	3070.38	554.594	937.844
Length 1024/256, alignment 14/ 5, fail :	1724.62	2548.09	264.438	892.25
Length 2048/ 16, alignment  1/11, found:	3314.22	6275.66	439.844	737.594
Length 2048/ 16, alignment 14/ 5, fail :	3285.56	6131.25	436.094	703.625
Length 2048/ 32, alignment  1/11, found:	3398.56	1960.47	491.156	525.844
Length 2048/ 32, alignment 14/ 5, fail :	3215.34	1520.78	394.281	509.844
Length 2048/ 64, alignment  1/11, found:	3596.16	1967	447.188	641.219
Length 2048/ 64, alignment 14/ 5, fail :	3200.97	1640.41	367.406	468.125
Length 2048/128, alignment  1/11, found:	3447.16	2179.53	688.875	651.594
Length 2048/128, alignment 14/ 5, fail :	3181.91	2330.12	696.531	710.75
Length 2048/256, alignment  1/11, found:	3587.94	3263.78	677.219	701.344
Length 2048/256, alignment 14/ 5, fail :	1927.78	2238.34	412.75	634.25
Length 4096/ 16, alignment  1/11, found:	4152.84	12369.3	725.188	1015.28
Length 4096/ 16, alignment 14/ 5, fail :	3765.78	12084.9	653.031	903.312
Length 4096/ 32, alignment  1/11, found:	4974.12	2874.06	749.188	986.5
Length 4096/ 32, alignment 14/ 5, fail :	5009.25	2697.38	659.781	813.438
Length 4096/ 64, alignment  1/11, found:	4985.72	2406.53	760.312	657.625
Length 4096/ 64, alignment 14/ 5, fail :	4583.09	2190.41	673.031	602.812
Length 4096/128, alignment  1/11, found:	5452.56	2219.91	805.594	567.438
Length 4096/128, alignment 14/ 5, fail :	3578.62	1927.72	699.406	537.562
Length 4096/256, alignment  1/11, found:	4487.91	4237.19	1532.81	1364.44
Length 4096/256, alignment 14/ 5, fail :	6476.34	4281.91	1330.97	1153.19
Length 8192/ 16, alignment  1/11, found:	10672.4	27336.3	1351.75	1798.5
Length 8192/ 16, alignment 14/ 5, fail :	8105.84	24746	1184.97	1428.53
Length 8192/ 32, alignment  1/11, found:	8099.59	5591.09	1000.97	1202.69
Length 8192/ 32, alignment 14/ 5, fail :	7002.38	4798.69	982.719	1148.09
Length 8192/ 64, alignment  1/11, found:	8251.53	3430.38	1448.53	914.656
Length 8192/ 64, alignment 14/ 5, fail :	6853.97	3002.31	1301.25	860.281
Length 8192/128, alignment  1/11, found:	9751.97	3997.5	1585.28	1090.75
Length 8192/128, alignment 14/ 5, fail :	9990.94	4016	1411.38	1046.97
Length 8192/256, alignment  1/11, found:	8529.22	4219.28	2107.31	1430.72
Length 8192/256, alignment 14/ 5, fail :	7333.12	3742.75	1892.25	1378.38
Length 16384/ 16, alignment  1/11, found:	19019.3	1777.16	2218.31	2987.59
Length 16384/ 16, alignment 14/ 5, fail :	18773.6	1729	2284.94	2928.47
Length 16384/ 32, alignment  1/11, found:	12179.8	8738.03	2162.53	2374.59
Length 16384/ 32, alignment 14/ 5, fail :	12120.6	8092.69	1896.28	2288.84
Length 16384/ 64, alignment  1/11, found:	14621.2	6482.31	2841.5	2302.78
Length 16384/ 64, alignment 14/ 5, fail :	13772.2	6079.22	2676.34	2204.09
Length 16384/128, alignment  1/11, found:	17262.8	5556.22	2752.62	3308.62
Length 16384/128, alignment 14/ 5, fail :	16803.9	5392.88	2627.75	2287.72
Length 16384/256, alignment  1/11, found:	17518.8	5842.28	3663.94	2357.38
Length 16384/256, alignment 14/ 5, fail :	14321.8	5318.56	3454.69	2273.41
Length 32768/ 16, alignment  1/11, found:	29220.7	93719	7094.94	6798.56
Length 32768/ 16, alignment 14/ 5, fail :	28044.6	95065.4	7337.5	6808.19
Length 32768/ 32, alignment  1/11, found:	25224.5	18637.6	4189.22	5307.75
Length 32768/ 32, alignment 14/ 5, fail :	25345	18498.7	4202.75	5240.22
Length 32768/ 64, alignment  1/11, found:	26841.7	15630.2	6514.62	3505.47
Length 32768/ 64, alignment 14/ 5, fail :	25843.6	14945	6446.12	3408.12
Length 32768/128, alignment  1/11, found:	29377.8	16213.7	5527.03	4352.75
Length 32768/128, alignment 14/ 5, fail :	28975	15658.2	5533.19	4250.66
Length 32768/256, alignment  1/11, found:	29457.2	12973.4	7677.56	3884.47
Length 32768/256, alignment 14/ 5, fail :	27309.2	11637.9	7365.66	3626.31
Length 65536/ 16, alignment  1/11, found:	54255.5	204540	6312.03	14507.4
Length 65536/ 16, alignment 14/ 5, fail :	54194.8	188841	6769.94	13999.1
Length 65536/ 32, alignment  1/11, found:	52337.8	35984.1	6875.94	7352.28
Length 65536/ 32, alignment 14/ 5, fail :	50205.1	34645.7	6854.78	7271.56
Length 65536/ 64, alignment  1/11, found:	52634.8	30444.9	11490.4	7258.06
Length 65536/ 64, alignment 14/ 5, fail :	52015.5	30306.1	12593.2	7494.84
Length 65536/128, alignment  1/11, found:	56689.4	19071.1	12463.5	7122.38
Length 65536/128, alignment 14/ 5, fail :	52646.2	17335.7	12215.1	6969.72
Length 65536/256, alignment  1/11, found:	76241.1	15917.8	18214.2	5284.12
Length 65536/256, alignment 14/ 5, fail :	77770.3	15963.3	17928.7	5115.44
Length 65536/ 64, complex needle 1:	1.73866e+06	41729.7	536257	528455
Length 65536/ 64, complex needle 2:	2.13563e+06	169988	627468	602785
Length 65536/ 64, complex needle 3:	598080	964706	262177	11216.8
Length 65536/256, complex needle 1:	4.73146e+06	20265.3	635186	620093
Length 65536/256, complex needle 2:	6.65727e+06	153080	654537	619432
Length 65536/256, complex needle 3:	594810	956345	262736	5283.81
Length 65536/1024, complex needle 1:	2.03848e+07	11675	112947	12369.7
Length 65536/1024, complex needle 2:	2.26114e+07	153648	203122	157597
Length 65536/1024, complex needle 3:	616432	961139	253119	950012
