                       	basic_memmem	twoway_memmem	memmem
String 0123456789, offset 35:	73.207	24.6992	80.8672
String 0123456789, offset 42:	95.582	24.5	85.6016
String 0123456789, offset 49:	106.656	25.543	87.9453
String 0123456789, offset 56:	116.184	25.5586	89.4375
String 0123456789, offset 63:	121.879	24.3008	87.8086
String 0123456789, offset 70:	130.336	26.3633	90.9883
String 0123456789, offset 77:	138.199	26.3047	93.6914
String 0123456789, offset 84:	145.859	26.4219	95.0352
String 0123456789, offset 91:	153.23	24.5625	97.7383
String 0123456789, offset 98:	160.719	26.0469	96.4336
String 0123456789, offset 105:	168.535	183.348	114.703
String 0123456789, offset 112:	202.031	31.832	119.598
String 0123456789, offset 119:	213.574	30.6484	120.289
String 0000111100001111, offset 0:	45.4062	28.9883	109.043
String 0000111100001111, offset 7:	49.8633	24.8359	88.5352
String 0000111100001111, offset 14:	58.4961	20.9336	110.602
String 0000111100001111, offset 21:	68.1055	21.9258	103.789
String 0000111100001111, offset 28:	77.0742	23.875	102.727
String 0000111100001111, offset 35:	86.8477	25.7656	98.7695
String 0000111100001111, offset 42:	95.3203	24.8984	103.551
String 0000111100001111, offset 49:	105.43	25.9922	96.9219
String 0000111100001111, offset 56:	130.699	25.5391	104.848
String 0000111100001111, offset 63:	125.684	25.2891	102.426
String 0000111100001111, offset 70:	151.98	26.5508	118.348
String 0000111100001111, offset 77:	144.281	26.8203	109.016
String 0000111100001111, offset 84:	152.621	25.5078	110.68
String 0000111100001111, offset 91:	162.656	25.4414	106.609
String 0000111100001111, offset 98:	171.277	27.0312	110.719
String 0000111100001111, offset 105:	181.629	25.9258	104.852
String 0000111100001111, offset 112:	190.715	27.3047	109.887
String 0000111100001111, offset 119:	199.949	25.5117	127.035
String 00000111110000022222, offset 0:	52.7461	23.6602	97.2617
String 00000111110000022222, offset 7:	59.9766	24.625	116.875
String 00000111110000022222, offset 14:	69.3164	22.0859	100.074
String 00000111110000022222, offset 21:	79.0273	22.5195	108.953
String 00000111110000022222, offset 28:	91.0352	22.457	104.598
String 00000111110000022222, offset 35:	96.1055	26.5508	118.086
String 00000111110000022222, offset 42:	107.445	26.2344	107.465
String 00000111110000022222, offset 49:	119.367	26.2812	110.832
String 00000111110000022222, offset 56:	127.355	26.7812	133.5
String 00000111110000022222, offset 63:	135.289	26.1719	113.098
String 00000111110000022222, offset 70:	154.508	25.1484	124.605
String 00000111110000022222, offset 77:	155.617	24.3633	113.016
String 00000111110000022222, offset 84:	163.934	23.9844	131.133
String 00000111110000022222, offset 91:	184.715	24.9414	112.832
String 00000111110000022222, offset 98:	185.961	26.0039	130.848
String 00000111110000022222, offset 105:	192.949	27.4766	111.211
String 00000111110000022222, offset 112:	204.336	29.4492	130.57
String 00000111110000022222, offset 119:	203.719	22.9453	95.7578
String 012345678901234567890, offset 0:	44.6914	19.0117	76.0273
String 012345678901234567890, offset 7:	56.3906	16.7852	79.4492
String 012345678901234567890, offset 14:	64.3555	18.7695	94.6719
String 012345678901234567890, offset 21:	74.3789	21.8438	105.051
String 012345678901234567890, offset 28:	89.2891	28.4688	113.426
String 012345678901234567890, offset 35:	97.9258	25.8281	96.7891
String 012345678901234567890, offset 42:	103.594	26.5703	111.598
String 012345678901234567890, offset 49:	141.684	23.9062	85.0703
String 012345678901234567890, offset 56:	143.512	24.6719	95.7422
String 012345678901234567890, offset 63:	136.996	24.4297	89.0664
String 012345678901234567890, offset 70:	147.613	22.2578	84.6133
String 012345678901234567890, offset 77:	149.992	19.8398	93.2461
String 012345678901234567890, offset 84:	157.73	22.5508	97.8867
String 012345678901234567890, offset 91:	175.902	25.4492	116.852
String 012345678901234567890, offset 98:	185.551	28.3672	136.535
String 012345678901234567890, offset 105:	197	29.0625	121.129
String 012345678901234567890, offset 112:	208.68	28.668	118.871
String 012345678901234567890, offset 119:	194.039	22.9922	106.762
String abc0, offset 0:	11.918	15.8789	47.9297
String abc0, offset 7:	22.3477	13.3047	43.7305
String abc0, offset 14:	19.5273	12.6094	45.7891
String abc0, offset 21:	26.418	12.5	48.6406
String abc0, offset 28:	29.7969	12.9922	54.6875
String abc0, offset 35:	42.9648	14.8047	57.4141
String abc0, offset 42:	49.0625	14.0273	59.4883
String abc0, offset 49:	61.3711	72.7695	63.0039
String abc0, offset 56:	84.0078	14.6758	67.4961
String abc0, offset 63:	73.7227	14.6992	95.5508
String abc0, offset 70:	78.543	18.668	74.9141
String abc0, offset 77:	83.4414	19.1367	78.7031
String abc0, offset 84:	88.0508	16.6875	80.043
String abc0, offset 91:	93.1562	16.0469	130.25
String abc0, offset 98:	93.3711	15.5391	118.301
String abc0, offset 105:	97.9414	15.3594	141.555
String abc0, offset 112:	154.57	15.9766	146.902
String abc0, offset 119:	112.328	16.4492	133.176
String aaaa0, offset 0:	11.1602	13.8633	41.3984
String aaaa0, offset 7:	19.9219	12.9375	48.5977
String aaaa0, offset 14:	21.0703	13.3047	65.3008
String aaaa0, offset 21:	28.832	13.6172	50.6484
String aaaa0, offset 28:	31.6836	13.6719	52.3477
String aaaa0, offset 35:	55.5781	14.9727	64.4844
String aaaa0, offset 42:	60.8359	14.3984	62.7031
String aaaa0, offset 49:	65.6172	14.7969	63.4297
String aaaa0, offset 56:	70.4414	14.7891	61.2695
String aaaa0, offset 63:	71.8086	13.9961	72.0742
String aaaa0, offset 70:	84.5977	17.6875	68.7227
String aaaa0, offset 77:	98.4492	19.1289	72.918
String aaaa0, offset 84:	89.8828	16.625	73.6445
String aaaa0, offset 91:	94.2852	15.9922	86.2227
String aaaa0, offset 98:	99.332	15.793	112.605
String aaaa0, offset 105:	104.137	15.707	118.703
String aaaa0, offset 112:	103.859	14.9258	111.465
String aaaa0, offset 119:	108.234	15.8594	118.426
String abcabc0, offset 0:	13.0547	12.2695	42.6328
String abcabc0, offset 7:	21.5781	12.6445	44.4219
String abcabc0, offset 14:	23.7852	12.6328	45.4922
String abcabc0, offset 21:	28.4609	12.5	48.793
String abcabc0, offset 28:	50.668	12.3086	53.3164
String abcabc0, offset 35:	58.7656	14.9531	55.375
String abcabc0, offset 42:	63.6875	14.6289	67.0898
String abcabc0, offset 49:	65.0703	14.0117	55.8594
String abcabc0, offset 56:	69.6758	14.2891	56.5781
String abcabc0, offset 63:	74.2773	13.9062	61.1523
String abcabc0, offset 70:	78.8008	17.8555	61.9961
String abcabc0, offset 77:	83.5664	18.8516	68.1758
String abcabc0, offset 84:	92.2969	17.1797	78.8203
String abcabc0, offset 91:	92.4961	15.3516	76.7695
String abcabc0, offset 98:	102.008	15.7383	90.9258
String abcabc0, offset 105:	101.719	15.2266	93
String abcabc0, offset 112:	111.242	15.5742	85.2891
String abcabc0, offset 119:	110.852	15.4766	102.102
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	3923.47	296.367	437.609
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	104782	43600	7162.85
String 6, offset 163838:	101358	3697.72	3573.04
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	968.391	170.285	170.348
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	816.109	477.422	150.992
String 9, offset 163838:	102583	3768.43	3562.12
String 7, offset 807:	518.762	25.6406	23.543
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	21572.7	659.656	1214.07
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2417.63	1354.04	275.379
String 4, offset 163838:	101512	3659.88	3560.2
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	155.629	17.9414	100.359
String WVU[0AH07J, offset 1381:	1040.53	103.664	319.336
String 0UYV, offset 49301:	31256.3	1171.67	25192.4
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	744.785	385.602	180.059
String 6, offset 163838:	102639	3690.46	3655.75
String 8, offset 163838:	101703	3863.56	3639.39
String 7BE4[2UF5MDRT1T, offset 7449:	4855.69	160.465	978.688
String DXW@APO2AZ, offset 147:	126.039	133.168	71.3984
String QM3J@OE3PY413DBMG, offset 3775:	3370.13	192.535	468.711
String FBD9RJ, offset 4458:	4614.68	2217.5	1474.48
String QXVG<8VKH, offset 91649:	118049	2324.48	19031.1
String 1, offset 2166:	1379.23	47.082	44.1836
String 51TN, offset 9384:	5891.12	198.73	4713.02
String SLU8@<77JUVP6, offset 11601:	13843.5	432.898	1702.7
String 0, offset 163838:	102770	3770.74	3640.43
String 4, offset 163838:	101443	3572.26	3572.76
String BT98HTDMY[, offset 1755:	1519.41	625.527	345.285
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	637.332	350.562	134.023
String JRN3MYMI2TIZN[N9?, offset 2735:	2601.91	1226.16	384.391
String Y6, offset 18239:	22058.4	492.68	26302.1
String E=<X7S5<FAOI4, offset 2503:	2122.73	119.621	382.641
String 52BS3CUPU3KU@W2, offset 11268:	7097.03	228.305	1384.04
String Z6, offset 22605:	28121.6	711.172	32080.4
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	630.055	602.164	101.684
String 2, offset 611:	399.473	23.25	20.4258
String 6[GPB, offset 41469:	25635.4	955.129	16242.3
String DCZCEDI2, offset 3838:	3002.43	155.211	868.484
String F2LVAHH5, offset 59813:	77132.1	31638.7	14149.6
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1593.87	56.7148	269.117
String AYESVW[9AU9O, offset 43093:	55760.1	1044.54	6676.42
String N1PJ@V0, offset 1961:	1656.84	88.9688	609.426
String JAPZ@SHK7, offset 5306:	5483.15	180.242	1109.01
String Y>WH@OQ7<<KG, offset 5489:	5405.79	164.66	848.527
String 8YK9Y4AX, offset 3077:	1959.09	90.5938	702.594
String >Y9, offset 841:	708.645	55.5898	631.434
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7635.84	3303.47	615.828
String 5, offset 163838:	102405	3819.66	3655.99
String 0, offset 163838:	102091	3764.81	3556.98
String BO>@>1HVD9K=P4B, offset 1113:	905.594	689.152	203.105
String X2R, offset 5662:	5632.84	164.324	4195.47
String AS7947JGV@, offset 84947:	110184	45552.6	17003.2
String N3USCOC@WE, offset 1455:	1298.84	990.59	354.559
String 5, offset 163838:	102645	3845.8	3638.81
String F0MWMCH, offset 119294:	155726	69534.6	33169.2
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	11454.8	5168.74	915.004
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60646.4	1089.56	3861.3
String 1, offset 163838:	101735	3793.39	3568.55
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	778.312	36.2695	143.719
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44508.2	1784.6	7527.56
String 39UVL, offset 1426:	920.305	40.8945	556.719
String 8=Y, offset 4750:	2992.62	116.785	3417.29
String VGHAHB4GFVQ>1LQ, offset 220:	198.762	95.5977	73.5703
String <PFR0P=8FD5K, offset 1049:	787.633	95.1094	201.938
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3587.14	1990.95	393.5
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66837.6	1423.79	5698.46
String 5, offset 45105:	28162.3	941.395	815.91
String KDJ>=PADGH6RTYG?YF, offset 90440:	116883	53618.7	10869.1
String KNN==39, offset 1989:	1800.34	98.6484	685.371
String 0, offset 163838:	102140	3815.08	3659.26
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33492	14003.7	2113.66
String 2, offset 163838:	101632	3845.6	3647.5
String V5, offset 134:	111.164	40.7773	220.078
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	200382	88461.7	14356.6
String >DNAI<7R2=7KS, offset 80494:	103507	38088.8	12463.1
String FZ52=G=Y4?WC[9E, offset 612:	514.492	235.34	150.996
String 1, offset 163838:	102896	3812.87	3649.7
String GW0J=5640F1GEP, offset 14142:	15926.2	515	1804.71
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	107473	2221.07	8030.25
String @OKI?1[IIPRCZ9XH, offset 284:	233.121	117.543	81.1133
String 1Z0, offset 5676:	3498.34	128.223	4206.06
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	18006.8	494.066	1092.91
String R<58, offset 303:	288.629	58.1953	190.562
String 1>QG79OA55IUOD<9?1?K, offset 138567:	86328.2	3287.83	16603.3
String 804S@ERR@FE@L, offset 58219:	36404.1	1513.44	8710.54
String Z8, offset 20884:	26758.5	599.875	30406.6
String 1, offset 163838:	101397	3792.07	3558.92
String G=9, offset 192:	176.449	46.8203	189.832
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	189243	81458.1	14355.9
String 4, offset 163838:	102354	3798.85	3639.43
String K37<GE0P=EAC[U5, offset 97404:	126077	53897.6	13622.5
String DC9Y7?ZDXW@AP6V8Z, offset 140:	125.027	101.539	79.2109
String 9, offset 163838:	102370	3834.43	3650.6
String OY2BY64YX@1BIE=5C39G5, offset 160474:	207149	3580.71	17808.4
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22259.1	602.285	1497.7
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	29723.2	756.219	2233.33
String G8K>X?PEKV[6CRO99[21, offset 454:	390.586	118.762	102.512
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1381.94	146.402	208.348
String 14C7=EOB, offset 940:	624.32	33.3789	244.316
String 2[E, offset 574:	388.844	27.4414	435.527
String 6INY>8, offset 7757:	4880.55	166.914	2397.48
