                       	basic_memmem	twoway_memmem	memmem
String 00000111110000022222, offset 7:	35.3516	11.9258	67.9688
String 00000111110000022222, offset 14:	37.457	11.3711	60.1758
String 00000111110000022222, offset 21:	41.6562	11.9453	65.9336
String 00000111110000022222, offset 28:	46.1445	11.7148	59.6758
String 00000111110000022222, offset 35:	49.9102	13.0234	71.3125
String 00000111110000022222, offset 42:	54.0742	13.1172	62.5273
String 00000111110000022222, offset 49:	58.1875	12.4258	66.9805
String 00000111110000022222, offset 56:	62.457	13.2383	89.6094
String 00000111110000022222, offset 63:	66.8516	12.3633	70.3047
String 00000111110000022222, offset 70:	72.2656	13.4922	79.9922
String 00000111110000022222, offset 77:	76.5547	13.1562	65.9492
String 00000111110000022222, offset 84:	114.215	16.7148	103.797
String 00000111110000022222, offset 91:	150.996	17.6797	79.8828
String 00000111110000022222, offset 98:	151.84	18.9805	98.543
String 00000111110000022222, offset 105:	159.957	19.5312	90.2891
String 00000111110000022222, offset 112:	178.438	24.2539	125.855
String 00000111110000022222, offset 119:	180.043	18.7812	80.6445
String 012345678901234567890, offset 0:	43.5586	19.6133	72.7148
String 012345678901234567890, offset 7:	56.4609	19.375	71.1953
String 012345678901234567890, offset 14:	66.6484	19.4062	86.2266
String 012345678901234567890, offset 21:	73.4883	21.082	86.75
String 012345678901234567890, offset 28:	105.793	25.2031	101.586
String 012345678901234567890, offset 35:	107.352	22.918	121.684
String 012345678901234567890, offset 42:	103.68	24.2695	94.6641
String 012345678901234567890, offset 49:	110.418	20.4648	73.6562
String 012345678901234567890, offset 56:	117.844	21.0547	89.0078
String 012345678901234567890, offset 63:	127.605	23.7695	108.52
String 012345678901234567890, offset 70:	141.285	25.8398	85.2773
String 012345678901234567890, offset 77:	146.57	20.1602	86.3008
String 012345678901234567890, offset 84:	142.355	21.2148	76.0039
String 012345678901234567890, offset 91:	156.527	24.9766	99.1797
String 012345678901234567890, offset 98:	167.918	29.9961	210.523
String 012345678901234567890, offset 105:	147.703	26.2266	78.7969
String 012345678901234567890, offset 112:	152.48	20.7578	93.5234
String 012345678901234567890, offset 119:	175.996	26.2422	97
String abc0, offset 0:	13.4883	19.4219	44.8164
String abc0, offset 7:	20.9609	21.5859	58.7109
String abc0, offset 14:	31.2148	19.6602	57.7539
String abc0, offset 21:	39.3125	20.4492	50.4492
String abc0, offset 28:	45.9102	19.9961	60.6211
String abc0, offset 35:	57.5039	21.9961	62.3398
String abc0, offset 42:	51.8125	13.9648	52.8945
String abc0, offset 49:	56.3516	13.0391	57.2734
String abc0, offset 56:	60.1836	13.0117	59.5078
String abc0, offset 63:	64.9844	16.8164	110.547
String abc0, offset 70:	68.6602	14.3242	90.2461
String abc0, offset 77:	72.9102	13.9727	67.6211
String abc0, offset 84:	77.5391	13.6602	70.5742
String abc0, offset 91:	81.5078	13.4648	84.707
String abc0, offset 98:	86.0195	14.5352	116.906
String abc0, offset 105:	109.062	14.5273	138.105
String abc0, offset 112:	108.043	16.3633	132.637
String abc0, offset 119:	115.652	14.332	115.32
String aaaa0, offset 0:	9.39453	11.9844	36.9375
String aaaa0, offset 7:	17.4023	12.0859	45.6094
String aaaa0, offset 14:	19.2812	11.4688	44.9922
String aaaa0, offset 21:	24.8633	11.4609	44.6367
String aaaa0, offset 28:	43.2266	18.4648	52.0352
String aaaa0, offset 35:	61.6562	20.7539	74.5234
String aaaa0, offset 42:	74.9141	20.1289	72.1523
String aaaa0, offset 49:	81.8398	22.0312	80.1914
String aaaa0, offset 56:	118.277	27.1289	94.1406
String aaaa0, offset 63:	119.863	25.6562	116.977
String aaaa0, offset 70:	120.844	27.707	115.125
String aaaa0, offset 77:	137.57	28.3008	118.848
String aaaa0, offset 84:	144.719	27.668	117.941
String aaaa0, offset 91:	139.336	27.5742	166.5
String aaaa0, offset 98:	159.77	28.2383	140.797
String aaaa0, offset 105:	168.371	28.0273	135.219
String aaaa0, offset 112:	250.535	29.0859	162
String aaaa0, offset 119:	188.926	29.0547	177.582
String abcabc0, offset 0:	21.1328	31.2422	55.8047
String abcabc0, offset 7:	28.3086	40.207	74.4258
String abcabc0, offset 14:	42.4961	26.25	75.875
String abcabc0, offset 21:	52.3594	25.2969	77.75
String abcabc0, offset 28:	63.0391	25.7539	89.6406
String abcabc0, offset 35:	61.7422	22.0898	78.2852
String abcabc0, offset 42:	88.082	23.5508	73.168
String abcabc0, offset 49:	94.4023	24.2617	80.9688
String abcabc0, offset 56:	93.8945	23.4766	82.9414
String abcabc0, offset 63:	109.176	24.3711	86.1484
String abcabc0, offset 70:	130.559	28.3711	106.688
String abcabc0, offset 77:	144.566	23.5039	94.5234
String abcabc0, offset 84:	129.973	23.5078	89.3945
String abcabc0, offset 91:	131.348	24.3672	105.184
String abcabc0, offset 98:	135.352	24.7383	107.133
String abcabc0, offset 105:	150.453	25.5781	108.812
String abcabc0, offset 112:	156.98	26.6641	115.234
String abcabc0, offset 119:	164.234	25.1641	119.148
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	3868.19	268.141	408.961
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	104629	46514.3	7221.9
String 6, offset 163838:	102921	3650.73	3598.93
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	953.887	173.211	147.789
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	848.648	491.086	137.469
String 9, offset 163838:	102411	3760.8	3683.57
String 7, offset 807:	582.25	27.8672	25.9023
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	21707.5	651.852	1207.62
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2283.67	1270.97	271.816
String 4, offset 163838:	101832	3908.79	3725
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	165.723	15.4375	85.1172
String WVU[0AH07J, offset 1381:	1082.01	104.977	324.961
String 0UYV, offset 49301:	30818.5	1209.31	25490.9
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	752.188	398.219	182.801
String 6, offset 163838:	102686	3838.83	3714.63
String 8, offset 163838:	101469	3665.8	3642.57
String 7BE4[2UF5MDRT1T, offset 7449:	4695.3	163.719	971.82
String DXW@APO2AZ, offset 147:	125.551	118.91	68.3047
String QM3J@OE3PY413DBMG, offset 3775:	3451.5	192.934	451.379
String FBD9RJ, offset 4458:	4600.97	2162.98	1434.1
String QXVG<8VKH, offset 91649:	117429	2184.68	18961.4
String 1, offset 2166:	1366.71	48.2383	45.0703
String 51TN, offset 9384:	6162.82	200.055	4936.97
String SLU8@<77JUVP6, offset 11601:	13925.5	435.586	1779.69
String 0, offset 163838:	102560	3756.32	3570.44
String 4, offset 163838:	101646	3763.95	3569.32
String BT98HTDMY[, offset 1755:	1558.04	639.367	345.617
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	649.285	362.293	119.164
String JRN3MYMI2TIZN[N9?, offset 2735:	2307.21	1235.15	383.75
String Y6, offset 18239:	21636.6	609.02	26306.7
String E=<X7S5<FAOI4, offset 2503:	2171.51	118.508	382.609
String 52BS3CUPU3KU@W2, offset 11268:	7096.71	222.516	1374.77
String Z6, offset 22605:	28170.8	654.68	32077.3
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	632.633	588.57	103.008
String 2, offset 611:	399.656	22.2734	19.793
String 6[GPB, offset 41469:	25844.4	939.121	16173.9
String DCZCEDI2, offset 3838:	2986.05	164.312	866.258
String F2LVAHH5, offset 59813:	76648.9	31422.9	14492
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1569.25	55.8984	263.418
String AYESVW[9AU9O, offset 43093:	55222	1104.1	6754.29
String N1PJ@V0, offset 1961:	1729.32	87.2031	604.516
String JAPZ@SHK7, offset 5306:	5487.47	181.801	1094.15
String Y>WH@OQ7<<KG, offset 5489:	5348.6	161.805	841.637
String 8YK9Y4AX, offset 3077:	1958.46	88.4141	680.129
String >Y9, offset 841:	702.812	54.9023	623.676
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7679.45	3389.61	608.918
String 5, offset 163838:	102280	3762.76	3651.82
String 0, offset 163838:	102094	3731.44	3573.8
String BO>@>1HVD9K=P4B, offset 1113:	987.887	686.555	203.34
String X2R, offset 5662:	5805.64	169.953	4297.83
String AS7947JGV@, offset 84947:	110730	45028.7	17534.4
String N3USCOC@WE, offset 1455:	1231.68	982.867	353.504
String 5, offset 163838:	102210	3809.09	3651.89
String F0MWMCH, offset 119294:	155478	69811.5	34121
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	10977.5	5054.5	877.734
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60671.3	1079.5	3845.99
String 1, offset 163838:	101691	3816.56	3652.41
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	797.059	36.6641	140.027
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44707.5	1854.86	7667.38
String 39UVL, offset 1426:	920.355	40.8086	568.293
String 8=Y, offset 4750:	2992.62	113.883	3410.22
String VGHAHB4GFVQ>1LQ, offset 220:	208.566	106.285	74.793
String <PFR0P=8FD5K, offset 1049:	913.426	95.4062	200.766
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3640.87	2009.63	390.039
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66786.6	1478.18	5624.17
String 5, offset 45105:	28060.5	1021.61	789.359
String KDJ>=PADGH6RTYG?YF, offset 90440:	116879	51971.9	10774.7
String KNN==39, offset 1989:	1816.61	91.8711	673.398
String 0, offset 163838:	101870	3679.98	3559.96
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33696.9	13775.8	2072.98
String 2, offset 163838:	101686	3837.2	3571.8
String V5, offset 134:	107.227	35.6367	215.105
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	200554	87788.9	14485.4
String >DNAI<7R2=7KS, offset 80494:	103083	35203.1	12709.9
String FZ52=G=Y4?WC[9E, offset 612:	492.555	259.445	152.051
String 1, offset 163838:	102863	3823.01	3653.03
String GW0J=5640F1GEP, offset 14142:	16265.2	563.645	1853.47
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106899	2171.93	8156.05
String @OKI?1[IIPRCZ9XH, offset 284:	251.238	133.738	82.1406
String 1Z0, offset 5676:	3652.23	132.93	4387.27
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	17943.5	559.59	1084.06
String R<58, offset 303:	287.129	54.9805	179.461
String 1>QG79OA55IUOD<9?1?K, offset 138567:	85867	3286.46	16306
String 804S@ERR@FE@L, offset 58219:	36404.1	1523.37	9003.74
String Z8, offset 20884:	26658.4	643.145	30105.7
String 1, offset 163838:	101412	3824.55	3637.41
String G=9, offset 192:	171.844	46.8867	173.805
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	188318	81588.8	14321.3
String 4, offset 163838:	102543	3785.81	3633.94
String K37<GE0P=EAC[U5, offset 97404:	125395	58472.2	14093.4
String DC9Y7?ZDXW@AP6V8Z, offset 140:	125.84	98.7031	74.125
String 9, offset 163838:	102640	3651.5	3651.47
String OY2BY64YX@1BIE=5C39G5, offset 160474:	207186	3602.41	18133.3
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22115.8	614.125	1504.51
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	29788.4	818.746	2188.56
String G8K>X?PEKV[6CRO99[21, offset 454:	377.32	118.031	94.8906
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1364.02	143.113	201.852
String 14C7=EOB, offset 940:	610.969	33.6953	234.977
String 2[E, offset 574:	377.133	27.2812	415.926
String 6INY>8, offset 7757:	4847.33	166.016	2317.73
