                       	basic_memmem	twoway_memmem	memmem
String 0000111100001111, offset 49:	70.2109	13.1445	55.5586
String 0000111100001111, offset 56:	74.6641	13.0547	62.0078
String 0000111100001111, offset 63:	78.4766	12.6094	56.9609
String 0000111100001111, offset 70:	82.9805	13.5781	70.125
String 0000111100001111, offset 77:	87.043	12.4766	68.1836
String 0000111100001111, offset 84:	91.2344	12.4492	64.2344
String 0000111100001111, offset 91:	95.4336	13.207	61.8242
String 0000111100001111, offset 98:	99.4062	13.7109	69.5078
String 0000111100001111, offset 105:	103.891	13.0039	59.3477
String 0000111100001111, offset 112:	108.137	13.6484	61.6523
String 0000111100001111, offset 119:	131.805	14.9336	92.8281
String 00000111110000022222, offset 0:	32.1602	13.625	62.4102
String 00000111110000022222, offset 7:	40.4609	13.0078	80.793
String 00000111110000022222, offset 14:	37.4414	11.3281	55.2969
String 00000111110000022222, offset 21:	41.4492	11.4297	63.4609
String 00000111110000022222, offset 28:	46.3164	11.1367	57.4844
String 00000111110000022222, offset 35:	49.8203	12.668	63.8516
String 00000111110000022222, offset 42:	56.0391	12.9258	60.0312
String 00000111110000022222, offset 49:	58.4336	12.4375	62.918
String 00000111110000022222, offset 56:	63.2969	12.4531	76.2305
String 00000111110000022222, offset 63:	66.6562	12.957	67.9531
String 00000111110000022222, offset 70:	71.4492	12.9258	74.5352
String 00000111110000022222, offset 77:	77.1406	12.5156	65.0625
String 00000111110000022222, offset 84:	81.7305	13.0391	77.1094
String 00000111110000022222, offset 91:	84.8672	13.1797	68.1914
String 00000111110000022222, offset 98:	87.9609	14.5039	72.4297
String 00000111110000022222, offset 105:	92.5078	13.1172	65.8633
String 00000111110000022222, offset 112:	99.3438	13.3945	75.582
String 00000111110000022222, offset 119:	100.129	14.1602	68.2969
String 012345678901234567890, offset 0:	29.1953	11.1992	54.7227
String 012345678901234567890, offset 7:	47.9141	11.4688	55.7305
String 012345678901234567890, offset 14:	38.8438	11.9414	61.9297
String 012345678901234567890, offset 21:	43.4922	11.3359	59.3438
String 012345678901234567890, offset 28:	48.4531	11.7539	59.1953
String 012345678901234567890, offset 35:	51.0586	12.9492	62.2578
String 012345678901234567890, offset 42:	55.7891	12.5312	61.6953
String 012345678901234567890, offset 49:	61.375	12.5117	60.9297
String 012345678901234567890, offset 56:	64.3984	12.5391	64.082
String 012345678901234567890, offset 63:	68.1367	12.3477	62.3945
String 012345678901234567890, offset 70:	72.0742	13.6875	62.7109
String 012345678901234567890, offset 77:	78.0859	13.0664	67.9688
String 012345678901234567890, offset 84:	82.4336	13.6172	65.8086
String 012345678901234567890, offset 91:	85.5234	13.2266	71.6328
String 012345678901234567890, offset 98:	89.8164	13.1016	71.8125
String 012345678901234567890, offset 105:	93.9102	13.0312	67.5039
String 012345678901234567890, offset 112:	97.6484	13.0039	71.4648
String 012345678901234567890, offset 119:	102.75	13.0625	71.3789
String abc0, offset 0:	8.79297	12.5078	34.9219
String abc0, offset 7:	16.2305	11.9219	39.1758
String abc0, offset 14:	17.8945	11.2227	41.3789
String abc0, offset 21:	23.5117	11.2109	45.0195
String abc0, offset 28:	27.1914	11.1445	49.9805
String abc0, offset 35:	37.4609	13.6406	52.7148
String abc0, offset 42:	47.2891	13.125	52.9922
String abc0, offset 49:	55.9688	12.4141	55.707
String abc0, offset 56:	60.3242	12.4688	58.8477
String abc0, offset 63:	64.3047	12.3594	85.8398
String abc0, offset 70:	68.6367	12.9141	89.5156
String abc0, offset 77:	72.5938	13.0703	92.7617
String abc0, offset 84:	77.0664	13.1875	90.293
String abc0, offset 91:	81.2227	13.1406	104.984
String abc0, offset 98:	85.125	13.0547	110.109
String abc0, offset 105:	89.8789	13.0664	110.75
String abc0, offset 112:	94.3477	14.1328	116.809
String abc0, offset 119:	98.5039	13.6406	117.953
String aaaa0, offset 0:	10.0273	11.1641	37.1328
String aaaa0, offset 7:	17.4453	12.0078	43.6836
String aaaa0, offset 14:	19.707	11.3438	43.3438
String aaaa0, offset 21:	23.9453	11.1758	43.582
String aaaa0, offset 28:	28.3242	11.8906	45.4844
String aaaa0, offset 35:	42.0117	13.1992	52.5508
String aaaa0, offset 42:	47.7305	12.918	53.1992
String aaaa0, offset 49:	57.6484	12.4609	53.293
String aaaa0, offset 56:	61.2461	12.4531	53.5586
String aaaa0, offset 63:	65.6484	12.375	61.9727
String aaaa0, offset 70:	69.7617	13.418	62
String aaaa0, offset 77:	92.7305	19.0195	109.016
String aaaa0, offset 84:	118.047	14.4258	72.4375
String aaaa0, offset 91:	94.3008	15.6523	114.219
String aaaa0, offset 98:	99.1211	15.3672	110.996
String aaaa0, offset 105:	103.957	14.9062	107.203
String aaaa0, offset 112:	116.422	13.5859	95.6406
String aaaa0, offset 119:	99.2188	13.8359	106.387
String abcabc0, offset 0:	13.5273	11.1484	38.8242
String abcabc0, offset 7:	19.9141	11.9609	40.8125
String abcabc0, offset 14:	21.8477	11.3906	41.9297
String abcabc0, offset 21:	26.3047	11.2969	43.0898
String abcabc0, offset 28:	31.1992	11.7383	47.0117
String abcabc0, offset 35:	52.5	13.0703	48.793
String abcabc0, offset 42:	56.0547	12.5312	47.707
String abcabc0, offset 49:	59.8906	12.2305	51.7305
String abcabc0, offset 56:	64.1133	12.6211	53.0938
String abcabc0, offset 63:	67.9766	12.3711	54.6836
String abcabc0, offset 70:	72.2383	12.9297	56.2695
String abcabc0, offset 77:	76.3906	12.6211	59.4805
String abcabc0, offset 84:	80.7539	12.582	56.3125
String abcabc0, offset 91:	84.6133	13.0391	65.0625
String abcabc0, offset 98:	89.0898	13.6406	67.1172
String abcabc0, offset 105:	93.0703	13.6484	68.6133
String abcabc0, offset 112:	97.2695	13.5703	72.2109
String abcabc0, offset 119:	101.762	13.25	72.6211
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	2453.81	194.434	333.945
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	105127	45599.7	7234.76
String 6, offset 163838:	99760.9	3749.26	3669.54
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	1192.78	169.02	132.051
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	865.805	476.434	134.594
String 9, offset 163838:	101042	3751.8	3494.7
String 7, offset 807:	538.273	23.8164	21.332
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	22542.9	627.961	1210.45
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2422.22	1265.63	270.574
String 4, offset 163838:	100527	3820.81	3562.48
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	155.27	14.9961	84.6602
String WVU[0AH07J, offset 1381:	1045.49	96.4531	315.836
String 0UYV, offset 49301:	30634.4	1045.27	25008.6
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	878.336	376.758	178.434
String 6, offset 163838:	101837	3677.61	3632.47
String 8, offset 163838:	100853	3676.45	3617.05
String 7BE4[2UF5MDRT1T, offset 7449:	4695.63	160.473	974.059
String DXW@APO2AZ, offset 147:	125.746	117.945	70.9727
String QM3J@OE3PY413DBMG, offset 3775:	3557.87	188.617	452.297
String FBD9RJ, offset 4458:	4502.76	2150.87	1441.25
String QXVG<8VKH, offset 91649:	116907	2146.18	18925.5
String 1, offset 2166:	1379.36	46.582	41.5352
String 51TN, offset 9384:	5889.19	194.262	4703.71
String SLU8@<77JUVP6, offset 11601:	13365.9	428.055	1826.29
String 0, offset 163838:	100912	3671.65	3560.59
String 4, offset 163838:	100924	3760.15	3557.71
String BT98HTDMY[, offset 1755:	1680	624.23	337.055
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	659.012	344.344	136.668
String JRN3MYMI2TIZN[N9?, offset 2735:	2511.68	1229.56	379.922
String Y6, offset 18239:	21988	573.676	25918.6
String E=<X7S5<FAOI4, offset 2503:	2348.95	145.805	373.57
String 52BS3CUPU3KU@W2, offset 11268:	6925.72	218.047	1349.99
String Z6, offset 22605:	28140.3	604.059	31835.9
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	606.926	566.398	136.762
String 2, offset 611:	391.27	19.6758	17.9414
String 6[GPB, offset 41469:	25575.7	929.668	16037.6
String DCZCEDI2, offset 3838:	3001.47	159.719	874.883
String F2LVAHH5, offset 59813:	75838.5	31270	14428.3
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1576.25	51.3281	257.148
String AYESVW[9AU9O, offset 43093:	54870.2	895.723	6742.38
String N1PJ@V0, offset 1961:	1822.32	89.7461	609.363
String JAPZ@SHK7, offset 5306:	5569.44	180.547	1086.7
String Y>WH@OQ7<<KG, offset 5489:	5517.87	161.297	840
String 8YK9Y4AX, offset 3077:	1958.54	84.7383	688.527
String >Y9, offset 841:	707.711	51.9453	620.785
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7613.16	3354.07	615.145
String 5, offset 163838:	100722	3776.7	3560.5
String 0, offset 163838:	101184	3813.23	3650.56
String BO>@>1HVD9K=P4B, offset 1113:	995.074	665.422	201.441
String X2R, offset 5662:	5655.64	162.07	4203.26
String AS7947JGV@, offset 84947:	109424	44839.5	16618.7
String N3USCOC@WE, offset 1455:	1249.8	947.527	344.285
String 5, offset 163838:	101779	3805.96	3559.99
String F0MWMCH, offset 119294:	153858	69311.8	32767.9
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	11222.9	5062.97	849.25
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	59877	1066.98	3831.95
String 1, offset 163838:	100852	3774.7	3598.79
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	796.102	33.6992	140.098
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44372.3	1683.02	7553.67
String 39UVL, offset 1426:	919.797	37.8711	569.133
String 8=Y, offset 4750:	2992.42	112.535	3410.66
String VGHAHB4GFVQ>1LQ, offset 220:	207.766	93.8828	73.4766
String <PFR0P=8FD5K, offset 1049:	837.957	93.707	198.793
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3709.92	1990.02	391.414
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66513.8	1471.7	5698.62
String 5, offset 45105:	27774	989.43	784.43
String KDJ>=PADGH6RTYG?YF, offset 90440:	115920	48633.2	10463.9
String KNN==39, offset 1989:	1875.75	89.5469	658.727
String 0, offset 163838:	101215	3656.48	3622.15
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33858.4	13810.6	2018.7
String 2, offset 163838:	101393	3766.43	3570.6
String V5, offset 134:	109.32	36.0156	214.77
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	198277	93969.5	14378.9
String >DNAI<7R2=7KS, offset 80494:	102256	35045.1	12243.4
String FZ52=G=Y4?WC[9E, offset 612:	496.266	235.414	146.602
String 1, offset 163838:	101390	3872.58	3649.74
String GW0J=5640F1GEP, offset 14142:	16020	475.055	1847.21
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106621	2177.71	8014.52
String @OKI?1[IIPRCZ9XH, offset 284:	237.746	111.156	78.7812
String 1Z0, offset 5676:	3498.39	131.918	4169.99
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	17945.4	525.797	1065.92
String R<58, offset 303:	282.668	53.7109	176.152
String 1>QG79OA55IUOD<9?1?K, offset 138567:	84821.9	3291.8	16176.3
String 804S@ERR@FE@L, offset 58219:	36405.1	1562.81	8887.48
String Z8, offset 20884:	26232.9	613.402	29807.1
String 1, offset 163838:	101359	3843.14	3652.58
String G=9, offset 192:	162.062	46.3477	171.727
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	187240	90532.8	14226.2
String 4, offset 163838:	102370	3645.66	3637.71
String K37<GE0P=EAC[U5, offset 97404:	125232	58158.4	13519.5
String DC9Y7?ZDXW@AP6V8Z, offset 140:	124.266	98.7031	69.9961
String 9, offset 163838:	101624	3778.73	3686.14
String OY2BY64YX@1BIE=5C39G5, offset 160474:	205992	3795.87	17665.9
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22098.3	566.184	1480.15
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	28829.1	770.695	2234.14
String G8K>X?PEKV[6CRO99[21, offset 454:	403.344	118.086	95.4414
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1370.78	141.754	200.148
String 14C7=EOB, offset 940:	611.25	29.1172	238.637
String 2[E, offset 574:	376.898	22.6133	421.043
String 6INY>8, offset 7757:	4768.27	162.109	2296.93
