                       	basic_memmem	twoway_memmem	memmem
String 00000, offset 0:	10.3867	83.8281	97.5547
String 00000, offset 7:	17.8125	12.1523	60.793
String 00000, offset 14:	18.9766	11.3359	54.8789
String 00000, offset 21:	23.3125	11.5156	52
String 00000, offset 28:	28.0117	11.168	46.125
String 00000, offset 35:	40.8398	13.5938	68.2148
String 00000, offset 42:	53.0938	12.5156	65.7461
String 00000, offset 49:	57.2852	12.1523	63.0977
String 00000, offset 56:	61.4297	13.1562	54.9492
String 00000, offset 63:	65.5547	12.3477	78.1562
String 00000, offset 70:	69.8633	13.0391	71.3828
String 00000, offset 77:	73.8398	12.5078	67.0117
String 00000, offset 84:	78.2852	12.4141	63.8281
String 00000, offset 91:	82.1953	12.5469	111.988
String 00000, offset 98:	86.4492	14.2305	106.98
String 00000, offset 105:	90.8203	13.1914	103.426
String 00000, offset 112:	94.918	13.2109	124.961
String 00000, offset 119:	98.9258	13.207	119.629
String 00112233, offset 0:	13.6172	11.4219	40.6484
String 00112233, offset 7:	21.1523	11.707	41.9102
String 00112233, offset 14:	22.8594	11.8164	43.1289
String 00112233, offset 21:	26.8203	11.2852	44.1094
String 00112233, offset 28:	40.8555	11.793	45.0039
String 00112233, offset 35:	56.3164	12.9727	48.0625
String 00112233, offset 42:	60.1133	12.4844	47.2422
String 00112233, offset 49:	63.2383	12.5156	51.2305
String 00112233, offset 56:	67.1094	12.5078	51.2734
String 00112233, offset 63:	71.5977	12.4609	52.3867
String 00112233, offset 70:	76.3281	13.1328	53.9844
String 00112233, offset 77:	81.168	13.0781	55.0508
String 00112233, offset 84:	84	12.5469	55.6836
String 00112233, offset 91:	88.8633	13.7656	56.6758
String 00112233, offset 98:	92.6992	13.1484	59.043
String 00112233, offset 105:	96.4883	12.9766	63.543
String 00112233, offset 112:	100.891	13.418	64.1445
String 00112233, offset 119:	104.875	13.0469	72.5781
String 0123456789, offset 0:	18.9297	11.4062	41.6562
String 0123456789, offset 7:	23.4688	11.1914	42.8203
String 0123456789, offset 14:	25.0391	11.1836	45.0859
String 0123456789, offset 21:	29.4727	11.3438	45.8555
String 0123456789, offset 28:	40.2969	11.3516	47.6758
String 0123456789, offset 35:	55.293	12.9922	46.8438
String 0123456789, offset 42:	59.1367	12.5234	49.0859
String 0123456789, offset 49:	63.4102	12.4531	49.4883
String 0123456789, offset 56:	67.1992	12.6016	51.1758
String 0123456789, offset 63:	71.625	12.3633	50.1406
String 0123456789, offset 70:	75.6719	13.0703	53.957
String 0123456789, offset 77:	80.3516	12.8711	54.0391
String 0123456789, offset 84:	84.0664	13.1797	58.043
String 0123456789, offset 91:	88.3438	12.4727	59.2656
String 0123456789, offset 98:	92.4688	13.2383	56
String 0123456789, offset 105:	96.5508	13.0156	56.7383
String 0123456789, offset 112:	101.023	13.7422	60.7227
String 0123456789, offset 119:	104.906	14.2305	60.9922
String 0000111100001111, offset 0:	22.7812	11.375	49.0625
String 0000111100001111, offset 7:	30.3164	11.3906	51.6211
String 0000111100001111, offset 14:	32.2305	11.9531	66.5352
String 0000111100001111, offset 21:	36.3516	11.2539	59.0586
String 0000111100001111, offset 28:	48.8984	11.1523	61.8633
String 0000111100001111, offset 35:	62.8242	13.3789	57.3555
String 0000111100001111, offset 42:	66.1719	13.125	60.0195
