                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   64/  1, alignment  1/ 3, found:	71.0938	29.2812	404.875	26.5625
Length   64/  1, alignment  0/ 9, fail :	71.2188	15.6562	18.25	13.375
Length   64/  2, alignment  1/ 3, found:	76.5938	76.9062	16.0312	57.2188
Length   64/  2, alignment  0/ 9, fail :	74.1875	44.7188	32.125	57.8125
Length   64/  3, alignment  1/ 3, found:	61.3438	95.75	17.125	120.969
Length   64/  3, alignment  0/ 9, fail :	51.75	73.4062	24.1562	110.938
Length   64/  4, alignment  1/ 3, found:	61.5938	115.469	16.4062	96.625
Length   64/  4, alignment  0/ 9, fail :	65.8125	110	23.4688	83.0625
Length   64/  5, alignment  1/ 3, found:	75.1562	122.594	18.75	94.9688
Length   64/  5, alignment  0/ 9, fail :	54	102.719	22.875	87.4062
Length   64/  6, alignment  1/ 3, found:	75.9688	224.406	26.5	92.9062
Length   64/  6, alignment  0/ 9, fail :	58.9375	227.375	30.5938	86.4375
Length   64/  7, alignment  1/ 3, found:	64.75	225.25	27.1875	84.7812
Length   64/  7, alignment  0/ 9, fail :	67.375	214.062	31.5312	77.3125
Length   64/  8, alignment  1/ 3, found:	67.5	183	22.1562	79.6562
Length   64/  8, alignment  0/ 9, fail :	68	185.469	30.4062	76.3438
Length   64/  9, alignment  1/ 3, found:	85.75	108.156	25.9375	83.0312
Length   64/  9, alignment  0/ 9, fail :	76.625	90	23.625	79.1562
Length   64/ 10, alignment  1/ 3, found:	69.3125	29.0312	22.5625	29.5312
Length   64/ 10, alignment  0/ 9, fail :	71.3438	18.5	22.9688	18.0625
Length   64/ 11, alignment  1/ 3, found:	61.5312	122.375	22.0625	83.625
Length   64/ 11, alignment  0/ 9, fail :	60.9375	100.688	23.375	79.1562
Length   64/ 12, alignment  1/ 3, found:	76.5312	136.562	22.25	91.0625
Length   64/ 12, alignment  0/ 9, fail :	55.625	108.688	22.8125	84.9062
Length   64/ 13, alignment  1/ 3, found:	63.875	186.062	22.4688	114.25
Length   64/ 13, alignment  0/ 9, fail :	58.5625	176.375	22.875	104.062
Length   64/ 14, alignment  1/ 3, found:	76.5938	188.281	22.6875	100
Length   64/ 14, alignment  0/ 9, fail :	73.5625	191.375	22.8125	92.9688
Length   64/ 15, alignment  1/ 3, found:	57.4062	231.406	23.25	91.1875
Length   64/ 15, alignment  0/ 9, fail :	56.9688	231.375	23.1875	85.25
Length   64/ 16, alignment  1/ 3, found:	58.5	230.656	25.1562	86.3125
Length   64/ 16, alignment  0/ 9, fail :	63.2188	217.5	26.3438	81.4062
