                       	basic_memmem	twoway_memmem	memmem
String 00000, offset 0:	9.76172	79.1094	78.2969
String 00000, offset 7:	17.4492	11.668	61.4453
String 00000, offset 14:	19.1953	11.3047	55.3281
String 00000, offset 21:	23.3516	11.582	50.1562
String 00000, offset 28:	27.7773	11.7617	44.832
String 00000, offset 35:	48.4688	13.0703	68.2461
String 00000, offset 42:	53.1484	12.5703	64.4453
String 00000, offset 49:	57.1914	12.4062	63.7109
String 00000, offset 56:	61.5859	12.9844	56.3008
String 00000, offset 63:	65.4922	12.3398	78.4102
String 00000, offset 70:	69.918	14.4453	71.5195
String 00000, offset 77:	73.8164	12.4688	71.6211
String 00000, offset 84:	78.2031	12.4844	87.3711
String 00000, offset 91:	82.4766	13.5781	87.1836
String 00000, offset 98:	86.3711	13.9492	82.2305
String 00000, offset 105:	90.8477	13.625	101.484
String 00000, offset 112:	94.9023	13.0703	101.516
String 00000, offset 119:	98.8789	13.6133	120.566
String 00112233, offset 0:	18.0586	11.4375	40.125
String 00112233, offset 7:	27	11.875	41.8281
String 00112233, offset 14:	29.0391	11.293	44.3867
String 00112233, offset 21:	33.3398	11.8789	43.8242
String 00112233, offset 28:	37.75	11.25	45.1875
String 00112233, offset 35:	56.2227	13.3047	46.2344
String 00112233, offset 42:	60.2852	12.5117	47.2109
String 00112233, offset 49:	64.6484	12.5625	49.3867
String 00112233, offset 56:	68.3789	13.2109	50.2656
String 00112233, offset 63:	72.9609	12.3789	54.457
String 00112233, offset 70:	76.8359	13.6328	52.5508
String 00112233, offset 77:	81.2617	12.9414	55.9062
String 00112233, offset 84:	85.2617	12.9844	54.6641
String 00112233, offset 91:	89.3398	12.4453	55.5078
String 00112233, offset 98:	93.6562	13.6641	59.3594
String 00112233, offset 105:	97.7031	13.0703	63.7969
String 00112233, offset 112:	102.016	13.0664	65.1484
String 00112233, offset 119:	106.195	13.0625	66.9297
String 0123456789, offset 0:	15.8047	11.2773	41.2539
String 0123456789, offset 7:	23.375	11.1641	44.125
String 0123456789, offset 14:	25.5938	11.1875	44.9688
String 0123456789, offset 21:	29.6719	11.9453	46.2344
String 0123456789, offset 28:	50.6367	11.707	47.6133
String 0123456789, offset 35:	55.375	12.8555	47.4727
String 0123456789, offset 42:	59.1133	12.4531	48.8242
String 0123456789, offset 49:	63.4961	12.0898	49.5938
String 0123456789, offset 56:	67.5352	12.3555	52.4375
String 0123456789, offset 63:	71.8281	12.0898	51.082
String 0123456789, offset 70:	75.7344	13.0039	55.3516
String 0123456789, offset 77:	80.0508	13.1641	56.543
String 0123456789, offset 84:	84.2539	13.0391	57.4648
String 0123456789, offset 91:	88.4766	12.4336	57.8555
String 0123456789, offset 98:	92.8359	13.5312	58.4961
String 0123456789, offset 105:	96.9297	13.0703	58.8945
String 0123456789, offset 112:	101.184	13.0547	73.4375
String 0123456789, offset 119:	105.078	13.0273	61.5078
String 0000111100001111, offset 0:	25.2383	13.457	49.5781
String 0000111100001111, offset 7:	30.2969	12.6094	50.7969
String 0000111100001111, offset 14:	32.5703	11.9375	66.418
String 0000111100001111, offset 21:	36.6133	11.3516	58.6172
String 0000111100001111, offset 28:	42.3789	12.9023	62.1094
String 0000111100001111, offset 35:	57.5117	13.6016	56.8477
String 0000111100001111, offset 42:	62.418	12.5156	58.6445
String 0000111100001111, offset 49:	70.4766	12.4531	57.6016
String 0000111100001111, offset 56:	74.7422	12.4492	65.1328
String 0000111100001111, offset 63:	78.5977	13.3711	60.7383
String 0000111100001111, offset 70:	82.9805	12.8555	66.3711
String 0000111100001111, offset 77:	87.0742	13.6875	67.0742
String 0000111100001111, offset 84:	91.1562	12.9414	63.582
String 0000111100001111, offset 91:	95.7109	12.9805	60.3242
String 0000111100001111, offset 98:	99.5273	14.0547	62.5625
String 0000111100001111, offset 105:	103.988	13.625	58.8281
String 0000111100001111, offset 112:	108.262	13.3945	60.9375
String 0000111100001111, offset 119:	112.129	12.9844	80.4922
String 00000111110000022222, offset 0:	27.4883	11.5703	53.8945
String 00000111110000022222, offset 7:	35.457	11.2227	61.7695
String 00000111110000022222, offset 14:	38.0547	11.3164	55.043
String 00000111110000022222, offset 21:	41.7773	11.2148	61.5156
String 00000111110000022222, offset 28:	46.1641	11.3203	57.0234
String 00000111110000022222, offset 35:	50.1602	12.7617	62.6797
String 00000111110000022222, offset 42:	54	12.918	59.0117
String 00000111110000022222, offset 49:	58.3633	12.1602	66.1562
String 00000111110000022222, offset 56:	62.6289	13.0039	76.2344
String 00000111110000022222, offset 63:	66.8047	12.3516	66.4414
