                       	basic_memmem	twoway_memmem	memmem
String 00000111110000022222, offset 70:	72.3086	12.5039	73.2617
String 00000111110000022222, offset 77:	77.1602	12.5859	66.2109
String 00000111110000022222, offset 84:	109.418	14.1719	88.2539
String 00000111110000022222, offset 91:	98.5234	14.8672	87.2422
String 00000111110000022222, offset 98:	90.9492	13.0781	72.3281
String 00000111110000022222, offset 105:	93.4609	13.5273	64.7617
String 00000111110000022222, offset 112:	97.0859	13.6719	75.1484
String 00000111110000022222, offset 119:	100.699	13.0078	67.9297
String 012345678901234567890, offset 0:	28.7617	11.7617	54.5586
String 012345678901234567890, offset 7:	48.5977	11.1875	57.8086
String 012345678901234567890, offset 14:	38.9883	11.2109	60.0977
String 012345678901234567890, offset 21:	43.3672	11.3555	57.5
String 012345678901234567890, offset 28:	47.1953	11.9219	60.6992
String 012345678901234567890, offset 35:	51.1133	12.707	62.2422
String 012345678901234567890, offset 42:	55.1445	12.5391	61.1758
String 012345678901234567890, offset 49:	60.5508	13.0156	62.0508
String 012345678901234567890, offset 56:	64.3516	12.4727	64.25
String 012345678901234567890, offset 63:	68.4375	12.0625	69.0859
String 012345678901234567890, offset 70:	162.832	24.8555	88.4844
String 012345678901234567890, offset 77:	140.551	14.4961	79.8438
String 012345678901234567890, offset 84:	94.3867	14.1445	74.3242
String 012345678901234567890, offset 91:	99.1719	14.207	79.7344
String 012345678901234567890, offset 98:	103.059	14.8281	88.3672
String 012345678901234567890, offset 105:	92.9844	12.9844	67.6953
String 012345678901234567890, offset 112:	97.1094	13.6289	72.4883
String 012345678901234567890, offset 119:	102.469	13.0703	72.1289
String abc0, offset 0:	8.23047	12.2227	34.7734
String abc0, offset 7:	17.2188	11.2578	38.5547
String abc0, offset 14:	18.957	11.1445	41.0469
String abc0, offset 21:	24.6992	11.2852	44.1367
String abc0, offset 28:	28.6641	11.8242	50.3867
String abc0, offset 35:	46.3672	12.8945	53.1094
String abc0, offset 42:	52.5664	12.6484	55.8086
String abc0, offset 49:	57.125	12.4453	61.4531
String abc0, offset 56:	60.9688	12.4688	83.6523
String abc0, offset 63:	74.4453	14.1758	94.3086
String abc0, offset 70:	78.6797	14.7188	103.68
String abc0, offset 77:	94.875	13.0781	91.25
String abc0, offset 84:	77.332	12.9688	96.2266
String abc0, offset 91:	101.875	13.5898	106.062
String abc0, offset 98:	86.125	13.0781	109.43
String abc0, offset 105:	90.0859	13.293	108.664
String abc0, offset 112:	94.7461	13.1172	115.27
String abc0, offset 119:	98.1797	13.0156	119.363
String aaaa0, offset 0:	9.49609	11.375	37.1797
String aaaa0, offset 7:	17.332	11.2969	43.3672
String aaaa0, offset 14:	19.3594	11.2539	43.5234
String aaaa0, offset 21:	23.8477	11.2656	44.0273
String aaaa0, offset 28:	28.1602	11.1289	45.7773
String aaaa0, offset 35:	34.7031	12.9805	53.0312
String aaaa0, offset 42:	53.1758	12.4922	53.5703
String aaaa0, offset 49:	57.5	12.5625	54.3984
String aaaa0, offset 56:	61.3867	12.4297	53.8008
String aaaa0, offset 63:	65.6719	12.3711	61.9102
String aaaa0, offset 70:	69.8398	13.0625	61.9922
String aaaa0, offset 77:	73.9219	12.9375	62.4336
String aaaa0, offset 84:	78.3008	12.9336	65.8477
String aaaa0, offset 91:	82.5938	12.4922	99.7852
String aaaa0, offset 98:	114.562	13.8203	94.8477
String aaaa0, offset 105:	103.828	14.9805	111.703
String aaaa0, offset 112:	108.699	15.1445	82.9336
String aaaa0, offset 119:	113.691	15.5508	121.852
String abcabc0, offset 0:	13.6172	13.457	44.1055
String abcabc0, offset 7:	22.5859	14.4766	48.1445
String abcabc0, offset 14:	24.8477	13.6875	48.1211
String abcabc0, offset 21:	37.7734	13.5117	49.9375
String abcabc0, offset 28:	41.6094	14.7188	54.0781
String abcabc0, offset 35:	68.332	14.8828	55.7344
String abcabc0, offset 42:	73.0703	14.3438	53.2383
String abcabc0, offset 49:	78.1641	14.957	64.9766
String abcabc0, offset 56:	82.5039	14.9414	65.9414
String abcabc0, offset 63:	87.418	14.1641	63.9922
String abcabc0, offset 70:	92.3828	14.3594	63.8594
String abcabc0, offset 77:	96.2695	15.7188	65.4805
String abcabc0, offset 84:	95.25	14.2344	64.8594
String abcabc0, offset 91:	99.9141	14.9297	74.2344
String abcabc0, offset 98:	105.176	15.0664	76.293
String abcabc0, offset 105:	109.492	16.0117	79.1289
String abcabc0, offset 112:	143.848	15.0742	83.7031
String abcabc0, offset 119:	118.148	14.9766	83.8281
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	3654.32	287.801	374.285
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	102163	50804.8	6904.21
String 6, offset 163838:	100706	3721.34	3569.08
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	926.094	165.832	129.484
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	832.262	466.934	132.297
String 9, offset 163838:	104643	3630.44	3633.44
String 7, offset 807:	529.93	23.5039	21.8164
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	22066.2	612.648	1218.88
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2234.56	1260.33	272.969
String 4, offset 163838:	101338	3755.99	3641.29
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	159.082	15.0586	77.7383
String WVU[0AH07J, offset 1381:	1161.59	111.766	354.973
String 0UYV, offset 49301:	30464.9	1062.76	25219.7
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	774.605	393.293	183.719
String 6, offset 163838:	102288	3718.11	3621.55
String 8, offset 163838:	100847	3825.19	3588.59
String 7BE4[2UF5MDRT1T, offset 7449:	4693.66	159.848	974.488
String DXW@APO2AZ, offset 147:	125.586	119.242	66.7266
String QM3J@OE3PY413DBMG, offset 3775:	3417.24	188.812	449.914
String FBD9RJ, offset 4458:	4670.11	2182.3	1444.86
String QXVG<8VKH, offset 91649:	117220	2209.82	19203.6
String 1, offset 2166:	1379.23	44.3906	42.2891
String 51TN, offset 9384:	5902.5	192.723	4715
String SLU8@<77JUVP6, offset 11601:	13552	432.344	1708.29
String 0, offset 163838:	101714	3838.78	3617.69
String 4, offset 163838:	101079	3715.54	3558.21
String BT98HTDMY[, offset 1755:	1795.1	639.223	347.754
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	660.574	343.867	136.215
String JRN3MYMI2TIZN[N9?, offset 2735:	2541.23	1220.29	382.234
String Y6, offset 18239:	21492.8	608.223	26201.6
String E=<X7S5<FAOI4, offset 2503:	2143.77	115.312	369.191
String 52BS3CUPU3KU@W2, offset 11268:	6980.7	225.32	1400.84
String Z6, offset 22605:	28191.6	636.121	31948.9
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	639.516	579.133	102.062
String 2, offset 611:	399.328	19.875	18.2266
String 6[GPB, offset 41469:	25367.5	889.688	16261.1
String DCZCEDI2, offset 3838:	3128.14	159.789	862.449
String F2LVAHH5, offset 59813:	75490.5	31741.4	14590.8
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1554.36	52.8711	256.207
String AYESVW[9AU9O, offset 43093:	54681.3	1049.44	6767.07
String N1PJ@V0, offset 1961:	1738.1	82.9883	596.16
String JAPZ@SHK7, offset 5306:	5467.67	174.855	1092.89
String Y>WH@OQ7<<KG, offset 5489:	5575.95	162.082	903.367
String 8YK9Y4AX, offset 3077:	1958.47	84.9141	690.824
String >Y9, offset 841:	692.992	55.9375	625.055
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7470.49	3324.75	609.988
String 5, offset 163838:	102059	3832.12	3598.26
String 0, offset 163838:	101605	3676.84	3559.24
String BO>@>1HVD9K=P4B, offset 1113:	944.477	664.199	200.141
String X2R, offset 5662:	5595.92	164.305	4190.38
String AS7947JGV@, offset 84947:	110853	45140.3	16791.1
String N3USCOC@WE, offset 1455:	1248.86	965.949	358.605
String 5, offset 163838:	102087	3799.21	3621.23
String F0MWMCH, offset 119294:	155212	69103.4	33701.6
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	10973.5	5011.23	871.684
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	59923.6	1095.49	3866.02
String 1, offset 163838:	101356	3662.52	3645.07
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	815.531	35.4102	142.895
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44636.4	1861.14	7577.89
String 39UVL, offset 1426:	919.844	38.1016	566.25
String 8=Y, offset 4750:	2992.49	116.488	3422.55
String VGHAHB4GFVQ>1LQ, offset 220:	206.324	99.75	74.3125
String <PFR0P=8FD5K, offset 1049:	797.637	95.1562	202.586
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3724.38	1998	393.148
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66206.6	1385.61	5600.56
String 5, offset 45105:	27884.3	917.215	814.906
String KDJ>=PADGH6RTYG?YF, offset 90440:	115562	48762.6	10856.9
String KNN==39, offset 1989:	1929.92	91.7461	676.461
String 0, offset 163838:	101746	3789.25	3697.33
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33767.9	13780.9	2023.87
String 2, offset 163838:	101453	3754.58	3569.63
String V5, offset 134:	108.809	40.207	215.375
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	198717	88216.1	14296.5
String >DNAI<7R2=7KS, offset 80494:	101741	35491.2	13197.1
String FZ52=G=Y4?WC[9E, offset 612:	498.652	235.188	146.492
String 1, offset 163838:	102269	3730.75	3603.63
String GW0J=5640F1GEP, offset 14142:	16054.8	489.453	1788.21
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106134	2168.5	8086.98
String @OKI?1[IIPRCZ9XH, offset 284:	260.531	114.695	86.1875
String 1Z0, offset 5676:	3575.8	134.434	4263.35
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	18183.3	541.668	1083.87
String R<58, offset 303:	298.691	57.0469	175.379
String 1>QG79OA55IUOD<9?1?K, offset 138567:	85710.1	3294.82	15994.5
String 804S@ERR@FE@L, offset 58219:	36705.1	1492.02	9083.72
String Z8, offset 20884:	26258.2	696.148	29987.2
String 1, offset 163838:	101085	3753.62	3661.39
String G=9, offset 192:	177.867	46.5312	174.809
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	188112	90558	14352.6
String 4, offset 163838:	102094	3753.9	3570.58
String K37<GE0P=EAC[U5, offset 97404:	126137	53889.8	14540.2
String DC9Y7?ZDXW@AP6V8Z, offset 140:	125.07	104.176	70.8984
String 9, offset 163838:	101730	3802.47	3636.31
String OY2BY64YX@1BIE=5C39G5, offset 160474:	207261	3601.29	17995.1
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22585.5	529.141	1509.36
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	28726.5	734.176	2198.13
String G8K>X?PEKV[6CRO99[21, offset 454:	390.449	122.293	95.4883
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1354.47	141.922	199.977
String 14C7=EOB, offset 940:	610.43	29.5117	237.496
String 2[E, offset 574:	381.539	23.3203	417.016
String 6INY>8, offset 7757:	4883.73	167.809	2333.66
