                       	basic_memmem	twoway_memmem	memmem
String 0123456789, offset 70:	75.6914	13.418	55.4297
String 0123456789, offset 77:	79.9023	12.4844	56.7891
String 0123456789, offset 84:	83.9688	12.9258	58.0977
String 0123456789, offset 91:	88.3906	13.0547	59.0508
String 0123456789, offset 98:	92.2461	13.7305	58.1875
String 0123456789, offset 105:	96.793	13.5625	72.2969
String 0123456789, offset 112:	100.812	13.7422	59.4531
String 0123456789, offset 119:	104.984	13.0703	66.332
String 0000111100001111, offset 0:	23.7539	11.2227	50.0352
String 0000111100001111, offset 7:	30.7422	11.5078	51.1055
String 0000111100001111, offset 14:	32.2461	13.5039	67.1016
String 0000111100001111, offset 21:	37.7617	11.5859	61.4258
String 0000111100001111, offset 28:	57.5156	11.9062	62.6172
String 0000111100001111, offset 35:	62.3789	13.6406	60.043
String 0000111100001111, offset 42:	66.2148	12.5078	63.5508
String 0000111100001111, offset 49:	70.5352	12.418	59.207
String 0000111100001111, offset 56:	74.6172	12.5391	66.1406
String 0000111100001111, offset 63:	78.7109	12.9258	57.5703
String 0000111100001111, offset 70:	83.0273	13.5664	71.2969
String 0000111100001111, offset 77:	86.9883	12.6719	68.8594
String 0000111100001111, offset 84:	91.3789	12.5469	67.4258
String 0000111100001111, offset 91:	95.3984	12.4336	65.332
String 0000111100001111, offset 98:	99.5742	13.4492	68.7461
String 0000111100001111, offset 105:	104.027	14.0039	59.5977
String 0000111100001111, offset 112:	107.875	13.0586	62.457
String 0000111100001111, offset 119:	112.117	13	81.9961
String 00000111110000022222, offset 0:	31.457	11.2383	54.2266
String 00000111110000022222, offset 7:	35.4062	11.375	64.043
String 00000111110000022222, offset 14:	37.3242	11.3047	55.7578
String 00000111110000022222, offset 21:	41.9336	11.3125	62.6641
String 00000111110000022222, offset 28:	47.0664	11.7656	56.5781
String 00000111110000022222, offset 35:	49.7188	12.9961	64.5625
String 00000111110000022222, offset 42:	54.3789	12.6211	59.6836
String 00000111110000022222, offset 49:	58.5078	12.8164	62.8047
String 00000111110000022222, offset 56:	62.9805	12.1562	76.4609
String 00000111110000022222, offset 63:	66.4023	12.1055	65.3867
String 00000111110000022222, offset 70:	71.5195	12.5156	72.4531
String 00000111110000022222, offset 77:	77.0078	12.4766	67.8477
String 00000111110000022222, offset 84:	81.4922	13.3477	73.7344
String 00000111110000022222, offset 91:	150.965	17.9727	80.1133
String 00000111110000022222, offset 98:	157.645	18.5117	89.5625
String 00000111110000022222, offset 105:	167.418	18.707	73.8789
String 00000111110000022222, offset 112:	174.453	24.5938	98.5312
String 00000111110000022222, offset 119:	193.645	30.418	75.375
String 012345678901234567890, offset 0:	43.2734	17.9297	60.9062
String 012345678901234567890, offset 7:	54.3281	17.6562	70.7266
String 012345678901234567890, offset 14:	63.6094	15.6445	72.2148
String 012345678901234567890, offset 21:	75.5195	17.3633	74.7734
String 012345678901234567890, offset 28:	82.5273	18.375	85.3828
String 012345678901234567890, offset 35:	97.0391	42.2031	117.762
String 012345678901234567890, offset 42:	116.312	19.8438	112.695
String 012345678901234567890, offset 49:	114.879	24.5	86.2188
String 012345678901234567890, offset 56:	118.961	17.9102	75.1055
String 012345678901234567890, offset 63:	124.266	16.9492	73.9141
String 012345678901234567890, offset 70:	141.008	25.8164	111.512
String 012345678901234567890, offset 77:	147.609	21.75	79.0586
String 012345678901234567890, offset 84:	147.562	17.832	74.5742
String 012345678901234567890, offset 91:	146.738	18.8828	77.7344
String 012345678901234567890, offset 98:	210.305	21.3945	87.9453
String 012345678901234567890, offset 105:	171.539	28.4844	73.5156
String 012345678901234567890, offset 112:	156.691	23.8008	75.2188
String 012345678901234567890, offset 119:	163.441	17.9102	77.6016
String abc0, offset 0:	10.2812	16.1523	37.5156
String abc0, offset 7:	20.3477	15.5391	57.7773
String abc0, offset 14:	28.1836	31.8203	56.7109
String abc0, offset 21:	38.5273	14.6797	57.3789
String abc0, offset 28:	48.125	20.793	78.1094
String abc0, offset 35:	57.4023	23.1875	68.9219
String abc0, offset 42:	64.3594	18.3008	80.1836
String abc0, offset 49:	74.7344	12.8398	56.2812
String abc0, offset 56:	60.3594	13.0469	58.6797
String abc0, offset 63:	64.2461	12.1523	86.1172
String abc0, offset 70:	68.7461	12.6758	65.332
String abc0, offset 77:	72.6914	12.4844	68.3906
String abc0, offset 84:	76.9844	12.4922	97.6055
String abc0, offset 91:	100.621	12.6016	125.301
String abc0, offset 98:	85.2852	14.6602	111.582
String abc0, offset 105:	89.293	14.2344	109.855
String abc0, offset 112:	93.7617	13.6211	115.961
String abc0, offset 119:	97.9922	13.2266	116.844
String aaaa0, offset 0:	9.62109	11.543	36.2617
String aaaa0, offset 7:	17.3477	11.375	43.0742
String aaaa0, offset 14:	19.0898	13.7656	43.5508
String aaaa0, offset 21:	23.7148	11.6484	44.8633
String aaaa0, offset 28:	27.6953	17.4609	87.1797
String aaaa0, offset 35:	55.2344	14.9453	60.2227
String aaaa0, offset 42:	51.5273	14.5195	61.0703
String aaaa0, offset 49:	65.543	28.7383	54.293
String aaaa0, offset 56:	61.4961	12.4922	52.8164
String aaaa0, offset 63:	65.5859	12.6797	62.6445
String aaaa0, offset 70:	69.6875	16.0859	79.3047
String aaaa0, offset 77:	105.184	20.2148	97.7227
String aaaa0, offset 84:	124.605	26.5039	142.984
String aaaa0, offset 91:	153.445	27.7656	154.762
String aaaa0, offset 98:	160.473	29.8125	160.891
String aaaa0, offset 105:	169.238	27.4297	159.324
String aaaa0, offset 112:	149.375	27.7461	156.633
String aaaa0, offset 119:	187.816	24.3984	154.715
String abcabc0, offset 0:	17.9141	21.0391	60.6367
String abcabc0, offset 7:	27.3008	19.3281	61.625
String abcabc0, offset 14:	37.0352	20.6094	65.9102
String abcabc0, offset 21:	69.7461	23.2031	77.2461
String abcabc0, offset 28:	63.0352	22.9414	73.7852
String abcabc0, offset 35:	109.172	25.6484	88.2148
String abcabc0, offset 42:	100.352	26.4219	85.0234
String abcabc0, offset 49:	106.871	24.043	72.1914
String abcabc0, offset 56:	112.852	22.2109	81.0703
String abcabc0, offset 63:	110.254	21.4648	83.2891
String abcabc0, offset 70:	106.574	22.9609	111.895
String abcabc0, offset 77:	141.309	25.4922	109.383
String abcabc0, offset 84:	150.031	27.6445	103.602
String abcabc0, offset 91:	155.566	24.8906	104.184
String abcabc0, offset 98:	141.762	26.0312	109.953
String abcabc0, offset 105:	147.562	25.2188	110.633
String abcabc0, offset 112:	145.816	23.832	115.867
String abcabc0, offset 119:	149.578	24.4844	119.102
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	3815.5	274.027	419.18
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	103526	44531.1	7213.38
String 6, offset 163838:	102437	3847.75	3572.18
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	954.758	165.969	129.363
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	854.812	469.215	132.434
String 9, offset 163838:	100879	3609.75	3863.84
String 7, offset 807:	519.176	23.1367	21.1406
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	21637.6	641.648	1193.09
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2199.41	1227.22	266.508
String 4, offset 163838:	100783	3856.53	3560.15
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	173.762	15.1055	77.7266
String WVU[0AH07J, offset 1381:	1063.16	99.5469	321.055
String 0UYV, offset 49301:	30571.9	1047.73	25116.4
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	771.371	378.316	131.848
String 6, offset 163838:	102091	3769.56	3591.48
String 8, offset 163838:	100473	3708.16	3556.95
String 7BE4[2UF5MDRT1T, offset 7449:	4593.96	157.113	946.18
String DXW@APO2AZ, offset 147:	122.996	117.184	69.8398
String QM3J@OE3PY413DBMG, offset 3775:	3227.25	186.445	442.078
String FBD9RJ, offset 4458:	4530.62	2161.8	1441.46
String QXVG<8VKH, offset 91649:	116725	2223.29	18546
String 1, offset 2166:	1349.64	43.4531	42.4414
String 51TN, offset 9384:	5843.89	192.434	4730.03
String SLU8@<77JUVP6, offset 11601:	13589.1	427.379	1687.02
String 0, offset 163838:	101192	3765.24	3636.15
String 4, offset 163838:	100878	3760.43	3594.36
String BT98HTDMY[, offset 1755:	1740.03	637.938	348.207
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	653.543	344.676	118.625
String JRN3MYMI2TIZN[N9?, offset 2735:	2498.02	1221.35	380.066
String Y6, offset 18239:	21892.6	565.109	26011.9
String E=<X7S5<FAOI4, offset 2503:	2182.2	121.969	371.449
String 52BS3CUPU3KU@W2, offset 11268:	6924.84	223.562	1336.66
String Z6, offset 22605:	27981.7	599.203	31763.5
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	615.938	566	99
String 2, offset 611:	391.164	19.5625	17.8477
String 6[GPB, offset 41469:	25126.9	851.039	16040.3
String DCZCEDI2, offset 3838:	3065.84	157.215	873.863
String F2LVAHH5, offset 59813:	76252.7	31238.7	14355.2
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1520.85	49.7148	250.098
String AYESVW[9AU9O, offset 43093:	54642.8	951.234	6792.95
String N1PJ@V0, offset 1961:	1636.83	82.8945	593.156
String JAPZ@SHK7, offset 5306:	5268.31	179.012	1065.31
String Y>WH@OQ7<<KG, offset 5489:	5358.69	158.465	825.867
String 8YK9Y4AX, offset 3077:	1916.52	81.5742	670.027
String >Y9, offset 841:	702.508	50.8359	612.656
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7207.69	3283.02	596.445
String 5, offset 163838:	101364	3764.5	3572.17
String 0, offset 163838:	100925	3792.36	3572.95
String BO>@>1HVD9K=P4B, offset 1113:	951.383	650.852	195.402
String X2R, offset 5662:	5523.44	163.156	4195.24
String AS7947JGV@, offset 84947:	109729	44470.8	17236.8
String N3USCOC@WE, offset 1455:	1254.09	967.457	355.121
String 5, offset 163838:	101259	3738.07	3761.29
String F0MWMCH, offset 119294:	154246	69766.2	33223.9
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	10723.7	5001.77	869.758
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60063.2	1044.64	3893.48
String 1, offset 163838:	100896	3754.56	3570.52
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	779.695	33.6328	137.25
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44049.3	1763.75	7498.87
String 39UVL, offset 1426:	899.867	37.4023	564.531
String 8=Y, offset 4750:	2932.34	113.73	3409.68
String VGHAHB4GFVQ>1LQ, offset 220:	207.195	97.1484	74.3594
String <PFR0P=8FD5K, offset 1049:	788.773	99.8125	198.547
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3706.36	2001.73	391.609
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	67612.8	1469.49	5782.85
String 5, offset 45105:	27592.9	929.242	795.246
String KDJ>=PADGH6RTYG?YF, offset 90440:	115140	51100.2	10815
String KNN==39, offset 1989:	1839.54	90.8086	672.23
String 0, offset 163838:	101799	3765.9	3558.4
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33201.4	13647.3	2067.74
String 2, offset 163838:	101238	3835.53	3607.01
String V5, offset 134:	106.973	35.6445	214.969
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	197175	86910.4	14225.9
String >DNAI<7R2=7KS, offset 80494:	102239	34748.9	12653.6
String FZ52=G=Y4?WC[9E, offset 612:	501.961	235.348	146
String 1, offset 163838:	101681	3913.3	3650.85
String GW0J=5640F1GEP, offset 14142:	16100.8	579.129	1808.25
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106252	2239.85	7930.88
String @OKI?1[IIPRCZ9XH, offset 284:	236.523	111.137	77.1602
String 1Z0, offset 5676:	3419.02	125.637	4182.16
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	18125.2	471.816	1070.32
String R<58, offset 303:	281.316	53.6719	174.578
String 1>QG79OA55IUOD<9?1?K, offset 138567:	85026.3	3257.07	15998
String 804S@ERR@FE@L, offset 58219:	36689.7	1499.34	8979.42
String Z8, offset 20884:	26331.3	585.41	29801.4
String 1, offset 163838:	101326	3817.7	3558.39
String G=9, offset 192:	169.223	48.8555	165.176
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	186223	89151.1	14420.2
String 4, offset 163838:	101133	3757.26	3648.94
String K37<GE0P=EAC[U5, offset 97404:	124511	54972.9	13491.4
String DC9Y7?ZDXW@AP6V8Z, offset 140:	125.219	102.762	70.2461
String 9, offset 163838:	102134	3764.09	3652.58
String OY2BY64YX@1BIE=5C39G5, offset 160474:	205931	3628.88	17724.1
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22083.3	570.93	1477.37
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	29444.2	778.43	2203.86
String G8K>X?PEKV[6CRO99[21, offset 454:	353.062	115.918	97.1992
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1347.5	141.191	236.586
String 14C7=EOB, offset 940:	618.402	29.043	237.703
String 2[E, offset 574:	376.867	23	417.684
String 6INY>8, offset 7757:	4790.49	165.781	2351.3
