                       	basic_memmem	twoway_memmem	memmem
String 00000, offset 0:	9.92969	57.3242	114.133
String 00000, offset 7:	17.6211	54.2031	59.8242
String 00000, offset 14:	19.4648	11.2656	55.5039
String 00000, offset 21:	23.4141	11.1445	51.043
String 00000, offset 28:	27.6758	11.1367	45.6328
String 00000, offset 35:	48.6094	13.1953	68.8828
String 00000, offset 42:	53.1328	12.5156	64.4219
String 00000, offset 49:	57.3164	12.9961	61.6484
String 00000, offset 56:	61.3633	12.3633	54.6094
String 00000, offset 63:	65.6953	12.4141	78.9102
String 00000, offset 70:	69.7227	13.7109	71.8828
String 00000, offset 77:	74.0781	13.1328	66.7344
String 00000, offset 84:	78.1172	12.4062	84.4688
String 00000, offset 91:	82.2266	12.4023	87.0586
String 00000, offset 98:	86.6484	13.7344	82.2109
String 00000, offset 105:	90.6797	13.8516	100.438
String 00000, offset 112:	94.8008	13.0156	101.918
String 00000, offset 119:	99.1602	14.1328	120.785
String 00112233, offset 0:	13.3477	12	40.4844
String 00112233, offset 7:	21.1328	11.3438	41.5938
String 00112233, offset 14:	22.8281	11.3047	41.9258
String 00112233, offset 21:	28.2148	11.7812	44.6914
String 00112233, offset 28:	41.0859	11.3359	45.4375
String 00112233, offset 35:	56.332	13.5	46.1055
String 00112233, offset 42:	60.3594	12.457	47.1172
String 00112233, offset 49:	64.3672	12.4766	49.4336
String 00112233, offset 56:	68.9297	12.4688	51.3047
String 00112233, offset 63:	72.9297	12.4297	52.1328
String 00112233, offset 70:	77.1719	13.9648	53.8633
String 00112233, offset 77:	81.082	12.5547	56.2148
String 00112233, offset 84:	85.4219	12.5234	54.8945
String 00112233, offset 91:	89.4609	12.4844	57.4258
String 00112233, offset 98:	93.6602	13.6641	57.2852
String 00112233, offset 105:	98.0938	13.0703	63.543
String 00112233, offset 112:	102.086	13.6484	66.5352
String 00112233, offset 119:	106.125	12.9688	67.3359
String 0123456789, offset 0:	15.4688	12.0586	41.3789
String 0123456789, offset 7:	23.5117	12.1211	43.3047
String 0123456789, offset 14:	25.1875	11.5977	44.5312
String 0123456789, offset 21:	45.7031	11.5859	46.1289
String 0123456789, offset 28:	50.4023	11.1445	47.6758
String 0123456789, offset 35:	54.9258	12.8789	46.5977
String 0123456789, offset 42:	59.1523	12.4297	49.9102
String 0123456789, offset 49:	63.2422	13	50.1406
String 0123456789, offset 56:	67.4531	12.4258	51.25
String 0123456789, offset 63:	71.875	12.4062	51.1992
String 0123456789, offset 70:	75.8438	12.793	54.457
String 0123456789, offset 77:	79.9844	12.5078	61.4141
String 0123456789, offset 84:	152.973	12.4648	57.4883
String 0123456789, offset 91:	119.395	14.9102	67.8984
String 0123456789, offset 98:	106.301	15.7305	66.6406
String 0123456789, offset 105:	110.785	15.5898	68.1211
String 0123456789, offset 112:	115.754	14.9727	70.168
String 0123456789, offset 119:	120.605	15.5625	69.6016
String 0000111100001111, offset 0:	26.2734	11.3125	50.5977
String 0000111100001111, offset 7:	30.4258	12.9336	51.7422
String 0000111100001111, offset 14:	32.293	13.8008	66.5781
String 0000111100001111, offset 21:	37.6758	12.0391	59.1055
String 0000111100001111, offset 28:	57.2031	11.1133	62.1953
String 0000111100001111, offset 35:	62.25	12.6992	57.9648
String 0000111100001111, offset 42:	66.0039	13.0938	59.9375
String 0000111100001111, offset 49:	70.4336	12.4609	58.0938
String 0000111100001111, offset 56:	74.3789	12.418	65.7266
String 0000111100001111, offset 63:	78.8242	13.2812	61.2695
String 0000111100001111, offset 70:	82.7852	13.4727	71.7578
String 0000111100001111, offset 77:	87.0469	12.5547	63.9609
String 0000111100001111, offset 84:	91.2656	12.9336	65.1523
String 0000111100001111, offset 91:	95.1953	12.3477	62.4102
String 0000111100001111, offset 98:	99.875	13.0391	62.0156
String 0000111100001111, offset 105:	103.691	13.0234	59.6641
String 0000111100001111, offset 112:	107.867	13.8281	61.8164
String 0000111100001111, offset 119:	112.328	12.9688	82.3398
String 00000111110000022222, offset 0:	27.5078	11.1914	54.5742
String 00000111110000022222, offset 7:	35.5586	13.1484	65.0156
String 00000111110000022222, offset 14:	37.3047	11.0742	55.2461
String 00000111110000022222, offset 21:	43.2188	12.0391	63.8594
String 00000111110000022222, offset 28:	46.6016	11.0898	57.6953
String 00000111110000022222, offset 35:	50.5508	12.8008	66.5781
String 00000111110000022222, offset 42:	54.5078	12.4023	59.5508
String 00000111110000022222, offset 49:	58.375	12.3867	63.2578
String 00000111110000022222, offset 56:	62.4883	12.3711	76.6992
String 00000111110000022222, offset 63:	66.7734	12.4102	67.457
String 00000111110000022222, offset 70:	72.1445	13.0703	73.1719
String 00000111110000022222, offset 77:	76.5742	13.0781	64.7969
String 00000111110000022222, offset 84:	81.2617	12.5078	77.7578
String 00000111110000022222, offset 91:	84.7617	13.6875	64.9297
String 00000111110000022222, offset 98:	88.75	13.0938	72.3438
String 00000111110000022222, offset 105:	94.0234	13.0664	65.3008
String 00000111110000022222, offset 112:	96.7383	13.0391	75.7617
String 00000111110000022222, offset 119:	104.43	13.6406	67.5664
String 012345678901234567890, offset 0:	29.293	11.1367	56.2852
String 012345678901234567890, offset 7:	48.9922	11.4297	55.7891
String 012345678901234567890, offset 14:	39.6055	11.5469	59.8984
String 012345678901234567890, offset 21:	45.3867	11.543	58.6484
String 012345678901234567890, offset 28:	47.9531	11.1367	57.1797
String 012345678901234567890, offset 35:	52.7539	12.8086	62.3945
String 012345678901234567890, offset 42:	56.2461	12.5234	61.2305
String 012345678901234567890, offset 49:	59.9648	12.4531	60.8867
String 012345678901234567890, offset 56:	64.3906	12.4062	64.3477
String 012345678901234567890, offset 63:	68.375	12.4023	63.1641
String 012345678901234567890, offset 70:	73.8789	12.8711	63.1562
String 012345678901234567890, offset 77:	103.504	14.9453	76.625
String 012345678901234567890, offset 84:	95.1406	14.9062	87.3828
String 012345678901234567890, offset 91:	87.0117	12.4414	71.5664
String 012345678901234567890, offset 98:	90.8242	13.6719	69.0625
String 012345678901234567890, offset 105:	94.5938	13.0742	67.168
String 012345678901234567890, offset 112:	98.0703	13.625	71.6992
String 012345678901234567890, offset 119:	104.77	14.25	71.8125
String abc0, offset 0:	8.19141	11.2656	34.6953
String abc0, offset 7:	15.9609	11.5	38.8828
String abc0, offset 14:	18.1016	11.3359	41.2031
String abc0, offset 21:	22.6367	11.5234	43.2695
String abc0, offset 28:	27.0508	11.7266	49.1172
String abc0, offset 35:	47.5742	12.8047	50.9883
String abc0, offset 42:	52	12.9688	52.207
String abc0, offset 49:	56.6992	12.4062	56.2852
String abc0, offset 56:	60.7812	12.4141	59.0117
String abc0, offset 63:	65.332	12.4062	82.0547
String abc0, offset 70:	68.6133	15.4531	74.457
String abc0, offset 77:	84.0742	14.168	77.1875
String abc0, offset 84:	89.0391	14.2148	91.6953
String abc0, offset 91:	93.0078	15.5312	97.3438
String abc0, offset 98:	99.125	15.7344	125.082
String abc0, offset 105:	103.18	15.5938	98
String abc0, offset 112:	107.543	14.9805	130.516
String abc0, offset 119:	98.4531	13.6172	116.723
String aaaa0, offset 0:	9.64062	11.3164	36.7266
String aaaa0, offset 7:	17.4102	11.3242	43.5078
String aaaa0, offset 14:	19.5117	11.3828	42.8672
String aaaa0, offset 21:	23.5664	11.5352	43.543
String aaaa0, offset 28:	27.6055	11.2734	45
String aaaa0, offset 35:	48.5078	12.7852	54.0078
String aaaa0, offset 42:	53.0859	13.1328	53.332
String aaaa0, offset 49:	57.1836	13.0352	52.8242
String aaaa0, offset 56:	61.4844	13.0312	53.6797
String aaaa0, offset 63:	65.6016	12.9531	89.2695
String aaaa0, offset 70:	69.8633	13.5352	61.5547
String aaaa0, offset 77:	73.8789	12.4844	61.4492
String aaaa0, offset 84:	78.3398	12.3398	79.6797
String aaaa0, offset 91:	104.508	12.4922	97.5938
String aaaa0, offset 98:	86.4727	13.1406	95.457
String aaaa0, offset 105:	90.8398	13.7344	71.5156
String aaaa0, offset 112:	94.918	13.6562	71.1875
String aaaa0, offset 119:	98.9023	13.0859	106.055
String abcabc0, offset 0:	12.1914	11.6562	38.5039
String abcabc0, offset 7:	19.5781	11.918	41.4688
String abcabc0, offset 14:	21.7344	11.5703	42.5781
String abcabc0, offset 21:	25.9883	11.2383	44.7773
String abcabc0, offset 28:	39.5977	11.1367	46.8984
String abcabc0, offset 35:	51.4805	12.9023	48.9766
String abcabc0, offset 42:	55.5664	12.5703	47.3203
String abcabc0, offset 49:	59.5977	12.168	52.3672
String abcabc0, offset 56:	63.75	13.0117	57.2617
String abcabc0, offset 63:	68	12.5469	66.8359
String abcabc0, offset 70:	82.8672	15.1758	74.4922
String abcabc0, offset 77:	87.6211	15.043	65.6797
String abcabc0, offset 84:	92.3281	14.25	66.4648
String abcabc0, offset 91:	97.0156	14.1484	74.8398
String abcabc0, offset 98:	102.207	14.9492	75.7422
String abcabc0, offset 105:	106.805	15.6602	79.3164
String abcabc0, offset 112:	111.422	14.9688	91.2734
String abcabc0, offset 119:	116.391	15.5273	84.3906
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	3653.21	189.77	353.863
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	101251	43420.8	7267.21
String 6, offset 163838:	102340	3841.08	3576.59
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	948.09	167.086	131.91
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	863.207	478.398	135.375
String 9, offset 163838:	101689	3928.91	3639.16
String 7, offset 807:	530.516	23.25	21.7305
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	22058.3	956.93	1217.72
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2187.3	1282.73	271.922
String 4, offset 163838:	101727	3828.34	3654.32
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	165.879	15.4844	77.8047
String WVU[0AH07J, offset 1381:	1074.32	104.047	338.562
String 0UYV, offset 49301:	30973	1261.29	25117
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	739.965	385.656	183.441
String 6, offset 163838:	102224	4006.78	3556.11
String 8, offset 163838:	101859	3682.84	3719.62
String 7BE4[2UF5MDRT1T, offset 7449:	4809.62	160.316	1056
String DXW@APO2AZ, offset 147:	123.488	119.582	70.7422
String QM3J@OE3PY413DBMG, offset 3775:	3363.27	190.68	451.543
String FBD9RJ, offset 4458:	4449.83	2271.34	1460.05
String QXVG<8VKH, offset 91649:	117504	2268.83	19209.6
String 1, offset 2166:	1379.21	44.3203	65.5078
String 51TN, offset 9384:	5893.64	198.617	4704.14
String SLU8@<77JUVP6, offset 11601:	13688.4	453.52	1710.7
String 0, offset 163838:	102200	3657.45	3573.74
String 4, offset 163838:	101142	3781.14	3570.64
String BT98HTDMY[, offset 1755:	1567.65	627.285	351.914
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	648.078	336.652	132.582
String JRN3MYMI2TIZN[N9?, offset 2735:	2640.11	1250.93	379.566
String Y6, offset 18239:	21566.5	499.695	26444.4
String E=<X7S5<FAOI4, offset 2503:	2305.29	120.773	381.199
String 52BS3CUPU3KU@W2, offset 11268:	6975.46	223.738	1338.68
String Z6, offset 22605:	28824.4	575.656	31924.3
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	618.805	577.926	101.027
String 2, offset 611:	399.25	19.5312	18.3047
String 6[GPB, offset 41469:	25846.5	1005.98	16142.3
String DCZCEDI2, offset 3838:	3017.69	152.52	870.598
String F2LVAHH5, offset 59813:	76627.1	31746.4	14330
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1561.08	51.082	264.918
String AYESVW[9AU9O, offset 43093:	54795.8	1095.28	6536.22
String N1PJ@V0, offset 1961:	1658.09	82.3945	616.934
String JAPZ@SHK7, offset 5306:	5394.79	179.941	1085.61
String Y>WH@OQ7<<KG, offset 5489:	5573	161.453	845.586
String 8YK9Y4AX, offset 3077:	1958.36	85.6562	692.828
String >Y9, offset 841:	715.719	57.1523	626.418
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7440.56	3324.76	615.566
String 5, offset 163838:	101706	3804.18	3652.65
String 0, offset 163838:	101476	3809.07	3559.24
String BO>@>1HVD9K=P4B, offset 1113:	950.594	649.785	195.734
String X2R, offset 5662:	5358.6	160.738	4191.84
String AS7947JGV@, offset 84947:	110895	45290.4	17301.3
String N3USCOC@WE, offset 1455:	1284.4	970.219	351.66
String 5, offset 163838:	102127	3822.25	3637.26
String F0MWMCH, offset 119294:	154674	75745	33887.1
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	10625	5027.34	862.273
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60006.6	1073.34	3854.2
String 1, offset 163838:	102326	3827.61	3570.98
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	772.66	32.3086	137.707
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44396.3	1790.62	7748.48
String 39UVL, offset 1426:	920.73	36.3594	573.172
String 8=Y, offset 4750:	2993.82	112.891	3413.21
String VGHAHB4GFVQ>1LQ, offset 220:	201.273	101.438	73.1172
String <PFR0P=8FD5K, offset 1049:	795.73	99.2891	202.141
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3725.2	2006.11	390.996
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66753.7	1460.21	5658.28
String 5, offset 45105:	27592.6	939.227	793.035
String KDJ>=PADGH6RTYG?YF, offset 90440:	116642	48570.2	10794.9
String KNN==39, offset 1989:	1948.41	93.6758	680.09
String 0, offset 163838:	101941	3799.48	3636.97
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33204.4	13734.8	2084.34
String 2, offset 163838:	101805	3794.74	3600.99
String V5, offset 134:	108.52	37.6641	219.84
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	199160	98086.9	14271.6
String >DNAI<7R2=7KS, offset 80494:	102575	35127	13045.8
String FZ52=G=Y4?WC[9E, offset 612:	519.918	233.902	145.531
String 1, offset 163838:	101887	3815.62	3652.3
String GW0J=5640F1GEP, offset 14142:	15933.7	481.797	1815.05
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106514	2152.14	8009.52
String @OKI?1[IIPRCZ9XH, offset 284:	238.344	112.828	79.0352
