                       	basic_memmem	twoway_memmem	memmem
String 1Z0, offset 5676:	3493.3	129.656	4179.14
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	18719.2	586.02	1094.07
String R<58, offset 303:	287.594	58.6055	180.211
String 1>QG79OA55IUOD<9?1?K, offset 138567:	86151.3	3181.94	16194.6
String 804S@ERR@FE@L, offset 58219:	36702.7	1443.17	8953.81
String Z8, offset 20884:	26493.7	555.117	29706.9
String 1, offset 163838:	101810	3656.23	3727.35
String G=9, offset 192:	176.527	50.9727	173.559
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	188040	89429.4	14381.2
String 4, offset 163838:	102635	3748.81	3636.13
String K37<GE0P=EAC[U5, offset 97404:	126269	54328.1	14573.1
String DC9Y7?ZDXW@AP6V8Z, offset 140:	152.203	105.41	70.3477
String 9, offset 163838:	102007	3803.14	3651.34
String OY2BY64YX@1BIE=5C39G5, offset 160474:	207560	3513.17	18048.9
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22111.7	530.867	1506.25
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	28964.7	773.48	2205.21
String G8K>X?PEKV[6CRO99[21, offset 454:	384.176	120.18	95.7656
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1374.93	141.059	199.871
String 14C7=EOB, offset 940:	610.773	29.3398	238.652
String 2[E, offset 574:	377.445	23.3672	421.484
String 6INY>8, offset 7757:	4793.3	165.074	2333.19
