                       	basic_memmem	twoway_memmem	memmem
String 0000111100001111, offset 112:	111.648	13.0078	60.668
String 0000111100001111, offset 119:	115.727	13.0195	81.4922
String 00000111110000022222, offset 0:	28.8008	11.1719	54.2383
String 00000111110000022222, offset 7:	36.668	11.2227	65.2188
String 00000111110000022222, offset 14:	39.0977	11.3789	56.0586
String 00000111110000022222, offset 21:	42.9609	11.4258	64.0234
String 00000111110000022222, offset 28:	48.2305	12.8945	58.5664
String 00000111110000022222, offset 35:	52.5156	13.4258	62.6133
String 00000111110000022222, offset 42:	75.5273	14.5742	67.4609
String 00000111110000022222, offset 49:	68.5195	15.1289	72.3984
String 00000111110000022222, offset 56:	73.6172	14.2656	87.6562
String 00000111110000022222, offset 63:	84.1133	12.9688	69.8164
String 00000111110000022222, offset 70:	102.625	20.3477	116.805
String 00000111110000022222, offset 77:	160.297	15.2461	77.7188
String 00000111110000022222, offset 84:	94.0078	14.2969	84.4688
String 00000111110000022222, offset 91:	103.773	12.4336	68.1797
String 00000111110000022222, offset 98:	90.1875	13.332	72.707
String 00000111110000022222, offset 105:	94.5938	13.1328	65.418
String 00000111110000022222, offset 112:	97.8398	13.0703	75.668
String 00000111110000022222, offset 119:	105.176	13.0039	68.0742
String 012345678901234567890, offset 0:	29.875	12.2305	55.9805
String 012345678901234567890, offset 7:	46.5977	11.4141	55.1484
String 012345678901234567890, offset 14:	39.8047	11.457	59.6992
String 012345678901234567890, offset 21:	44.8594	11.3633	59.2969
String 012345678901234567890, offset 28:	48.4375	11.875	57.5391
String 012345678901234567890, offset 35:	52.7695	12.625	88.1367
String 012345678901234567890, offset 42:	66.1797	14.8438	70.6953
String 012345678901234567890, offset 49:	71.3828	16.1406	69.1406
String 012345678901234567890, offset 56:	75.3281	15.1055	76.4609
String 012345678901234567890, offset 63:	80.0234	14.2109	83.918
String 012345678901234567890, offset 70:	74.7891	13.4961	68.375
String 012345678901234567890, offset 77:	112.93	13.1875	67.1992
String 012345678901234567890, offset 84:	83.7812	12.3984	65.125
String 012345678901234567890, offset 91:	87.8047	13.1406	69.8008
String 012345678901234567890, offset 98:	91.0977	13.5156	69.1094
String 012345678901234567890, offset 105:	95.8594	13.3555	67.4609
String 012345678901234567890, offset 112:	99.9961	13.918	72.3203
String 012345678901234567890, offset 119:	106.191	13.6016	72.1914
String abc0, offset 0:	8.19141	11.2148	34.6445
String abc0, offset 7:	17.1875	11.3008	39.043
String abc0, offset 14:	18.9141	11.4688	41.2461
String abc0, offset 21:	24.4375	13.5781	43.8359
String abc0, offset 28:	27.1992	11.1914	48.9375
String abc0, offset 35:	46.6211	12.9922	56.9453
String abc0, offset 42:	52.0625	12.5703	52.7383
String abc0, offset 49:	55.9844	13.0938	56.4922
String abc0, offset 56:	60.2461	12.5273	58.8281
String abc0, offset 63:	64.3047	12.3711	87.957
String abc0, offset 70:	68.582	13.4375	64.6992
String abc0, offset 77:	72.7734	23.8281	104.75
String abc0, offset 84:	76.9688	13.1328	79.5117
String abc0, offset 91:	81.1992	13.1328	85.7852
String abc0, offset 98:	85.418	14.957	109.352
String abc0, offset 105:	116.555	15.7695	127.152
String abc0, offset 112:	107.305	15.6914	132.305
String abc0, offset 119:	112.199	16.4453	136.379
String aaaa0, offset 0:	11.1523	13.9648	42.7266
String aaaa0, offset 7:	19.793	13.1328	49.1406
String aaaa0, offset 14:	22.043	12.9531	49.6719
String aaaa0, offset 21:	27.0664	12.918	48.9961
String aaaa0, offset 28:	32.1602	12.8477	52.1914
String aaaa0, offset 35:	57.168	15.5156	61.9766
String aaaa0, offset 42:	54.4102	14.6094	60.7852
String aaaa0, offset 49:	65.6641	14.4844	60.5898
String aaaa0, offset 56:	70.3711	14.3477	61.3008
String aaaa0, offset 63:	75.1289	14.1797	71.3125
String aaaa0, offset 70:	80.25	14.3672	70.2695
String aaaa0, offset 77:	84.6445	14.3984	71.5742
String aaaa0, offset 84:	89.5938	14.9648	72.3438
String aaaa0, offset 91:	96.2812	14.5352	114.438
String aaaa0, offset 98:	99.043	15.7344	110.926
String aaaa0, offset 105:	103.926	15.1367	107.684
String aaaa0, offset 112:	108.668	15.6758	108.406
String aaaa0, offset 119:	113.625	15.6758	138.023
String abcabc0, offset 0:	19.0742	39.6211	42.7891
String abcabc0, offset 7:	33.207	17.9727	52.4141
String abcabc0, offset 14:	43.9531	16.2461	59.1953
String abcabc0, offset 21:	52.8438	20.9375	64.6602
String abcabc0, offset 28:	63.082	21.5469	85.6875
String abcabc0, offset 35:	89.6484	25.6211	83.7266
String abcabc0, offset 42:	78.2656	14.8203	61.0312
String abcabc0, offset 49:	68.6992	14.9141	62.8984
String abcabc0, offset 56:	73.0781	14.2891	61.918
String abcabc0, offset 63:	78.1328	14.2734	67.4375
String abcabc0, offset 70:	83.375	15.2617	64.2305
String abcabc0, offset 77:	87.3281	15.5312	79.3203
String abcabc0, offset 84:	80.5977	13.1094	73.6445
String abcabc0, offset 91:	119.148	12.7617	65.0156
String abcabc0, offset 98:	88.7383	14.0039	70.1172
String abcabc0, offset 105:	93.1562	13.6133	68.4844
String abcabc0, offset 112:	97.2617	13.1992	72.4922
String abcabc0, offset 119:	101.32	14.2188	73.0938
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	2213.8	167.062	308.648
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	101667	43735.6	6891.47
String 6, offset 163838:	102150	3644.79	3497.86
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	954.488	161.938	126.379
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	827.688	457.246	129.73
String 9, offset 163838:	99569.4	3711.28	3573.48
String 7, offset 807:	525.25	23.5273	21.0391
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	22872.8	661.016	1354.38
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2331.14	1270.05	272.715
String 4, offset 163838:	100632	3755.01	3744.59
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	156.273	14.8906	90.2344
String WVU[0AH07J, offset 1381:	1040.88	98.3867	313.949
String 0UYV, offset 49301:	30368.2	1130.29	25131.9
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	768.359	376.523	181.121
String 6, offset 163838:	101633	3755.03	3734.46
String 8, offset 163838:	101015	3659.66	3570.99
String 7BE4[2UF5MDRT1T, offset 7449:	4591.68	151.387	956.953
String DXW@APO2AZ, offset 147:	122.34	116.188	69.0703
String QM3J@OE3PY413DBMG, offset 3775:	3461.57	188.078	449.375
String FBD9RJ, offset 4458:	4537.96	2158.78	1452.44
String QXVG<8VKH, offset 91649:	116987	2304.16	18839.7
String 1, offset 2166:	1395.09	45.8281	41.7695
String 51TN, offset 9384:	5893.09	197.789	4722.01
String SLU8@<77JUVP6, offset 11601:	13394.2	436.668	1814.34
String 0, offset 163838:	101400	3937.89	3622.96
String 4, offset 163838:	101177	3725.23	3604.7
String BT98HTDMY[, offset 1755:	1607.25	640.477	348.848
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	666.934	343.621	117.207
String JRN3MYMI2TIZN[N9?, offset 2735:	2655.66	1237.12	380.414
String Y6, offset 18239:	21443.1	530.992	25486
String E=<X7S5<FAOI4, offset 2503:	2284.51	120.582	370.359
String 52BS3CUPU3KU@W2, offset 11268:	6942.39	218.289	1350.78
String Z6, offset 22605:	28143.7	609.348	31666
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	640.426	576.785	142.047
String 2, offset 611:	399.605	19.5586	18.2812
String 6[GPB, offset 41469:	25367.9	875.305	16262.4
String DCZCEDI2, offset 3838:	2979.3	161.328	856.777
String F2LVAHH5, offset 59813:	75594.2	32064.8	14347.1
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1521.26	50.2344	262.652
String AYESVW[9AU9O, offset 43093:	54673	1063.44	6540.91
String N1PJ@V0, offset 1961:	1624.52	82.0664	592.148
String JAPZ@SHK7, offset 5306:	5375.33	177.836	1066.01
String Y>WH@OQ7<<KG, offset 5489:	5461.63	161.488	840.734
String 8YK9Y4AX, offset 3077:	1959.18	87.5195	688.375
String >Y9, offset 841:	717.902	56.3164	624.617
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7642.49	3319.41	614.453
String 5, offset 163838:	100655	3751.07	3581.53
String 0, offset 163838:	101721	3750.18	3558
String BO>@>1HVD9K=P4B, offset 1113:	899.445	676.32	199.617
String X2R, offset 5662:	5151.43	161.191	4187.98
String AS7947JGV@, offset 84947:	109343	46519.2	16568.1
String N3USCOC@WE, offset 1455:	1228.76	947.324	347.027
String 5, offset 163838:	101934	3648.04	3651.49
String F0MWMCH, offset 119294:	154494	69041.9	32742.7
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	11066.1	4976.98	851.98
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	59660.3	1044	3867.16
String 1, offset 163838:	100123	3761.4	3635.64
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	797.32	34.418	139.574
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44595.9	1743.46	7629.75
String 39UVL, offset 1426:	920.059	38.1484	567.562
String 8=Y, offset 4750:	2992.45	110.934	3409.65
String VGHAHB4GFVQ>1LQ, offset 220:	206.582	95.7734	74.9258
String <PFR0P=8FD5K, offset 1049:	823.359	99.7344	198.801
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	4097.64	2003.63	391.203
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66018	1379.66	5470.76
String 5, offset 45105:	27729.6	945.898	788.379
String KDJ>=PADGH6RTYG?YF, offset 90440:	115895	48484.6	10486
String KNN==39, offset 1989:	1800.94	88.6836	661.672
String 0, offset 163838:	101577	3878.19	3574.31
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33961.4	14114	2031.75
String 2, offset 163838:	101118	3738.91	3624.02
String V5, offset 134:	111.465	38.5508	224.773
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	199465	87960.5	14354.4
String >DNAI<7R2=7KS, offset 80494:	101819	36432.1	12835.3
String FZ52=G=Y4?WC[9E, offset 612:	536.266	235.523	146.594
String 1, offset 163838:	101748	3861	3572.32
String GW0J=5640F1GEP, offset 14142:	16211.3	565.574	1840.46
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106504	2205.39	8043.93
String @OKI?1[IIPRCZ9XH, offset 284:	232.848	111.598	78.2773
String 1Z0, offset 5676:	3499.79	130.094	4180.07
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	17885.1	550.82	1065.19
String R<58, offset 303:	281.977	52.2383	174.801
String 1>QG79OA55IUOD<9?1?K, offset 138567:	85036.2	3257.87	16144.3
String 804S@ERR@FE@L, offset 58219:	36404	1493.31	8951.75
String Z8, offset 20884:	26738.4	597.254	29480.2
String 1, offset 163838:	100947	3799.59	3557.94
String G=9, offset 192:	160.059	44.4375	164.852
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	187959	79960.4	14281.7
String 4, offset 163838:	101260	3842.82	3651.82
String K37<GE0P=EAC[U5, offset 97404:	124863	55732.5	13303.8
String DC9Y7?ZDXW@AP6V8Z, offset 140:	122.465	99.1797	68.3281
String 9, offset 163838:	101655	3752.93	3650.89
String OY2BY64YX@1BIE=5C39G5, offset 160474:	206847	3619	17513.9
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22279.4	590.961	1465.3
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	28458.6	763.484	2188.33
String G8K>X?PEKV[6CRO99[21, offset 454:	395.312	129.129	95.1094
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1337.19	141.594	236.355
String 14C7=EOB, offset 940:	630.172	29.8516	243.562
String 2[E, offset 574:	386.031	23.6758	426.371
String 6INY>8, offset 7757:	4892.42	165.66	2324.77
