                       	basic_memmem	twoway_memmem	memmem
String 00000, offset 0:	10.4883	57.332	117.934
String 00000, offset 7:	17.6016	54.1484	142.656
String 00000, offset 14:	19.3125	11.6758	54.5273
String 00000, offset 21:	23.582	11.2578	50.0664
String 00000, offset 28:	40.3203	11.2969	46.5742
String 00000, offset 35:	49.625	13.75	68.832
String 00000, offset 42:	53.4062	12.4766	65.3906
String 00000, offset 49:	57.5664	12.4648	61.125
String 00000, offset 56:	69.3633	12.3672	56.2617
String 00000, offset 63:	65.9414	12.3711	80.7695
String 00000, offset 70:	70.2539	12.8867	71.168
String 00000, offset 77:	73.9141	12.5078	67.4844
String 00000, offset 84:	78.2305	12.457	84.5977
String 00000, offset 91:	82.1875	12.3711	86.7109
String 00000, offset 98:	86.875	13.3086	82.1016
String 00000, offset 105:	90.7734	13.6641	101.594
String 00000, offset 112:	94.918	13.043	102.582
String 00000, offset 119:	99.1953	13.5547	105.996
String 00112233, offset 0:	14.3281	11.5117	39.9375
String 00112233, offset 7:	23.4297	11.9609	42.5039
String 00112233, offset 14:	28.7305	11.2188	43.4219
String 00112233, offset 21:	32.9531	11.207	43.5234
String 00112233, offset 28:	45.1719	11.2148	45.6641
String 00112233, offset 35:	56.2461	13.0391	46.4102
String 00112233, offset 42:	60.0859	13.2578	48.0234
String 00112233, offset 49:	64.3945	12.5078	47.9609
String 00112233, offset 56:	68.5508	12.418	50.7656
String 00112233, offset 63:	72.7227	12.9805	52.4922
String 00112233, offset 70:	77.0078	12.9492	53.4453
String 00112233, offset 77:	81.1484	12.7773	54.7109
String 00112233, offset 84:	85.2148	13.0234	55.7969
String 00112233, offset 91:	89.5781	12.5	57.0078
String 00112233, offset 98:	93.5938	13.6484	58.9062
String 00112233, offset 105:	97.9023	13.0859	65.3945
String 00112233, offset 112:	102.203	13.1094	65.2305
String 00112233, offset 119:	106.129	13.0117	66.5742
String 0123456789, offset 0:	16.9961	11.2812	41.707
String 0123456789, offset 7:	24.9141	11.168	42.8945
String 0123456789, offset 14:	26.5195	12.3945	44.7617
String 0123456789, offset 21:	31.9688	12.9336	45.9336
String 0123456789, offset 28:	39.1211	11.1211	49.418
String 0123456789, offset 35:	51.6992	13.1641	46.4883
String 0123456789, offset 42:	62.6562	12.6445	48.4453
String 0123456789, offset 49:	66.8516	12.5781	49.8867
String 0123456789, offset 56:	70.9141	12.4297	51.5898
String 0123456789, offset 63:	75.25	12.9844	55.6992
String 0123456789, offset 70:	79.2812	12.9023	53.9688
String 0123456789, offset 77:	83.5273	12.4766	57.0117
String 0123456789, offset 84:	87.4297	13.0781	55.2031
String 0123456789, offset 91:	91.8828	13.6445	58.9727
String 0123456789, offset 98:	95.9219	13.1562	56.7539
String 0123456789, offset 105:	100.113	12.9844	59.5234
String 0123456789, offset 112:	104.477	13.0234	60.8867
String 0123456789, offset 119:	108.367	13.0234	61.9453
String 0000111100001111, offset 0:	24.3633	11.7773	50.2734
String 0000111100001111, offset 7:	31.6133	11.3203	51.3359
String 0000111100001111, offset 14:	33.3477	12.418	67.1602
String 0000111100001111, offset 21:	39.0039	11.1719	60.7227
String 0000111100001111, offset 28:	60.9102	11.5391	62.1406
String 0000111100001111, offset 35:	65.6406	12.8398	57.8555
String 0000111100001111, offset 42:	62.5508	12.7227	60.0469
String 0000111100001111, offset 49:	73.8789	12.4375	57.8125
String 0000111100001111, offset 56:	78.1562	12.4688	62.8008
String 0000111100001111, offset 63:	82.0547	12.9492	56.5508
String 0000111100001111, offset 70:	86.5195	13.5781	70.5508
String 0000111100001111, offset 77:	90.5391	12.5391	63.043
String 0000111100001111, offset 84:	94.6953	12.4297	65.7969
String 0000111100001111, offset 91:	99.0625	31.1836	71.9141
String 0000111100001111, offset 98:	118.086	15.4766	80.4141
String 0000111100001111, offset 105:	107.125	14.1797	58.7969
