                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   64/  1, alignment  1/ 3, found:	77.625	27.625	424.75	32.375
Length   64/  1, alignment  0/ 9, fail :	75.8438	15.2812	21.2188	14.9375
Length   64/  2, alignment  1/ 3, found:	82.5	322.312	18.375	61.0625
Length   64/  2, alignment  0/ 9, fail :	81.375	49.5	28.125	57.4688
Length   64/  3, alignment  1/ 3, found:	67.4688	100.375	17.5312	128.25
Length   64/  3, alignment  0/ 9, fail :	59.8125	80.5312	25.7812	121.281
Length   64/  4, alignment  1/ 3, found:	95.5	121.469	19.5938	106.656
Length   64/  4, alignment  0/ 9, fail :	66.8438	122.062	25.8438	91.8125
Length   64/  5, alignment  1/ 3, found:	86	129.156	19.5938	99.25
Length   64/  5, alignment  0/ 9, fail :	61.5312	112.094	25.1562	100
Length   64/  6, alignment  1/ 3, found:	77.25	243.781	31.8125	101
Length   64/  6, alignment  0/ 9, fail :	64.125	362.188	32.6562	87.5625
Length   64/  7, alignment  1/ 3, found:	80.9688	225.656	27.3125	85.1875
Length   64/  7, alignment  0/ 9, fail :	69.7812	220.094	32	83.1562
Length   64/  8, alignment  1/ 3, found:	67.6875	180.75	24.9688	81.375
Length   64/  8, alignment  0/ 9, fail :	72.0625	191.375	29.4062	77.75
Length   64/  9, alignment  1/ 3, found:	87.2188	112.219	25.2812	84.75
Length   64/  9, alignment  0/ 9, fail :	77.8438	90.7188	23.5312	81.8125
Length   64/ 10, alignment  1/ 3, found:	73.75	25.5938	22.3125	27.4375
Length   64/ 10, alignment  0/ 9, fail :	73.4062	16.9062	23.5938	15.2188
Length   64/ 11, alignment  1/ 3, found:	60.6875	123.719	23.4688	88.3438
Length   64/ 11, alignment  0/ 9, fail :	66.7188	103.344	24	81.7188
Length   64/ 12, alignment  1/ 3, found:	85.7812	139.406	24.9688	94.0312
Length   64/ 12, alignment  0/ 9, fail :	66.7812	113.125	23.5	94.4062
Length   64/ 13, alignment  1/ 3, found:	64.0938	193.312	23.8125	115.062
Length   64/ 13, alignment  0/ 9, fail :	58.875	181.812	23.4375	107.5
Length   64/ 14, alignment  1/ 3, found:	84.1562	194.094	24.9062	104.562
Length   64/ 14, alignment  0/ 9, fail :	76.375	196.75	23.6562	98.8438
Length   64/ 15, alignment  1/ 3, found:	62.125	241.25	24.5	94.1875
