                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length  192/  5, alignment  0/ 9, fail :	165.188	386.031	33.0938	129.469
Length  192/  6, alignment  1/ 3, found:	172.375	471.594	39.4062	118.469
Length  192/  6, alignment  0/ 9, fail :	164.062	453	40.9688	133.344
Length  192/  7, alignment  1/ 3, found:	171.156	484	54.6875	133.031
Length  192/  7, alignment  0/ 9, fail :	150	458.781	51.0625	120.469
Length  192/  8, alignment  1/ 3, found:	233.688	531.719	42.0938	128.938
Length  192/  8, alignment  0/ 9, fail :	227.5	510.781	45.25	123.812
Length  192/  9, alignment  1/ 3, found:	154.625	102.188	41.375	89.6875
Length  192/  9, alignment  0/ 9, fail :	153.75	89.3438	45.25	80.0312
Length  192/ 10, alignment  1/ 3, found:	179.531	115.906	42	90.6875
Length  192/ 10, alignment  0/ 9, fail :	184.844	97.625	43.5312	84.9062
Length  192/ 11, alignment  1/ 3, found:	151.969	31.625	40.5625	32.8125
Length  192/ 11, alignment  0/ 9, fail :	152.562	93.2812	44.1562	76.8125
Length  192/ 12, alignment  1/ 3, found:	203.406	287.781	47.4375	110.656
Length  192/ 12, alignment  0/ 9, fail :	217.75	276.219	42.9375	108.031
Length  192/ 13, alignment  1/ 3, found:	187	149.156	43.2812	102.156
Length  192/ 13, alignment  0/ 9, fail :	176.594	145.5	33	94.5
Length  192/ 14, alignment  1/ 3, found:	155.938	29.8438	39.7188	34.2812
Length  192/ 14, alignment  0/ 9, fail :	148.344	19.1875	32.5625	20.8438
Length  192/ 15, alignment  1/ 3, found:	149.625	28.75	40.0938	30.9375
Length  192/ 15, alignment  0/ 9, fail :	149.938	18.625	32.875	18.9688
Length  192/ 16, alignment  1/ 3, found:	147.531	28.3438	39.9062	30.5312
Length  192/ 16, alignment  0/ 9, fail :	149.281	18.5625	32.0625	18.9062
Length  224/  1, alignment  1/ 3, found:	172	20.875	25.7188	19.625
Length  224/  1, alignment  0/ 9, fail :	169.625	20.3438	24.5625	18.5
Length  224/  2, alignment  1/ 3, found:	189.031	234.531	34.0938	327.75
Length  224/  2, alignment  0/ 9, fail :	184.719	211.469	33.2812	309.938
Length  224/  3, alignment  1/ 3, found:	256.312	422.406	55.8125	305.375
Length  224/  3, alignment  0/ 9, fail :	188.531	423.812	56.4062	298.25
Length  224/  4, alignment  1/ 3, found:	201.219	321.906	38.5312	185.094
Length  224/  4, alignment  0/ 9, fail :	191.25	306.062	33.7812	184.969
Length  224/  5, alignment  1/ 3, found:	233.125	191.25	38.9688	112.594
Length  224/  5, alignment  0/ 9, fail :	230.281	170.656	33.7188	104.125
Length  224/  6, alignment  1/ 3, found:	216.656	335.531	64.75	158.531
Length  224/  6, alignment  0/ 9, fail :	182.438	326.844	58.375	145.375
Length  224/  7, alignment  1/ 3, found:	188.281	90.25	47.1562	128.812
Length  224/  7, alignment  0/ 9, fail :	190.156	83.7188	39.1562	121.844
Length  224/  8, alignment  1/ 3, found:	189.281	95.5625	46.125	121.781
Length  224/  8, alignment  0/ 9, fail :	185.281	82.1875	36.6875	114.844
Length  224/  9, alignment  1/ 3, found:	229.281	492.875	58.6875	121.031
Length  224/  9, alignment  0/ 9, fail :	215.438	498.531	48.6562	113.5
Length  224/ 10, alignment  1/ 3, found:	226.406	596.594	42.9062	116.031
Length  224/ 10, alignment  0/ 9, fail :	194.094	600.594	33.0312	111.938
Length  224/ 11, alignment  1/ 3, found:	201.406	600.969	57.4688	112.312
Length  224/ 11, alignment  0/ 9, fail :	184.906	590.625	42.5312	112.406
Length  224/ 12, alignment  1/ 3, found:	289.969	585.906	43.7188	110.625
Length  224/ 12, alignment  0/ 9, fail :	191.438	577.281	33.5938	110.5
Length  224/ 13, alignment  1/ 3, found:	172.062	32.9062	43.6562	35.5938
Length  224/ 13, alignment  0/ 9, fail :	172.75	27.5625	33.2812	28.6875
Length  224/ 14, alignment  1/ 3, found:	175.812	30.4688	45.75	36.625
Length  224/ 14, alignment  0/ 9, fail :	171.281	21.7188	33.6562	19.7812
Length  224/ 15, alignment  1/ 3, found:	169.031	29.7812	45.375	31.8125
Length  224/ 15, alignment  0/ 9, fail :	169.562	19.5938	33.5	19.125
Length  224/ 16, alignment  1/ 3, found:	237.312	631.219	67.375	119.906
Length  224/ 16, alignment  0/ 9, fail :	265.969	591.719	47.125	115.969
Length  256/  1, alignment  1/ 3, found:	191.938	21.9688	28.2812	23
Length  256/  1, alignment  0/ 9, fail :	190.625	21.4688	28.6562	21.3438
Length  256/  2, alignment  1/ 3, found:	225.156	104.531	39.5312	387.938
Length  256/  2, alignment  0/ 9, fail :	221.031	87	39.4688	375.156
Length  256/  3, alignment  1/ 3, found:	264.188	152.656	49.0625	178.625
Length  256/  3, alignment  0/ 9, fail :	241.562	142.344	53.0312	168.219
Length  256/  4, alignment  1/ 3, found:	339.094	174.844	43.5	207.031
Length  256/  4, alignment  0/ 9, fail :	279.75	159.188	42.9688	194.031
Length  256/  5, alignment  1/ 3, found:	247.312	668.656	50.1875	194.156
Length  256/  5, alignment  0/ 9, fail :	214.812	635.438	47.7188	180.969
Length  256/  6, alignment  1/ 3, found:	286.594	150.75	45.9375	164.812
Length  256/  6, alignment  0/ 9, fail :	209.688	124.906	46.7812	157.156
Length  256/  7, alignment  1/ 3, found:	287.812	145.406	64.3125	142.344
Length  256/  7, alignment  0/ 9, fail :	293.188	131.75	56.25	135.812
Length  256/  8, alignment  1/ 3, found:	249.406	112.031	61.8438	132.438
Length  256/  8, alignment  0/ 9, fail :	228.062	89.1562	57.4688	129.125
Length  256/  9, alignment  1/ 3, found:	210	109.25	50.4375	145.906
Length  256/  9, alignment  0/ 9, fail :	189.875	87.5312	48.2812	122.812
Length  256/ 10, alignment  1/ 3, found:	222.75	105.969	51.9688	128.375
Length  256/ 10, alignment  0/ 9, fail :	222.375	91.75	45.125	125.656
Length  256/ 11, alignment  1/ 3, found:	249.094	107.531	47.4062	128.438
Length  256/ 11, alignment  0/ 9, fail :	221.719	90.5312	43	126.094
Length  256/ 12, alignment  1/ 3, found:	266.906	105.844	58.375	117.656
Length  256/ 12, alignment  0/ 9, fail :	209.938	92.9688	52.2812	116.156
Length  256/ 13, alignment  1/ 3, found:	230.281	250.625	48.6562	122.25
Length  256/ 13, alignment  0/ 9, fail :	216.656	218.125	40.0938	113.938
Length  256/ 14, alignment  1/ 3, found:	261.188	160.625	46.125	109.812
Length  256/ 14, alignment  0/ 9, fail :	286.219	139.906	37.875	103.438
Length  256/ 15, alignment  1/ 3, found:	220.281	155.438	44.0938	108.5
Length  256/ 15, alignment  0/ 9, fail :	216.656	131.438	36.875	102.781
Length  256/ 16, alignment  1/ 3, found:	192.156	30.9688	46.125	33.25
Length  256/ 16, alignment  0/ 9, fail :	189.219	20.5312	36.9688	20.4688
Length  256/ 16, alignment  1/11, found:	186.938	31.4062	44.4375	32.6875
Length  256/ 16, alignment 14/ 5, fail :	193.344	20.5938	37.5312	19.7812
Length  256/ 32, alignment  1/11, found:	217.875	485.844	82.75	158.562
Length  256/ 32, alignment 14/ 5, fail :	213.906	413.219	37.2812	139.156
Length  256/ 64, alignment  1/11, found:	272.031	653.594	129.625	198
Length  256/ 64, alignment 14/ 5, fail :	276.719	561.438	56.4375	182.562
Length  256/128, alignment  1/11, found:	289.844	1051.84	149.531	294.688
Length  256/128, alignment 14/ 5, fail :	342.938	872.594	37.5625	274.438
Length  256/256, alignment  1/11, found:	197.875	52.2812	204.906	50.375
Length  256/256, alignment 14/ 5, fail :	213.625	37.5938	50.6875	37.3438
Length  512/ 16, alignment  1/11, found:	429.125	977.656	65.6562	205.312
Length  512/ 16, alignment 14/ 5, fail :	436.031	941	58.5625	187.469
Length  512/ 32, alignment  1/11, found:	463.656	665.375	112.969	169.625
Length  512/ 32, alignment 14/ 5, fail :	423.062	620.125	79.0312	160.031
Length  512/ 64, alignment  1/11, found:	555.094	711.938	159.094	206.438
Length  512/ 64, alignment 14/ 5, fail :	491.625	601.938	90.0938	200.5
Length  512/128, alignment  1/11, found:	601.938	1054.94	171.281	316.594
Length  512/128, alignment 14/ 5, fail :	621.062	864.344	69.6875	288.062
Length  512/256, alignment  1/11, found:	478	1876.78	272.906	495.781
Length  512/256, alignment 14/ 5, fail :	451.938	1474.34	105.688	485.438
Length 1024/ 16, alignment  1/11, found:	1263.75	2675.66	189.406	266.219
Length 1024/ 16, alignment 14/ 5, fail :	895.625	2604.56	170.969	245.875
Length 1024/ 32, alignment  1/11, found:	1349.41	917.844	171.531	275.656
Length 1024/ 32, alignment 14/ 5, fail :	1321.03	908.469	150.812	289.469
Length 1024/ 64, alignment  1/11, found:	1055.72	1032	275.562	259.438
Length 1024/ 64, alignment 14/ 5, fail :	825.312	942.156	219.812	246.125
Length 1024/128, alignment  1/11, found:	1234.97	1381.66	229.594	338
Length 1024/128, alignment 14/ 5, fail :	835.875	1164.12	118.75	321.188
Length 1024/256, alignment  1/11, found:	1374	1971.38	369	573.344
Length 1024/256, alignment 14/ 5, fail :	1053.94	1625.72	145.188	496.375
Length 2048/ 16, alignment  1/11, found:	2391.56	5559.28	259.188	541.562
Length 2048/ 16, alignment 14/ 5, fail :	2247.09	5458.34	263.562	501.438
Length 2048/ 32, alignment  1/11, found:	2548.88	1483.31	313.719	457.188
Length 2048/ 32, alignment 14/ 5, fail :	2503.16	1361.41	293.594	425.125
Length 2048/ 64, alignment  1/11, found:	3003.84	1561.84	417.062	474
Length 2048/ 64, alignment 14/ 5, fail :	2798.5	1427.62	321.656	426.781
Length 2048/128, alignment  1/11, found:	2777.47	1928.78	536.719	477.031
Length 2048/128, alignment 14/ 5, fail :	1977.84	1608.34	419.062	455
Length 2048/256, alignment  1/11, found:	2739.28	2386.56	550.969	630.5
Length 2048/256, alignment 14/ 5, fail :	2332.16	2275.16	422.219	652.5
Length 4096/ 16, alignment  1/11, found:	4110.69	12222.1	734.312	1013.12
Length 4096/ 16, alignment 14/ 5, fail :	3618.38	12211.3	670.938	930.875
Length 4096/ 32, alignment  1/11, found:	5150.53	2846.81	736.969	870.625
Length 4096/ 32, alignment 14/ 5, fail :	5031.88	2718.16	601.75	738.156
Length 4096/ 64, alignment  1/11, found:	4197.69	2200.78	682.594	593.188
Length 4096/ 64, alignment 14/ 5, fail :	4430	2035.94	636.219	565.688
Length 4096/128, alignment  1/11, found:	4826.75	2042.09	725.562	509.406
Length 4096/128, alignment 14/ 5, fail :	3381.94	1766.16	636.594	483.625
Length 4096/256, alignment  1/11, found:	3996.94	2808.59	1490.25	890.531
Length 4096/256, alignment 14/ 5, fail :	3570.72	2491.62	928.281	846.531
Length 8192/ 16, alignment  1/11, found:	7026.75	23073.9	1138.72	1367.69
Length 8192/ 16, alignment 14/ 5, fail :	6453.03	23072.5	1112.06	1325.78
Length 8192/ 32, alignment  1/11, found:	7363.69	5000.75	936.312	1110.91
Length 8192/ 32, alignment 14/ 5, fail :	6491.62	4380.88	908.188	1069.34
Length 8192/ 64, alignment  1/11, found:	9072.09	3490.78	1536	953.625
Length 8192/ 64, alignment 14/ 5, fail :	7698.53	3076.72	1375.25	899.531
Length 8192/128, alignment  1/11, found:	9715.97	3814.75	1339.59	1001.91
Length 8192/128, alignment 14/ 5, fail :	9163.97	3459.72	1305.38	939.438
Length 8192/256, alignment  1/11, found:	7801.38	4060.56	2038.5	1364
Length 8192/256, alignment 14/ 5, fail :	7272.75	3625.03	1833.19	1312.59
Length 16384/ 16, alignment  1/11, found:	18078	1674.88	2120.41	2859.78
Length 16384/ 16, alignment 14/ 5, fail :	18253.5	1652.12	2183.69	2807.84
Length 16384/ 32, alignment  1/11, found:	11641.7	8251.66	1831.19	2268.19
Length 16384/ 32, alignment 14/ 5, fail :	11583.2	7735.59	1799	2184.03
Length 16384/ 64, alignment  1/11, found:	13586.8	6102.97	2723.12	2195.59
Length 16384/ 64, alignment 14/ 5, fail :	13191.5	5866.62	3099.41	2502.16
Length 16384/128, alignment  1/11, found:	16998.7	5791.91	2573.53	2216.38
Length 16384/128, alignment 14/ 5, fail :	13541.9	5103.09	2755.19	2387.97
Length 16384/256, alignment  1/11, found:	16403.5	6302.59	3611.75	2388.53
Length 16384/256, alignment 14/ 5, fail :	15081.3	5867.31	3759.31	2441.62
Length 32768/ 16, alignment  1/11, found:	31093.8	100795	7598.28	7277.31
Length 32768/ 16, alignment 14/ 5, fail :	30211.3	97143.7	6557.34	6352.78
Length 32768/ 32, alignment  1/11, found:	24349.9	17840.2	4029.94	5087.75
Length 32768/ 32, alignment 14/ 5, fail :	24216.4	17639.6	4037.75	5010
Length 32768/ 64, alignment  1/11, found:	25936.5	14977.4	6190.41	3353.75
Length 32768/ 64, alignment 14/ 5, fail :	24536.4	14056.8	6233.97	3260.28
Length 32768/128, alignment  1/11, found:	27991.1	15754.9	5449.16	4249.03
Length 32768/128, alignment 14/ 5, fail :	28317.6	16344.9	5711.31	4167.66
Length 32768/256, alignment  1/11, found:	27996.5	12454.9	7439.66	3784.91
Length 32768/256, alignment 14/ 5, fail :	27322.4	11499.7	7356.97	3641.94
Length 65536/ 16, alignment  1/11, found:	52981.5	194025	6315.91	14213.2
Length 65536/ 16, alignment 14/ 5, fail :	52900.4	189677	6597.12	14260.3
Length 65536/ 32, alignment  1/11, found:	56502.6	35831.5	7060.97	7628
Length 65536/ 32, alignment 14/ 5, fail :	52065.9	34892.9	6885.38	7364.47
Length 65536/ 64, alignment  1/11, found:	52709.4	30366.5	11383.4	7287.28
Length 65536/ 64, alignment 14/ 5, fail :	51711.6	30325.7	11169.6	7247.41
Length 65536/128, alignment  1/11, found:	55958	18638.4	12821.3	7353.09
Length 65536/128, alignment 14/ 5, fail :	52962.9	17661.8	12366.2	6990.12
Length 65536/256, alignment  1/11, found:	76475.3	16002.4	18283.7	5385.84
Length 65536/256, alignment 14/ 5, fail :	78732.8	15821.5	18302.7	5392.56
Length 65536/ 64, complex needle 1:	1.74063e+06	29758.2	539947	527188
Length 65536/ 64, complex needle 2:	2.16498e+06	168984	630782	612905
Length 65536/ 64, complex needle 3:	611193	974318	263155	12014.5
Length 65536/256, complex needle 1:	4.73889e+06	19902	642270	622221
Length 65536/256, complex needle 2:	6.68602e+06	154112	655760	633268
Length 65536/256, complex needle 3:	609701	971628	265584	4245.97
Length 65536/1024, complex needle 1:	2.04326e+07	10912.6	113281	13018.5
Length 65536/1024, complex needle 2:	2.27048e+07	151646	203395	157482
Length 65536/1024, complex needle 3:	618879	964153	255180	960412
