                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   64/  1, alignment  1/ 3, found:	79.2188	30.4688	453.094	140.031
Length   64/  1, alignment  0/ 9, fail :	77.875	14.375	20.7188	16.4688
Length   64/  2, alignment  1/ 3, found:	82.375	212.219	19.5312	64.5625
Length   64/  2, alignment  0/ 9, fail :	81.0938	52.0312	27.9062	56.7188
Length   64/  3, alignment  1/ 3, found:	63.75	99.4062	18	129.719
Length   64/  3, alignment  0/ 9, fail :	57.4688	82.1875	25.4688	118.969
Length   64/  4, alignment  1/ 3, found:	63.25	122.281	18.7188	106.188
Length   64/  4, alignment  0/ 9, fail :	65.8125	124.656	25.2188	94.0312
Length   64/  5, alignment  1/ 3, found:	84.3438	129.219	18.625	96.75
Length   64/  5, alignment  0/ 9, fail :	60.375	113	24.75	97.75
Length   64/  6, alignment  1/ 3, found:	77.0938	246.875	30.7812	104.5
Length   64/  6, alignment  0/ 9, fail :	68.375	246.219	33.0625	97.6562
Length   64/  7, alignment  1/ 3, found:	83.5	245.812	27.75	93.0312
Length   64/  7, alignment  0/ 9, fail :	75.875	239.219	36.0312	86.6875
Length   64/  8, alignment  1/ 3, found:	75.7188	203.781	28.6562	86.875
Length   64/  8, alignment  0/ 9, fail :	71.8125	207.531	33.7812	85.5625
Length   64/  9, alignment  1/ 3, found:	90.0312	118.312	29.4688	94.75
Length   64/  9, alignment  0/ 9, fail :	84.7812	103.938	27.5	94.7188
Length   64/ 10, alignment  1/ 3, found:	79.2188	27.75	24.5312	33.3125
Length   64/ 10, alignment  0/ 9, fail :	78.125	16.0938	25.0938	14.4375
Length   64/ 11, alignment  1/ 3, found:	68.25	139.875	25.9688	92.4688
Length   64/ 11, alignment  0/ 9, fail :	77.8438	108.531	25.4688	86
Length   64/ 12, alignment  1/ 3, found:	69.6875	147.188	25.0312	101.531
Length   64/ 12, alignment  0/ 9, fail :	60.5625	127.312	24.8438	95.75
Length   64/ 13, alignment  1/ 3, found:	65.875	207.344	25.8125	124.531
Length   64/ 13, alignment  0/ 9, fail :	65.1562	195.812	26.0625	119.312
Length   64/ 14, alignment  1/ 3, found:	89.4688	212.469	27.625	115.219
Length   64/ 14, alignment  0/ 9, fail :	80.2812	213.25	25.0938	105.562
Length   64/ 15, alignment  1/ 3, found:	67	256.719	27.25	104.375
Length   64/ 15, alignment  0/ 9, fail :	61.2188	252.969	25.2188	95.3125
Length   64/ 16, alignment  1/ 3, found:	63.8125	238.969	28.0625	96.5625
Length   64/ 16, alignment  0/ 9, fail :	67.7812	229.5	28.2188	85.4688
Length   96/  1, alignment  1/ 3, found:	96.375	19.8125	20.9375	19.1875
Length   96/  1, alignment  0/ 9, fail :	94.3438	16.2188	17.625	15.8438
Length   96/  2, alignment  1/ 3, found:	91.0312	201.75	30.6875	160.469
Length   96/  2, alignment  0/ 9, fail :	86.5625	181.719	28.4375	145.438
Length   96/  3, alignment  1/ 3, found:	96.5938	102.781	33.0312	165
Length   96/  3, alignment  0/ 9, fail :	90.3125	84.0312	30.375	158.406
Length   96/  4, alignment  1/ 3, found:	102.125	105.781	28.3125	145.281
Length   96/  4, alignment  0/ 9, fail :	81.375	82	24.4062	127.812
Length   96/  5, alignment  1/ 3, found:	82.8438	209.125	35.8125	120.594
Length   96/  5, alignment  0/ 9, fail :	80.1562	194.719	28.4062	102.406
Length   96/  6, alignment  1/ 3, found:	114.188	320.438	33.8438	103.25
Length   96/  6, alignment  0/ 9, fail :	108	329.25	23.375	95.6875
Length   96/  7, alignment  1/ 3, found:	99.1562	305.312	31.5625	102.031
Length   96/  7, alignment  0/ 9, fail :	103.344	264.75	24.2812	90.0938
Length   96/  8, alignment  1/ 3, found:	101.438	30.75	29.6562	27.3125
Length   96/  8, alignment  0/ 9, fail :	97.3438	17.0625	24	16.9375
Length   96/  9, alignment  1/ 3, found:	130.469	119.438	36.375	99.1562
Length   96/  9, alignment  0/ 9, fail :	120.469	97	29.5938	93.4062
Length   96/ 10, alignment  1/ 3, found:	83.2188	253.75	34.0938	111.281
Length   96/ 10, alignment  0/ 9, fail :	87.5938	265.188	23.9688	107.875
Length   96/ 11, alignment  1/ 3, found:	101.781	308.781	39.375	97.7812
Length   96/ 11, alignment  0/ 9, fail :	92.0938	303.094	29.0938	92.8438
Length   96/ 12, alignment  1/ 3, found:	90.2188	303.719	34.7812	93.7812
Length   96/ 12, alignment  0/ 9, fail :	98.7188	299.562	24.0938	91
Length   96/ 13, alignment  1/ 3, found:	97.7188	25.1875	34.6875	27.1875
Length   96/ 13, alignment  0/ 9, fail :	93.9062	15.5	23.8438	17.0312
Length   96/ 14, alignment  1/ 3, found:	91.0625	295.125	41.5	98.625
Length   96/ 14, alignment  0/ 9, fail :	77.6562	287.875	28.8438	88.7188
Length   96/ 15, alignment  1/ 3, found:	98.4688	154.094	37.5625	106.812
Length   96/ 15, alignment  0/ 9, fail :	89.1562	126.438	24.6562	97.7188
Length   96/ 16, alignment  1/ 3, found:	96.125	23.7812	38.5938	26.8125
Length   96/ 16, alignment  0/ 9, fail :	93.8438	15.5938	24.0938	16.2188
Length  128/  1, alignment  1/ 3, found:	114.938	18.5625	25.1562	17.0938
Length  128/  1, alignment  0/ 9, fail :	116.156	16.6562	23.9688	16.625
Length  128/  2, alignment  1/ 3, found:	130.906	99.5625	32.9062	219.125
Length  128/  2, alignment  0/ 9, fail :	133.688	86.0625	32	204.625
Length  128/  3, alignment  1/ 3, found:	132.312	201.312	27.9375	205.25
Length  128/  3, alignment  0/ 9, fail :	144.531	171.219	29.9062	201.125
Length  128/  4, alignment  1/ 3, found:	134.406	110.781	36	142.094
Length  128/  4, alignment  0/ 9, fail :	122.156	100	42.7188	132.062
Length  128/  5, alignment  1/ 3, found:	142.688	397.688	36.375	115.781
Length  128/  5, alignment  0/ 9, fail :	119.062	401.094	41.4688	127.25
Length  128/  6, alignment  1/ 3, found:	126.156	133.156	37.25	104
Length  128/  6, alignment  0/ 9, fail :	134.781	122.812	42.7188	101.312
Length  128/  7, alignment  1/ 3, found:	128.906	89.9375	39.0938	77.3125
Length  128/  7, alignment  0/ 9, fail :	119.938	69.5	39.9688	76.3438
Length  128/  8, alignment  1/ 3, found:	172.031	199.438	33.9688	100.125
Length  128/  8, alignment  0/ 9, fail :	165.188	165.844	30.3438	97.7812
Length  128/  9, alignment  1/ 3, found:	119.25	26.9375	31.3438	27.625
Length  128/  9, alignment  0/ 9, fail :	114.125	23.5938	29.6562	23.25
Length  128/ 10, alignment  1/ 3, found:	109.875	285.219	37.4062	101.906
Length  128/ 10, alignment  0/ 9, fail :	179.719	290.75	35	92.2812
Length  128/ 11, alignment  1/ 3, found:	108.938	379.125	33.125	97.4375
Length  128/ 11, alignment  0/ 9, fail :	110.312	380.125	31.125	96.4688
Length  128/ 12, alignment  1/ 3, found:	121.469	28.125	36.4375	30.0938
Length  128/ 12, alignment  0/ 9, fail :	117.469	23.125	29.0938	24.9688
Length  128/ 13, alignment  1/ 3, found:	112.281	370.062	36.0625	98.5625
Length  128/ 13, alignment  0/ 9, fail :	132.125	365.594	29.5312	91.25
Length  128/ 14, alignment  1/ 3, found:	110.562	315.719	43.875	97.7188
Length  128/ 14, alignment  0/ 9, fail :	186.625	317.844	32.5938	91
Length  128/ 15, alignment  1/ 3, found:	130.344	374.125	35.25	101.969
Length  128/ 15, alignment  0/ 9, fail :	121.281	371.062	29.9062	92.4062
Length  128/ 16, alignment  1/ 3, found:	117.156	134.469	38.0312	101.344
Length  128/ 16, alignment  0/ 9, fail :	101.969	106.5	29.7188	100.812
Length  160/  1, alignment  1/ 3, found:	138.719	27.0625	24.0625	25.1562
Length  160/  1, alignment  0/ 9, fail :	135.094	24.3438	23.125	24.4062
Length  160/  2, alignment  1/ 3, found:	174.062	206.562	33.3125	170.312
Length  160/  2, alignment  0/ 9, fail :	167.812	188.219	30.7188	155.125
Length  160/  3, alignment  1/ 3, found:	173.969	127.312	49.1875	248.969
Length  160/  3, alignment  0/ 9, fail :	144.156	104.875	46.1875	242.531
Length  160/  4, alignment  1/ 3, found:	169.812	255.125	52.6562	182.25
Length  160/  4, alignment  0/ 9, fail :	170.594	222.656	48.25	171.375
Length  160/  5, alignment  1/ 3, found:	159.688	160.125	46.3125	149.562
Length  160/  5, alignment  0/ 9, fail :	142.438	133.094	38.5312	140
Length  160/  6, alignment  1/ 3, found:	180.094	228.5	48.2812	135.812
Length  160/  6, alignment  0/ 9, fail :	154.938	197.406	44.5938	130.031
Length  160/  7, alignment  1/ 3, found:	165.594	313.25	44.9688	126.781
Length  160/  7, alignment  0/ 9, fail :	139.031	290.344	40.3125	123.25
Length  160/  8, alignment  1/ 3, found:	149.406	435.969	47.3125	129.906
Length  160/  8, alignment  0/ 9, fail :	143.281	402	41.6875	122.062
Length  160/  9, alignment  1/ 3, found:	191.875	418.688	45.3125	121.656
Length  160/  9, alignment  0/ 9, fail :	156.281	387	34.9062	169.125
Length  160/ 10, alignment  1/ 3, found:	152.031	493.375	53.2188	120.469
Length  160/ 10, alignment  0/ 9, fail :	141.25	446.562	40.375	110.719
Length  160/ 11, alignment  1/ 3, found:	147.469	444.469	43.1562	103.531
Length  160/ 11, alignment  0/ 9, fail :	136.688	398.062	29.9688	100.312
Length  160/ 12, alignment  1/ 3, found:	158.969	356.25	39.9375	101.281
Length  160/ 12, alignment  0/ 9, fail :	169.062	306.75	29.9688	95.125
Length  160/ 13, alignment  1/ 3, found:	196.625	482.406	66.2812	103.094
Length  160/ 13, alignment  0/ 9, fail :	191.625	455.406	48.3438	103.75
Length  160/ 14, alignment  1/ 3, found:	177.5	434.406	60.7812	103.125
Length  160/ 14, alignment  0/ 9, fail :	139.844	427.781	45.75	101.75
Length  160/ 15, alignment  1/ 3, found:	185.625	469.406	59.625	104.688
Length  160/ 15, alignment  0/ 9, fail :	141.812	464.375	45	105.688
Length  160/ 16, alignment  1/ 3, found:	156.625	440.094	68	106.312
Length  160/ 16, alignment  0/ 9, fail :	146.562	421.25	48.1562	105.938
Length  192/  1, alignment  1/ 3, found:	155.344	23.6562	25.6875	23.4062
Length  192/  1, alignment  0/ 9, fail :	155.188	21.125	25.7188	22
Length  192/  2, alignment  1/ 3, found:	154.938	34.0312	37.875	28.0312
Length  192/  2, alignment  0/ 9, fail :	153.219	20.7188	37.0938	21.375
Length  192/  3, alignment  1/ 3, found:	149.625	30.9375	33.0625	30.8125
Length  192/  3, alignment  0/ 9, fail :	152.844	18.9375	34.7812	20.5938
Length  192/  4, alignment  1/ 3, found:	211.031	226.281	33.375	180.156
Length  192/  4, alignment  0/ 9, fail :	173.969	206	34.0312	169.375
Length  192/  5, alignment  1/ 3, found:	207.531	413.219	36.2188	140.875
Length  192/  5, alignment  0/ 9, fail :	174.531	398.5	34.1562	133.656
Length  192/  6, alignment  1/ 3, found:	174.406	475.094	40.0625	144.875
Length  192/  6, alignment  0/ 9, fail :	171.094	465.812	39.1562	135.781
Length  192/  7, alignment  1/ 3, found:	160.656	494.594	56.9688	132.438
Length  192/  7, alignment  0/ 9, fail :	170.656	466.781	48.6875	122.188
Length  192/  8, alignment  1/ 3, found:	239.281	545.156	45.25	133.75
Length  192/  8, alignment  0/ 9, fail :	231.031	525.688	47.3125	128.625
Length  192/  9, alignment  1/ 3, found:	162.656	110.75	43.8438	87
Length  192/  9, alignment  0/ 9, fail :	156.875	91.6875	48.125	77.8125
Length  192/ 10, alignment  1/ 3, found:	188.781	109.438	44.0312	93.2812
Length  192/ 10, alignment  0/ 9, fail :	191	99.1875	46.1875	83.625
Length  192/ 11, alignment  1/ 3, found:	152.969	31.2188	40.2188	35.9062
Length  192/ 11, alignment  0/ 9, fail :	153.625	92.0625	45.6875	81.2188
Length  192/ 12, alignment  1/ 3, found:	204.75	294.219	51.3125	111.781
Length  192/ 12, alignment  0/ 9, fail :	210.594	281.188	40.875	110.125
Length  192/ 13, alignment  1/ 3, found:	181.188	150.188	41.6875	104.031
Length  192/ 13, alignment  0/ 9, fail :	183.969	142.844	33.9062	93.4688
Length  192/ 14, alignment  1/ 3, found:	154.75	30.7188	39.7812	33.375
Length  192/ 14, alignment  0/ 9, fail :	152.719	19.8438	33.875	21.2188
Length  192/ 15, alignment  1/ 3, found:	157.219	28.8125	39.875	29.9062
Length  192/ 15, alignment  0/ 9, fail :	153.844	19.5	34.4688	20.9062
Length  192/ 16, alignment  1/ 3, found:	151.188	28.4688	40.0625	31.375
Length  192/ 16, alignment  0/ 9, fail :	152.781	19.6562	33.875	19.8438
Length  224/  1, alignment  1/ 3, found:	176.469	22.9375	26.3438	22.0312
Length  224/  1, alignment  0/ 9, fail :	173.25	21	25.0312	20.0625
Length  224/  2, alignment  1/ 3, found:	197.969	235.281	36.4375	333.75
Length  224/  2, alignment  0/ 9, fail :	197.281	215.781	34.625	319.062
Length  224/  3, alignment  1/ 3, found:	289.844	429.062	55.3125	314.875
Length  224/  3, alignment  0/ 9, fail :	216.062	432.875	55.125	306.25
Length  224/  4, alignment  1/ 3, found:	208.469	333.125	41.5625	197.344
Length  224/  4, alignment  0/ 9, fail :	211.938	311.656	34.7188	177.938
Length  224/  5, alignment  1/ 3, found:	243.219	190.938	41	117.25
Length  224/  5, alignment  0/ 9, fail :	234.062	174.781	34.9688	108.094
Length  224/  6, alignment  1/ 3, found:	245.688	343.688	65.125	159.562
Length  224/  6, alignment  0/ 9, fail :	195.344	334.281	56.2188	148.844
Length  224/  7, alignment  1/ 3, found:	196.188	94.125	50.3125	147.906
Length  224/  7, alignment  0/ 9, fail :	196.312	85.625	39.125	121.562
Length  224/  8, alignment  1/ 3, found:	234.969	96.125	48.7188	127.031
Length  224/  8, alignment  0/ 9, fail :	215.719	83.3438	39.7188	116.594
Length  224/  9, alignment  1/ 3, found:	233.562	502.969	55	121.188
Length  224/  9, alignment  0/ 9, fail :	222.156	503.062	47.5312	117.344
Length  224/ 10, alignment  1/ 3, found:	210.188	609.281	43.4688	124.344
Length  224/ 10, alignment  0/ 9, fail :	192.906	616.562	34.4062	122.688
Length  224/ 11, alignment  1/ 3, found:	206.875	612.938	54.875	117.875
Length  224/ 11, alignment  0/ 9, fail :	202.25	602.125	47.9062	111.844
Length  224/ 12, alignment  1/ 3, found:	311.844	601.625	46.75	113.312
Length  224/ 12, alignment  0/ 9, fail :	279.156	586.781	34.4062	109.781
Length  224/ 13, alignment  1/ 3, found:	177.312	33.5625	45.625	35.9062
Length  224/ 13, alignment  0/ 9, fail :	178.375	28.5938	34.0938	29.875
Length  224/ 14, alignment  1/ 3, found:	179.156	32	45.125	34.0938
Length  224/ 14, alignment  0/ 9, fail :	175.719	21.0312	33.7812	23.0625
Length  224/ 15, alignment  1/ 3, found:	179.625	30.4688	44.2812	36.375
Length  224/ 15, alignment  0/ 9, fail :	174	18.9688	33.2188	18.9688
Length  224/ 16, alignment  1/ 3, found:	257.156	635.031	63.5	120.281
Length  224/ 16, alignment  0/ 9, fail :	285.656	609.406	46.1562	117.094
Length  256/  1, alignment  1/ 3, found:	194.031	24	29.25	24
Length  256/  1, alignment  0/ 9, fail :	193.719	22	27.6875	20.7812
Length  256/  2, alignment  1/ 3, found:	252	98.4688	40.125	397.438
Length  256/  2, alignment  0/ 9, fail :	195.125	91.5938	39.6562	381.531
Length  256/  3, alignment  1/ 3, found:	258.344	156.344	50.125	176.594
Length  256/  3, alignment  0/ 9, fail :	247.375	144.594	55.1875	177.688
Length  256/  4, alignment  1/ 3, found:	288.844	174.594	45.125	209.812
Length  256/  4, alignment  0/ 9, fail :	288.406	161.281	44.0312	197.719
Length  256/  5, alignment  1/ 3, found:	242.812	678	49.625	205.375
Length  256/  5, alignment  0/ 9, fail :	223.5	641.031	45.8125	184.969
Length  256/  6, alignment  1/ 3, found:	218.719	153.594	46.625	165.062
Length  256/  6, alignment  0/ 9, fail :	191.688	129.375	45.5625	160.125
Length  256/  7, alignment  1/ 3, found:	295.75	149.562	62.0625	143.469
Length  256/  7, alignment  0/ 9, fail :	273.938	134.906	57.3438	138.094
Length  256/  8, alignment  1/ 3, found:	253.469	112.625	58.7812	136.75
Length  256/  8, alignment  0/ 9, fail :	225.969	91.1875	58.0938	131
Length  256/  9, alignment  1/ 3, found:	201.5	109.188	50.375	125.469
Length  256/  9, alignment  0/ 9, fail :	206.781	90.6875	47.5	123.938
Length  256/ 10, alignment  1/ 3, found:	195.219	111.219	49.3125	127
Length  256/ 10, alignment  0/ 9, fail :	192.5	89.4062	45.75	128.75
Length  256/ 11, alignment  1/ 3, found:	258.906	107.406	46.75	132.312
Length  256/ 11, alignment  0/ 9, fail :	206.375	90.1562	43.8125	127.062
Length  256/ 12, alignment  1/ 3, found:	230.156	107.781	58.875	119.594
Length  256/ 12, alignment  0/ 9, fail :	198.844	91.875	51.4375	121.281
