                       	basic_memmem	twoway_memmem	memmem
String 00000111110000022222, offset 63:	67.0195	12.4219	69.3633
String 00000111110000022222, offset 70:	71.0508	12.9336	74.7109
String 00000111110000022222, offset 77:	77.8711	12.5312	64.8203
String 00000111110000022222, offset 84:	80.543	12.9844	77.3555
String 00000111110000022222, offset 91:	85.7227	12.9531	68.0078
String 00000111110000022222, offset 98:	117.598	15.6758	83.6875
String 00000111110000022222, offset 105:	106.102	15.1289	75.668
String 00000111110000022222, offset 112:	110.805	15.0352	91.5117
String 00000111110000022222, offset 119:	121.945	15.582	77.3867
String 012345678901234567890, offset 0:	33.1797	12.8477	64.5195
String 012345678901234567890, offset 7:	55.5352	13.0703	64.0156
String 012345678901234567890, offset 14:	44.9219	13.0703	69.1836
String 012345678901234567890, offset 21:	50.2461	12.9844	59.4727
String 012345678901234567890, offset 28:	47.2109	11.2969	58.2695
String 012345678901234567890, offset 35:	51.4609	12.9297	61.8008
String 012345678901234567890, offset 42:	55.3125	12.5703	60.9453
String 012345678901234567890, offset 49:	60.8164	12.4609	60.6484
String 012345678901234567890, offset 56:	64.7227	12.5312	64.5273
String 012345678901234567890, offset 63:	68.5156	12.3711	62.9961
String 012345678901234567890, offset 70:	72.6094	13.4922	63.2656
String 012345678901234567890, offset 77:	104.09	14.9805	76.7773
String 012345678901234567890, offset 84:	93.9219	15.0234	75.082
String 012345678901234567890, offset 91:	99.3438	14.2578	91.7969
String 012345678901234567890, offset 98:	89.6836	14.3438	72.2891
String 012345678901234567890, offset 105:	142.199	20.9414	67.7578
String 012345678901234567890, offset 112:	101.602	13.0859	71.957
String 012345678901234567890, offset 119:	105.992	13.6562	73.5
String abc0, offset 0:	8.23828	11.4141	34.6406
String abc0, offset 7:	16.207	11.2773	39.5273
String abc0, offset 14:	17.918	11.4062	40.8555
String abc0, offset 21:	23.2578	11.1797	53.6172
String abc0, offset 28:	26.8516	11.168	48.7383
String abc0, offset 35:	47.1055	12.9375	52.8281
String abc0, offset 42:	52.3047	12.582	53.1992
String abc0, offset 49:	56.4922	12.4688	56.1211
String abc0, offset 56:	60.5625	12.4453	59.0039
String abc0, offset 63:	64.9766	13.3281	82.7344
String abc0, offset 70:	69.0156	13.4492	87.5273
String abc0, offset 77:	73.3242	12.5547	90.4883
String abc0, offset 84:	77.5195	13.0781	90.0547
String abc0, offset 91:	81.5938	12.2695	108.777
String abc0, offset 98:	85.8398	13.6562	108.77
String abc0, offset 105:	89.6875	13.0586	109.574
String abc0, offset 112:	93.5859	13.0312	149.652
String abc0, offset 119:	112.574	15.8672	136.227
String aaaa0, offset 0:	10.9297	13.0469	41.8125
String aaaa0, offset 7:	19.8828	12.9883	49.8086
String aaaa0, offset 14:	22.2656	13.0156	50.1484
String aaaa0, offset 21:	28.0469	15.4531	51.1641
String aaaa0, offset 28:	32.1172	12.8711	51.8594
String aaaa0, offset 35:	36.9727	14.6367	59.5664
String aaaa0, offset 42:	60.8984	14.6328	63.8047
String aaaa0, offset 49:	65.5469	14.9531	61.0742
String aaaa0, offset 56:	70.5625	13.9727	62.3359
String aaaa0, offset 63:	75.3516	14.2891	71.5586
String aaaa0, offset 70:	80.0586	14.7656	72.1211
String aaaa0, offset 77:	85.0703	15.0234	72.6016
String aaaa0, offset 84:	89.6328	14.4219	99.1719
String aaaa0, offset 91:	94.5117	15	111.836
String aaaa0, offset 98:	99.3359	15.6523	109.027
String aaaa0, offset 105:	106.488	15.0195	107.535
String aaaa0, offset 112:	108.805	15.082	111.289
String aaaa0, offset 119:	113.477	14.9883	121.578
String abcabc0, offset 0:	13.6328	13.0156	44.3008
String abcabc0, offset 7:	26.8164	20.9844	56.4297
String abcabc0, offset 14:	39.0586	17.4414	58.4062
String abcabc0, offset 21:	54.1016	21.0469	58.125
String abcabc0, offset 28:	63.9297	22.5508	68.5508
String abcabc0, offset 35:	76.9922	27.3125	86.3633
String abcabc0, offset 42:	216.664	26.0039	79.5078
String abcabc0, offset 49:	94.8242	14.7422	59.0117
String abcabc0, offset 56:	73.5469	15.0039	65.1758
String abcabc0, offset 63:	77.9219	14.2344	63.168
String abcabc0, offset 70:	82.5508	14.7656	67.6289
String abcabc0, offset 77:	87.8125	14.4023	65.5547
String abcabc0, offset 84:	92.3281	14.375	65.6953
String abcabc0, offset 91:	97.0391	14.9727	76.7539
String abcabc0, offset 98:	102.094	23.0977	100.227
String abcabc0, offset 105:	125.672	16.168	78.9648
String abcabc0, offset 112:	111.441	15.8242	83.0742
String abcabc0, offset 119:	116.09	16.2305	85.0859
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	2405.68	165.66	308.578
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	102728	43971.2	7078.64
String 6, offset 163838:	101057	3704.68	3556.84
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	965.777	201.844	145.074
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	903.773	485.539	132.551
String 9, offset 163838:	102230	3749.13	3653.2
String 7, offset 807:	530.422	23.1289	21.3008
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	21663.3	636.328	1319.21
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2509.4	1283.04	278.297
String 4, offset 163838:	101654	3653.54	3570.52
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	175.906	16.0977	81.2383
String WVU[0AH07J, offset 1381:	1133.51	111.645	329.508
String 0UYV, offset 49301:	31162.1	1180.25	25301.3
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	754.121	385.406	133.574
String 6, offset 163838:	102416	3858.6	3557.36
String 8, offset 163838:	102003	3762.34	3559.84
String 7BE4[2UF5MDRT1T, offset 7449:	4826.14	157.246	973.551
String DXW@APO2AZ, offset 147:	127.281	119.941	67.4336
String QM3J@OE3PY413DBMG, offset 3775:	3581.39	188.887	456.449
String FBD9RJ, offset 4458:	4538.05	2153.11	1442.12
String QXVG<8VKH, offset 91649:	117774	2182.05	18789.9
String 1, offset 2166:	1454.06	47.2109	45.3086
String 51TN, offset 9384:	6164.6	204.633	4749.3
String SLU8@<77JUVP6, offset 11601:	14121.6	429.492	1789.77
String 0, offset 163838:	102108	3752.95	3569.43
String 4, offset 163838:	101620	3856.3	3649.68
String BT98HTDMY[, offset 1755:	1557.59	638.664	351.59
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	680.848	344.664	136.621
String JRN3MYMI2TIZN[N9?, offset 2735:	2815.82	1221.9	330.906
String Y6, offset 18239:	22168.8	512.836	26047.3
String E=<X7S5<FAOI4, offset 2503:	2178.57	113.645	377.152
String 52BS3CUPU3KU@W2, offset 11268:	6927.52	214.129	1444.05
String Z6, offset 22605:	27972.7	658.434	32346.7
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	624.57	579.66	101.609
String 2, offset 611:	399.355	19.5625	18.043
String 6[GPB, offset 41469:	25642.4	938.281	16254.3
String DCZCEDI2, offset 3838:	3026.02	154.348	865.027
String F2LVAHH5, offset 59813:	76513.1	31214.3	14376.5
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1555.37	51.5	256.98
String AYESVW[9AU9O, offset 43093:	55344.8	1042.7	6533.62
String N1PJ@V0, offset 1961:	1665.23	87.3633	595.473
String JAPZ@SHK7, offset 5306:	5305.15	173.621	1094.48
String Y>WH@OQ7<<KG, offset 5489:	5535.63	161.508	855.438
String 8YK9Y4AX, offset 3077:	1958.42	85.625	696.328
String >Y9, offset 841:	720.977	52.3281	624.062
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7851.17	3315.87	609.066
String 5, offset 163838:	102581	3756.76	3638.73
String 0, offset 163838:	102133	3936.96	3633.71
String BO>@>1HVD9K=P4B, offset 1113:	1027.91	664.617	196.961
String X2R, offset 5662:	5594.04	158.055	4188.59
String AS7947JGV@, offset 84947:	110416	44960.1	17529.3
String N3USCOC@WE, offset 1455:	1236.34	966.363	354.211
String 5, offset 163838:	102645	3837.44	3635.11
String F0MWMCH, offset 119294:	155802	69969.3	34045.9
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	10849.8	5018.68	867.398
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	59903.7	1065.41	3825.53
String 1, offset 163838:	101345	3803.89	3648.73
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	797.082	32.6992	140.273
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44487.9	1782.89	7644.67
String 39UVL, offset 1426:	899.629	36.2227	555.281
String 8=Y, offset 4750:	2928.07	108.492	3445.39
String VGHAHB4GFVQ>1LQ, offset 220:	204.109	97.4297	77.2617
String <PFR0P=8FD5K, offset 1049:	804.949	96.5156	205.375
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3773.53	2042.95	403.961
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	67008.8	1469.46	5737.58
String 5, offset 45105:	27886.7	1038.23	790.84
String KDJ>=PADGH6RTYG?YF, offset 90440:	117569	52564	10912.6
String KNN==39, offset 1989:	1829.46	92.0898	678.02
String 0, offset 163838:	102347	3840.5	3650.56
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33474.5	14006.8	2072.63
String 2, offset 163838:	101670	3890.17	3647.64
String V5, offset 134:	110.609	40.5469	219.723
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	199707	97187.7	14495.6
String >DNAI<7R2=7KS, offset 80494:	103102	37877	13108.1
String FZ52=G=Y4?WC[9E, offset 612:	536.23	239.766	151.418
String 1, offset 163838:	102749	3823.21	3634.21
String GW0J=5640F1GEP, offset 14142:	16086.8	751.418	1820.83
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	107161	2219.7	8029.17
String @OKI?1[IIPRCZ9XH, offset 284:	235.77	112.867	101.301
String 1Z0, offset 5676:	3569.3	131.781	4284.68
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	17925.5	667.105	1087.55
String R<58, offset 303:	287.207	55.125	181.422
String 1>QG79OA55IUOD<9?1?K, offset 138567:	86382.1	3302.3	16234.2
String 804S@ERR@FE@L, offset 58219:	36395.8	1503.85	8962.54
String Z8, offset 20884:	26575.2	663.875	29775.7
String 1, offset 163838:	101218	3810.01	3637.17
String G=9, offset 192:	174.953	49.1562	170.398
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	188662	94107.3	14723.7
String 4, offset 163838:	102999	3747.85	3636.67
String K37<GE0P=EAC[U5, offset 97404:	126377	56895.2	14345.5
String DC9Y7?ZDXW@AP6V8Z, offset 140:	152.43	100.953	70.957
String 9, offset 163838:	102658	3947.14	3650.16
String OY2BY64YX@1BIE=5C39G5, offset 160474:	206998	3682.76	17797.4
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22663.5	593.086	1496.29
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	28615.8	791.293	2185.06
String G8K>X?PEKV[6CRO99[21, offset 454:	382.301	117.527	96.2695
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1392.42	141.285	199.797
String 14C7=EOB, offset 940:	611.113	29.4258	239.473
String 2[E, offset 574:	377.047	23.1133	423.188
String 6INY>8, offset 7757:	4782.36	164.625	2354.6
