                       	basic_strstr	twoway_strstr	__strstr_sse2_unaligned	__strstr_sse2
Length   96/ 16, alignment  1/ 3, found:	92.6562	22.375	36.25	24.0312
Length   96/ 16, alignment  0/ 9, fail :	90.625	14.0312	22.9375	14.5
Length  128/  1, alignment  1/ 3, found:	109.062	17.75	23.625	16.4375
Length  128/  1, alignment  0/ 9, fail :	109.938	17.0938	21.4688	14.8438
Length  128/  2, alignment  1/ 3, found:	130.875	97.25	31.0625	211.406
Length  128/  2, alignment  0/ 9, fail :	125.531	82.3125	30.75	197
Length  128/  3, alignment  1/ 3, found:	111.031	184.844	26.4062	200.312
Length  128/  3, alignment  0/ 9, fail :	145.312	166.344	29.4062	188.656
Length  128/  4, alignment  1/ 3, found:	121.594	116.031	36.125	137.438
Length  128/  4, alignment  0/ 9, fail :	120.781	96.5938	42.8438	126.719
Length  128/  5, alignment  1/ 3, found:	114.188	378.5	31.0312	132.438
Length  128/  5, alignment  0/ 9, fail :	108.625	382.875	38.0938	105.812
Length  128/  6, alignment  1/ 3, found:	111.312	130.094	36.3125	102.344
Length  128/  6, alignment  0/ 9, fail :	124.844	118.188	40.625	115.719
Length  128/  7, alignment  1/ 3, found:	121.906	81.9375	33.4688	81.875
Length  128/  7, alignment  0/ 9, fail :	115.688	67.5625	36.8438	78.4062
Length  128/  8, alignment  1/ 3, found:	164.438	182.688	34.5312	93.2188
Length  128/  8, alignment  0/ 9, fail :	157.844	157.844	28.1875	92.3125
Length  128/  9, alignment  1/ 3, found:	117.344	28.7188	31.75	28.1562
Length  128/  9, alignment  0/ 9, fail :	109.438	21.9062	28.9375	23.8125
Length  128/ 10, alignment  1/ 3, found:	108.062	270	37.0938	94.375
Length  128/ 10, alignment  0/ 9, fail :	98.1562	277.5	32.1875	91
Length  128/ 11, alignment  1/ 3, found:	102.281	359.281	32.8125	95.4062
Length  128/ 11, alignment  0/ 9, fail :	102.406	361.125	28.5312	92.5312
Length  128/ 12, alignment  1/ 3, found:	111.781	24.2812	35.5	29.2812
Length  128/ 12, alignment  0/ 9, fail :	109.844	23.4688	28.25	22.8125
Length  128/ 13, alignment  1/ 3, found:	104.375	348.031	33.0312	92.9688
Length  128/ 13, alignment  0/ 9, fail :	99.8125	348	28.5	88.7812
Length  128/ 14, alignment  1/ 3, found:	120.469	302.625	39.2812	95.3125
Length  128/ 14, alignment  0/ 9, fail :	173.125	298.719	31.9375	90.9375
Length  128/ 15, alignment  1/ 3, found:	116.594	360.5	33.3438	93.4062
Length  128/ 15, alignment  0/ 9, fail :	115.312	351.438	28.0625	87.625
Length  128/ 16, alignment  1/ 3, found:	102.719	125.781	34.7188	95.75
Length  128/ 16, alignment  0/ 9, fail :	104.188	101.062	28.1875	94.375
Length  160/  1, alignment  1/ 3, found:	131.375	26.0938	23.75	22.1875
Length  160/  1, alignment  0/ 9, fail :	130.188	22.1875	21.5	19.0625
Length  160/  2, alignment  1/ 3, found:	166.344	198.969	29.7812	161.469
Length  160/  2, alignment  0/ 9, fail :	160.312	175.219	28.3438	151.375
Length  160/  3, alignment  1/ 3, found:	147.375	118.438	45.5	238.25
Length  160/  3, alignment  0/ 9, fail :	142.531	100.312	40.4375	229.438
Length  160/  4, alignment  1/ 3, found:	140.812	237.125	50.25	174.031
Length  160/  4, alignment  0/ 9, fail :	147.344	214.25	44.8125	162.031
Length  160/  5, alignment  1/ 3, found:	143.656	154.25	41.8125	149.156
Length  160/  5, alignment  0/ 9, fail :	131.094	127.188	36.9375	132.25
Length  160/  6, alignment  1/ 3, found:	164.375	213.438	45.5625	125.344
Length  160/  6, alignment  0/ 9, fail :	131.156	190.125	39.9688	121.094
Length  160/  7, alignment  1/ 3, found:	156.531	299.656	45.6875	123.312
Length  160/  7, alignment  0/ 9, fail :	148.344	275.969	38.0938	118.375
Length  160/  8, alignment  1/ 3, found:	149.469	422.594	49.4375	124.625
Length  160/  8, alignment  0/ 9, fail :	138.375	382.875	40.6562	115.469
Length  160/  9, alignment  1/ 3, found:	149.469	399.344	45.3125	118.312
Length  160/  9, alignment  0/ 9, fail :	138.906	365.719	33.5625	111.531
Length  160/ 10, alignment  1/ 3, found:	150.438	477.406	52.4062	121.469
Length  160/ 10, alignment  0/ 9, fail :	131.125	434.781	41.0625	110.156
Length  160/ 11, alignment  1/ 3, found:	148.281	431.625	42.0625	99.1875
Length  160/ 11, alignment  0/ 9, fail :	151.875	388.844	28.9062	96.9375
Length  160/ 12, alignment  1/ 3, found:	161.969	346.312	39.8125	97.8438
Length  160/ 12, alignment  0/ 9, fail :	164.625	300.469	29.2812	94.5625
Length  160/ 13, alignment  1/ 3, found:	190.844	471.906	65.1875	100.125
Length  160/ 13, alignment  0/ 9, fail :	183.75	444.25	51.0625	99.125
Length  160/ 14, alignment  1/ 3, found:	177.75	424.812	60.1875	102.281
Length  160/ 14, alignment  0/ 9, fail :	139.406	415.188	44.25	95.9375
Length  160/ 15, alignment  1/ 3, found:	138.969	458.406	57.0938	103.5
Length  160/ 15, alignment  0/ 9, fail :	139.281	449.594	44.0938	102.781
Length  160/ 16, alignment  1/ 3, found:	154.812	431.781	67.1562	107.344
Length  160/ 16, alignment  0/ 9, fail :	185.969	414.688	47.4062	103.469
Length  192/  1, alignment  1/ 3, found:	152	24.9062	24.9688	21.9375
Length  192/  1, alignment  0/ 9, fail :	151.875	22.8125	25.4688	20.1562
Length  192/  2, alignment  1/ 3, found:	150.75	33.4688	36.75	25.7812
Length  192/  2, alignment  0/ 9, fail :	149.625	20.7188	34.2812	21.0938
Length  192/  3, alignment  1/ 3, found:	148.094	30.125	35.875	32.25
Length  192/  3, alignment  0/ 9, fail :	149.094	19.2188	33.2188	19.0938
Length  192/  4, alignment  1/ 3, found:	202.656	221.844	32.9688	177.094
Length  192/  4, alignment  0/ 9, fail :	168.562	199.625	32.4375	163.875
Length  192/  5, alignment  1/ 3, found:	269.844	405.562	34.8438	132.688
Length  192/  5, alignment  0/ 9, fail :	183.844	391.188	33.3438	128.344
Length  192/  6, alignment  1/ 3, found:	177.562	469.75	39.875	142.25
Length  192/  6, alignment  0/ 9, fail :	159.375	458.469	41.8125	131.188
Length  192/  7, alignment  1/ 3, found:	174.469	484.906	56.2812	129.812
Length  192/  7, alignment  0/ 9, fail :	150.25	460.938	50.6875	120.594
Length  192/  8, alignment  1/ 3, found:	223.25	528.344	42.4062	130.781
Length  192/  8, alignment  0/ 9, fail :	220.469	509.344	48.2188	125.75
Length  192/  9, alignment  1/ 3, found:	164.875	101.344	40.75	83.4375
Length  192/  9, alignment  0/ 9, fail :	151.438	88.7188	45.625	78.8438
Length  192/ 10, alignment  1/ 3, found:	183.125	109.312	40.625	94.0938
Length  192/ 10, alignment  0/ 9, fail :	159.188	95.375	42.9062	86.4375
Length  192/ 11, alignment  1/ 3, found:	150.688	32.625	39.5938	35.1562
Length  192/ 11, alignment  0/ 9, fail :	150.969	86.6875	44.0312	78.875
Length  192/ 12, alignment  1/ 3, found:	201.875	288.906	46.6875	113.156
Length  192/ 12, alignment  0/ 9, fail :	200.625	274.938	42	106.969
Length  192/ 13, alignment  1/ 3, found:	183.719	148.406	41.25	107.031
Length  192/ 13, alignment  0/ 9, fail :	174.969	139.406	31.4062	96.9062
Length  192/ 14, alignment  1/ 3, found:	151.531	29.9688	40.8125	32.625
Length  192/ 14, alignment  0/ 9, fail :	150.562	19.4688	32.2188	23.9375
Length  192/ 15, alignment  1/ 3, found:	150.75	30.5625	39.7812	30.6562
Length  192/ 15, alignment  0/ 9, fail :	149.031	18.75	32.5625	19.125
Length  192/ 16, alignment  1/ 3, found:	149.031	28.625	40.4062	30.1562
Length  192/ 16, alignment  0/ 9, fail :	149.469	18.5625	33.4375	19.25
Length  224/  1, alignment  1/ 3, found:	170.781	22.375	26.5625	21.5625
Length  224/  1, alignment  0/ 9, fail :	170.062	20.4688	23.8438	17.9375
Length  224/  2, alignment  1/ 3, found:	203.344	229.438	35.4375	327.594
Length  224/  2, alignment  0/ 9, fail :	192.219	212.219	33.5312	311.781
Length  224/  3, alignment  1/ 3, found:	198.844	418.031	55.0625	309.375
Length  224/  3, alignment  0/ 9, fail :	175	417.344	51.375	297.188
Length  224/  4, alignment  1/ 3, found:	200.812	320.719	40.75	176.625
Length  224/  4, alignment  0/ 9, fail :	190.469	304.094	33.6875	212.906
Length  224/  5, alignment  1/ 3, found:	234.75	190.812	39.75	118.5
Length  224/  5, alignment  0/ 9, fail :	225.438	170.344	33.75	107.344
Length  224/  6, alignment  1/ 3, found:	231.281	336.906	64.1875	156.344
Length  224/  6, alignment  0/ 9, fail :	218.125	330.406	55	146.188
Length  224/  7, alignment  1/ 3, found:	196.312	85.375	46.9688	149.156
Length  224/  7, alignment  0/ 9, fail :	188.656	84.5938	38.0625	132.844
Length  224/  8, alignment  1/ 3, found:	187.25	87.4062	46.4375	146.594
Length  224/  8, alignment  0/ 9, fail :	179.156	82.4375	37.5312	112.781
Length  224/  9, alignment  1/ 3, found:	245.875	495.969	57.4688	127.438
Length  224/  9, alignment  0/ 9, fail :	190.75	493.312	46.125	114.438
Length  224/ 10, alignment  1/ 3, found:	207.969	592.875	42.375	113.125
Length  224/ 10, alignment  0/ 9, fail :	188.656	601.938	33.7812	110.562
Length  224/ 11, alignment  1/ 3, found:	197.656	599.406	58.6875	114.625
Length  224/ 11, alignment  0/ 9, fail :	197.906	589.906	45.1875	109
Length  224/ 12, alignment  1/ 3, found:	259.812	588.375	45.3125	109.969
Length  224/ 12, alignment  0/ 9, fail :	203.75	578.781	33.5938	109.625
Length  224/ 13, alignment  1/ 3, found:	175.656	38.4688	42.5312	33.4375
Length  224/ 13, alignment  0/ 9, fail :	172.719	28.1875	33.1875	30.2188
Length  224/ 14, alignment  1/ 3, found:	174.75	31.125	44.875	32.9688
Length  224/ 14, alignment  0/ 9, fail :	170.531	21.0938	33.25	22.4688
Length  224/ 15, alignment  1/ 3, found:	170.656	29.9062	43.5312	31.4375
Length  224/ 15, alignment  0/ 9, fail :	169.875	18.6875	33.5	20.5312
Length  224/ 16, alignment  1/ 3, found:	240.312	623.938	64	118.125
Length  224/ 16, alignment  0/ 9, fail :	273.75	600.531	47.4375	114.062
Length  256/  1, alignment  1/ 3, found:	191.094	21.9375	28.9688	22.625
Length  256/  1, alignment  0/ 9, fail :	188.781	22.125	30	21.2188
Length  256/  2, alignment  1/ 3, found:	245.219	99.5312	40.4375	389.781
Length  256/  2, alignment  0/ 9, fail :	189.594	86.8125	39.1562	373.406
Length  256/  3, alignment  1/ 3, found:	259.938	152.844	52.0938	179
Length  256/  3, alignment  0/ 9, fail :	239.094	139.969	56.5625	168.469
Length  256/  4, alignment  1/ 3, found:	292.75	171.094	47.5938	204.438
Length  256/  4, alignment  0/ 9, fail :	283.188	155.438	41.8438	193.531
Length  256/  5, alignment  1/ 3, found:	241.219	663.469	47.1875	190.062
Length  256/  5, alignment  0/ 9, fail :	208.531	628.719	47.25	183.812
Length  256/  6, alignment  1/ 3, found:	227.25	149.438	45.625	191
Length  256/  6, alignment  0/ 9, fail :	194.156	125.531	44.6562	156.031
Length  256/  7, alignment  1/ 3, found:	278	144.406	65.0312	144.844
Length  256/  7, alignment  0/ 9, fail :	286.125	127.938	58.3125	139.469
Length  256/  8, alignment  1/ 3, found:	250.062	109.312	62.7188	131.312
Length  256/  8, alignment  0/ 9, fail :	223.438	92.9062	55.125	133.438
Length  256/  9, alignment  1/ 3, found:	209.25	105.719	52.7812	148.906
Length  256/  9, alignment  0/ 9, fail :	189.969	88.9688	45.4375	137.875
Length  256/ 10, alignment  1/ 3, found:	222.188	112.844	47.7188	130.469
Length  256/ 10, alignment  0/ 9, fail :	213.531	91	44.3125	128.688
Length  256/ 11, alignment  1/ 3, found:	254.938	108.188	46.5938	128.25
Length  256/ 11, alignment  0/ 9, fail :	198.969	91.1875	41.9062	125.656
Length  256/ 12, alignment  1/ 3, found:	304.938	105.5	52.9062	116.219
Length  256/ 12, alignment  0/ 9, fail :	201.469	94.0938	49.8125	113.562
Length  256/ 13, alignment  1/ 3, found:	233.312	245.062	44.8438	112.562
Length  256/ 13, alignment  0/ 9, fail :	244.031	219.844	41.25	110.594
Length  256/ 14, alignment  1/ 3, found:	264.938	159.375	48.8438	111.469
Length  256/ 14, alignment  0/ 9, fail :	261.625	137.375	39.0938	104.594
Length  256/ 15, alignment  1/ 3, found:	218.25	152.594	44.375	107.844
Length  256/ 15, alignment  0/ 9, fail :	219.938	129.531	37.5625	104.688
Length  256/ 16, alignment  1/ 3, found:	190.031	30.8438	44.75	35.0938
Length  256/ 16, alignment  0/ 9, fail :	188.625	20.0938	37.8125	22.1875
Length  256/ 16, alignment  1/11, found:	186.062	31.375	43.7812	32
Length  256/ 16, alignment 14/ 5, fail :	189.156	19.6562	37	20.2188
Length  256/ 32, alignment  1/11, found:	222.188	486.219	79.1562	156.406
Length  256/ 32, alignment 14/ 5, fail :	213.656	410.688	37.7188	139.156
Length  256/ 64, alignment  1/11, found:	284.594	652	129.094	200.438
Length  256/ 64, alignment 14/ 5, fail :	284.031	561.719	53.7188	191.031
Length  256/128, alignment  1/11, found:	255	1041.25	148.219	292.531
Length  256/128, alignment 14/ 5, fail :	325.281	855.719	37	274.438
Length  256/256, alignment  1/11, found:	197.969	49.0938	203.75	48.5312
Length  256/256, alignment 14/ 5, fail :	249.969	35.3438	51.0312	40.4375
Length  512/ 16, alignment  1/11, found:	420.75	988.031	67.9375	201
Length  512/ 16, alignment 14/ 5, fail :	436.031	944.625	59	184.594
Length  512/ 32, alignment  1/11, found:	481.062	686.406	102.594	172.281
Length  512/ 32, alignment 14/ 5, fail :	414.312	606.75	75.5938	154.875
Length  512/ 64, alignment  1/11, found:	574.406	735.594	165.75	205.125
Length  512/ 64, alignment 14/ 5, fail :	385.094	595.938	84.1875	197.875
Length  512/128, alignment  1/11, found:	552.75	1034.75	175.781	314.688
Length  512/128, alignment 14/ 5, fail :	482.719	854.062	71.5625	288
Length  512/256, alignment  1/11, found:	483.375	1882.25	272.312	504.469
Length  512/256, alignment 14/ 5, fail :	420.406	1469.31	109.219	487.75
Length 1024/ 16, alignment  1/11, found:	1120.03	2666.91	184.656	268.438
Length 1024/ 16, alignment 14/ 5, fail :	821.25	2606.12	168.75	245.375
Length 1024/ 32, alignment  1/11, found:	1351.59	914.594	185.219	277.25
Length 1024/ 32, alignment 14/ 5, fail :	1074.47	822.844	135.375	267.5
Length 1024/ 64, alignment  1/11, found:	1120.41	1051.72	279.062	256.625
Length 1024/ 64, alignment 14/ 5, fail :	838.469	979.469	218.688	246.438
Length 1024/128, alignment  1/11, found:	1174.41	1375.47	233	341.312
Length 1024/128, alignment 14/ 5, fail :	808.312	1154.62	253.156	324
Length 1024/256, alignment  1/11, found:	1210.03	1857	343.125	528.188
Length 1024/256, alignment 14/ 5, fail :	1118.59	1533.69	153.75	516.406
Length 2048/ 16, alignment  1/11, found:	2484.72	5655.09	267.812	557.438
Length 2048/ 16, alignment 14/ 5, fail :	2311.81	5564.84	265.5	518.938
Length 2048/ 32, alignment  1/11, found:	2436.94	1599.56	305.312	457.906
Length 2048/ 32, alignment 14/ 5, fail :	2422.94	1263.56	278.688	390.688
Length 2048/ 64, alignment  1/11, found:	2416.84	1399.94	318.938	438.594
Length 2048/ 64, alignment 14/ 5, fail :	2119.59	1205.88	270	404.469
Length 2048/128, alignment  1/11, found:	2492.56	1926.75	595.281	519.938
Length 2048/128, alignment 14/ 5, fail :	1938.12	1763.66	453.719	490.969
Length 2048/256, alignment  1/11, found:	2607.16	2533.25	565.25	643.062
Length 2048/256, alignment 14/ 5, fail :	1890.53	2135.25	388.625	602.562
Length 4096/ 16, alignment  1/11, found:	3770	12282.5	724.375	990.688
Length 4096/ 16, alignment 14/ 5, fail :	3879.22	11821.4	625.875	863.969
Length 4096/ 32, alignment  1/11, found:	4916.84	2920.44	685.406	812.812
Length 4096/ 32, alignment 14/ 5, fail :	4967.97	2800.25	664.344	808.844
Length 4096/ 64, alignment  1/11, found:	5042.44	2505.06	843.188	754.719
Length 4096/ 64, alignment 14/ 5, fail :	3893.72	2317.69	723.812	616.312
Length 4096/128, alignment  1/11, found:	4830.56	2231.31	786	555.406
Length 4096/128, alignment 14/ 5, fail :	4392.5	2540.66	994.812	781.062
Length 4096/256, alignment  1/11, found:	5179.47	3102.78	1222.31	965.344
Length 4096/256, alignment 14/ 5, fail :	6418.22	3544.78	1115.22	1058.75
Length 8192/ 16, alignment  1/11, found:	10385.6	23652.8	1272.31	1384.41
Length 8192/ 16, alignment 14/ 5, fail :	6720.75	23069.3	1111.41	1327.31
Length 8192/ 32, alignment  1/11, found:	7267.34	4916.84	929.781	1110.78
Length 8192/ 32, alignment 14/ 5, fail :	6371.47	4354	898.469	1073.53
Length 8192/ 64, alignment  1/11, found:	7252.56	3135.62	1387.56	858.906
Length 8192/ 64, alignment 14/ 5, fail :	6467.09	2804.41	1240.16	815.188
Length 8192/128, alignment  1/11, found:	11577.5	4629.16	2052.5	1089.19
Length 8192/128, alignment 14/ 5, fail :	9290.62	3456.41	1266.16	943.125
Length 8192/256, alignment  1/11, found:	7489.78	4053.16	2005.66	1369.44
Length 8192/256, alignment 14/ 5, fail :	7164.16	3596.5	1851.81	1314.81
Length 16384/ 16, alignment  1/11, found:	18189.5	1678.75	2147.19	2860.75
Length 16384/ 16, alignment 14/ 5, fail :	18693.4	2129	3238.94	4343.62
Length 16384/ 32, alignment  1/11, found:	16042.2	8418.88	2171.62	2468.97
Length 16384/ 32, alignment 14/ 5, fail :	14700.8	8247.09	2440.22	50468.5
Length 16384/ 64, alignment  1/11, found:	22675.6	6460.19	3541.75	2498.66
Length 16384/ 64, alignment 14/ 5, fail :	22441.6	6097.34	3413.62	2463.62
Length 16384/128, alignment  1/11, found:	21257.5	6041.75	2843.69	2418.94
Length 16384/128, alignment 14/ 5, fail :	15113.4	5562	2789.91	2414.06
Length 16384/256, alignment  1/11, found:	16400.3	5705.97	3630.84	2319.22
Length 16384/256, alignment 14/ 5, fail :	14100.4	5199.53	3380.94	2224.97
Length 32768/ 16, alignment  1/11, found:	30628	94187.4	6954.5	6727.22
Length 32768/ 16, alignment 14/ 5, fail :	27357.7	91692.1	6694.41	6529.56
Length 32768/ 32, alignment  1/11, found:	24658.5	18325.7	4105.56	5179.06
Length 32768/ 32, alignment 14/ 5, fail :	24542.1	17989.8	4124.22	5142.12
Length 32768/ 64, alignment  1/11, found:	27194.3	15376.7	6343.56	3447.16
Length 32768/ 64, alignment 14/ 5, fail :	24701.4	14346.3	6359.31	3319.16
Length 32768/128, alignment  1/11, found:	28717.8	15635.5	5376.41	4248.69
Length 32768/128, alignment 14/ 5, fail :	28345	15210.1	5398.16	4165.5
Length 32768/256, alignment  1/11, found:	27572.6	12649.1	7481.44	3793.25
Length 32768/256, alignment 14/ 5, fail :	27224.8	11688.3	7356.47	3644.59
Length 65536/ 16, alignment  1/11, found:	55596.7	189314	6298.16	14362.8
Length 65536/ 16, alignment 14/ 5, fail :	52900.9	191595	8621.41	14039.8
Length 65536/ 32, alignment  1/11, found:	52138.8	34740	7099.69	7387.56
Length 65536/ 32, alignment 14/ 5, fail :	50840.9	34729.4	7041.34	7614.38
Length 65536/ 64, alignment  1/11, found:	55788.1	30678.6	11513	7303.09
Length 65536/ 64, alignment 14/ 5, fail :	52033	30328.6	11265.6	7249.56
Length 65536/128, alignment  1/11, found:	53114.1	18449.9	12385.6	7127.78
Length 65536/128, alignment 14/ 5, fail :	54139.2	17367.7	12253.4	6982.41
Length 65536/256, alignment  1/11, found:	76098	15895.9	18308.6	5297.12
Length 65536/256, alignment 14/ 5, fail :	75931.7	15673.3	17880.1	5169.62
Length 65536/ 64, complex needle 1:	1.76981e+06	28948.6	538042	529190
Length 65536/ 64, complex needle 2:	2.15329e+06	169486	634092	603838
Length 65536/ 64, complex needle 3:	598691	963401	260700	11213.9
Length 65536/256, complex needle 1:	4.73171e+06	19893.5	636870	620369
Length 65536/256, complex needle 2:	6.66557e+06	153612	652118	619507
Length 65536/256, complex needle 3:	593231	958002	259520	4827.44
Length 65536/1024, complex needle 1:	2.03374e+07	11308.7	112208	12399.3
Length 65536/1024, complex needle 2:	2.25936e+07	152742	201770	157189
Length 65536/1024, complex needle 3:	608993	959280	252082	950618
