                       	basic_memmem	twoway_memmem	memmem
String 0123456789, offset 28:	34.7812	11.1445	48.5625
String 0123456789, offset 35:	55.9219	13	47.2109
String 0123456789, offset 42:	59.4375	12.5312	49.1211
String 0123456789, offset 49:	63.1523	13.0156	49.8555
String 0123456789, offset 56:	67.4023	12.4102	53.1172
String 0123456789, offset 63:	71.8203	12.3555	53.9492
String 0123456789, offset 70:	75.8438	12.9453	54.1328
String 0123456789, offset 77:	80.1836	13.0703	56.582
String 0123456789, offset 84:	84.332	13.0312	57.4727
String 0123456789, offset 91:	88.25	12.4297	58.3281
String 0123456789, offset 98:	92.9375	13.4102	55.1523
String 0123456789, offset 105:	96.707	13.7617	59.8281
String 0123456789, offset 112:	100.801	13.1719	60.5898
String 0123456789, offset 119:	105.27	13.0078	60.7383
String 0000111100001111, offset 0:	22.8203	11.168	50.4492
String 0000111100001111, offset 7:	30.8281	11.5898	51.4219
String 0000111100001111, offset 14:	32.4453	11.3359	68.7773
String 0000111100001111, offset 21:	36.8555	11.5547	59.2266
String 0000111100001111, offset 28:	50.0625	11.2812	64.9922
String 0000111100001111, offset 35:	51.7539	13.2852	61.332
String 0000111100001111, offset 42:	66.1133	12.4219	59.8477
String 0000111100001111, offset 49:	70.3711	12.4141	55.4922
String 0000111100001111, offset 56:	74.5898	12.3984	60.5391
String 0000111100001111, offset 63:	78.75	12.9883	56.5078
String 0000111100001111, offset 70:	82.6641	13.0547	67.5273
String 0000111100001111, offset 77:	87.2422	12.9375	68.1758
String 0000111100001111, offset 84:	91.1406	12.6484	64.3359
String 0000111100001111, offset 91:	95.4258	13.1016	60.4141
String 0000111100001111, offset 98:	99.707	13.125	62.2266
String 0000111100001111, offset 105:	103.684	13.625	59.9727
String 0000111100001111, offset 112:	108.059	13.0586	61.1719
String 0000111100001111, offset 119:	112.199	13.3438	81.0977
String 00000111110000022222, offset 0:	27.3906	11.4297	53.3398
String 00000111110000022222, offset 7:	35.3047	11.6445	63.0898
String 00000111110000022222, offset 14:	37.8203	11.2695	55.25
String 00000111110000022222, offset 21:	41.9883	11.7383	62.6797
String 00000111110000022222, offset 28:	45.4453	11.2969	56.9766
String 00000111110000022222, offset 35:	49.6797	13.625	62.6719
String 00000111110000022222, offset 42:	54.5117	12.6367	58.5898
String 00000111110000022222, offset 49:	57.9844	12.4492	63.2344
String 00000111110000022222, offset 56:	62.3867	12.4375	76.3047
String 00000111110000022222, offset 63:	66.4492	12.3828	67.2578
String 00000111110000022222, offset 70:	71.75	13.0547	74.4336
String 00000111110000022222, offset 77:	76.4492	15.5469	75.2344
String 00000111110000022222, offset 84:	93.2461	14.1953	88.0352
String 00000111110000022222, offset 91:	140.773	12.5234	64.8516
String 00000111110000022222, offset 98:	88.0469	13.2695	76.2305
String 00000111110000022222, offset 105:	93.3984	14.8125	66.2109
String 00000111110000022222, offset 112:	96.3047	13.6172	75.7891
String 00000111110000022222, offset 119:	101.434	13.2109	68.168
String 012345678901234567890, offset 0:	32.3281	11.4297	55.6836
String 012345678901234567890, offset 7:	37.7188	11.375	55.5898
String 012345678901234567890, offset 14:	38.7266	11.1758	61.7891
String 012345678901234567890, offset 21:	43.168	11.3359	59.1055
String 012345678901234567890, offset 28:	46.7891	11.2578	61.0938
String 012345678901234567890, offset 35:	50.7656	12.9648	64.4219
String 012345678901234567890, offset 42:	55.1484	13.1016	60.8125
String 012345678901234567890, offset 49:	59.8984	13.0547	61.6562
String 012345678901234567890, offset 56:	64.1445	12.1602	64.25
String 012345678901234567890, offset 63:	69.3086	12.4062	84.9141
String 012345678901234567890, offset 70:	83.8125	15.3906	73.2852
String 012345678901234567890, offset 77:	88.9453	15.1523	79.8438
String 012345678901234567890, offset 84:	93.8398	14.8828	74.7422
String 012345678901234567890, offset 91:	98.0664	14.8438	82.918
String 012345678901234567890, offset 98:	103.418	15.3086	79.0195
String 012345678901234567890, offset 105:	107.289	15.6602	77.1641
String 012345678901234567890, offset 112:	122.125	13.2461	72.8086
String 012345678901234567890, offset 119:	101.824	13.6875	71.3672
String abc0, offset 0:	8.24609	11.418	34.6523
String abc0, offset 7:	16.1211	11.2539	40.3281
String abc0, offset 14:	17.8242	11.3125	42.1484
String abc0, offset 21:	22.3438	11.2305	45.6797
String abc0, offset 28:	26.8047	11.3359	48.6172
String abc0, offset 35:	40.9688	13.0078	52.2617
String abc0, offset 42:	52.793	12.5391	55.75
String abc0, offset 49:	55.9648	12.5156	55.8828
String abc0, offset 56:	86.7031	17.2852	91.1016
String abc0, offset 63:	101.348	18.5742	98.5859
String abc0, offset 70:	106.109	18.9336	118.863
String abc0, offset 77:	102.594	16.1172	95.2969
String abc0, offset 84:	103.059	19.4375	120.664
String abc0, offset 91:	110.801	16.0977	106.148
String abc0, offset 98:	85.8477	13.8555	113.645
String abc0, offset 105:	89.9883	13.0859	110.223
String abc0, offset 112:	94.3555	13.0469	115.914
String abc0, offset 119:	98.4609	13.0312	117.832
String aaaa0, offset 0:	9.66797	12.0703	36.3828
String aaaa0, offset 7:	17.2852	11.3086	42.8281
String aaaa0, offset 14:	19.3906	11.9219	42.8945
String aaaa0, offset 21:	23.7695	11.2656	44.4922
String aaaa0, offset 28:	28.5352	11.3047	44.9609
String aaaa0, offset 35:	32.3555	13.3867	52.7773
String aaaa0, offset 42:	46.7734	12.2266	53.5938
String aaaa0, offset 49:	57.4141	13.0469	73.9766
String aaaa0, offset 56:	70.5273	14.4258	61.5508
String aaaa0, offset 63:	75.1602	14.8438	71.1016
String aaaa0, offset 70:	80.0586	15.7617	70.8438
String aaaa0, offset 77:	84.625	14.7891	71.707
String aaaa0, offset 84:	89.5391	14.3398	96.8633
String aaaa0, offset 91:	94.3438	14.2812	113.379
String aaaa0, offset 98:	99.0859	15.6914	110.766
String aaaa0, offset 105:	103.766	15.6133	112.836
String aaaa0, offset 112:	108.762	14.9453	109.715
String aaaa0, offset 119:	113.719	14.8906	121.605
String abcabc0, offset 0:	13.6328	13.0391	44.1602
String abcabc0, offset 7:	22.6562	12.8398	47.0664
String abcabc0, offset 14:	24.7109	13.4961	48.1289
String abcabc0, offset 21:	29.7266	13.0156	49.8242
String abcabc0, offset 28:	44.1602	12.8242	56.5938
String abcabc0, offset 35:	59.1562	15.0195	55.8672
String abcabc0, offset 42:	66.1406	14.457	60.0508
String abcabc0, offset 49:	71.3945	14.9609	59.0273
String abcabc0, offset 56:	75.9922	14.9883	60.6367
String abcabc0, offset 63:	77.9219	15.9844	62.1719
String abcabc0, offset 70:	85.5547	14.7891	64.4844
String abcabc0, offset 77:	87.9297	14.4453	65.9336
String abcabc0, offset 84:	92.582	14.3633	63.9062
String abcabc0, offset 91:	99.8516	14.4805	74.9492
String abcabc0, offset 98:	104.516	15.1289	76.6133
String abcabc0, offset 105:	109.27	14.9922	78.4961
String abcabc0, offset 112:	114.25	15.5664	109.5
String abcabc0, offset 119:	143.602	24.2383	258.273
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	2913.58	191.109	353.129
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	102134	46045.5	7133
String 6, offset 163838:	102148	3721.37	3558.54
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	943.176	165.227	128.793
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	919.758	524.855	148.918
String 9, offset 163838:	100673	3743.06	3846.43
String 7, offset 807:	519.227	23.1211	20.9531
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	21357.9	620.523	1201.09
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2239.97	1254.62	273.281
String 4, offset 163838:	102337	3859.74	3649
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	166.082	15.3047	76.7383
String WVU[0AH07J, offset 1381:	1074.96	102.145	324.934
String 0UYV, offset 49301:	30957.2	1153.86	25221.1
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	776.066	375.211	137.793
String 6, offset 163838:	102667	3795.79	3581.68
String 8, offset 163838:	102357	3907.84	3636.5
String 7BE4[2UF5MDRT1T, offset 7449:	4695.7	162.035	972.184
String DXW@APO2AZ, offset 147:	124.828	119.25	67.457
String QM3J@OE3PY413DBMG, offset 3775:	3568.07	187.055	448.156
String FBD9RJ, offset 4458:	4598.8	2181.27	1451.75
String QXVG<8VKH, offset 91649:	118074	2223.02	18933.2
String 1, offset 2166:	1379.2	45.4297	45.4141
String 51TN, offset 9384:	5893.27	192.547	4834.81
String SLU8@<77JUVP6, offset 11601:	13575.7	427.508	1785.76
String 0, offset 163838:	102160	3816.06	3650.8
String 4, offset 163838:	102003	3750.95	3637.98
String BT98HTDMY[, offset 1755:	1493.46	638.266	349.656
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	641.227	343.328	136.344
String JRN3MYMI2TIZN[N9?, offset 2735:	2537.53	1373.15	417.238
String Y6, offset 18239:	21765	468.922	25720.1
String E=<X7S5<FAOI4, offset 2503:	2304.85	148.09	381.926
String 52BS3CUPU3KU@W2, offset 11268:	7080.56	225.734	1382.11
String Z6, offset 22605:	28575.5	636.445	31990
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	617.695	577.266	140.352
String 2, offset 611:	399.496	19.6602	18.1484
String 6[GPB, offset 41469:	25587.3	879.723	16430.9
String DCZCEDI2, offset 3838:	3034.08	157.406	877.402
String F2LVAHH5, offset 59813:	76946.9	31787.5	14499.3
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1554.77	52.6445	257.02
String AYESVW[9AU9O, offset 43093:	55471.9	1036.38	6813.12
String N1PJ@V0, offset 1961:	1611.12	83.457	596.656
String JAPZ@SHK7, offset 5306:	5363.31	180.66	1087.8
String Y>WH@OQ7<<KG, offset 5489:	5576.65	161.762	843.168
String 8YK9Y4AX, offset 3077:	1958.8	90.0859	678.047
String >Y9, offset 841:	732.211	55.0508	624.285
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7694.07	3327.74	614.203
String 5, offset 163838:	102158	3834.07	3649.79
String 0, offset 163838:	102031	3766.28	3622.76
String BO>@>1HVD9K=P4B, offset 1113:	993.047	665.508	199.73
String X2R, offset 5662:	5716.56	163.914	4196.65
String AS7947JGV@, offset 84947:	110309	45116.3	16905.8
String N3USCOC@WE, offset 1455:	1240.37	967.156	354.133
String 5, offset 163838:	102419	3837.35	3651.11
String F0MWMCH, offset 119294:	155701	70672.3	33238.1
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	10828	5013.78	868.633
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60134.7	1056.46	3839.3
String 1, offset 163838:	101463	3806.72	3637.7
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	805.676	34.332	138.527
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44625.6	1738.18	7657.04
String 39UVL, offset 1426:	920.234	38.0039	582.934
String 8=Y, offset 4750:	2992.75	114.07	3411.39
String VGHAHB4GFVQ>1LQ, offset 220:	202.477	99.0039	74.5547
String <PFR0P=8FD5K, offset 1049:	792.922	97.0156	199.887
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3665.27	1998.32	391.273
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	67776.1	1512.38	5732.58
String 5, offset 45105:	28100.9	953.512	805.508
String KDJ>=PADGH6RTYG?YF, offset 90440:	116368	49075.1	10638.5
String KNN==39, offset 1989:	1868.71	94.3242	676.461
String 0, offset 163838:	102352	3810.16	3638.33
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33772.1	13851.4	2068.11
String 2, offset 163838:	101730	3794.23	3729.65
String V5, offset 134:	115.598	38.4805	224.949
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	200134	97873.3	14537.1
String >DNAI<7R2=7KS, offset 80494:	103333	37313.2	12504
String FZ52=G=Y4?WC[9E, offset 612:	502.176	235.355	146.926
String 1, offset 163838:	103399	3770.13	3675.7
String GW0J=5640F1GEP, offset 14142:	16238.2	484.543	1880.67
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	107096	2129.86	8020.07
String @OKI?1[IIPRCZ9XH, offset 284:	237.266	111.891	78.3125
String 1Z0, offset 5676:	3525.24	129.578	4294.89
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	18387.1	491.055	1085.32
String R<58, offset 303:	286.883	54.0938	180.656
String 1>QG79OA55IUOD<9?1?K, offset 138567:	85734.3	3427.98	15986.3
String 804S@ERR@FE@L, offset 58219:	36699.3	1502.29	8783.52
String Z8, offset 20884:	26547.5	592.738	30299.7
String 1, offset 163838:	102206	3785.82	3570.09
String G=9, offset 192:	168.371	45.2031	167.07
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	188445	93102.4	14549.1
String 4, offset 163838:	102980	3873.26	3639.03
String K37<GE0P=EAC[U5, offset 97404:	125926	53704.2	13586.9
String DC9Y7?ZDXW@AP6V8Z, offset 140:	125.086	98.5625	69.2109
String 9, offset 163838:	102059	3712.43	3619.36
String OY2BY64YX@1BIE=5C39G5, offset 160474:	207873	3487.32	17845.7
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22258.3	626.605	1467.25
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	28868.9	801.344	2190.38
String G8K>X?PEKV[6CRO99[21, offset 454:	372.746	135.094	95.8047
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1354.1	141.453	236.402
String 14C7=EOB, offset 940:	610.727	29.6641	236.047
String 2[E, offset 574:	377.516	23.168	418.738
String 6INY>8, offset 7757:	4894.14	168.992	2358.56
