                       	basic_memmem	twoway_memmem	memmem
String N4G4=QQMH48>2SIZOKA<C>GY@8=6, offset 724:	652.043	604.34	141.414
String 2, offset 611:	399.258	19.5898	17.9492
String 6[GPB, offset 41469:	25695.5	913.418	16418.5
String DCZCEDI2, offset 3838:	2978.89	156.066	870.617
String F2LVAHH5, offset 59813:	76430.1	31592.4	14807.7
String 6KJI04X9PW40HJ1IPRIT=>=V3>, offset 2393:	1576.73	51.1953	256.871
String AYESVW[9AU9O, offset 43093:	55188.5	964.277	6761.09
String N1PJ@V0, offset 1961:	1667.53	80.6289	582.188
String JAPZ@SHK7, offset 5306:	5465.32	181.051	1120.04
String Y>WH@OQ7<<KG, offset 5489:	5616.62	167.898	858.699
String 8YK9Y4AX, offset 3077:	1978.86	86.5234	686.531
String >Y9, offset 841:	738.793	52.5547	624.508
String @QPQGLZPSF5T[=PJ[RNLP[@<BD, offset 6803:	7673.32	3301.3	615.27
String 5, offset 163838:	101397	3850.82	3572.14
String 0, offset 163838:	101546	3815.48	3638.76
String BO>@>1HVD9K=P4B, offset 1113:	954.875	665.117	202.938
String X2R, offset 5662:	5558.27	161.723	4201.1
String AS7947JGV@, offset 84947:	110757	45431.7	17014.7
String N3USCOC@WE, offset 1455:	1250.66	968.285	355.172
String 5, offset 163838:	102508	3804.21	3649.31
String F0MWMCH, offset 119294:	155853	72190.1	34005.8
String QQ@GR57X?<ZTYJJX8YC?AU[>WG, offset 9995:	10648.4	5030.4	865.004
String Q9U<[0SRMH>K@Q2LXTSQLE@Z2<L, offset 46965:	60694.6	1094.87	3896.85
String 1, offset 163838:	101281	3803.24	3635.46
String 0TSTU424R[QXX?18I5B6MV4KR, offset 1178:	796.633	34.6133	144.375
String 7F3OJV?004YJ@37=B4[S5R, offset 71437:	44484.9	1797.65	7648.48
String 39UVL, offset 1426:	919.992	38.332	562.898
String 8=Y, offset 4750:	2992.48	111.312	3410.71
String VGHAHB4GFVQ>1LQ, offset 220:	202.469	96.875	73.418
String <PFR0P=8FD5K, offset 1049:	924.191	96.375	202.957
String @0SDV?GEHT>E<EC8NK6M4V>O, offset 3857:	3981.69	1994.41	393.852
String K[[FRKMV=EFLXBJBGCU[7, offset 51868:	66985.7	1487.48	5693.8
String 5, offset 45105:	28205.7	973.77	801.668
String KDJ>=PADGH6RTYG?YF, offset 90440:	116081	48378.3	10785
String KNN==39, offset 1989:	1799.91	95.7578	676.324
String 0, offset 163838:	101959	3807.32	3649.34
String UP86DSC2<400WWQ4Y>=<[96KVJJX0L0, offset 28985:	33885.6	13944.1	2114.57
String 2, offset 163838:	101971	3759.32	3567.74
String V5, offset 134:	108.512	35.125	215.34
String LB=@H>OZUI7S0SE>2KMT[26<U=F>C, offset 154088:	200128	88209.2	14421.4
String >DNAI<7R2=7KS, offset 80494:	102993	37586.7	13304.6
String FZ52=G=Y4?WC[9E, offset 612:	518.215	234.578	145.836
String 1, offset 163838:	102197	3754.01	3569.2
String GW0J=5640F1GEP, offset 14142:	15957.6	475.656	1782.45
String MUGIB[<>Y2U83D[F8TIG2I?7C20, offset 85162:	106670	2268.31	8055.78
String @OKI?1[IIPRCZ9XH, offset 284:	241.125	113.531	83.0586
String 1Z0, offset 5676:	3571.14	130.281	4246.19
String [S=SVINNH1?WXSEW3O6XF38?P2QARRU, offset 15579:	17763.3	539.27	1066.79
String R<58, offset 303:	281.984	52.6523	174.996
String 1>QG79OA55IUOD<9?1?K, offset 138567:	85831.1	3377.89	16516.9
String 804S@ERR@FE@L, offset 58219:	36884.7	1500.23	9059.63
String Z8, offset 20884:	26563.5	642.41	30095.8
String 1, offset 163838:	100645	3823.21	3654.21
String G=9, offset 192:	159.062	44.6602	171.141
String JKZE5FVUNVTA5QCV2QL3NU[Y>N, offset 144816:	188245	81230.7	14461.7
String 4, offset 163838:	102201	3808.98	3649.88
String K37<GE0P=EAC[U5, offset 97404:	125766	53355.9	14638.7
String DC9Y7?ZDXW@AP6V8Z, offset 140:	124.496	101.383	68.9922
String 9, offset 163838:	102128	3835.67	3651.23
String OY2BY64YX@1BIE=5C39G5, offset 160474:	206626	3547.07	18014.5
String OPW6Y>4LK1HIAM<E>NH=EVQEFI>, offset 19406:	22216.6	626.359	1503.76
String DINR@WHLWAHNFB@[C9M=PXI, offset 24871:	29651	680.695	2235.15
String G8K>X?PEKV[6CRO99[21, offset 454:	389.996	121.938	97.0938
String D[KZIJIJH2D>RIMM@YH=[6, offset 1808:	1435.4	143.68	204.855
String 14C7=EOB, offset 940:	632.922	30.1016	240.176
String 2[E, offset 574:	385.824	23.7539	430.902
String 6INY>8, offset 7757:	4874.21	166.43	2329.89
