                       	basic_memmem	twoway_memmem	memmem
String 00000, offset 0:	9.85547	57.793	118.086
String 00000, offset 7:	17.4727	11.7266	61.6289
String 00000, offset 14:	19.4805	11.2969	54.9961
String 00000, offset 21:	23.4688	11.3164	51.5898
String 00000, offset 28:	27.668	11.1367	45.0781
String 00000, offset 35:	42.6523	13.1016	69.0312
String 00000, offset 42:	47.9219	12.8086	65.1836
String 00000, offset 49:	57.4023	12.8086	61.5234
String 00000, offset 56:	61.2578	12.3633	54.0156
String 00000, offset 63:	65.6602	12.4336	78.7578
String 00000, offset 70:	69.6172	13.1875	73.5781
String 00000, offset 77:	74.0625	12.7031	69.1797
String 00000, offset 84:	78	12.4453	65.332
String 00000, offset 91:	82.2734	12.4531	112.672
String 00000, offset 98:	86.7461	13.9961	104.91
String 00000, offset 105:	90.6719	13.25	99.5898
String 00000, offset 112:	94.8398	13.3398	125.051
String 00000, offset 119:	99.0352	13.6094	121.301
String 00112233, offset 0:	16.6641	12.0625	40.4844
String 00112233, offset 7:	27.1211	11.0977	41.6016
String 00112233, offset 14:	28.8164	11.1289	43.3867
String 00112233, offset 21:	32.4453	11.1289	44.207
String 00112233, offset 28:	52.6836	11.0742	45.0938
String 00112233, offset 35:	57.7578	12.8711	46.6484
String 00112233, offset 42:	61.4297	12.0977	47.9922
String 00112233, offset 49:	70.4102	12.6172	48.7383
String 00112233, offset 56:	70.9961	12.4023	50.9844
String 00112233, offset 63:	78.7031	12.918	52.1992
String 00112233, offset 70:	77.8867	12.9297	54.3047
String 00112233, offset 77:	81.9766	12.4219	54.7969
String 00112233, offset 84:	85.125	12.3477	55.9141
String 00112233, offset 91:	92.2461	13.4453	57.6797
String 00112233, offset 98:	99.3633	13.0859	57.7109
String 00112233, offset 105:	100.492	13.0312	63.6641
String 00112233, offset 112:	104.871	13.0664	65.2617
String 00112233, offset 119:	111.98	13.6562	65.6641
String 0123456789, offset 0:	15.832	11.3359	42.1641
String 0123456789, offset 7:	23.5625	11.2344	42.6602
String 0123456789, offset 14:	25.832	11.3359	45.6016
String 0123456789, offset 21:	31.2031	11.2969	45.6484
String 0123456789, offset 28:	45.8555	11.1133	49.0664
String 0123456789, offset 35:	41.5703	12.6016	46.6172
String 0123456789, offset 42:	57.8672	12.4062	48.8242
String 0123456789, offset 49:	63.4805	12.1797	49.8867
String 0123456789, offset 56:	67.3047	12.3828	51.8164
String 0123456789, offset 63:	71.8594	12.4062	51.543
String 0123456789, offset 70:	75.6602	12.8945	53.4922
String 0123456789, offset 77:	80.375	12.6523	53.5625
String 0123456789, offset 84:	84.1367	12.4375	56.6484
String 0123456789, offset 91:	88.5938	12.3828	57.5312
String 0123456789, offset 98:	92.6328	13.6562	57.5508
String 0123456789, offset 105:	96.6367	13.6289	59.3125
String 0123456789, offset 112:	101.09	13.0703	59.6875
String 0123456789, offset 119:	105.031	13.6172	65.0469
String 0000111100001111, offset 0:	25.3633	11.6133	50.5195
String 0000111100001111, offset 7:	30.3906	11.4062	52.5273
String 0000111100001111, offset 14:	32.4609	11.4531	66.332
String 0000111100001111, offset 21:	36.5547	11.4141	61.5781
String 0000111100001111, offset 28:	42.2734	11.1523	63.7266
String 0000111100001111, offset 35:	53.8477	12.9531	57.7383
String 0000111100001111, offset 42:	69.8477	12.6289	63.7891
String 0000111100001111, offset 49:	70.3516	12.4531	57.7461
String 0000111100001111, offset 56:	74.6719	12.5234	60.4375
String 0000111100001111, offset 63:	78.625	12.3672	56.5625
String 0000111100001111, offset 70:	82.9805	12.8945	71.1211
String 0000111100001111, offset 77:	86.9961	12.4961	64.1523
String 0000111100001111, offset 84:	91.2812	12.4219	64.0078
String 0000111100001111, offset 91:	95.6055	12.4453	61.25
String 0000111100001111, offset 98:	99.5352	13.6641	62.1094
String 0000111100001111, offset 105:	103.996	13.6641	59.3633
String 0000111100001111, offset 112:	108.137	13.6641	61.3164
String 0000111100001111, offset 119:	112.047	12.9844	80.9844
String 00000111110000022222, offset 0:	40.2148	12.0898	53.3711
String 00000111110000022222, offset 7:	35.4727	11.1445	61.3711
String 00000111110000022222, offset 14:	38.2266	12.1602	55.2305
String 00000111110000022222, offset 21:	42.7227	11.4922	63.4102
String 00000111110000022222, offset 28:	45.6562	11.9141	82.4648
String 00000111110000022222, offset 35:	57.0469	15.0117	72.3164
String 00000111110000022222, offset 42:	62.5742	15.5977	76.7227
String 00000111110000022222, offset 49:	57.9805	12.1406	62.957
String 00000111110000022222, offset 56:	62.418	12.4414	76.5234
String 00000111110000022222, offset 63:	66.4844	13.0156	66.543
String 00000111110000022222, offset 70:	71.6211	13.4102	74.5273
String 00000111110000022222, offset 77:	77.3008	13.1016	64.4375
String 00000111110000022222, offset 84:	80.5469	12.9297	76.3125
String 00000111110000022222, offset 91:	85.3281	12.9805	65.5078
String 00000111110000022222, offset 98:	90.7422	13.0625	73.375
String 00000111110000022222, offset 105:	94.707	13.0508	69.6484
String 00000111110000022222, offset 112:	96.8672	13.0703	78.7422
String 00000111110000022222, offset 119:	101.418	13.2227	68.1211
String 012345678901234567890, offset 0:	28.6328	11.2148	55.5586
String 012345678901234567890, offset 7:	48.5156	11.0664	55.2539
String 012345678901234567890, offset 14:	59.6133	13.1016	68.5156
String 012345678901234567890, offset 21:	49.9844	13.7109	68.0664
String 012345678901234567890, offset 28:	53.8711	12.9609	65.8633
String 012345678901234567890, offset 35:	58.2109	14.9375	71.5195
String 012345678901234567890, offset 42:	63.1875	14.3281	70.7891
String 012345678901234567890, offset 49:	68.8828	14.2812	69.4023
String 012345678901234567890, offset 56:	73.3086	14.2266	74.3672
String 012345678901234567890, offset 63:	78.4336	14.2422	72.1328
String 012345678901234567890, offset 70:	84.1875	14.3281	73.1484
String 012345678901234567890, offset 77:	88.8828	14.9688	77.0469
String 012345678901234567890, offset 84:	94.7695	14.3203	75.1133
String 012345678901234567890, offset 91:	101.262	14.2891	79.9219
String 012345678901234567890, offset 98:	102.852	29.8867	69.125
String 012345678901234567890, offset 105:	93.3164	13.5977	67.2227
String 012345678901234567890, offset 112:	97.3555	13.6055	72.6016
String 012345678901234567890, offset 119:	102.254	12.9922	71.582
String abc0, offset 0:	8.24609	11.9531	34.7344
String abc0, offset 7:	17.125	11.375	62.4492
String abc0, offset 14:	20.457	12.9844	47.6992
String abc0, offset 21:	32.8984	13.0156	51.1953
String abc0, offset 28:	32.6641	14.0742	60.4688
String abc0, offset 35:	36.3789	14.9414	60.5547
String abc0, offset 42:	59.4727	14.9844	61.8008
String abc0, offset 49:	56.375	12.4609	60.5039
String abc0, offset 56:	81.6602	12.5781	58.5781
String abc0, offset 63:	65.0469	12.957	86.2383
String abc0, offset 70:	68.4922	12.6094	65.2305
String abc0, offset 77:	73.1562	13.3945	67.6758
String abc0, offset 84:	77.957	12.4961	69.7891
String abc0, offset 91:	81.4922	13.0547	84.4766
String abc0, offset 98:	109.746	15.6211	124.797
String abc0, offset 105:	103.441	24.5234	109.707
String abc0, offset 112:	94.1875	13.0547	116.184
String abc0, offset 119:	121.344	15.5742	133.406
String aaaa0, offset 0:	10.8125	13.0312	42.6797
String aaaa0, offset 7:	33.3867	11.5234	43.3828
String aaaa0, offset 14:	19.4141	11.3438	65.7422
String aaaa0, offset 21:	27.3086	13.1406	49.6797
String aaaa0, offset 28:	31.9297	13.6719	51.4688
String aaaa0, offset 35:	49.832	12.9492	51.8398
String aaaa0, offset 42:	53.293	12.3945	53.457
String aaaa0, offset 49:	57.4258	12.5312	52.1211
String aaaa0, offset 56:	61.5	12.5859	54.4102
String aaaa0, offset 63:	65.5781	12.5156	61.957
String aaaa0, offset 70:	93.3711	14.793	70.9141
String aaaa0, offset 77:	84.7383	14.2734	86.9492
String aaaa0, offset 84:	78.2266	13.0273	65.8555
String aaaa0, offset 91:	82.1953	12.4492	99.9219
String aaaa0, offset 98:	86.4492	13.1797	96.8633
String aaaa0, offset 105:	113.586	15.0977	113.625
String aaaa0, offset 112:	109.031	14.957	110.516
String aaaa0, offset 119:	113.652	15.5938	123.883
String abcabc0, offset 0:	15.2539	13.8125	45.4609
String abcabc0, offset 7:	25.332	13.3633	47.2031
String abcabc0, offset 14:	27.668	13.1172	49.0547
String abcabc0, offset 21:	33.9805	13.1328	49.4102
String abcabc0, offset 28:	41.25	13.6719	54.7031
String abcabc0, offset 35:	60.1836	15.5586	58.2266
String abcabc0, offset 42:	72.8555	15.7148	55.4688
String abcabc0, offset 49:	69.4531	14.9531	59.0195
String abcabc0, offset 56:	75.7305	14.3164	60.8789
String abcabc0, offset 63:	80.5898	14.2188	63.8438
String abcabc0, offset 70:	90.8516	14.9883	73.5469
String abcabc0, offset 77:	97.0742	14.375	65.9883
String abcabc0, offset 84:	96.5547	14.9727	65.1445
String abcabc0, offset 91:	99.9297	14.2852	74.3789
String abcabc0, offset 98:	103.535	15.1367	98.8789
String abcabc0, offset 105:	142.832	24.4297	102.707
String abcabc0, offset 112:	151.012	25.293	120.551
String abcabc0, offset 119:	176.727	26.9805	115.34
String NNRU4PI6P<5FJZJWL130ZETW, offset 2685:	3042.96	190.113	330.883
String HTXA6FB0O4SV<QW3CM[PWH2WMZF4IY, offset 79898:	101074	43867.5	7205.22
String 6, offset 163838:	100654	3660.29	3557.37
String [T4EJE89MDSP1Q9MJ4W?5@X77CROZ2, offset 1079:	1009.39	162.465	129.914
String I1BCBA[EIFMFHQ@XFJV[U>Q3F7, offset 999:	841.496	474.992	135.742
String 9, offset 163838:	101171	3980.86	3624.19
String 7, offset 807:	530.645	23.4727	21.4453
String G<SYZM886>3J?@><7HDHYUA>=07EYBQ, offset 18632:	21858.9	660.051	1219.71
String F?02JRNBMYMI<TIZN[NA?VAES, offset 2731:	2174.8	1259.52	314.977
String 4, offset 163838:	101307	3665.61	3572.29
String 1GLDC@6[?ZDXW@APOVAZG68WL@@MZE2, offset 137:	155.227	14.8516	75.9453
String WVU[0AH07J, offset 1381:	1038.29	106.117	317.344
String 0UYV, offset 49301:	31118	1067.02	25445.7
String YR5DM[FIQDFCZ=EOBQSWY, offset 931:	748.52	385.602	134.625
String 6, offset 163838:	102645	3751.79	3636.47
String 8, offset 163838:	101044	3767.82	3596.58
String 7BE4[2UF5MDRT1T, offset 7449:	4694.16	160.969	971.188
String DXW@APO2AZ, offset 147:	125.113	129.352	70.8359
String QM3J@OE3PY413DBMG, offset 3775:	3460.14	188.512	452.371
String FBD9RJ, offset 4458:	4344.36	2161.08	1432.82
String QXVG<8VKH, offset 91649:	117586	2256.55	18953.3
String 1, offset 2166:	1410.44	45.7812	42.9023
String 51TN, offset 9384:	5989.46	193.406	4702.98
String SLU8@<77JUVP6, offset 11601:	13541.5	620.578	1697
String 0, offset 163838:	101781	3668.36	3571.44
String 4, offset 163838:	101571	3731.59	3673.57
String BT98HTDMY[, offset 1755:	1786.54	644.445	347.266
String =C3TYG61=@?KNN89GQ=Q9MHOY>XSIZ, offset 710:	636.367	344.391	136.305
String JRN3MYMI2TIZN[N9?, offset 2735:	2816.13	1227.47	381.887
String Y6, offset 18239:	22067.2	567.066	25718.1
String E=<X7S5<FAOI4, offset 2503:	2346.41	145.367	376.535
String 52BS3CUPU3KU@W2, offset 11268:	6969.14	227.691	1396.8
String Z6, offset 22605:	28404.4	649.023	32426.9
