Results For: strchrnul
alignment,length ,max_char ,pos  ,rand ,rand-addr ,seek_char   ,__strchrnul_evex ,__strchrnul_evex512 
1        ,8      ,127      ,7    ,0    ,0         ,0           ,3.443            ,3.76                ,0.916               
1        ,8      ,127      ,7    ,0    ,0         ,23          ,3.378            ,3.906               ,0.865               
1        ,80     ,127      ,16   ,0    ,0         ,0           ,3.408            ,3.921               ,0.869               
1        ,800    ,127      ,1024 ,0    ,0         ,0           ,27.374           ,17.556              ,1.559               
1        ,800    ,127      ,512  ,0    ,0         ,0           ,19.607           ,14.061              ,1.394               
1        ,8000   ,127      ,8192 ,0    ,0         ,0           ,196.375          ,143.241             ,1.371               
1        ,8032   ,127      ,8192 ,0    ,0         ,0           ,196.831          ,144.19              ,1.365               
1        ,8064   ,127      ,8192 ,0    ,0         ,0           ,198.385          ,144.252             ,1.375               
1        ,8096   ,127      ,8192 ,0    ,0         ,0           ,198.126          ,143.494             ,1.381               
1        ,8128   ,127      ,8192 ,0    ,0         ,0           ,199.715          ,141.895             ,1.407               
1        ,8160   ,127      ,8192 ,0    ,0         ,0           ,196.863          ,142.288             ,1.384               
1        ,8192   ,127      ,7872 ,0    ,0         ,0           ,194.888          ,138.764             ,1.404               
1        ,8192   ,127      ,7904 ,0    ,0         ,0           ,194.925          ,139.673             ,1.396               
1        ,8192   ,127      ,7936 ,0    ,0         ,0           ,196.812          ,142.493             ,1.381               
1        ,8192   ,127      ,7968 ,0    ,0         ,0           ,195.732          ,142.332             ,1.375               
1        ,8192   ,127      ,8000 ,0    ,0         ,0           ,196.517          ,144.492             ,1.36                
1        ,8192   ,127      ,8032 ,0    ,0         ,0           ,197.724          ,144.41              ,1.369               
1        ,8192   ,127      ,8064 ,0    ,0         ,0           ,200.819          ,143.803             ,1.396               
1        ,8192   ,127      ,8096 ,0    ,0         ,0           ,198.413          ,144.096             ,1.377               
1        ,8192   ,127      ,8128 ,0    ,0         ,0           ,199.278          ,142.405             ,1.399               
1        ,8192   ,127      ,8160 ,0    ,0         ,0           ,199.322          ,142.24              ,1.401               
1        ,8192   ,127      ,8224 ,0    ,0         ,0           ,202.965          ,145.247             ,1.397               
1        ,8192   ,127      ,8256 ,0    ,0         ,0           ,201.997          ,144.576             ,1.397               
1        ,8192   ,127      ,8288 ,0    ,0         ,0           ,202.368          ,143.447             ,1.411               
1        ,8192   ,127      ,8320 ,0    ,0         ,0           ,202.349          ,141.44              ,1.431               
1        ,8192   ,127      ,8352 ,0    ,0         ,0           ,210.52           ,145.107             ,1.451               
1        ,8192   ,127      ,8384 ,0    ,0         ,0           ,203.242          ,144.157             ,1.41                
1        ,8192   ,127      ,8416 ,0    ,0         ,0           ,201.938          ,139.942             ,1.443               
1        ,8192   ,127      ,8448 ,0    ,0         ,0           ,202.639          ,138.534             ,1.463               
1        ,8192   ,127      ,8480 ,0    ,0         ,0           ,202.472          ,140.862             ,1.437               
1        ,8192   ,127      ,8512 ,0    ,0         ,0           ,203.485          ,142.149             ,1.431               
1        ,8224   ,127      ,8192 ,0    ,0         ,0           ,202.736          ,145.015             ,1.398               
1        ,8256   ,127      ,8192 ,0    ,0         ,0           ,203.022          ,144.716             ,1.403               
1        ,8288   ,127      ,8192 ,0    ,0         ,0           ,202.044          ,142.479             ,1.418               
1        ,832    ,127      ,1024 ,0    ,0         ,0           ,27.857           ,17.912              ,1.555               
1        ,832    ,127      ,512  ,0    ,0         ,0           ,19.679           ,14.078              ,1.398               
1        ,8320   ,127      ,8192 ,0    ,0         ,0           ,202.406          ,142.806             ,1.417               
1        ,8352   ,127      ,8192 ,0    ,0         ,0           ,202.412          ,144.174             ,1.404               
1        ,8384   ,127      ,8192 ,0    ,0         ,0           ,200.14           ,144.904             ,1.381               
1        ,8416   ,127      ,8192 ,0    ,0         ,0           ,202.782          ,144.262             ,1.406               
1        ,8448   ,127      ,8192 ,0    ,0         ,0           ,202.871          ,137.21              ,1.479               
1        ,8480   ,127      ,8192 ,0    ,0         ,0           ,200.465          ,141.787             ,1.414               
1        ,8512   ,127      ,8192 ,0    ,0         ,0           ,202.773          ,145.571             ,1.393               
1        ,864    ,127      ,1024 ,0    ,0         ,0           ,29.046           ,17.983              ,1.615               
1        ,896    ,127      ,1024 ,0    ,0         ,0           ,27.358           ,19.146              ,1.429               
1        ,9      ,127      ,8    ,0    ,0         ,0           ,3.628            ,3.983               ,0.911               
1        ,9      ,127      ,8    ,0    ,0         ,23          ,3.386            ,3.751               ,0.903               
1        ,928    ,127      ,1024 ,0    ,0         ,0           ,29.452           ,19.21               ,1.533               
1        ,94     ,127      ,95   ,0    ,0         ,0           ,5.092            ,5.556               ,0.917               
1        ,95     ,127      ,94   ,0    ,0         ,0           ,5.174            ,5.683               ,0.91                
1        ,96     ,127      ,128  ,0    ,0         ,0           ,5.911            ,5.704               ,1.036               
1        ,96     ,127      ,256  ,0    ,0         ,0           ,5.92             ,5.7                 ,1.039               
1        ,96     ,127      ,32   ,0    ,0         ,0           ,5.371            ,3.919               ,1.371               
1        ,96     ,127      ,64   ,0    ,0         ,0           ,5.163            ,5.735               ,0.9                 
1        ,960    ,127      ,1024 ,0    ,0         ,0           ,31.048           ,19.331              ,1.606               
1        ,992    ,127      ,1024 ,0    ,0         ,0           ,31.032           ,19.407              ,1.599               
112      ,512    ,127      ,256  ,0    ,0         ,0           ,12.433           ,7.724               ,1.61                
112      ,512    ,127      ,256  ,0    ,0         ,23          ,12.444           ,7.694               ,1.617               
113      ,512    ,127      ,256  ,0    ,0         ,23          ,12.448           ,7.671               ,1.623               
16       ,512    ,127      ,256  ,0    ,0         ,0           ,13.145           ,7.773               ,1.691               
16       ,512    ,127      ,256  ,0    ,0         ,23          ,13.283           ,7.666               ,1.733               
17       ,512    ,127      ,256  ,0    ,0         ,23          ,13.002           ,7.681               ,1.693               
2        ,2048   ,127      ,64   ,0    ,0         ,0           ,5.179            ,5.712               ,0.907               
2        ,2048   ,127      ,64   ,0    ,0         ,23          ,6.26             ,6.271               ,0.998               
2        ,256    ,127      ,64   ,0    ,0         ,0           ,5.208            ,5.757               ,0.905               
2        ,256    ,127      ,64   ,0    ,0         ,23          ,5.215            ,5.756               ,0.906               
2        ,4096   ,127      ,64   ,0    ,0         ,0           ,5.232            ,5.766               ,0.907               
2        ,4096   ,127      ,64   ,0    ,0         ,23          ,5.236            ,5.723               ,0.915               
3        ,2048   ,127      ,128  ,0    ,0         ,0           ,6.948            ,6.257               ,1.11                
3        ,2048   ,127      ,128  ,0    ,0         ,23          ,7.061            ,6.153               ,1.148               
3        ,256    ,127      ,64   ,0    ,0         ,0           ,5.173            ,5.728               ,0.903               
3        ,256    ,127      ,64   ,0    ,0         ,23          ,5.196            ,5.741               ,0.905               
3        ,4096   ,127      ,128  ,0    ,0         ,0           ,6.953            ,6.262               ,1.11                
3        ,4096   ,127      ,128  ,0    ,0         ,23          ,7.001            ,6.227               ,1.124               
32       ,512    ,127      ,256  ,0    ,0         ,0           ,14.082           ,7.778               ,1.81                
32       ,512    ,127      ,256  ,0    ,0         ,23          ,14.025           ,7.779               ,1.803               
33       ,1      ,127      ,0    ,0    ,0         ,0           ,3.539            ,3.984               ,0.888               
33       ,10     ,127      ,9    ,0    ,0         ,0           ,3.469            ,4.132               ,0.84                
33       ,11     ,127      ,10   ,0    ,0         ,0           ,3.469            ,3.996               ,0.868               
33       ,12     ,127      ,11   ,0    ,0         ,0           ,3.469            ,4.041               ,0.858               
33       ,126    ,127      ,127  ,0    ,0         ,0           ,5.995            ,6.328               ,0.947               
33       ,127    ,127      ,126  ,0    ,0         ,0           ,6.048            ,6.394               ,0.946               
33       ,13     ,127      ,12   ,0    ,0         ,0           ,3.474            ,4.036               ,0.861               
33       ,14     ,127      ,13   ,0    ,0         ,0           ,3.463            ,4.064               ,0.852               
33       ,15     ,127      ,14   ,0    ,0         ,0           ,3.495            ,4.181               ,0.836               
33       ,158    ,127      ,159  ,0    ,0         ,0           ,7.134            ,6.39                ,1.116               
33       ,159    ,127      ,158  ,0    ,0         ,0           ,7.209            ,6.394               ,1.127               
33       ,16     ,127      ,15   ,0    ,0         ,0           ,3.446            ,4.084               ,0.844               
33       ,17     ,127      ,16   ,0    ,0         ,0           ,3.427            ,4.077               ,0.84                
33       ,18     ,127      ,17   ,0    ,0         ,0           ,3.429            ,4.112               ,0.834               
33       ,19     ,127      ,18   ,0    ,0         ,0           ,3.427            ,4.173               ,0.821               
33       ,190    ,127      ,191  ,0    ,0         ,0           ,12.547           ,7.37                ,1.703               
33       ,191    ,127      ,190  ,0    ,0         ,0           ,12.364           ,7.346               ,1.683               
33       ,2      ,127      ,1    ,0    ,0         ,0           ,3.539            ,4.039               ,0.876               
33       ,20     ,127      ,19   ,0    ,0         ,0           ,3.427            ,4.124               ,0.831               
33       ,21     ,127      ,20   ,0    ,0         ,0           ,3.41             ,4.12                ,0.828               
33       ,22     ,127      ,21   ,0    ,0         ,0           ,3.41             ,4.054               ,0.841               
33       ,222    ,127      ,223  ,0    ,0         ,0           ,12.436           ,7.433               ,1.673               
33       ,223    ,127      ,222  ,0    ,0         ,0           ,12.572           ,7.304               ,1.721               
33       ,23     ,127      ,22   ,0    ,0         ,0           ,3.427            ,4.13                ,0.83                
33       ,24     ,127      ,23   ,0    ,0         ,0           ,3.394            ,4.173               ,0.813               
33       ,25     ,127      ,24   ,0    ,0         ,0           ,3.393            ,4.106               ,0.826               
33       ,254    ,127      ,255  ,0    ,0         ,0           ,13.532           ,7.831               ,1.728               
33       ,255    ,127      ,254  ,0    ,0         ,0           ,13.096           ,7.792               ,1.681               
33       ,26     ,127      ,25   ,0    ,0         ,0           ,3.402            ,4.097               ,0.83                
33       ,27     ,127      ,26   ,0    ,0         ,0           ,3.321            ,4.018               ,0.826               
33       ,28     ,127      ,27   ,0    ,0         ,0           ,3.366            ,4.063               ,0.828               
33       ,286    ,127      ,287  ,0    ,0         ,0           ,14.128           ,7.819               ,1.807               
33       ,287    ,127      ,286  ,0    ,0         ,0           ,14.368           ,7.748               ,1.855               
33       ,29     ,127      ,28   ,0    ,0         ,0           ,3.389            ,4.074               ,0.832               
33       ,3      ,127      ,2    ,0    ,0         ,0           ,3.568            ,4.039               ,0.883               
33       ,30     ,127      ,29   ,0    ,0         ,0           ,3.318            ,4.1                 ,0.809               
33       ,30     ,127      ,31   ,0    ,0         ,0           ,3.267            ,4.05                ,0.807               
33       ,31     ,127      ,30   ,0    ,0         ,0           ,3.22             ,4.055               ,0.794               
33       ,32     ,127      ,31   ,0    ,0         ,0           ,3.268            ,4.078               ,0.801               
33       ,4      ,127      ,3    ,0    ,0         ,0           ,3.508            ,4.063               ,0.863               
33       ,5      ,127      ,4    ,0    ,0         ,0           ,3.471            ,3.991               ,0.87                
33       ,512    ,127      ,256  ,0    ,0         ,23          ,14.22            ,7.77                ,1.83                
33       ,6      ,127      ,5    ,0    ,0         ,0           ,3.463            ,3.935               ,0.88                
33       ,62     ,127      ,63   ,0    ,0         ,0           ,5.059            ,4.02                ,1.259               
33       ,63     ,127      ,62   ,0    ,0         ,0           ,5.1              ,3.997               ,1.276               
33       ,7      ,127      ,6    ,0    ,0         ,0           ,3.442            ,4.051               ,0.85                
33       ,8      ,127      ,7    ,0    ,0         ,0           ,3.454            ,3.988               ,0.866               
33       ,9      ,127      ,8    ,0    ,0         ,0           ,3.603            ,4.134               ,0.871               
33       ,94     ,127      ,95   ,0    ,0         ,0           ,5.193            ,5.791               ,0.897               
33       ,95     ,127      ,94   ,0    ,0         ,0           ,5.216            ,5.779               ,0.903               
4        ,2048   ,127      ,256  ,0    ,0         ,0           ,12.953           ,7.792               ,1.662               
4        ,2048   ,127      ,256  ,0    ,0         ,23          ,13.161           ,7.669               ,1.716               
4        ,256    ,127      ,64   ,0    ,0         ,0           ,5.178            ,5.725               ,0.905               
4        ,256    ,127      ,64   ,0    ,0         ,23          ,5.188            ,5.761               ,0.901               
4        ,4096   ,127      ,256  ,0    ,0         ,0           ,13.031           ,7.766               ,1.678               
4        ,4096   ,127      ,256  ,0    ,0         ,23          ,13.047           ,7.761               ,1.681               
48       ,512    ,127      ,256  ,0    ,0         ,0           ,14.208           ,7.737               ,1.836               
48       ,512    ,127      ,256  ,0    ,0         ,23          ,14.19            ,7.775               ,1.825               
49       ,512    ,127      ,256  ,0    ,0         ,23          ,14.374           ,7.733               ,1.859               
5        ,2048   ,127      ,512  ,0    ,0         ,0           ,19.894           ,13.951              ,1.426               
5        ,2048   ,127      ,512  ,0    ,0         ,23          ,19.394           ,13.858              ,1.399               
5        ,256    ,127      ,64   ,0    ,0         ,0           ,5.173            ,5.723               ,0.904               
5        ,256    ,127      ,64   ,0    ,0         ,23          ,5.205            ,5.746               ,0.906               
5        ,4096   ,127      ,512  ,0    ,0         ,0           ,19.479           ,13.9                ,1.401               
5        ,4096   ,127      ,512  ,0    ,0         ,23          ,19.932           ,14.207              ,1.403               
6        ,2048   ,127      ,1024 ,0    ,0         ,0           ,30.201           ,20.324              ,1.486               
6        ,2048   ,127      ,1024 ,0    ,0         ,23          ,30.713           ,20.443              ,1.502               
6        ,256    ,127      ,64   ,0    ,0         ,0           ,5.168            ,5.7                 ,0.907               
6        ,256    ,127      ,64   ,0    ,0         ,23          ,5.187            ,5.774               ,0.898               
6        ,4096   ,127      ,1024 ,0    ,0         ,0           ,29.916           ,20.68               ,1.447               
6        ,4096   ,127      ,1024 ,0    ,0         ,23          ,29.72            ,20.7                ,1.436               
64       ,512    ,127      ,256  ,0    ,0         ,0           ,15.431           ,7.671               ,2.012               
64       ,512    ,127      ,256  ,0    ,0         ,23          ,15.512           ,7.718               ,2.01                
65       ,512    ,127      ,256  ,0    ,0         ,23          ,15.617           ,7.788               ,2.005               
7        ,2048   ,127      ,2048 ,0    ,0         ,0           ,50.101           ,33.305              ,1.504               
7        ,2048   ,127      ,2048 ,0    ,0         ,23          ,49.563           ,33.598              ,1.475               
7        ,256    ,127      ,64   ,0    ,0         ,0           ,5.185            ,5.703               ,0.909               
7        ,256    ,127      ,64   ,0    ,0         ,23          ,5.192            ,5.775               ,0.899               
7        ,4096   ,127      ,2048 ,0    ,0         ,0           ,51.221           ,33.131              ,1.546               
7        ,4096   ,127      ,2048 ,0    ,0         ,23          ,49.86            ,33.46               ,1.49                
80       ,512    ,127      ,256  ,0    ,0         ,0           ,15.611           ,7.756               ,2.013               
80       ,512    ,127      ,256  ,0    ,0         ,23          ,15.623           ,7.776               ,2.009               
81       ,512    ,127      ,256  ,0    ,0         ,23          ,15.569           ,7.746               ,2.01                
96       ,512    ,127      ,256  ,0    ,0         ,0           ,12.401           ,7.705               ,1.61                
96       ,512    ,127      ,256  ,0    ,0         ,23          ,12.359           ,7.696               ,1.606               
97       ,512    ,127      ,256  ,0    ,0         ,23          ,12.583           ,7.681               ,1.638               
alignment,length ,max_char ,pos  ,rand ,rand-addr ,region-size ,seek_char        ,__strchrnul_evex    ,__strchrnul_evex512 
0        ,1      ,127      ,0    ,0    ,1         ,131072      ,0                ,4.431               ,4.725               ,0.938 
0        ,1      ,127      ,0    ,0    ,1         ,262144      ,0                ,4.394               ,4.731               ,0.929 
0        ,1      ,127      ,0    ,0    ,1         ,524288      ,0                ,4.64                ,4.936               ,0.94  
0        ,10     ,127      ,9    ,0    ,1         ,131072      ,0                ,4.296               ,4.71                ,0.912 
0        ,10     ,127      ,9    ,0    ,1         ,262144      ,0                ,4.359               ,4.75                ,0.918 
0        ,10     ,127      ,9    ,0    ,1         ,524288      ,0                ,4.618               ,5.008               ,0.922 
0        ,11     ,127      ,10   ,0    ,1         ,131072      ,0                ,4.267               ,4.761               ,0.896 
0        ,11     ,127      ,10   ,0    ,1         ,262144      ,0                ,4.333               ,4.799               ,0.903 
0        ,11     ,127      ,10   ,0    ,1         ,524288      ,0                ,4.561               ,4.996               ,0.913 
0        ,12     ,127      ,11   ,0    ,1         ,131072      ,0                ,4.303               ,4.842               ,0.889 
0        ,12     ,127      ,11   ,0    ,1         ,262144      ,0                ,4.33                ,4.782               ,0.905 
0        ,12     ,127      ,11   ,0    ,1         ,524288      ,0                ,4.587               ,4.98                ,0.921 
0        ,126    ,127      ,127  ,0    ,1         ,262144      ,0                ,8.602               ,6.917               ,1.244 
0        ,126    ,127      ,127  ,0    ,1         ,524288      ,0                ,9.311               ,7.293               ,1.277 
0        ,127    ,127      ,126  ,0    ,1         ,262144      ,0                ,8.631               ,6.92                ,1.247 
0        ,127    ,127      ,126  ,0    ,1         ,524288      ,0                ,9.313               ,7.33                ,1.27  
0        ,13     ,127      ,12   ,0    ,1         ,131072      ,0                ,4.26                ,4.772               ,0.893 
0        ,13     ,127      ,12   ,0    ,1         ,262144      ,0                ,4.357               ,4.845               ,0.899 
0        ,13     ,127      ,12   ,0    ,1         ,524288      ,0                ,4.579               ,5.017               ,0.913 
0        ,14     ,127      ,13   ,0    ,1         ,131072      ,0                ,4.256               ,4.781               ,0.89  
0        ,14     ,127      ,13   ,0    ,1         ,262144      ,0                ,4.341               ,4.886               ,0.888 
0        ,14     ,127      ,13   ,0    ,1         ,524288      ,0                ,4.568               ,5.034               ,0.908 
0        ,15     ,127      ,14   ,0    ,1         ,131072      ,0                ,4.31                ,4.85                ,0.889 
0        ,15     ,127      ,14   ,0    ,1         ,262144      ,0                ,4.298               ,4.852               ,0.886 
0        ,15     ,127      ,14   ,0    ,1         ,524288      ,0                ,4.567               ,5.091               ,0.897 
0        ,158    ,127      ,159  ,0    ,1         ,524288      ,0                ,11.374              ,9.116               ,1.248 
0        ,159    ,127      ,158  ,0    ,1         ,524288      ,0                ,11.232              ,9.098               ,1.235 
0        ,16     ,127      ,15   ,0    ,1         ,131072      ,0                ,4.323               ,4.868               ,0.888 
0        ,16     ,127      ,15   ,0    ,1         ,262144      ,0                ,4.315               ,4.815               ,0.896 
0        ,16     ,127      ,15   ,0    ,1         ,524288      ,0                ,4.565               ,5.101               ,0.895 
0        ,17     ,127      ,16   ,0    ,1         ,131072      ,0                ,4.287               ,4.839               ,0.886 
0        ,17     ,127      ,16   ,0    ,1         ,262144      ,0                ,4.307               ,4.839               ,0.89  
0        ,17     ,127      ,16   ,0    ,1         ,524288      ,0                ,4.531               ,5.014               ,0.904 
0        ,18     ,127      ,17   ,0    ,1         ,131072      ,0                ,4.253               ,4.78                ,0.89  
0        ,18     ,127      ,17   ,0    ,1         ,262144      ,0                ,4.315               ,4.856               ,0.888 
0        ,18     ,127      ,17   ,0    ,1         ,524288      ,0                ,4.554               ,5.068               ,0.899 
0        ,19     ,127      ,18   ,0    ,1         ,131072      ,0                ,4.296               ,4.782               ,0.898 
0        ,19     ,127      ,18   ,0    ,1         ,262144      ,0                ,4.279               ,4.879               ,0.877 
0        ,19     ,127      ,18   ,0    ,1         ,524288      ,0                ,4.538               ,5.043               ,0.9   
0        ,190    ,127      ,191  ,0    ,1         ,524288      ,0                ,17.124              ,9.083               ,1.885 
0        ,191    ,127      ,190  ,0    ,1         ,524288      ,0                ,17.155              ,9.163               ,1.872 
0        ,2      ,127      ,1    ,0    ,1         ,131072      ,0                ,4.33                ,4.723               ,0.917 
0        ,2      ,127      ,1    ,0    ,1         ,262144      ,0                ,4.511               ,4.734               ,0.953 
0        ,2      ,127      ,1    ,0    ,1         ,524288      ,0                ,4.645               ,5.054               ,0.919 
0        ,20     ,127      ,19   ,0    ,1         ,131072      ,0                ,4.249               ,4.764               ,0.892 
0        ,20     ,127      ,19   ,0    ,1         ,262144      ,0                ,4.303               ,4.849               ,0.887 
0        ,20     ,127      ,19   ,0    ,1         ,524288      ,0                ,4.545               ,5.017               ,0.906 
0        ,21     ,127      ,20   ,0    ,1         ,131072      ,0                ,4.271               ,4.872               ,0.877 
0        ,21     ,127      ,20   ,0    ,1         ,262144      ,0                ,4.295               ,4.885               ,0.879 
0        ,21     ,127      ,20   ,0    ,1         ,524288      ,0                ,4.542               ,5.073               ,0.895 
0        ,22     ,127      ,21   ,0    ,1         ,131072      ,0                ,4.263               ,4.842               ,0.881 
0        ,22     ,127      ,21   ,0    ,1         ,262144      ,0                ,4.278               ,4.819               ,0.888 
0        ,22     ,127      ,21   ,0    ,1         ,524288      ,0                ,4.531               ,5.034               ,0.9   
0        ,222    ,127      ,223  ,0    ,1         ,524288      ,0                ,18.926              ,11.022              ,1.717 
0        ,223    ,127      ,222  ,0    ,1         ,524288      ,0                ,18.893              ,10.958              ,1.724 
0        ,23     ,127      ,22   ,0    ,1         ,131072      ,0                ,4.259               ,4.821               ,0.883 
0        ,23     ,127      ,22   ,0    ,1         ,262144      ,0                ,4.305               ,4.917               ,0.875 
0        ,23     ,127      ,22   ,0    ,1         ,524288      ,0                ,4.509               ,5.072               ,0.889 
0        ,24     ,127      ,23   ,0    ,1         ,131072      ,0                ,4.272               ,4.869               ,0.877 
0        ,24     ,127      ,23   ,0    ,1         ,262144      ,0                ,4.282               ,4.888               ,0.876 
0        ,24     ,127      ,23   ,0    ,1         ,524288      ,0                ,4.53                ,5.056               ,0.896 
0        ,25     ,127      ,24   ,0    ,1         ,131072      ,0                ,4.236               ,4.736               ,0.894 
0        ,25     ,127      ,24   ,0    ,1         ,262144      ,0                ,4.301               ,4.885               ,0.88  
0        ,25     ,127      ,24   ,0    ,1         ,524288      ,0                ,4.534               ,5.077               ,0.893 
0        ,254    ,127      ,255  ,0    ,1         ,524288      ,0                ,19.014              ,10.957              ,1.735 
0        ,255    ,127      ,254  ,0    ,1         ,524288      ,0                ,18.965              ,10.936              ,1.734 
0        ,26     ,127      ,25   ,0    ,1         ,131072      ,0                ,4.242               ,4.789               ,0.886 
0        ,26     ,127      ,25   ,0    ,1         ,262144      ,0                ,4.277               ,4.845               ,0.883 
0        ,26     ,127      ,25   ,0    ,1         ,524288      ,0                ,4.502               ,5.047               ,0.892 
0        ,27     ,127      ,26   ,0    ,1         ,131072      ,0                ,4.232               ,4.756               ,0.89  
0        ,27     ,127      ,26   ,0    ,1         ,262144      ,0                ,4.279               ,4.818               ,0.888 
0        ,27     ,127      ,26   ,0    ,1         ,524288      ,0                ,4.511               ,5.022               ,0.898 
0        ,28     ,127      ,27   ,0    ,1         ,131072      ,0                ,4.212               ,4.761               ,0.885 
0        ,28     ,127      ,27   ,0    ,1         ,262144      ,0                ,4.263               ,4.834               ,0.882 
0        ,28     ,127      ,27   ,0    ,1         ,524288      ,0                ,4.522               ,5.03                ,0.899 
0        ,29     ,127      ,28   ,0    ,1         ,131072      ,0                ,4.222               ,4.792               ,0.881 
0        ,29     ,127      ,28   ,0    ,1         ,262144      ,0                ,4.271               ,4.893               ,0.873 
0        ,29     ,127      ,28   ,0    ,1         ,524288      ,0                ,4.483               ,5.036               ,0.89  
0        ,3      ,127      ,2    ,0    ,1         ,131072      ,0                ,4.318               ,4.723               ,0.914 
0        ,3      ,127      ,2    ,0    ,1         ,262144      ,0                ,4.339               ,4.726               ,0.918 
0        ,3      ,127      ,2    ,0    ,1         ,524288      ,0                ,4.652               ,5.022               ,0.926 
0        ,30     ,127      ,29   ,0    ,1         ,131072      ,0                ,4.112               ,4.69                ,0.877 
0        ,30     ,127      ,29   ,0    ,1         ,262144      ,0                ,4.183               ,4.806               ,0.87  
0        ,30     ,127      ,29   ,0    ,1         ,524288      ,0                ,4.38                ,4.98                ,0.879 
0        ,30     ,127      ,31   ,0    ,1         ,131072      ,0                ,4.127               ,4.715               ,0.875 
0        ,30     ,127      ,31   ,0    ,1         ,262144      ,0                ,4.141               ,4.824               ,0.858 
0        ,30     ,127      ,31   ,0    ,1         ,524288      ,0                ,4.325               ,4.917               ,0.88  
0        ,31     ,127      ,30   ,0    ,1         ,131072      ,0                ,4.118               ,4.664               ,0.883 
0        ,31     ,127      ,30   ,0    ,1         ,262144      ,0                ,4.209               ,4.735               ,0.889 
0        ,31     ,127      ,30   ,0    ,1         ,524288      ,0                ,4.337               ,4.952               ,0.876 
0        ,32     ,127      ,31   ,0    ,1         ,131072      ,0                ,5.775               ,4.738               ,1.219 
0        ,32     ,127      ,31   ,0    ,1         ,262144      ,0                ,5.988               ,4.793               ,1.249 
0        ,32     ,127      ,31   ,0    ,1         ,524288      ,0                ,6.408               ,5.015               ,1.278 
0        ,4      ,127      ,3    ,0    ,1         ,131072      ,0                ,4.267               ,4.697               ,0.908 
0        ,4      ,127      ,3    ,0    ,1         ,262144      ,0                ,4.337               ,4.782               ,0.907 
0        ,4      ,127      ,3    ,0    ,1         ,524288      ,0                ,4.594               ,5.013               ,0.916 
0        ,5      ,127      ,4    ,0    ,1         ,131072      ,0                ,4.266               ,4.689               ,0.91  
0        ,5      ,127      ,4    ,0    ,1         ,262144      ,0                ,4.32                ,4.75                ,0.91  
0        ,5      ,127      ,4    ,0    ,1         ,524288      ,0                ,4.582               ,4.972               ,0.922 
0        ,6      ,127      ,5    ,0    ,1         ,131072      ,0                ,4.293               ,4.704               ,0.913 
0        ,6      ,127      ,5    ,0    ,1         ,262144      ,0                ,4.296               ,4.731               ,0.908 
0        ,6      ,127      ,5    ,0    ,1         ,524288      ,0                ,4.566               ,4.922               ,0.928 
0        ,62     ,127      ,63   ,0    ,1         ,131072      ,0                ,5.508               ,4.641               ,1.187 
0        ,62     ,127      ,63   ,0    ,1         ,262144      ,0                ,5.685               ,4.64                ,1.225 
0        ,62     ,127      ,63   ,0    ,1         ,524288      ,0                ,6.062               ,4.832               ,1.254 
0        ,63     ,127      ,62   ,0    ,1         ,131072      ,0                ,5.532               ,4.648               ,1.19  
0        ,63     ,127      ,62   ,0    ,1         ,262144      ,0                ,5.675               ,4.701               ,1.207 
0        ,63     ,127      ,62   ,0    ,1         ,524288      ,0                ,6.11                ,4.892               ,1.249 
0        ,7      ,127      ,6    ,0    ,1         ,131072      ,0                ,4.214               ,4.722               ,0.892 
0        ,7      ,127      ,6    ,0    ,1         ,262144      ,0                ,4.356               ,4.831               ,0.902 
0        ,7      ,127      ,6    ,0    ,1         ,524288      ,0                ,4.533               ,4.982               ,0.91  
0        ,8      ,127      ,7    ,0    ,1         ,131072      ,0                ,4.226               ,4.662               ,0.906 
0        ,8      ,127      ,7    ,0    ,1         ,262144      ,0                ,4.315               ,4.748               ,0.909 
0        ,8      ,127      ,7    ,0    ,1         ,524288      ,0                ,4.544               ,4.889               ,0.929 
0        ,9      ,127      ,8    ,0    ,1         ,131072      ,0                ,4.329               ,4.809               ,0.9   
0        ,9      ,127      ,8    ,0    ,1         ,262144      ,0                ,4.484               ,4.97                ,0.902 
0        ,9      ,127      ,8    ,0    ,1         ,524288      ,0                ,4.736               ,5.185               ,0.913 
0        ,94     ,127      ,95   ,0    ,1         ,262144      ,0                ,7.445               ,6.903               ,1.079 
0        ,94     ,127      ,95   ,0    ,1         ,524288      ,0                ,8.194               ,7.335               ,1.117 
0        ,95     ,127      ,94   ,0    ,1         ,262144      ,0                ,7.444               ,6.969               ,1.068 
0        ,95     ,127      ,94   ,0    ,1         ,524288      ,0                ,8.198               ,7.293               ,1.124 
1        ,1      ,127      ,0    ,0    ,1         ,131072      ,0                ,4.447               ,5.946               ,0.748 
1        ,1      ,127      ,0    ,0    ,1         ,262144      ,0                ,4.462               ,5.913               ,0.755 
1        ,1      ,127      ,0    ,0    ,1         ,524288      ,0                ,4.734               ,6.433               ,0.736 
1        ,10     ,127      ,9    ,0    ,1         ,131072      ,0                ,4.372               ,5.845               ,0.748 
1        ,10     ,127      ,9    ,0    ,1         ,262144      ,0                ,4.418               ,6.027               ,0.733 
1        ,10     ,127      ,9    ,0    ,1         ,524288      ,0                ,4.683               ,6.453               ,0.726 
1        ,11     ,127      ,10   ,0    ,1         ,131072      ,0                ,4.358               ,5.821               ,0.749 
1        ,11     ,127      ,10   ,0    ,1         ,262144      ,0                ,4.398               ,5.983               ,0.735 
