strchr-extra/run1/sunil1//bench-strchr0.out
strchr-extra/run1/sunil1//bench-strchr1.out
strchr-extra/run1/sunil1//bench-strchr2.out
strchr-extra/run1/sunil1//bench-strchr3.out
strchr-extra/run1/sunil1//bench-strchr4.out
strchr-extra/run1/sunil1//bench-strchr5.out
strchr-extra/run1/sunil1//bench-strchr6.out
strchr-extra/run1/sunil1//bench-strchr7.out
strchr-extra/run1/sunil1//bench-strchr8.out
strchr-extra/run1/sunil1//bench-strchr9.out
strchr-extra/run1/strchr1//bench-strchr0.out
strchr-extra/run1/strchr1//bench-strchr1.out
strchr-extra/run1/strchr1//bench-strchr2.out
strchr-extra/run1/strchr1//bench-strchr3.out
strchr-extra/run1/strchr1//bench-strchr4.out
strchr-extra/run1/strchr1//bench-strchr5.out
strchr-extra/run1/strchr1//bench-strchr6.out
strchr-extra/run1/strchr1//bench-strchr7.out
strchr-extra/run1/strchr1//bench-strchr8.out
strchr-extra/run1/strchr1//bench-strchr9.out

Results For: strchr
alignment,length ,max_char ,pos       ,rand ,rand-addr ,seek_char   ,sunil1      ,strchr1 ,sunil1/strchr1 
0        ,190    ,127      ,191       ,0    ,1         ,524288      ,0           ,9.327   ,8.648          ,1.078          
0        ,191    ,127      ,190       ,0    ,1         ,524288      ,0           ,9.361   ,8.7            ,1.076          
0        ,2      ,127      ,1         ,0    ,1         ,131072      ,0           ,5.054   ,4.516          ,1.119          
0        ,2      ,127      ,1         ,0    ,1         ,262144      ,0           ,5.225   ,4.591          ,1.138          
0        ,2      ,127      ,1         ,0    ,1         ,524288      ,0           ,5.496   ,4.926          ,1.116          
0        ,20     ,127      ,19        ,0    ,1         ,131072      ,0           ,5.19    ,4.564          ,1.137          
0        ,20     ,127      ,19        ,0    ,1         ,262144      ,0           ,5.357   ,4.644          ,1.153          
0        ,20     ,127      ,19        ,0    ,1         ,524288      ,0           ,5.585   ,4.851          ,1.151          
0        ,21     ,127      ,20        ,0    ,1         ,131072      ,0           ,5.168   ,4.569          ,1.131          
0        ,21     ,127      ,20        ,0    ,1         ,262144      ,0           ,5.276   ,4.645          ,1.136          
0        ,21     ,127      ,20        ,0    ,1         ,524288      ,0           ,5.598   ,4.915          ,1.139          
0        ,22     ,127      ,21        ,0    ,1         ,131072      ,0           ,5.138   ,4.573          ,1.124          
0        ,22     ,127      ,21        ,0    ,1         ,262144      ,0           ,5.257   ,4.614          ,1.139          
0        ,22     ,127      ,21        ,0    ,1         ,524288      ,0           ,5.619   ,4.878          ,1.152          
0        ,222    ,127      ,223       ,0    ,1         ,524288      ,0           ,11.48   ,9.166          ,1.252          
0        ,223    ,127      ,222       ,0    ,1         ,524288      ,0           ,11.488  ,9.252          ,1.242          
0        ,23     ,127      ,22        ,0    ,1         ,131072      ,0           ,5.181   ,4.535          ,1.143          
0        ,23     ,127      ,22        ,0    ,1         ,262144      ,0           ,5.298   ,4.644          ,1.141          
0        ,23     ,127      ,22        ,0    ,1         ,524288      ,0           ,5.531   ,4.854          ,1.14           
0        ,24     ,127      ,23        ,0    ,1         ,131072      ,0           ,5.157   ,4.484          ,1.15           
0        ,24     ,127      ,23        ,0    ,1         ,262144      ,0           ,5.293   ,4.553          ,1.163          
0        ,24     ,127      ,23        ,0    ,1         ,524288      ,0           ,5.616   ,4.797          ,1.171          
0        ,25     ,127      ,24        ,0    ,1         ,131072      ,0           ,5.172   ,4.515          ,1.146          
0        ,25     ,127      ,24        ,0    ,1         ,262144      ,0           ,5.265   ,4.585          ,1.148          
0        ,25     ,127      ,24        ,0    ,1         ,524288      ,0           ,5.517   ,4.793          ,1.151          
0        ,254    ,127      ,255       ,0    ,1         ,524288      ,0           ,11.381  ,9.208          ,1.236          
0        ,255    ,127      ,254       ,0    ,1         ,524288      ,0           ,11.358  ,9.267          ,1.226          
0        ,26     ,127      ,25        ,0    ,1         ,131072      ,0           ,5.151   ,4.484          ,1.149          
0        ,26     ,127      ,25        ,0    ,1         ,262144      ,0           ,5.267   ,4.637          ,1.136          
0        ,26     ,127      ,25        ,0    ,1         ,524288      ,0           ,5.555   ,4.812          ,1.155          
0        ,27     ,127      ,26        ,0    ,1         ,131072      ,0           ,5.092   ,4.525          ,1.125          
0        ,27     ,127      ,26        ,0    ,1         ,262144      ,0           ,5.28    ,4.614          ,1.145          
0        ,27     ,127      ,26        ,0    ,1         ,524288      ,0           ,5.554   ,4.821          ,1.152          
0        ,28     ,127      ,27        ,0    ,1         ,131072      ,0           ,5.119   ,4.479          ,1.143          
0        ,28     ,127      ,27        ,0    ,1         ,262144      ,0           ,5.292   ,4.592          ,1.152          
0        ,28     ,127      ,27        ,0    ,1         ,524288      ,0           ,5.517   ,4.848          ,1.138          
0        ,29     ,127      ,28        ,0    ,1         ,131072      ,0           ,5.112   ,4.563          ,1.12           
0        ,29     ,127      ,28        ,0    ,1         ,262144      ,0           ,5.255   ,4.723          ,1.113          
