spr-runs/run5-256/bench-strlen-sunil-0//bench-strnlen0.out
spr-runs/run5-256/bench-strlen-sunil-0//bench-strnlen1.out
spr-runs/run5-256/bench-strlen-sunil-0//bench-strnlen2.out
spr-runs/run5-256/bench-strlen-sunil-0//bench-strnlen3.out
spr-runs/run5-256/bench-strlen-sunil-0//bench-strnlen4.out
spr-runs/run5-256/bench-strlen-sunil-0//bench-strnlen5.out
spr-runs/run5-256/bench-strlen-sunil-0//bench-strnlen6.out
spr-runs/run5-256/bench-strlen-sunil-0//bench-strnlen7.out
spr-runs/run5-256/bench-strlen-sunil-0//bench-strnlen8.out
spr-runs/run5-256/bench-strlen-sunil-0//bench-strnlen9.out
spr-runs/run5-256/bench-master-0//bench-strnlen0.out
spr-runs/run5-256/bench-master-0//bench-strnlen1.out
spr-runs/run5-256/bench-master-0//bench-strnlen2.out
spr-runs/run5-256/bench-master-0//bench-strnlen3.out
spr-runs/run5-256/bench-master-0//bench-strnlen4.out
spr-runs/run5-256/bench-master-0//bench-strnlen5.out
spr-runs/run5-256/bench-master-0//bench-strnlen6.out
spr-runs/run5-256/bench-master-0//bench-strnlen7.out
spr-runs/run5-256/bench-master-0//bench-strnlen8.out
spr-runs/run5-256/bench-master-0//bench-strnlen9.out

Results For: strlen-sunil-0//bench-strnlen
align,len  ,max_char ,maxlen ,bench-strlen-sunil-0 ,bench-master-0 ,bench-strlen-sunil-0/bench-master-0 
64   ,32   ,127      ,544    ,5.186                ,4.921          ,1.054                               
64   ,32   ,127      ,576    ,5.135                ,5.174          ,0.993                               
64   ,32   ,127      ,608    ,5.133                ,4.967          ,1.033                               
64   ,32   ,127      ,64     ,5.184                ,4.959          ,1.045                               
64   ,32   ,127      ,640    ,5.133                ,4.967          ,1.033                               
64   ,32   ,127      ,672    ,5.092                ,4.972          ,1.024                               
64   ,32   ,127      ,704    ,5.149                ,5.078          ,1.014                               
64   ,32   ,127      ,736    ,5.181                ,4.964          ,1.044                               
64   ,32   ,127      ,96     ,5.085                ,4.969          ,1.023                               
64   ,320  ,127      ,1024   ,16.37                ,16.366         ,1.0                                 
64   ,320  ,127      ,128    ,8.146                ,7.39           ,1.102                               
64   ,320  ,127      ,256    ,8.903                ,8.869          ,1.004                               
64   ,320  ,127      ,32     ,5.181                ,7.11           ,0.729                               
64   ,320  ,127      ,512    ,16.378               ,16.381         ,1.0                                 
64   ,320  ,127      ,64     ,5.133                ,7.064          ,0.727                               
64   ,336  ,127      ,16     ,5.282                ,7.276          ,0.726                               
64   ,3392 ,127      ,4096   ,49.656               ,49.642         ,1.0                                 
64   ,3424 ,127      ,4096   ,49.658               ,49.635         ,1.0                                 
64   ,3456 ,127      ,4096   ,50.692               ,50.695         ,1.0                                 
64   ,3488 ,127      ,4096   ,50.691               ,50.696         ,1.0                                 
64   ,352  ,127      ,1024   ,16.367               ,16.373         ,1.0                                 
64   ,352  ,127      ,128    ,8.406                ,7.282          ,1.154                               
64   ,352  ,127      ,256    ,8.845                ,9.105          ,0.971                               
64   ,352  ,127      ,32     ,5.019                ,7.186          ,0.698                               
64   ,352  ,127      ,512    ,16.366               ,16.38          ,0.999                               
64   ,352  ,127      ,64     ,5.198                ,7.064          ,0.736                               
64   ,3520 ,127      ,4096   ,50.699               ,50.691         ,1.0                                 
64   ,3552 ,127      ,4096   ,50.7                 ,50.688         ,1.0                                 
64   ,3584 ,127      ,4096   ,51.747               ,51.758         ,1.0                                 
64   ,3616 ,127      ,4096   ,51.742               ,51.751         ,1.0                                 
64   ,3648 ,127      ,4096   ,52.812               ,52.805         ,1.0                                 
64   ,368  ,127      ,16     ,5.205                ,7.276          ,0.715                               
64   ,3680 ,127      ,4096   ,52.811               ,52.809         ,1.0                                 
64   ,3712 ,127      ,4096   ,53.865               ,53.86          ,1.0                                 
64   ,3744 ,127      ,4096   ,53.899               ,53.862         ,1.001                               
64   ,3776 ,127      ,4096   ,53.86                ,53.864         ,1.0                                 
64   ,3808 ,127      ,4096   ,53.862               ,53.868         ,1.0                                 
64   ,384  ,127      ,1024   ,16.902               ,16.9           ,1.0                                 
64   ,384  ,127      ,128    ,8.196                ,7.389          ,1.109                               
64   ,384  ,127      ,256    ,8.903                ,8.947          ,0.995                               
64   ,384  ,127      ,32     ,5.181                ,7.165          ,0.723                               
64   ,384  ,127      ,512    ,16.898               ,16.897         ,1.0                                 
64   ,384  ,127      ,64     ,5.089                ,6.952          ,0.732                               
64   ,3840 ,127      ,4096   ,54.927               ,54.924         ,1.0                                 
64   ,3872 ,127      ,4096   ,54.916               ,54.92          ,1.0                                 
64   ,3904 ,127      ,4096   ,55.982               ,55.974         ,1.0                                 
64   ,3936 ,127      ,4096   ,55.973               ,55.98          ,1.0                                 
64   ,3968 ,127      ,4096   ,57.026               ,57.031         ,1.0                                 
64   ,400  ,127      ,16     ,5.227                ,7.281          ,0.718                               
64   ,4000 ,127      ,4096   ,57.054               ,57.061         ,1.0                                 
64   ,4032 ,127      ,4096   ,57.03                ,57.035         ,1.0                                 
64   ,4064 ,127      ,4096   ,57.032               ,57.239         ,0.996                               
64   ,4096 ,127      ,3392   ,46.476               ,46.47          ,1.0                                 
64   ,4096 ,127      ,3424   ,46.479               ,46.473         ,1.0                                 
64   ,4096 ,127      ,3456   ,46.467               ,46.475         ,1.0                                 
64   ,4096 ,127      ,3488   ,46.469               ,46.468         ,1.0                                 
64   ,4096 ,127      ,3520   ,46.473               ,46.471         ,1.0                                 
64   ,4096 ,127      ,3552   ,49.635               ,50.211         ,0.989                               
64   ,4096 ,127      ,3584   ,49.631               ,50.174         ,0.989                               
64   ,4096 ,127      ,3616   ,49.64                ,50.31          ,0.987                               
64   ,4096 ,127      ,3648   ,49.633               ,50.092         ,0.991                               
64   ,4096 ,127      ,3680   ,49.633               ,50.12          ,0.99                                
64   ,4096 ,127      ,3712   ,50.186               ,50.082         ,1.002                               
64   ,4096 ,127      ,3744   ,49.972               ,50.176         ,0.996                               
64   ,4096 ,127      ,3776   ,50.093               ,50.223         ,0.997                               
64   ,4096 ,127      ,3808   ,52.802               ,53.227         ,0.992                               
64   ,4096 ,127      ,3840   ,52.813               ,53.589         ,0.986                               
64   ,4096 ,127      ,3872   ,52.8                 ,53.274         ,0.991                               
64   ,4096 ,127      ,3904   ,52.815               ,53.485         ,0.987                               
64   ,4096 ,127      ,3936   ,52.805               ,53.408         ,0.989                               
64   ,4096 ,127      ,3968   ,52.808               ,53.564         ,0.986                               
64   ,4096 ,127      ,4000   ,52.807               ,53.463         ,0.988                               
64   ,4096 ,127      ,4032   ,52.804               ,53.25          ,0.992                               
64   ,4096 ,127      ,4064   ,58.087               ,58.2           ,0.998                               
64   ,4096 ,127      ,4096   ,58.076               ,58.078         ,1.0                                 
64   ,4096 ,127      ,4128   ,58.089               ,58.112         ,1.0                                 
64   ,4096 ,127      ,4160   ,58.088               ,58.142         ,0.999                               
64   ,4096 ,127      ,4192   ,58.09                ,58.096         ,1.0                                 
64   ,4096 ,127      ,4224   ,58.081               ,58.185         ,0.998                               
64   ,4096 ,127      ,4256   ,58.088               ,58.133         ,0.999                               
64   ,4096 ,127      ,4288   ,58.092               ,58.168         ,0.999                               
64   ,4096 ,127      ,4320   ,58.084               ,58.093         ,1.0                                 
64   ,4096 ,127      ,4352   ,58.088               ,58.091         ,1.0                                 
64   ,4096 ,127      ,4384   ,58.086               ,58.148         ,0.999                               
64   ,4096 ,127      ,4416   ,58.083               ,58.185         ,0.998                               
64   ,4096 ,127      ,4448   ,58.082               ,58.163         ,0.999                               
64   ,4096 ,127      ,4480   ,58.084               ,58.192         ,0.998                               
64   ,4096 ,127      ,4512   ,58.092               ,58.171         ,0.999                               
64   ,4096 ,127      ,4544   ,58.104               ,58.101         ,1.0                                 
64   ,4096 ,127      ,4576   ,58.094               ,58.122         ,1.0                                 
64   ,4096 ,127      ,4608   ,58.092               ,58.333         ,0.996                               
64   ,4096 ,127      ,4640   ,58.081               ,58.512         ,0.993                               
64   ,4096 ,127      ,4672   ,58.1                 ,58.083         ,1.0                                 
64   ,4096 ,127      ,4704   ,58.086               ,58.234         ,0.997                               
64   ,4096 ,127      ,4736   ,58.087               ,58.091         ,1.0                                 
64   ,4096 ,127      ,4768   ,58.083               ,58.221         ,0.998                               
64   ,4096 ,127      ,4800   ,58.088               ,58.146         ,0.999                               
64   ,4128 ,127      ,4096   ,58.088               ,58.129         ,0.999                               
64   ,416  ,127      ,1024   ,16.898               ,16.934         ,0.998                               
64   ,416  ,127      ,128    ,8.338                ,7.24           ,1.152                               
64   ,416  ,127      ,256    ,8.928                ,8.791          ,1.016                               
64   ,416  ,127      ,32     ,5.087                ,7.165          ,0.71                                
64   ,416  ,127      ,512    ,16.901               ,16.902         ,1.0                                 
64   ,416  ,127      ,64     ,4.996                ,6.952          ,0.719                               
64   ,4160 ,127      ,4096   ,59.147               ,59.455         ,0.995                               
64   ,4192 ,127      ,4096   ,59.144               ,59.154         ,1.0                                 
64   ,4224 ,127      ,4096   ,60.197               ,60.202         ,1.0                                 
64   ,4256 ,127      ,4096   ,60.203               ,60.195         ,1.0                                 
64   ,4288 ,127      ,4096   ,55.98                ,57.228         ,0.978                               
64   ,432  ,127      ,16     ,5.158                ,7.287          ,0.708                               
64   ,4320 ,127      ,4096   ,56.188               ,56.936         ,0.987                               
64   ,4352 ,127      ,4096   ,55.972               ,57.677         ,0.97                                
64   ,4384 ,127      ,4096   ,55.971               ,57.812         ,0.968                               
64   ,4416 ,127      ,4096   ,55.972               ,58.187         ,0.962                               
64   ,4448 ,127      ,4096   ,56.008               ,56.537         ,0.991                               
64   ,448  ,127      ,1024   ,16.892               ,16.91          ,0.999                               
64   ,448  ,127      ,128    ,8.222                ,7.281          ,1.129                               
64   ,448  ,127      ,256    ,9.095                ,8.854          ,1.027                               
64   ,448  ,127      ,32     ,5.026                ,7.284          ,0.69                                
64   ,448  ,127      ,512    ,16.896               ,16.994         ,0.994                               
64   ,448  ,127      ,64     ,5.136                ,7.169          ,0.716                               
64   ,4480 ,127      ,4096   ,55.971               ,56.796         ,0.985                               
64   ,4512 ,127      ,4096   ,55.97                ,57.181         ,0.979                               
64   ,4544 ,127      ,4096   ,55.999               ,57.362         ,0.976                               
64   ,4576 ,127      ,4096   ,55.971               ,56.711         ,0.987                               
64   ,4608 ,127      ,4096   ,56.006               ,57.041         ,0.982                               
64   ,464  ,127      ,16     ,5.139                ,7.283          ,0.706                               
64   ,4640 ,127      ,4096   ,56.222               ,56.919         ,0.988                               
64   ,4672 ,127      ,4096   ,55.977               ,56.59          ,0.989                               
64   ,4704 ,127      ,4096   ,56.012               ,56.533         ,0.991                               
64   ,4736 ,127      ,4096   ,56.182               ,56.979         ,0.986                               
64   ,4768 ,127      ,4096   ,55.972               ,57.857         ,0.967                               
64   ,48   ,127      ,16     ,5.282                ,5.066          ,1.043                               
64   ,480  ,127      ,1024   ,16.907               ,16.907         ,1.0                                 
64   ,480  ,127      ,128    ,8.162                ,7.169          ,1.139                               
64   ,480  ,127      ,256    ,8.866                ,8.84           ,1.003                               
64   ,480  ,127      ,32     ,5.133                ,7.177          ,0.715                               
64   ,480  ,127      ,512    ,16.912               ,16.961         ,0.997                               
64   ,480  ,127      ,64     ,5.175                ,7.055          ,0.733                               
64   ,4800 ,127      ,4096   ,55.97                ,56.88          ,0.984                               
64   ,496  ,127      ,16     ,5.234                ,7.28           ,0.719                               
64   ,512  ,127      ,1024   ,17.988               ,17.963         ,1.001                               
64   ,512  ,127      ,1056   ,17.954               ,17.957         ,1.0                                 
64   ,512  ,127      ,1088   ,17.998               ,17.958         ,1.002                               
64   ,512  ,127      ,1120   ,17.947               ,17.949         ,1.0                                 
64   ,512  ,127      ,1152   ,17.959               ,17.957         ,1.0                                 
64   ,512  ,127      ,1184   ,17.951               ,17.951         ,1.0                                 
64   ,512  ,127      ,1216   ,17.978               ,18.024         ,0.997                               
64   ,512  ,127      ,128    ,7.954                ,7.16           ,1.111                               
64   ,512  ,127      ,160    ,7.706                ,7.882          ,0.978                               
64   ,512  ,127      ,192    ,7.462                ,7.477          ,0.998                               
64   ,512  ,127      ,224    ,9.106                ,9.119          ,0.999                               
64   ,512  ,127      ,256    ,9.046                ,8.974          ,1.008                               
64   ,512  ,127      ,288    ,10.419               ,10.521         ,0.99                                
64   ,512  ,127      ,32     ,5.098                ,6.846          ,0.745                               
64   ,512  ,127      ,320    ,10.538               ,10.562         ,0.998                               
64   ,512  ,127      ,352    ,13.194               ,13.201         ,0.999                               
64   ,512  ,127      ,384    ,13.203               ,13.195         ,1.001                               
64   ,512  ,127      ,416    ,13.202               ,13.197         ,1.0                                 
64   ,512  ,127      ,448    ,13.203               ,13.296         ,0.993                               
64   ,512  ,127      ,480    ,18.025               ,18.095         ,0.996                               
64   ,512  ,127      ,512    ,17.945               ,17.947         ,1.0                                 
64   ,512  ,127      ,544    ,17.955               ,18.116         ,0.991                               
64   ,512  ,127      ,576    ,18.042               ,17.964         ,1.004                               
64   ,512  ,127      ,608    ,17.953               ,18.042         ,0.995                               
64   ,512  ,127      ,64     ,5.088                ,6.692          ,0.76                                
64   ,512  ,127      ,640    ,17.952               ,17.962         ,0.999                               
64   ,512  ,127      ,672    ,17.99                ,17.964         ,1.001                               
64   ,512  ,127      ,704    ,17.959               ,17.995         ,0.998                               
64   ,512  ,127      ,736    ,18.052               ,17.951         ,1.006                               
64   ,512  ,127      ,768    ,18.007               ,17.96          ,1.003                               
64   ,512  ,127      ,800    ,17.952               ,17.969         ,0.999                               
64   ,512  ,127      ,832    ,17.959               ,17.952         ,1.0                                 
64   ,512  ,127      ,864    ,17.968               ,17.947         ,1.001                               
64   ,512  ,127      ,896    ,18.029               ,18.001         ,1.002                               
64   ,512  ,127      ,928    ,18.22                ,18.037         ,1.01                                
64   ,512  ,127      ,96     ,7.901                ,7.462          ,1.059                               
64   ,512  ,127      ,960    ,18.0                 ,17.962         ,1.002                               
64   ,512  ,127      ,992    ,17.953               ,17.956         ,1.0                                 
64   ,528  ,127      ,16     ,5.229                ,7.144          ,0.732                               
64   ,544  ,127      ,1024   ,17.959               ,17.963         ,1.0                                 
64   ,544  ,127      ,128    ,8.35                 ,7.283          ,1.147                               
64   ,544  ,127      ,256    ,8.98                 ,8.805          ,1.02                                
64   ,544  ,127      ,32     ,5.121                ,7.377          ,0.694                               
64   ,544  ,127      ,512    ,17.964               ,17.97          ,1.0                                 
64   ,544  ,127      ,64     ,5.085                ,7.055          ,0.721                               
64   ,560  ,127      ,16     ,5.092                ,7.28           ,0.699                               
64   ,576  ,127      ,1024   ,19.065               ,19.011         ,1.003                               
64   ,576  ,127      ,128    ,8.243                ,7.499          ,1.099                               
64   ,576  ,127      ,256    ,8.891                ,8.915          ,0.997                               
64   ,576  ,127      ,32     ,5.118                ,7.377          ,0.694                               
64   ,576  ,127      ,512    ,19.018               ,19.017         ,1.0                                 
64   ,576  ,127      ,64     ,5.038                ,6.926          ,0.727                               
64   ,592  ,127      ,16     ,5.278                ,7.248          ,0.728                               
64   ,608  ,127      ,1024   ,19.011               ,19.012         ,1.0                                 
64   ,608  ,127      ,128    ,8.228                ,7.058          ,1.166                               
64   ,608  ,127      ,256    ,8.929                ,9.036          ,0.988                               
64   ,608  ,127      ,32     ,5.135                ,7.278          ,0.706                               
64   ,608  ,127      ,512    ,19.011               ,19.009         ,1.0                                 
64   ,608  ,127      ,64     ,5.181                ,6.952          ,0.745                               
64   ,624  ,127      ,16     ,5.225                ,7.167          ,0.729                               
64   ,64   ,127      ,128    ,8.116                ,6.337          ,1.281                               
64   ,64   ,127      ,160    ,8.335                ,6.338          ,1.315                               
64   ,64   ,127      ,192    ,8.448                ,6.335          ,1.334                               
64   ,64   ,127      ,224    ,8.226                ,6.334          ,1.299                               
64   ,64   ,127      ,256    ,8.119                ,6.352          ,1.278                               
64   ,64   ,127      ,288    ,8.224                ,6.439          ,1.277                               
64   ,64   ,127      ,32     ,5.223                ,6.95           ,0.751                               
64   ,64   ,127      ,320    ,8.448                ,6.339          ,1.333                               
64   ,64   ,127      ,352    ,8.414                ,6.337          ,1.328                               
64   ,64   ,127      ,384    ,8.3                  ,6.344          ,1.308                               
64   ,64   ,127      ,416    ,8.21                 ,6.342          ,1.294                               
64   ,64   ,127      ,448    ,8.452                ,6.339          ,1.333                               
64   ,64   ,127      ,480    ,8.311                ,6.341          ,1.311                               
64   ,64   ,127      ,512    ,7.992                ,6.388          ,1.251                               
64   ,64   ,127      ,544    ,8.053                ,6.339          ,1.27                                
64   ,64   ,127      ,576    ,8.12                 ,6.302          ,1.288                               
64   ,64   ,127      ,608    ,8.115                ,6.324          ,1.283                               
64   ,64   ,127      ,64     ,4.911                ,7.213          ,0.681                               
64   ,64   ,127      ,640    ,8.445                ,6.34           ,1.332                               
64   ,64   ,127      ,672    ,8.333                ,6.345          ,1.313                               
64   ,64   ,127      ,704    ,8.113                ,6.298          ,1.288                               
64   ,64   ,127      ,736    ,8.445                ,6.34           ,1.332                               
64   ,64   ,127      ,768    ,8.229                ,6.338          ,1.298                               
64   ,64   ,127      ,96     ,8.216                ,6.334          ,1.297                               
64   ,640  ,127      ,1024   ,19.539               ,19.542         ,1.0                                 
64   ,640  ,127      ,128    ,8.225                ,7.276          ,1.13                                
64   ,640  ,127      ,256    ,8.976                ,8.946          ,1.003                               
64   ,640  ,127      ,32     ,5.132                ,7.392          ,0.694                               
64   ,640  ,127      ,512    ,19.564               ,19.535         ,1.001                               
64   ,640  ,127      ,64     ,5.133                ,7.059          ,0.727                               
64   ,656  ,127      ,16     ,5.114                ,7.374          ,0.693                               
64   ,672  ,127      ,1024   ,19.545               ,19.544         ,1.0                                 
64   ,672  ,127      ,128    ,8.335                ,7.389          ,1.128                               
64   ,672  ,127      ,256    ,8.832                ,9.013          ,0.98                                
64   ,672  ,127      ,32     ,5.185                ,7.281          ,0.712                               
64   ,672  ,127      ,512    ,19.536               ,19.534         ,1.0                                 
64   ,672  ,127      ,64     ,5.087                ,7.28           ,0.699                               
64   ,688  ,127      ,16     ,5.209                ,7.286          ,0.715                               
64   ,704  ,127      ,1024   ,19.912               ,19.576         ,1.017                               
64   ,704  ,127      ,128    ,8.338                ,7.173          ,1.162                               
64   ,704  ,127      ,256    ,8.963                ,8.847          ,1.013                               
64   ,704  ,127      ,32     ,5.113                ,7.285          ,0.702                               
64   ,704  ,127      ,512    ,15.845               ,15.835         ,1.001                               
64   ,704  ,127      ,64     ,5.133                ,7.165          ,0.716                               
64   ,720  ,127      ,16     ,5.255                ,7.281          ,0.722                               
64   ,736  ,127      ,1024   ,20.027               ,19.583         ,1.023                               
64   ,736  ,127      ,128    ,8.232                ,7.053          ,1.167                               
64   ,736  ,127      ,256    ,8.98                 ,9.035          ,0.994                               
64   ,736  ,127      ,32     ,5.133                ,7.284          ,0.705                               
64   ,736  ,127      ,512    ,15.852               ,16.187         ,0.979                               
64   ,736  ,127      ,64     ,5.085                ,7.165          ,0.71                                
64   ,7488 ,127      ,8192   ,100.325              ,106.723        ,0.94                                
64   ,7520 ,127      ,8192   ,100.342              ,106.484        ,0.942                               
64   ,7552 ,127      ,8192   ,101.386              ,106.209        ,0.955                               
64   ,7584 ,127      ,8192   ,101.394              ,106.311        ,0.954                               
64   ,7616 ,127      ,8192   ,101.405              ,108.03         ,0.939                               
64   ,7648 ,127      ,8192   ,101.39               ,108.72         ,0.933                               
64   ,768  ,127      ,1024   ,20.972               ,20.737         ,1.011                               
64   ,768  ,127      ,128    ,8.013                ,7.341          ,1.092                               
64   ,768  ,127      ,256    ,8.959                ,8.937          ,1.002                               
64   ,768  ,127      ,512    ,15.842               ,16.334         ,0.97                                
64   ,768  ,127      ,64     ,5.326                ,6.736          ,0.791                               
64   ,7680 ,127      ,8192   ,102.47               ,108.814        ,0.942                               
64   ,7712 ,127      ,8192   ,102.454              ,108.997        ,0.94                                
64   ,7744 ,127      ,8192   ,103.492              ,110.294        ,0.938                               
64   ,7776 ,127      ,8192   ,103.499              ,112.215        ,0.922                               
64   ,7808 ,127      ,8192   ,104.553              ,111.983        ,0.934                               
64   ,7840 ,127      ,8192   ,104.561              ,113.181        ,0.924                               
64   ,7872 ,127      ,8192   ,104.55               ,114.34         ,0.914                               
64   ,7904 ,127      ,8192   ,104.551              ,114.174        ,0.916                               
64   ,7936 ,127      ,8192   ,105.625              ,113.138        ,0.934                               
64   ,7968 ,127      ,8192   ,105.648              ,112.753        ,0.937                               
64   ,80   ,127      ,16     ,5.234                ,6.952          ,0.753                               
64   ,800  ,127      ,1024   ,20.909               ,20.706         ,1.01                                
64   ,800  ,127      ,128    ,8.295                ,7.391          ,1.122                               
64   ,800  ,127      ,256    ,8.953                ,8.994          ,0.995                               
64   ,800  ,127      ,512    ,15.846               ,15.951         ,0.993                               
64   ,8000 ,127      ,8192   ,106.679              ,114.437        ,0.932                               
64   ,8032 ,127      ,8192   ,106.679              ,112.552        ,0.948                               
64   ,8064 ,127      ,8192   ,107.746              ,112.91         ,0.954                               
64   ,8096 ,127      ,8192   ,107.725              ,115.505        ,0.933                               
64   ,832  ,127      ,1024   ,21.865               ,21.648         ,1.01                                
64   ,832  ,127      ,128    ,8.337                ,7.279          ,1.145                               
64   ,832  ,127      ,256    ,8.977                ,8.925          ,1.006                               
64   ,832  ,127      ,512    ,15.868               ,15.913         ,0.997                               
64   ,864  ,127      ,1024   ,21.752               ,21.655         ,1.004                               
64   ,864  ,127      ,256    ,8.929                ,9.01           ,0.991                               
64   ,864  ,127      ,512    ,15.835               ,16.052         ,0.986                               
64   ,896  ,127      ,1024   ,22.186               ,22.208         ,0.999                               
64   ,896  ,127      ,256    ,8.943                ,8.853          ,1.01                                
64   ,896  ,127      ,512    ,15.846               ,16.04          ,0.988                               
64   ,928  ,127      ,1024   ,22.175               ,22.176         ,1.0                                 
64   ,928  ,127      ,256    ,9.022                ,8.967          ,1.006                               
64   ,928  ,127      ,512    ,15.912               ,16.555         ,0.961                               
64   ,96   ,127      ,128    ,7.7                  ,6.296          ,1.223                               
64   ,96   ,127      ,256    ,8.006                ,6.339          ,1.263                               
64   ,96   ,127      ,32     ,5.229                ,7.377          ,0.709                               
64   ,96   ,127      ,512    ,7.767                ,6.344          ,1.224                               
64   ,96   ,127      ,64     ,5.079                ,7.299          ,0.696                               
64   ,960  ,127      ,1024   ,22.222               ,22.189         ,1.001                               
64   ,960  ,127      ,256    ,9.024                ,8.934          ,1.01                                
64   ,960  ,127      ,512    ,15.854               ,16.24          ,0.976                               
64   ,992  ,127      ,1024   ,22.194               ,22.195         ,1.0                                 
64   ,992  ,127      ,512    ,15.843               ,16.545         ,0.958                               
7    ,5000 ,127      ,7      ,5.182                ,7.203          ,0.719                               
7    ,7    ,127      ,5000   ,5.282                ,4.989          ,1.059                               
7    ,7    ,127      ,6      ,5.123                ,5.176          ,0.99                                
7    ,7    ,127      ,7      ,5.149                ,5.278          ,0.975                               
7    ,7    ,127      ,8      ,5.232                ,5.285          ,0.99                                
0.9724744257598336
