Results For: strchr
alignment,length ,max_char ,pos       ,rand ,rand-addr ,seek_char   ,__strchr_evex ,__strchr_evex512 
0        ,1      ,127      ,0         ,0    ,0         ,0           ,3.537         ,3.85             ,0.919            
0        ,1      ,127      ,0         ,0    ,0         ,23          ,3.43          ,3.938            ,0.871            
0        ,10     ,127      ,9         ,0    ,0         ,0           ,3.799         ,3.957            ,0.96             
0        ,10     ,127      ,9         ,0    ,0         ,23          ,3.725         ,3.885            ,0.959            
0        ,1024   ,127      ,1056      ,0    ,0         ,0           ,31.806        ,20.771           ,1.531            
0        ,1024   ,127      ,1088      ,0    ,0         ,0           ,33.037        ,20.404           ,1.619            
0        ,1024   ,127      ,1120      ,0    ,0         ,0           ,31.773        ,20.862           ,1.523            
0        ,1024   ,127      ,1152      ,0    ,0         ,0           ,31.255        ,20.854           ,1.499            
0        ,1024   ,127      ,1184      ,0    ,0         ,0           ,31.831        ,20.442           ,1.557            
0        ,1024   ,127      ,1216      ,0    ,0         ,0           ,31.785        ,20.765           ,1.531            
0        ,1024   ,127      ,1248      ,0    ,0         ,0           ,30.946        ,21.214           ,1.459            
0        ,1024   ,127      ,1280      ,0    ,0         ,0           ,32.22         ,20.864           ,1.544            
0        ,1024   ,127      ,1312      ,0    ,0         ,0           ,31.829        ,20.583           ,1.546            
0        ,1024   ,127      ,1344      ,0    ,0         ,0           ,31.901        ,20.787           ,1.535            
0        ,1056   ,127      ,1024      ,0    ,0         ,0           ,30.889        ,20.666           ,1.495            
0        ,1088   ,127      ,1024      ,0    ,0         ,0           ,31.531        ,20.869           ,1.511            
0        ,11     ,127      ,10        ,0    ,0         ,0           ,3.716         ,3.946            ,0.942            
0        ,11     ,127      ,10        ,0    ,0         ,23          ,3.624         ,3.85             ,0.941            
0        ,112    ,127      ,16        ,0    ,0         ,0           ,3.69          ,4.029            ,0.916            
0        ,1120   ,127      ,1024      ,0    ,0         ,0           ,31.6          ,20.779           ,1.521            
0        ,1152   ,127      ,1024      ,0    ,0         ,0           ,31.759        ,20.957           ,1.515            
0        ,1184   ,127      ,1024      ,0    ,0         ,0           ,31.378        ,21.039           ,1.491            
0        ,12     ,127      ,11        ,0    ,0         ,0           ,3.376         ,3.889            ,0.868            
0        ,12     ,127      ,11        ,0    ,0         ,23          ,3.539         ,3.985            ,0.888            
