
Results For: strncat
align1,align2 ,len1 ,len2 ,max_char ,n    ,new    ,old    ,new/old 
2     ,4      ,512  ,512  ,127      ,128  ,28.184 ,27.119 ,1.039   
2     ,4      ,512  ,512  ,127      ,2    ,18.306 ,19.551 ,0.936   
2     ,4      ,512  ,512  ,127      ,2048 ,38.087 ,38.148 ,0.998   
2     ,4      ,512  ,512  ,127      ,32   ,18.732 ,19.595 ,0.956   
2     ,4      ,512  ,512  ,127      ,512  ,38.28  ,38.334 ,0.999   
2     ,4      ,512  ,512  ,127      ,8    ,18.396 ,19.554 ,0.941   
2     ,5      ,256  ,1    ,127      ,128  ,26.649 ,26.93  ,0.99    
2     ,5      ,256  ,1    ,127      ,2    ,18.986 ,18.866 ,1.006   
2     ,5      ,256  ,1    ,127      ,2048 ,30.769 ,30.135 ,1.021   
2     ,5      ,256  ,1    ,127      ,32   ,18.984 ,18.876 ,1.006   
2     ,5      ,256  ,1    ,127      ,512  ,30.898 ,30.206 ,1.023   
2     ,5      ,256  ,1    ,127      ,8    ,19.001 ,18.839 ,1.009   
3     ,2      ,256  ,256  ,127      ,128  ,25.552 ,26.492 ,0.965   
3     ,2      ,256  ,256  ,127      ,2    ,18.32  ,19.306 ,0.949   
3     ,2      ,256  ,256  ,127      ,2048 ,30.464 ,30.452 ,1.0     
3     ,2      ,256  ,256  ,127      ,32   ,18.46  ,20.686 ,0.892   
3     ,2      ,256  ,256  ,127      ,512  ,30.386 ,30.595 ,0.993   
3     ,2      ,256  ,256  ,127      ,8    ,18.183 ,19.576 ,0.929   
3     ,2      ,256  ,64   ,127      ,128  ,25.712 ,27.529 ,0.934   
3     ,2      ,256  ,64   ,127      ,2    ,18.34  ,19.463 ,0.942   
3     ,2      ,256  ,64   ,127      ,2048 ,30.419 ,30.879 ,0.985   
3     ,2      ,256  ,64   ,127      ,32   ,18.415 ,19.649 ,0.937   
3     ,2      ,256  ,64   ,127      ,512  ,30.312 ,30.911 ,0.981   
3     ,2      ,256  ,64   ,127      ,8    ,18.384 ,19.583 ,0.939   
3     ,3      ,64   ,10   ,127      ,128  ,25.511 ,23.879 ,1.068   
3     ,3      ,64   ,10   ,127      ,2    ,19.304 ,19.059 ,1.013   
3     ,3      ,64   ,10   ,127      ,2048 ,25.721 ,23.921 ,1.075   
3     ,3      ,64   ,10   ,127      ,32   ,19.321 ,19.09  ,1.012   
3     ,3      ,64   ,10   ,127      ,512  ,25.736 ,23.973 ,1.074   
3     ,3      ,64   ,10   ,127      ,8    ,19.279 ,19.099 ,1.009   
3     ,6      ,64   ,1    ,127      ,128  ,25.575 ,23.882 ,1.071   
3     ,6      ,64   ,1    ,127      ,2    ,19.302 ,19.129 ,1.009   
3     ,6      ,64   ,1    ,127      ,2048 ,26.151 ,24.305 ,1.076   
3     ,6      ,64   ,1    ,127      ,32   ,19.479 ,19.15  ,1.017   
3     ,6      ,64   ,1    ,127      ,512  ,26.177 ,24.345 ,1.075   
3     ,6      ,64   ,1    ,127      ,8    ,19.374 ,19.137 ,1.012   
4     ,0      ,128  ,1    ,127      ,128  ,25.857 ,25.154 ,1.028   
4     ,0      ,128  ,1    ,127      ,2    ,18.989 ,19.048 ,0.997   
4     ,0      ,128  ,1    ,127      ,2048 ,26.081 ,27.093 ,0.963   
4     ,0      ,128  ,1    ,127      ,32   ,19.143 ,19.082 ,1.003   
4     ,0      ,128  ,1    ,127      ,512  ,26.175 ,27.043 ,0.968   
4     ,0      ,128  ,1    ,127      ,8    ,19.073 ,19.086 ,0.999   
4     ,0      ,128  ,128  ,127      ,128  ,24.372 ,26.819 ,0.909   
4     ,0      ,128  ,128  ,127      ,2    ,18.855 ,19.67  ,0.959   
4     ,0      ,128  ,128  ,127      ,2048 ,25.292 ,25.929 ,0.975   
4     ,0      ,128  ,128  ,127      ,32   ,18.143 ,19.629 ,0.924   
4     ,0      ,128  ,128  ,127      ,512  ,25.319 ,25.99  ,0.974   
4     ,0      ,128  ,128  ,127      ,8    ,18.081 ,19.243 ,0.94    
4     ,0      ,128  ,32   ,127      ,128  ,24.234 ,26.618 ,0.91    
4     ,0      ,128  ,32   ,127      ,2    ,18.341 ,19.246 ,0.953   
4     ,0      ,128  ,32   ,127      ,2048 ,24.56  ,27.675 ,0.887   
4     ,0      ,128  ,32   ,127      ,32   ,18.2   ,19.821 ,0.918   
4     ,0      ,128  ,32   ,127      ,512  ,24.586 ,27.725 ,0.887   
4     ,0      ,128  ,32   ,127      ,8    ,18.304 ,19.408 ,0.943   
4     ,0      ,4    ,4    ,127      ,128  ,18.857 ,19.262 ,0.979   
4     ,0      ,4    ,4    ,127      ,2    ,20.231 ,20.43  ,0.99    
4     ,0      ,4    ,4    ,127      ,2048 ,19.774 ,20.037 ,0.987   
4     ,0      ,4    ,4    ,127      ,32   ,18.909 ,19.423 ,0.974   
4     ,0      ,4    ,4    ,127      ,512  ,19.271 ,19.691 ,0.979   
4     ,0      ,4    ,4    ,127      ,8    ,18.939 ,19.256 ,0.984   
4     ,2      ,32   ,1    ,127      ,128  ,20.302 ,20.028 ,1.014   
4     ,2      ,32   ,1    ,127      ,2    ,19.356 ,19.234 ,1.006   
4     ,2      ,32   ,1    ,127      ,2048 ,20.656 ,20.495 ,1.008   
4     ,2      ,32   ,1    ,127      ,32   ,19.421 ,19.287 ,1.007   
4     ,2      ,32   ,1    ,127      ,512  ,20.771 ,20.428 ,1.017   
4     ,2      ,32   ,1    ,127      ,8    ,19.283 ,19.297 ,0.999   
4     ,4      ,128  ,10   ,127      ,128  ,26.71  ,26.308 ,1.015   
4     ,4      ,128  ,10   ,127      ,2    ,19.043 ,18.845 ,1.011   
4     ,4      ,128  ,10   ,127      ,2048 ,27.066 ,26.769 ,1.011   
4     ,4      ,128  ,10   ,127      ,32   ,19.134 ,19.039 ,1.005   
4     ,4      ,128  ,10   ,127      ,512  ,27.164 ,26.775 ,1.015   
4     ,4      ,128  ,10   ,127      ,8    ,19.039 ,18.925 ,1.006   
4     ,6      ,512  ,1    ,127      ,128  ,26.844 ,25.921 ,1.036   
4     ,6      ,512  ,1    ,127      ,2    ,18.901 ,18.72  ,1.01    
4     ,6      ,512  ,1    ,127      ,2048 ,37.069 ,37.153 ,0.998   
4     ,6      ,512  ,1    ,127      ,32   ,18.97  ,18.805 ,1.009   
4     ,6      ,512  ,1    ,127      ,512  ,37.47  ,36.536 ,1.026   
4     ,6      ,512  ,1    ,127      ,8    ,18.991 ,18.719 ,1.015   
5     ,2      ,256  ,1    ,127      ,128  ,25.655 ,25.373 ,1.011   
5     ,2      ,256  ,1    ,127      ,2    ,18.813 ,18.952 ,0.993   
5     ,2      ,256  ,1    ,127      ,2048 ,30.332 ,28.193 ,1.076   
5     ,2      ,256  ,1    ,127      ,32   ,18.956 ,18.931 ,1.001   
5     ,2      ,256  ,1    ,127      ,512  ,30.537 ,28.169 ,1.084   
5     ,2      ,256  ,1    ,127      ,8    ,18.859 ,18.889 ,0.998   
5     ,5      ,256  ,10   ,127      ,128  ,26.601 ,25.804 ,1.031   
5     ,5      ,256  ,10   ,127      ,2    ,18.939 ,18.764 ,1.009   
5     ,5      ,256  ,10   ,127      ,2048 ,30.702 ,30.343 ,1.012   
5     ,5      ,256  ,10   ,127      ,32   ,18.972 ,18.876 ,1.005   
5     ,5      ,256  ,10   ,127      ,512  ,30.833 ,30.482 ,1.012   
5     ,5      ,256  ,10   ,127      ,8    ,18.951 ,18.852 ,1.005   
5     ,6      ,64   ,16   ,127      ,128  ,25.072 ,24.993 ,1.003   
5     ,6      ,64   ,16   ,127      ,2    ,19.04  ,18.767 ,1.015   
5     ,6      ,64   ,16   ,127      ,2048 ,25.178 ,25.018 ,1.006   
5     ,6      ,64   ,16   ,127      ,32   ,18.979 ,18.715 ,1.014   
5     ,6      ,64   ,16   ,127      ,512  ,25.211 ,24.933 ,1.011   
5     ,6      ,64   ,16   ,127      ,8    ,18.968 ,18.775 ,1.01    
5     ,6      ,64   ,64   ,127      ,128  ,24.266 ,25.282 ,0.96    
5     ,6      ,64   ,64   ,127      ,2    ,18.393 ,19.364 ,0.95    
5     ,6      ,64   ,64   ,127      ,2048 ,24.418 ,25.525 ,0.957   
5     ,6      ,64   ,64   ,127      ,32   ,18.19  ,19.301 ,0.942   
5     ,6      ,64   ,64   ,127      ,512  ,24.2   ,25.246 ,0.959   
5     ,6      ,64   ,64   ,127      ,8    ,18.199 ,19.231 ,0.946   
6     ,3      ,64   ,1    ,127      ,128  ,24.385 ,23.794 ,1.025   
6     ,3      ,64   ,1    ,127      ,2    ,19.12  ,19.086 ,1.002   
6     ,3      ,64   ,1    ,127      ,2048 ,24.597 ,24.192 ,1.017   
6     ,3      ,64   ,1    ,127      ,32   ,19.29  ,19.123 ,1.009   
6     ,3      ,64   ,1    ,127      ,512  ,24.62  ,24.148 ,1.02    
6     ,3      ,64   ,1    ,127      ,8    ,19.184 ,19.117 ,1.003   
6     ,4      ,32   ,32   ,127      ,128  ,23.22  ,21.967 ,1.057   
6     ,4      ,32   ,32   ,127      ,2    ,19.01  ,19.925 ,0.954   
6     ,4      ,32   ,32   ,127      ,2048 ,23.459 ,22.26  ,1.054   
6     ,4      ,32   ,32   ,127      ,32   ,21.83  ,22.01  ,0.992   
6     ,4      ,32   ,32   ,127      ,512  ,23.246 ,21.988 ,1.057   
6     ,4      ,32   ,32   ,127      ,8    ,18.243 ,19.282 ,0.946   
6     ,4      ,32   ,8    ,127      ,128  ,19.73  ,19.44  ,1.015   
6     ,4      ,32   ,8    ,127      ,2    ,19.164 ,18.886 ,1.015   
6     ,4      ,32   ,8    ,127      ,2048 ,19.886 ,19.496 ,1.02    
6     ,4      ,32   ,8    ,127      ,32   ,18.824 ,18.695 ,1.007   
6     ,4      ,32   ,8    ,127      ,512  ,19.738 ,19.387 ,1.018   
6     ,4      ,32   ,8    ,127      ,8    ,18.956 ,18.765 ,1.01    
6     ,4      ,512  ,1    ,127      ,128  ,25.545 ,26.098 ,0.979   
6     ,4      ,512  ,1    ,127      ,2    ,18.711 ,18.767 ,0.997   
6     ,4      ,512  ,1    ,127      ,2048 ,36.742 ,35.115 ,1.046   
6     ,4      ,512  ,1    ,127      ,32   ,18.91  ,18.795 ,1.006   
6     ,4      ,512  ,1    ,127      ,512  ,36.922 ,36.554 ,1.01    
6     ,4      ,512  ,1    ,127      ,8    ,18.874 ,18.833 ,1.002   
6     ,6      ,512  ,10   ,127      ,128  ,26.573 ,25.781 ,1.031   
6     ,6      ,512  ,10   ,127      ,2    ,18.907 ,18.724 ,1.01    
6     ,6      ,512  ,10   ,127      ,2048 ,37.299 ,37.294 ,1.0     
6     ,6      ,512  ,10   ,127      ,32   ,18.982 ,18.78  ,1.011   
6     ,6      ,512  ,10   ,127      ,512  ,37.673 ,36.833 ,1.023   
6     ,6      ,512  ,10   ,127      ,8    ,18.959 ,18.735 ,1.012   
