
Results For: stpcpy
align1,align2 ,len  ,max_char ,new    ,old    ,new/old 
4     ,0      ,496  ,127      ,19.589 ,19.768 ,0.991   
4     ,0      ,500  ,127      ,19.577 ,19.886 ,0.984   
4     ,0      ,504  ,127      ,18.699 ,19.901 ,0.94    
4     ,0      ,508  ,127      ,20.354 ,19.104 ,1.065   
4     ,0      ,512  ,127      ,21.34  ,20.068 ,1.063   
4     ,0      ,52   ,127      ,6.176  ,9.528  ,0.648   
4     ,0      ,56   ,127      ,6.179  ,9.528  ,0.649   
4     ,0      ,60   ,127      ,7.633  ,9.503  ,0.803   
4     ,0      ,64   ,127      ,8.251  ,9.116  ,0.905   
4     ,0      ,68   ,127      ,8.197  ,11.32  ,0.724   
4     ,0      ,72   ,127      ,8.229  ,10.932 ,0.753   
4     ,0      ,76   ,127      ,8.254  ,11.271 ,0.732   
4     ,0      ,80   ,127      ,8.164  ,11.261 ,0.725   
4     ,0      ,84   ,127      ,8.216  ,10.814 ,0.76    
4     ,0      ,88   ,127      ,7.209  ,10.254 ,0.703   
4     ,0      ,92   ,127      ,7.361  ,7.941  ,0.927   
4     ,0      ,96   ,127      ,7.901  ,9.365  ,0.844   
4     ,2      ,32   ,127      ,7.198  ,5.89   ,1.222   
4     ,3      ,100  ,127      ,8.189  ,10.945 ,0.748   
4     ,3      ,104  ,127      ,8.135  ,10.943 ,0.743   
4     ,3      ,108  ,127      ,8.074  ,10.906 ,0.74    
4     ,3      ,112  ,127      ,8.117  ,10.946 ,0.742   
4     ,3      ,116  ,127      ,8.162  ,10.906 ,0.748   
4     ,3      ,120  ,127      ,8.144  ,10.833 ,0.752   
4     ,3      ,124  ,127      ,9.188  ,8.768  ,1.048   
4     ,3      ,128  ,127      ,10.084 ,12.058 ,0.836   
4     ,3      ,132  ,127      ,9.997  ,11.82  ,0.846   
4     ,3      ,136  ,127      ,10.117 ,11.676 ,0.866   
4     ,3      ,140  ,127      ,10.079 ,12.196 ,0.826   
4     ,3      ,144  ,127      ,9.996  ,12.325 ,0.811   
4     ,3      ,148  ,127      ,10.035 ,12.292 ,0.816   
4     ,3      ,152  ,127      ,9.985  ,12.287 ,0.813   
4     ,3      ,156  ,127      ,13.662 ,9.438  ,1.448   
4     ,3      ,16   ,127      ,6.096  ,7.97   ,0.765   
4     ,3      ,160  ,127      ,13.746 ,12.651 ,1.087   
4     ,3      ,164  ,127      ,13.571 ,12.095 ,1.122   
4     ,3      ,168  ,127      ,13.573 ,12.081 ,1.123   
4     ,3      ,172  ,127      ,13.609 ,11.585 ,1.175   
4     ,3      ,176  ,127      ,13.55  ,11.591 ,1.169   
4     ,3      ,180  ,127      ,13.467 ,11.662 ,1.155   
4     ,3      ,184  ,127      ,13.528 ,11.592 ,1.167   
4     ,3      ,188  ,127      ,12.233 ,10.413 ,1.175   
4     ,3      ,192  ,127      ,13.234 ,13.231 ,1.0     
4     ,3      ,196  ,127      ,13.304 ,12.831 ,1.037   
4     ,3      ,20   ,127      ,6.068  ,7.879  ,0.77    
4     ,3      ,200  ,127      ,13.242 ,12.757 ,1.038   
4     ,3      ,204  ,127      ,13.337 ,12.036 ,1.108   
4     ,3      ,208  ,127      ,13.19  ,12.053 ,1.094   
4     ,3      ,212  ,127      ,13.362 ,12.06  ,1.108   
4     ,3      ,216  ,127      ,13.312 ,12.157 ,1.095   
4     ,3      ,220  ,127      ,12.93  ,11.66  ,1.109   
4     ,3      ,224  ,127      ,12.995 ,12.87  ,1.01    
4     ,3      ,228  ,127      ,13.027 ,12.799 ,1.018   
4     ,3      ,232  ,127      ,13.118 ,12.801 ,1.025   
4     ,3      ,236  ,127      ,12.971 ,12.004 ,1.081   
4     ,3      ,24   ,127      ,6.023  ,7.864  ,0.766   
4     ,3      ,240  ,127      ,13.015 ,11.99  ,1.085   
4     ,3      ,244  ,127      ,13.049 ,12.091 ,1.079   
4     ,3      ,248  ,127      ,12.931 ,12.007 ,1.077   
4     ,3      ,252  ,127      ,14.12  ,14.921 ,0.946   
4     ,3      ,256  ,127      ,15.697 ,17.055 ,0.92    
4     ,3      ,260  ,127      ,15.856 ,16.468 ,0.963   
4     ,3      ,264  ,127      ,15.858 ,16.399 ,0.967   
4     ,3      ,268  ,127      ,15.805 ,16.232 ,0.974   
4     ,3      ,272  ,127      ,15.826 ,16.266 ,0.973   
4     ,3      ,276  ,127      ,15.793 ,16.304 ,0.969   
4     ,3      ,28   ,127      ,6.072  ,7.827  ,0.776   
4     ,3      ,280  ,127      ,15.838 ,16.167 ,0.98    
4     ,3      ,284  ,127      ,15.293 ,16.423 ,0.931   
4     ,3      ,288  ,127      ,15.265 ,18.088 ,0.844   
4     ,3      ,292  ,127      ,15.257 ,17.386 ,0.878   
4     ,3      ,296  ,127      ,15.313 ,17.417 ,0.879   
4     ,3      ,300  ,127      ,15.297 ,17.345 ,0.882   
4     ,3      ,304  ,127      ,15.254 ,17.236 ,0.885   
4     ,3      ,308  ,127      ,15.212 ,17.29  ,0.88    
4     ,3      ,312  ,127      ,15.273 ,17.154 ,0.89    
4     ,3      ,316  ,127      ,14.978 ,16.738 ,0.895   
4     ,3      ,32   ,127      ,7.218  ,5.492  ,1.314   
4     ,3      ,320  ,127      ,16.777 ,18.55  ,0.904   
4     ,3      ,324  ,127      ,16.69  ,17.878 ,0.934   
4     ,3      ,328  ,127      ,16.852 ,17.792 ,0.947   
4     ,3      ,332  ,127      ,16.816 ,17.82  ,0.944   
4     ,3      ,336  ,127      ,16.851 ,17.938 ,0.939   
4     ,3      ,340  ,127      ,16.833 ,18.002 ,0.935   
4     ,3      ,344  ,127      ,16.815 ,17.9   ,0.939   
4     ,3      ,348  ,127      ,16.501 ,18.143 ,0.91    
4     ,3      ,352  ,127      ,16.321 ,19.284 ,0.846   
4     ,3      ,356  ,127      ,16.489 ,18.395 ,0.896   
4     ,3      ,36   ,127      ,7.264  ,9.147  ,0.794   
4     ,3      ,360  ,127      ,16.442 ,18.375 ,0.895   
4     ,3      ,364  ,127      ,16.459 ,18.222 ,0.903   
4     ,3      ,368  ,127      ,16.477 ,18.322 ,0.899   
4     ,3      ,372  ,127      ,16.534 ,18.361 ,0.9     
4     ,3      ,376  ,127      ,16.281 ,18.223 ,0.893   
4     ,3      ,380  ,127      ,17.152 ,17.179 ,0.998   
4     ,3      ,384  ,127      ,18.892 ,18.947 ,0.997   
4     ,3      ,388  ,127      ,18.823 ,18.474 ,1.019   
4     ,3      ,392  ,127      ,18.924 ,18.485 ,1.024   
4     ,3      ,396  ,127      ,18.83  ,18.298 ,1.029   
4     ,3      ,40   ,127      ,7.218  ,9.514  ,0.759   
4     ,3      ,400  ,127      ,18.862 ,18.436 ,1.023   
4     ,3      ,404  ,127      ,18.97  ,18.518 ,1.024   
4     ,3      ,408  ,127      ,18.933 ,18.565 ,1.02    
4     ,3      ,412  ,127      ,18.538 ,18.317 ,1.012   
4     ,3      ,416  ,127      ,18.496 ,19.511 ,0.948   
4     ,3      ,420  ,127      ,18.462 ,18.85  ,0.979   
4     ,3      ,424  ,127      ,18.472 ,18.735 ,0.986   
4     ,3      ,428  ,127      ,18.428 ,18.844 ,0.978   
4     ,3      ,432  ,127      ,18.474 ,18.71  ,0.987   
4     ,3      ,436  ,127      ,18.451 ,18.823 ,0.98    
4     ,3      ,44   ,127      ,7.217  ,9.528  ,0.757   
4     ,3      ,440  ,127      ,18.428 ,18.778 ,0.981   
4     ,3      ,444  ,127      ,18.403 ,19.066 ,0.965   
4     ,3      ,448  ,127      ,20.004 ,20.105 ,0.995   
