
Results For: wcpcpy
align1,align2 ,len  ,max_char   ,__wcpcpy_evex ,__wcpcpy_generic 
0     ,4      ,116  ,1273       ,20.944        ,28.483           ,0.735 
4     ,0      ,116  ,2147483647 ,19.93         ,27.979           ,0.712 
4     ,4      ,116  ,1273       ,16.584        ,26.578           ,0.624 
2     ,2      ,116  ,2147483647 ,17.205        ,26.913           ,0.639 
2     ,6      ,116  ,1273       ,20.977        ,29.365           ,0.714 
6     ,2      ,116  ,2147483647 ,20.637        ,28.092           ,0.735 
1     ,7      ,116  ,1273       ,20.894        ,29.057           ,0.719 
7     ,1      ,116  ,2147483647 ,19.458        ,28.087           ,0.693 
3     ,4      ,116  ,1273       ,19.976        ,29.088           ,0.687 
4     ,3      ,116  ,2147483647 ,20.397        ,27.534           ,0.741 
5     ,7      ,116  ,1273       ,20.404        ,29.021           ,0.703 
7     ,5      ,116  ,1273       ,20.397        ,29.422           ,0.693 
0     ,4      ,120  ,1273       ,21.397        ,28.017           ,0.764 
4     ,0      ,120  ,2147483647 ,18.761        ,29.078           ,0.645 
4     ,4      ,120  ,1273       ,16.563        ,26.361           ,0.628 
2     ,2      ,120  ,2147483647 ,16.461        ,26.326           ,0.625 
2     ,6      ,120  ,1273       ,21.252        ,28.845           ,0.737 
6     ,2      ,120  ,2147483647 ,19.158        ,29.302           ,0.654 
1     ,7      ,120  ,1273       ,20.945        ,28.328           ,0.739 
7     ,1      ,120  ,2147483647 ,19.072        ,28.587           ,0.667 
3     ,4      ,120  ,1273       ,20.351        ,28.957           ,0.703 
4     ,3      ,120  ,2147483647 ,20.379        ,29.262           ,0.696 
5     ,7      ,120  ,1273       ,20.121        ,28.273           ,0.712 
7     ,5      ,120  ,1273       ,19.155        ,28.703           ,0.667 
0     ,4      ,124  ,1273       ,20.142        ,27.863           ,0.723 
4     ,0      ,124  ,2147483647 ,20.501        ,27.337           ,0.75  
4     ,4      ,124  ,1273       ,18.555        ,26.586           ,0.698 
2     ,2      ,124  ,2147483647 ,16.635        ,26.366           ,0.631 
2     ,6      ,124  ,1273       ,20.159        ,28.225           ,0.714 
6     ,2      ,124  ,2147483647 ,20.849        ,27.316           ,0.763 
1     ,7      ,124  ,1273       ,20.164        ,28.146           ,0.716 
7     ,1      ,124  ,2147483647 ,19.588        ,27.311           ,0.717 
3     ,4      ,124  ,1273       ,20.197        ,28.153           ,0.717 
4     ,3      ,124  ,2147483647 ,20.546        ,27.208           ,0.755 
5     ,7      ,124  ,1273       ,23.891        ,28.356           ,0.843 
7     ,5      ,124  ,1273       ,21.74         ,28.481           ,0.763 
0     ,4      ,128  ,1273       ,25.797        ,27.353           ,0.943 
4     ,0      ,128  ,2147483647 ,20.156        ,27.876           ,0.723 
2     ,2      ,128  ,2147483647 ,18.697        ,27.445           ,0.681 
2     ,6      ,128  ,1273       ,25.775        ,28.235           ,0.913 
6     ,2      ,128  ,2147483647 ,20.465        ,28.164           ,0.727 
1     ,7      ,128  ,1273       ,25.63         ,29.214           ,0.877 
7     ,1      ,128  ,2147483647 ,20.146        ,27.365           ,0.736 
3     ,4      ,128  ,1273       ,23.915        ,28.41            ,0.842 
4     ,3      ,128  ,2147483647 ,22.042        ,29.997           ,0.735 
5     ,7      ,128  ,1273       ,23.648        ,27.94            ,0.846 
7     ,5      ,128  ,1273       ,20.06         ,27.448           ,0.731 
0     ,4      ,132  ,1273       ,23.683        ,31.923           ,0.742 
4     ,0      ,132  ,2147483647 ,22.905        ,27.628           ,0.829 
4     ,4      ,132  ,1273       ,17.911        ,30.012           ,0.597 
2     ,2      ,132  ,2147483647 ,18.819        ,26.723           ,0.704 
2     ,6      ,132  ,1273       ,23.609        ,31.179           ,0.757 
6     ,2      ,132  ,2147483647 ,22.422        ,27.659           ,0.811 
1     ,7      ,132  ,1273       ,23.613        ,31.187           ,0.757 
7     ,1      ,132  ,2147483647 ,21.412        ,27.644           ,0.775 
3     ,4      ,132  ,1273       ,22.656        ,31.111           ,0.728 
4     ,3      ,132  ,2147483647 ,22.209        ,26.948           ,0.824 
5     ,7      ,132  ,1273       ,23.13         ,31.553           ,0.733 
7     ,5      ,132  ,1273       ,22.155        ,32.803           ,0.675 
0     ,4      ,136  ,1273       ,24.541        ,31.145           ,0.788 
4     ,0      ,136  ,2147483647 ,20.928        ,32.511           ,0.644 
4     ,4      ,136  ,1273       ,18.012        ,30.15            ,0.597 
2     ,2      ,136  ,2147483647 ,18.176        ,30.156           ,0.603 
2     ,6      ,136  ,1273       ,24.594        ,31.7             ,0.776 
6     ,2      ,136  ,2147483647 ,21.069        ,32.778           ,0.643 
1     ,7      ,136  ,1273       ,23.866        ,31.403           ,0.76  
7     ,1      ,136  ,2147483647 ,21.07         ,32.088           ,0.657 
3     ,4      ,136  ,1273       ,23.164        ,31.689           ,0.731 
4     ,3      ,136  ,2147483647 ,22.117        ,32.848           ,0.673 
5     ,7      ,136  ,1273       ,22.377        ,31.258           ,0.716 
7     ,5      ,136  ,1273       ,21.068        ,32.169           ,0.655 
0     ,4      ,140  ,1273       ,22.82         ,31.069           ,0.734 
4     ,0      ,140  ,2147483647 ,21.037        ,29.874           ,0.704 
4     ,4      ,140  ,1273       ,19.222        ,30.588           ,0.628 
2     ,2      ,140  ,2147483647 ,17.844        ,29.776           ,0.599 
2     ,6      ,140  ,1273       ,22.672        ,31.064           ,0.73  
6     ,2      ,140  ,2147483647 ,21.246        ,30.066           ,0.707 
1     ,7      ,140  ,1273       ,22.679        ,31.142           ,0.728 
7     ,1      ,140  ,2147483647 ,20.349        ,30.24            ,0.673 
3     ,4      ,140  ,1273       ,22.839        ,31.365           ,0.728 
4     ,3      ,140  ,2147483647 ,21.164        ,30.21            ,0.701 
5     ,7      ,140  ,1273       ,23.777        ,32.323           ,0.736 
7     ,5      ,140  ,1273       ,22.758        ,31.494           ,0.723 
0     ,4      ,144  ,1273       ,25.645        ,32.062           ,0.8   
4     ,0      ,144  ,2147483647 ,21.925        ,31.108           ,0.705 
4     ,4      ,144  ,1273       ,19.272        ,30.826           ,0.625 
2     ,2      ,144  ,2147483647 ,19.275        ,30.868           ,0.624 
2     ,6      ,144  ,1273       ,25.691        ,32.412           ,0.793 
6     ,2      ,144  ,2147483647 ,22.09         ,31.509           ,0.701 
1     ,7      ,144  ,1273       ,25.403        ,32.101           ,0.791 
7     ,1      ,144  ,2147483647 ,21.722        ,30.729           ,0.707 
3     ,4      ,144  ,1273       ,23.76         ,32.502           ,0.731 
4     ,3      ,144  ,2147483647 ,22.727        ,31.658           ,0.718 
5     ,7      ,144  ,1273       ,23.366        ,31.984           ,0.731 
7     ,5      ,144  ,1273       ,21.576        ,30.812           ,0.7   
0     ,4      ,148  ,1273       ,23.343        ,32.557           ,0.717 
4     ,0      ,148  ,2147483647 ,23.516        ,30.411           ,0.773 
4     ,4      ,148  ,1273       ,18.739        ,30.705           ,0.61  
2     ,2      ,148  ,2147483647 ,19.232        ,30.735           ,0.626 
2     ,6      ,148  ,1273       ,23.255        ,32.689           ,0.711 
6     ,2      ,148  ,2147483647 ,23.908        ,30.795           ,0.776 
1     ,7      ,148  ,1273       ,23.286        ,32.729           ,0.711 
7     ,1      ,148  ,2147483647 ,23.484        ,30.763           ,0.763 
3     ,4      ,148  ,1273       ,22.971        ,32.711           ,0.702 
4     ,3      ,148  ,2147483647 ,23.428        ,30.69            ,0.763 
5     ,7      ,148  ,1273       ,24.247        ,32.421           ,0.748 
7     ,5      ,148  ,1273       ,24.055        ,32.026           ,0.751 
0     ,4      ,152  ,1273       ,24.919        ,32.182           ,0.774 
4     ,0      ,152  ,2147483647 ,22.544        ,31.631           ,0.713 
4     ,4      ,152  ,1273       ,18.688        ,30.693           ,0.609 
2     ,2      ,152  ,2147483647 ,18.689        ,30.646           ,0.61  
2     ,6      ,152  ,1273       ,25.059        ,32.588           ,0.769 
6     ,2      ,152  ,2147483647 ,22.782        ,32.003           ,0.712 
1     ,7      ,152  ,1273       ,24.473        ,32.299           ,0.758 
7     ,1      ,152  ,2147483647 ,22.781        ,31.509           ,0.723 
3     ,4      ,152  ,1273       ,24.276        ,32.69            ,0.743 
4     ,3      ,152  ,2147483647 ,23.497        ,32.168           ,0.73  
5     ,7      ,152  ,1273       ,24.293        ,32.255           ,0.753 
7     ,5      ,152  ,1273       ,22.752        ,31.667           ,0.718 
0     ,4      ,156  ,1273       ,24.222        ,32.061           ,0.755 
4     ,0      ,156  ,2147483647 ,23.912        ,30.152           ,0.793 
4     ,4      ,156  ,1273       ,20.494        ,30.839           ,0.665 
2     ,2      ,156  ,2147483647 ,18.664        ,30.517           ,0.612 
2     ,6      ,156  ,1273       ,24.106        ,32.101           ,0.751 
6     ,2      ,156  ,2147483647 ,23.618        ,30.436           ,0.776 
1     ,7      ,156  ,1273       ,24.161        ,32.065           ,0.753 
7     ,1      ,156  ,2147483647 ,22.418        ,30.353           ,0.739 
3     ,4      ,156  ,1273       ,24.224        ,32.094           ,0.755 
4     ,3      ,156  ,2147483647 ,23.547        ,30.408           ,0.774 
5     ,7      ,156  ,1273       ,26.021        ,31.732           ,0.82  
7     ,5      ,156  ,1273       ,24.76         ,31.443           ,0.787 
0     ,4      ,160  ,1273       ,28.309        ,31.66            ,0.894 
4     ,0      ,160  ,2147483647 ,23.463        ,30.738           ,0.763 
4     ,4      ,160  ,1273       ,20.416        ,30.683           ,0.665 
2     ,2      ,160  ,2147483647 ,20.393        ,30.705           ,0.664 
2     ,6      ,160  ,1273       ,28.254        ,31.759           ,0.89  
6     ,2      ,160  ,2147483647 ,23.532        ,31.08            ,0.757 
1     ,7      ,160  ,1273       ,27.963        ,31.599           ,0.885 
7     ,1      ,160  ,2147483647 ,23.581        ,30.787           ,0.766 
3     ,4      ,160  ,1273       ,26.135        ,32.009           ,0.816 
4     ,3      ,160  ,2147483647 ,24.815        ,31.562           ,0.786 
5     ,7      ,160  ,1273       ,25.889        ,31.724           ,0.816 
7     ,5      ,160  ,1273       ,23.529        ,31.058           ,0.758 
0     ,4      ,164  ,1273       ,25.838        ,43.516           ,0.594 
4     ,0      ,164  ,2147483647 ,25.323        ,31.0             ,0.817 
4     ,4      ,164  ,1273       ,20.292        ,40.653           ,0.499 
2     ,2      ,164  ,2147483647 ,20.4          ,30.712           ,0.664 
2     ,6      ,164  ,1273       ,25.766        ,43.692           ,0.59  
6     ,2      ,164  ,2147483647 ,25.195        ,31.194           ,0.808 
1     ,7      ,164  ,1273       ,25.752        ,43.478           ,0.592 
7     ,1      ,164  ,2147483647 ,24.622        ,31.186           ,0.79  
3     ,4      ,164  ,1273       ,25.317        ,43.234           ,0.586 
4     ,3      ,164  ,2147483647 ,24.814        ,30.866           ,0.804 
5     ,7      ,164  ,1273       ,24.786        ,43.887           ,0.565 
7     ,5      ,164  ,1273       ,25.08         ,34.749           ,0.722 
0     ,4      ,168  ,1273       ,26.902        ,43.72            ,0.615 
4     ,0      ,168  ,2147483647 ,23.942        ,34.606           ,0.692 
4     ,4      ,168  ,1273       ,20.158        ,40.407           ,0.499 
