
Results For: wcscpy
align1,align2 ,len  ,max_char   ,__wcscpy_evex ,__wcscpy_ssse3 
1     ,7      ,112  ,1273       ,21.753        ,31.851         ,0.683 
7     ,1      ,112  ,2147483647 ,17.934        ,31.935         ,0.562 
3     ,4      ,112  ,1273       ,20.789        ,31.244         ,0.665 
4     ,3      ,112  ,2147483647 ,19.768        ,31.577         ,0.626 
5     ,7      ,112  ,1273       ,20.244        ,31.902         ,0.635 
7     ,5      ,112  ,1273       ,18.061        ,32.272         ,0.56  
0     ,4      ,116  ,1273       ,20.354        ,26.251         ,0.775 
4     ,0      ,116  ,2147483647 ,19.903        ,25.387         ,0.784 
4     ,4      ,116  ,1273       ,16.104        ,25.469         ,0.632 
2     ,2      ,116  ,2147483647 ,17.035        ,25.032         ,0.681 
2     ,6      ,116  ,1273       ,20.309        ,26.581         ,0.764 
6     ,2      ,116  ,2147483647 ,20.269        ,25.583         ,0.792 
1     ,7      ,116  ,1273       ,20.306        ,33.164         ,0.612 
7     ,1      ,116  ,2147483647 ,19.391        ,33.483         ,0.579 
3     ,4      ,116  ,1273       ,19.468        ,32.324         ,0.602 
4     ,3      ,116  ,2147483647 ,20.154        ,32.586         ,0.618 
5     ,7      ,116  ,1273       ,20.168        ,33.012         ,0.611 
7     ,5      ,116  ,1273       ,20.192        ,33.024         ,0.611 
0     ,4      ,120  ,1273       ,21.052        ,26.452         ,0.796 
4     ,0      ,120  ,2147483647 ,18.747        ,25.964         ,0.722 
4     ,4      ,120  ,1273       ,16.003        ,25.808         ,0.62  
2     ,2      ,120  ,2147483647 ,16.054        ,25.263         ,0.635 
2     ,6      ,120  ,1273       ,21.0          ,26.481         ,0.793 
6     ,2      ,120  ,2147483647 ,19.176        ,26.32          ,0.729 
1     ,7      ,120  ,1273       ,20.426        ,34.055         ,0.6   
7     ,1      ,120  ,2147483647 ,19.224        ,34.283         ,0.561 
3     ,4      ,120  ,1273       ,20.293        ,33.574         ,0.604 
4     ,3      ,120  ,2147483647 ,20.249        ,33.819         ,0.599 
5     ,7      ,120  ,1273       ,19.774        ,34.019         ,0.581 
7     ,5      ,120  ,1273       ,19.307        ,34.159         ,0.565 
0     ,4      ,124  ,1273       ,19.984        ,26.935         ,0.742 
4     ,0      ,124  ,2147483647 ,20.518        ,26.45          ,0.776 
4     ,4      ,124  ,1273       ,18.378        ,26.725         ,0.688 
2     ,2      ,124  ,2147483647 ,16.093        ,25.902         ,0.621 
2     ,6      ,124  ,1273       ,19.923        ,26.914         ,0.74  
6     ,2      ,124  ,2147483647 ,20.797        ,26.782         ,0.777 
1     ,7      ,124  ,1273       ,19.949        ,35.334         ,0.565 
7     ,1      ,124  ,2147483647 ,19.416        ,33.922         ,0.572 
3     ,4      ,124  ,1273       ,20.087        ,34.468         ,0.583 
4     ,3      ,124  ,2147483647 ,20.575        ,33.721         ,0.61  
5     ,7      ,124  ,1273       ,23.802        ,34.002         ,0.7   
7     ,5      ,124  ,1273       ,21.908        ,33.96          ,0.645 
0     ,4      ,128  ,1273       ,25.51         ,27.646         ,0.923 
4     ,0      ,128  ,2147483647 ,20.284        ,27.378         ,0.741 
2     ,2      ,128  ,2147483647 ,18.456        ,26.687         ,0.692 
2     ,6      ,128  ,1273       ,25.51         ,27.518         ,0.927 
6     ,2      ,128  ,2147483647 ,20.369        ,27.184         ,0.749 
1     ,7      ,128  ,1273       ,24.714        ,34.398         ,0.718 
7     ,1      ,128  ,2147483647 ,19.957        ,34.885         ,0.572 
3     ,4      ,128  ,1273       ,23.62         ,34.254         ,0.69  
4     ,3      ,128  ,2147483647 ,21.82         ,34.868         ,0.626 
5     ,7      ,128  ,1273       ,23.353        ,34.666         ,0.674 
7     ,5      ,128  ,1273       ,20.038        ,34.967         ,0.573 
0     ,4      ,132  ,1273       ,23.317        ,27.881         ,0.836 
4     ,0      ,132  ,2147483647 ,21.864        ,27.461         ,0.796 
4     ,4      ,132  ,1273       ,17.576        ,27.498         ,0.639 
2     ,2      ,132  ,2147483647 ,18.258        ,27.166         ,0.672 
2     ,6      ,132  ,1273       ,23.312        ,27.852         ,0.837 
6     ,2      ,132  ,2147483647 ,22.183        ,27.778         ,0.799 
1     ,7      ,132  ,1273       ,23.29         ,35.37          ,0.658 
7     ,1      ,132  ,2147483647 ,20.662        ,36.137         ,0.572 
3     ,4      ,132  ,1273       ,22.519        ,35.19          ,0.64  
4     ,3      ,132  ,2147483647 ,22.162        ,35.579         ,0.623 
5     ,7      ,132  ,1273       ,22.966        ,35.977         ,0.638 
7     ,5      ,132  ,1273       ,22.248        ,36.196         ,0.615 
0     ,4      ,136  ,1273       ,24.253        ,28.432         ,0.853 
4     ,0      ,136  ,2147483647 ,21.072        ,28.502         ,0.739 
4     ,4      ,136  ,1273       ,17.775        ,28.633         ,0.621 
2     ,2      ,136  ,2147483647 ,17.732        ,27.874         ,0.636 
2     ,6      ,136  ,1273       ,24.227        ,28.59          ,0.847 
6     ,2      ,136  ,2147483647 ,21.146        ,28.539         ,0.741 
1     ,7      ,136  ,1273       ,23.307        ,36.708         ,0.635 
7     ,1      ,136  ,2147483647 ,21.146        ,37.069         ,0.57  
3     ,4      ,136  ,1273       ,22.985        ,36.401         ,0.631 
4     ,3      ,136  ,2147483647 ,22.195        ,36.496         ,0.608 
5     ,7      ,136  ,1273       ,22.245        ,36.664         ,0.607 
7     ,5      ,136  ,1273       ,21.052        ,36.832         ,0.572 
0     ,4      ,140  ,1273       ,22.517        ,28.843         ,0.781 
4     ,0      ,140  ,2147483647 ,21.399        ,28.681         ,0.746 
4     ,4      ,140  ,1273       ,18.825        ,28.955         ,0.65  
2     ,2      ,140  ,2147483647 ,17.657        ,28.709         ,0.615 
2     ,6      ,140  ,1273       ,22.464        ,28.799         ,0.78  
6     ,2      ,140  ,2147483647 ,21.826        ,28.965         ,0.754 
1     ,7      ,140  ,1273       ,22.458        ,37.555         ,0.598 
7     ,1      ,140  ,2147483647 ,20.266        ,36.639         ,0.553 
3     ,4      ,140  ,1273       ,22.471        ,36.843         ,0.61  
4     ,3      ,140  ,2147483647 ,21.205        ,36.858         ,0.575 
5     ,7      ,140  ,1273       ,23.538        ,39.125         ,0.602 
7     ,5      ,140  ,1273       ,22.515        ,36.574         ,0.616 
0     ,4      ,144  ,1273       ,25.604        ,29.733         ,0.861 
4     ,0      ,144  ,2147483647 ,21.564        ,29.425         ,0.733 
4     ,4      ,144  ,1273       ,18.762        ,29.528         ,0.635 
2     ,2      ,144  ,2147483647 ,18.739        ,29.218         ,0.641 
2     ,6      ,144  ,1273       ,25.786        ,29.533         ,0.873 
6     ,2      ,144  ,2147483647 ,21.861        ,29.592         ,0.739 
1     ,7      ,144  ,1273       ,25.473        ,37.287         ,0.683 
7     ,1      ,144  ,2147483647 ,21.498        ,37.874         ,0.568 
3     ,4      ,144  ,1273       ,23.698        ,37.379         ,0.634 
4     ,3      ,144  ,2147483647 ,22.582        ,37.564         ,0.601 
5     ,7      ,144  ,1273       ,23.365        ,37.613         ,0.621 
7     ,5      ,144  ,1273       ,21.848        ,37.835         ,0.577 
0     ,4      ,148  ,1273       ,23.311        ,30.299         ,0.769 
4     ,0      ,148  ,2147483647 ,23.497        ,32.258         ,0.728 
4     ,4      ,148  ,1273       ,18.463        ,30.061         ,0.614 
2     ,2      ,148  ,2147483647 ,18.83         ,31.726         ,0.594 
2     ,6      ,148  ,1273       ,23.302        ,29.927         ,0.779 
6     ,2      ,148  ,2147483647 ,23.602        ,29.819         ,0.792 
1     ,7      ,148  ,1273       ,23.571        ,39.354         ,0.599 
7     ,1      ,148  ,2147483647 ,23.092        ,41.489         ,0.557 
3     ,4      ,148  ,1273       ,22.587        ,38.482         ,0.587 
4     ,3      ,148  ,2147483647 ,23.199        ,38.069         ,0.609 
5     ,7      ,148  ,1273       ,24.635        ,41.582         ,0.592 
7     ,5      ,148  ,1273       ,23.389        ,39.844         ,0.587 
0     ,4      ,152  ,1273       ,24.917        ,30.826         ,0.808 
4     ,0      ,152  ,2147483647 ,22.547        ,30.41          ,0.741 
4     ,4      ,152  ,1273       ,18.247        ,30.399         ,0.6   
2     ,2      ,152  ,2147483647 ,18.252        ,29.88          ,0.611 
2     ,6      ,152  ,1273       ,24.858        ,30.212         ,0.823 
6     ,2      ,152  ,2147483647 ,22.762        ,30.785         ,0.739 
1     ,7      ,152  ,1273       ,24.182        ,39.262         ,0.616 
7     ,1      ,152  ,2147483647 ,22.822        ,41.069         ,0.556 
3     ,4      ,152  ,1273       ,24.67         ,39.388         ,0.626 
4     ,3      ,152  ,2147483647 ,23.287        ,39.392         ,0.591 
5     ,7      ,152  ,1273       ,24.725        ,39.54          ,0.625 
7     ,5      ,152  ,1273       ,22.824        ,39.878         ,0.572 
0     ,4      ,156  ,1273       ,24.178        ,31.273         ,0.773 
4     ,0      ,156  ,2147483647 ,23.824        ,31.148         ,0.765 
4     ,4      ,156  ,1273       ,20.299        ,31.026         ,0.654 
2     ,2      ,156  ,2147483647 ,18.375        ,30.939         ,0.594 
2     ,6      ,156  ,1273       ,24.14         ,31.094         ,0.776 
6     ,2      ,156  ,2147483647 ,23.766        ,31.265         ,0.76  
1     ,7      ,156  ,1273       ,24.193        ,41.911         ,0.577 
7     ,1      ,156  ,2147483647 ,22.372        ,39.58          ,0.565 
3     ,4      ,156  ,1273       ,24.375        ,41.542         ,0.587 
4     ,3      ,156  ,2147483647 ,23.871        ,39.462         ,0.605 
5     ,7      ,156  ,1273       ,26.254        ,39.586         ,0.663 
7     ,5      ,156  ,1273       ,24.877        ,39.524         ,0.629 
0     ,4      ,160  ,1273       ,28.537        ,31.762         ,0.898 
4     ,0      ,160  ,2147483647 ,23.501        ,31.636         ,0.743 
4     ,4      ,160  ,1273       ,20.2          ,31.503         ,0.641 
2     ,2      ,160  ,2147483647 ,20.213        ,31.153         ,0.649 
2     ,6      ,160  ,1273       ,28.513        ,31.833         ,0.896 
6     ,2      ,160  ,2147483647 ,23.51         ,31.68          ,0.742 
1     ,7      ,160  ,1273       ,28.192        ,39.755         ,0.709 
7     ,1      ,160  ,2147483647 ,23.585        ,40.642         ,0.58  
3     ,4      ,160  ,1273       ,26.101        ,41.265         ,0.633 
4     ,3      ,160  ,2147483647 ,24.823        ,40.715         ,0.61  
5     ,7      ,160  ,1273       ,26.227        ,40.902         ,0.641 
7     ,5      ,160  ,1273       ,23.72         ,40.661         ,0.583 
0     ,4      ,164  ,1273       ,26.173        ,32.411         ,0.808 
4     ,0      ,164  ,2147483647 ,25.236        ,32.486         ,0.777 
4     ,4      ,164  ,1273       ,19.846        ,32.396         ,0.613 
2     ,2      ,164  ,2147483647 ,20.306        ,31.709         ,0.64  
2     ,6      ,164  ,1273       ,26.049        ,32.381         ,0.804 
6     ,2      ,164  ,2147483647 ,25.213        ,32.472         ,0.776 
1     ,7      ,164  ,1273       ,26.116        ,41.365         ,0.631 
7     ,1      ,164  ,2147483647 ,24.824        ,41.618         ,0.596 
3     ,4      ,164  ,1273       ,25.265        ,40.504         ,0.624 
4     ,3      ,164  ,2147483647 ,25.062        ,40.961         ,0.612 
5     ,7      ,164  ,1273       ,25.215        ,41.877         ,0.602 
7     ,5      ,164  ,1273       ,25.755        ,43.055         ,0.598 
0     ,4      ,168  ,1273       ,26.923        ,32.815         ,0.82  
4     ,0      ,168  ,2147483647 ,24.113        ,32.797         ,0.735 
4     ,4      ,168  ,1273       ,19.804        ,32.809         ,0.604 
2     ,2      ,168  ,2147483647 ,19.799        ,32.358         ,0.612 
2     ,6      ,168  ,1273       ,26.92         ,32.723         ,0.823 
6     ,2      ,168  ,2147483647 ,23.905        ,33.12          ,0.722 
1     ,7      ,168  ,1273       ,26.911        ,42.0           ,0.641 
7     ,1      ,168  ,2147483647 ,24.026        ,42.304         ,0.568 
3     ,4      ,168  ,1273       ,25.22         ,41.324         ,0.61  
4     ,3      ,168  ,2147483647 ,25.685        ,42.056         ,0.611 
5     ,7      ,168  ,1273       ,25.126        ,42.293         ,0.594 
7     ,5      ,168  ,1273       ,23.908        ,42.627         ,0.561 
0     ,4      ,172  ,1273       ,25.285        ,33.484         ,0.755 
4     ,0      ,172  ,2147483647 ,24.382        ,33.332         ,0.731 
4     ,4      ,172  ,1273       ,21.382        ,33.213         ,0.644 
2     ,2      ,172  ,2147483647 ,19.713        ,32.797         ,0.601 
2     ,6      ,172  ,1273       ,25.249        ,33.253         ,0.759 
6     ,2      ,172  ,2147483647 ,24.318        ,33.146         ,0.734 
1     ,7      ,172  ,1273       ,25.219        ,43.267         ,0.583 
7     ,1      ,172  ,2147483647 ,23.787        ,42.08          ,0.565 
3     ,4      ,172  ,1273       ,25.276        ,42.637         ,0.593 
4     ,3      ,172  ,2147483647 ,24.475        ,41.806         ,0.585 
5     ,7      ,172  ,1273       ,27.368        ,42.21          ,0.648 
7     ,5      ,172  ,1273       ,26.186        ,42.018         ,0.623 
0     ,4      ,176  ,1273       ,28.277        ,33.933         ,0.833 
4     ,0      ,176  ,2147483647 ,24.88         ,33.694         ,0.738 
4     ,4      ,176  ,1273       ,21.279        ,33.713         ,0.631 
2     ,2      ,176  ,2147483647 ,21.232        ,32.979         ,0.644 
2     ,6      ,176  ,1273       ,28.156        ,33.508         ,0.84  
6     ,2      ,176  ,2147483647 ,24.827        ,33.612         ,0.739 
1     ,7      ,176  ,1273       ,28.074        ,42.069         ,0.667 
7     ,1      ,176  ,2147483647 ,24.706        ,44.767         ,0.552 
3     ,4      ,176  ,1273       ,27.353        ,42.605         ,0.642 
4     ,3      ,176  ,2147483647 ,25.925        ,44.47          ,0.583 
5     ,7      ,176  ,1273       ,26.048        ,43.266         ,0.602 
7     ,5      ,176  ,1273       ,24.873        ,43.201         ,0.576 
0     ,4      ,180  ,1273       ,25.696        ,34.338         ,0.748 
4     ,0      ,180  ,2147483647 ,26.638        ,34.485         ,0.772 
4     ,4      ,180  ,1273       ,20.959        ,34.304         ,0.611 
2     ,2      ,180  ,2147483647 ,21.273        ,33.643         ,0.632 
2     ,6      ,180  ,1273       ,25.503        ,34.168         ,0.746 
6     ,2      ,180  ,2147483647 ,26.853        ,34.414         ,0.78  
1     ,7      ,180  ,1273       ,25.433        ,43.628         ,0.583 
7     ,1      ,180  ,2147483647 ,26.11         ,44.607         ,0.585 
3     ,4      ,180  ,1273       ,25.366        ,43.715         ,0.58  
4     ,3      ,180  ,2147483647 ,26.357        ,45.559         ,0.579 
5     ,7      ,180  ,1273       ,26.136        ,43.973         ,0.594 
7     ,5      ,180  ,1273       ,26.594        ,44.192         ,0.602 
0     ,4      ,184  ,1273       ,28.057        ,34.726         ,0.808 
4     ,0      ,184  ,2147483647 ,25.512        ,34.812         ,0.733 
4     ,4      ,184  ,1273       ,20.617        ,34.806         ,0.592 
2     ,2      ,184  ,2147483647 ,20.684        ,34.209         ,0.605 
2     ,6      ,184  ,1273       ,27.882        ,34.415         ,0.81  
6     ,2      ,184  ,2147483647 ,25.598        ,34.89          ,0.734 
1     ,7      ,184  ,1273       ,27.729        ,44.611         ,0.622 
7     ,1      ,184  ,2147483647 ,25.626        ,45.334         ,0.565 
3     ,4      ,184  ,1273       ,25.872        ,44.519         ,0.581 
4     ,3      ,184  ,2147483647 ,26.602        ,44.539         ,0.597 
5     ,7      ,184  ,1273       ,25.894        ,45.067         ,0.575 
7     ,5      ,184  ,1273       ,25.487        ,44.999         ,0.566 
0     ,4      ,188  ,1273       ,25.956        ,35.401         ,0.733 
4     ,0      ,188  ,2147483647 ,26.374        ,35.32          ,0.747 
4     ,4      ,188  ,1273       ,22.645        ,35.304         ,0.641 
2     ,2      ,188  ,2147483647 ,20.718        ,34.571         ,0.599 
2     ,6      ,188  ,1273       ,25.884        ,35.037         ,0.739 
6     ,2      ,188  ,2147483647 ,26.339        ,35.423         ,0.744 
1     ,7      ,188  ,1273       ,25.999        ,45.857         ,0.567 
7     ,1      ,188  ,2147483647 ,25.853        ,44.726         ,0.578 
3     ,4      ,188  ,1273       ,26.146        ,45.126         ,0.579 
4     ,3      ,188  ,2147483647 ,26.403        ,44.539         ,0.593 
5     ,7      ,188  ,1273       ,28.772        ,46.348         ,0.621 
7     ,5      ,188  ,1273       ,27.71         ,44.848         ,0.618 
0     ,4      ,192  ,1273       ,30.999        ,36.477         ,0.85  
4     ,0      ,192  ,2147483647 ,27.043        ,36.155         ,0.748 
4     ,4      ,192  ,1273       ,22.82         ,36.166         ,0.631 
2     ,2      ,192  ,2147483647 ,22.765        ,35.656         ,0.638 
2     ,6      ,192  ,1273       ,30.863        ,36.124         ,0.854 
6     ,2      ,192  ,2147483647 ,27.013        ,36.129         ,0.748 
1     ,7      ,192  ,1273       ,30.638        ,44.978         ,0.681 
7     ,1      ,192  ,2147483647 ,26.918        ,46.083         ,0.584 
3     ,4      ,192  ,1273       ,29.005        ,46.957         ,0.618 
4     ,3      ,192  ,2147483647 ,27.804        ,47.58          ,0.584 
5     ,7      ,192  ,1273       ,28.829        ,45.9           ,0.628 
7     ,5      ,192  ,1273       ,26.855        ,46.171         ,0.582 
0     ,4      ,196  ,1273       ,28.835        ,36.825         ,0.783 
4     ,0      ,196  ,2147483647 ,29.027        ,36.848         ,0.788 
4     ,4      ,196  ,1273       ,21.86         ,36.809         ,0.594 
2     ,2      ,196  ,2147483647 ,22.721        ,35.865         ,0.634 
2     ,6      ,196  ,1273       ,28.772        ,36.478         ,0.789 
6     ,2      ,196  ,2147483647 ,28.629        ,36.452         ,0.785 
1     ,7      ,196  ,1273       ,28.817        ,46.156         ,0.624 
7     ,1      ,196  ,2147483647 ,28.269        ,47.219         ,0.599 
3     ,4      ,196  ,1273       ,27.252        ,46.009         ,0.592 
4     ,3      ,196  ,2147483647 ,28.174        ,46.547         ,0.605 
5     ,7      ,196  ,1273       ,27.679        ,46.941         ,0.59  
7     ,5      ,196  ,1273       ,28.225        ,47.326         ,0.596 
0     ,4      ,200  ,1273       ,29.613        ,37.011         ,0.8   
4     ,0      ,200  ,2147483647 ,27.517        ,37.159         ,0.741 
4     ,4      ,200  ,1273       ,21.854        ,37.368         ,0.585 
2     ,2      ,200  ,2147483647 ,21.88         ,36.723         ,0.596 
2     ,6      ,200  ,1273       ,29.613        ,37.042         ,0.799 
6     ,2      ,200  ,2147483647 ,27.616        ,37.569         ,0.735 
1     ,7      ,200  ,1273       ,28.893        ,47.474         ,0.609 
7     ,1      ,200  ,2147483647 ,27.677        ,48.209         ,0.574 
3     ,4      ,200  ,1273       ,28.084        ,47.513         ,0.591 
4     ,3      ,200  ,2147483647 ,28.207        ,47.416         ,0.595 
5     ,7      ,200  ,1273       ,27.623        ,47.815         ,0.578 
7     ,5      ,200  ,1273       ,27.425        ,47.61          ,0.576 
0     ,4      ,204  ,1273       ,27.784        ,37.415         ,0.743 
4     ,0      ,204  ,2147483647 ,27.918        ,37.707         ,0.74  
4     ,4      ,204  ,1273       ,22.471        ,37.352         ,0.602 
2     ,2      ,204  ,2147483647 ,21.658        ,36.983         ,0.586 
2     ,6      ,204  ,1273       ,27.826        ,37.558         ,0.741 
6     ,2      ,204  ,2147483647 ,27.911        ,37.587         ,0.743 
1     ,7      ,204  ,1273       ,27.823        ,48.332         ,0.576 
7     ,1      ,204  ,2147483647 ,27.758        ,47.348         ,0.586 
3     ,4      ,204  ,1273       ,27.755        ,48.05          ,0.578 
4     ,3      ,204  ,2147483647 ,27.943        ,47.509         ,0.588 
5     ,7      ,204  ,1273       ,29.441        ,47.792         ,0.616 
7     ,5      ,204  ,1273       ,29.052        ,47.647         ,0.61  
0     ,4      ,208  ,1273       ,31.079        ,38.124         ,0.815 
4     ,0      ,208  ,2147483647 ,28.921        ,38.158         ,0.758 
4     ,4      ,208  ,1273       ,22.547        ,38.257         ,0.589 
2     ,2      ,208  ,2147483647 ,22.647        ,37.74          ,0.6   
2     ,6      ,208  ,1273       ,31.15         ,38.269         ,0.814 
6     ,2      ,208  ,2147483647 ,29.018        ,38.24          ,0.759 
1     ,7      ,208  ,1273       ,30.917        ,47.885         ,0.646 
7     ,1      ,208  ,2147483647 ,28.808        ,48.796         ,0.59  
3     ,4      ,208  ,1273       ,29.376        ,48.196         ,0.61  
4     ,3      ,208  ,2147483647 ,28.911        ,48.247         ,0.599 
5     ,7      ,208  ,1273       ,28.997        ,48.65          ,0.596 
7     ,5      ,208  ,1273       ,28.926        ,48.665         ,0.594 
0     ,4      ,212  ,1273       ,28.917        ,38.503         ,0.751 
4     ,0      ,212  ,2147483647 ,30.174        ,38.66          ,0.78  
4     ,4      ,212  ,1273       ,22.055        ,38.393         ,0.574 
2     ,2      ,212  ,2147483647 ,22.444        ,37.985         ,0.591 
2     ,6      ,212  ,1273       ,28.934        ,38.856         ,0.745 
6     ,2      ,212  ,2147483647 ,30.455        ,38.985         ,0.781 
1     ,7      ,212  ,1273       ,29.077        ,48.974         ,0.594 
7     ,1      ,212  ,2147483647 ,30.348        ,50.049         ,0.606 
3     ,4      ,212  ,1273       ,28.734        ,48.935         ,0.587 
4     ,3      ,212  ,2147483647 ,29.663        ,49.232         ,0.603 
5     ,7      ,212  ,1273       ,28.762        ,49.305         ,0.583 
7     ,5      ,212  ,1273       ,29.444        ,51.098         ,0.576 
0     ,4      ,216  ,1273       ,30.078        ,39.953         ,0.753 
4     ,0      ,216  ,2147483647 ,29.374        ,39.193         ,0.749 
4     ,4      ,216  ,1273       ,22.048        ,38.972         ,0.566 
2     ,2      ,216  ,2147483647 ,22.185        ,38.592         ,0.575 
2     ,6      ,216  ,1273       ,30.145        ,39.153         ,0.77  
6     ,2      ,216  ,2147483647 ,29.484        ,39.723         ,0.742 
1     ,7      ,216  ,1273       ,30.158        ,49.971         ,0.603 
7     ,1      ,216  ,2147483647 ,29.51         ,50.564         ,0.584 
3     ,4      ,216  ,1273       ,28.511        ,49.719         ,0.573 
4     ,3      ,216  ,2147483647 ,29.567        ,49.846         ,0.593 
5     ,7      ,216  ,1273       ,28.637        ,50.46          ,0.568 
7     ,5      ,216  ,1273       ,29.499        ,50.511         ,0.584 
0     ,4      ,220  ,1273       ,29.467        ,39.562         ,0.745 
4     ,0      ,220  ,2147483647 ,29.922        ,39.676         ,0.754 
4     ,4      ,220  ,1273       ,23.451        ,41.374         ,0.567 
2     ,2      ,220  ,2147483647 ,22.269        ,39.626         ,0.562 
2     ,6      ,220  ,1273       ,29.544        ,39.617         ,0.746 
6     ,2      ,220  ,2147483647 ,29.954        ,40.002         ,0.749 
1     ,7      ,220  ,1273       ,29.619        ,51.112         ,0.58  
7     ,1      ,220  ,2147483647 ,29.954        ,50.21          ,0.597 
3     ,4      ,220  ,1273       ,29.533        ,51.422         ,0.574 
4     ,3      ,220  ,2147483647 ,30.062        ,52.449         ,0.573 
5     ,7      ,220  ,1273       ,31.345        ,53.711         ,0.584 
7     ,5      ,220  ,1273       ,31.101        ,50.1           ,0.621 
0     ,4      ,224  ,1273       ,32.767        ,40.131         ,0.816 
4     ,0      ,224  ,2147483647 ,31.039        ,40.45          ,0.767 
4     ,4      ,224  ,1273       ,23.477        ,42.565         ,0.552 
2     ,2      ,224  ,2147483647 ,23.527        ,39.786         ,0.591 
2     ,6      ,224  ,1273       ,32.872        ,40.284         ,0.816 
6     ,2      ,224  ,2147483647 ,31.002        ,40.281         ,0.77  
1     ,7      ,224  ,1273       ,32.332        ,50.207         ,0.644 
7     ,1      ,224  ,2147483647 ,31.037        ,51.654         ,0.601 
3     ,4      ,224  ,1273       ,31.22         ,53.813         ,0.58  
4     ,3      ,224  ,2147483647 ,31.003        ,50.728         ,0.611 
5     ,7      ,224  ,1273       ,30.747        ,54.335         ,0.566 
7     ,5      ,224  ,1273       ,30.681        ,50.957         ,0.602 
0     ,4      ,228  ,1273       ,30.563        ,40.7           ,0.751 
4     ,0      ,228  ,2147483647 ,32.363        ,41.097         ,0.787 
4     ,4      ,228  ,1273       ,23.542        ,42.85          ,0.549 
2     ,2      ,228  ,2147483647 ,23.474        ,41.763         ,0.562 
2     ,6      ,228  ,1273       ,30.834        ,40.683         ,0.758 
6     ,2      ,228  ,2147483647 ,32.499        ,41.104         ,0.791 
1     ,7      ,228  ,1273       ,30.969        ,51.778         ,0.598 
7     ,1      ,228  ,2147483647 ,32.496        ,52.565         ,0.618 
3     ,4      ,228  ,1273       ,30.434        ,55.19          ,0.551 
4     ,3      ,228  ,2147483647 ,31.859        ,52.495         ,0.607 
5     ,7      ,228  ,1273       ,30.621        ,56.002         ,0.547 
7     ,5      ,228  ,1273       ,31.828        ,52.958         ,0.601 
0     ,4      ,232  ,1273       ,32.331        ,41.348         ,0.782 
4     ,0      ,232  ,2147483647 ,31.785        ,41.523         ,0.765 
4     ,4      ,232  ,1273       ,23.722        ,44.043         ,0.539 
2     ,2      ,232  ,2147483647 ,23.729        ,42.949         ,0.553 
2     ,6      ,232  ,1273       ,32.5          ,43.032         ,0.755 
6     ,2      ,232  ,2147483647 ,31.93         ,42.124         ,0.758 
1     ,7      ,232  ,1273       ,32.287        ,53.097         ,0.608 
7     ,1      ,232  ,2147483647 ,31.788        ,53.595         ,0.593 
3     ,4      ,232  ,1273       ,30.466        ,55.957         ,0.544 
4     ,3      ,232  ,2147483647 ,31.601        ,52.737         ,0.599 
5     ,7      ,232  ,1273       ,30.501        ,56.471         ,0.54  
7     ,5      ,232  ,1273       ,31.778        ,53.701         ,0.592 
0     ,4      ,236  ,1273       ,31.579        ,41.95          ,0.753 
4     ,0      ,236  ,2147483647 ,32.248        ,42.333         ,0.762 
4     ,4      ,236  ,1273       ,24.464        ,44.022         ,0.556 
2     ,2      ,236  ,2147483647 ,23.572        ,41.805         ,0.564 
2     ,6      ,236  ,1273       ,31.569        ,41.902         ,0.753 
6     ,2      ,236  ,2147483647 ,32.191        ,42.293         ,0.761 
1     ,7      ,236  ,1273       ,31.452        ,53.587         ,0.587 
7     ,1      ,236  ,2147483647 ,31.978        ,53.127         ,0.602 
3     ,4      ,236  ,1273       ,31.484        ,56.976         ,0.553 
4     ,3      ,236  ,2147483647 ,32.114        ,54.053         ,0.594 
5     ,7      ,236  ,1273       ,33.051        ,56.639         ,0.584 
7     ,5      ,236  ,1273       ,34.195        ,53.816         ,0.635 
0     ,4      ,240  ,1273       ,34.199        ,44.68          ,0.765 
4     ,0      ,240  ,2147483647 ,32.955        ,42.513         ,0.775 
4     ,4      ,240  ,1273       ,25.324        ,44.571         ,0.568 
2     ,2      ,240  ,2147483647 ,24.246        ,44.966         ,0.539 
2     ,6      ,240  ,1273       ,33.514        ,42.239         ,0.793 
6     ,2      ,240  ,2147483647 ,32.878        ,42.367         ,0.776 
1     ,7      ,240  ,1273       ,33.479        ,52.773         ,0.634 
7     ,1      ,240  ,2147483647 ,32.708        ,53.646         ,0.61  
3     ,4      ,240  ,1273       ,32.616        ,56.554         ,0.577 
4     ,3      ,240  ,2147483647 ,32.647        ,53.462         ,0.611 
5     ,7      ,240  ,1273       ,31.986        ,56.817         ,0.563 
7     ,5      ,240  ,1273       ,32.701        ,53.935         ,0.606 
0     ,4      ,244  ,1273       ,32.094        ,42.489         ,0.755 
4     ,0      ,244  ,2147483647 ,34.212        ,43.088         ,0.794 
4     ,4      ,244  ,1273       ,23.917        ,45.044         ,0.531 
2     ,2      ,244  ,2147483647 ,24.24         ,42.576         ,0.569 
2     ,6      ,244  ,1273       ,32.15         ,42.841         ,0.75  
6     ,2      ,244  ,2147483647 ,34.306        ,43.098         ,0.796 
1     ,7      ,244  ,1273       ,32.162        ,53.949         ,0.596 
7     ,1      ,244  ,2147483647 ,34.34         ,55.159         ,0.623 
3     ,4      ,244  ,1273       ,32.369        ,58.011         ,0.558 
4     ,3      ,244  ,2147483647 ,33.845        ,54.722         ,0.618 
5     ,7      ,244  ,1273       ,32.492        ,58.783         ,0.553 
