
Results For: wcscpy
align1,align2 ,len  ,max_char   ,__wcscpy_evex ,__wcscpy_ssse3 
7     ,5      ,244  ,1273       ,33.602        ,55.143         ,0.609 
0     ,4      ,248  ,1273       ,33.484        ,43.033         ,0.778 
4     ,0      ,248  ,2147483647 ,33.497        ,43.715         ,0.766 
4     ,4      ,248  ,1273       ,23.917        ,45.722         ,0.523 
2     ,2      ,248  ,2147483647 ,23.893        ,43.177         ,0.553 
2     ,6      ,248  ,1273       ,33.612        ,43.448         ,0.774 
6     ,2      ,248  ,2147483647 ,33.712        ,44.408         ,0.759 
1     ,7      ,248  ,1273       ,33.698        ,55.347         ,0.609 
7     ,1      ,248  ,2147483647 ,33.562        ,56.195         ,0.597 
3     ,4      ,248  ,1273       ,32.377        ,59.277         ,0.546 
4     ,3      ,248  ,2147483647 ,33.731        ,55.797         ,0.605 
5     ,7      ,248  ,1273       ,32.499        ,59.707         ,0.544 
7     ,5      ,248  ,1273       ,33.792        ,56.426         ,0.599 
0     ,4      ,252  ,1273       ,33.687        ,44.119         ,0.764 
4     ,0      ,252  ,2147483647 ,34.137        ,45.948         ,0.743 
4     ,4      ,252  ,1273       ,24.554        ,46.559         ,0.527 
2     ,2      ,252  ,2147483647 ,24.203        ,44.149         ,0.548 
2     ,6      ,252  ,1273       ,33.682        ,43.949         ,0.766 
6     ,2      ,252  ,2147483647 ,34.031        ,44.352         ,0.767 
1     ,7      ,252  ,1273       ,33.719        ,56.852         ,0.593 
7     ,1      ,252  ,2147483647 ,34.193        ,56.064         ,0.61  
3     ,4      ,252  ,1273       ,33.875        ,60.072         ,0.564 
4     ,3      ,252  ,2147483647 ,34.108        ,55.926         ,0.61  
5     ,7      ,252  ,1273       ,35.025        ,59.47          ,0.589 
7     ,5      ,252  ,1273       ,35.015        ,55.75          ,0.628 
0     ,4      ,256  ,1273       ,34.939        ,45.614         ,0.766 
4     ,0      ,256  ,2147483647 ,34.884        ,44.832         ,0.778 
4     ,4      ,256  ,1273       ,24.465        ,46.433         ,0.527 
2     ,2      ,256  ,2147483647 ,24.38         ,44.324         ,0.55  
2     ,6      ,256  ,1273       ,35.101        ,44.449         ,0.79  
6     ,2      ,256  ,2147483647 ,35.367        ,46.617         ,0.759 
1     ,7      ,256  ,1273       ,35.337        ,56.658         ,0.624 
7     ,1      ,256  ,2147483647 ,35.356        ,57.124         ,0.619 
3     ,4      ,256  ,1273       ,35.254        ,60.069         ,0.587 
4     ,3      ,256  ,2147483647 ,35.138        ,56.843         ,0.618 
5     ,7      ,256  ,1273       ,34.373        ,60.62          ,0.567 
7     ,5      ,256  ,1273       ,35.121        ,56.726         ,0.619 
0     ,4      ,260  ,1273       ,34.34         ,45.019         ,0.763 
4     ,0      ,260  ,2147483647 ,36.592        ,45.729         ,0.8   
4     ,4      ,260  ,1273       ,24.461        ,47.441         ,0.516 
2     ,2      ,260  ,2147483647 ,24.653        ,45.167         ,0.546 
2     ,6      ,260  ,1273       ,34.571        ,47.393         ,0.729 
6     ,2      ,260  ,2147483647 ,36.735        ,47.147         ,0.779 
1     ,7      ,260  ,1273       ,34.335        ,56.893         ,0.603 
7     ,1      ,260  ,2147483647 ,36.545        ,58.131         ,0.629 
3     ,4      ,260  ,1273       ,34.536        ,60.982         ,0.566 
4     ,3      ,260  ,2147483647 ,35.896        ,57.517         ,0.624 
5     ,7      ,260  ,1273       ,34.579        ,61.484         ,0.562 
7     ,5      ,260  ,1273       ,35.583        ,58.193         ,0.611 
0     ,4      ,264  ,1273       ,35.151        ,45.787         ,0.768 
4     ,0      ,264  ,2147483647 ,35.856        ,46.077         ,0.778 
4     ,4      ,264  ,1273       ,24.36         ,48.087         ,0.507 
2     ,2      ,264  ,2147483647 ,24.287        ,47.021         ,0.517 
2     ,6      ,264  ,1273       ,35.134        ,47.657         ,0.737 
6     ,2      ,264  ,2147483647 ,35.883        ,48.018         ,0.747 
1     ,7      ,264  ,1273       ,35.177        ,58.594         ,0.6   
7     ,1      ,264  ,2147483647 ,35.941        ,59.281         ,0.606 
3     ,4      ,264  ,1273       ,34.758        ,61.715         ,0.563 
4     ,3      ,264  ,2147483647 ,35.902        ,58.848         ,0.61  
5     ,7      ,264  ,1273       ,34.757        ,62.737         ,0.554 
7     ,5      ,264  ,1273       ,35.941        ,59.361         ,0.605 
0     ,4      ,268  ,1273       ,36.092        ,46.266         ,0.78  
4     ,0      ,268  ,2147483647 ,36.218        ,46.455         ,0.78  
4     ,4      ,268  ,1273       ,25.585        ,48.703         ,0.525 
2     ,2      ,268  ,2147483647 ,24.547        ,49.731         ,0.494 
2     ,6      ,268  ,1273       ,36.37         ,51.008         ,0.713 
6     ,2      ,268  ,2147483647 ,36.517        ,47.085         ,0.776 
1     ,7      ,268  ,1273       ,36.268        ,59.359         ,0.611 
7     ,1      ,268  ,2147483647 ,36.309        ,59.017         ,0.615 
3     ,4      ,268  ,1273       ,35.749        ,62.463         ,0.572 
4     ,3      ,268  ,2147483647 ,36.177        ,58.62          ,0.617 
5     ,7      ,268  ,1273       ,37.269        ,62.142         ,0.6   
7     ,5      ,268  ,1273       ,36.968        ,58.508         ,0.632 
0     ,4      ,272  ,1273       ,37.017        ,46.779         ,0.791 
4     ,0      ,272  ,2147483647 ,37.24         ,48.654         ,0.765 
4     ,4      ,272  ,1273       ,25.423        ,49.141         ,0.517 
2     ,2      ,272  ,2147483647 ,25.579        ,46.653         ,0.548 
2     ,6      ,272  ,1273       ,37.284        ,46.783         ,0.797 
6     ,2      ,272  ,2147483647 ,37.343        ,48.767         ,0.766 
1     ,7      ,272  ,1273       ,36.833        ,58.91          ,0.625 
7     ,1      ,272  ,2147483647 ,37.218        ,59.713         ,0.623 
3     ,4      ,272  ,1273       ,36.989        ,62.461         ,0.592 
4     ,3      ,272  ,2147483647 ,37.148        ,59.215         ,0.627 
5     ,7      ,272  ,1273       ,36.516        ,63.133         ,0.578 
7     ,5      ,272  ,1273       ,37.245        ,59.817         ,0.623 
0     ,4      ,276  ,1273       ,36.426        ,49.316         ,0.739 
4     ,0      ,276  ,2147483647 ,38.626        ,49.247         ,0.784 
4     ,4      ,276  ,1273       ,24.445        ,49.605         ,0.493 
2     ,2      ,276  ,2147483647 ,25.512        ,48.786         ,0.523 
2     ,6      ,276  ,1273       ,36.427        ,47.517         ,0.767 
6     ,2      ,276  ,2147483647 ,38.789        ,52.79          ,0.735 
1     ,7      ,276  ,1273       ,36.51         ,60.187         ,0.607 
7     ,1      ,276  ,2147483647 ,38.663        ,61.058         ,0.633 
3     ,4      ,276  ,1273       ,36.408        ,63.765         ,0.571 
4     ,3      ,276  ,2147483647 ,37.898        ,60.323         ,0.628 
5     ,7      ,276  ,1273       ,36.682        ,64.35          ,0.57  
7     ,5      ,276  ,1273       ,37.908        ,61.127         ,0.62  
0     ,4      ,280  ,1273       ,36.681        ,50.034         ,0.733 
4     ,0      ,280  ,2147483647 ,38.001        ,53.339         ,0.712 
4     ,4      ,280  ,1273       ,24.305        ,50.311         ,0.483 
2     ,2      ,280  ,2147483647 ,24.355        ,54.415         ,0.448 
2     ,6      ,280  ,1273       ,36.606        ,54.241         ,0.675 
6     ,2      ,280  ,2147483647 ,37.942        ,56.719         ,0.669 
1     ,7      ,280  ,1273       ,36.394        ,60.913         ,0.597 
7     ,1      ,280  ,2147483647 ,37.745        ,61.647         ,0.612 
3     ,4      ,280  ,1273       ,36.349        ,64.507         ,0.563 
4     ,3      ,280  ,2147483647 ,37.723        ,61.171         ,0.617 
5     ,7      ,280  ,1273       ,36.385        ,64.738         ,0.562 
7     ,5      ,280  ,1273       ,37.658        ,61.55          ,0.612 
0     ,4      ,284  ,1273       ,37.792        ,55.012         ,0.687 
4     ,0      ,284  ,2147483647 ,38.232        ,48.716         ,0.785 
4     ,4      ,284  ,1273       ,26.96         ,50.167         ,0.537 
2     ,2      ,284  ,2147483647 ,24.303        ,55.064         ,0.441 
2     ,6      ,284  ,1273       ,37.931        ,60.036         ,0.632 
6     ,2      ,284  ,2147483647 ,38.38         ,49.173         ,0.781 
1     ,7      ,284  ,1273       ,37.954        ,62.201         ,0.61  
7     ,1      ,284  ,2147483647 ,38.336        ,61.784         ,0.62  
3     ,4      ,284  ,1273       ,37.747        ,65.66          ,0.575 
4     ,3      ,284  ,2147483647 ,38.273        ,70.626         ,0.542 
5     ,7      ,284  ,1273       ,39.312        ,64.588         ,0.609 
7     ,5      ,284  ,1273       ,39.358        ,61.551         ,0.639 
0     ,4      ,288  ,1273       ,39.478        ,48.936         ,0.807 
4     ,0      ,288  ,2147483647 ,39.215        ,52.271         ,0.75  
4     ,4      ,288  ,1273       ,26.979        ,50.811         ,0.531 
2     ,2      ,288  ,2147483647 ,26.933        ,48.783         ,0.552 
2     ,6      ,288  ,1273       ,39.194        ,49.145         ,0.798 
6     ,2      ,288  ,2147483647 ,39.36         ,52.751         ,0.746 
1     ,7      ,288  ,1273       ,38.816        ,61.624         ,0.63  
7     ,1      ,288  ,2147483647 ,39.445        ,70.259         ,0.561 
3     ,4      ,288  ,1273       ,39.255        ,65.279         ,0.601 
4     ,3      ,288  ,2147483647 ,39.401        ,65.916         ,0.598 
5     ,7      ,288  ,1273       ,38.704        ,65.981         ,0.587 
7     ,5      ,288  ,1273       ,39.357        ,69.274         ,0.568 
0     ,4      ,292  ,1273       ,38.615        ,53.62          ,0.72  
4     ,0      ,292  ,2147483647 ,40.854        ,60.761         ,0.672 
4     ,4      ,292  ,1273       ,25.811        ,52.015         ,0.496 
2     ,2      ,292  ,2147483647 ,27.107        ,54.468         ,0.498 
2     ,6      ,292  ,1273       ,38.69         ,56.2           ,0.688 
6     ,2      ,292  ,2147483647 ,40.968        ,60.631         ,0.676 
1     ,7      ,292  ,1273       ,38.514        ,64.404         ,0.598 
7     ,1      ,292  ,2147483647 ,40.685        ,66.98          ,0.607 
3     ,4      ,292  ,1273       ,38.454        ,66.199         ,0.581 
4     ,3      ,292  ,2147483647 ,39.757        ,66.14          ,0.601 
5     ,7      ,292  ,1273       ,38.569        ,66.834         ,0.577 
7     ,5      ,292  ,1273       ,39.676        ,68.384         ,0.58  
0     ,4      ,296  ,1273       ,38.721        ,60.907         ,0.636 
4     ,0      ,296  ,2147483647 ,39.855        ,58.606         ,0.68  
4     ,4      ,296  ,1273       ,25.51         ,53.998         ,0.472 
2     ,2      ,296  ,2147483647 ,25.606        ,60.433         ,0.424 
2     ,6      ,296  ,1273       ,38.609        ,63.694         ,0.606 
6     ,2      ,296  ,2147483647 ,40.001        ,61.437         ,0.651 
1     ,7      ,296  ,1273       ,38.962        ,67.749         ,0.575 
7     ,1      ,296  ,2147483647 ,40.117        ,71.092         ,0.564 
3     ,4      ,296  ,1273       ,38.96         ,67.288         ,0.579 
4     ,3      ,296  ,2147483647 ,40.009        ,66.003         ,0.606 
5     ,7      ,296  ,1273       ,38.827        ,67.663         ,0.574 
7     ,5      ,296  ,1273       ,39.777        ,65.977         ,0.603 
0     ,4      ,300  ,1273       ,39.995        ,61.523         ,0.65  
4     ,0      ,300  ,2147483647 ,40.084        ,51.028         ,0.786 
4     ,4      ,300  ,1273       ,26.967        ,52.847         ,0.51  
2     ,2      ,300  ,2147483647 ,25.52         ,60.967         ,0.419 
2     ,6      ,300  ,1273       ,39.604        ,64.748         ,0.612 
6     ,2      ,300  ,2147483647 ,40.298        ,51.522         ,0.782 
1     ,7      ,300  ,1273       ,40.129        ,68.824         ,0.583 
7     ,1      ,300  ,2147483647 ,40.544        ,64.64          ,0.627 
3     ,4      ,300  ,1273       ,40.04         ,68.647         ,0.583 
4     ,3      ,300  ,2147483647 ,40.551        ,74.4           ,0.545 
5     ,7      ,300  ,1273       ,41.562        ,67.563         ,0.615 
7     ,5      ,300  ,1273       ,41.306        ,66.147         ,0.624 
0     ,4      ,304  ,1273       ,41.23         ,51.323         ,0.803 
4     ,0      ,304  ,2147483647 ,41.228        ,56.542         ,0.729 
4     ,4      ,304  ,1273       ,27.25         ,53.624         ,0.508 
2     ,2      ,304  ,2147483647 ,26.925        ,52.22          ,0.516 
2     ,6      ,304  ,1273       ,40.845        ,52.953         ,0.771 
6     ,2      ,304  ,2147483647 ,41.152        ,61.815         ,0.666 
1     ,7      ,304  ,1273       ,40.29         ,72.873         ,0.553 
7     ,1      ,304  ,2147483647 ,41.016        ,77.189         ,0.531 
3     ,4      ,304  ,1273       ,40.961        ,67.833         ,0.604 
4     ,3      ,304  ,2147483647 ,40.929        ,73.259         ,0.559 
5     ,7      ,304  ,1273       ,40.178        ,67.918         ,0.592 
7     ,5      ,304  ,1273       ,41.015        ,76.826         ,0.534 
0     ,4      ,308  ,1273       ,40.156        ,57.89          ,0.694 
4     ,0      ,308  ,2147483647 ,42.37         ,64.125         ,0.661 
4     ,4      ,308  ,1273       ,26.118        ,53.334         ,0.49  
2     ,2      ,308  ,2147483647 ,26.935        ,59.521         ,0.453 
2     ,6      ,308  ,1273       ,40.209        ,62.894         ,0.639 
6     ,2      ,308  ,2147483647 ,42.551        ,66.697         ,0.638 
1     ,7      ,308  ,1273       ,40.5          ,78.453         ,0.516 
7     ,1      ,308  ,2147483647 ,42.74         ,73.086         ,0.585 
3     ,4      ,308  ,1273       ,40.664        ,69.387         ,0.586 
4     ,3      ,308  ,2147483647 ,41.879        ,72.801         ,0.575 
5     ,7      ,308  ,1273       ,40.853        ,69.604         ,0.587 
7     ,5      ,308  ,1273       ,41.901        ,74.64          ,0.561 
0     ,4      ,312  ,1273       ,40.575        ,67.595         ,0.6   
4     ,0      ,312  ,2147483647 ,41.929        ,60.431         ,0.694 
4     ,4      ,312  ,1273       ,27.627        ,54.657         ,0.505 
2     ,2      ,312  ,2147483647 ,26.351        ,66.095         ,0.399 
2     ,6      ,312  ,1273       ,40.664        ,66.572         ,0.611 
6     ,2      ,312  ,2147483647 ,41.961        ,63.763         ,0.658 
1     ,7      ,312  ,1273       ,40.663        ,75.24          ,0.54  
7     ,1      ,312  ,2147483647 ,42.001        ,74.85          ,0.561 
3     ,4      ,312  ,1273       ,40.478        ,69.848         ,0.58  
4     ,3      ,312  ,2147483647 ,41.891        ,69.589         ,0.602 
5     ,7      ,312  ,1273       ,40.554        ,70.259         ,0.577 
7     ,5      ,312  ,1273       ,41.895        ,71.811         ,0.583 
0     ,4      ,316  ,1273       ,41.828        ,63.997         ,0.654 
4     ,0      ,316  ,2147483647 ,42.327        ,59.828         ,0.707 
4     ,4      ,316  ,1273       ,27.824        ,54.84          ,0.507 
2     ,2      ,316  ,2147483647 ,26.298        ,63.439         ,0.415 
2     ,6      ,316  ,1273       ,42.097        ,67.663         ,0.622 
6     ,2      ,316  ,2147483647 ,42.608        ,56.836         ,0.75  
1     ,7      ,316  ,1273       ,41.827        ,77.5           ,0.54  
7     ,1      ,316  ,2147483647 ,42.426        ,86.35          ,0.491 
3     ,4      ,316  ,1273       ,41.881        ,70.412         ,0.595 
4     ,3      ,316  ,2147483647 ,42.153        ,85.824         ,0.491 
5     ,7      ,316  ,1273       ,43.145        ,69.944         ,0.617 
7     ,5      ,316  ,1273       ,43.152        ,85.878         ,0.502 
0     ,4      ,320  ,1273       ,43.418        ,62.393         ,0.696 
4     ,0      ,320  ,2147483647 ,43.327        ,62.091         ,0.698 
4     ,4      ,320  ,1273       ,27.69         ,55.287         ,0.501 
2     ,2      ,320  ,2147483647 ,27.623        ,56.799         ,0.486 
2     ,6      ,320  ,1273       ,43.45         ,55.552         ,0.782 
6     ,2      ,320  ,2147483647 ,43.425        ,62.487         ,0.695 
1     ,7      ,320  ,1273       ,42.644        ,85.503         ,0.499 
7     ,1      ,320  ,2147483647 ,43.612        ,85.139         ,0.512 
3     ,4      ,320  ,1273       ,43.563        ,71.304         ,0.611 
4     ,3      ,320  ,2147483647 ,43.362        ,84.781         ,0.511 
5     ,7      ,320  ,1273       ,42.592        ,71.681         ,0.594 
7     ,5      ,320  ,1273       ,43.463        ,82.779         ,0.525 
0     ,4      ,324  ,1273       ,42.454        ,62.484         ,0.679 
4     ,0      ,324  ,2147483647 ,44.679        ,66.645         ,0.67  
4     ,4      ,324  ,1273       ,27.066        ,56.074         ,0.483 
2     ,2      ,324  ,2147483647 ,27.741        ,62.424         ,0.444 
2     ,6      ,324  ,1273       ,42.88         ,65.733         ,0.652 
6     ,2      ,324  ,2147483647 ,45.075        ,67.431         ,0.668 
1     ,7      ,324  ,1273       ,43.015        ,90.244         ,0.477 
7     ,1      ,324  ,2147483647 ,44.996        ,83.659         ,0.538 
3     ,4      ,324  ,1273       ,42.636        ,72.055         ,0.592 
4     ,3      ,324  ,2147483647 ,44.209        ,88.804         ,0.498 
5     ,7      ,324  ,1273       ,42.898        ,72.763         ,0.59  
7     ,5      ,324  ,1273       ,44.094        ,83.528         ,0.528 
0     ,4      ,328  ,1273       ,44.15         ,71.612         ,0.617 
4     ,0      ,328  ,2147483647 ,44.282        ,65.889         ,0.672 
4     ,4      ,328  ,1273       ,26.918        ,59.078         ,0.456 
2     ,2      ,328  ,2147483647 ,26.887        ,66.447         ,0.405 
2     ,6      ,328  ,1273       ,42.604        ,71.792         ,0.593 
6     ,2      ,328  ,2147483647 ,44.253        ,67.439         ,0.656 
1     ,7      ,328  ,1273       ,43.238        ,92.172         ,0.469 
7     ,1      ,328  ,2147483647 ,44.429        ,83.172         ,0.534 
3     ,4      ,328  ,1273       ,42.978        ,73.88          ,0.582 
4     ,3      ,328  ,2147483647 ,44.357        ,87.587         ,0.506 
5     ,7      ,328  ,1273       ,43.081        ,73.549         ,0.586 
7     ,5      ,328  ,1273       ,44.166        ,83.45          ,0.529 
0     ,4      ,332  ,1273       ,43.912        ,66.474         ,0.661 
4     ,0      ,332  ,2147483647 ,44.397        ,69.239         ,0.641 
4     ,4      ,332  ,1273       ,27.74         ,57.268         ,0.484 
2     ,2      ,332  ,2147483647 ,27.209        ,65.542         ,0.415 
2     ,6      ,332  ,1273       ,44.06         ,71.679         ,0.615 
6     ,2      ,332  ,2147483647 ,44.365        ,64.781         ,0.685 
1     ,7      ,332  ,1273       ,44.076        ,89.056         ,0.495 
7     ,1      ,332  ,2147483647 ,44.272        ,89.259         ,0.496 
3     ,4      ,332  ,1273       ,44.368        ,74.507         ,0.595 
4     ,3      ,332  ,2147483647 ,44.408        ,88.715         ,0.501 
5     ,7      ,332  ,1273       ,45.447        ,73.001         ,0.623 
7     ,5      ,332  ,1273       ,45.293        ,88.875         ,0.51  
0     ,4      ,336  ,1273       ,45.192        ,67.537         ,0.669 
4     ,0      ,336  ,2147483647 ,45.223        ,69.809         ,0.648 
4     ,4      ,336  ,1273       ,27.767        ,57.696         ,0.481 
2     ,2      ,336  ,2147483647 ,27.633        ,67.928         ,0.407 
2     ,6      ,336  ,1273       ,45.196        ,75.948         ,0.595 
6     ,2      ,336  ,2147483647 ,45.528        ,66.922         ,0.68  
1     ,7      ,336  ,1273       ,44.882        ,95.271         ,0.471 
7     ,1      ,336  ,2147483647 ,45.528        ,90.049         ,0.506 
3     ,4      ,336  ,1273       ,45.428        ,73.808         ,0.615 
4     ,3      ,336  ,2147483647 ,45.475        ,89.535         ,0.508 
5     ,7      ,336  ,1273       ,44.53         ,74.128         ,0.601 
7     ,5      ,336  ,1273       ,45.322        ,89.087         ,0.509 
0     ,4      ,340  ,1273       ,44.651        ,75.928         ,0.588 
4     ,0      ,340  ,2147483647 ,46.862        ,72.777         ,0.644 
4     ,4      ,340  ,1273       ,27.145        ,58.059         ,0.468 
2     ,2      ,340  ,2147483647 ,27.791        ,66.48          ,0.418 
2     ,6      ,340  ,1273       ,44.749        ,76.109         ,0.588 
6     ,2      ,340  ,2147483647 ,46.98         ,71.417         ,0.658 
1     ,7      ,340  ,1273       ,44.571        ,95.198         ,0.468 
7     ,1      ,340  ,2147483647 ,46.826        ,90.037         ,0.52  
3     ,4      ,340  ,1273       ,44.685        ,74.489         ,0.6   
4     ,3      ,340  ,2147483647 ,46.039        ,90.109         ,0.511 
5     ,7      ,340  ,1273       ,44.825        ,74.866         ,0.599 
7     ,5      ,340  ,1273       ,45.748        ,89.381         ,0.512 
0     ,4      ,344  ,1273       ,44.671        ,82.334         ,0.543 
4     ,0      ,344  ,2147483647 ,46.097        ,71.361         ,0.646 
4     ,4      ,344  ,1273       ,26.88         ,62.122         ,0.433 
2     ,2      ,344  ,2147483647 ,27.112        ,71.307         ,0.38  
2     ,6      ,344  ,1273       ,45.975        ,83.644         ,0.55  
6     ,2      ,344  ,2147483647 ,47.33         ,71.704         ,0.66  
1     ,7      ,344  ,1273       ,44.997        ,97.349         ,0.462 
7     ,1      ,344  ,2147483647 ,45.981        ,90.092         ,0.51  
3     ,4      ,344  ,1273       ,44.801        ,75.469         ,0.594 
4     ,3      ,344  ,2147483647 ,46.04         ,89.696         ,0.513 
5     ,7      ,344  ,1273       ,44.868        ,76.147         ,0.589 
7     ,5      ,344  ,1273       ,46.533        ,90.738         ,0.513 
0     ,4      ,348  ,1273       ,46.165        ,77.444         ,0.596 
4     ,0      ,348  ,2147483647 ,46.486        ,76.319         ,0.609 
4     ,4      ,348  ,1273       ,28.203        ,59.213         ,0.476 
2     ,2      ,348  ,2147483647 ,26.996        ,71.73          ,0.376 
2     ,6      ,348  ,1273       ,46.052        ,82.734         ,0.557 
6     ,2      ,348  ,2147483647 ,46.652        ,77.305         ,0.603 
1     ,7      ,348  ,1273       ,46.398        ,96.126         ,0.483 
7     ,1      ,348  ,2147483647 ,46.392        ,91.765         ,0.506 
3     ,4      ,348  ,1273       ,45.887        ,76.092         ,0.603 
4     ,3      ,348  ,2147483647 ,46.17         ,90.97          ,0.508 
5     ,7      ,348  ,1273       ,47.524        ,75.533         ,0.629 
7     ,5      ,348  ,1273       ,47.115        ,91.086         ,0.517 
0     ,4      ,352  ,1273       ,47.351        ,83.514         ,0.567 
4     ,0      ,352  ,2147483647 ,47.251        ,75.91          ,0.622 
4     ,4      ,352  ,1273       ,28.155        ,59.902         ,0.47  
2     ,2      ,352  ,2147483647 ,28.127        ,76.625         ,0.367 
2     ,6      ,352  ,1273       ,47.759        ,83.441         ,0.572 
6     ,2      ,352  ,2147483647 ,47.704        ,77.279         ,0.617 
1     ,7      ,352  ,1273       ,47.149        ,96.741         ,0.487 
7     ,1      ,352  ,2147483647 ,47.412        ,92.14          ,0.515 
3     ,4      ,352  ,1273       ,47.482        ,76.179         ,0.623 
4     ,3      ,352  ,2147483647 ,47.382        ,92.248         ,0.514 
5     ,7      ,352  ,1273       ,47.123        ,77.135         ,0.611 
7     ,5      ,352  ,1273       ,47.574        ,93.635         ,0.508 
0     ,4      ,356  ,1273       ,47.001        ,83.21          ,0.565 
4     ,0      ,356  ,2147483647 ,48.944        ,77.271         ,0.633 
4     ,4      ,356  ,1273       ,26.819        ,60.466         ,0.444 
2     ,2      ,356  ,2147483647 ,28.185        ,81.398         ,0.346 
2     ,6      ,356  ,1273       ,47.164        ,84.35          ,0.559 
6     ,2      ,356  ,2147483647 ,49.249        ,78.4           ,0.628 
1     ,7      ,356  ,1273       ,47.381        ,98.208         ,0.482 
7     ,1      ,356  ,2147483647 ,49.158        ,93.359         ,0.527 
3     ,4      ,356  ,1273       ,46.698        ,77.6           ,0.602 
4     ,3      ,356  ,2147483647 ,48.002        ,92.221         ,0.521 
5     ,7      ,356  ,1273       ,46.606        ,77.763         ,0.599 
7     ,5      ,356  ,1273       ,47.911        ,92.214         ,0.52  
0     ,4      ,360  ,1273       ,46.784        ,83.237         ,0.562 
4     ,0      ,360  ,2147483647 ,47.942        ,77.261         ,0.621 
4     ,4      ,360  ,1273       ,26.752        ,60.897         ,0.439 
2     ,2      ,360  ,2147483647 ,26.829        ,77.586         ,0.346 
2     ,6      ,360  ,1273       ,47.019        ,85.082         ,0.553 
6     ,2      ,360  ,2147483647 ,48.179        ,78.025         ,0.617 
1     ,7      ,360  ,1273       ,47.113        ,98.223         ,0.48  
7     ,1      ,360  ,2147483647 ,48.253        ,92.974         ,0.519 
3     ,4      ,360  ,1273       ,46.559        ,78.286         ,0.595 
4     ,3      ,360  ,2147483647 ,48.161        ,92.703         ,0.52  
5     ,7      ,360  ,1273       ,46.912        ,79.158         ,0.593 
7     ,5      ,360  ,1273       ,48.149        ,93.234         ,0.516 
0     ,4      ,364  ,1273       ,48.163        ,85.036         ,0.566 
4     ,0      ,364  ,2147483647 ,48.699        ,79.708         ,0.611 
4     ,4      ,364  ,1273       ,27.695        ,61.926         ,0.447 
2     ,2      ,364  ,2147483647 ,27.075        ,78.167         ,0.346 
2     ,6      ,364  ,1273       ,48.16         ,85.202         ,0.565 
6     ,2      ,364  ,2147483647 ,48.587        ,79.667         ,0.61  
1     ,7      ,364  ,1273       ,48.335        ,98.86          ,0.489 
7     ,1      ,364  ,2147483647 ,48.608        ,94.761         ,0.513 
3     ,4      ,364  ,1273       ,47.907        ,78.871         ,0.607 
4     ,3      ,364  ,2147483647 ,48.361        ,93.968         ,0.515 
5     ,7      ,364  ,1273       ,49.105        ,78.545         ,0.625 
7     ,5      ,364  ,1273       ,49.355        ,94.441         ,0.523 
0     ,4      ,368  ,1273       ,49.382        ,85.494         ,0.578 
4     ,0      ,368  ,2147483647 ,49.475        ,78.946         ,0.627 
4     ,4      ,368  ,1273       ,27.592        ,61.94          ,0.445 
2     ,2      ,368  ,2147483647 ,27.595        ,79.531         ,0.347 
2     ,6      ,368  ,1273       ,49.384        ,86.269         ,0.572 
6     ,2      ,368  ,2147483647 ,49.482        ,80.029         ,0.618 
1     ,7      ,368  ,1273       ,48.829        ,98.7           ,0.495 
7     ,1      ,368  ,2147483647 ,49.726        ,95.475         ,0.521 
3     ,4      ,368  ,1273       ,49.366        ,78.817         ,0.626 
4     ,3      ,368  ,2147483647 ,49.39         ,94.793         ,0.521 
5     ,7      ,368  ,1273       ,48.855        ,80.198         ,0.609 
7     ,5      ,368  ,1273       ,49.35         ,94.587         ,0.522 
0     ,4      ,372  ,1273       ,48.55         ,85.96          ,0.565 
4     ,0      ,372  ,2147483647 ,50.742        ,79.639         ,0.637 
4     ,4      ,372  ,1273       ,26.953        ,62.511         ,0.431 
2     ,2      ,372  ,2147483647 ,27.631        ,79.636         ,0.347 
2     ,6      ,372  ,1273       ,48.765        ,86.289         ,0.565 
6     ,2      ,372  ,2147483647 ,50.743        ,80.486         ,0.63  
1     ,7      ,372  ,1273       ,48.875        ,100.651        ,0.486 
7     ,1      ,372  ,2147483647 ,50.782        ,95.658         ,0.531 
3     ,4      ,372  ,1273       ,48.354        ,79.637         ,0.607 
4     ,3      ,372  ,2147483647 ,49.815        ,94.774         ,0.526 
5     ,7      ,372  ,1273       ,48.75         ,80.804         ,0.603 
7     ,5      ,372  ,1273       ,49.994        ,95.135         ,0.526 
0     ,4      ,376  ,1273       ,48.673        ,87.251         ,0.558 
4     ,0      ,376  ,2147483647 ,50.039        ,80.137         ,0.624 
4     ,4      ,376  ,1273       ,26.98         ,63.2           ,0.427 
2     ,2      ,376  ,2147483647 ,27.119        ,80.562         ,0.337 
2     ,6      ,376  ,1273       ,48.879        ,87.41          ,0.559 
6     ,2      ,376  ,2147483647 ,49.989        ,80.585         ,0.62  
1     ,7      ,376  ,1273       ,48.741        ,101.145        ,0.482 
7     ,1      ,376  ,2147483647 ,49.988        ,95.815         ,0.522 
3     ,4      ,376  ,1273       ,48.73         ,80.539         ,0.605 
4     ,3      ,376  ,2147483647 ,50.289        ,95.319         ,0.528 
5     ,7      ,376  ,1273       ,49.084        ,82.073         ,0.598 
7     ,5      ,376  ,1273       ,50.063        ,95.575         ,0.524 
0     ,4      ,380  ,1273       ,49.855        ,86.864         ,0.574 
4     ,0      ,380  ,2147483647 ,50.284        ,80.888         ,0.622 
4     ,4      ,380  ,1273       ,28.202        ,63.986         ,0.441 
