                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length   64/  16, alignment  0/ 0:	38.9138	38.3194	39.0384	32.1637	23.1011
Length   64/  16, alignment  5/ 6:	41.805	42.2563	43.0224	35.715	35.999
Length  128/ 128, alignment  0/ 0:	39.333	38.8078	40.7578	39.9287	47.4415
Length  128/ 128, alignment  4/ 0:	49.1184	48.1896	48.3454	41.4433	53.8109
Length  128/  32, alignment  0/ 0:	41.3693	40.7539	41.5791	46.0013	40.2657
Length  128/  32, alignment  4/ 0:	46.2029	44.7182	45.8026	46.199	53.3068
Length  256/ 256, alignment  0/ 0:	45.371	43.0099	43.5268	42.9785	94.653
Length  256/ 256, alignment  3/ 2:	49.0108	45.0092	45.1882	44.8078	106.962
Length  256/  64, alignment  0/ 0:	45.7375	45.4029	47.1171	45.2682	70.1259
Length  256/  64, alignment  3/ 2:	50.3966	48.7924	49.1816	49.4276	85.9037
Length  512/ 512, alignment  0/ 0:	48.6415	46.7213	48.4121	53.2208	190.236
Length  512/ 512, alignment  2/ 4:	51.7996	48.1727	48.343	56.0328	200.816
Length  512/ 128, alignment  0/ 0:	49.7307	50.7168	48.2236	57.0204	127.757
Length  512/ 128, alignment  2/ 4:	57.4688	55.6747	55.59	70.0697	140.889
Length 1024/1024, alignment  0/ 0:	56.3611	54.3648	58.4277	86.2214	405.151
Length 1024/1024, alignment  1/ 6:	63.2483	59.6487	63.8482	89.6732	420.067
Length 1024/ 256, alignment  0/ 0:	59.0122	59.0629	57.7472	84.5995	267.216
Length 1024/ 256, alignment  1/ 6:	69.3424	68.0137	66.5608	99.9532	283.592
Length   16/   1, alignment  1/ 2:	25.0095	23.5249	24.2112	23.1915	20.8436
Length   16/   1, alignment  2/ 1:	24.1746	23.0074	23.4213	22.5558	15.7569
Length   16/  10, alignment  1/ 1:	23.9843	22.9899	23.5584	22.5501	29.2784
Length   16/  10, alignment  1/ 1:	23.8283	22.9604	23.662	22.8393	29.3598
Length   32/   1, alignment  2/ 4:	24.8115	24.2177	24.9257	32.0326	25.4059
Length   32/   1, alignment  4/ 2:	24.8626	23.5238	24.1574	29.9872	17.2305
Length   32/  10, alignment  2/ 2:	25.0648	24.2847	24.9263	32.0273	34.24
Length   32/  10, alignment  2/ 2:	25.1066	24.2676	24.9461	32.0122	33.8033
Length   64/   1, alignment  3/ 6:	37.7137	36.7326	37.9039	31.8018	30.3446
Length   64/   1, alignment  6/ 3:	46.4638	34.8181	35.5465	30.8698	21.8241
Length   64/  10, alignment  3/ 3:	36.9686	36.2437	37.7852	31.3826	41.4593
Length   64/  10, alignment  3/ 3:	37.1614	36.2313	37.5136	31.8582	41.1363
Length  128/   1, alignment  4/ 0:	38.2145	37.955	38.9987	38.1054	36.4314
Length  128/   1, alignment  0/ 4:	40.0938	39.6109	40.297	38.0795	38.2454
Length  128/  10, alignment  4/ 4:	44.5663	43.2551	44.3982	38.2786	59.5874
Length  128/  10, alignment  4/ 4:	44.8875	43.7145	44.0773	38.2661	60.0693
Length  256/   1, alignment  5/ 2:	39.5839	38.9462	39.8648	44.9166	61.6197
Length  256/   1, alignment  2/ 5:	44.7006	43.7006	43.8322	46.3049	84.0723
Length  256/  10, alignment  5/ 5:	48.3446	47.5108	47.9296	44.9876	99.4325
Length  256/  10, alignment  5/ 5:	47.2118	47.2718	47.885	45.1654	99.6885
Length  512/   1, alignment  6/ 4:	42.9501	42.9901	45.1181	49.9778	112.896
Length  512/   1, alignment  4/ 6:	54.8746	55.9923	53.6376	50.8865	150.397
Length  512/  10, alignment  6/ 6:	50.1674	51.3724	50.1585	50.9042	177.727
Length  512/  10, alignment  6/ 6:	49.8316	51.5033	50.4309	50.0523	177.303
Length 1024/   1, alignment  7/ 6:	50.2158	51.0794	48.7752	62.5628	237.952
Length 1024/   1, alignment  6/ 7:	64.3636	62.7389	64.7417	73.7753	303.434
Length 1024/  10, alignment  7/ 7:	63.7752	62.754	64.714	70.0194	357.368
Length 1024/  10, alignment  7/ 7:	63.0387	62.3716	64.9079	72.3039	357.722
