                       	generic_stpcpy	__stpcpy_avx2	__stpcpy_evex	__stpcpy_sse2_unaligned	__stpcpy_sse2
Length  128, alignments in bytes  4/ 4:	20.4973	14.3809	13.0435	14.8071	33.5715
Length  128, alignments in bytes  4/ 4:	20.4569	14.3284	13.0704	14.8444	33.593
Length  256, alignments in bytes  5/ 2:	25.1187	15.7426	19.9054	20.932	58.3547
Length  256, alignments in bytes  2/ 5:	26.0277	17.7047	21.106	20.9634	80.9061
Length  256, alignments in bytes  5/ 5:	25.171	15.1945	21.6318	18.9215	58.4076
Length  256, alignments in bytes  5/ 5:	25.1598	15.2633	18.2389	18.8981	58.3776
Length  512, alignments in bytes  6/ 4:	33.7349	24.777	23.5548	28.8188	133.312
Length  512, alignments in bytes  4/ 6:	34.2594	28.5559	27.2435	29.5038	146.659
Length  512, alignments in bytes  6/ 6:	32.2097	20.2985	22.5308	29.4847	132.839
Length  512, alignments in bytes  6/ 6:	32.1073	20.322	22.6338	28.2302	134.406
Length 1024, alignments in bytes  7/ 6:	57.5002	40.2777	36.4119	50.6993	233.797
Length 1024, alignments in bytes  6/ 7:	67.755	40.4823	35.672	48.1688	299.931
Length 1024, alignments in bytes  7/ 7:	63.7914	28.1851	28.7216	47.8275	447.09
Length 1024, alignments in bytes  7/ 7:	65.5057	41.089	40.3337	75.8667	244.082
Length   16, alignments in bytes  0/ 4:	13.7202	8.76489	8.61768	6.17395	9.37354
Length   16, alignments in bytes  4/ 0:	10.9802	8.72827	8.62427	6.1759	15.4028
Length   16, alignments in bytes  4/ 4:	10.9733	8.72253	8.62524	6.16772	15.1638
Length   16, alignments in bytes  2/ 2:	10.9708	9.06885	8.41504	6.02014	14.8503
Length   16, alignments in bytes  2/ 6:	10.7084	8.51184	8.40173	6.02771	17.9366
Length   16, alignments in bytes  6/ 2:	10.7102	8.51257	8.40759	6.02637	14.6757
Length   16, alignments in bytes  1/ 7:	10.7102	8.51367	8.40186	6.03284	20.114
Length   16, alignments in bytes  7/ 1:	15.6742	8.52991	8.41638	6.02808	13.1858
Length   16, alignments in bytes  3/ 4:	10.7104	8.51758	8.40796	6.02319	15.1074
Length   16, alignments in bytes  4/ 3:	10.7095	8.54578	8.4126	6.03162	14.1842
Length   16, alignments in bytes  5/ 7:	10.7098	8.51111	8.41699	6.02991	14.6528
Length   16, alignments in bytes  7/ 5:	10.7228	8.51013	8.41724	6.021	13.4628
Length   20, alignments in bytes  0/ 4:	10.7098	8.51257	8.39355	7.76501	11.2651
Length   20, alignments in bytes  4/ 0:	10.7107	8.52502	8.41895	6.2052	13.6384
Length   20, alignments in bytes  4/ 4:	10.7172	8.52393	8.40271	7.07996	12.9691
Length   20, alignments in bytes  2/ 2:	10.7096	8.51453	8.41089	7.07739	19.4178
Length   20, alignments in bytes  2/ 6:	10.7102	8.52222	8.4032	7.7666	21.793
Length   20, alignments in bytes  6/ 2:	10.9725	8.72705	9.04456	6.21228	13.0659
Length   20, alignments in bytes  1/ 7:	10.723	8.53442	8.41357	7.7522	20.4368
Length   20, alignments in bytes  7/ 1:	10.7092	8.50598	8.41113	7.27026	12.811
Length   20, alignments in bytes  3/ 4:	10.7089	8.54529	8.4176	8.21155	17.3943
Length   20, alignments in bytes  4/ 3:	10.7097	8.50842	8.41736	7.45483	13.5117
Length   20, alignments in bytes  5/ 7:	10.7092	8.53687	8.41528	8.21582	14.6355
Length   20, alignments in bytes  7/ 5:	10.7102	8.52698	8.4071	7.46033	12.4688
Length   24, alignments in bytes  0/ 4:	10.7107	8.53784	8.39355	8.21973	10.8525
Length   24, alignments in bytes  4/ 0:	10.7107	8.5072	8.41211	7.46472	16.1202
Length   24, alignments in bytes  4/ 4:	10.7095	8.54041	8.41687	7.07068	15.3071
Length   24, alignments in bytes  2/ 2:	10.7104	8.52771	8.42322	7.0697	16.079
Length   24, alignments in bytes  2/ 6:	10.71	8.52319	8.4071	8.21484	19.2899
Length   24, alignments in bytes  6/ 2:	10.709	8.52649	8.40735	7.46631	15.7134
Length   24, alignments in bytes  1/ 7:	10.7107	8.51013	8.41406	8.21606	19.9429
Length   24, alignments in bytes  7/ 1:	10.7102	8.54773	8.40234	7.45068	14.5597
Length   24, alignments in bytes  3/ 4:	10.7102	8.50488	8.39746	8.21204	16.7661
Length   24, alignments in bytes  4/ 3:	10.7095	8.56006	8.41089	7.4552	15.1364
Length   24, alignments in bytes  5/ 7:	10.7104	8.51233	8.41187	8.21289	15.9618
Length   24, alignments in bytes  7/ 5:	10.7102	8.51147	8.40894	7.44824	14.5555
Length   28, alignments in bytes  0/ 4:	10.7097	8.21521	8.14026	8.57043	12.6038
Length   28, alignments in bytes  4/ 0:	10.7094	8.22803	8.11145	8.16895	15.0692
Length   28, alignments in bytes  4/ 4:	11.3268	8.72961	8.61853	7.92029	14.4801
Length   28, alignments in bytes  2/ 2:	10.9717	8.74573	8.63159	7.90393	19.8491
Length   28, alignments in bytes  2/ 6:	10.9839	8.45715	8.52234	8.84412	22.1538
Length   28, alignments in bytes  6/ 2:	10.9708	8.26685	8.27124	8.38513	14.7031
Length   28, alignments in bytes  1/ 7:	10.9722	9.8584	8.52454	8.79382	23.2739
Length   28, alignments in bytes  7/ 1:	10.9718	8.65063	9.21558	8.9436	14.2491
Length   28, alignments in bytes  3/ 4:	10.9756	8.72473	8.61877	8.90808	19.5831
Length   28, alignments in bytes  4/ 3:	10.9698	8.73291	8.6228	8.25171	15.3397
Length   28, alignments in bytes  5/ 7:	10.9706	8.75269	8.61755	8.90735	16.4713
Length   28, alignments in bytes  7/ 5:	10.9725	8.73059	8.62549	8.2616	14.3578
Length   32, alignments in bytes  0/ 4:	10.9771	6.97095	6.93909	8.24902	12.7429
Length   32, alignments in bytes  4/ 0:	10.9812	6.86951	6.85742	9.69434	17.1866
Length   32, alignments in bytes  4/ 4:	11.2485	6.70496	6.69458	9.47534	15.833
Length   32, alignments in bytes  2/ 2:	10.713	6.69739	7.3623	9.65173	16.7562
Length   32, alignments in bytes  2/ 6:	10.7131	8.04919	8.16418	10.1129	21.2954
Length   32, alignments in bytes  6/ 2:	10.7317	6.69421	6.70386	9.89551	16.5807
Length   32, alignments in bytes  1/ 7:	10.7136	8.06409	8.16589	8.93542	21.6141
Length   32, alignments in bytes  7/ 1:	10.7137	6.7002	6.69397	8.83765	15.3331
Length   32, alignments in bytes  3/ 4:	10.7129	8.05139	8.16406	9.97864	19.3049
Length   32, alignments in bytes  4/ 3:	10.9783	6.86511	6.86157	11.3464	16.3977
Length   32, alignments in bytes  5/ 7:	10.9775	8.24707	8.36682	11.0759	17.4923
Length   32, alignments in bytes  7/ 5:	10.9757	6.85718	6.85693	9.02856	16.0648
Length   36, alignments in bytes  0/ 4:	10.9741	9.13074	9.07385	10.2977	14.1569
Length   36, alignments in bytes  4/ 0:	10.9723	7.55371	7.54846	10.2451	16.4957
Length   36, alignments in bytes  4/ 4:	10.9744	9.61035	9.64563	9.70667	15.3638
Length   36, alignments in bytes  2/ 2:	10.9783	9.60291	9.62231	10.6885	21.0519
Length   36, alignments in bytes  2/ 6:	10.9751	11.9188	11.9567	10.6362	24.1621
Length   36, alignments in bytes  6/ 2:	10.9935	7.54968	7.60767	10.5684	15.5697
Length   36, alignments in bytes  1/ 7:	10.9932	10.9725	11.5436	10.2439	24.5563
Length   36, alignments in bytes  7/ 1:	10.9744	7.54626	7.5415	10.5702	15.3192
Length   36, alignments in bytes  3/ 4:	10.9747	11.5406	11.9244	10.2253	21.5206
Length   36, alignments in bytes  4/ 3:	10.9904	10.1534	10.1255	10.3859	16.3584
Length   36, alignments in bytes  5/ 7:	10.9736	12.9542	12.6256	11.0887	18.1903
Length   36, alignments in bytes  7/ 5:	10.9767	10.1818	10.1816	11.433	15.5719
Length   40, alignments in bytes  0/ 4:	10.9746	9.86682	9.70679	10.7268	14.2181
Length   40, alignments in bytes  4/ 0:	10.975	10.4849	10.329	11.0684	17.7423
Length   40, alignments in bytes  4/ 4:	10.973	10.474	10.4836	10.6934	16.9598
Length   40, alignments in bytes  2/ 2:	10.976	10.4568	10.4955	10.6799	19.2164
Length   40, alignments in bytes  2/ 6:	10.9735	12.585	12.2405	10.6212	23.8145
Length   40, alignments in bytes  6/ 2:	10.9746	10.4889	10.4368	11.4683	17.8623
Length   40, alignments in bytes  1/ 7:	10.9932	12.5712	12.4733	10.3959	23.3893
Length   40, alignments in bytes  7/ 1:	10.7312	10.21	10.0718	8.83521	16.6007
Length   40, alignments in bytes  3/ 4:	10.7151	11.5778	11.5057	11.1488	20.5845
Length   40, alignments in bytes  4/ 3:	10.7186	10.6016	10.1461	10.675	16.7
Length   40, alignments in bytes  5/ 7:	10.7139	12.2957	11.9159	11.147	19.0472
Length   40, alignments in bytes  7/ 5:	10.73	10.2458	10.0649	8.81836	16.3898
Length   44, alignments in bytes  0/ 4:	11.3623	8.99707	8.8468	10.9272	15.5184
Length   44, alignments in bytes  4/ 0:	10.9773	9.5282	9.50793	9.15491	17.1116
Length   44, alignments in bytes  4/ 4:	10.9755	10.4663	10.451	9.13855	16.0618
Length   44, alignments in bytes  2/ 2:	10.976	10.4727	10.4404	10.699	20.9417
Length   44, alignments in bytes  2/ 6:	12.8965	11.8585	11.8135	10.9332	26.3662
Length   44, alignments in bytes  6/ 2:	10.9745	9.51501	9.53064	10.4191	16.4962
Length   44, alignments in bytes  1/ 7:	10.9927	12.5863	12.2622	10.9125	26.5297
Length   44, alignments in bytes  7/ 1:	16.1643	12.5958	13.2367	12.8877	18.1532
Length   44, alignments in bytes  3/ 4:	16.4635	11.9279	11.9246	13.1639	30.6519
Length   44, alignments in bytes  4/ 3:	11.4414	10.5778	10.4119	9.20312	17.0081
Length   44, alignments in bytes  5/ 7:	10.979	11.8669	11.8136	10.4263	20.1158
Length   44, alignments in bytes  7/ 5:	10.994	10.4896	10.3973	9.98865	16.4938
Length   48, alignments in bytes  0/ 4:	10.9792	9.95032	9.62524	9.23413	15.7439
Length   48, alignments in bytes  4/ 0:	10.9733	10.5107	10.3252	9.9624	18.6565
Length   48, alignments in bytes  4/ 4:	10.9766	10.5015	10.4958	11.0164	18.7805
Length   48, alignments in bytes  2/ 2:	10.9741	10.8031	10.5262	10.3236	19.9465
Length   48, alignments in bytes  2/ 6:	10.9937	12.5934	12.2179	11.127	25.6465
Length   48, alignments in bytes  6/ 2:	10.9747	10.8149	10.3146	10.286	18.2386
Length   48, alignments in bytes  1/ 7:	11.4272	12.6293	12.2646	9.96899	25.9326
Length   48, alignments in bytes  7/ 1:	10.9755	10.5288	10.3251	10.0038	19.0342
Length   48, alignments in bytes  3/ 4:	15.9069	11.9288	11.8278	10.1632	23.241
Length   48, alignments in bytes  4/ 3:	10.9775	10.4785	10.412	10.9136	17.9186
Length   48, alignments in bytes  5/ 7:	10.9744	12.605	12.2501	12.0643	21.7275
Length   48, alignments in bytes  7/ 5:	10.9755	10.5288	10.3356	9.75476	17.105
Length   52, alignments in bytes  0/ 4:	12.2509	9.49756	9.22864	10.5835	16.5687
Length   52, alignments in bytes  4/ 0:	10.7114	10.2538	10.1129	10.3627	17.468
Length   52, alignments in bytes  4/ 4:	10.7511	10.2151	10.2362	9.81335	16.745
Length   52, alignments in bytes  2/ 2:	10.7124	10.4567	10.2186	10.937	22.7667
Length   52, alignments in bytes  2/ 6:	10.7139	11.7095	11.542	11.6001	27.2812
Length   52, alignments in bytes  6/ 2:	10.7128	10.2534	10.1486	11.1895	16.8052
Length   52, alignments in bytes  1/ 7:	10.7122	12.3116	11.9773	11.2552	27.5837
Length   52, alignments in bytes  7/ 1:	11.364	10.5386	10.3254	11.4573	17.0104
Length   52, alignments in bytes  3/ 4:	10.9739	10.2885	11.7275	10.1431	25.8549
Length   52, alignments in bytes  4/ 3:	10.9731	10.4849	10.4169	10.9108	17.6368
Length   52, alignments in bytes  5/ 7:	10.9736	11.9889	11.7793	12.1772	21.8607
Length   52, alignments in bytes  7/ 5:	10.9749	10.4585	10.4669	11.6591	17.1814
Length   56, alignments in bytes  0/ 4:	10.9949	9.12354	8.8894	11.0385	17.3911
Length   56, alignments in bytes  4/ 0:	10.9703	10.5093	10.4232	12.3315	19.7825
Length   56, alignments in bytes  4/ 4:	10.9753	10.7404	10.4619	12.2581	19.4641
Length   56, alignments in bytes  2/ 2:	10.9918	10.4622	10.4797	12.1885	20.9968
Length   56, alignments in bytes  2/ 6:	10.9736	11.9893	11.7649	11.9395	27.6666
Length   56, alignments in bytes  6/ 2:	10.9745	10.5055	10.4282	11.6652	18.6772
Length   56, alignments in bytes  1/ 7:	10.9757	10.2856	11.7622	11.6265	27.9835
Length   56, alignments in bytes  7/ 1:	10.9753	10.5197	10.4042	10.001	18.8749
Length   56, alignments in bytes  3/ 4:	10.9752	11.9956	11.8278	13.4679	25.0083
Length   56, alignments in bytes  4/ 3:	10.9839	10.7529	10.3965	12.1466	20.7681
Length   56, alignments in bytes  5/ 7:	10.9728	11.9209	11.8184	12.3561	23.7312
Length   56, alignments in bytes  7/ 5:	10.9746	10.5112	10.428	9.99036	18.3557
Length   60, alignments in bytes  0/ 4:	10.9736	9.17993	8.95593	12.3414	18.8458
Length   60, alignments in bytes  4/ 0:	11.7018	10.355	10.4592	9.90796	19.0057
Length   60, alignments in bytes  4/ 4:	12.168	11.1825	12.0819	9.52698	18.6327
Length   60, alignments in bytes  2/ 2:	10.9735	10.4869	10.4438	12.2694	23.4958
Length   60, alignments in bytes  2/ 6:	10.9742	11.9956	11.8181	12.339	29.9187
Length   60, alignments in bytes  6/ 2:	11.6617	10.368	10.4535	12.4301	17.9569
Length   60, alignments in bytes  1/ 7:	10.9738	11.9525	11.8141	12.3429	30.1854
Length   60, alignments in bytes  7/ 1:	11.656	10.3572	10.4469	10.5693	17.7366
Length   60, alignments in bytes  3/ 4:	10.9803	11.9125	11.795	10.1869	27.5099
Length   60, alignments in bytes  4/ 3:	11.6572	11.2018	11.9293	9.99829	18.791
Length   60, alignments in bytes  5/ 7:	12.1045	11.762	13.0079	10.7646	23.8638
Length   60, alignments in bytes  7/ 5:	12.1703	11.1664	12.0502	10.5797	17.6646
Length   64, alignments in bytes  0/ 4:	14.8715	9.12817	10.0597	10.0029	19.3224
Length   64, alignments in bytes  4/ 0:	14.4326	10.2167	10.3059	10.431	21.2023
Length   64, alignments in bytes  4/ 4:	15.1752	12.8827	12.6157	11.1633	20.9766
Length   64, alignments in bytes  2/ 2:	15.1736	10.1144	10.478	11.454	22.5328
Length   64, alignments in bytes  2/ 6:	15.4735	11.4681	11.2114	12.193	29.6278
Length   64, alignments in bytes  6/ 2:	15.4348	10.2349	10.4315	12.0154	19.6473
Length   64, alignments in bytes  1/ 7:	15.5222	10.0057	10.2162	10.4867	29.9268
Length   64, alignments in bytes  7/ 1:	15.4447	10.2037	10.4099	10.5927	19.3041
Length   64, alignments in bytes  3/ 4:	15.4719	10.5826	10.6953	11.0194	27.2389
Length   64, alignments in bytes  4/ 3:	15.4138	12.4646	12.6194	12.3214	20.3121
Length   64, alignments in bytes  5/ 7:	15.4691	13.9116	14.3185	12.4697	25.8126
Length   64, alignments in bytes  7/ 5:	15.4247	11.5686	11.6309	10.577	19.028
Length   68, alignments in bytes  0/ 4:	14.8931	11.9915	12.1251	11.7966	21.084
Length   68, alignments in bytes  4/ 0:	14.4222	12.4556	12.5328	12.0826	20.5812
Length   68, alignments in bytes  4/ 4:	15.167	12.1975	12.2933	11.1826	20.3397
Length   68, alignments in bytes  2/ 2:	15.1881	12.2731	12.1539	12.3414	26.7645
Length   68, alignments in bytes  2/ 6:	15.4921	13.4462	13.5405	11.882	31.5365
Length   68, alignments in bytes  6/ 2:	15.4695	12.4501	12.5397	12.3434	19.4156
Length   68, alignments in bytes  1/ 7:	15.4854	12.7246	12.71	11.9934	32.1169
Length   68, alignments in bytes  7/ 1:	15.4653	12.1121	12.1622	12.347	18.804
Length   68, alignments in bytes  3/ 4:	15.5571	13.3951	13.8363	10.9941	29.5034
Length   68, alignments in bytes  4/ 3:	15.468	12.1932	12.4045	12.3258	21.3737
Length   68, alignments in bytes  5/ 7:	15.4987	14.1788	13.8402	12.4788	25.9263
Length   68, alignments in bytes  7/ 5:	15.4486	12.213	12.3695	12.6777	18.7538
Length   72, alignments in bytes  0/ 4:	14.9042	11.6941	12.1954	11.8501	21.2509
Length   72, alignments in bytes  4/ 0:	14.3972	11.9115	12.0233	12.6835	22.8132
Length   72, alignments in bytes  4/ 4:	15.1813	12.187	11.6117	12.3448	22.6617
Length   72, alignments in bytes  2/ 2:	15.2053	12.1085	11.5909	12.3419	24.1313
Length   72, alignments in bytes  2/ 6:	15.5061	13.3568	13.4105	12.2793	31.6062
Length   72, alignments in bytes  6/ 2:	15.4301	11.8923	11.9969	12.6924	21.3342
Length   72, alignments in bytes  1/ 7:	15.5182	13.3707	13.4137	12.1759	31.9714
Length   72, alignments in bytes  7/ 1:	15.443	11.8802	11.991	10.58	20.4585
Length   72, alignments in bytes  3/ 4:	15.4929	12.5177	13.0991	12.3726	29.2466
Length   72, alignments in bytes  4/ 3:	15.4418	12.334	11.8383	12.6825	21.8853
Length   72, alignments in bytes  5/ 7:	15.528	12.5411	13.1138	12.6803	27.5389
Length   72, alignments in bytes  7/ 5:	15.4275	11.8944	12.0238	10.579	20.3265
Length   76, alignments in bytes  0/ 4:	14.8936	11.6016	11.5701	12.176	23.1241
Length   76, alignments in bytes  4/ 0:	14.3997	12.4199	12.5509	10.7463	22.0236
Length   76, alignments in bytes  4/ 4:	15.1863	12.1672	12.3738	10.9744	22.536
Length   76, alignments in bytes  2/ 2:	15.1788	12.1936	12.3928	12.3453	26.3123
Length   76, alignments in bytes  2/ 6:	15.5292	12.4397	12.7357	12.1187	33.8459
Length   76, alignments in bytes  6/ 2:	15.4249	12.4724	12.5488	12.6292	20.4667
Length   76, alignments in bytes  1/ 7:	15.496	12.4409	12.7645	12.136	34.2531
Length   76, alignments in bytes  7/ 1:	15.4598	12.4493	12.535	11.0632	19.8656
Length   76, alignments in bytes  3/ 4:	15.5012	12.6046	13.1058	11.064	31.4323
Length   76, alignments in bytes  4/ 3:	15.4564	12.115	12.4154	10.5166	21.9036
Length   76, alignments in bytes  5/ 7:	15.5415	14.0836	14.0208	11.9421	27.7911
Length   76, alignments in bytes  7/ 5:	15.4469	12.0808	12.4203	11.4506	19.8781
Length   80, alignments in bytes  0/ 4:	14.9103	11.6815	11.8491	10.6053	23.1892
Length   80, alignments in bytes  4/ 0:	14.3983	12.1299	12.4404	11.327	24.2051
Length   80, alignments in bytes  4/ 4:	15.1954	12.2347	11.6863	11.5472	24.2345
Length   80, alignments in bytes  2/ 2:	15.187	12.1514	11.7075	12.0614	25.5984
Length   80, alignments in bytes  2/ 6:	15.4862	13.3335	13.4166	12.8115	33.6356
Length   80, alignments in bytes  6/ 2:	15.4324	12.1084	12.4178	12.267	22.9727
Length   80, alignments in bytes  1/ 7:	15.514	13.3246	13.4164	11.6998	34.1412
Length   80, alignments in bytes  7/ 1:	15.4509	12.0985	12.408	11.425	21.5377
Length   80, alignments in bytes  3/ 4:	15.504	13.5001	13.1779	11.3424	31.344
Length   80, alignments in bytes  4/ 3:	15.4293	12.3368	11.9812	12.4866	23.5363
Length   80, alignments in bytes  5/ 7:	15.5153	12.4344	13.1831	12.8966	29.5845
Length   80, alignments in bytes  7/ 5:	15.4437	12.1941	12.459	11.4277	23.5514
Length   84, alignments in bytes  0/ 4:	14.897	11.6409	11.2097	12.3248	25.0786
