                            	generic_strcat	__strcat_avx2	__strcat_evex	__strcat_sse2_unaligned	__strcat_sse2
Length    0/   0, alignment  0/ 0:	23.7745	21.8423	22.4961	20.3371	13.2604
Length    0/   0, alignment  0/ 0:	22.3495	21.0732	21.9851	20.0319	12.822
Length    0/   0, alignment  0/ 0:	22.0946	20.6047	21.8951	19.6653	12.7086
Length    0/   0, alignment  0/ 0:	21.8532	20.6047	21.5214	19.4351	12.831
Length    1/   1, alignment  0/ 0:	21.8529	20.686	32.1851	19.5795	13.4383
Length    1/   1, alignment  0/ 0:	22.0093	20.6047	21.2951	19.1102	13.438
Length    1/   1, alignment  0/ 1:	21.7794	20.6047	21.2291	19.4341	6.54484
Length    1/   1, alignment  1/ 0:	21.9264	20.6043	21.7874	19.5996	13.7723
Length    2/   2, alignment  0/ 0:	22.0481	21.3138	22.2885	20.4001	14.411
Length    2/   2, alignment  0/ 0:	22.0353	21.2287	22.2035	20.1346	14.2242
Length    2/   2, alignment  0/ 2:	21.9419	21.229	22.1823	20.105	8.74303
Length    2/   2, alignment  2/ 0:	21.853	21.6256	22.3357	20.5642	14.7434
Length    3/   3, alignment  0/ 0:	22.1309	20.8441	21.0785	19.4656	14.5356
Length    3/   3, alignment  0/ 0:	22.4201	20.6043	21.2288	19.4306	14.735
Length    3/   3, alignment  0/ 3:	22.3821	21.0727	21.7113	19.7059	10.8764
Length    3/   3, alignment  3/ 0:	21.8531	20.879	21.7112	20.1751	16.2926
Length    4/   4, alignment  0/ 0:	22.8939	21.7432	22.7759	20.0761	16.3885
Length    4/   4, alignment  0/ 0:	22.7486	21.9823	22.578	20.5558	16.3876
Length    4/   4, alignment  0/ 4:	22.3121	21.341	22.5779	20.1782	13.738
Length    4/   4, alignment  4/ 0:	22.0539	21.2575	22.5004	20.5606	17.7982
Length    5/   5, alignment  0/ 0:	22.0105	21.5982	22.578	20.331	17.2197
Length    5/   5, alignment  0/ 0:	22.1121	21.7543	22.3641	20.1152	17.2534
Length    5/   5, alignment  0/ 5:	22.4185	21.2466	22.0762	20.1336	15.0249
Length    5/   5, alignment  5/ 0:	22.0828	21.6515	22.5779	20.6097	17.839
Length    6/   6, alignment  0/ 0:	22.5566	21.7525	22.5781	20.5593	18.263
Length    6/   6, alignment  0/ 0:	22.9079	21.2708	22.5731	20.2285	17.82
Length    6/   6, alignment  0/ 6:	22.2892	21.7114	22.3453	20.0807	16.8611
Length    6/   6, alignment  6/ 0:	22.5721	21.3246	22.0765	20.1276	18.4082
Length    7/   7, alignment  0/ 0:	22.0608	21.2601	22.0763	19.4693	17.5855
Length    7/   7, alignment  0/ 0:	22.0204	21.511	22.5781	19.7754	17.5681
Length    7/   7, alignment  0/ 7:	22.2692	21.2291	22.0947	19.4314	18.0429
Length    7/   7, alignment  7/ 0:	21.7951	21.3089	22.0762	19.4601	18.3369
Length    8/   8, alignment  0/ 0:	21.7302	21.7236	22.5329	20.508	15.0285
Length    8/   8, alignment  0/ 0:	22.4305	21.4334	22.5302	20.3172	15.0055
Length    8/   8, alignment  0/ 0:	22.1695	21.2287	21.941	20.0871	14.9863
Length    8/   8, alignment  0/ 0:	22.0574	21.7047	22.8762	20.1894	14.9867
Length    9/   9, alignment  0/ 0:	32.4826	21.8355	21.9937	20.1292	14.9874
Length    9/   9, alignment  0/ 0:	22.6303	21.2535	21.988	20.1131	14.9871
Length    9/   9, alignment  0/ 1:	22.5365	21.7118	22.321	20.1144	15.9073
Length    9/   9, alignment  1/ 0:	22.1248	21.5672	22.112	20.1429	21.05
Length   10/  10, alignment  0/ 0:	22.5653	21.7116	22.5798	20.5409	15.9727
Length   10/  10, alignment  0/ 0:	22.2946	21.7648	22.4073	20.4327	15.7133
Length   10/  10, alignment  0/ 2:	22.121	21.3284	22.3684	20.5633	16.574
Length   10/  10, alignment  2/ 0:	22.5096	21.7715	22.4044	20.6042	20.9133
Length   11/  11, alignment  0/ 0:	22.6782	21.7709	22.7821	20.5526	16.6321
Length   11/  11, alignment  0/ 0:	22.3203	21.5812	22.4891	20.5421	16.6391
Length   11/  11, alignment  0/ 3:	22.7795	21.4734	22.1085	20.0475	16.9725
Length   11/  11, alignment  3/ 0:	22.4756	21.711	22.6181	20.2714	20.5378
Length   12/  12, alignment  0/ 0:	22.298	21.66	22.4059	20.5699	17.3085
Length   12/  12, alignment  0/ 0:	22.3534	21.7116	22.4253	20.543	17.2278
Length   12/  12, alignment  0/ 4:	22.3025	21.7375	22.0499	19.9801	16.234
Length   12/  12, alignment  4/ 0:	22.09	21.4398	22.4066	20.4021	18.2266
Length   13/  13, alignment  0/ 0:	22.3331	21.7117	22.4064	20.5984	18.0643
Length   13/  13, alignment  0/ 0:	22.319	21.3319	22.416	20.5487	18.1351
Length   13/  13, alignment  0/ 5:	22.1817	21.6756	22.3501	20.1393	16.8587
Length   13/  13, alignment  5/ 0:	22.0797	21.7138	22.3065	20.081	18.6432
Length   14/  14, alignment  0/ 0:	22.382	21.7111	22.528	20.1624	18.4632
Length   14/  14, alignment  0/ 0:	22.4329	21.7117	22.4073	20.3247	18.4275
Length   14/  14, alignment  0/ 6:	22.2126	21.6295	22.6395	20.5001	17.8829
Length   14/  14, alignment  6/ 0:	22.383	21.2477	22.4743	20.3815	18.9109
Length   15/  15, alignment  0/ 0:	22.2998	21.7112	22.5938	19.8818	18.5735
Length   15/  15, alignment  0/ 0:	22.4859	21.4937	22.4053	19.7813	18.1385
Length   15/  15, alignment  0/ 7:	22.1676	21.7115	22.3244	19.4125	18.2264
Length   15/  15, alignment  7/ 0:	22.1535	21.5887	22.5906	19.8702	19.0035
Length   16/  16, alignment  0/ 0:	22.2468	21.6899	22.4121	21.2989	15.6109
Length   16/  16, alignment  7/ 2:	22.0222	21.3135	22.4436	21.4979	20.1179
Length   16/   4, alignment  0/ 0:	22.1038	21.725	22.4723	20.5595	17.0648
Length   16/   4, alignment  7/ 2:	22.1863	21.741	22.5961	20.3068	17.1708
Length   32/  32, alignment  0/ 0:	23.6687	23.5632	23.9806	22.2028	17.4839
Length   32/  32, alignment  6/ 4:	27.0699	25.5849	26.66	25.7447	25.1342
Length   32/   8, alignment  0/ 0:	22.7395	22.5656	22.9885	21.8794	17.2429
Length   32/   8, alignment  6/ 4:	23.2407	22.3501	22.9883	22.5406	22.3525
Length   64/  64, alignment  0/ 0:	24.7477	24.7917	25.1782	23.9807	24.5775
Length   64/  64, alignment  5/ 6:	28.8099	28.8751	29.5264	28.2231	34.7291
Length   64/  16, alignment  0/ 0:	27.9609	28.0457	26.8093	24.044	21.9154
Length   64/  16, alignment  5/ 6:	28.5424	28.1656	28.3325	26.7108	31.0138
Length  128/ 128, alignment  0/ 0:	26.3256	25.387	26.085	27.9996	45.206
Length  128/ 128, alignment  4/ 0:	29.8305	28.3978	29.1974	30.9072	51.8778
Length  128/  32, alignment  0/ 0:	26.796	25.7489	26.7492	28.2351	38.5561
Length  128/  32, alignment  4/ 0:	32.316	30.8816	31.6786	30.7754	52.2701
Length  256/ 256, alignment  0/ 0:	34.4739	29.4045	30.7331	31.6274	91.6334
Length  256/ 256, alignment  3/ 2:	39.3131	35.374	37.0354	36.7879	103.36
Length  256/  64, alignment  0/ 0:	30.3465	30.1431	30.4492	31.45	69.1867
Length  256/  64, alignment  3/ 2:	35.1825	35.2119	36.1517	35.6946	84.5627
Length  512/ 512, alignment  0/ 0:	46.436	32.9193	34.2498	48.2684	181.157
Length  512/ 512, alignment  2/ 4:	49.8353	43.7788	44.5725	49.7846	196.14
Length  512/ 128, alignment  0/ 0:	33.5546	33.0822	34.0149	40.8733	121.523
Length  512/ 128, alignment  2/ 4:	44.3499	43.902	44.5123	53.4428	132.356
Length 1024/1024, alignment  0/ 0:	53.0439	50.0979	56.5396	79.9453	403.293
Length 1024/1024, alignment  1/ 6:	60.2533	59.4521	59.6362	81.4442	415.722
Length 1024/ 256, alignment  0/ 0:	46.1114	40.6751	43.5718	74.2241	261.098
Length 1024/ 256, alignment  1/ 6:	65.2989	61.1259	62.7117	83.3997	270.845
Length   16/   1, alignment  1/ 2:	23.5584	22.8367	23.5206	21.1012	19.6064
Length   16/   1, alignment  2/ 1:	22.6091	21.7508	22.4222	20.5865	15.9684
Length   16/  10, alignment  1/ 1:	22.1991	21.556	22.473	20.5869	27.8656
Length   16/  10, alignment  1/ 1:	22.2008	21.7974	22.4613	20.5671	28.1686
Length   32/   1, alignment  2/ 4:	23.3273	22.7232	22.9888	22.0142	23.4723
Length   32/   1, alignment  4/ 2:	22.7882	22.3369	23.2014	21.8051	16.1977
Length   32/  10, alignment  2/ 2:	22.7327	22.8872	23.0986	22.0002	30.7933
Length   32/  10, alignment  2/ 2:	23.4904	22.3503	22.9882	21.7768	30.1116
Length   64/   1, alignment  3/ 6:	27.693	26.004	26.5806	24.9187	28.0396
Length   64/   1, alignment  6/ 3:	26.5615	26.7759	27.0266	25.0325	20.2311
Length   64/  10, alignment  3/ 3:	27.7284	25.8966	26.586	25.0437	37.6603
Length   64/  10, alignment  3/ 3:	27.8194	25.9009	27.138	25.0063	37.7371
Length  128/   1, alignment  4/ 0:	31.1242	30.6625	30.935	30.229	34.4716
Length  128/   1, alignment  0/ 4:	28.472	28.1372	29.1637	27.9185	35.6014
Length  128/  10, alignment  4/ 4:	30.6335	30.4592	30.852	30.1151	54.6995
Length  128/  10, alignment  4/ 4:	30.4385	30.2155	30.8976	29.9464	54.3792
Length  256/   1, alignment  5/ 2:	32.3841	31.9395	33.1685	36.5133	58.0665
Length  256/   1, alignment  2/ 5:	36.0829	34.1569	34.8281	35.6969	79.4529
Length  256/  10, alignment  5/ 5:	35.0475	34.1574	34.8747	36.0419	90.472
Length  256/  10, alignment  5/ 5:	35.0868	34.1427	34.9337	35.8886	91.2349
Length  512/   1, alignment  6/ 4:	41.7769	40.2155	41.1972	50.1106	106.652
Length  512/   1, alignment  4/ 6:	54.6583	43.2522	43.6575	52.5522	141.798
Length  512/  10, alignment  6/ 6:	43.5341	42.9099	43.2004	51.9117	166.322
Length  512/  10, alignment  6/ 6:	43.2672	42.5039	43.3063	51.363	165.004
Length 1024/   1, alignment  7/ 6:	39.249	39.6857	40.8036	57.1793	230.504
Length 1024/   1, alignment  6/ 7:	61.7552	61.7852	62.0759	70.9944	292.277
Length 1024/  10, alignment  7/ 7:	61.7373	61.2087	61.8611	69.7875	346.284
Length 1024/  10, alignment  7/ 7:	60.533	61.4022	61.7911	66.8219	346.316
