                       	generic_strcpy	__strcpy_avx2	__strcpy_evex	__strcpy_sse2_unaligned	__strcpy_sse2
Length    0, alignments in bytes  0/ 0:	10.652	5.76672	5.72571	5.63477	5.62634
Length    0, alignments in bytes  0/ 0:	10.6934	5.78772	5.72046	5.63354	5.63208
Length    0, alignments in bytes  0/ 0:	10.5973	6.33044	6.33899	5.62891	5.62891
Length    0, alignments in bytes  0/ 0:	10.5948	5.77893	6.32593	5.63379	5.61621
Length    1, alignments in bytes  0/ 0:	10.7179	6.33984	6.34131	5.62146	5.65906
Length    1, alignments in bytes  0/ 0:	10.9253	6.33386	6.33435	5.63818	5.62964
Length    1, alignments in bytes  0/ 1:	10.4166	5.97656	5.75342	5.12109	5.11719
Length    1, alignments in bytes  1/ 0:	9.38892	5.24695	5.2002	5.11877	4.82788
Length    2, alignments in bytes  0/ 0:	9.3728	5.89124	5.89172	6.1366	7.67969
Length    2, alignments in bytes  0/ 0:	9.44922	5.89209	5.89673	6.12366	6.39697
Length    2, alignments in bytes  0/ 2:	9.42334	5.76526	5.83252	6.13257	6.39673
Length    2, alignments in bytes  2/ 0:	9.08704	5.75464	5.1167	5.11121	6.40515
Length    3, alignments in bytes  0/ 0:	9.58936	5.11792	5.1261	5.11475	6.41138
Length    3, alignments in bytes  0/ 0:	9.60962	5.75513	5.12634	5.11694	6.40881
Length    3, alignments in bytes  0/ 3:	9.89709	5.11816	5.12024	5.11328	6.40137
Length    3, alignments in bytes  3/ 0:	9.59583	5.75684	5.11206	5.11975	8.31897
Length    4, alignments in bytes  0/ 0:	9.58276	7.99011	8.0022	5.86816	8.31287
Length    4, alignments in bytes  0/ 0:	9.60339	7.99414	8.00122	5.87	8.31348
Length    4, alignments in bytes  0/ 4:	9.59875	6.05505	6.10706	5.86804	8.31702
Length    4, alignments in bytes  4/ 0:	9.58716	5.10974	5.11951	5.11011	8.32617
Length    5, alignments in bytes  0/ 0:	9.64478	10.0577	7.99377	6.6333	9.1228
Length    5, alignments in bytes  0/ 0:	9.58459	7.9928	7.99451	6.63513	9.10645
Length    5, alignments in bytes  0/ 5:	9.60913	6.05908	6.10559	5.82446	8.31506
Length    5, alignments in bytes  5/ 0:	9.59802	5.11377	5.11548	5.11328	9.65027
Length    6, alignments in bytes  0/ 0:	9.62598	7.98511	7.99109	7.33765	11.5129
Length    6, alignments in bytes  0/ 0:	9.71387	7.9812	7.98804	7.3479	11.512
Length    6, alignments in bytes  0/ 6:	9.62231	6.05164	6.09644	5.72119	11.4987
Length    6, alignments in bytes  6/ 0:	9.59802	5.11035	5.11731	5.10876	8.96082
Length    7, alignments in bytes  0/ 0:	9.901	7.00146	6.89368	5.11194	11.5129
Length    7, alignments in bytes  0/ 0:	9.64624	7.01184	6.89502	5.11926	11.5055
Length    7, alignments in bytes  0/ 7:	9.7467	6.04993	6.09937	5.11841	11.4934
Length    7, alignments in bytes  7/ 0:	9.79114	5.1123	5.11548	5.11255	8.96069
Length    8, alignments in bytes  0/ 0:	9.625	8.35193	7.99915	5.85901	5.17737
Length    8, alignments in bytes  0/ 0:	9.65649	8.39148	7.99329	5.86755	5.14697
Length    8, alignments in bytes  0/ 0:	9.69165	8.26855	7.98657	5.87341	5.13428
Length    8, alignments in bytes  0/ 0:	9.61206	8.81763	8.18164	6.00781	5.28503
Length    9, alignments in bytes  0/ 0:	10.0428	8.52795	8.1759	6.7915	6.11035
Length    9, alignments in bytes  0/ 0:	9.85571	8.45142	8.17151	6.78528	6.06921
Length    9, alignments in bytes  0/ 1:	9.94519	8.59558	8.17554	7.21826	6.86255
Length    9, alignments in bytes  1/ 0:	9.87183	8.37622	8.198	7.14282	15.5087
Length   10, alignments in bytes  0/ 0:	9.86218	8.38953	8.17407	7.51306	6.94397
Length   10, alignments in bytes  0/ 0:	9.93738	8.57031	8.17151	7.5155	6.95093
Length   10, alignments in bytes  0/ 2:	10.0404	8.44263	8.17126	7.35339	7.57495
Length   10, alignments in bytes  2/ 0:	10.0537	8.37671	8.19446	7.25146	15.7029
Length   11, alignments in bytes  0/ 0:	9.93018	8.45544	8.17444	6.85986	7.74866
Length   11, alignments in bytes  0/ 0:	10.0841	8.38025	8.17603	6.86646	7.75012
Length   11, alignments in bytes  0/ 3:	9.90308	8.53088	8.17151	7.35864	8.47327
Length   11, alignments in bytes  3/ 0:	9.90625	8.4906	8.18323	7.245	17.019
Length   12, alignments in bytes  0/ 0:	10.0547	8.5238	8.17151	7.50586	8.7168
Length   12, alignments in bytes  0/ 0:	9.98792	8.41357	8.17615	7.50964	8.71033
Length   12, alignments in bytes  0/ 4:	9.81982	8.03906	7.95215	7.56116	8.9574
Length   12, alignments in bytes  4/ 0:	9.93018	8.03247	7.96948	7.25977	11.2333
Length   13, alignments in bytes  0/ 0:	10.5426	8.46191	8.16931	7.51624	11.3759
Length   13, alignments in bytes  0/ 0:	9.89111	8.36963	8.17969	7.505	11.3706
Length   13, alignments in bytes  0/ 5:	9.94861	8.0426	7.93591	7.55188	10.1035
Length   13, alignments in bytes  5/ 0:	10.1444	8.04626	8.00244	7.25342	12.2504
Length   14, alignments in bytes  0/ 0:	10.0537	8.45276	8.17627	7.51306	12.6394
Length   14, alignments in bytes  0/ 0:	9.90649	8.40662	8.17224	7.49963	12.6322
Length   14, alignments in bytes  0/ 6:	9.94507	8.03271	8.02441	7.55115	11.7625
Length   14, alignments in bytes  6/ 0:	10.1775	7.98486	7.97961	7.25171	12.6694
Length   15, alignments in bytes  0/ 0:	9.96606	7.21509	7.40222	5.23401	11.7803
Length   15, alignments in bytes  0/ 0:	9.88391	7.18982	7.39624	5.24146	11.777
Length   15, alignments in bytes  0/ 7:	9.86145	8.03442	7.95459	5.24207	11.7648
Length   15, alignments in bytes  7/ 0:	9.92078	8.03186	7.99377	5.23779	12.3503
Length   16, alignments in bytes  0/ 0:	10.0844	8.3844	8.18066	5.23901	6.68311
Length   16, alignments in bytes  7/ 2:	9.86536	8.35266	8.20667	5.5813	13.261
Length   32, alignments in bytes  0/ 0:	10.1492	6.55933	7.2168	6.93579	9.45544
Length   32, alignments in bytes  6/ 4:	10.405	5.94495	6.54822	10.9438	15.4341
Length   64, alignments in bytes  0/ 0:	12.2966	7.90295	7.51111	7.95605	14.6365
Length   64, alignments in bytes  5/ 6:	13.9694	13.2301	13.7123	11.9027	24.1895
Length  128, alignments in bytes  0/ 0:	15.6287	9.62122	9.06982	13.4353	24.8738
Length  128, alignments in bytes  4/ 0:	17.4099	10.8195	11.8156	16.7002	32.8333
Length  256, alignments in bytes  0/ 0:	22.8281	15.1682	16.0779	17.9657	50.7526
Length  256, alignments in bytes  3/ 2:	24.186	15.4125	17.5341	19.4879	57.7102
Length  512, alignments in bytes  0/ 0:	33.0046	24.576	26.026	32.8444	101.065
Length  512, alignments in bytes  2/ 4:	32.1846	21.7162	23.4717	28.8239	147.143
Length 1024, alignments in bytes  0/ 0:	53.4653	28.1339	27.4707	46.6139	225.427
Length 1024, alignments in bytes  1/ 6:	64.2924	39.4915	34.7769	46.6449	304.823
Length   16, alignments in bytes  1/ 2:	13.5269	8.78064	8.63049	5.82031	18.6566
Length   16, alignments in bytes  2/ 1:	10.4706	8.77222	8.60193	9.51221	15.7281
Length   16, alignments in bytes  1/ 1:	10.3181	8.74805	8.62744	5.4928	15.115
Length   16, alignments in bytes  1/ 1:	10.2859	8.74377	8.60095	5.49548	15.1051
Length   32, alignments in bytes  2/ 4:	11.2627	8.01184	8.18665	9.96118	21.0238
Length   32, alignments in bytes  4/ 2:	10.6421	6.08337	6.25989	11.3315	16.6364
Length   32, alignments in bytes  2/ 2:	10.6193	6.42346	7.36658	9.56116	16.1732
Length   32, alignments in bytes  2/ 2:	10.8627	6.69543	6.69775	9.54602	16.7423
Length   64, alignments in bytes  3/ 6:	14.2893	9.63318	9.35535	10.8087	28.774
Length   64, alignments in bytes  6/ 3:	15.12	11.6931	11.6996	12.688	20.3813
Length   64, alignments in bytes  3/ 3:	14.2828	8.73022	8.94922	9.73267	21.527
Length   64, alignments in bytes  3/ 3:	14.2499	8.73596	8.94287	9.68225	21.4958
Length  128, alignments in bytes  4/ 0:	18.1095	10.6187	12.1105	14.9753	33.4138
Length  128, alignments in bytes  0/ 4:	20.7025	11.2716	10.7988	14.6138	34.4504
Length  128, alignments in bytes  4/ 4:	19.8641	13.9592	12.7023	14.3801	32.5897
Length  128, alignments in bytes  4/ 4:	20.0043	13.7239	12.7924	14.4098	32.5967
Length  256, alignments in bytes  5/ 2:	24.1224	15.2052	19.1957	20.4547	56.972
Length  256, alignments in bytes  2/ 5:	25.1289	17.2421	20.4877	20.2971	79.0507
Length  256, alignments in bytes  5/ 5:	24.3688	14.7689	17.7117	19.6539	58.3236
Length  256, alignments in bytes  5/ 5:	25.0348	14.8043	18.1946	19.0248	58.3036
Length  512, alignments in bytes  6/ 4:	32.8705	24.7992	23.5452	28.4464	108.713
Length  512, alignments in bytes  4/ 6:	33.0336	28.4741	27.467	28.322	146.279
Length  512, alignments in bytes  6/ 6:	31.3313	20.222	22.5524	28.2832	108.687
Length  512, alignments in bytes  6/ 6:	31.1935	20.2355	22.5854	28.2097	108.659
Length 1024, alignments in bytes  7/ 6:	49.6716	40.212	36.4603	47.6804	234.044
Length 1024, alignments in bytes  6/ 7:	65.8055	40.4707	35.6804	48.2083	305.471
Length 1024, alignments in bytes  7/ 7:	62.4521	43.0798	38.036	55.2255	434.004
Length 1024, alignments in bytes  7/ 7:	62.9923	39.6263	39.5813	50.3217	239.844
Length   16, alignments in bytes  0/ 4:	10.0912	8.59998	8.37573	5.66821	9.12854
