                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	12.169	7.18784	8.01281	6.68984	10.9244
Length   16, n   16, alignment  1/ 1:	12.3533	7.53838	8.3218	9.46436	11.4452
Length   16, n   16, alignment  1/ 2:	12.7462	7.64884	8.2235	6.85296	11.4174
Length   16, n   16, alignment  2/ 1:	12.909	7.72668	8.44463	6.9221	11.2651
Length    2, n    4, alignment  7/ 2:	13.7274	12.8736	10.9797	10.9647	13.7708
Length    4, n    2, alignment  2/ 7:	11.8096	8.22379	8.23954	6.87272	11.2711
Length    2, n    4, alignment  7/ 2:	14.1785	11.6671	10.9703	10.9649	14.1829
Length    4, n    2, alignment  2/ 7:	12.0197	8.24067	8.22371	6.85826	11.1316
Length   16, n   16, alignment  2/ 2:	12.4876	7.53833	8.2289	6.85303	11.2065
Length   16, n   16, alignment  2/ 2:	12.6948	7.5382	8.40564	7.02429	11.3028
Length   16, n   16, alignment  2/ 4:	12.912	7.66463	8.22356	6.92212	11.413
Length   16, n   16, alignment  4/ 2:	12.8531	7.73193	8.42907	7.03174	11.0765
Length    4, n    8, alignment  6/ 4:	14.3671	12.1942	12.1912	10.965	14.1133
Length    8, n    4, alignment  4/ 6:	12.7523	7.53836	8.22359	7.00102	11.5307
Length    4, n    8, alignment  6/ 4:	14.6843	12.2182	12.2077	10.9821	14.2877
Length    8, n    4, alignment  4/ 6:	12.6312	8.22373	8.22871	7.00578	12.2352
Length   16, n   16, alignment  3/ 3:	12.8485	7.63805	8.27811	6.95065	11.1144
Length   16, n   16, alignment  3/ 3:	12.6558	7.73202	8.41732	6.85296	11.4507
Length   16, n   16, alignment  3/ 6:	12.8028	7.72675	8.42906	7.02933	11.3786
Length   16, n   16, alignment  6/ 3:	12.9042	7.74368	8.32518	6.85297	11.1477
Length    8, n   16, alignment  5/ 6:	14.1917	11.2638	11.239	11.0998	14.0603
Length   16, n    8, alignment  6/ 5:	12.4898	8.44652	9.08415	6.8531	11.2279
Length    8, n   16, alignment  5/ 6:	14.5179	11.2832	11.0244	10.97	14.1007
Length   16, n    8, alignment  6/ 5:	12.5394	8.44629	9.13258	6.85304	11.1495
Length   16, n   16, alignment  4/ 4:	12.8132	7.716	8.22359	6.8529	11.2066
Length   16, n   16, alignment  4/ 4:	12.6642	7.73187	8.42916	6.89561	11.2012
Length   16, n   16, alignment  4/ 0:	12.8902	7.72673	8.38488	6.85743	11.4808
Length   16, n   16, alignment  0/ 4:	12.9587	7.6338	8.47079	6.85291	11.1695
Length   16, n   32, alignment  4/ 0:	14.7853	10.8102	11.8324	11.6554	14.2675
Length   32, n   16, alignment  0/ 4:	12.5003	7.03719	7.04731	7.0243	11.5108
Length   16, n   32, alignment  4/ 0:	14.4152	10.8625	11.9414	11.9323	14.1792
Length   32, n   16, alignment  0/ 4:	12.3904	7.02449	7.05171	7.04012	11.6258
Length   16, n   16, alignment  5/ 5:	12.7058	7.73442	8.22374	6.85289	11.2898
Length   16, n   16, alignment  5/ 5:	15.3162	7.55553	8.22356	6.9156	11.3591
Length   16, n   16, alignment  5/ 2:	12.9115	7.72675	8.42902	7.03853	11.5469
Length   16, n   16, alignment  2/ 5:	12.9553	7.6307	8.44061	7.04015	11.7662
Length   32, n   64, alignment  3/ 2:	17.9633	9.90268	10.5754	13.9004	18.177
Length   64, n   32, alignment  2/ 3:	11.4614	7.73247	7.74344	7.7322	11.5572
Length   32, n   64, alignment  3/ 2:	18.4779	9.90433	10.5423	13.8798	17.4591
Length   64, n   32, alignment  2/ 3:	11.4672	7.74368	7.73207	7.72678	11.4522
Length   16, n   16, alignment  6/ 6:	12.9142	7.72678	8.43515	6.92185	11.312
Length   16, n   16, alignment  6/ 6:	12.6746	7.73188	8.42742	6.853	11.2216
Length   16, n   16, alignment  6/ 4:	12.8073	7.7267	8.33681	6.85792	11.1546
Length   16, n   16, alignment  4/ 6:	12.8699	7.74393	8.4292	6.93012	11.1936
Length   64, n  128, alignment  2/ 4:	16.0162	14.9483	14.0623	16.6824	15.9873
Length  128, n   64, alignment  4/ 2:	14.7497	10.2907	10.5414	12.2121	13.9283
Length   64, n  128, alignment  2/ 4:	16.0209	14.935	14.1311	16.6637	15.8399
Length  128, n   64, alignment  4/ 2:	14.4325	9.38859	10.5364	12.2418	14.3214
Length   16, n   16, alignment  7/ 7:	12.8367	7.72674	8.43467	7.02423	11.3315
Length   16, n   16, alignment  7/ 7:	12.95	7.6552	8.27275	6.85294	11.4364
Length   16, n   16, alignment  7/ 6:	12.961	7.73181	8.41577	6.85291	11.2057
Length   16, n   16, alignment  6/ 7:	12.8798	7.74376	8.42921	7.02948	11.3952
