                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length  128, n  256, alignment  1/ 6:	20.6367	18.3885	17.4686	25.1201	20.3374
Length  256, n  128, alignment  6/ 1:	16.9117	13.8614	13.0008	19.7249	17.404
Length  128, n  256, alignment  1/ 6:	22.0469	19.0804	17.3845	25.3497	21.053
Length  256, n  128, alignment  6/ 1:	17.1629	13.9399	12.9788	19.785	17.228
Length    8, n   16, alignment  0/ 0:	14.1065	11.2616	11.2389	11.2436	14.658
Length   32, n   16, alignment  0/ 0:	12.7534	7.02437	7.02522	6.85295	11.1452
Length    8, n   16, alignment  7/ 2:	14.3961	11.696	11.7652	11.0178	14.2216
Length   32, n   16, alignment  7/ 2:	12.7258	7.76126	7.54554	6.88004	11.3179
Length   16, n   32, alignment  0/ 0:	14.2452	9.99776	11.9601	11.9448	14.2134
Length   64, n   32, alignment  0/ 0:	11.3733	7.72677	7.74874	7.72673	11.4589
Length   16, n   32, alignment  6/ 4:	14.8334	10.8196	11.9413	11.7182	14.2668
Length   64, n   32, alignment  6/ 4:	11.371	7.73343	7.74363	7.72684	11.2023
Length   32, n   64, alignment  0/ 0:	16.034	9.99092	10.5582	13.2449	15.7881
Length  128, n   64, alignment  0/ 0:	14.752	7.57761	7.74864	9.85981	12.1711
Length   32, n   64, alignment  5/ 6:	16.4917	11.5144	11.8857	14.3412	15.7501
Length  128, n   64, alignment  5/ 6:	13.776	10.5576	10.5374	13.0142	13.4988
Length   64, n  128, alignment  0/ 0:	16.149	13.3855	13.3464	15.3379	16.8033
Length  256, n  128, alignment  0/ 0:	17.5656	10.8322	10.2539	15.4535	15.514
Length   64, n  128, alignment  4/ 0:	16.7277	14.2047	13.4577	16.4457	17.621
Length  256, n  128, alignment  4/ 0:	16.3464	13.4758	12.6642	18.6235	15.8048
Length  128, n  256, alignment  0/ 0:	19.8646	16.4884	15.9373	23.5093	19.5477
Length  512, n  256, alignment  0/ 0:	19.3265	15.4356	15.4959	19.2931	19.2945
Length  128, n  256, alignment  3/ 2:	20.9785	17.7535	16.5534	24.0203	21.083
Length  512, n  256, alignment  3/ 2:	24.2174	20.9888	20.7036	23.7614	24.651
Length  256, n  512, alignment  0/ 0:	29.7471	24.269	23.4657	29.413	27.6709
Length 1024, n  512, alignment  0/ 0:	29.7411	19.8206	20.223	30.2463	29.9736
Length  256, n  512, alignment  2/ 4:	30.5178	27.165	26.2293	31.3501	30.2437
Length 1024, n  512, alignment  2/ 4:	35.2956	26.3022	26.6955	34.9908	33.3848
Length  512, n 1024, alignment  0/ 0:	44.4497	30.6594	29.1559	45.3072	43.0705
Length 2048, n 1024, alignment  0/ 0:	47.8727	28.4653	29.5135	52.7035	49.1701
Length  512, n 1024, alignment  1/ 6:	51.0679	33.1321	29.646	46.054	51.058
Length 2048, n 1024, alignment  1/ 6:	54.1413	41.4877	36.4057	55.8733	55.4245
