                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  7/ 7:	21.8632	17.8842	18.2932	14.3671	20.9887
Length   16, n   16, alignment  7/ 7:	21.3346	17.8487	18.1464	14.1288	20.9942
Length   16, n   16, alignment  7/ 6:	21.501	17.7473	18.1132	14.0872	21.0875
Length   16, n   16, alignment  6/ 7:	21.3279	17.5554	18.1141	14.379	21.2193
Length  128, n  256, alignment  1/ 6:	31.1383	71.2285	70.7415	44.0439	30.5606
Length  256, n  128, alignment  6/ 1:	23.9837	28.5323	28.4083	26.9215	24.1417
Length  128, n  256, alignment  1/ 6:	31.8926	71.7916	70.6542	43.8854	30.5675
Length  256, n  128, alignment  6/ 1:	24.0431	29.0523	28.6074	26.9791	24.1905
Length    8, n   16, alignment  0/ 0:	27.0037	22.8569	22.1315	20.3876	25.5552
Length   32, n   16, alignment  0/ 0:	21.3084	15.9631	16.2589	14.2866	20.8797
Length    8, n   16, alignment  7/ 2:	26.0045	22.5034	22.7357	20.4092	25.4448
Length   32, n   16, alignment  7/ 2:	21.3901	15.9641	16.3361	14.3682	21.3089
Length   16, n   32, alignment  0/ 0:	25.9574	24.0452	23.5236	19.5531	25.5947
Length   64, n   32, alignment  0/ 0:	21.3141	15.9155	16.4585	14.2525	21.4433
Length   16, n   32, alignment  6/ 4:	26.0377	24.0694	23.6573	20.4772	25.4403
Length   64, n   32, alignment  6/ 4:	21.3098	15.9125	16.3256	14.9056	21.2414
Length   32, n   64, alignment  0/ 0:	25.3447	20.4424	21.343	18.9268	25.571
Length  128, n   64, alignment  0/ 0:	19.0725	16.3422	16.7404	14.6586	19.0781
Length   32, n   64, alignment  5/ 6:	28.725	21.9748	22.3513	26.1373	27.5921
Length  128, n   64, alignment  5/ 6:	20.311	25.2631	24.3956	26.3845	19.8237
Length   64, n  128, alignment  0/ 0:	25.6642	21.2004	21.9209	19.9492	26.1932
Length  256, n  128, alignment  0/ 0:	25.7318	16.6063	17.5035	15.6675	22.1268
Length   64, n  128, alignment  4/ 0:	29.8182	21.6051	22.348	19.9091	29.5392
Length  256, n  128, alignment  4/ 0:	22.4821	17.6435	18.304	17.3018	23.479
Length  128, n  256, alignment  0/ 0:	28.4949	21.8185	22.6606	23.2599	28.6103
Length  512, n  256, alignment  0/ 0:	26.2344	17.0856	19.7021	19.296	27.0271
Length  128, n  256, alignment  3/ 2:	33.5125	29.443	29.1527	27.2317	32.832
Length  512, n  256, alignment  3/ 2:	29.4477	29.5135	30.0392	28.3351	29.5949
Length  256, n  512, alignment  0/ 0:	33.9732	25.7319	24.1024	28.9868	34.9123
Length 1024, n  512, alignment  0/ 0:	35.8793	20.3041	20.4553	29.5298	36.3169
Length  256, n  512, alignment  2/ 4:	41.7105	121.624	120.105	45.8762	39.2076
Length 1024, n  512, alignment  2/ 4:	35.5131	126.556	125.932	60.4929	35.3846
Length  512, n 1024, alignment  0/ 0:	44.4797	29.8045	29.4829	44.6473	45.0973
Length 2048, n 1024, alignment  0/ 0:	49.8281	27.8653	29.5671	52.4081	50.3336
Length  512, n 1024, alignment  1/ 6:	51.7851	122.205	122.193	59.3441	50.0323
Length 2048, n 1024, alignment  1/ 6:	57.4187	140.77	140.52	81.1069	56.3886
