                            	generic_stpncpy	__stpncpy_avx2	__stpncpy_evex	__stpncpy_sse2_unaligned	__stpncpy_generic
Length   16, n   16, alignment  1/ 1:	22.0206	17.5789	17.9805	14.0484	21.0124
Length   16, n   16, alignment  1/ 1:	24.6054	17.709	17.9215	14.0622	21.0991
Length   16, n   16, alignment  1/ 2:	21.8136	17.7546	18.1069	14.1924	21.0178
Length   16, n   16, alignment  2/ 1:	21.3274	17.4997	18.1167	14.3541	20.7924
Length    2, n    4, alignment  7/ 2:	26.6335	10.9013	10.2243	10.3005	27.5587
Length    4, n    2, alignment  2/ 7:	25.0209	18.0321	18.1137	16.6812	23.6546
Length    2, n    4, alignment  7/ 2:	26.5112	10.8625	10.2173	10.3567	27.7172
Length    4, n    2, alignment  2/ 7:	24.8532	17.8875	18.1135	16.7163	23.5383
Length   16, n   16, alignment  2/ 2:	21.3265	17.5379	18.1142	14.1023	20.9228
Length   16, n   16, alignment  2/ 2:	21.2949	17.5541	18.1214	14.2636	21.1048
Length   16, n   16, alignment  2/ 4:	21.3779	17.809	18.1417	14.3316	24.3182
Length   16, n   16, alignment  4/ 2:	21.2493	17.49	17.9983	14.0484	20.9224
Length    4, n    8, alignment  6/ 4:	27.9527	32.0975	31.5383	20.2205	27.2964
Length    8, n    4, alignment  4/ 6:	23.3116	17.4891	18.0427	15.2766	22.9822
Length    4, n    8, alignment  6/ 4:	27.8161	31.9862	31.6655	20.1564	27.2785
Length    8, n    4, alignment  4/ 6:	23.1893	17.4891	17.8255	15.2764	23.0116
Length   16, n   16, alignment  3/ 3:	21.3548	17.7649	17.9702	14.055	20.9954
Length   16, n   16, alignment  3/ 3:	21.4828	17.762	18.2104	14.0548	20.961
Length   16, n   16, alignment  3/ 6:	21.2382	17.7449	18.1149	14.3066	20.9024
Length   16, n   16, alignment  6/ 3:	21.3196	17.8232	18.2378	14.2432	21.1203
Length    8, n   16, alignment  5/ 6:	25.9551	22.441	21.9165	20.3589	25.6159
Length   16, n    8, alignment  6/ 5:	21.6231	17.6587	18.0921	14.0484	20.9219
Length    8, n   16, alignment  5/ 6:	25.7137	22.5286	21.9336	20.4016	25.411
Length   16, n    8, alignment  6/ 5:	21.3716	17.5716	18.1069	14.2727	20.8962
Length   16, n   16, alignment  4/ 4:	21.2306	17.4891	18.1133	14.2103	20.8642
Length   16, n   16, alignment  4/ 4:	21.4216	17.7773	18.1778	14.3678	21.0195
Length   16, n   16, alignment  4/ 0:	21.288	17.7658	18.1067	14.2859	20.8881
Length   16, n   16, alignment  0/ 4:	21.3257	17.7271	18.1137	14.2232	21.0586
Length   16, n   32, alignment  4/ 0:	25.9641	23.9627	23.5156	20.3372	25.6403
Length   32, n   16, alignment  0/ 4:	21.3339	15.9043	16.2338	14.368	21.0328
Length   16, n   32, alignment  4/ 0:	25.8975	24.1765	23.4221	20.3385	25.5252
Length   32, n   16, alignment  0/ 4:	21.5615	15.9454	16.2406	14.3521	20.978
Length   16, n   16, alignment  5/ 5:	21.4338	17.6308	18.1069	14.1156	21.1217
Length   16, n   16, alignment  5/ 5:	21.2776	17.4895	18.1135	14.1251	21.1708
Length   16, n   16, alignment  5/ 2:	21.3246	17.7504	18.1131	14.1612	21.0247
Length   16, n   16, alignment  2/ 5:	21.329	17.6235	18.1068	14.2035	21.2711
Length   32, n   64, alignment  3/ 2:	28.1752	21.9652	21.9156	25.9684	28.1964
Length   64, n   32, alignment  2/ 3:	21.6057	15.9711	16.5072	25.2024	21.0784
Length   32, n   64, alignment  3/ 2:	27.999	22.1534	22.0753	26.2497	28.4454
Length   64, n   32, alignment  2/ 3:	21.8247	15.9642	16.307	25.2532	21.0377
Length   16, n   16, alignment  6/ 6:	20.9777	17.489	18.0664	14.0587	21.0903
Length   16, n   16, alignment  6/ 6:	21.3435	17.6213	18.0985	14.0547	21.1217
Length   16, n   16, alignment  6/ 4:	21.3662	17.6542	21.3813	14.1806	21.0671
Length   16, n   16, alignment  4/ 6:	21.3214	17.7348	18.1457	14.0624	21.0648
Length   64, n  128, alignment  2/ 4:	28.671	40.1969	39.067	25.0497	28.8931
Length  128, n   64, alignment  4/ 2:	21.194	17.4356	17.8168	25.9202	21.0184
Length   64, n  128, alignment  2/ 4:	29.2407	40.266	39.226	25.0787	28.6705
Length  128, n   64, alignment  4/ 2:	21.1435	17.5344	17.7256	26.0755	20.6179
